Local time in Yingkou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 17:00,-5.4,769.3,769.7,,50,Wind blowing from the north-east,4,,10,100%., ,,,-9.4,-2.2,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,6,,,,
11.01.2020 14:00,-4.2,769.0,769.4,-1.2,46,Wind blowing from the north-northeast,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.5,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
11.01.2020 11:00,-4.0,770.2,770.7,,45,Wind blowing from the north-northeast,6,,10,20–30%., ,,,-9.4,1.6,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,6,,,,
11.01.2020 08:00,-8.3,770.4,770.8,0.7,63,Wind blowing from the east-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,,,,,,,12.0,-14.1,No precipitation,12,,,,
11.01.2020 05:00,-9.1,769.7,770.2,,71,Wind blowing from the north-east,2,,8,, ,,,-9.1,1.6,,,,,,9.0,-13.4,No precipitation,6,,,,
11.01.2020 02:00,-6.0,769.5,769.9,1.0,59,Wind blowing from the north-northeast,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,1.6,,,2500 or more  or no clouds.,,,27.0,-12.7,No precipitation,12,,,,
10.01.2020 23:00,-7.1,768.5,769.0,,85,Wind blowing from the north-northeast,1,,,,Mist. ,,,-9.4,1.6,,,,,,4.5,-9.3,No precipitation,6,,,,
10.01.2020 20:00,-5.3,767.8,768.2,0.7,82,Wind blowing from the east-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,1.6,,,,,,7.0,-8.0,No precipitation,12,,,,
10.01.2020 17:00,-2.1,767.1,767.5,,69,Wind blowing from the south-west,1,,4,no clouds, ,,,-9.7,1.6,,,,,,16.0,-7.0,No precipitation,6,,,,
10.01.2020 14:00,1.6,766.8,767.2,-1.3,42,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,1.6,,,,,,17.0,-10.2,No precipitation,12,,,,
10.01.2020 11:00,-0.3,768.1,768.6,,61,Wind blowing from the north,2,,3,no clouds, ,,,-9.7,-0.3,,,,,,9.0,-7.1,No precipitation,6,,,,
10.01.2020 08:00,-5.2,768.4,768.9,-0.2,65,Wind blowing from the south-east,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-1.4,,,1500-2000,,,12.0,-10.9,No precipitation,12,,,,
10.01.2020 05:00,-7.1,768.6,769.0,,75,Wind blowing from the south-southeast,1,,3,, ,,,-11.4,-1.4,,,,,,8.0,-10.8,No precipitation,6,,,,
10.01.2020 02:00,-7.7,769.5,769.9,-0.5,81,Wind blowing from the south-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.4,,,2500 or more  or no clouds.,,,5.0,-10.5,No precipitation,12,,,,
09.01.2020 23:00,-9.3,770.0,770.5,,81,Wind blowing from the south,1,,,, ,,,-11.4,-1.4,,,,,,7.0,-12.0,No precipitation,6,,,,
09.01.2020 20:00,-7.6,770.2,770.6,0.1,75,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.4,,,,,,9.0,-11.3,No precipitation,12,,,,
09.01.2020 17:00,-4.2,770.1,770.5,,56,Wind blowing from the east-northeast,2,,,no clouds, ,,,-11.4,-1.4,,,,,,14.0,-11.7,No precipitation,6,,,,
09.01.2020 14:00,-2.1,770.3,770.8,-1.4,65,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.7,,,,,,7.0,-7.8,No precipitation,12,,,,
09.01.2020 11:00,-3.8,771.7,772.1,,70,Wind blowing from the west,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.7,,,,,,6.0,-8.5,No precipitation,6,,,,
09.01.2020 08:00,-10.1,771.5,772.0,0.4,91,Wind blowing from the south-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.7,,,,,,3.6,-11.3,No precipitation,12,,,,
09.01.2020 05:00,-10.9,771.1,771.5,,90,Calm  no wind,0,,,,Mist. ,,,-10.9,-1.7,,,,,,4.7,-12.2,No precipitation,6,,,,
09.01.2020 02:00,-10.4,771.3,771.7,0.2,88,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-1.7,,,2500 or more  or no clouds.,,,9.0,-12.0,No precipitation,12,,,,
08.01.2020 23:00,-9.4,771.1,771.5,,86,Wind blowing from the south-southwest,1,,,, ,,,-9.4,-1.7,,,,,,14.0,-11.4,No precipitation,6,,,,
08.01.2020 20:00,-6.6,771.1,771.6,1.1,75,Wind blowing from the east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-1.7,,,,,,15.0,-10.3,No precipitation,12,,,,
08.01.2020 17:00,-4.7,770.0,770.5,,65,Wind blowing from the north-east,3,,10,no clouds, ,,,-7.9,-1.7,,,,,,30.0,-10.3,No precipitation,6,,,,
08.01.2020 14:00,-2.2,769.0,769.5,-0.6,57,Wind blowing from the north-northeast,6,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-1.9,,,1000-1500,,,30.0,-9.6,Trace of precipitation,12,,,,
08.01.2020 11:00,-4.2,769.6,770.0,,70,Wind blowing from the north-northeast,5,,16,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.9,-4.2,,,1500-2000,,,30.0,-9.0,Trace of precipitation,6,,,,
08.01.2020 08:00,-6.4,769.1,769.6,1.6,74,Wind blowing from the north-northeast,5,,16,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-4.5,,,1500-2000,,,23.0,-10.3,Trace of precipitation,12,,,,
08.01.2020 05:00,-7.6,767.5,767.9,,73,Wind blowing from the north-northeast,6,,16,, ,,,-7.9,-3.0,,,,,,23.0,-11.6,No precipitation,6,,,,
08.01.2020 02:00,-7.7,766.9,767.4,1.2,73,Wind blowing from the north-northeast,7,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-0.4,,,2500 or more  or no clouds.,,,22.0,-11.7,No precipitation,12,,,,
07.01.2020 23:00,-7.4,765.7,766.2,,72,Wind blowing from the north-northeast,9,,,, ,,,-7.4,,,,,,,15.0,-11.6,No precipitation,6,,,,
07.01.2020 20:00,-6.0,765.4,765.9,-0.9,66,Wind blowing from the north-northeast,10,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,,,,1500-2000,,,12.0,-11.3,No precipitation,12,,,,
07.01.2020 17:00,-5.9,766.3,766.8,,63,Wind blowing from the north-east,8,,16,70 – 80%., ,,,-5.9,,,,1500-2000,,,9.0,-11.8,No precipitation,6,,,,
07.01.2020 14:00,-4.8,767.2,767.6,-1.1,59,Wind blowing from the north-east,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,2.8,,,1500-2000,,,21.0,-11.6,No precipitation,12,,,,
07.01.2020 11:00,-4.9,768.3,768.7,,57,Wind blowing from the north-east,8,,16,100%., ,,,-5.3,2.8,,,1500-2000,,,19.0,-12.1,No precipitation,6,,,,
07.01.2020 08:00,-5.2,769.9,770.3,0.4,72,Wind blowing from the north-east,6,,14,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,2.8,,,1500-2000,,,6.0,-9.6,No precipitation,12,,,,
07.01.2020 05:00,-2.9,769.5,769.9,,73,Wind blowing from the north-east,5,,14,,Mist. ,,,-2.9,2.8,,,,,,5.0,-7.1,No precipitation,6,,,,
07.01.2020 02:00,-0.4,768.7,769.2,0.0,92,Wind blowing from the north-northeast,6,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.8,,,2500 or more  or no clouds.,,,3.4,-1.5,No precipitation,12,,,,
06.01.2020 23:00,0.4,768.7,769.2,,89,Wind blowing from the north,1,,,,Mist. ,,,-2.3,2.8,,,,,,5.0,-1.2,No precipitation,6,,,,
06.01.2020 20:00,1.0,768.4,768.8,0.5,86,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,2.8,,,1500-2000,,,5.0,-1.1,0.4,12,,,,
06.01.2020 17:00,2.2,767.9,768.4,,75,Calm  no wind,0,,,90  or more  but not 100%, ,,,-3.7,2.8,,,1500-2000,,,18.0,-1.9,No precipitation,6,,,,
06.01.2020 14:00,2.7,767.5,768.0,-2.0,65,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.5,,,2500 or more  or no clouds.,,,23.0,-3.2,0.7,12,,,,
06.01.2020 11:00,1.3,769.5,769.9,,76,Wind blowing from the south-southeast,1,,5,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-3.7,3.5,,,2500 or more  or no clouds.,,,19.0,-2.5,0.6,6,,,,
06.01.2020 08:00,-1.0,770.0,770.5,-0.2,89,Wind blowing from the south-east,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,,,,,2500 or more  or no clouds.,,,3.1,-2.6,0.3,12,,,,
06.01.2020 05:00,-1.0,770.2,770.7,,62,Wind blowing from the south-southeast,1,,4,, ,,,,3.5,,,,,,12.0,-7.4,No precipitation,6,,,,
06.01.2020 02:00,-1.3,770.7,771.1,-0.7,64,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,3.5,,,2500 or more  or no clouds.,,,8.0,-7.4,No precipitation,12,,,,
05.01.2020 23:00,-2.3,771.4,771.8,,72,Wind blowing from the south-southeast,2,,,,Haze. ,,,-10.0,3.5,,,,,,5.0,-6.8,No precipitation,6,,,,
05.01.2020 20:00,-3.0,772.0,772.5,-0.6,67,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,3.5,,,,,,10.0,-8.3,No precipitation,12,,,,
05.01.2020 17:00,-0.4,772.6,773.0,,56,Wind blowing from the east-northeast,1,,,no clouds, ,,,-10.0,3.5,,,,,,13.0,-8.1,No precipitation,6,,,,
05.01.2020 14:00,3.3,773.0,773.5,-1.1,40,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,3.4,,,,,,17.0,-9.0,No precipitation,12,,,,
05.01.2020 11:00,1.2,774.1,774.5,,47,Wind blowing from the east-northeast,2,,3,no clouds, ,,,-10.0,1.2,,,,,,14.0,-9.1,No precipitation,6,,,,
05.01.2020 08:00,-9.1,774.8,775.3,1.0,90,Wind blowing from the south-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,,,,,,,2.2,-10.4,No precipitation,12,,,,
05.01.2020 05:00,-8.9,773.8,774.2,,88,Wind blowing from the east-southeast,1,,2,,Mist. ,,,-11.1,0.9,,,,,,4.0,-10.5,No precipitation,6,,,,
05.01.2020 02:00,-8.0,774.1,774.5,0.5,86,Wind blowing from the north-northeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.9,,,2500 or more  or no clouds.,,,5.0,-9.9,No precipitation,12,,,,
04.01.2020 23:00,-7.6,773.6,774.1,,85,Wind blowing from the north,1,,,, ,,,-11.1,0.9,,,,,,8.0,-9.7,No precipitation,6,,,,
04.01.2020 20:00,-5.3,772.9,773.3,0.4,73,Wind blowing from the east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.9,,,,,,9.0,-9.4,No precipitation,12,,,,
04.01.2020 17:00,-2.5,772.5,772.9,,59,Wind blowing from the north-east,1,,8,no clouds, ,,,-11.1,0.9,,,,,,11.0,-9.4,No precipitation,6,,,,
04.01.2020 14:00,0.6,771.1,771.6,-0.6,55,Wind blowing from the east-northeast,4,,8,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.2,,,,,,6.0,-7.4,No precipitation,12,,,,
04.01.2020 11:00,-3.5,771.7,772.2,,97,Wind blowing from the north-northeast,1,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.2,,,,,,1.1,-3.9,No precipitation,6,,,,
04.01.2020 08:00,-10.1,770.7,771.1,1.9,93,Wind blowing from the north,0,,2,no clouds,Fog  depositing rime  sky invisible. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.2,,,,,,less than 0.1,-11.0,No precipitation,12,,,,
04.01.2020 05:00,-9.8,768.8,769.3,,94,Wind blowing from the north-northeast,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-9.9,1.2,,,,,,less than 0.1,-10.6,No precipitation,6,,,,
04.01.2020 02:00,-7.5,769.1,769.6,-0.2,96,Wind blowing from the east,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,1.2,,,2500 or more  or no clouds.,,,0.1,-8.0,No precipitation,12,,,,
03.01.2020 23:00,-7.5,769.3,769.7,,93,Wind blowing from the south-west,2,,,,Mist. ,,,-9.8,1.2,,,,,,2.4,-8.4,No precipitation,6,,,,
03.01.2020 20:00,-5.4,769.7,770.2,0.1,90,Wind blowing from the south-east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,1.2,,,,,,3.6,-6.8,No precipitation,12,,,,
03.01.2020 17:00,-2.0,769.6,770.1,,76,Calm  no wind,0,,,no clouds, ,,,-9.8,1.2,,,,,,7.0,-5.7,No precipitation,6,,,,
03.01.2020 14:00,1.2,769.9,770.3,-0.9,61,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,1.2,,,,,,13.0,-5.5,No precipitation,12,,,,
03.01.2020 11:00,-0.9,770.8,771.3,,55,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,,,,,1500-2000,,,13.0,-9.0,,,,,,
03.01.2020 08:00,-7.8,770.8,771.3,0.0,78,Wind blowing from the south-east,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,,,,1500-2000,,,6.0,-11.0,No precipitation,12,,,,
03.01.2020 05:00,-9.8,770.8,771.2,,83,Wind blowing from the south-southeast,1,,3,,Mist. ,,,-13.4,-1.6,,,,,,5.0,-12.1,No precipitation,6,,,,
03.01.2020 02:00,-8.0,771.8,772.3,-1.3,89,Wind blowing from the east-southeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.6,,,2500 or more  or no clouds.,,,3.3,-9.5,No precipitation,12,,,,
02.01.2020 23:00,-7.6,773.1,773.5,,81,Wind blowing from the south,2,,,,Mist. ,,,-13.4,-1.6,,,,,,5.0,-10.4,No precipitation,6,,,,
02.01.2020 20:00,-8.2,772.8,773.2,0.1,82,Wind blowing from the east-northeast,0,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.6,,,2500 or more  or no clouds.,,,5.0,-10.7,No precipitation,12,,,,
02.01.2020 17:00,-4.6,772.7,773.2,,65,Wind blowing from the west,0,,3,20–30%., ,,,-13.4,-1.6,,,2500 or more  or no clouds.,,,7.0,-10.2,No precipitation,6,,,,
02.01.2020 14:00,-1.9,772.3,772.8,-1.0,46,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.8,,,,,,10.0,-12.0,No precipitation,12,,,,
02.01.2020 11:00,-5.0,773.3,773.8,,64,Wind blowing from the north-northeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-3.6,,,,,,2.2,-10.9,No precipitation,6,,,,
02.01.2020 08:00,-12.7,773.2,773.6,0.7,85,Wind blowing from the east-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-3.6,,,,,,3.3,-14.7,No precipitation,12,,,,
