Local time in Shanwei,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 08:00,16.4,762.8,764.4,0.7,84,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,21.0,,,2500 or more  or no clouds.,,,9.0,13.6,No precipitation,12,,,,
10.01.2020 05:00,15.9,762.1,763.6,,87,Wind blowing from the east-northeast,2,,7,,Mist. ,,,15.3,21.0,,,,,,7.0,13.7,No precipitation,6,,,,
10.01.2020 02:00,15.4,761.8,763.3,-0.3,89,Wind blowing from the north-east,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,21.0,,,2500 or more  or no clouds.,,,7.0,13.6,No precipitation,12,,,,
09.01.2020 23:00,16.5,762.1,763.6,,85,Wind blowing from the north-northeast,1,,7,, ,,,16.3,21.0,,,,,,11.0,13.9,No precipitation,6,,,,
09.01.2020 20:00,18.0,761.9,763.5,0.4,79,Wind blowing from the east,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,21.0,,,2500 or more  or no clouds.,,,16.0,14.3,Trace of precipitation,12,,,,
09.01.2020 17:00,19.3,761.5,763.1,,69,Wind blowing from the east-southeast,3,,7,, ,,,16.3,22.6,,,,,,20.0,13.4,No precipitation,6,,,,
09.01.2020 14:00,20.2,762.3,763.9,-2.2,56,Wind blowing from the east-southeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,24.1,,,600-1000,,,28.0,11.1,Trace of precipitation,12,,,,
09.01.2020 11:00,19.4,764.5,766.0,,63,Wind blowing from the east-northeast,3,,6,, ,,,16.3,,,,,,,22.0,12.1,No precipitation,6,,,,
09.01.2020 08:00,16.6,763.8,765.4,0.8,78,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,,,,2500 or more  or no clouds.,,,22.0,12.7,No precipitation,12,,,,
09.01.2020 05:00,16.4,763.0,764.6,,79,Wind blowing from the east,3,,8,, ,,,16.3,25.9,,,,,,24.0,12.7,No precipitation,6,,,,
09.01.2020 02:00,17.4,762.7,764.3,-0.6,73,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.9,,,2500 or more  or no clouds.,,,29.0,12.5,No precipitation,12,,,,
08.01.2020 23:00,18.0,763.3,764.9,,66,Wind blowing from the east,2,,9,, ,,,18.0,25.9,,,,,,30.0,11.5,No precipitation,6,,,,
08.01.2020 20:00,19.6,762.7,764.3,0.9,67,Wind blowing from the east,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,25.9,,,,,,30.0,13.3,No precipitation,12,,,,
08.01.2020 17:00,22.6,761.8,763.3,,53,Wind blowing from the east-southeast,4,,11,no clouds, ,,,19.3,25.9,,,,,,30.0,12.5,No precipitation,6,,,,
08.01.2020 14:00,23.6,762.3,763.9,-1.6,46,Wind blowing from the east-southeast,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,25.9,,,,,,30.0,11.3,No precipitation,12,,,,
08.01.2020 11:00,23.8,763.9,765.4,,45,Wind blowing from the north-east,3,,11,no clouds, ,,,19.3,26.4,,,,,,30.0,11.1,No precipitation,6,,,,
08.01.2020 08:00,20.4,763.5,765.1,,64,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,,,,30.0,13.3,No precipitation,12,,,,
08.01.2020 05:00,20.1,762.4,764.0,,89,Wind blowing from the east-northeast,2,,,, ,,,19.2,26.4,,,,,,21.0,18.2,No precipitation,6,,,,
08.01.2020 02:00,20.1,762.6,764.2,0.1,95,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,26.4,,,2500 or more  or no clouds.,,,8.0,19.2,No precipitation,12,,,,
07.01.2020 23:00,19.8,762.5,764.1,,97,Wind blowing from the north-northwest,1,,5,, ,,,17.4,26.4,,,,,,15.0,19.3,No precipitation,6,,,,
07.01.2020 20:00,21.8,761.5,763.0,1.4,83,Wind blowing from the east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.4,,,2500 or more  or no clouds.,,,27.0,18.7,No precipitation,12,,,,
07.01.2020 17:00,24.9,760.1,761.7,,70,Wind blowing from the west-southwest,2,,5,60%., ,,,17.4,26.4,,,2500 or more  or no clouds.,,,30.0,19.0,No precipitation,6,,,,
07.01.2020 14:00,25.5,760.9,762.4,-2.1,67,Wind blowing from the south-west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.4,,,2000-2500,,,30.0,18.9,No precipitation,12,,,,
07.01.2020 11:00,23.8,763.0,764.6,,62,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,17.4,25.5,,,1500-2000,,,30.0,16.0,No precipitation,6,,,,
07.01.2020 08:00,19.4,762.4,763.9,1.1,75,Wind blowing from the east,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,,,,2000-2500,,,28.0,14.8,No precipitation,12,,,,
07.01.2020 05:00,19.5,761.3,762.9,,73,Wind blowing from the east,2,,6,, ,,,17.4,25.5,,,,,,30.0,14.5,No precipitation,6,,,,
07.01.2020 02:00,17.8,761.8,763.3,-0.6,85,Wind blowing from the east-northeast,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,25.5,,,2500 or more  or no clouds.,,,24.0,15.2,No precipitation,12,,,,
06.01.2020 23:00,18.2,762.4,764.0,,90,Wind blowing from the north-northwest,1,,6,, ,,,17.7,25.5,,,,,,12.0,16.5,No precipitation,6,,,,
06.01.2020 20:00,20.0,762.5,764.1,0.3,83,Wind blowing from the east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,25.5,,,2500 or more  or no clouds.,,,16.0,17.0,No precipitation,12,,,,
06.01.2020 17:00,22.0,762.2,763.8,,72,Wind blowing from the east-southeast,3,,,60%., ,,,17.7,25.5,,,600-1000,,,25.0,16.7,No precipitation,6,,,,
06.01.2020 14:00,25.0,762.6,764.2,,57,Wind blowing from the east,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,25.5,,,600-1000,,,30.0,15.9,No precipitation,12,,,,
06.01.2020 11:00,22.5,764.6,766.2,,65,Wind blowing from the east,3,,8,60%., ,,,17.7,23.3,,,2000-2500,,,30.0,15.6,No precipitation,6,,,,
06.01.2020 08:00,18.3,764.7,766.3,1.0,86,Wind blowing from the east,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.3,,,1500-2000,,,14.0,15.9,No precipitation,12,,,,
06.01.2020 05:00,17.7,763.7,765.3,,89,Wind blowing from the east,3,,8,, ,,,17.5,23.3,,,,,,12.0,15.8,No precipitation,6,,,,
06.01.2020 02:00,19.7,763.9,765.5,-0.6,76,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,23.3,,,2500 or more  or no clouds.,,,30.0,15.3,No precipitation,12,,,,
05.01.2020 23:00,20.7,764.5,766.1,,72,Wind blowing from the east,2,,7,, ,,,,23.3,,,,,,30.0,15.4,No precipitation,6,,,,
05.01.2020 20:00,20.6,764.4,766.0,1.1,78,Wind blowing from the east-southeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,23.3,,,1500-2000,,,27.0,16.6,No precipitation,12,,,,
05.01.2020 17:00,21.6,763.3,764.9,,74,Wind blowing from the east,3,,10,, ,,,17.1,23.3,,,,,,30.0,16.7,No precipitation,6,,,,
05.01.2020 14:00,21.9,763.3,764.9,,68,Wind blowing from the south-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,23.3,,,1500-2000,,,30.0,15.7,No precipitation,12,,,,
05.01.2020 11:00,21.1,765.2,766.8,,66,Wind blowing from the east-northeast,4,,10,, ,,,17.1,21.1,,,,,,28.0,14.5,No precipitation,6,,,,
05.01.2020 08:00,18.2,765.5,767.1,1.1,80,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,1500-2000,,,19.0,14.7,No precipitation,12,,,,
05.01.2020 05:00,17.5,764.4,766.0,,88,Wind blowing from the east-northeast,2,,6,, ,,,15.6,20.6,,,,,,9.0,15.4,No precipitation,6,,,,
05.01.2020 02:00,17.4,764.5,766.1,-0.2,92,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,20.6,,,2500 or more  or no clouds.,,,8.0,16.0,No precipitation,12,,,,
04.01.2020 23:00,17.9,764.7,766.3,,89,Wind blowing from the east-northeast,2,,6,, ,,,,20.6,,,,,,9.0,16.0,No precipitation,6,,,,
04.01.2020 20:00,18.5,764.4,766.0,1.2,85,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,20.6,,,1500-2000,,,19.0,15.9,No precipitation,12,,,,
04.01.2020 17:00,19.4,763.2,764.8,,78,Wind blowing from the south-east,1,,5,70 – 80%., ,,,15.0,20.6,,,2500 or more  or no clouds.,,,7.0,15.4,No precipitation,6,,,,
04.01.2020 14:00,19.5,763.4,765.0,-2.5,76,Wind blowing from the south-west,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,21.8,,,2500 or more  or no clouds.,,,8.0,15.1,No precipitation,12,,,,
04.01.2020 11:00,18.8,765.9,767.5,,80,Wind blowing from the east,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,22.1,,,1500-2000,,,6.0,15.2,No precipitation,6,,,,
04.01.2020 08:00,16.0,765.8,767.4,1.1,93,Wind blowing from the north-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,,,,1500-2000,,,6.0,14.8,No precipitation,12,,,,
04.01.2020 05:00,15.7,764.7,766.3,,97,Wind blowing from the north-east,1,,5,,Mist. ,,,15.0,22.1,,,,,,5.0,15.3,No precipitation,6,,,,
04.01.2020 02:00,15.6,765.0,766.6,-1.1,97,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,22.1,,,2500 or more  or no clouds.,,,11.0,15.2,No precipitation,12,,,,
03.01.2020 23:00,15.8,766.1,767.7,,93,Calm  no wind,0,,,, ,,,15.2,22.1,,,,,,10.0,14.6,No precipitation,6,,,,
03.01.2020 20:00,17.9,765.9,767.5,0.9,86,Wind blowing from the east,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.1,,,2500 or more  or no clouds.,,,17.0,15.5,No precipitation,12,,,,
03.01.2020 17:00,19.3,765.0,766.6,,76,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,15.2,22.1,,,2500 or more  or no clouds.,,,19.0,14.9,No precipitation,6,,,,
03.01.2020 14:00,21.5,765.1,766.6,-2.1,64,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.1,,,2500 or more  or no clouds.,,,18.0,14.4,No precipitation,12,,,,
03.01.2020 11:00,20.0,767.2,768.8,,68,Wind blowing from the east,2,,,20–30%., ,,,15.2,21.1,,,600-1000,,,16.0,13.9,No precipitation,6,,,,
03.01.2020 08:00,15.8,767.6,769.2,1.0,91,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,21.1,,,1500-2000,,,8.0,14.3,No precipitation,12,,,,
03.01.2020 05:00,15.2,766.6,768.1,,93,Wind blowing from the east-northeast,1,,,, ,,,14.8,21.1,,,,,,8.0,14.0,No precipitation,6,,,,
03.01.2020 02:00,16.2,766.8,768.4,-0.6,86,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,21.1,,,2500 or more  or no clouds.,,,17.0,13.8,No precipitation,12,,,,
02.01.2020 23:00,15.5,767.4,769.0,,90,Wind blowing from the north-northeast,1,,7,, ,,,14.8,21.1,,,,,,10.0,13.8,No precipitation,6,,,,
02.01.2020 20:00,17.7,767.2,768.7,,75,Wind blowing from the east-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,21.1,,,,,,30.0,13.2,No precipitation,12,,,,
02.01.2020 17:00,18.9,766.5,768.1,,67,Wind blowing from the south-west,2,,7,no clouds, ,,,14.8,21.1,,,,,,19.0,12.6,No precipitation,6,,,,
02.01.2020 14:00,18.8,767.1,768.7,-2.3,66,Wind blowing from the west-southwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,21.1,,,,,,20.0,12.3,No precipitation,12,,,,
02.01.2020 11:00,19.5,769.4,771.0,,59,Wind blowing from the east-southeast,2,,,20–30%., ,,,14.8,19.7,,,600-1000,,,19.0,11.2,No precipitation,6,,,,
02.01.2020 08:00,15.3,769.3,770.9,1.5,86,Wind blowing from the east-northeast,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,18.6,,,2500 or more  or no clouds.,,,13.0,12.9,No precipitation,12,,,,
02.01.2020 05:00,14.9,767.8,769.4,,84,Wind blowing from the east-northeast,1,,7,, ,,,14.9,18.6,,,,,,14.0,12.2,No precipitation,6,,,,
02.01.2020 02:00,16.4,767.8,769.3,-1.2,74,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,18.6,,,2500 or more  or no clouds.,,,25.0,11.7,No precipitation,12,,,,
01.01.2020 23:00,16.6,769.0,770.5,,79,Wind blowing from the east-northeast,1,,7,, ,,,15.2,18.6,,,,,,25.0,12.9,No precipitation,6,,,,
01.01.2020 20:00,17.1,768.7,770.2,,80,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,18.6,,,1500-2000,,,26.0,13.6,No precipitation,12,,,,
01.01.2020 17:00,17.4,767.5,769.1,,76,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,15.2,18.6,,,2000-2500,,,28.0,13.1,No precipitation,6,,,,
01.01.2020 14:00,18.2,768.3,769.9,-1.9,68,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,18.7,,,1500-2000,,,15.0,12.2,No precipitation,12,,,,
01.01.2020 11:00,16.5,770.2,771.8,,70,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,15.2,,,,,,,16.0,11.0,No precipitation,6,,,,
01.01.2020 08:00,15.3,770.2,771.7,1.6,74,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,19.0,,,1500-2000,,,24.0,10.7,No precipitation,12,,,,
