Local time in Qinzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 20:00,21.2,755.6,760.0,0.4,99,Wind blowing from the south-southwest,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,25.4,,,2500 or more  or no clouds.,,,6.0,21.0,0.9,12,,,,
10.01.2020 17:00,23.4,755.2,759.7,,87,Wind blowing from the south-southwest,3,,9,90  or more  but not 100%, ,,,20.0,25.4,,,1500-2000,,,9.0,21.1,No precipitation,6,,,,
10.01.2020 14:00,24.8,755.9,760.3,-2.6,80,Wind blowing from the south-southwest,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,26.7,,,600-1000,,,10.0,21.1,6.0,12,,,,
10.01.2020 11:00,21.6,758.5,762.9,,98,Wind blowing from the east,2,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,600-1000,,,5.0,21.3,6.0,6,,,,
10.01.2020 08:00,20.1,757.3,761.8,1.2,99,Wind blowing from the north-east,3,,8,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,300-600,,,1.8,19.9,5.0,12,,,,
10.01.2020 05:00,20.9,756.1,760.6,,96,Wind blowing from the south-southeast,3,,,, ,,,18.9,26.7,,,,,,9.0,20.2,No precipitation,6,,,,
10.01.2020 02:00,21.2,756.4,760.8,-0.3,96,Wind blowing from the south-east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,26.7,,,2500 or more  or no clouds.,,,9.0,20.5,No precipitation,12,,,,
09.01.2020 23:00,21.4,756.7,761.2,,99,Wind blowing from the south-southeast,2,,10,,Mist. ,,,18.6,26.7,,,,,,7.0,21.2,No precipitation,6,,,,
09.01.2020 20:00,21.8,756.6,761.0,0.8,93,Wind blowing from the south,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,26.7,,,1500-2000,,,10.0,20.6,No precipitation,12,,,,
09.01.2020 17:00,23.4,755.8,760.3,,78,Wind blowing from the south-southeast,5,,10,70 – 80%., ,,,18.6,26.7,,,600-1000,,,17.0,19.3,No precipitation,6,,,,
09.01.2020 14:00,25.3,757.1,761.5,-2.6,70,Wind blowing from the south,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,25.9,,,600-1000,,,19.0,19.4,No precipitation,12,,,,
09.01.2020 11:00,22.3,759.7,764.2,,87,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,25.9,,,600-1000,,,4.5,20.0,No precipitation,6,,,,
09.01.2020 08:00,19.1,758.7,763.2,1.0,99,Wind blowing from the east-southeast,2,,,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,600-1000,,,2.8,18.9,No precipitation,12,,,,
09.01.2020 05:00,19.9,757.7,762.1,,97,Wind blowing from the south-east,4,,6,,Mist. ,,,17.4,25.9,,,,,,3.9,19.4,No precipitation,6,,,,
09.01.2020 02:00,18.9,758.5,763.0,-0.3,99,Wind blowing from the south,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.9,,,2500 or more  or no clouds.,,,2.7,18.7,No precipitation,12,,,,
08.01.2020 23:00,19.8,758.8,763.3,,96,Wind blowing from the south,1,,4,,Mist. ,,,17.3,25.9,,,,,,6.0,19.1,No precipitation,6,,,,
08.01.2020 20:00,21.3,757.7,762.2,0.1,90,Wind blowing from the south-southeast,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.9,,,,,,6.0,19.6,No precipitation,12,,,,
08.01.2020 17:00,24.5,757.6,762.0,,73,Wind blowing from the south,3,,6,60%., ,,,17.3,26.2,,,2500 or more  or no clouds.,,,11.0,19.3,No precipitation,6,,,,
08.01.2020 14:00,23.9,758.7,763.1,-2.2,81,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.6,,,600-1000,,,8.0,20.4,No precipitation,12,,,,
08.01.2020 11:00,20.5,760.9,765.4,,99,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,,,,1500-2000,,,2.6,20.3,No precipitation,6,,,,
08.01.2020 08:00,18.0,759.7,764.2,1.0,99,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.6,,,1500-2000,,,2.7,17.8,No precipitation,12,,,,
08.01.2020 05:00,17.6,758.7,763.1,,99,Wind blowing from the north,1,,6,,Fog or ice fog. ,,,17.3,27.6,,,,,,1.9,17.4,No precipitation,6,,,,
08.01.2020 02:00,19.2,758.5,762.9,-0.4,99,Wind blowing from the north-east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,27.6,,,2500 or more  or no clouds.,,,3.3,19.0,No precipitation,12,,,,
07.01.2020 23:00,20.4,758.9,763.3,,99,Wind blowing from the west-southwest,0,,6,,Mist. ,,,19.7,27.6,,,,,,5.0,20.2,No precipitation,6,,,,
07.01.2020 20:00,21.9,758.1,762.5,1.3,94,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.6,,,,,,9.0,20.9,0.4,12,,,,
07.01.2020 17:00,26.2,756.8,761.2,,68,Wind blowing from the south-southwest,4,,6,no clouds, ,,,19.7,27.6,,,,,,27.0,19.8,No precipitation,6,,,,
07.01.2020 14:00,26.6,758.0,762.4,-2.2,67,Wind blowing from the south-southeast,3,,5,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.6,,,600-1000,,,14.0,20.0,0.4,12,,,,
07.01.2020 11:00,21.8,760.2,764.6,,99,Wind blowing from the west-northwest,1,,7,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,,,,600-1000,,,4.8,21.6,0.4,6,,,,
07.01.2020 08:00,20.2,758.6,763.0,0.8,99,Wind blowing from the north,0,,7,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,,,,600-1000,,,4.8,20.0,Trace of precipitation,12,,,,
07.01.2020 05:00,20.9,757.8,762.2,,98,Wind blowing from the south-southeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.5,27.6,,,,,,8.0,20.6,No precipitation,6,,,,
07.01.2020 02:00,21.0,758.2,762.6,1.1,97,Wind blowing from the south-southeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.6,,,2500 or more  or no clouds.,,,10.0,20.5,No precipitation,12,,,,
06.01.2020 23:00,21.0,757.1,761.5,,97,Wind blowing from the south-east,4,,11,,Mist. ,,,19.0,27.6,,,,,,4.2,20.5,No precipitation,6,,,,
06.01.2020 20:00,21.6,757.9,762.4,1.2,92,Wind blowing from the south-west,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.6,,,2500 or more  or no clouds.,,,9.0,20.2,No precipitation,12,,,,
06.01.2020 17:00,24.5,756.7,761.1,,71,Wind blowing from the south,6,,11,40%., ,,,19.0,27.6,,,600-1000,,,29.0,18.9,No precipitation,6,,,,
06.01.2020 14:00,25.1,758.0,762.4,-3.2,69,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,26.1,,,600-1000,,,20.0,19.0,No precipitation,12,,,,
06.01.2020 11:00,22.1,761.2,765.7,,85,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,19.0,24.6,,,1500-2000,,,7.0,19.5,No precipitation,6,,,,
06.01.2020 08:00,19.8,759.9,764.4,0.8,95,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,7.0,19.0,No precipitation,12,,,,
06.01.2020 05:00,19.5,759.1,763.5,,96,Wind blowing from the east-southeast,3,,7,,Mist. ,,,16.5,24.6,,,,,,6.0,18.8,No precipitation,6,,,,
06.01.2020 02:00,19.7,759.7,764.1,-0.4,93,Wind blowing from the east,3,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,24.6,,,2500 or more  or no clouds.,,,7.0,18.5,No precipitation,12,,,,
05.01.2020 23:00,20.6,760.1,764.5,,85,Wind blowing from the south-east,2,,10,, ,,,16.5,24.6,,,,,,7.0,18.0,No precipitation,6,,,,
05.01.2020 20:00,20.5,759.2,763.7,0.7,84,Wind blowing from the south-southeast,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,24.6,,,600-1000,,,11.0,17.7,No precipitation,12,,,,
05.01.2020 17:00,23.9,758.5,762.9,,64,Wind blowing from the south-west,4,,10,40%., ,,,16.5,24.6,,,600-1000,,,25.0,16.7,No precipitation,6,,,,
05.01.2020 14:00,23.6,759.3,763.7,-2.6,64,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,25.2,,,600-1000,,,21.0,16.4,No precipitation,12,,,,
05.01.2020 11:00,21.5,761.9,766.4,,77,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%, ,,,16.5,25.2,,,600-1000,,,8.0,17.3,No precipitation,6,,,,
05.01.2020 08:00,16.5,760.4,764.9,1.3,99,Wind blowing from the north-northwest,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,25.2,,,,,,1.8,16.3,No precipitation,12,,,,
05.01.2020 05:00,18.4,759.1,763.5,,98,Wind blowing from the south-east,3,,8,,Mist. ,,,18.3,25.2,,,,,,3.5,18.1,No precipitation,6,,,,
05.01.2020 02:00,19.6,760.0,764.5,-0.7,91,Wind blowing from the south-east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.2,,,2500 or more  or no clouds.,,,10.0,18.1,No precipitation,12,,,,
04.01.2020 23:00,19.6,760.7,765.1,,89,Wind blowing from the south,1,,,, ,,,19.4,25.2,,,,,,8.0,17.7,No precipitation,6,,,,
04.01.2020 20:00,20.6,759.4,763.9,1.1,83,Wind blowing from the west-southwest,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.2,,,2500 or more  or no clouds.,,,14.0,17.6,No precipitation,12,,,,
04.01.2020 17:00,24.1,758.3,762.7,,60,Wind blowing from the south,5,,,20–30%., ,,,19.5,25.2,,,2500 or more  or no clouds.,,,30.0,15.9,No precipitation,6,,,,
04.01.2020 14:00,24.9,759.4,763.9,-2.7,65,Wind blowing from the south-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,24.9,,,600-1000,,,29.0,17.9,No precipitation,12,,,,
04.01.2020 11:00,23.2,762.1,766.6,,72,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,19.5,24.1,,,2500 or more  or no clouds.,,,11.0,17.9,No precipitation,6,,,,
04.01.2020 08:00,19.7,761.5,766.0,1.2,84,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.1,,,1500-2000,,,10.0,16.9,No precipitation,12,,,,
04.01.2020 05:00,19.9,760.3,764.8,,84,Wind blowing from the south-southeast,1,,5,, ,,,18.5,24.1,,,,,,10.0,17.1,No precipitation,6,,,,
04.01.2020 02:00,20.5,760.9,765.3,-1.1,78,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.1,,,2500 or more  or no clouds.,,,12.0,16.5,No precipitation,12,,,,
03.01.2020 23:00,21.3,762.0,766.5,,78,Wind blowing from the south-east,2,,5,, ,,,18.5,24.1,,,,,,9.0,17.3,No precipitation,6,,,,
03.01.2020 20:00,21.5,761.4,765.9,1.1,78,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.1,,,1500-2000,,,16.0,17.5,No precipitation,12,,,,
03.01.2020 17:00,23.2,760.3,764.8,,68,Wind blowing from the south-east,3,,6,90  or more  but not 100%, ,,,18.5,24.1,,,1500-2000,,,24.0,17.0,No precipitation,6,,,,
03.01.2020 14:00,23.5,761.2,765.7,-2.6,68,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,23.6,,,1500-2000,,,20.0,17.3,No precipitation,12,,,,
03.01.2020 11:00,20.0,763.8,768.3,,85,Wind blowing from the east,1,,6,90  or more  but not 100%, ,,,18.5,,,,600-1000,,,10.0,17.4,No precipitation,6,,,,
03.01.2020 08:00,18.5,762.8,767.3,1.3,92,Wind blowing from the east-southeast,3,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,,,,1500-2000,,,9.0,17.2,Trace of precipitation,12,,,,
03.01.2020 05:00,19.0,761.5,766.0,,92,Wind blowing from the east-southeast,3,,,, ,,,18.6,23.8,,,,,,10.0,17.7,No precipitation,6,,,,
03.01.2020 02:00,19.7,762.6,767.1,-0.3,89,Wind blowing from the south,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,23.8,,,2500 or more  or no clouds.,,,16.0,17.8,No precipitation,12,,,,
02.01.2020 23:00,19.8,762.9,767.4,,92,Wind blowing from the south,1,,6,, ,,,18.6,23.8,,,,,,9.0,18.5,No precipitation,6,,,,
02.01.2020 20:00,20.3,762.1,766.6,0.5,85,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,23.8,,,1500-2000,,,13.0,17.7,No precipitation,12,,,,
02.01.2020 17:00,21.8,761.6,766.1,,76,Wind blowing from the south-west,2,,6,90  or more  but not 100%, ,,,18.6,23.8,,,1500-2000,,,27.0,17.4,No precipitation,6,,,,
02.01.2020 14:00,23.6,762.4,766.9,-2.7,69,Wind blowing from the south-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,24.4,,,1500-2000,,,23.0,17.6,No precipitation,12,,,,
02.01.2020 11:00,20.2,765.1,769.6,,84,Wind blowing from the east,3,,8,90  or more  but not 100%, ,,,18.6,,,,1500-2000,,,10.0,17.4,No precipitation,6,,,,
02.01.2020 08:00,18.9,764.2,768.7,1.3,91,Wind blowing from the east-southeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,,,,1500-2000,,,7.0,17.4,No precipitation,12,,,,
02.01.2020 05:00,18.8,762.9,767.4,,95,Wind blowing from the south-southeast,2,,,,Mist. ,,,15.9,24.4,,,,,,6.0,18.0,No precipitation,6,,,,
02.01.2020 02:00,19.2,763.2,767.7,-1.3,89,Wind blowing from the south,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,24.4,,,2500 or more  or no clouds.,,,11.0,17.3,No precipitation,12,,,,
01.01.2020 23:00,19.9,764.5,769.0,,84,Wind blowing from the south,2,,6,, ,,,15.9,24.4,,,,,,10.0,17.1,No precipitation,6,,,,
01.01.2020 20:00,20.5,763.7,768.2,0.8,80,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,24.4,,,1500-2000,,,11.0,16.9,No precipitation,12,,,,
01.01.2020 17:00,21.6,762.9,767.4,,72,Wind blowing from the south-west,4,,6,90  or more  but not 100%, ,,,15.9,24.4,,,1500-2000,,,7.0,16.3,No precipitation,6,,,,
01.01.2020 14:00,23.9,763.2,767.7,-2.2,59,Wind blowing from the south-southwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,24.1,,,2500 or more  or no clouds.,,,9.0,15.4,No precipitation,12,,,,
01.01.2020 11:00,21.5,765.4,769.9,,61,Wind blowing from the east-northeast,2,,5,20–30%., ,,,15.9,21.8,,,2500 or more  or no clouds.,,,8.0,13.7,No precipitation,6,,,,
01.01.2020 08:00,16.1,764.5,769.0,0.9,78,Wind blowing from the north,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,20.9,,,2500 or more  or no clouds.,,,8.0,12.3,No precipitation,12,,,,
