Local time in Zhaotong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 11:00,15.2,602.9,757.0,,31,Wind blowing from the south-southwest,4,,9,no clouds, ,,,11.2,18.3,,,,,,30.0,-1.8,No precipitation,6,,,,
09.01.2020 08:00,11.3,602.0,756.9,0.7,44,Wind blowing from the south-southwest,3,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,18.3,,,1500-2000,,,30.0,-0.5,No precipitation,12,,,,
09.01.2020 05:00,12.4,601.3,755.1,,40,Wind blowing from the south-west,4,,13,, ,,,6.7,18.3,,,,,,30.0,-0.8,No precipitation,6,,,,
09.01.2020 02:00,13.4,601.8,755.3,,37,Wind blowing from the south-west,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.3,,,2500 or more  or no clouds.,,,30.0,-1.0,No precipitation,12,,,,
08.01.2020 20:00,15.1,601.1,757.1,1.1,37,Wind blowing from the west-southwest,5,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,18.3,,,1500-2000,,,30.0,0.5,No precipitation,12,,,,
08.01.2020 17:00,17.3,600.0,754.0,,30,Wind blowing from the south-west,5,,15,20–30%., ,,,5.7,18.3,,,1000-1500,,,30.0,-0.4,No precipitation,6,,,,
08.01.2020 14:00,17.3,600.8,756.4,-2.3,32,Wind blowing from the south-west,5,,15,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,18.2,,,1000-1500,,,30.0,0.5,No precipitation,12,,,,
08.01.2020 11:00,15.1,603.1,759.1,,37,Wind blowing from the south-west,6,,12,20–30%., ,,,5.7,18.2,,,1000-1500,,,30.0,0.5,No precipitation,6,,,,
08.01.2020 08:00,6.8,602.4,760.0,0.3,65,Wind blowing from the east-northeast,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,18.2,,,1000-1500,,,30.0,0.5,No precipitation,12,,,,
08.01.2020 05:00,10.3,602.1,756.6,,52,Wind blowing from the south-east,1,,,, ,,,-1.7,18.2,,,,,,30.0,0.9,No precipitation,6,,,,
08.01.2020 02:00,5.8,603.1,759.5,,59,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,18.2,,,2500 or more  or no clouds.,,,21.0,-1.6,No precipitation,12,,,,
07.01.2020 20:00,10.9,602.7,763.0,0.8,32,Wind blowing from the east,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,18.2,,,1000-1500,,,14.0,-5.1,No precipitation,12,,,,
07.01.2020 17:00,17.8,601.9,759.4,,14,Wind blowing from the south-west,3,,8,no clouds, ,,,-1.7,18.2,,,,,,30.0,-10.0,No precipitation,6,,,,
07.01.2020 14:00,16.5,603.3,760.7,-2.7,17,Wind blowing from the south,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,16.5,,,1000-1500,,,30.0,-8.6,No precipitation,12,,,,
07.01.2020 11:00,8.3,606.0,765.8,,44,Wind blowing from the south-southwest,2,,5,10%  or less  but not 0, ,,,-1.7,16.2,,,1000-1500,,,14.0,-3.5,No precipitation,6,,,,
07.01.2020 08:00,-1.7,605.8,767.9,1.1,88,Wind blowing from the north,0,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,16.2,,,2500 or more  or no clouds.,,,14.0,-3.4,No precipitation,12,,,,
07.01.2020 05:00,-0.1,604.7,763.8,,87,Wind blowing from the south,1,,13,, ,,,-0.2,16.2,,,,,,23.0,-2.0,No precipitation,6,,,,
07.01.2020 02:00,2.6,604.4,762.4,,77,Wind blowing from the north,0,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,16.2,,,2500 or more  or no clouds.,,,28.0,-1.0,No precipitation,12,,,,
06.01.2020 20:00,7.9,601.3,759.3,2.6,57,Wind blowing from the east-northeast,2,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,16.2,,,1000-1500,,,30.0,-0.3,0.1,12,,,,
06.01.2020 17:00,14.9,598.7,753.8,,28,Wind blowing from the south-west,6,,17,60%., ,,,6.8,16.2,,,1000-1500,,,30.0,-3.4,No precipitation,6,,,,
06.01.2020 14:00,15.4,599.3,754.3,-1.6,30,Wind blowing from the south-west,8,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,17.1,,,1000-1500,,,26.0,-2.1,0.1,12,,,,
06.01.2020 11:00,10.7,600.9,757.5,,64,Wind blowing from the west-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,300-600,,,30.0,4.0,0.1,6,,,,
06.01.2020 08:00,7.8,600.3,756.7,-0.3,91,Wind blowing from the south-east,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,17.1,,,300-600,,,27.0,6.4,Trace of precipitation,12,,,,
06.01.2020 05:00,7.9,600.6,756.1,,86,Wind blowing from the south-east,2,,13,,Rain (not freezing) not falling as shower(s). ,,,7.7,17.1,,,,,,30.0,5.7,No precipitation,6,,,,
06.01.2020 02:00,8.5,601.9,757.0,,82,Wind blowing from the south-southeast,2,,16,, ,,,7.7,17.1,,,,,,30.0,5.6,No precipitation,6,,,,
05.01.2020 20:00,12.5,602.0,758.5,1.8,56,Wind blowing from the south-southwest,3,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,17.1,,,300-600,,,30.0,4.0,No precipitation,12,,,,
05.01.2020 17:00,15.2,600.2,755.6,,39,Wind blowing from the south-southwest,6,,16,90  or more  but not 100%, ,,,7.7,17.1,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,1.3,No precipitation,6,,,,
05.01.2020 14:00,17.0,600.4,755.2,-1.8,34,Wind blowing from the south-southwest,6,,15,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,17.1,,,1000-1500,,,30.0,1.0,No precipitation,12,,,,
05.01.2020 11:00,14.7,602.2,758.0,,40,Wind blowing from the south-southwest,5,,11,no clouds, ,,,6.4,14.7,,,,,,30.0,1.3,No precipitation,6,,,,
05.01.2020 08:00,8.7,601.5,758.9,0.3,64,Wind blowing from the east-southeast,2,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.4,,,1000-1500,,,30.0,2.3,No precipitation,12,,,,
05.01.2020 05:00,7.9,601.2,758.7,,73,Wind blowing from the east,1,,6,, ,,,,10.4,,,,,,30.0,3.4,No precipitation,6,,,,
05.01.2020 02:00,8.5,601.4,758.9,,73,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.4,,,2500 or more  or no clouds.,,,30.0,3.9,0.7,12,,,,
04.01.2020 20:00,9.0,602.3,762.3,-0.1,84,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,9.9,,,300-600,,,12.0,6.4,0.9,12,,,,
04.01.2020 17:00,9.5,602.4,762.3,,86,Wind blowing from the south-southeast,2,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,0.9,19.6,,,300-600,,,8.0,7.3,0.9,6,,,,
04.01.2020 14:00,8.8,603.0,762.7,-2.2,77,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,300-600,,,10.0,5.0,0.2,12,,,,
04.01.2020 11:00,6.5,605.2,765.6,,72,Wind blowing from the north-northeast,1,,4,40%., ,,,0.9,,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,15.0,1.8,No precipitation,6,,,,
04.01.2020 08:00,1.0,605.1,766.2,0.3,94,Wind blowing from the west,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,1000-1500,,,19.0,0.1,No precipitation,12,,,,
04.01.2020 05:00,1.2,604.8,762.2,,92,Wind blowing from the north-northwest,1,,7,, ,,,1.2,20.3,,,,,,25.0,0.0,No precipitation,6,,,,
04.01.2020 02:00,2.6,605.9,764.6,,86,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,20.3,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
03.01.2020 20:00,7.9,605.4,766.4,1.6,63,Wind blowing from the north-northeast,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,20.3,,,2500 or more  or no clouds.,,,21.0,1.3,No precipitation,12,,,,
03.01.2020 17:00,19.5,603.8,760.4,,27,Wind blowing from the south,3,,8,20–30%., ,,,1.2,20.3,,Sky obscured by fog and/or other meteorological phenomena.,1500-2000,,,30.0,0.0,No precipitation,6,,,,
03.01.2020 14:00,14.6,604.9,762.6,-2.7,44,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,19.1,,,1000-1500,,,18.0,2.5,No precipitation,12,,,,
03.01.2020 11:00,7.6,607.6,766.4,,64,Wind blowing from the north,1,,3,20–30%., ,,,1.2,,,,1000-1500,,,20.0,1.2,No precipitation,6,,,,
03.01.2020 08:00,1.5,606.8,765.7,1.2,87,Wind blowing from the north-northwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,19.1,,,1000-1500,,,26.0,-0.4,No precipitation,12,,,,
03.01.2020 05:00,2.7,605.6,763.0,,81,Wind blowing from the north-northwest,1,,8,, ,,,2.7,19.1,,,,,,25.0,-0.2,No precipitation,6,,,,
03.01.2020 02:00,5.2,606.0,762.7,,69,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.1,,,2500 or more  or no clouds.,,,22.0,0.0,No precipitation,12,,,,
02.01.2020 20:00,15.6,605.8,763.4,1.3,30,Wind blowing from the south-southwest,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.1,,,1000-1500,,,30.0,-1.9,No precipitation,12,,,,
02.01.2020 17:00,18.5,604.5,760.9,,25,Wind blowing from the south-southwest,4,,9,60%., ,,,4.8,19.1,,,1000-1500,,,30.0,-1.9,No precipitation,6,,,,
02.01.2020 14:00,18.3,605.2,761.5,-2.4,26,Wind blowing from the south-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.0,,,1000-1500,,,30.0,-1.5,No precipitation,12,,,,
02.01.2020 11:00,12.7,607.6,765.3,,39,Wind blowing from the east,0,,3,90  or more  but not 100%, ,,,4.8,19.0,,,1000-1500,,,15.0,-0.9,No precipitation,6,,,,
02.01.2020 08:00,5.1,606.4,764.5,0.7,62,Wind blowing from the east-northeast,1,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.0,,,2500 or more  or no clouds.,,,15.0,-1.6,No precipitation,12,,,,
02.01.2020 05:00,5.2,605.7,762.4,,63,Wind blowing from the north-northeast,1,,9,, ,,,4.9,19.0,,,,,,29.0,-1.3,No precipitation,6,,,,
02.01.2020 02:00,6.0,606.3,762.8,,59,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.0,,,2500 or more  or no clouds.,,,27.0,-1.4,No precipitation,12,,,,
01.01.2020 20:00,14.3,606.4,763.4,1.6,30,Wind blowing from the south-southwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,19.0,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,12,,,,
01.01.2020 17:00,18.1,604.8,760.2,,24,Wind blowing from the south-southwest,4,,9,no clouds, ,,,6.5,19.0,,,,,,30.0,-2.8,No precipitation,6,,,,
01.01.2020 14:00,18.5,604.9,760.6,-2.2,22,Wind blowing from the south-west,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,18.7,,,2500 or more  or no clouds.,,,30.0,-3.6,No precipitation,12,,,,
01.01.2020 11:00,14.9,607.1,763.4,,32,Wind blowing from the south,3,,7,no clouds, ,,,4.6,16.5,,,,,,30.0,-1.6,No precipitation,6,,,,
01.01.2020 08:00,8.9,606.2,763.4,1.0,51,Wind blowing from the south-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,16.5,,,,,,27.0,-0.7,No precipitation,12,,,,
01.01.2020 05:00,9.0,605.2,761.2,,54,Wind blowing from the south-southeast,2,,9,, ,,,1.8,16.5,,,,,,30.0,0.2,No precipitation,6,,,,
01.01.2020 02:00,7.9,605.6,762.9,,55,Wind blowing from the south,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,16.5,,,2500 or more  or no clouds.,,,23.0,-0.6,No precipitation,12,,,,
31.12.2019 20:00,13.4,606.0,765.3,1.1,24,Wind blowing from the south-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,16.5,,,,,,30.0,-6.8,No precipitation,12,,,,
31.12.2019 17:00,16.2,604.9,763.0,,22,Wind blowing from the south-southwest,4,,11,no clouds, ,,,1.0,16.5,,,,,,30.0,-5.5,No precipitation,6,,,,
31.12.2019 14:00,13.5,606.4,765.8,-3.3,41,Wind blowing from the south-southwest,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,13.5,,,1000-1500,,,21.0,0.5,No precipitation,12,,,,
31.12.2019 11:00,4.5,609.7,772.9,,76,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,1.0,,,,300-600,,,10.0,0.5,No precipitation,6,,,,
31.12.2019 08:00,1.9,609.4,773.3,0.1,85,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,12.0,-0.4,No precipitation,12,,,,
31.12.2019 05:00,2.0,609.3,771.5,,83,Wind blowing from the west-southwest,1,,6,, ,,,-1.8,9.7,,,,,,16.0,-0.7,No precipitation,6,,,,
31.12.2019 02:00,1.8,609.8,771.4,,82,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,9.7,,,2500 or more  or no clouds.,,,18.0,-0.9,No precipitation,12,,,,
