Local time in Zhumadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 11:00,1.7,760.2,770.4,,80,Wind blowing from the west-northwest,2,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,2.2,,,2500 or more  or no clouds.,,,4.0,-1.4,0.4,6,,,,
10.01.2020 08:00,1.5,759.7,769.9,1.2,80,Wind blowing from the west,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.5,,,2500 or more  or no clouds.,,,5.0,-1.6,No precipitation,12,,,,
10.01.2020 05:00,1.2,758.5,768.7,,85,Wind blowing from the west-northwest,1,,3,,Mist. ,,,,1.5,,,,,,6.0,-1.0,No precipitation,6,,,,
10.01.2020 02:00,1.4,759.7,769.9,,81,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.5,,,2500 or more  or no clouds.,,,6.0,-1.5,No precipitation,12,,,,
09.01.2020 20:00,1.0,759.9,770.1,0.7,92,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,1.2,,,2500 or more  or no clouds.,,,3.0,-0.2,0.3,12,,,,
09.01.2020 17:00,1.2,759.2,769.4,,92,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,1.2,,,2500 or more  or no clouds.,,,3.8,0.0,0.2,6,,,,
09.01.2020 14:00,0.9,759.4,769.6,-2.1,90,Wind blowing from the north-northwest,2,,3,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,-0.3,,,,600-1000,,,4.2,-0.6,2.0,12,,,,
09.01.2020 11:00,0.4,761.5,771.8,,92,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,,,,600-1000,,,3.7,-0.7,0.5,6,,,,
09.01.2020 08:00,-0.2,760.7,771.0,0.2,92,Calm  no wind,0,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,,,,,600-1000,,,4.6,-1.3,2.0,12,,,,
09.01.2020 05:00,-0.2,760.5,770.8,,92,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,,,,,,,,4.9,-1.3,1.0,6,,,,
09.01.2020 02:00,-0.1,761.3,771.5,,92,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.2,,,2500 or more  or no clouds.,,,3.6,-1.2,5.0,12,,,,
08.01.2020 20:00,-0.1,762.2,772.5,0.4,92,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-1.7,4.2,,,600-1000,,,4.2,-1.2,5.0,12,,,,
08.01.2020 17:00,0.3,761.8,772.1,,92,Wind blowing from the east-northeast,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-1.7,4.2,,,600-1000,,,1.3,-0.8,2.0,6,,,,
08.01.2020 14:00,3.6,761.5,771.7,-2.0,61,Wind blowing from the south-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.2,,,2500 or more  or no clouds.,,,9.0,-3.2,No precipitation,12,,,,
08.01.2020 11:00,3.5,763.5,773.7,,80,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.0,,,,,,6.0,0.4,No precipitation,6,,,,
08.01.2020 08:00,-1.0,762.7,773.0,0.6,92,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.0,,,2500 or more  or no clouds.,,,4.8,-2.1,No precipitation,12,,,,
08.01.2020 05:00,-1.4,762.1,772.4,,92,Wind blowing from the west,1,,4,,Mist. ,,,-1.5,4.0,,,,,,4.7,-2.5,No precipitation,6,,,,
08.01.2020 02:00,0.4,762.7,772.9,,91,Wind blowing from the west-southwest,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.0,,,2500 or more  or no clouds.,,,4.3,-0.9,No precipitation,12,,,,
07.01.2020 20:00,2.6,760.9,771.1,1.5,80,Wind blowing from the west-southwest,2,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,4.0,,,2500 or more  or no clouds.,,,8.0,-0.5,2.0,12,,,,
07.01.2020 17:00,3.2,759.4,769.6,,78,Wind blowing from the north-west,3,,13,100%., ,,,0.5,4.0,,,2500 or more  or no clouds.,,,8.0,-0.4,No precipitation,6,,,,
07.01.2020 14:00,3.1,758.3,768.4,0.4,77,Wind blowing from the north-northwest,4,,13,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,0.5,3.1,,,2500 or more  or no clouds.,,,9.0,-0.5,6.0,12,,,,
07.01.2020 11:00,2.5,757.9,768.1,,86,Wind blowing from the north-northwest,6,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.5,2.6,,,600-1000,,,6.0,0.4,4.0,6,,,,
07.01.2020 08:00,0.8,756.6,766.8,1.1,92,Wind blowing from the north-west,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.5,2.6,,,600-1000,,,2.9,-0.3,6.0,12,,,,
07.01.2020 05:00,0.5,755.5,765.7,,92,Wind blowing from the north-northwest,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,0.5,2.6,,,,,,2.1,-0.6,2.0,6,,,,
07.01.2020 02:00,1.0,755.8,765.9,,92,Wind blowing from the north-west,5,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,2.6,,,2500 or more  or no clouds.,,,3.2,-0.2,24.0,12,,,,
06.01.2020 20:00,1.4,756.4,766.6,-0.1,91,Wind blowing from the north-northwest,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.4,3.6,,,600-1000,,,2.4,0.1,23.0,12,,,,
06.01.2020 17:00,2.2,756.5,766.6,,92,Wind blowing from the north-west,4,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,1.6,,,,600-1000,,,1.9,1.0,11.0,6,,,,
06.01.2020 14:00,2.5,756.5,766.6,-2.7,92,Wind blowing from the north,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,600-1000,,,3.1,1.3,12.0,12,,,,
06.01.2020 11:00,2.2,759.2,769.3,,92,Wind blowing from the north-northwest,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,600-1000,,,2.9,1.0,4.0,6,,,,
06.01.2020 08:00,1.7,758.9,769.0,1.1,92,Wind blowing from the north-northwest,3,,9,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Rain.,1.6,6.1,,,600-1000,,,3.2,0.5,8.0,12,,,,
06.01.2020 05:00,1.6,757.8,767.9,,92,Wind blowing from the north,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.6,6.3,,,,,,3.0,0.4,7.0,6,,,,
06.01.2020 02:00,1.9,758.4,768.4,,92,Wind blowing from the north-northwest,5,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,7.0,,,2500 or more  or no clouds.,,,1.6,0.7,2.0,12,,,,
05.01.2020 20:00,3.4,757.6,767.7,1.4,92,Wind blowing from the north-northwest,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,9.1,,,600-1000,,,3.5,2.2,9.0,12,,,,
05.01.2020 17:00,5.2,756.2,766.2,,92,Wind blowing from the north-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,600-1000,,,3.5,4.0,3.0,6,,,,
05.01.2020 14:00,5.9,756.1,766.0,-1.9,91,Wind blowing from the east-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.9,,,,600-1000,,,4.0,4.5,22.0,12,,,,
05.01.2020 11:00,6.1,758.0,768.0,,91,Wind blowing from the east,3,,8,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Rain.,5.9,,,,600-1000,,,3.4,4.7,13.0,6,,,,
05.01.2020 08:00,5.9,757.9,767.9,0.2,91,Wind blowing from the east,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.6,,,600-1000,,,2.9,4.5,19.0,12,,,,
05.01.2020 05:00,6.2,757.7,767.6,,91,Wind blowing from the east-southeast,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,0.5,12.6,,,,,,2.2,4.8,10.0,6,,,,
05.01.2020 02:00,7.0,758.2,768.1,,91,Wind blowing from the east,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.6,,,2500 or more  or no clouds.,,,2.4,5.6,4.0,12,,,,
04.01.2020 20:00,9.1,759.8,769.9,0.9,65,Wind blowing from the south-east,3,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.6,,,2500 or more  or no clouds.,,,5.0,2.9,No precipitation,12,,,,
04.01.2020 17:00,10.5,758.9,768.9,,56,Wind blowing from the east-southeast,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.6,,,2500 or more  or no clouds.,,,6.0,2.1,No precipitation,6,,,,
04.01.2020 14:00,12.1,759.1,769.0,-2.0,44,Wind blowing from the east-southeast,3,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.2,,,2500 or more  or no clouds.,,,6.0,0.2,No precipitation,12,,,,
04.01.2020 11:00,9.9,761.1,771.1,,45,Wind blowing from the east-southeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.9,,,,,,6.0,-1.5,No precipitation,6,,,,
04.01.2020 08:00,0.6,760.8,770.9,0.8,84,Wind blowing from the north-west,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,7.9,,,,,,4.2,-1.9,No precipitation,12,,,,
04.01.2020 05:00,4.6,760.0,770.0,,71,Wind blowing from the west-southwest,0,,4,,Mist. ,,,3.8,7.9,,,,,,5.0,-0.2,No precipitation,6,,,,
04.01.2020 02:00,6.2,760.8,770.8,,59,Wind blowing from the west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.9,,,2500 or more  or no clouds.,,,6.0,-1.4,No precipitation,12,,,,
03.01.2020 20:00,6.5,761.4,771.4,0.3,57,Wind blowing from the south-southwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.9,,,2500 or more  or no clouds.,,,5.0,-1.4,No precipitation,12,,,,
03.01.2020 17:00,7.2,761.1,771.1,,50,Wind blowing from the east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.9,,,2500 or more  or no clouds.,,,6.0,-2.5,No precipitation,6,,,,
03.01.2020 14:00,7.7,761.5,771.5,-1.5,47,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.8,,,2500 or more  or no clouds.,,,6.0,-2.9,No precipitation,12,,,,
03.01.2020 11:00,6.1,763.0,773.2,,59,Wind blowing from the east,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,6.1,,,2500 or more  or no clouds.,,,5.0,-1.5,No precipitation,6,,,,
03.01.2020 08:00,3.9,762.8,772.9,0.2,74,Wind blowing from the north-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,-0.3,No precipitation,12,,,,
03.01.2020 05:00,3.9,762.6,772.7,,73,Wind blowing from the west-northwest,1,,3,,Mist. ,,,,4.8,,,,,,6.0,-0.5,No precipitation,6,,,,
03.01.2020 02:00,3.9,762.7,772.9,,73,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.8,,,2500 or more  or no clouds.,,,6.0,-0.5,No precipitation,12,,,,
02.01.2020 20:00,4.0,763.6,773.8,1.2,75,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,4.8,,,2500 or more  or no clouds.,,,6.0,0.0,No precipitation,12,,,,
02.01.2020 17:00,4.7,762.4,772.6,,66,Wind blowing from the north-northeast,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,4.8,,,2500 or more  or no clouds.,,,7.0,-1.1,No precipitation,6,,,,
02.01.2020 14:00,4.5,762.7,772.9,-1.7,72,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,4.5,,,2500 or more  or no clouds.,,,6.0,-0.1,0.1,12,,,,
02.01.2020 11:00,2.7,764.4,774.7,,92,Wind blowing from the north-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,2.7,,,2500 or more  or no clouds.,,,4.2,1.5,No precipitation,6,,,,
02.01.2020 08:00,1.1,763.3,773.6,0.6,92,Wind blowing from the north-west,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,2.1,,,2500 or more  or no clouds.,,,1.9,-0.1,0.3,12,,,,
02.01.2020 05:00,0.8,762.7,772.9,,92,Wind blowing from the north-west,2,,4,,Mist. ,,,0.0,2.1,,,,,,1.1,-0.3,0.2,6,,,,
02.01.2020 02:00,0.6,762.8,773.1,,92,Wind blowing from the north-west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,2.1,,,2500 or more  or no clouds.,,,1.3,-0.5,0.5,12,,,,
01.01.2020 20:00,0.1,762.6,772.9,0.9,83,Wind blowing from the west-northwest,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,2.1,,,2500 or more  or no clouds.,,,3.9,-2.4,0.3,12,,,,
01.01.2020 17:00,1.5,761.7,772.0,,52,Wind blowing from the east-southeast,2,,4,100%., ,,,-2.1,2.1,,,2500 or more  or no clouds.,,,10.0,-7.3,No precipitation,6,,,,
01.01.2020 14:00,1.9,761.7,771.9,-1.4,43,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,2.4,,,2500 or more  or no clouds.,,,11.0,-9.4,No precipitation,12,,,,
01.01.2020 11:00,1.8,763.1,773.4,,40,Wind blowing from the east-southeast,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,12.0,-10.4,,,,,,
01.01.2020 08:00,0.7,763.2,773.5,0.7,39,Wind blowing from the south-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.4,,,2500 or more  or no clouds.,,,13.0,-11.7,No precipitation,12,,,,
01.01.2020 05:00,0.3,762.5,772.8,,40,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,13.0,-11.7,,,,,,
01.01.2020 02:00,0.2,763.9,774.2,,39,Wind blowing from the south-east,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.4,,,2500 or more  or no clouds.,,,13.0,-12.1,No precipitation,12,,,,
31.12.2019 20:00,-0.8,766.3,776.8,-0.3,40,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,2.4,,,,,,13.0,-12.7,No precipitation,12,,,,
31.12.2019 17:00,1.2,766.6,777.1,,21,Wind blowing from the east-southeast,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,13.0,-18.7,,,,,,
31.12.2019 14:00,1.9,768.4,778.8,-3.4,14,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,8.0,,,,,,13.0,-22.8,No precipitation,12,,,,
31.12.2019 11:00,-1.4,771.8,782.2,,19,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,13.0,-22.1,,,,,,
