Local time in Benxi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 20:00,-8.2,752.5,770.8,-0.4,83,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-2.4,,,,,,10.0,-10.6,No precipitation,12,,,,
09.01.2020 17:00,-5.1,752.9,771.1,,70,Wind blowing from the north-northeast,1,,4,50%., ,,,-8.4,-2.4,,,1000-1500,,,19.0,-9.7,No precipitation,6,,,,
09.01.2020 14:00,-3.1,753.0,771.1,-0.8,60,Wind blowing from the north-northwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-2.9,,,1000-1500,,,27.0,-9.8,No precipitation,12,,,,
09.01.2020 11:00,-4.9,753.8,772.0,,66,Calm  no wind,0,,,60%., ,,,-8.4,-4.8,,,1000-1500,,,19.0,-10.3,No precipitation,6,,,,
09.01.2020 08:00,-7.9,753.7,772.0,0.4,87,Wind blowing from the north-east,1,,,40%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.2,,,1000-1500,,,9.0,-9.7,Trace of precipitation,12,,,,
09.01.2020 05:00,-8.0,753.3,771.6,,86,Wind blowing from the east,2,,4,,Snow not falling as shower(s). ,,,,-7.2,,,,,,12.0,-9.9,No precipitation,6,,,,
09.01.2020 02:00,-7.8,753.4,771.6,,84,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.2,,,2500 or more  or no clouds.,,,11.0,-10.0,0.1,12,,,,
08.01.2020 20:00,-7.7,753.1,771.4,0.9,82,Wind blowing from the north-northwest,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-7.2,,,1000-1500,,,10.0,-10.2,0.3,12,,,,
08.01.2020 17:00,-7.5,752.2,770.5,,81,Wind blowing from the north-west,1,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.1,-7.0,,,1000-1500,,,10.0,-10.2,0.1,6,,,,
08.01.2020 14:00,-7.4,751.1,769.4,-0.2,78,Wind blowing from the north,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.1,-5.4,,,1000-1500,,,4.3,-10.7,0.2,12,,,,
08.01.2020 11:00,-8.3,751.3,769.7,,77,Wind blowing from the north-west,1,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.1,-5.3,,,1000-1500,,,3.5,-11.6,0.2,6,,,,
08.01.2020 08:00,-9.7,750.5,768.8,1.4,86,Wind blowing from the north-northwest,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,,,,1000-1500,,,3.7,-11.6,Trace of precipitation,12,,,,
08.01.2020 05:00,-10.7,749.1,767.3,,86,Wind blowing from the north-northwest,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.1,-2.3,,,,,,3.9,-12.6,No precipitation,6,,,,
08.01.2020 02:00,-10.6,748.4,766.6,,86,Wind blowing from the north-west,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-0.6,,,2500 or more  or no clouds.,,,3.3,-12.5,No precipitation,12,,,,
07.01.2020 20:00,-8.9,747.6,765.7,-1.3,80,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,0.0,,,1000-1500,,,4.3,-11.7,No precipitation,12,,,,
07.01.2020 17:00,-7.0,748.9,766.8,,72,Wind blowing from the north-west,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,0.0,,,1000-1500,,,4.7,-11.2,No precipitation,6,,,,
07.01.2020 14:00,-5.7,749.5,767.4,-1.5,68,Wind blowing from the north-west,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,0.0,,,1000-1500,,,6.0,-10.7,0.1,12,,,,
07.01.2020 11:00,-6.2,751.0,769.0,,69,Wind blowing from the north-west,2,,6,90  or more  but not 100%, ,,,-6.3,0.0,,,1000-1500,,,11.0,-11.1,0.1,6,,,,
07.01.2020 08:00,-5.5,751.8,769.7,0.5,79,Wind blowing from the north-west,2,,6,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,0.0,,,1000-1500,,,6.0,-8.6,0.1,12,,,,
07.01.2020 05:00,-2.3,751.3,769.1,,96,Wind blowing from the north-west,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-4.3,0.0,,,,,,1.5,-2.9,No precipitation,6,,,,
07.01.2020 02:00,-0.6,751.6,769.4,,84,Wind blowing from the east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.0,,,2500 or more  or no clouds.,,,7.0,-3.0,No precipitation,12,,,,
06.01.2020 20:00,-0.2,751.4,769.3,-0.1,80,Wind blowing from the east,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,0.0,,,1000-1500,,,12.0,-3.2,0.7,12,,,,
06.01.2020 17:00,-0.3,751.5,769.3,,80,Calm  no wind,0,,,100%., ,,,-5.7,-0.1,,,1000-1500,,,13.0,-3.3,0.6,6,,,,
06.01.2020 14:00,-1.1,751.3,769.3,-1.7,85,Wind blowing from the east-northeast,1,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,1.5,,,1000-1500,,,10.0,-3.3,0.7,12,,,,
06.01.2020 11:00,-2.3,753.0,771.0,,80,Wind blowing from the east-southeast,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,1.5,,,1000-1500,,,3.8,-5.3,0.1,6,,,,
06.01.2020 08:00,-3.6,753.4,771.4,-0.1,69,Wind blowing from the east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,11.0,-8.5,No precipitation,12,,,,
06.01.2020 05:00,-4.3,753.5,771.4,,71,Wind blowing from the east,1,,,, ,,,,1.5,,,,,,13.0,-8.8,No precipitation,6,,,,
06.01.2020 02:00,-4.8,754.2,772.1,,72,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.5,,,2500 or more  or no clouds.,,,8.0,-9.1,No precipitation,12,,,,
05.01.2020 20:00,-4.0,755.3,773.6,-0.6,70,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.5,,,,,,9.0,-8.7,No precipitation,12,,,,
05.01.2020 17:00,-1.2,755.9,774.1,,58,Wind blowing from the east,1,,,no clouds, ,,,-12.1,1.5,,,,,,11.0,-8.6,No precipitation,6,,,,
05.01.2020 14:00,0.5,755.7,773.8,-2.1,49,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,0.5,,,,,,12.0,-9.0,No precipitation,12,,,,
05.01.2020 11:00,-5.5,757.8,776.1,,69,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,0.0,,,,,,5.0,-10.3,No precipitation,6,,,,
05.01.2020 08:00,-11.0,757.6,776.1,0.9,87,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,0.0,,,,,,4.3,-12.7,No precipitation,12,,,,
05.01.2020 05:00,-11.7,756.7,775.0,,87,Wind blowing from the east,2,,3,,Mist. ,,,-11.9,0.0,,,,,,4.3,-13.4,No precipitation,6,,,,
05.01.2020 02:00,-10.6,756.7,774.9,,86,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.0,,,2500 or more  or no clouds.,,,3.7,-12.5,No precipitation,12,,,,
04.01.2020 20:00,-6.1,755.9,774.3,1.2,75,Wind blowing from the east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.0,,,,,,5.0,-9.8,No precipitation,12,,,,
04.01.2020 17:00,-2.7,754.7,772.9,,59,Wind blowing from the west-northwest,2,,4,no clouds, ,,,-11.6,0.0,,,,,,11.0,-9.8,No precipitation,6,,,,
04.01.2020 14:00,-0.2,753.7,771.7,-0.3,54,Wind blowing from the west,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.7,,,2500 or more  or no clouds.,,,5.0,-8.6,No precipitation,12,,,,
04.01.2020 11:00,-6.4,754.0,772.3,,77,Wind blowing from the east,2,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.7,,,2500 or more  or no clouds.,,,2.9,-9.8,No precipitation,6,,,,
04.01.2020 08:00,-11.1,753.4,771.7,1.3,91,Wind blowing from the east,2,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,0.7,,,2500 or more  or no clouds.,,,2.9,-12.3,No precipitation,12,,,,
04.01.2020 05:00,-11.1,752.1,770.2,,89,Wind blowing from the east,2,,4,,Mist. ,,,-13.6,0.7,,,,,,3.3,-12.6,No precipitation,6,,,,
04.01.2020 02:00,-10.2,752.0,770.0,,90,Wind blowing from the east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.7,,,2500 or more  or no clouds.,,,2.9,-11.5,No precipitation,12,,,,
03.01.2020 20:00,-5.7,752.6,771.0,0.0,81,Wind blowing from the north,0,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.7,,,,,,4.7,-8.4,No precipitation,12,,,,
03.01.2020 17:00,-2.1,752.6,770.8,,67,Wind blowing from the west,2,,6,no clouds, ,,,-13.7,0.7,,,,,,7.0,-7.4,No precipitation,6,,,,
03.01.2020 14:00,0.6,752.0,770.2,-1.6,45,Wind blowing from the west-southwest,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.7,,,2500 or more  or no clouds.,,,15.0,-10.2,No precipitation,12,,,,
03.01.2020 11:00,-6.3,753.6,772.0,,58,Wind blowing from the east,2,,,no clouds, ,,,-13.7,-2.8,,,,,,8.0,-13.2,No precipitation,6,,,,
03.01.2020 08:00,-12.3,754.3,772.8,0.3,79,Wind blowing from the east,3,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-2.8,,,,,,5.0,-15.2,No precipitation,12,,,,
03.01.2020 05:00,-13.5,754.0,772.3,,80,Wind blowing from the east,2,,3,,Mist. ,,,-15.0,-2.8,,,,,,3.8,-16.2,No precipitation,6,,,,
03.01.2020 02:00,-12.8,754.9,773.2,,78,Wind blowing from the east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.8,,,2500 or more  or no clouds.,,,5.0,-15.8,No precipitation,12,,,,
02.01.2020 20:00,-8.8,755.2,773.8,0.2,67,Wind blowing from the east,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.8,,,,,,6.0,-13.8,No precipitation,12,,,,
02.01.2020 17:00,-5.2,755.0,773.5,,48,Wind blowing from the west,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.8,,,,,,6.0,-14.5,No precipitation,6,,,,
02.01.2020 14:00,-3.1,754.4,772.8,-1.1,36,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.1,,,,,,19.0,-16.1,No precipitation,12,,,,
02.01.2020 11:00,-8.4,755.5,774.0,,69,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.1,,,,,,5.0,-13.1,No precipitation,6,,,,
02.01.2020 08:00,-13.9,755.7,774.3,0.7,85,Wind blowing from the east,2,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,,,,1000-1500,,,5.0,-15.9,No precipitation,12,,,,
02.01.2020 05:00,-14.7,755.0,773.5,,86,Wind blowing from the east,2,,3,,Mist. ,,,-14.8,-2.1,,,,,,5.0,-16.5,No precipitation,6,,,,
02.01.2020 02:00,-13.8,755.5,773.9,,85,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.1,,,2500 or more  or no clouds.,,,4.7,-15.8,No precipitation,12,,,,
01.01.2020 20:00,-10.1,756.1,774.7,0.3,78,Wind blowing from the north-northeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.1,,,,,,5.0,-13.2,No precipitation,12,,,,
01.01.2020 17:00,-6.2,755.8,774.2,,62,Wind blowing from the east,1,,,no clouds, ,,,-14.3,-2.1,,,,,,10.0,-12.3,No precipitation,6,,,,
01.01.2020 14:00,-2.3,755.7,774.0,-1.1,47,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.3,,,,,,9.0,-12.3,No precipitation,12,,,,
01.01.2020 11:00,-8.0,756.8,775.3,,63,Wind blowing from the east,1,,,no clouds, ,,,-14.3,-4.9,,,,,,10.0,-13.8,No precipitation,6,,,,
01.01.2020 08:00,-13.8,757.0,775.6,1.0,76,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-4.9,,,,,,10.0,-17.1,No precipitation,12,,,,
01.01.2020 05:00,-13.6,756.0,774.4,,72,Wind blowing from the east,2,,7,, ,,,-20.0,-4.9,,,,,,13.0,-17.6,No precipitation,6,,,,
01.01.2020 02:00,-12.3,755.7,774.1,,68,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.9,,,2500 or more  or no clouds.,,,17.0,-17.0,No precipitation,12,,,,
31.12.2019 20:00,-6.4,754.9,773.6,0.2,49,Wind blowing from the south-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.9,,,,,,30.0,-15.4,No precipitation,12,,,,
31.12.2019 17:00,-5.9,754.7,773.3,,39,Wind blowing from the south-southwest,4,,9,no clouds, ,,,-20.0,-4.9,,,,,,30.0,-17.6,No precipitation,6,,,,
31.12.2019 14:00,-5.7,756.0,774.6,-3.4,27,Wind blowing from the south,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-5.7,,,,,,30.0,-21.7,No precipitation,12,,,,
31.12.2019 11:00,-10.8,759.4,778.3,,50,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-20.0,-10.7,,,,,,9.0,-19.4,No precipitation,6,,,,
31.12.2019 08:00,-19.5,760.4,779.6,-0.2,77,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-12.0,,,,,,10.0,-22.5,No precipitation,12,,,,
31.12.2019 05:00,-18.8,760.6,779.8,,80,Wind blowing from the east,2,,9,, ,,,-18.8,-12.0,,,,,,10.0,-21.4,No precipitation,6,,,,
31.12.2019 02:00,-17.9,760.9,779.8,,78,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-12.0,,,2500 or more  or no clouds.,,,12.0,-20.9,No precipitation,12,,,,
