Local time in Qingdao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 05:00,0.9,762.8,770.2,,66,Wind blowing from the north-northeast,1,,4,,Haze. ,,,-1.6,2.9,,,,,,7.0,-4.9,No precipitation,6,,,,
10.01.2020 02:00,0.8,763.2,770.5,-0.2,64,Wind blowing from the north-west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.9,,,2500 or more  or no clouds.,,,5.0,-5.4,No precipitation,12,,,,
09.01.2020 23:00,1.2,763.4,770.8,,63,Wind blowing from the north,2,,,,Haze. ,,,-1.6,2.9,,,,,,5.0,-5.1,No precipitation,6,,,,
09.01.2020 20:00,1.7,763.8,771.2,0.3,58,Wind blowing from the north,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.9,,,,,,6.0,-5.7,No precipitation,12,,,,
09.01.2020 17:00,2.5,763.5,770.8,,58,Wind blowing from the north-northwest,2,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.9,,,2500 or more  or no clouds.,,,6.0,-5.1,No precipitation,6,,,,
09.01.2020 14:00,2.5,763.6,771.0,-1.2,58,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.6,,,2500 or more  or no clouds.,,,9.0,-5.1,No precipitation,12,,,,
09.01.2020 11:00,0.2,764.8,772.2,,76,Wind blowing from the north-west,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,1.9,,,,,,3.5,-3.5,No precipitation,6,,,,
09.01.2020 08:00,-1.4,764.6,772.0,0.1,80,Wind blowing from the north-northwest,3,,10,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,1.9,,,,,,5.0,-4.4,No precipitation,12,,,,
09.01.2020 05:00,-1.3,764.5,771.9,,86,Wind blowing from the north-northwest,2,,11,,Mist. ,,,-1.7,1.9,,,,,,5.0,-3.3,No precipitation,6,,,,
09.01.2020 02:00,-0.5,764.6,772.0,-0.2,76,Wind blowing from the north-northwest,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,1.9,,,2500 or more  or no clouds.,,,13.0,-4.2,No precipitation,12,,,,
08.01.2020 23:00,0.0,764.8,772.3,,71,Wind blowing from the north-northwest,5,,,, ,,,-1.7,1.9,,,,,,20.0,-4.6,No precipitation,6,,,,
08.01.2020 20:00,0.4,764.3,771.7,0.4,72,Wind blowing from the north-northwest,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,1.9,,,,,,19.0,-4.2,No precipitation,12,,,,
08.01.2020 17:00,1.3,763.9,771.3,,71,Wind blowing from the north-northwest,7,,17,no clouds, ,,,-1.7,1.9,,,,,,19.0,-3.4,No precipitation,6,,,,
08.01.2020 14:00,1.5,763.2,770.5,-0.2,71,Wind blowing from the north-northwest,6,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,1.8,,,,,,11.0,-3.2,No precipitation,12,,,,
08.01.2020 11:00,0.2,763.4,770.8,,79,Wind blowing from the north-northwest,6,,19,10%  or less  but not 0, ,,,-1.7,,,,2500 or more  or no clouds.,,,9.0,-3.0,No precipitation,6,,,,
08.01.2020 08:00,-1.4,762.7,770.2,,77,Wind blowing from the north-west,6,,19,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,2500 or more  or no clouds.,,,12.0,-4.9,0.4,12,,,,
08.01.2020 05:00,-0.7,760.7,768.1,,78,Wind blowing from the north-northwest,8,,19,, ,,,-0.9,,,,,,,13.0,-4.1,No precipitation,6,,,,
08.01.2020 02:00,-0.3,759.5,766.9,1.6,84,Wind blowing from the north-west,10,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,,,,2500 or more  or no clouds.,,,10.0,-2.7,4.0,12,,,,
07.01.2020 23:00,0.2,757.9,765.1,,86,Wind blowing from the north-northwest,8,,,,Snow not falling as shower(s). ,,,-0.4,5.2,,,,,,18.0,-1.9,2.0,6,,,,
07.01.2020 20:00,-0.4,756.4,763.7,2.0,96,Wind blowing from the north-northwest,12,,18,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.4,5.9,,,2500 or more  or no clouds.,,,2.8,-1.0,11.0,12,,,,
07.01.2020 17:00,0.5,754.4,761.6,,97,Wind blowing from the north-northwest,8,,14,100%.,Continuous fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.4,7.6,,,2500 or more  or no clouds.,,,3.2,0.1,7.0,6,,,,
07.01.2020 14:00,0.8,753.7,760.9,-1.0,96,Wind blowing from the north,8,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.8,7.8,,,2500 or more  or no clouds.,,,2.7,0.2,9.0,12,,,,
07.01.2020 11:00,3.3,754.7,761.9,,93,Wind blowing from the north,6,,12,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,8.2,,,2500 or more  or no clouds.,,,8.0,2.3,3.0,6,,,,
07.01.2020 08:00,4.3,755.2,762.4,-0.1,89,Wind blowing from the north-northeast,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,17.0,2.6,15.0,12,,,,
07.01.2020 05:00,5.0,755.3,762.4,,92,Wind blowing from the north-northeast,7,,12,,Rain (not freezing) not falling as shower(s). ,,,5.0,8.2,,,,,,13.0,3.8,7.0,6,,,,
07.01.2020 02:00,5.1,757.5,764.7,0.0,96,Wind blowing from the north-northwest,4,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,8.2,,,2500 or more  or no clouds.,,,2.7,4.5,14.0,12,,,,
06.01.2020 23:00,5.2,757.5,764.7,,96,Wind blowing from the north,3,,,,Rain  not freezing  intermittent  moderate at time of observation. ,,,5.2,8.2,,,,,,2.6,4.6,8.0,6,,,,
06.01.2020 20:00,5.9,758.1,765.3,-0.1,93,Wind blowing from the north,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,8.2,,,2500 or more  or no clouds.,,,5.0,4.9,Trace of precipitation,12,,,,
06.01.2020 17:00,7.5,758.2,765.4,,87,Wind blowing from the north-east,1,,12,100%., ,,,6.2,8.2,,,2500 or more  or no clouds.,,,20.0,5.5,No precipitation,6,,,,
06.01.2020 14:00,7.4,757.6,764.8,,87,Wind blowing from the north-west,2,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,8.2,,,2500 or more  or no clouds.,,,22.0,5.4,2.0,12,,,,
06.01.2020 11:00,6.9,759.4,766.6,,95,Wind blowing from the west,0,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,6.1,7.5,,,2500 or more  or no clouds.,,,8.0,6.2,0.5,6,,,,
06.01.2020 08:00,6.5,759.4,766.6,-0.6,95,Wind blowing from the east,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.5,,,2500 or more  or no clouds.,,,7.0,5.8,4.0,12,,,,
06.01.2020 05:00,6.3,760.0,767.2,,95,Wind blowing from the east,4,,12,,Rain  not freezing  intermittent  slight at time of observation. ,,,,7.5,,,,,,5.0,5.6,2.0,6,,,,
06.01.2020 02:00,6.7,761.2,768.4,-1.8,94,Wind blowing from the east-southeast,6,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.5,,,2500 or more  or no clouds.,,,5.0,5.8,5.0,12,,,,
05.01.2020 23:00,7.3,763.0,770.2,,87,Wind blowing from the east-southeast,3,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,7.3,,,,,,23.0,5.3,5.0,6,,,,
05.01.2020 20:00,7.0,763.0,770.2,-0.1,91,Wind blowing from the east-southeast,5,,9,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.0,,,2500 or more  or no clouds.,,,5.0,5.6,4.0,12,,,,
05.01.2020 17:00,6.8,763.1,770.4,,78,Wind blowing from the east,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,6.9,,,2500 or more  or no clouds.,,,9.0,3.2,0.5,6,,,,
05.01.2020 14:00,6.7,764.9,772.2,,80,Wind blowing from the east,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,7.1,,,2500 or more  or no clouds.,,,5.0,3.5,Trace of precipitation,12,,,,
05.01.2020 11:00,6.1,766.1,773.4,,79,Wind blowing from the east,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,7.1,,,2500 or more  or no clouds.,,,4.8,2.6,No precipitation,6,,,,
05.01.2020 08:00,5.2,765.5,772.8,0.2,71,Wind blowing from the east,4,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,7.1,,,2500 or more  or no clouds.,,,5.0,0.4,No precipitation,12,,,,
05.01.2020 05:00,2.4,765.3,772.6,,85,Wind blowing from the north-east,1,,6,,Mist. ,,,2.2,7.1,,,,,,0.9,0.1,No precipitation,6,,,,
05.01.2020 02:00,2.4,765.3,772.6,-0.3,81,Wind blowing from the west-northwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,7.1,,,2500 or more  or no clouds.,,,1.0,-0.5,No precipitation,12,,,,
04.01.2020 23:00,3.2,765.6,772.9,,71,Wind blowing from the north-northwest,2,,,,Mist. ,,,2.4,7.1,,,,,,1.5,-1.7,No precipitation,6,,,,
04.01.2020 20:00,4.8,765.0,772.3,1.2,64,Wind blowing from the north-northwest,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,7.1,,,,,,2.0,-1.6,No precipitation,12,,,,
04.01.2020 17:00,6.3,763.8,771.1,,59,Wind blowing from the north-northwest,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,7.1,,,,,,2.2,-1.3,No precipitation,6,,,,
04.01.2020 14:00,6.8,763.6,770.8,-0.9,50,Wind blowing from the north-west,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,6.8,,,,,,2.1,-2.9,No precipitation,12,,,,
04.01.2020 11:00,4.6,764.5,771.8,,54,Wind blowing from the north-west,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,5.7,,,,,,2.1,-3.9,No precipitation,6,,,,
04.01.2020 08:00,2.9,763.8,771.1,0.4,49,Wind blowing from the north-northeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.7,,,,,,3.7,-7.0,No precipitation,12,,,,
04.01.2020 05:00,2.6,763.4,770.7,,52,Wind blowing from the north-northwest,3,,6,,Haze. ,,,-0.2,5.7,,,,,,4.7,-6.5,No precipitation,6,,,,
04.01.2020 02:00,2.7,763.6,770.9,-0.5,70,Wind blowing from the north-northwest,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,5.7,,,2500 or more  or no clouds.,,,2.5,-2.2,No precipitation,12,,,,
03.01.2020 23:00,3.0,764.1,771.4,,44,Wind blowing from the north-east,1,,,,Haze. ,,,-0.2,5.7,,,,,,5.0,-8.1,No precipitation,6,,,,
03.01.2020 20:00,4.0,764.3,771.7,,45,Wind blowing from the north-northwest,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,5.7,,,,,,4.8,-6.9,No precipitation,12,,,,
03.01.2020 17:00,4.9,764.4,771.7,,48,Wind blowing from the north-northwest,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,5.7,,,,,,3.5,-5.2,No precipitation,6,,,,
03.01.2020 14:00,5.1,763.9,771.2,-1.8,48,Wind blowing from the north-northwest,4,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,5.3,,,2500 or more  or no clouds.,,,3.2,-5.0,No precipitation,12,,,,
03.01.2020 11:00,2.4,765.7,773.1,,58,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,4.9,,,,,,3.7,-5.2,No precipitation,6,,,,
03.01.2020 08:00,-0.1,765.8,773.2,0.7,70,Wind blowing from the north-northwest,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,4.9,,,2500 or more  or no clouds.,,,3.5,-4.9,No precipitation,12,,,,
03.01.2020 05:00,0.2,765.1,772.5,,70,Wind blowing from the north-northwest,3,,6,,Haze. ,,,0.2,4.9,,,,,,3.9,-4.6,No precipitation,6,,,,
03.01.2020 02:00,1.5,765.8,773.2,-0.4,61,Wind blowing from the north-northwest,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,4.9,,,2500 or more  or no clouds.,,,5.0,-5.4,No precipitation,12,,,,
02.01.2020 23:00,2.6,766.2,773.5,,52,Wind blowing from the north-northwest,2,,,,Haze. ,,,1.9,4.9,,,,,,6.0,-6.5,No precipitation,6,,,,
02.01.2020 20:00,3.5,766.0,773.3,,51,Wind blowing from the north,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,4.9,,,,,,6.0,-5.9,No precipitation,12,,,,
02.01.2020 17:00,4.5,765.7,773.1,,51,Wind blowing from the north-west,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,4.9,,,2500 or more  or no clouds.,,,6.0,-4.8,No precipitation,6,,,,
02.01.2020 14:00,4.7,765.1,772.5,-2.1,49,Wind blowing from the north-northwest,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,4.7,,,2500 or more  or no clouds.,,,5.0,-5.1,No precipitation,12,,,,
02.01.2020 11:00,3.6,767.2,774.5,,59,Wind blowing from the west-northwest,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,4.3,,,2500 or more  or no clouds.,,,5.0,-3.7,No precipitation,6,,,,
02.01.2020 08:00,2.8,766.6,774.0,0.6,61,Wind blowing from the north-northwest,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.3,,,2500 or more  or no clouds.,,,8.0,-4.0,No precipitation,12,,,,
02.01.2020 05:00,2.4,766.0,773.3,,71,Wind blowing from the north,1,,6,, ,,,,4.3,,,,,,7.0,-2.3,No precipitation,6,,,,
02.01.2020 02:00,2.0,766.2,773.5,-0.2,80,Wind blowing from the north-northwest,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.3,,,2500 or more  or no clouds.,,,5.0,-1.1,No precipitation,12,,,,
01.01.2020 23:00,3.3,766.4,773.8,,71,Wind blowing from the south-southwest,2,,,, ,,,,4.3,,,,,,16.0,-1.6,No precipitation,6,,,,
01.01.2020 20:00,3.0,766.8,774.2,,69,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.3,,,,,,16.0,-2.1,No precipitation,12,,,,
01.01.2020 17:00,2.8,766.3,773.8,,68,Wind blowing from the south-southwest,2,,6,no clouds, ,,,-2.3,4.3,,,,,,14.0,-2.5,No precipitation,6,,,,
01.01.2020 14:00,4.0,766.6,774.1,-1.5,43,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.3,,,,,,22.0,-7.7,No precipitation,12,,,,
01.01.2020 11:00,2.5,768.1,775.5,,42,Wind blowing from the west-northwest,1,,7,no clouds, ,,,-3.5,3.1,,,,,,19.0,-9.1,No precipitation,6,,,,
