Local time in Anqing,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 11:00,4.1,763.1,769.1,,92,Wind blowing from the east-northeast,3,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,4.2,,,200-300,,,9.0,2.9,0.1,6,,,,
11.01.2020 08:00,3.7,762.6,768.6,0.9,95,Wind blowing from the north-northeast,6,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,4.1,,,200-300,,,11.0,3.0,0.2,12,,,,
11.01.2020 05:00,4.0,761.7,767.6,,96,Wind blowing from the north-northeast,5,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,4.1,,,,,,11.0,3.4,0.2,6,,,,
11.01.2020 02:00,4.0,761.5,767.5,-0.3,95,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,4.1,,,2500 or more  or no clouds.,,,11.0,3.3,5.0,12,,,,
10.01.2020 23:00,3.6,761.8,767.8,,95,Wind blowing from the north,1,,9,, ,,,2.7,4.0,,,,,,9.0,2.9,0.1,6,,,,
10.01.2020 20:00,3.3,761.3,767.3,0.5,95,Wind blowing from the north-east,3,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,4.0,,,200-300,,,17.0,2.6,13.0,12,,,,
10.01.2020 17:00,3.5,760.8,766.8,,96,Wind blowing from the north-northeast,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,2.4,4.0,,,200-300,,,12.0,2.9,10.0,6,,,,
10.01.2020 14:00,3.9,760.0,765.9,-1.9,96,Wind blowing from the north-northeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.8,4.0,,,100-200,,,5.0,3.3,10.0,12,,,,
10.01.2020 11:00,3.6,761.9,767.9,,98,Wind blowing from the north,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.4,3.6,,,100-200,,,5.0,3.3,5.0,6,,,,
10.01.2020 08:00,3.1,761.8,767.8,0.8,99,Wind blowing from the north-northeast,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.1,,,100-200,,,2.7,3.0,2.0,12,,,,
10.01.2020 05:00,3.0,761.0,767.0,,99,Wind blowing from the north-east,5,,10,,Mist. ,,,,3.1,,,,,,0.9,2.9,No precipitation,6,,,,
10.01.2020 02:00,2.8,762.1,768.1,-0.6,98,Wind blowing from the north-northeast,4,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,3.0,,,2500 or more  or no clouds.,,,2.9,2.5,0.4,12,,,,
09.01.2020 23:00,2.8,762.7,768.7,,97,Wind blowing from the north-east,3,,11,,Mist. ,,,1.3,3.3,,,,,,2.2,2.4,0.1,6,,,,
09.01.2020 20:00,2.8,762.5,768.5,0.6,97,Wind blowing from the north,4,,12,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,4.1,,,100-200,,,2.5,2.4,7.0,12,,,,
09.01.2020 17:00,2.4,761.9,767.9,,97,Wind blowing from the north-northeast,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,100-200,,,2.9,2.0,2.0,6,,,,
09.01.2020 14:00,1.9,762.0,768.0,-1.6,97,Wind blowing from the north-northeast,4,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,1.3,,,,100-200,,,4.5,1.5,17.0,12,,,,
09.01.2020 11:00,1.5,763.6,769.6,,96,Wind blowing from the north-northeast,5,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.3,,,,100-200,,,6.0,0.9,12.0,6,,,,
09.01.2020 08:00,1.5,763.0,769.0,-0.1,96,Wind blowing from the north,4,,15,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Drizzle.,1.1,7.4,,,100-200,,,3.0,0.9,11.0,12,,,,
09.01.2020 05:00,2.6,763.1,769.1,,94,Wind blowing from the north-northeast,4,,15,,Rain (not freezing) not falling as shower(s). ,,,0.6,7.4,,,,,,4.1,1.7,4.0,6,,,,
09.01.2020 02:00,3.0,763.7,769.6,-0.9,89,Wind blowing from the north-northeast,3,,15,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.4,,,2500 or more  or no clouds.,,,5.0,1.4,0.3,12,,,,
08.01.2020 23:00,3.3,764.6,770.6,,82,Wind blowing from the north-east,7,,14,,Rain  not freezing  intermittent  slight at time of observation. ,,,0.6,7.4,,,,,,7.0,0.4,No precipitation,6,,,,
08.01.2020 20:00,4.1,764.8,770.8,0.9,75,Wind blowing from the north-east,7,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.4,,,300-600,,,8.0,0.1,No precipitation,12,,,,
08.01.2020 17:00,5.3,763.9,769.9,,70,Wind blowing from the north-northeast,4,,9,90  or more  but not 100%, ,,,0.6,7.4,,,2500 or more  or no clouds.,,,10.0,0.3,No precipitation,6,,,,
08.01.2020 14:00,7.2,765.0,770.9,-2.2,63,Wind blowing from the north-northeast,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.9,,,600-1000,,,13.0,0.6,No precipitation,12,,,,
08.01.2020 11:00,6.1,767.2,773.2,,72,Wind blowing from the north-northeast,4,,6,40%., ,,,0.6,7.9,,,300-600,,,13.0,1.4,No precipitation,6,,,,
08.01.2020 08:00,1.1,767.2,773.2,0.9,96,Wind blowing from the west-southwest,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.9,,,,,,4.2,0.5,No precipitation,12,,,,
08.01.2020 05:00,1.8,766.3,772.3,,91,Wind blowing from the south-southwest,1,,5,, ,,,1.2,7.9,,,,,,9.0,0.5,No precipitation,6,,,,
08.01.2020 02:00,2.8,766.2,772.2,0.8,83,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.9,,,2500 or more  or no clouds.,,,17.0,0.2,No precipitation,12,,,,
07.01.2020 23:00,4.3,765.4,771.4,,92,Wind blowing from the east,1,,7,, ,,,4.2,7.9,,,,,,13.0,3.1,No precipitation,6,,,,
07.01.2020 20:00,4.5,763.6,769.6,2.1,95,Wind blowing from the east,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,7.9,,,600-1000,,,18.0,3.8,4.0,12,,,,
07.01.2020 17:00,6.3,761.5,767.4,,91,Wind blowing from the east-southeast,2,,11,90  or more  but not 100%, ,,,5.2,9.8,,,600-1000,,,25.0,4.9,No precipitation,6,,,,
07.01.2020 14:00,7.2,759.0,764.8,0.3,89,Wind blowing from the south,3,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,300-600,,,20.0,5.5,12.0,12,,,,
07.01.2020 11:00,6.4,758.7,764.5,,98,Wind blowing from the east-southeast,1,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.2,,,,100-200,,,4.9,6.1,12.0,6,,,,
07.01.2020 08:00,5.7,757.3,763.2,2.1,98,Wind blowing from the west-northwest,1,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,100-200,,,4.2,5.4,9.0,12,,,,
07.01.2020 05:00,5.4,755.2,761.1,,92,Wind blowing from the north-northeast,5,,13,,Rain (not freezing) not falling as shower(s). ,,,5.2,11.7,,,,,,17.0,4.2,No precipitation,6,,,,
07.01.2020 02:00,6.2,755.8,761.6,-1.2,93,Wind blowing from the north-east,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,11.7,,,2500 or more  or no clouds.,,,11.0,5.2,No precipitation,12,,,,
06.01.2020 23:00,7.0,757.0,762.8,,92,Wind blowing from the north-northeast,5,,11,, ,,,7.0,11.7,,,,,,16.0,5.8,No precipitation,6,,,,
06.01.2020 20:00,7.6,757.5,763.3,,92,Wind blowing from the north-northeast,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.7,,,200-300,,,13.0,6.4,No precipitation,12,,,,
06.01.2020 17:00,9.8,757.3,763.1,,87,Wind blowing from the north-northeast,4,,9,100%., ,,,9.8,11.7,,,2000-2500,,,11.0,7.7,No precipitation,6,,,,
06.01.2020 14:00,10.9,758.4,764.2,-1.7,82,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,11.7,,,2000-2500,,,19.0,8.0,No precipitation,12,,,,
06.01.2020 11:00,10.7,760.1,765.9,,85,Wind blowing from the north-east,4,,8,100%., ,,,,11.2,,,1000-1500,,,9.0,8.3,No precipitation,6,,,,
06.01.2020 08:00,9.9,759.9,765.7,0.7,95,Wind blowing from the north-east,4,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.2,,,100-200,,,2.5,9.1,No precipitation,12,,,,
06.01.2020 05:00,10.5,759.2,765.0,,95,Wind blowing from the east-northeast,1,,3,,Mist. ,,,,11.2,,,,,,3.0,9.7,No precipitation,6,,,,
06.01.2020 02:00,10.4,759.6,765.4,-0.1,96,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.2,,,2500 or more  or no clouds.,,,3.0,9.8,No precipitation,12,,,,
05.01.2020 23:00,10.2,759.7,765.6,,95,Wind blowing from the south-west,1,,3,,Mist. ,,,7.5,11.2,,,,,,3.0,9.4,No precipitation,6,,,,
05.01.2020 20:00,10.2,759.8,765.7,0.1,95,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.2,,,1500-2000,,,2.7,9.4,No precipitation,12,,,,
05.01.2020 17:00,10.7,759.7,765.5,,92,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.2,,,2000-2500,,,3.2,9.5,No precipitation,6,,,,
05.01.2020 14:00,10.6,759.8,765.7,-2.0,93,Wind blowing from the north-west,2,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.6,,,200-300,,,2.8,9.5,0.2,12,,,,
05.01.2020 11:00,8.4,761.8,767.7,,99,Wind blowing from the south,1,,6,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,8.9,,,50-100,,,1.2,8.3,0.1,6,,,,
05.01.2020 08:00,7.6,761.8,767.7,0.1,99,Wind blowing from the east-northeast,1,,6,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,,,,,50-100,,,0.4,7.5,0.4,12,,,,
05.01.2020 05:00,7.6,761.7,767.5,,99,Wind blowing from the west,1,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,6.8,8.9,,,,,,0.2,7.5,0.1,6,,,,
05.01.2020 02:00,7.6,762.5,768.4,-1.1,99,Wind blowing from the north-west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,8.9,,,2500 or more  or no clouds.,,,1.1,7.5,0.2,12,,,,
04.01.2020 23:00,7.8,763.6,769.5,,99,Wind blowing from the north-northeast,3,,7,,Mist. ,,,6.7,8.9,,,,,,1.5,7.7,0.2,6,,,,
04.01.2020 20:00,7.9,764.0,769.9,0.7,99,Wind blowing from the north-northeast,4,,7,100%.,Drizzle  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.6,8.9,,,50-100,,,1.7,7.8,Trace of precipitation,12,,,,
04.01.2020 17:00,8.2,763.3,769.3,,97,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,8.9,,,50-100,,,2.5,7.8,No precipitation,6,,,,
04.01.2020 14:00,8.7,763.1,769.0,-2.0,95,Wind blowing from the north-northeast,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,8.9,,,100-200,,,4.4,7.9,0.1,12,,,,
04.01.2020 11:00,7.6,765.1,771.1,,98,Wind blowing from the north-northeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,7.7,,,100-200,,,3.9,7.3,0.1,6,,,,
04.01.2020 08:00,6.8,764.2,770.2,0.6,99,Wind blowing from the north-east,4,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,,,,,50-100,,,1.8,6.7,3.0,12,,,,
04.01.2020 05:00,6.8,763.6,769.5,,98,Wind blowing from the north-northeast,3,,9,,Mist. ,,,6.0,7.7,,,,,,2.1,6.5,2.0,6,,,,
04.01.2020 02:00,6.9,764.2,770.1,-0.6,98,Wind blowing from the north-northeast,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.7,,,2500 or more  or no clouds.,,,3.1,6.6,3.0,12,,,,
03.01.2020 23:00,6.8,764.8,770.8,,98,Wind blowing from the north,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.0,7.7,,,,,,2.1,6.5,1.0,6,,,,
03.01.2020 20:00,6.6,764.6,770.5,,97,Wind blowing from the north-northeast,5,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.7,,,100-200,,,1.9,6.2,1.0,12,,,,
03.01.2020 17:00,7.3,764.5,770.5,,89,Wind blowing from the north-northeast,5,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.7,,,600-1000,,,4.7,5.6,0.4,6,,,,
03.01.2020 14:00,7.5,764.4,770.3,-1.3,90,Wind blowing from the north-east,3,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.5,,,200-300,,,3.7,6.0,1.0,12,,,,
03.01.2020 11:00,6.6,765.7,771.6,,92,Wind blowing from the north-east,3,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,6.9,,,,,,3.1,5.4,0.8,6,,,,
03.01.2020 08:00,6.0,766.0,772.0,1.0,92,Wind blowing from the north-northeast,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,6.9,,,600-1000,,,3.2,4.8,0.5,12,,,,
03.01.2020 05:00,6.6,765.0,770.9,,80,Wind blowing from the east-northeast,4,,10,,Mist. ,,,,6.9,,,,,,5.0,3.4,No precipitation,6,,,,
03.01.2020 02:00,6.7,765.0,770.9,-0.7,81,Wind blowing from the north-east,5,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,2500 or more  or no clouds.,,,6.0,3.7,0.1,12,,,,
02.01.2020 23:00,6.8,765.7,771.7,,82,Wind blowing from the north-northeast,4,,8,,Mist. ,,,,6.8,,,,,,6.0,3.9,0.1,6,,,,
02.01.2020 20:00,6.7,766.0,772.0,0.1,84,Wind blowing from the north-northeast,4,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,6.7,,,600-1000,,,5.0,4.2,0.1,12,,,,
02.01.2020 17:00,6.7,765.9,771.8,,84,Wind blowing from the north-northeast,4,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,7.3,,,300-600,,,5.0,4.2,No precipitation,6,,,,
02.01.2020 14:00,6.4,765.6,771.5,-1.5,84,Wind blowing from the north-northeast,4,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.0,,,300-600,,,4.8,3.9,0.1,12,,,,
02.01.2020 11:00,6.1,767.1,773.1,,83,Wind blowing from the north-northeast,4,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,600-1000,,,5.0,3.4,No precipitation,6,,,,
02.01.2020 08:00,5.1,766.4,772.4,,89,Wind blowing from the north,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,4.8,3.4,3.0,12,,,,
02.01.2020 05:00,4.8,765.1,771.1,,94,Wind blowing from the north-east,1,,6,,Mist. ,,,-0.3,9.0,,,,,,2.8,3.9,2.0,6,,,,
02.01.2020 02:00,4.8,765.4,771.3,,98,Wind blowing from the north,0,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.0,,,2500 or more  or no clouds.,,,1.6,4.5,3.0,12,,,,
01.01.2020 23:00,4.8,765.7,771.7,,96,Wind blowing from the west-southwest,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,-1.4,9.0,,,,,,2.7,4.2,1.0,6,,,,
01.01.2020 20:00,5.6,765.8,771.8,,77,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.0,,,1000-1500,,,9.0,1.9,0.2,12,,,,
01.01.2020 17:00,7.3,765.2,771.2,,63,Wind blowing from the north-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.0,,,1000-1500,,,14.0,0.7,No precipitation,6,,,,
01.01.2020 14:00,8.8,765.6,771.6,-3.1,45,Wind blowing from the south-east,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,8.9,,,2500 or more  or no clouds.,,,12.0,-2.5,No precipitation,12,,,,
01.01.2020 11:00,4.8,768.7,774.7,,53,Wind blowing from the south-west,2,,3,100%., ,,,-1.4,5.3,,,2500 or more  or no clouds.,,,9.0,-4.0,No precipitation,6,,,,
01.01.2020 08:00,0.8,768.6,774.7,0.4,79,Wind blowing from the west-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,5.3,,,2500 or more  or no clouds.,,,13.0,-2.4,No precipitation,12,,,,
