Local time in Arxan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 11:00,-18.4,676.4,773.1,,69,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,,,,600-1000,,,8.0,-22.8,No precipitation,6,,,,
10.01.2020 08:00,-20.4,676.4,773.3,0.1,77,Wind blowing from the north,2,,3,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,,,,600-1000,,,30.0,-23.4,Trace of precipitation,12,,,,
10.01.2020 05:00,-20.1,676.3,772.3,,77,Wind blowing from the north-west,1,,2,,Snow not falling as shower(s). ,,,-23.7,-11.5,,,,,,23.0,-23.1,No precipitation,6,,,,
10.01.2020 02:00,-18.6,676.9,771.7,-0.5,77,Wind blowing from the north,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-11.5,,,2500 or more  or no clouds.,,,19.0,-21.6,No precipitation,12,,,,
09.01.2020 23:00,-21.9,677.4,773.5,,78,Wind blowing from the east,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-23.7,-11.5,,,,,,7.0,-24.7,No precipitation,6,,,,
09.01.2020 20:00,-21.3,677.3,774.4,-0.4,77,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-11.5,,,,,,30.0,-24.3,No precipitation,12,,,,
09.01.2020 17:00,-17.3,677.7,774.1,,76,Calm  no wind,0,,,no clouds, ,,,-21.2,-11.5,,,,,,30.0,-20.5,No precipitation,6,,,,
09.01.2020 14:00,-11.5,677.4,772.4,-1.3,60,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-11.5,,,,,,30.0,-17.7,No precipitation,12,,,,
09.01.2020 11:00,-15.0,678.7,774.1,,69,Wind blowing from the north-west,1,,3,40%., ,,,-21.2,-14.0,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,6,,,,
09.01.2020 08:00,-20.5,679.6,775.9,0.0,74,Wind blowing from the south-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-14.0,,,600-1000,,,30.0,-23.9,Trace of precipitation,12,,,,
09.01.2020 05:00,-21.1,679.6,776.4,,77,Wind blowing from the south-southeast,1,,4,, ,,,-21.1,-14.0,,,,,,29.0,-24.1,No precipitation,6,,,,
09.01.2020 02:00,-19.9,680.0,775.9,-0.3,75,Wind blowing from the west-northwest,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-14.0,,,2500 or more  or no clouds.,,,17.0,-23.2,No precipitation,12,,,,
08.01.2020 23:00,-17.9,680.3,776.0,,83,Wind blowing from the north-northwest,2,,,,Snow not falling as shower(s). ,,,-18.0,-14.0,,,,,,25.0,-20.1,No precipitation,6,,,,
08.01.2020 20:00,-16.4,680.1,775.9,0.2,79,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-14.0,,,2500 or more  or no clouds.,,,25.0,-19.2,Trace of precipitation,12,,,,
08.01.2020 17:00,-17.7,679.9,775.9,,81,Wind blowing from the north,2,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-14.0,,,2500 or more  or no clouds.,,,29.0,-20.2,No precipitation,6,,,,
08.01.2020 14:00,-14.3,679.6,774.8,,66,Wind blowing from the north,4,,6,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-13.1,,,,,,30.0,-19.4,Trace of precipitation,12,,,,
08.01.2020 11:00,-14.7,680.2,775.6,,69,Wind blowing from the north-northeast,1,,3,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.9,,,2500 or more  or no clouds.,,,19.0,-19.1,No precipitation,6,,,,
08.01.2020 08:00,-16.9,680.2,776.5,0.1,80,Wind blowing from the north,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-12.9,,,600-1000,,,6.0,-19.5,Trace of precipitation,12,,,,
08.01.2020 05:00,-16.7,680.1,775.7,,80,Wind blowing from the north-northwest,2,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-21.4,-12.9,,,,,,16.0,-19.3,No precipitation,6,,,,
08.01.2020 02:00,-16.7,680.4,775.5,-0.4,80,Wind blowing from the north-northwest,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-12.9,,,2500 or more  or no clouds.,,,19.0,-19.3,No precipitation,12,,,,
07.01.2020 23:00,-16.8,680.8,776.3,,79,Wind blowing from the north,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-21.4,-12.9,,,,,,15.0,-19.6,No precipitation,6,,,,
07.01.2020 20:00,-19.3,681.1,777.6,0.5,79,Calm  no wind,0,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-12.9,,,2500 or more  or no clouds.,,,9.0,-22.0,0.2,12,,,,
07.01.2020 17:00,-15.7,680.6,776.3,,78,Wind blowing from the north,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-12.9,,,2500 or more  or no clouds.,,,7.0,-18.7,No precipitation,6,,,,
07.01.2020 14:00,-13.0,680.3,775.3,,68,Wind blowing from the north,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-10.2,,,2500 or more  or no clouds.,,,30.0,-17.7,0.4,12,,,,
07.01.2020 11:00,-14.4,680.8,776.2,,68,Wind blowing from the north,1,,2,no clouds,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,,,,,,,30.0,-19.0,0.4,6,,,,
07.01.2020 08:00,-17.0,680.5,776.5,0.5,79,Wind blowing from the north,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,,,,600-1000,,,8.0,-19.8,0.3,12,,,,
07.01.2020 05:00,-16.7,680.0,775.6,,80,Wind blowing from the east-northeast,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.0,,,,,,,10.0,-19.3,No precipitation,6,,,,
07.01.2020 02:00,-16.1,680.2,774.7,0.7,74,Wind blowing from the south-east,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-6.0,,,2500 or more  or no clouds.,,,11.0,-19.7,0.1,12,,,,
06.01.2020 23:00,-16.8,679.5,773.5,,77,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.0,-6.0,,,,,,24.0,-19.9,0.1,6,,,,
06.01.2020 20:00,-17.4,679.3,773.5,1.1,79,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-6.0,,,600-1000,,,12.0,-20.2,2.0,12,,,,
06.01.2020 17:00,-15.9,678.2,771.6,,70,Wind blowing from the west,2,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.0,,,600-1000,,,12.0,-20.1,0.1,6,,,,
06.01.2020 14:00,-10.4,676.6,769.0,0.0,63,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-15.2,-6.0,,,2500 or more  or no clouds.,,,22.0,-16.1,4.0,12,,,,
06.01.2020 11:00,-8.1,676.6,769.1,,69,Wind blowing from the west-southwest,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-15.8,-6.0,,,600-1000,,,6.0,-12.8,4.0,6,,,,
06.01.2020 08:00,-8.0,676.0,769.3,0.1,83,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.0,,,600-1000,,,2.0,-10.4,1.0,12,,,,
06.01.2020 05:00,-6.4,675.9,768.4,,57,Wind blowing from the south,2,,5,, ,,,-24.9,-6.0,,,,,,30.0,-13.7,No precipitation,6,,,,
06.01.2020 02:00,-7.9,676.6,768.9,-1.5,59,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-7.6,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
05.01.2020 23:00,-10.9,678.1,772.3,,65,Wind blowing from the east-northeast,2,,,, ,,,-24.9,-8.4,,,,,,30.0,-16.2,No precipitation,6,,,,
05.01.2020 20:00,-15.0,678.4,775.2,-0.7,76,Wind blowing from the south-east,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-8.4,,,,,,30.0,-18.3,No precipitation,12,,,,
05.01.2020 17:00,-13.0,679.1,775.6,,72,Wind blowing from the south-southwest,1,,2,no clouds, ,,,-24.9,-8.4,,,,,,22.0,-17.1,No precipitation,6,,,,
05.01.2020 14:00,-9.3,679.0,774.5,-2.1,56,Wind blowing from the north-northwest,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-8.4,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
05.01.2020 11:00,-15.9,681.1,777.8,,74,Wind blowing from the north-northwest,1,,3,no clouds, ,,,-24.9,-11.9,,,,,,19.0,-19.5,No precipitation,6,,,,
05.01.2020 08:00,-24.7,681.6,780.1,0.3,75,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,,,,,,,30.0,-27.9,No precipitation,12,,,,
05.01.2020 05:00,-24.3,681.3,779.1,,75,Calm  no wind,0,,,, ,,,-24.4,-11.9,,,,,,27.0,-27.5,No precipitation,6,,,,
05.01.2020 02:00,-23.5,681.4,777.9,0.0,76,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-11.9,,,2500 or more  or no clouds.,,,30.0,-26.5,No precipitation,12,,,,
04.01.2020 23:00,-21.7,681.4,777.9,,78,Wind blowing from the south-southeast,1,,,, ,,,-22.0,-11.9,,,,,,30.0,-24.5,No precipitation,6,,,,
04.01.2020 20:00,-20.8,681.2,778.0,0.9,78,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-11.9,,,2500 or more  or no clouds.,,,23.0,-23.6,Trace of precipitation,12,,,,
04.01.2020 17:00,-18.3,680.3,776.1,,80,Calm  no wind,0,,,no clouds, ,,,-19.2,-11.9,,,,,,23.0,-21.0,No precipitation,6,,,,
04.01.2020 14:00,-12.1,680.0,774.6,-0.2,71,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-11.9,,,,,,30.0,-16.4,0.3,12,,,,
04.01.2020 11:00,-14.1,680.2,775.6,,78,Wind blowing from the north-west,2,,3,60%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-12.4,,,2500 or more  or no clouds.,,,11.0,-17.1,No precipitation,6,,,,
04.01.2020 08:00,-16.9,679.6,775.7,1.2,78,Wind blowing from the north,0,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-12.4,,,600-1000,,,18.0,-19.8,0.9,12,,,,
04.01.2020 05:00,-14.8,678.4,773.4,,81,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-24.2,-12.4,,,,,,7.0,-17.3,0.8,6,,,,
04.01.2020 02:00,-15.2,678.0,772.5,0.2,81,Wind blowing from the south-southwest,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-12.4,,,2500 or more  or no clouds.,,,6.0,-17.7,0.7,12,,,,
03.01.2020 23:00,-17.4,677.8,773.5,,79,Wind blowing from the south,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-25.3,-12.4,,,,,,9.0,-20.2,0.2,6,,,,
03.01.2020 20:00,-18.4,677.5,774.6,,78,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-12.4,,,2500 or more  or no clouds.,,,30.0,-21.3,0.1,12,,,,
03.01.2020 17:00,-15.6,677.5,774.1,,78,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-12.4,,,2500 or more  or no clouds.,,,17.0,-18.6,No precipitation,6,,,,
03.01.2020 14:00,-13.1,677.2,773.3,-1.2,63,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-12.4,,,2500 or more  or no clouds.,,,30.0,-18.8,Trace of precipitation,12,,,,
03.01.2020 11:00,-17.6,678.4,775.7,,72,Wind blowing from the north-west,1,,2,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-17.3,,,,,,30.0,-21.4,No precipitation,6,,,,
03.01.2020 08:00,-23.5,679.2,777.8,0.5,74,Wind blowing from the north,0,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,12.0,-26.8,0.2,12,,,,
03.01.2020 05:00,-24.1,678.7,776.5,,75,Wind blowing from the south-west,1,,2,,Intermittent fall of snowflakes  slight at time of observation. ,,,-30.0,-17.3,,,,,,8.0,-27.3,0.2,6,,,,
03.01.2020 02:00,-23.6,678.8,776.1,0.0,75,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-17.3,,,2500 or more  or no clouds.,,,5.0,-26.8,0.2,12,,,,
02.01.2020 23:00,-24.4,678.8,777.0,,76,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-30.0,-17.3,,,,,,4.7,-27.4,No precipitation,6,,,,
02.01.2020 20:00,-24.6,679.0,778.9,-0.2,75,Wind blowing from the south,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-17.3,,,2500 or more  or no clouds.,,,30.0,-27.8,Trace of precipitation,12,,,,
02.01.2020 17:00,-19.9,679.2,778.0,,63,Wind blowing from the north,1,,4,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-17.3,,,2500 or more  or no clouds.,,,6.0,-25.1,No precipitation,6,,,,
