Local time in Hong Kong (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.01.2020 02:00,19.1,763.4,764.1,-0.2,75,Wind blowing from the east,6,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,11.0,14.6,No precipitation,6,,,,
14.01.2020 23:00,19.3,763.6,764.2,0.4,72,Wind blowing from the east,5,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,11.0,14.0,,,,,,
14.01.2020 20:00,20.4,763.2,763.9,0.7,48,Wind blowing from the east-southeast,4,,,20–30%., ,,,,23.6,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,30.0,8.9,No precipitation,12,,,,
14.01.2020 17:00,22.0,762.5,763.2,-0.2,62,Wind blowing from the west,2,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,11.0,14.4,,,,,,
14.01.2020 14:00,22.5,762.7,763.4,-1.8,52,Wind blowing from the north-east,4,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,16.0,12.2,No precipitation,6,,,,
14.01.2020 11:00,21.4,764.5,765.2,0.2,62,Wind blowing from the east,8,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,14.0,13.8,,,,,,
14.01.2020 08:00,18.2,764.3,765.0,0.7,73,Wind blowing from the east,9,,,40%., ,,,17.8,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,11.0,13.2,No precipitation,12,,,,
14.01.2020 05:00,18.1,763.6,764.2,-0.3,76,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,13.0,13.7,,,,,,
14.01.2020 02:00,18.3,763.9,764.6,0.4,75,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,12.0,13.7,No precipitation,6,,,,
13.01.2020 23:00,18.4,763.5,764.2,0.8,76,Wind blowing from the east,6,,,20–30%., ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,16.0,14.0,,,,,,
13.01.2020 20:00,19.2,762.7,763.4,1.4,72,Wind blowing from the east-southeast,4,,,90  or more  but not 100%, ,,,,21.7,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,13.0,13.9,No precipitation,12,,,,
13.01.2020 17:00,19.6,761.3,762.0,-0.3,69,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,12.0,13.7,,,,,,
13.01.2020 14:00,19.4,761.6,762.3,-2.4,64,Wind blowing from the west-northwest,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,,11.0,12.4,No precipitation,6,,,,
13.01.2020 11:00,20.0,764.0,764.7,0.9,61,Wind blowing from the north-east,4,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,15.0,12.3,,,,,,
13.01.2020 08:00,17.5,763.1,763.8,0.4,68,Wind blowing from the north-northeast,3,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,17.1,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,18.0,11.4,Trace of precipitation,12,,,,
13.01.2020 05:00,17.6,762.7,763.4,0.1,60,Wind blowing from the north-northeast,3,,,90  or more  but not 100%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,22.0,9.6,,,,,,
13.01.2020 02:00,18.4,762.6,763.3,-0.4,63,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,,25.0,11.3,No precipitation,6,,,,
12.01.2020 23:00,18.7,763.0,763.7,0.8,61,Wind blowing from the south-east,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,,30.0,10.9,,,,,,
12.01.2020 20:00,18.4,762.2,763.0,1.0,55,Wind blowing from the south-southeast,3,,,90  or more  but not 100%, ,,,,19.4,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,,20.0,9.2,No precipitation,12,,,,
12.01.2020 17:00,18.7,761.2,761.9,-0.6,51,Wind blowing from the west-northwest,3,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,17.0,8.4,,,,,,
12.01.2020 14:00,18.4,761.8,762.5,-2.5,50,Wind blowing from the north-west,7,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,13.0,7.7,No precipitation,6,,,,
12.01.2020 11:00,15.7,764.3,765.0,0.7,56,Wind blowing from the north-northwest,5,,,20–30%., ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,no clouds,2500 or more  or no clouds.,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,21.0,7.0,,,,,,
12.01.2020 08:00,15.3,763.6,764.3,0.9,63,Wind blowing from the north,3,,,70 – 80%., ,,,14.6,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1500-2000,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,20.0,8.2,No precipitation,12,,,,
12.01.2020 05:00,15.8,762.7,763.3,0.3,65,Wind blowing from the north-northwest,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,,12.0,9.2,,,,,,
12.01.2020 02:00,16.8,762.4,763.2,-0.1,73,Wind blowing from the north-west,8,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,,10.0,12.0,No precipitation,6,,,,
11.01.2020 23:00,17.6,762.5,763.2,0.8,74,Wind blowing from the north-west,8,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,8.0,12.8,,,,,,
11.01.2020 20:00,19.6,761.7,762.3,1.6,72,Wind blowing from the north-west,9,,,90  or more  but not 100%, ,,,,24.1,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,6.0,14.4,No precipitation,12,,,,
11.01.2020 17:00,23.3,760.1,760.8,0.1,69,Wind blowing from the west-northwest,3,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,6.0,17.2,,,,,,
11.01.2020 14:00,22.4,760.0,760.6,-2.2,71,Wind blowing from the west,4,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,6.0,16.9,No precipitation,6,,,,
11.01.2020 11:00,21.6,762.2,762.9,0.7,75,Wind blowing from the north-northwest,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,,9.0,17.0,,,,,,
11.01.2020 08:00,20.6,761.5,762.1,0.9,82,Wind blowing from the east-northeast,4,,,70 – 80%., ,,,18.5,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,8.0,17.4,No precipitation,12,,,,
11.01.2020 05:00,19.4,760.6,761.3,-0.4,84,Wind blowing from the east,4,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,8.0,16.7,,,,,,
11.01.2020 02:00,19.5,761.0,761.7,0.1,81,Wind blowing from the east,4,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,9.0,16.2,No precipitation,6,,,,
10.01.2020 23:00,20.0,760.9,761.5,0.3,79,Wind blowing from the east,5,,,20–30%., ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,20–30%.,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,9.0,16.3,,,,,,
10.01.2020 20:00,20.8,760.6,761.2,0.6,77,Wind blowing from the east,6,,,20–30%., ,,,,24.8,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,10.0,16.5,No precipitation,12,,,,
10.01.2020 17:00,24.6,760.0,760.6,-0.9,60,Wind blowing from the west-southwest,3,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,10.0,16.2,,,,,,
10.01.2020 14:00,23.7,760.9,761.5,-2.2,65,Wind blowing from the west,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,,11.0,16.6,No precipitation,6,,,,
10.01.2020 11:00,22.8,763.1,763.8,0.4,60,Wind blowing from the east-northeast,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,Altocumulus translucidus at a single level.,,12.0,14.6,,,,,,
10.01.2020 08:00,20.2,762.7,763.3,0.7,75,Wind blowing from the east,6,,,90  or more  but not 100%,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,19.5,,Stratocumulus other than Stratocumulus cumulogenitus.,90  or more  but not 100%,600-1000,,,10.0,15.5,Trace of precipitation,12,,,,
10.01.2020 05:00,19.8,762.0,762.6,0.2,77,Wind blowing from the east,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,12.0,15.6,,,,,,
10.01.2020 02:00,19.9,761.8,762.4,-0.3,79,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,11.0,16.2,No precipitation,6,,,,
09.01.2020 23:00,19.7,762.1,762.7,0.0,76,Wind blowing from the east,5,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,15.4,,,,,,
09.01.2020 20:00,19.9,762.1,762.7,0.3,71,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,23.1,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,13.0,14.4,No precipitation,12,,,,
09.01.2020 17:00,21.1,761.8,762.5,-1.1,67,Wind blowing from the east,6,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,14.6,,,,,,
09.01.2020 14:00,21.9,762.9,763.6,-1.6,63,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,12.0,14.4,No precipitation,6,,,,
09.01.2020 11:00,20.6,764.5,765.2,1.0,66,Wind blowing from the east-northeast,9,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,11.0,14.0,,,,,,
09.01.2020 08:00,19.2,763.5,764.2,0.9,74,Wind blowing from the east,9,,,70 – 80%., ,,,18.8,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,12.0,14.4,No precipitation,12,,,,
09.01.2020 05:00,19.2,762.6,763.3,-0.1,75,Wind blowing from the east,10,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,13.0,14.6,,,,,,
09.01.2020 02:00,20.3,762.7,763.4,-0.9,61,Wind blowing from the east,7,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,20.0,12.6,No precipitation,6,,,,
08.01.2020 23:00,20.8,763.6,764.3,0.3,60,Wind blowing from the east,5,,,40%., ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,22.0,12.7,,,,,,
08.01.2020 20:00,21.1,763.3,764.0,0.7,51,Wind blowing from the east-southeast,7,,,10%  or less  but not 0, ,,,,27.5,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,no clouds,2500 or more  or no clouds.,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,35.0,10.5,No precipitation,12,,,,
08.01.2020 17:00,24.0,762.6,763.3,-0.1,48,Wind blowing from the east-southeast,7,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,28.0,12.2,,,,,,
08.01.2020 14:00,26.7,762.7,763.4,-2.1,41,Wind blowing from the north-east,4,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,24.0,12.3,No precipitation,6,,,,
08.01.2020 11:00,23.7,764.8,765.4,0.8,57,Wind blowing from the north-east,5,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,16.0,14.6,,,,,,
08.01.2020 08:00,21.6,764.0,764.6,1.3,81,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,20.7,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,8.0,18.2,No precipitation,12,,,,
08.01.2020 05:00,21.3,762.7,763.3,-0.5,85,Wind blowing from the south-east,2,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,13.0,18.6,,,,,,
08.01.2020 02:00,22.3,763.2,763.9,0.2,75,variable wind direction,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,10.0,17.7,No precipitation,6,,,,
07.01.2020 23:00,22.4,763.0,763.6,0.8,74,variable wind direction,1,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,13.0,17.5,,,,,,
07.01.2020 20:00,23.4,762.2,762.9,1.5,67,Wind blowing from the north-east,3,,,70 – 80%., ,,,,27.2,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,15.0,16.8,No precipitation,12,,,,
07.01.2020 17:00,25.3,760.7,761.4,-1.1,62,Wind blowing from the west-southwest,3,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,15.0,17.6,,,,,,
07.01.2020 14:00,25.9,761.8,762.5,-2.1,66,Wind blowing from the west,3,,,70 – 80%., ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,10%  or less  but not 0,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,7.0,19.1,No precipitation,6,,,,
