Local time in Leting,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 08:00,-2.2,768.6,769.5,0.1,72,Wind blowing from the west,2,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,-6.6,No precipitation,12,,,,
10.01.2020 05:00,-1.3,768.5,769.4,,77,Wind blowing from the west,2,,4,,Mist. ,,,-6.4,6.0,,,,,,3.9,-4.8,No precipitation,6,,,,
10.01.2020 02:00,-0.7,769.3,770.2,-0.2,75,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,6.0,,,2500 or more  or no clouds.,,,4.9,-4.6,No precipitation,12,,,,
09.01.2020 23:00,-0.8,769.5,770.4,,63,Wind blowing from the west,1,,4,, ,,,-6.4,6.0,,,,,,7.0,-7.0,No precipitation,6,,,,
09.01.2020 20:00,-0.1,769.6,770.6,0.4,61,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,6.0,,,,,,9.0,-6.9,No precipitation,12,,,,
09.01.2020 17:00,2.5,769.2,770.2,,46,Wind blowing from the south-east,2,,4,no clouds, ,,,-6.4,6.0,,,,,,14.0,-8.2,No precipitation,6,,,,
09.01.2020 14:00,5.7,769.3,770.2,-1.5,30,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,6.0,,,,,,30.0,-10.5,No precipitation,12,,,,
09.01.2020 11:00,2.1,770.8,771.7,,63,Wind blowing from the east-northeast,2,,,no clouds, ,,,-6.4,4.5,,,,,,12.0,-4.2,No precipitation,6,,,,
09.01.2020 08:00,-5.5,770.9,771.9,0.7,77,Wind blowing from the north,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,4.5,,,,,,7.0,-8.9,No precipitation,12,,,,
09.01.2020 05:00,-5.6,770.2,771.1,,71,Calm  no wind,0,,,, ,,,-5.7,4.5,,,,,,15.0,-10.0,No precipitation,6,,,,
09.01.2020 02:00,-4.2,770.7,771.6,0.0,64,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.5,,,2500 or more  or no clouds.,,,14.0,-10.0,No precipitation,12,,,,
08.01.2020 23:00,-2.9,770.7,771.7,,57,Wind blowing from the west-northwest,1,,5,, ,,,-4.4,4.5,,,,,,10.0,-10.4,No precipitation,6,,,,
08.01.2020 20:00,-0.4,770.9,771.9,0.6,46,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.5,,,,,,12.0,-10.6,No precipitation,12,,,,
08.01.2020 17:00,2.2,770.3,771.3,,32,Wind blowing from the west,1,,6,no clouds, ,,,-4.4,4.5,,,,,,30.0,-12.8,No precipitation,6,,,,
08.01.2020 14:00,3.9,769.6,770.5,-1.0,25,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.4,,,,,,30.0,-14.3,No precipitation,12,,,,
08.01.2020 11:00,1.8,770.6,771.5,,31,Wind blowing from the north,2,,6,no clouds, ,,,-4.4,2.2,,,,,,30.0,-13.5,No precipitation,6,,,,
08.01.2020 08:00,-3.9,770.7,771.7,,52,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.2,,,,,,22.0,-12.3,No precipitation,12,,,,
08.01.2020 05:00,-3.4,768.8,769.7,,57,Wind blowing from the west-northwest,1,,5,, ,,,-3.5,2.2,,,,,,19.0,-10.7,No precipitation,6,,,,
08.01.2020 02:00,-1.6,768.1,769.0,0.7,52,Wind blowing from the west-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,2.2,,,2500 or more  or no clouds.,,,23.0,-10.2,No precipitation,12,,,,
07.01.2020 23:00,-0.8,767.4,768.3,,53,Wind blowing from the west-northwest,2,,8,, ,,,-0.8,2.2,,,,,,23.0,-9.4,No precipitation,6,,,,
07.01.2020 20:00,1.4,766.6,767.5,1.0,41,Wind blowing from the north-west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,2.2,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
07.01.2020 17:00,1.6,765.6,766.5,,45,Wind blowing from the north,3,,8,100%., ,,,-0.1,2.6,,,1500-2000,,,30.0,-9.3,No precipitation,6,,,,
07.01.2020 14:00,2.1,766.0,766.9,-2.0,42,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,3.6,,,2500 or more  or no clouds.,,,30.0,-9.5,No precipitation,12,,,,
07.01.2020 11:00,1.2,768.0,768.9,,52,Wind blowing from the north-east,3,,6,90  or more  but not 100%, ,,,-0.1,,,,,,,30.0,-7.8,No precipitation,6,,,,
07.01.2020 08:00,0.1,767.8,768.7,0.8,70,Wind blowing from the east-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,,,,2500 or more  or no clouds.,,,9.0,-4.7,No precipitation,12,,,,
07.01.2020 05:00,0.7,767.0,767.9,,95,Wind blowing from the east-northeast,3,,5,,Mist. ,,,-0.1,3.6,,,,,,4.5,0.0,No precipitation,6,,,,
07.01.2020 02:00,0.4,768.1,769.0,0.4,95,Wind blowing from the north-east,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,3.6,,,2500 or more  or no clouds.,,,0.6,-0.3,No precipitation,12,,,,
06.01.2020 23:00,0.5,767.7,768.6,,95,Wind blowing from the north-northeast,1,,3,,Mist. ,,,-0.1,3.6,,,,,,1.2,-0.2,No precipitation,6,,,,
06.01.2020 20:00,0.8,767.2,768.1,0.6,95,Wind blowing from the west,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,3.6,,,2500 or more  or no clouds.,,,0.9,0.1,No precipitation,12,,,,
06.01.2020 17:00,2.6,766.6,767.5,,89,Wind blowing from the west-northwest,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,3.6,,,2500 or more  or no clouds.,,,3.1,1.0,No precipitation,6,,,,
06.01.2020 14:00,3.1,767.2,768.1,,90,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,4.8,,,2500 or more  or no clouds.,,,3.2,1.6,2.0,12,,,,
06.01.2020 11:00,1.4,769.0,769.9,,95,Wind blowing from the north-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,,,,1500-2000,,,3.9,0.7,0.3,6,,,,
06.01.2020 08:00,0.2,768.8,769.7,0.2,95,Wind blowing from the north-east,2,,4,100%.,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,4.9,,,1500-2000,,,2.1,-0.5,2.0,12,,,,
06.01.2020 05:00,0.0,768.6,769.5,,95,Wind blowing from the north-east,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-2.9,4.9,,,,,,2.1,-0.7,1.0,6,,,,
06.01.2020 02:00,0.7,770.2,771.1,-1.2,95,Wind blowing from the north-northeast,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.9,,,2500 or more  or no clouds.,,,7.0,0.0,No precipitation,12,,,,
05.01.2020 23:00,1.7,771.4,772.3,,80,Wind blowing from the north,1,,5,, ,,,-2.9,4.9,,,,,,9.0,-1.4,No precipitation,6,,,,
05.01.2020 20:00,1.9,771.7,772.6,0.0,84,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.9,,,2500 or more  or no clouds.,,,6.0,-0.5,No precipitation,12,,,,
05.01.2020 17:00,3.0,771.7,772.6,,68,Wind blowing from the east,2,,,100%., ,,,-2.9,4.9,,,1500-2000,,,10.0,-2.3,No precipitation,6,,,,
05.01.2020 14:00,4.8,772.3,773.2,,55,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,7.0,,,2500 or more  or no clouds.,,,17.0,-3.5,No precipitation,12,,,,
05.01.2020 11:00,2.6,773.8,774.7,,61,Wind blowing from the north-east,2,,5,90  or more  but not 100%, ,,,-2.9,7.8,,,,,,10.0,-4.2,No precipitation,6,,,,
05.01.2020 08:00,-2.7,773.4,774.4,0.5,67,Wind blowing from the north-east,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,,,,2500 or more  or no clouds.,,,11.0,-8.0,No precipitation,12,,,,
05.01.2020 05:00,-2.6,772.9,773.9,,66,Wind blowing from the east-northeast,1,,5,, ,,,-3.7,7.8,,,,,,14.0,-8.1,No precipitation,6,,,,
05.01.2020 02:00,-2.0,773.2,774.1,-0.2,77,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,7.8,,,2500 or more  or no clouds.,,,12.0,-5.5,No precipitation,12,,,,
04.01.2020 23:00,-0.7,773.4,774.3,,72,Wind blowing from the east-northeast,3,,9,, ,,,-3.7,7.8,,,,,,14.0,-5.1,No precipitation,6,,,,
04.01.2020 20:00,0.6,772.6,773.6,1.2,70,Wind blowing from the east-northeast,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,7.8,,,,,,15.0,-4.4,No precipitation,12,,,,
04.01.2020 17:00,2.9,771.4,772.3,,52,Wind blowing from the east-southeast,3,,9,no clouds, ,,,-3.7,7.8,,,,,,18.0,-6.0,No precipitation,6,,,,
04.01.2020 14:00,6.8,770.9,771.8,-0.1,34,Wind blowing from the east-southeast,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,7.8,,,,,,24.0,-8.0,No precipitation,12,,,,
04.01.2020 11:00,4.9,771.0,771.9,,34,Wind blowing from the north-east,2,,5,no clouds, ,,,-3.7,7.6,,,,,,8.0,-9.6,No precipitation,6,,,,
04.01.2020 08:00,-3.2,769.6,770.6,0.6,57,Wind blowing from the north-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,,,,,,,5.0,-10.7,No precipitation,12,,,,
04.01.2020 05:00,-2.7,769.0,769.9,,53,Wind blowing from the west,2,,5,,Haze. ,,,-6.2,7.6,,,,,,5.0,-11.0,No precipitation,6,,,,
04.01.2020 02:00,-1.7,769.0,769.9,-0.6,49,Wind blowing from the west,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.6,,,2500 or more  or no clouds.,,,6.0,-11.0,No precipitation,12,,,,
03.01.2020 23:00,-2.7,769.6,770.5,,68,Wind blowing from the south-west,1,,7,,Haze. ,,,-6.3,7.6,,,,,,4.4,-7.8,No precipitation,6,,,,
03.01.2020 20:00,0.0,769.6,770.5,,50,Wind blowing from the north,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.6,,,,,,5.0,-9.4,No precipitation,12,,,,
03.01.2020 17:00,3.9,769.3,770.2,,30,Wind blowing from the west,2,,7,60%., ,,,-6.3,7.6,,,2500 or more  or no clouds.,,,10.0,-12.1,No precipitation,6,,,,
03.01.2020 14:00,7.2,769.2,770.1,-2.0,19,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.3,,,,,,14.0,-14.9,No precipitation,12,,,,
03.01.2020 11:00,3.0,771.2,772.1,,36,Wind blowing from the west,3,,6,no clouds, ,,,-6.3,5.1,,,,,,8.0,-10.6,No precipitation,6,,,,
03.01.2020 08:00,-5.5,771.7,772.7,0.7,67,Wind blowing from the west-southwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,5.1,,,,,,5.0,-10.8,No precipitation,12,,,,
03.01.2020 05:00,-6.0,771.0,772.0,,75,Wind blowing from the west,1,,3,,Mist. ,,,-7.9,5.1,,,,,,4.7,-9.7,No precipitation,6,,,,
03.01.2020 02:00,-6.0,772.0,772.9,-0.8,78,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,5.1,,,2500 or more  or no clouds.,,,4.5,-9.2,No precipitation,12,,,,
02.01.2020 23:00,-2.6,772.8,773.8,,68,Wind blowing from the east-southeast,1,,,,Haze. ,,,-8.2,5.1,,,,,,6.0,-7.7,No precipitation,6,,,,
02.01.2020 20:00,-0.5,772.6,773.6,,42,Wind blowing from the north,1,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,5.1,,,2500 or more  or no clouds.,,,7.0,-12.1,No precipitation,12,,,,
02.01.2020 17:00,2.1,771.9,772.9,,24,Wind blowing from the west,2,,6,50%., ,,,-8.2,5.1,,,2500 or more  or no clouds.,,,12.0,-16.4,No precipitation,6,,,,
02.01.2020 14:00,4.0,771.4,772.3,-1.4,19,Wind blowing from the west-northwest,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,4.6,,,2500 or more  or no clouds.,,,18.0,-17.6,No precipitation,12,,,,
02.01.2020 11:00,0.1,772.8,773.8,,34,Wind blowing from the west,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-13.9,,,,,,
02.01.2020 08:00,-6.0,772.8,773.8,0.6,69,Wind blowing from the west,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,2.2,,,,,,5.0,-10.9,No precipitation,12,,,,
02.01.2020 05:00,-7.6,772.2,773.2,,95,Wind blowing from the west,1,,4,,Mist. ,,,-9.4,2.2,,,,,,4.7,-8.3,No precipitation,6,,,,
02.01.2020 02:00,-7.1,772.7,773.7,-0.5,85,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,2.2,,,2500 or more  or no clouds.,,,6.0,-9.2,No precipitation,12,,,,
01.01.2020 23:00,-4.5,773.2,774.1,,84,Wind blowing from the north-east,1,,5,,Mist. ,,,-9.4,2.2,,,,,,6.0,-6.9,No precipitation,6,,,,
01.01.2020 20:00,-3.4,773.4,774.4,,57,Wind blowing from the east-northeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,2.2,,,,,,5.0,-10.7,No precipitation,12,,,,
01.01.2020 17:00,-1.5,772.6,773.6,,48,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-9.4,2.2,,,,,,21.0,-11.1,No precipitation,6,,,,
01.01.2020 14:00,1.4,772.7,773.7,-1.6,16,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.8,,,,,,24.0,-21.7,No precipitation,12,,,,
01.01.2020 11:00,-1.4,774.3,775.3,,21,Wind blowing from the north-east,2,,5,no clouds, ,,,-9.4,-1.3,,,,,,17.0,-20.9,No precipitation,6,,,,
01.01.2020 08:00,-8.4,774.1,775.1,1.0,39,Wind blowing from the north-east,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-2.6,,,,,,6.0,-19.9,No precipitation,12,,,,
01.01.2020 05:00,-9.4,773.1,774.1,,43,Wind blowing from the west,1,,5,, ,,,-12.5,-2.6,,,,,,21.0,-19.9,No precipitation,6,,,,
01.01.2020 02:00,-7.3,773.8,774.8,,34,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-2.6,,,2500 or more  or no clouds.,,,21.0,-20.5,No precipitation,12,,,,
31.12.2019 23:00,-7.4,774.4,775.4,,34,Wind blowing from the west-northwest,1,,10,, ,,,-12.5,-2.6,,,,,,19.0,-20.6,No precipitation,6,,,,
31.12.2019 20:00,-6.2,774.7,775.6,-0.4,30,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-2.6,,,,,,19.0,-21.0,No precipitation,12,,,,
31.12.2019 17:00,-4.5,775.1,776.1,,22,Wind blowing from the west,3,,10,no clouds, ,,,-12.5,-2.6,,,,,,30.0,-23.0,No precipitation,6,,,,
31.12.2019 14:00,-3.2,776.3,777.3,-2.9,16,Wind blowing from the west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-2.8,,,,,,30.0,-25.5,No precipitation,12,,,,
31.12.2019 11:00,-5.6,779.2,780.1,,23,Wind blowing from the west,4,,8,no clouds, ,,,-12.5,-3.5,,,,,,30.0,-23.5,No precipitation,6,,,,
31.12.2019 08:00,-12.4,780.3,781.3,-0.5,48,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-3.5,,,,,,16.0,-21.2,No precipitation,12,,,,
