Local time in Macheng,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 08:00,1.0,761.2,768.4,0.6,100,Wind blowing from the north-west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.9,,,2500 or more  or no clouds.,,,1.5,1.0,3.0,12,,,,
10.01.2020 05:00,2.0,760.6,767.7,,100,Wind blowing from the north-northwest,2,,5,,Mist. ,,,0.9,2.9,,,,,,3.8,2.0,No precipitation,6,,,,
10.01.2020 02:00,1.8,761.4,768.5,,100,Wind blowing from the north,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,2.9,,,2500 or more  or no clouds.,,,2.4,1.8,,,,,,
09.01.2020 20:00,1.9,761.6,768.7,0.8,100,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,2.9,,,2500 or more  or no clouds.,,,2.1,1.9,4.0,12,,,,
09.01.2020 17:00,2.5,760.8,767.9,,100,Wind blowing from the north-west,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,4.9,,,2500 or more  or no clouds.,,,4.4,2.5,Trace of precipitation,6,,,,
09.01.2020 14:00,2.8,760.8,767.9,-1.7,100,Wind blowing from the north-west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.8,,,,2500 or more  or no clouds.,,,12.0,2.8,17.0,12,,,,
09.01.2020 11:00,2.0,762.5,769.6,,100,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.8,,,,2500 or more  or no clouds.,,,9.0,2.0,8.0,6,,,,
09.01.2020 08:00,1.2,761.7,768.8,0.4,100,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-0.5,,,,2500 or more  or no clouds.,,,8.0,1.2,22.0,12,,,,
09.01.2020 05:00,0.9,761.3,768.4,,100,Wind blowing from the north-northwest,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,-0.9,6.6,,,,,,3.7,0.9,17.0,6,,,,
09.01.2020 02:00,2.1,761.6,768.7,,100,Wind blowing from the north,2,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.6,,,2500 or more  or no clouds.,,,3.4,2.1,16.0,12,,,,
08.01.2020 20:00,1.9,763.4,770.6,0.6,99,Wind blowing from the north,5,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-0.9,6.6,,,2500 or more  or no clouds.,,,3.4,1.8,7.0,12,,,,
08.01.2020 17:00,5.0,762.8,769.9,,69,Wind blowing from the north,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.6,,,2500 or more  or no clouds.,,,9.0,-0.2,No precipitation,6,,,,
08.01.2020 14:00,6.6,762.7,769.9,,64,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.6,,,2500 or more  or no clouds.,,,9.0,0.3,No precipitation,12,,,,
08.01.2020 11:00,5.8,765.8,772.9,,70,Wind blowing from the north-northwest,2,,5,70 – 80%., ,,,-0.9,5.9,,,2500 or more  or no clouds.,,,8.0,0.6,No precipitation,6,,,,
08.01.2020 08:00,-0.5,765.4,772.6,0.1,100,Wind blowing from the south,0,,5,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,4.6,,,2500 or more  or no clouds.,,,1.5,-0.5,No precipitation,12,,,,
08.01.2020 05:00,0.2,765.3,772.5,,99,Wind blowing from the north-northwest,2,,5,,Mist. ,,,0.1,4.6,,,,,,3.0,0.1,No precipitation,6,,,,
08.01.2020 02:00,0.9,765.6,772.8,,96,Wind blowing from the north,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,4.6,,,2500 or more  or no clouds.,,,4.0,0.3,No precipitation,12,,,,
07.01.2020 20:00,3.9,763.8,770.9,1.4,82,Wind blowing from the north,3,,8,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,4.6,,,2500 or more  or no clouds.,,,6.0,1.1,0.5,12,,,,
07.01.2020 17:00,4.5,762.4,769.6,,78,Wind blowing from the east-northeast,1,,8,100%., ,,,1.9,4.8,,,2500 or more  or no clouds.,,,8.0,1.0,No precipitation,6,,,,
07.01.2020 14:00,4.2,761.1,768.2,,82,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,5.1,,,2500 or more  or no clouds.,,,11.0,1.4,14.0,12,,,,
07.01.2020 11:00,3.1,761.0,768.1,,92,Wind blowing from the north-west,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,2500 or more  or no clouds.,,,16.0,1.9,2.0,6,,,,
07.01.2020 08:00,2.1,758.8,765.8,2.9,100,Wind blowing from the north-northwest,5,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,6.2,,,2500 or more  or no clouds.,,,28.0,2.1,18.0,12,,,,
07.01.2020 05:00,2.8,755.9,763.0,,100,Wind blowing from the north-west,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.8,6.9,,,,,,20.0,2.8,14.0,6,,,,
07.01.2020 02:00,3.3,756.2,763.3,,100,Wind blowing from the north-northwest,4,,9,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,8.1,,,2500 or more  or no clouds.,,,12.0,3.3,6.0,12,,,,
06.01.2020 20:00,4.4,756.7,763.8,0.4,99,Wind blowing from the north,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,9.0,,,2500 or more  or no clouds.,,,26.0,4.3,10.0,12,,,,
06.01.2020 17:00,4.8,756.3,763.3,,100,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.3,,,2500 or more  or no clouds.,,,16.0,4.8,6.0,6,,,,
06.01.2020 14:00,5.1,757.3,764.3,-2.0,100,Wind blowing from the north,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.6,,,600-1000,,,26.0,5.1,17.0,12,,,,
06.01.2020 11:00,5.8,759.3,766.3,,100,Wind blowing from the north,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,9.6,,,600-1000,,,17.0,5.8,9.0,6,,,,
06.01.2020 08:00,6.2,759.0,766.0,1.0,100,Wind blowing from the north-northwest,4,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Drizzle.,6.2,9.6,,,2500 or more  or no clouds.,,,7.0,6.2,8.0,12,,,,
06.01.2020 05:00,6.8,758.0,765.0,,100,Wind blowing from the north,4,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,6.7,9.6,,,,,,11.0,6.8,4.0,6,,,,
06.01.2020 02:00,8.1,758.8,765.7,,100,Wind blowing from the north,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,9.6,,,2500 or more  or no clouds.,,,5.0,8.1,0.4,12,,,,
05.01.2020 20:00,9.0,758.2,765.2,0.8,100,Wind blowing from the north,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,9.6,,,2500 or more  or no clouds.,,,2.9,9.0,0.2,12,,,,
05.01.2020 17:00,9.3,757.4,764.4,,100,Wind blowing from the north,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,9.6,,,2500 or more  or no clouds.,,,1.7,9.3,0.1,6,,,,
05.01.2020 14:00,9.5,757.8,764.8,-2.2,100,Wind blowing from the west-northwest,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,9.6,,,2500 or more  or no clouds.,,,2.7,9.5,No precipitation,12,,,,
05.01.2020 11:00,8.9,760.0,766.9,,100,Wind blowing from the north-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,8.9,,,2500 or more  or no clouds.,,,3.3,8.9,No precipitation,6,,,,
05.01.2020 08:00,7.8,759.4,766.3,-0.2,100,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,,,,,2500 or more  or no clouds.,,,2.3,7.8,0.6,12,,,,
05.01.2020 05:00,7.6,759.6,766.6,,100,Wind blowing from the north-northwest,1,,2,,Mist. ,,,,8.5,,,,,,1.0,7.6,No precipitation,6,,,,
05.01.2020 02:00,7.8,760.4,767.4,,100,Wind blowing from the north,2,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.5,,,2500 or more  or no clouds.,,,0.8,7.8,2.0,12,,,,
04.01.2020 20:00,7.8,762.1,769.2,0.3,100,Wind blowing from the north-west,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,5.6,8.5,,,2500 or more  or no clouds.,,,0.4,7.8,1.0,12,,,,
04.01.2020 17:00,8.3,761.8,768.8,,96,Wind blowing from the south,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.5,,,2500 or more  or no clouds.,,,1.8,7.7,0.1,6,,,,
04.01.2020 14:00,8.4,762.4,769.4,-1.8,94,Wind blowing from the north,0,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.4,,,2500 or more  or no clouds.,,,2.1,7.5,No precipitation,12,,,,
04.01.2020 11:00,7.1,764.2,771.3,,100,Wind blowing from the west,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,7.1,,,2500 or more  or no clouds.,,,1.1,7.1,0.1,6,,,,
04.01.2020 08:00,6.0,763.8,770.8,1.0,100,Wind blowing from the west,1,,2,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,2500 or more  or no clouds.,,,0.1,6.0,0.1,12,,,,
04.01.2020 05:00,5.8,762.8,769.9,,100,Wind blowing from the north-west,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,5.2,6.9,,,,,,0.2,5.8,No precipitation,6,,,,
04.01.2020 02:00,5.7,763.6,770.6,,100,Wind blowing from the north-northeast,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,6.9,,,2500 or more  or no clouds.,,,0.3,5.7,1.0,12,,,,
03.01.2020 20:00,5.7,763.9,770.9,,100,Wind blowing from the north-northwest,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,6.9,,,2500 or more  or no clouds.,,,0.5,5.7,1.0,12,,,,
03.01.2020 17:00,6.3,763.5,770.5,,98,Wind blowing from the west-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.3,,,2500 or more  or no clouds.,,,1.1,6.0,0.3,6,,,,
03.01.2020 14:00,6.9,763.7,770.8,-1.5,79,Wind blowing from the north,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.6,,,2500 or more  or no clouds.,,,2.5,3.5,0.2,12,,,,
03.01.2020 11:00,6.2,765.2,772.3,,84,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.6,,,,,,2.3,3.7,No precipitation,6,,,,
03.01.2020 08:00,5.3,764.8,771.9,0.5,98,Wind blowing from the north-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,7.6,,,2500 or more  or no clouds.,,,1.5,5.0,0.2,12,,,,
03.01.2020 05:00,5.3,764.3,771.4,,94,Wind blowing from the north-northwest,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.2,7.6,,,,,,1.5,4.4,0.2,6,,,,
03.01.2020 02:00,5.9,764.7,771.7,,84,Wind blowing from the north,2,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,7.6,,,2500 or more  or no clouds.,,,2.6,3.4,No precipitation,12,,,,
02.01.2020 20:00,6.6,765.0,772.0,0.6,73,Wind blowing from the north-west,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,7.6,,,2500 or more  or no clouds.,,,3.3,2.1,No precipitation,12,,,,
02.01.2020 17:00,7.3,764.4,771.4,,70,Wind blowing from the north-west,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,7.6,,,2500 or more  or no clouds.,,,4.1,2.2,No precipitation,6,,,,
02.01.2020 14:00,7.3,764.4,771.4,-1.6,69,Wind blowing from the north-northwest,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,7.4,,,2500 or more  or no clouds.,,,4.4,2.0,No precipitation,12,,,,
02.01.2020 11:00,5.9,766.0,773.2,,75,Wind blowing from the north,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,7.2,,,2500 or more  or no clouds.,,,4.3,1.8,No precipitation,6,,,,
02.01.2020 08:00,4.7,765.3,772.4,1.0,78,Wind blowing from the north,3,,4,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,7.2,,,2500 or more  or no clouds.,,,4.7,1.2,Trace of precipitation,12,,,,
02.01.2020 05:00,4.7,764.3,771.4,,76,Wind blowing from the north-northwest,2,,4,,Haze. ,,,1.9,7.2,,,,,,6.0,0.8,No precipitation,6,,,,
02.01.2020 02:00,4.8,764.5,771.5,,75,Wind blowing from the north,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,7.2,,,2500 or more  or no clouds.,,,6.0,0.7,0.1,12,,,,
01.01.2020 20:00,5.9,763.9,771.1,,81,Wind blowing from the north-west,2,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,7.2,,,2500 or more  or no clouds.,,,5.0,2.9,0.1,12,,,,
01.01.2020 17:00,6.1,763.4,770.5,,73,Wind blowing from the north-west,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,7.2,,,2500 or more  or no clouds.,,,6.0,1.6,0.1,6,,,,
01.01.2020 14:00,7.0,763.7,770.8,-2.6,56,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,8.8,,,2500 or more  or no clouds.,,,8.0,-1.2,Trace of precipitation,12,,,,
01.01.2020 11:00,5.3,766.3,773.4,,59,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,8.8,,,2500 or more  or no clouds.,,,8.0,-2.1,No precipitation,6,,,,
01.01.2020 08:00,2.7,766.0,773.2,-0.4,67,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,,,,2500 or more  or no clouds.,,,10.0,-2.8,No precipitation,12,,,,
01.01.2020 05:00,1.9,766.4,773.5,,64,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,13.0,-4.2,,,,,,
01.01.2020 02:00,2.0,766.9,774.0,,59,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,8.8,,,2500 or more  or no clouds.,,,13.0,-5.2,No precipitation,12,,,,
31.12.2019 20:00,2.6,768.6,775.8,0.0,50,Wind blowing from the north-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,8.8,,,,,,12.0,-6.8,No precipitation,12,,,,
31.12.2019 17:00,6.8,768.6,775.7,,42,Wind blowing from the north-northwest,3,,,no clouds, ,,,,,,,,,,9.0,-5.2,,,,,,
31.12.2019 14:00,8.0,769.3,776.4,-3.1,36,Wind blowing from the north-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,10.4,,,,,,11.0,-6.2,No precipitation,12,,,,
