Local time in Zhangwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 17:00,-7.3,762.4,770.4,,56,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%, ,,,-13.4,-5.5,,,2500 or more  or no clouds.,,,22.0,-14.6,No precipitation,6,,,,
11.01.2020 14:00,-5.8,761.5,769.5,-2.0,49,Wind blowing from the north-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-4.0,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
11.01.2020 11:00,-7.8,763.5,771.4,,51,Wind blowing from the north-west,2,,6,no clouds, ,,,-13.4,-4.0,,,,,,30.0,-16.2,No precipitation,6,,,,
11.01.2020 08:00,-13.0,762.6,770.7,0.5,63,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,27.0,-18.6,No precipitation,12,,,,
11.01.2020 05:00,-13.0,762.1,770.1,,63,Wind blowing from the west-northwest,2,,7,, ,,,-20.4,-4.0,,,,,,24.0,-18.6,No precipitation,6,,,,
11.01.2020 02:00,-12.0,761.8,769.7,0.3,60,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-4.0,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
10.01.2020 23:00,-10.4,761.5,769.5,,60,Wind blowing from the west-northwest,3,,,, ,,,-20.4,-4.0,,,,,,30.0,-16.7,No precipitation,6,,,,
10.01.2020 20:00,-11.7,760.6,768.7,0.6,72,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-4.0,,,,,,11.0,-15.7,No precipitation,12,,,,
10.01.2020 17:00,-6.1,760.0,768.1,,54,Wind blowing from the north-west,1,,5,no clouds, ,,,-20.4,-4.0,,,,,,18.0,-13.9,No precipitation,6,,,,
10.01.2020 14:00,-4.7,759.3,767.3,-1.3,49,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-4.7,,,,,,30.0,-13.8,No precipitation,12,,,,
10.01.2020 11:00,-11.9,760.6,768.7,,85,Calm  no wind,0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-5.0,,,,,,3.3,-13.9,No precipitation,6,,,,
10.01.2020 08:00,-19.0,761.2,769.4,0.1,82,Wind blowing from the east-northeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-5.0,,,,,,5.0,-21.3,No precipitation,12,,,,
10.01.2020 05:00,-18.9,761.1,769.2,,81,Calm  no wind,0,,,,Mist. ,,,-19.6,-5.0,,,,,,5.0,-21.3,No precipitation,6,,,,
10.01.2020 02:00,-17.8,761.9,769.9,-0.3,83,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-5.0,,,2500 or more  or no clouds.,,,3.9,-20.0,No precipitation,12,,,,
09.01.2020 23:00,-16.2,762.2,770.3,,84,Wind blowing from the north-east,1,,,, ,,,-16.5,-5.0,,,,,,7.0,-18.3,No precipitation,6,,,,
09.01.2020 20:00,-13.0,762.6,770.7,-0.3,77,Wind blowing from the south-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.0,,,,,,6.0,-16.2,No precipitation,12,,,,
09.01.2020 17:00,-8.5,762.9,770.9,,62,Wind blowing from the south-east,1,,5,no clouds, ,,,-14.6,-5.0,,,,,,11.0,-14.5,No precipitation,6,,,,
09.01.2020 14:00,-6.1,763.0,770.9,-0.9,51,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-4.9,,,,,,30.0,-14.6,No precipitation,12,,,,
09.01.2020 11:00,-9.3,763.9,772.0,,61,Wind blowing from the north-west,2,,5,no clouds, ,,,-14.6,-4.9,,,,,,30.0,-15.6,No precipitation,6,,,,
09.01.2020 08:00,-14.0,764.1,772.2,0.7,74,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-4.9,,,,,,16.0,-17.6,Trace of precipitation,12,,,,
09.01.2020 05:00,-13.1,763.4,771.4,,73,Wind blowing from the west-northwest,3,,5,, ,,,-14.6,-4.9,,,,,,15.0,-16.9,No precipitation,6,,,,
09.01.2020 02:00,-11.9,763.5,771.4,0.3,81,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-4.9,,,2500 or more  or no clouds.,,,22.0,-14.5,No precipitation,12,,,,
08.01.2020 23:00,-12.3,763.2,771.1,,85,Wind blowing from the north-west,0,,,,Snow not falling as shower(s). ,,,-12.7,-4.9,,,,,,11.0,-14.3,No precipitation,6,,,,
08.01.2020 20:00,-9.8,763.0,770.9,0.4,80,Wind blowing from the west,1,,10,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-4.9,,,,,,6.0,-12.6,Trace of precipitation,12,,,,
08.01.2020 17:00,-6.6,762.6,770.5,,67,Wind blowing from the north-west,2,,10,no clouds, ,,,-10.2,-4.9,,,,,,29.0,-11.7,No precipitation,6,,,,
08.01.2020 14:00,-4.9,761.6,769.5,-0.5,61,Wind blowing from the north-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-4.9,,,,,,30.0,-11.3,Trace of precipitation,12,,,,
08.01.2020 11:00,-6.0,762.1,770.1,,68,Wind blowing from the north-northwest,6,,10,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-5.6,,,1000-1500,,,30.0,-11.1,No precipitation,6,,,,
08.01.2020 08:00,-7.6,761.8,769.7,,77,Wind blowing from the north-northwest,3,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-5.6,,,1000-1500,,,22.0,-10.9,Trace of precipitation,12,,,,
08.01.2020 05:00,-8.2,760.2,768.1,,76,Wind blowing from the north-northwest,4,,9,,Snow not falling as shower(s). ,,,-12.0,-5.6,,,,,,30.0,-11.8,No precipitation,6,,,,
08.01.2020 02:00,-9.5,760.5,768.4,0.2,74,Wind blowing from the north-northwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-5.6,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
07.01.2020 23:00,-9.8,760.3,768.3,,73,Wind blowing from the north-northwest,4,,,, ,,,-12.0,-4.1,,,,,,30.0,-13.7,No precipitation,6,,,,
07.01.2020 20:00,-8.9,760.5,768.4,-0.8,70,Wind blowing from the north,5,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.6,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
07.01.2020 17:00,-7.8,761.3,769.3,,67,Wind blowing from the north,4,,8,90  or more  but not 100%, ,,,-12.0,-0.6,,,2500 or more  or no clouds.,,,18.0,-12.9,No precipitation,6,,,,
07.01.2020 14:00,-5.9,761.5,769.4,-1.5,59,Wind blowing from the north,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.4,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
07.01.2020 11:00,-6.9,763.0,770.9,,59,Wind blowing from the north,3,,8,40%., ,,,-12.0,-0.4,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,6,,,,
07.01.2020 08:00,-11.4,763.8,771.7,0.2,73,Wind blowing from the north-east,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.4,,,1000-1500,,,10.0,-15.4,No precipitation,12,,,,
07.01.2020 05:00,-8.8,763.6,771.4,,65,Wind blowing from the north-west,3,,8,, ,,,-8.8,-0.4,,,,,,25.0,-14.2,No precipitation,6,,,,
07.01.2020 02:00,-5.6,763.4,771.2,1.5,73,Wind blowing from the north-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-0.4,,,2500 or more  or no clouds.,,,9.0,-9.8,0.2,12,,,,
06.01.2020 23:00,-4.0,761.9,769.7,,80,Wind blowing from the north-west,4,,,,Mist. ,,,,-0.4,,,,,,7.0,-6.9,0.1,6,,,,
06.01.2020 20:00,-1.2,761.0,768.8,0.2,93,Wind blowing from the south-southeast,1,,6,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-0.4,,,1000-1500,,,5.0,-2.2,0.9,12,,,,
06.01.2020 17:00,-0.7,760.8,768.6,,92,Wind blowing from the south,1,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.1,-0.4,,,1000-1500,,,4.0,-1.8,0.5,6,,,,
06.01.2020 14:00,-0.5,760.1,767.9,,90,Wind blowing from the south,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-0.5,,,1000-1500,,,12.0,-1.9,0.7,12,,,,
06.01.2020 11:00,-1.3,761.4,769.2,,90,Wind blowing from the south,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-1.3,,,1000-1500,,,5.0,-2.7,0.3,6,,,,
06.01.2020 08:00,-4.8,761.9,769.8,-0.3,80,Wind blowing from the south,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.0,,,1000-1500,,,6.0,-7.7,No precipitation,12,,,,
06.01.2020 05:00,-6.3,762.2,770.1,,77,Wind blowing from the south-southeast,2,,3,, ,,,,-2.0,,,,,,9.0,-9.7,No precipitation,6,,,,
06.01.2020 02:00,-7.6,763.0,770.9,-1.0,81,Wind blowing from the south-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-2.0,,,2500 or more  or no clouds.,,,6.0,-10.3,No precipitation,12,,,,
05.01.2020 23:00,-7.7,764.0,772.0,,83,Wind blowing from the south,1,,,,Mist. ,,,-18.2,-2.0,,,,,,4.9,-10.1,No precipitation,6,,,,
05.01.2020 20:00,-8.8,764.4,772.5,-0.9,81,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-2.0,,,2500 or more  or no clouds.,,,3.5,-11.5,No precipitation,12,,,,
05.01.2020 17:00,-6.3,765.3,773.4,,74,Wind blowing from the south-east,1,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-2.0,,,2500 or more  or no clouds.,,,3.2,-10.3,No precipitation,6,,,,
05.01.2020 14:00,-2.3,765.5,773.5,,59,Wind blowing from the south-southeast,3,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-1.1,,,2500 or more  or no clouds.,,,11.0,-9.4,No precipitation,12,,,,
05.01.2020 11:00,-6.4,767.0,775.0,,70,Wind blowing from the south,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-1.1,,,,,,6.0,-11.1,No precipitation,6,,,,
05.01.2020 08:00,-17.1,767.1,775.3,0.9,82,Wind blowing from the north-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-1.1,,,,,,4.5,-19.4,No precipitation,12,,,,
05.01.2020 05:00,-16.8,766.2,774.3,,83,Wind blowing from the north,1,,2,,Mist. ,,,-17.4,-1.1,,,,,,6.0,-19.1,No precipitation,6,,,,
05.01.2020 02:00,-14.5,766.3,774.2,0.0,86,Wind blowing from the east-northeast,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-1.1,,,2500 or more  or no clouds.,,,2.6,-16.3,No precipitation,12,,,,
04.01.2020 23:00,-14.3,766.3,774.3,,85,Wind blowing from the north-northeast,1,,,,Mist. ,,,-16.4,-1.1,,,,,,6.0,-16.3,No precipitation,6,,,,
04.01.2020 20:00,-9.7,765.7,773.8,0.8,82,Wind blowing from the south,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-1.1,,,,,,5.0,-12.2,No precipitation,12,,,,
04.01.2020 17:00,-5.6,764.9,772.9,,63,Wind blowing from the north-northeast,1,,6,no clouds, ,,,-16.4,-1.1,,,,,,6.0,-11.7,No precipitation,6,,,,
04.01.2020 14:00,-1.8,763.8,771.7,-0.5,49,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-1.3,,,,,,30.0,-11.1,No precipitation,12,,,,
04.01.2020 11:00,-4.6,764.3,772.3,,54,Wind blowing from the west-northwest,3,,6,no clouds, ,,,-16.4,-1.3,,,,,,30.0,-12.7,No precipitation,6,,,,
04.01.2020 08:00,-15.1,763.3,771.4,1.8,80,Wind blowing from the west-northwest,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,,,,,,,6.0,-17.8,No precipitation,12,,,,
04.01.2020 05:00,-14.6,761.5,769.6,,84,Wind blowing from the west,2,,3,,Mist. ,,,-18.9,-1.3,,,,,,5.0,-16.8,No precipitation,6,,,,
04.01.2020 02:00,-14.8,761.5,769.5,-0.3,80,Wind blowing from the north-northwest,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-1.3,,,2500 or more  or no clouds.,,,4.8,-17.5,No precipitation,12,,,,
03.01.2020 23:00,-14.1,761.8,769.9,,82,Wind blowing from the east-northeast,1,,,,Mist. ,,,-19.1,-1.3,,,,,,5.0,-16.6,No precipitation,6,,,,
03.01.2020 20:00,-10.4,762.1,770.2,,75,Wind blowing from the south,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-1.3,,,,,,6.0,-14.0,No precipitation,12,,,,
03.01.2020 17:00,-5.5,762.4,770.5,,60,Wind blowing from the south,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-1.3,,,,,,4.6,-12.2,No precipitation,6,,,,
03.01.2020 14:00,-2.2,762.2,770.2,-1.1,44,Wind blowing from the west-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.1,,,,,,30.0,-12.8,No precipitation,12,,,,
03.01.2020 11:00,-7.9,763.3,771.4,,58,Wind blowing from the west,2,,3,no clouds, ,,,-19.1,-5.2,,,,,,9.0,-14.9,No precipitation,6,,,,
03.01.2020 08:00,-17.6,763.5,771.7,0.5,80,Wind blowing from the north,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-5.2,,,,,,1.4,-20.2,No precipitation,12,,,,
03.01.2020 05:00,-18.2,763.0,771.1,,81,Calm  no wind,0,,,,Fog or ice fog. ,,,-22.6,-5.2,,,,,,0.8,-20.7,No precipitation,6,,,,
03.01.2020 02:00,-17.8,763.7,771.8,-0.8,83,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-5.2,,,2500 or more  or no clouds.,,,3.3,-20.0,No precipitation,12,,,,
02.01.2020 23:00,-17.5,764.5,772.6,,78,Wind blowing from the north-northeast,1,,,,Mist. ,,,-22.6,-5.2,,,,,,4.8,-20.4,No precipitation,6,,,,
02.01.2020 20:00,-12.0,764.8,773.0,,67,Wind blowing from the south-southeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-5.2,,,,,,6.0,-16.9,No precipitation,12,,,,
02.01.2020 17:00,-9.0,764.8,772.9,,62,Wind blowing from the south,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-5.2,,,,,,3.3,-15.1,No precipitation,6,,,,
02.01.2020 14:00,-6.5,764.8,772.9,-0.9,46,Wind blowing from the west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-6.5,,,,,,21.0,-16.2,No precipitation,12,,,,
