Local time in Xining,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 05:00,-12.2,568.9,773.2,,92,Wind blowing from the north-northeast,2,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-12.2,-3.3,,,,,,0.3,-13.2,No precipitation,6,,,,
11.01.2020 02:00,-10.5,569.5,773.6,-0.3,92,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-3.3,,,2500 or more  or no clouds.,,,2.0,-11.5,No precipitation,12,,,,
10.01.2020 23:00,-8.4,569.8,774.1,,82,Wind blowing from the west-southwest,1,,,,Mist. ,,,-8.8,-3.3,,,,,,3.2,-10.9,No precipitation,6,,,,
10.01.2020 20:00,-6.4,569.0,772.7,1.4,74,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-3.3,,,2500 or more  or no clouds.,,,5.0,-10.4,0.4,12,,,,
10.01.2020 17:00,-3.8,567.6,769.4,,61,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,-10.4,,,,,,
10.01.2020 14:00,-4.4,567.3,769.3,-1.5,62,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-2.7,,,2500 or more  or no clouds.,,,8.0,-10.6,2.0,12,,,,
10.01.2020 11:00,-6.9,568.8,772.2,,85,Wind blowing from the south-east,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.2,,,,2500 or more  or no clouds.,,,4.4,-9.1,0.8,6,,,,
10.01.2020 08:00,-8.1,567.6,770.7,0.3,91,Wind blowing from the east,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,,,,2500 or more  or no clouds.,,,3.6,-9.3,2.0,12,,,,
10.01.2020 05:00,-7.5,567.3,768.8,,92,Wind blowing from the south-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.5,-2.7,,,,,,0.9,-8.6,1.0,6,,,,
10.01.2020 02:00,-7.3,567.6,768.9,0.0,89,Wind blowing from the east-southeast,3,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,-2.7,,,2500 or more  or no clouds.,,,2.9,-8.8,0.4,12,,,,
09.01.2020 23:00,-6.9,567.6,769.3,,87,Wind blowing from the south-east,3,,10,,Intermittent fall of snowflakes  slight at time of observation. ,,,-6.9,-2.7,,,,,,2.5,-8.8,No precipitation,6,,,,
09.01.2020 20:00,-5.9,566.7,768.4,1.2,75,Wind blowing from the south-east,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,-1.6,,,2500 or more  or no clouds.,,,5.0,-9.6,0.1,12,,,,
09.01.2020 17:00,-3.2,565.5,765.4,,63,Wind blowing from the east-southeast,3,,,100%., ,,,-5.9,2.1,,,2500 or more  or no clouds.,,,6.0,-9.4,No precipitation,6,,,,
09.01.2020 14:00,-2.9,565.9,765.6,-1.7,68,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,,,,2500 or more  or no clouds.,,,5.0,-8.0,0.4,12,,,,
09.01.2020 11:00,-4.3,567.6,768.4,,82,Wind blowing from the east-southeast,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.9,,,,2500 or more  or no clouds.,,,2.4,-6.9,0.3,6,,,,
09.01.2020 08:00,-5.8,566.4,766.1,0.3,83,Wind blowing from the south-east,3,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,2.9,,,2500 or more  or no clouds.,,,4.3,-8.2,0.3,12,,,,
09.01.2020 05:00,-5.4,566.1,764.1,,85,Wind blowing from the south-east,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-9.2,2.9,,,,,,1.4,-7.5,0.1,6,,,,
09.01.2020 02:00,-4.7,566.7,765.0,-0.3,76,Wind blowing from the east-northeast,0,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,2.9,,,2500 or more  or no clouds.,,,5.0,-8.3,No precipitation,12,,,,
08.01.2020 23:00,-4.7,567.0,768.0,,76,Wind blowing from the east-southeast,4,,10,,Haze. ,,,-9.2,2.9,,,,,,5.0,-8.3,No precipitation,6,,,,
08.01.2020 20:00,-1.6,566.1,767.2,1.2,46,Wind blowing from the south-east,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,2.9,,,,,,16.0,-11.7,No precipitation,12,,,,
08.01.2020 17:00,2.1,564.9,763.9,,29,Wind blowing from the south,3,,5,no clouds, ,,,-9.2,2.9,,,,,,19.0,-14.1,No precipitation,6,,,,
08.01.2020 14:00,1.2,565.5,764.3,-2.3,33,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,1.4,,,600-1000,,,13.0,-13.3,No precipitation,12,,,,
08.01.2020 11:00,-5.2,567.8,769.3,,53,Wind blowing from the west,1,,,40%., ,,,,,,,600-1000,,,4.2,-13.3,,,,,,
08.01.2020 08:00,-9.2,567.5,769.5,0.0,75,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,1.0,,,1000-1500,,,4.8,-12.8,No precipitation,12,,,,
08.01.2020 05:00,-9.0,567.5,768.2,,75,Calm  no wind,0,,,,Haze. ,,,-9.1,1.0,,,,,,4.1,-12.6,No precipitation,6,,,,
08.01.2020 02:00,-7.2,567.9,768.9,-0.5,76,Wind blowing from the south-southwest,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.0,,,2500 or more  or no clouds.,,,3.3,-10.7,No precipitation,12,,,,
07.01.2020 23:00,-5.2,568.4,771.1,,66,Wind blowing from the north-northwest,0,,5,,Haze. ,,,-8.9,1.0,,,,,,4.7,-10.7,No precipitation,6,,,,
07.01.2020 20:00,-2.6,567.6,769.4,0.9,50,Wind blowing from the south-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.0,,,600-1000,,,7.0,-11.6,No precipitation,12,,,,
07.01.2020 17:00,0.3,566.7,766.6,,32,Wind blowing from the north,1,,5,20–30%., ,,,-8.9,1.0,,,600-1000,,,12.0,-14.5,No precipitation,6,,,,
07.01.2020 14:00,-1.7,567.3,768.1,-1.8,56,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-0.7,,,600-1000,,,3.1,-9.5,No precipitation,12,,,,
07.01.2020 11:00,-7.5,569.1,771.9,,89,Wind blowing from the west,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-0.7,,,1000-1500,,,1.6,-9.0,No precipitation,6,,,,
07.01.2020 08:00,-8.6,568.5,771.0,0.3,93,Wind blowing from the west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-0.7,,,2500 or more  or no clouds.,,,1.4,-9.5,No precipitation,12,,,,
07.01.2020 05:00,-8.0,568.2,769.6,,93,Wind blowing from the west,1,,,,Mist. ,,,-8.5,-0.7,,,,,,1.9,-8.9,No precipitation,6,,,,
07.01.2020 02:00,-7.2,568.3,769.8,-0.2,90,Wind blowing from the south,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-0.7,,,2500 or more  or no clouds.,,,4.4,-8.6,No precipitation,12,,,,
06.01.2020 23:00,-4.9,568.5,770.9,,76,Wind blowing from the south,1,,,,Haze. ,,,-8.5,-0.7,,,,,,5.0,-8.5,No precipitation,6,,,,
06.01.2020 20:00,-3.4,567.7,769.8,0.9,64,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-0.7,,,2500 or more  or no clouds.,,,9.0,-9.4,1.0,12,,,,
06.01.2020 17:00,-1.6,566.8,766.8,,52,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,-8.5,-0.7,,,2500 or more  or no clouds.,,,13.0,-10.4,No precipitation,6,,,,
06.01.2020 14:00,-2.6,567.1,767.4,-1.6,63,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,0.4,,,2500 or more  or no clouds.,,,9.0,-8.7,2.0,12,,,,
06.01.2020 11:00,-7.1,568.7,770.9,,89,Wind blowing from the east,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.5,0.4,,,2500 or more  or no clouds.,,,2.4,-8.7,2.0,6,,,,
06.01.2020 08:00,-8.3,568.1,770.2,0.6,90,Wind blowing from the south-east,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,0.4,,,2500 or more  or no clouds.,,,0.8,-9.6,0.7,12,,,,
06.01.2020 05:00,-5.9,567.5,767.5,,67,Wind blowing from the south-southeast,2,,10,, ,,,-5.9,0.4,,,,,,9.0,-11.2,No precipitation,6,,,,
06.01.2020 02:00,-5.5,567.7,767.5,-0.4,83,Wind blowing from the east-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,0.4,,,2500 or more  or no clouds.,,,8.0,-7.9,Trace of precipitation,12,,,,
05.01.2020 23:00,-4.2,568.1,768.4,,65,Wind blowing from the north-east,3,,,, ,,,,,,,,,,17.0,-9.8,,,,,,
05.01.2020 20:00,-3.1,567.5,767.6,2.0,63,Wind blowing from the south-east,4,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,0.5,,,2500 or more  or no clouds.,,,8.0,-9.3,Trace of precipitation,12,,,,
05.01.2020 17:00,-1.2,565.5,763.8,,48,Wind blowing from the east-southeast,5,,,100%., ,,,,,,,2500 or more  or no clouds.,,,14.0,-10.8,,,,,,
05.01.2020 14:00,-0.9,565.1,763.0,-1.3,53,Wind blowing from the east,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,,,,1000-1500,,,13.0,-9.5,No precipitation,12,,,,
05.01.2020 11:00,-3.0,566.4,765.3,,66,Wind blowing from the east-southeast,4,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,10.0,-8.5,,,,,,
05.01.2020 08:00,-4.3,565.5,763.3,0.9,73,Wind blowing from the south-east,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,5.5,,,1000-1500,,,9.0,-8.4,No precipitation,12,,,,
05.01.2020 05:00,-3.3,564.6,760.0,,57,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,8.0,-10.8,,,,,,
05.01.2020 02:00,-3.0,564.3,759.8,-0.3,48,Wind blowing from the west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,5.5,,,2500 or more  or no clouds.,,,5.0,-12.7,No precipitation,12,,,,
04.01.2020 23:00,-2.5,564.6,763.5,,43,Wind blowing from the west-southwest,1,,5,,Haze. ,,,-9.0,5.5,,,,,,5.0,-13.4,No precipitation,6,,,,
04.01.2020 20:00,0.6,564.1,763.3,0.4,31,Wind blowing from the west,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,5.5,,,2500 or more  or no clouds.,,,10.0,-14.6,No precipitation,12,,,,
04.01.2020 17:00,5.0,563.7,760.5,,21,Wind blowing from the south-west,2,,5,no clouds, ,,,-9.0,5.5,,,,,,17.0,-15.5,No precipitation,6,,,,
04.01.2020 14:00,4.0,565.5,762.7,-2.8,24,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,5.0,,,,,,10.0,-14.8,No precipitation,12,,,,
04.01.2020 11:00,-4.4,568.3,768.8,,46,Wind blowing from the east,1,,4,20–30%., ,,,-9.0,5.0,,,600-1000,,,6.0,-14.3,No precipitation,6,,,,
04.01.2020 08:00,-8.4,568.4,769.3,-0.5,61,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.0,,,600-1000,,,6.0,-14.6,No precipitation,12,,,,
04.01.2020 05:00,-7.6,568.9,767.8,,52,Wind blowing from the east,0,,4,,Haze. ,,,-7.9,5.0,,,,,,7.0,-15.8,No precipitation,6,,,,
04.01.2020 02:00,-6.1,569.7,769.1,-0.7,52,Wind blowing from the west-northwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,5.0,,,2500 or more  or no clouds.,,,6.0,-14.4,No precipitation,12,,,,
03.01.2020 23:00,-3.1,570.4,771.2,,45,Wind blowing from the north-west,1,,6,,Haze. ,,,-7.9,5.0,,,,,,5.0,-13.4,No precipitation,6,,,,
03.01.2020 20:00,-0.1,570.4,771.7,0.4,34,Wind blowing from the west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,5.0,,,2500 or more  or no clouds.,,,10.0,-14.1,No precipitation,12,,,,
03.01.2020 17:00,4.5,570.0,768.8,,23,Wind blowing from the south-east,2,,6,40%., ,,,-7.9,6.1,,,2500 or more  or no clouds.,,,15.0,-14.8,No precipitation,6,,,,
03.01.2020 14:00,2.2,571.1,770.5,-2.3,29,Wind blowing from the east,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,6.3,,,600-1000,,,8.0,-14.0,No precipitation,12,,,,
03.01.2020 11:00,-3.5,573.4,775.3,,56,Wind blowing from the east-northeast,1,,,70 – 80%., ,,,,,,,1000-1500,,,4.1,-11.0,,,,,,
03.01.2020 08:00,-7.5,572.8,775.4,0.6,72,Wind blowing from the west,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.3,,,2500 or more  or no clouds.,,,5.0,-11.8,No precipitation,12,,,,
03.01.2020 05:00,-6.8,572.2,771.3,,66,Wind blowing from the west,2,,11,,Haze. ,,,-9.0,6.3,,,,,,5.0,-12.1,No precipitation,6,,,,
03.01.2020 02:00,-4.8,572.4,771.6,0.0,59,Wind blowing from the south-southwest,2,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.3,,,2500 or more  or no clouds.,,,6.0,-11.6,No precipitation,12,,,,
02.01.2020 23:00,-3.2,572.4,774.1,,54,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,8.0,-11.2,,,,,,
02.01.2020 20:00,-1.3,571.3,773.8,1.8,47,Wind blowing from the south-southeast,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.3,,,600-1000,,,8.0,-11.4,No precipitation,12,,,,
02.01.2020 17:00,6.0,569.5,767.5,,20,Wind blowing from the south-east,2,,3,60%., ,,,-9.0,6.3,,,600-1000,,,9.0,-15.3,No precipitation,6,,,,
02.01.2020 14:00,3.7,570.0,768.0,-2.1,26,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,5.6,,,600-1000,,,7.0,-14.0,No precipitation,12,,,,
02.01.2020 11:00,-3.8,572.1,773.2,,47,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,4.1,-13.5,,,,,,
02.01.2020 08:00,-8.4,571.4,773.1,0.8,63,Wind blowing from the west-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,5.6,,,1000-1500,,,5.0,-14.2,No precipitation,12,,,,
02.01.2020 05:00,-6.6,570.6,769.3,,57,Wind blowing from the north-west,2,,8,,Haze. ,,,-9.9,5.6,,,,,,6.0,-13.7,No precipitation,6,,,,
02.01.2020 02:00,-3.6,570.1,768.6,0.7,44,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,5.6,,,2500 or more  or no clouds.,,,7.0,-14.1,No precipitation,12,,,,
01.01.2020 23:00,-2.0,569.4,769.9,,38,Wind blowing from the south-east,3,,,, ,,,,,,,,,,8.0,-14.7,,,,,,
