Local time in Dunhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 05:00,-7.6,670.6,774.0,,61,Wind blowing from the south-southeast,1,,6,, ,,,-13.2,-0.5,,,,,,12.0,-13.9,No precipitation,6,,,,
10.01.2020 02:00,-7.5,671.1,774.8,-0.5,60,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.5,,,2500 or more  or no clouds.,,,7.0,-14.0,No precipitation,12,,,,
09.01.2020 23:00,-3.9,671.6,775.9,,48,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,18.0,-13.5,,,,,,
09.01.2020 20:00,-3.0,671.3,776.4,1.4,45,Wind blowing from the south-west,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.5,,,2500 or more  or no clouds.,,,20.0,-13.5,No precipitation,12,,,,
09.01.2020 17:00,-0.5,669.9,774.0,,38,Wind blowing from the west,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,19.0,-13.3,,,,,,
09.01.2020 14:00,-2.1,669.4,773.5,-1.5,42,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-1.3,,,2500 or more  or no clouds.,,,18.0,-13.5,No precipitation,12,,,,
09.01.2020 11:00,-8.1,670.9,776.4,,66,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,7.0,-13.4,,,,,,
09.01.2020 08:00,-12.9,669.7,775.0,0.2,77,Wind blowing from the east-northeast,1,,2,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-1.3,,,2500 or more  or no clouds.,,,6.0,-16.1,No precipitation,12,,,,
09.01.2020 05:00,-12.0,669.5,773.8,,71,Calm  no wind,0,,,,Haze. ,,,-15.3,-1.3,,,,,,7.0,-16.3,No precipitation,6,,,,
09.01.2020 02:00,-10.6,669.7,774.1,-0.3,68,Wind blowing from the north,0,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-1.3,,,2500 or more  or no clouds.,,,4.8,-15.4,No precipitation,12,,,,
08.01.2020 23:00,-10.2,670.0,775.6,,66,Wind blowing from the south,1,,6,,Haze. ,,,-15.3,-1.3,,,,,,4.3,-15.4,No precipitation,6,,,,
08.01.2020 20:00,-5.3,669.8,775.5,0.5,50,Wind blowing from the south-west,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-1.3,,,2500 or more  or no clouds.,,,17.0,-14.3,No precipitation,12,,,,
08.01.2020 17:00,-1.5,669.3,773.8,,39,Wind blowing from the west,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,20.0,-13.9,,,,,,
08.01.2020 14:00,-3.3,669.1,773.2,-0.8,45,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-0.6,,,2500 or more  or no clouds.,,,16.0,-13.7,No precipitation,12,,,,
08.01.2020 11:00,-8.7,669.9,774.4,,65,Calm  no wind,0,,,60%., ,,,,,,,2500 or more  or no clouds.,,,8.0,-14.2,,,,,,
08.01.2020 08:00,-14.6,669.4,774.8,0.2,75,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-0.6,,,,,,10.0,-18.1,No precipitation,12,,,,
08.01.2020 05:00,-13.2,669.2,773.6,,74,Wind blowing from the east-southeast,1,,,, ,,,-14.9,-0.6,,,,,,9.0,-16.9,No precipitation,6,,,,
08.01.2020 02:00,-9.5,669.7,773.6,-0.6,65,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-0.6,,,2500 or more  or no clouds.,,,15.0,-15.0,No precipitation,12,,,,
07.01.2020 23:00,-5.9,670.3,775.3,,52,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,18.0,-14.3,,,,,,
07.01.2020 20:00,-4.1,669.9,775.3,1.2,43,Wind blowing from the west,3,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-0.6,,,2500 or more  or no clouds.,,,17.0,-15.0,No precipitation,12,,,,
07.01.2020 17:00,-1.1,668.7,772.9,,35,Wind blowing from the west,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,19.0,-14.6,,,,,,
07.01.2020 14:00,-1.9,668.2,772.6,0.1,39,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,0.7,,,,,,16.0,-14.3,No precipitation,12,,,,
07.01.2020 11:00,-10.0,668.1,773.6,,62,Wind blowing from the west,2,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-16.0,,,,,,
07.01.2020 08:00,-14.8,666.5,771.6,-0.3,74,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,0.7,,,,,,8.0,-18.5,No precipitation,12,,,,
07.01.2020 05:00,-12.6,666.8,770.4,,71,Wind blowing from the north-northeast,1,,3,, ,,,-14.7,0.7,,,,,,13.0,-16.8,No precipitation,6,,,,
07.01.2020 02:00,-12.8,667.6,772.1,-1.1,71,Wind blowing from the south-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.7,,,2500 or more  or no clouds.,,,5.0,-17.0,No precipitation,12,,,,
06.01.2020 23:00,-10.5,668.7,774.4,,64,Calm  no wind,0,,,,Haze. ,,,-14.7,0.7,,,,,,3.8,-16.1,No precipitation,6,,,,
06.01.2020 20:00,-4.7,668.9,774.3,0.4,45,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.7,,,2500 or more  or no clouds.,,,9.0,-15.0,No precipitation,12,,,,
06.01.2020 17:00,0.5,668.5,772.3,,32,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,-14.7,0.5,,,2500 or more  or no clouds.,,,18.0,-14.6,No precipitation,6,,,,
06.01.2020 14:00,-3.1,668.7,772.9,-0.2,43,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.3,,,2500 or more  or no clouds.,,,14.0,-14.1,No precipitation,12,,,,
06.01.2020 11:00,-10.6,668.9,774.4,,64,Wind blowing from the north-northeast,1,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,13.0,-16.2,,,,,,
06.01.2020 08:00,-14.5,667.6,772.9,0.0,76,Wind blowing from the north-east,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.3,,,,,,8.0,-17.9,No precipitation,12,,,,
06.01.2020 05:00,-12.8,667.6,771.6,,70,Wind blowing from the north,1,,4,, ,,,-13.9,0.3,,,,,,14.0,-17.2,No precipitation,6,,,,
06.01.2020 02:00,-10.7,668.5,772.6,-1.3,72,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,0.3,,,2500 or more  or no clouds.,,,8.0,-14.8,No precipitation,12,,,,
05.01.2020 23:00,-9.0,669.8,774.7,,67,Wind blowing from the east,1,,4,, ,,,-13.9,0.3,,,,,,9.0,-14.1,No precipitation,6,,,,
05.01.2020 20:00,-5.2,670.4,775.9,0.4,54,Wind blowing from the east,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,0.3,,,2500 or more  or no clouds.,,,11.0,-13.2,No precipitation,12,,,,
05.01.2020 17:00,-0.8,670.0,773.2,,39,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%, ,,,-13.9,0.3,,,2500 or more  or no clouds.,,,18.0,-13.0,No precipitation,6,,,,
05.01.2020 14:00,-2.8,670.3,773.9,-0.7,47,Wind blowing from the north,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,0.8,,,2500 or more  or no clouds.,,,16.0,-12.7,No precipitation,12,,,,
05.01.2020 11:00,-7.5,671.0,775.3,,66,Wind blowing from the east-southeast,1,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,3.5,-12.9,,,,,,
05.01.2020 08:00,-13.6,669.8,774.7,1.0,78,Wind blowing from the east-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,0.8,,,,,,10.0,-16.7,No precipitation,12,,,,
05.01.2020 05:00,-7.3,668.8,771.7,,64,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,15.0,-13.0,,,,,,
05.01.2020 02:00,-6.5,668.4,771.4,0.5,60,Wind blowing from the west-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,0.8,,,2500 or more  or no clouds.,,,18.0,-13.1,No precipitation,12,,,,
04.01.2020 23:00,-5.1,667.9,771.6,,53,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,18.0,-13.3,,,,,,
04.01.2020 20:00,-2.6,667.3,771.7,1.6,42,Wind blowing from the west,4,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,0.8,,,2500 or more  or no clouds.,,,14.0,-14.0,No precipitation,12,,,,
04.01.2020 17:00,0.1,665.7,769.2,,36,Wind blowing from the south-west,2,,3,20–30%., ,,,-13.9,1.5,,,2500 or more  or no clouds.,,,17.0,-13.5,No precipitation,6,,,,
04.01.2020 14:00,-1.6,666.2,769.5,-1.1,42,Wind blowing from the east-northeast,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,1.5,,,2500 or more  or no clouds.,,,17.0,-13.1,No precipitation,12,,,,
04.01.2020 11:00,-7.1,667.3,770.9,,61,Wind blowing from the north-northeast,2,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,10.0,-13.5,,,,,,
04.01.2020 08:00,-13.5,666.9,771.3,0.1,78,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,1.5,,,,,,12.0,-16.6,No precipitation,12,,,,
04.01.2020 05:00,-12.6,666.8,770.2,,75,Wind blowing from the south,1,,6,, ,,,-13.4,1.5,,,,,,9.0,-16.2,No precipitation,6,,,,
04.01.2020 02:00,-9.5,667.3,770.7,,64,Wind blowing from the south-southeast,1,,6,, ,,,-13.4,1.5,,,,,,13.0,-15.1,No precipitation,6,,,,
03.01.2020 23:00,-4.6,667.9,771.2,,50,Wind blowing from the west-southwest,3,,6,, ,,,-13.4,1.5,,,,,,17.0,-13.6,No precipitation,6,,,,
03.01.2020 20:00,-2.6,668.1,772.6,0.5,42,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,1.5,,,,,,18.0,-14.0,No precipitation,12,,,,
03.01.2020 17:00,1.5,667.6,770.9,,33,Wind blowing from the west-northwest,2,,4,no clouds, ,,,-13.4,1.5,,,,,,17.0,-13.3,No precipitation,6,,,,
03.01.2020 14:00,-1.3,668.4,771.8,-1.6,40,Wind blowing from the north-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,1.5,,,,,,15.0,-13.4,No precipitation,12,,,,
03.01.2020 11:00,-5.7,670.0,774.4,,54,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,9.0,-13.7,,,,,,
03.01.2020 08:00,-13.2,669.4,774.3,0.2,73,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,1.5,,,,,,13.0,-17.1,No precipitation,12,,,,
03.01.2020 05:00,-11.8,669.2,773.1,,68,Wind blowing from the north-northwest,1,,3,, ,,,-13.3,1.5,,,,,,13.0,-16.6,No precipitation,6,,,,
03.01.2020 02:00,-8.8,670.2,773.8,-1.9,65,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.5,,,2500 or more  or no clouds.,,,12.0,-14.3,No precipitation,12,,,,
02.01.2020 23:00,-8.3,672.1,777.1,,65,Wind blowing from the east-northeast,1,,,,Haze. ,,,-13.3,1.5,,,,,,3.7,-13.8,No precipitation,6,,,,
02.01.2020 20:00,-3.4,672.3,777.6,0.6,49,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.5,,,2500 or more  or no clouds.,,,7.0,-12.8,No precipitation,12,,,,
02.01.2020 17:00,-0.1,671.7,776.0,,38,Wind blowing from the south-east,1,,4,90  or more  but not 100%, ,,,-13.3,1.5,,,,,,17.0,-13.0,No precipitation,6,,,,
02.01.2020 14:00,-1.0,671.9,775.8,-1.1,40,Wind blowing from the east-northeast,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,0.3,,,2500 or more  or no clouds.,,,17.0,-13.1,No precipitation,12,,,,
02.01.2020 11:00,-6.6,673.0,777.4,,63,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,11.0,-12.6,,,,,,
02.01.2020 08:00,-13.0,672.3,777.7,-0.1,80,Wind blowing from the south-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.3,,,2500 or more  or no clouds.,,,8.0,-15.8,No precipitation,12,,,,
02.01.2020 05:00,-12.0,672.4,776.8,,75,Wind blowing from the south,2,,5,, ,,,-14.7,0.3,,,,,,7.0,-15.6,No precipitation,6,,,,
02.01.2020 02:00,-8.6,672.4,776.8,-0.3,65,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.3,,,2500 or more  or no clouds.,,,7.0,-14.1,No precipitation,12,,,,
01.01.2020 23:00,-5.4,672.7,777.4,,55,Wind blowing from the south-southwest,1,,5,,Haze. ,,,-14.7,0.3,,,,,,6.0,-13.2,No precipitation,6,,,,
01.01.2020 20:00,-4.0,672.1,777.7,,49,Wind blowing from the east-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.3,,,2500 or more  or no clouds.,,,6.0,-13.3,No precipitation,12,,,,
01.01.2020 17:00,0.2,671.1,775.5,,37,Wind blowing from the west-southwest,2,,,90  or more  but not 100%, ,,,,,,,,,,17.0,-13.0,,,,,,
01.01.2020 14:00,-2.9,670.5,775.1,0.2,41,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-0.1,,,2500 or more  or no clouds.,,,11.0,-14.5,No precipitation,12,,,,
01.01.2020 11:00,-7.8,670.3,775.5,,56,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,,,,5.0,-15.2,,,,,,
01.01.2020 08:00,-14.2,668.4,773.5,0.7,74,Wind blowing from the north,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-0.1,,,2500 or more  or no clouds.,,,8.0,-17.9,No precipitation,12,,,,
01.01.2020 05:00,-13.0,667.7,771.7,,69,Calm  no wind,0,,,,Haze. ,,,-14.3,-0.1,,,,,,6.0,-17.6,No precipitation,6,,,,
01.01.2020 02:00,-11.5,667.5,771.2,0.0,61,Wind blowing from the south,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-0.1,,,2500 or more  or no clouds.,,,5.0,-17.6,No precipitation,12,,,,
31.12.2019 23:00,-9.3,667.5,772.8,,52,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,8.0,-17.5,,,,,,
31.12.2019 20:00,-4.2,667.4,772.2,0.8,34,Wind blowing from the west,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-0.1,,,2500 or more  or no clouds.,,,18.0,-17.7,No precipitation,12,,,,
