Local time in Mudanjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 14:00,-8.8,736.1,766.3,-0.6,59,Wind blowing from the west,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-6.9,,,2500 or more  or no clouds.,,,21.0,-15.4,No precipitation,12,,,,
11.01.2020 11:00,-14.1,736.7,767.2,,76,Wind blowing from the north-northwest,1,,2,70 – 80%., ,,,-21.6,-5.9,,,2500 or more  or no clouds.,,,7.0,-17.4,No precipitation,6,,,,
11.01.2020 08:00,-20.6,736.8,767.5,1.1,82,Wind blowing from the south,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,,,,2500 or more  or no clouds.,,,12.0,-22.9,No precipitation,12,,,,
11.01.2020 05:00,-20.9,735.7,766.3,,82,Wind blowing from the east-southeast,1,,3,, ,,,-21.0,-5.9,,,,,,21.0,-23.2,No precipitation,6,,,,
11.01.2020 02:00,-18.7,736.0,766.2,0.0,82,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-5.9,,,2500 or more  or no clouds.,,,15.0,-21.0,No precipitation,12,,,,
10.01.2020 23:00,-17.5,736.0,766.3,,85,Wind blowing from the east-southeast,1,,,, ,,,-19.2,-5.9,,,,,,12.0,-19.5,No precipitation,6,,,,
10.01.2020 20:00,-15.4,736.4,767.0,0.1,83,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.9,,,,,,14.0,-17.6,No precipitation,12,,,,
10.01.2020 17:00,-12.8,736.3,766.7,,77,Wind blowing from the east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.9,,,,,,5.0,-16.1,No precipitation,6,,,,
10.01.2020 14:00,-6.8,736.3,766.3,-1.7,54,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.9,,,2500 or more  or no clouds.,,,20.0,-14.6,No precipitation,12,,,,
10.01.2020 11:00,-11.5,738.0,768.3,,73,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%, ,,,-19.2,-5.5,,,,,,10.0,-15.4,No precipitation,6,,,,
10.01.2020 08:00,-17.9,739.3,769.9,0.2,85,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,,,,2500 or more  or no clouds.,,,7.0,-19.8,No precipitation,12,,,,
10.01.2020 05:00,-17.2,739.1,769.4,,85,Wind blowing from the south,0,,4,, ,,,-17.2,-5.5,,,,,,10.0,-19.1,No precipitation,6,,,,
10.01.2020 02:00,-15.7,739.7,769.8,-0.2,82,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-5.5,,,2500 or more  or no clouds.,,,16.0,-18.1,No precipitation,12,,,,
09.01.2020 23:00,-15.2,739.9,769.9,,86,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,10.0,-17.0,,,,,,
09.01.2020 20:00,-13.2,739.9,770.2,0.8,82,Wind blowing from the north,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-5.5,,,,,,11.0,-15.6,No precipitation,12,,,,
09.01.2020 17:00,-9.1,739.1,769.1,,70,Wind blowing from the south,2,,7,90  or more  but not 100%, ,,,-13.1,-5.4,,,,,,13.0,-13.6,No precipitation,6,,,,
09.01.2020 14:00,-5.9,738.4,768.1,-0.5,60,Wind blowing from the south-west,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.7,,,2500 or more  or no clouds.,,,23.0,-12.6,No precipitation,12,,,,
09.01.2020 11:00,-7.3,738.9,768.7,,64,Wind blowing from the west,2,,5,90  or more  but not 100%, ,,,-13.1,-4.7,,,,,,29.0,-13.1,No precipitation,6,,,,
09.01.2020 08:00,-12.3,739.1,769.0,1.1,83,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.7,,,2500 or more  or no clouds.,,,17.0,-14.6,No precipitation,12,,,,
09.01.2020 05:00,-12.7,738.0,767.8,,83,Wind blowing from the south-southeast,1,,5,, ,,,-13.1,-4.7,,,,,,28.0,-15.0,No precipitation,6,,,,
09.01.2020 02:00,-11.2,738.1,767.8,0.7,83,Wind blowing from the south,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-4.7,,,2500 or more  or no clouds.,,,20.0,-13.5,No precipitation,12,,,,
08.01.2020 23:00,-9.8,737.4,767.0,,83,Wind blowing from the south-southwest,1,,,, ,,,-9.9,-4.7,,,,,,19.0,-12.1,No precipitation,6,,,,
08.01.2020 20:00,-7.1,736.6,766.2,0.6,89,Wind blowing from the south-southwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-4.7,,,2500 or more  or no clouds.,,,7.0,-8.7,0.3,12,,,,
08.01.2020 17:00,-5.3,736.0,765.5,,77,Wind blowing from the south,1,,7,90  or more  but not 100%, ,,,-8.5,-4.7,,,,,,15.0,-8.7,No precipitation,6,,,,
08.01.2020 14:00,-5.1,735.4,764.8,0.0,76,Wind blowing from the east-northeast,2,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-5.0,,,2500 or more  or no clouds.,,,24.0,-8.8,0.7,12,,,,
08.01.2020 11:00,-6.3,735.4,764.9,,78,Wind blowing from the north-northeast,4,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.5,-5.0,,,2500 or more  or no clouds.,,,13.0,-9.5,0.4,6,,,,
08.01.2020 08:00,-7.8,735.8,765.4,0.8,85,Wind blowing from the north,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,-9.9,0.6,12,,,,
08.01.2020 05:00,-8.3,735.0,764.5,,84,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.1,-5.0,,,,,,10.0,-10.5,0.4,6,,,,
08.01.2020 02:00,-8.3,735.7,765.1,-0.9,85,Wind blowing from the north,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-5.0,,,2500 or more  or no clouds.,,,3.6,-10.4,0.2,12,,,,
07.01.2020 23:00,-8.0,736.6,766.1,,87,Wind blowing from the north,2,,,, ,,,,-5.0,,,,,,9.0,-9.8,0.1,6,,,,
07.01.2020 20:00,-7.5,738.0,767.8,-0.7,90,Wind blowing from the west,1,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.0,,,2500 or more  or no clouds.,,,4.5,-8.9,0.1,12,,,,
07.01.2020 17:00,-6.8,738.7,768.4,,85,Wind blowing from the west-southwest,1,,2,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.0,,,,,,4.4,-8.9,No precipitation,6,,,,
07.01.2020 14:00,-5.5,739.2,769.0,-1.3,76,Wind blowing from the west-northwest,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.5,,,2500 or more  or no clouds.,,,6.0,-9.1,1.0,12,,,,
07.01.2020 11:00,-6.8,740.5,770.5,,76,Wind blowing from the west,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-6.8,,,,,,9.0,-10.3,0.4,6,,,,
07.01.2020 08:00,-10.5,741.4,771.5,0.3,87,Wind blowing from the east,0,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.4,,,2500 or more  or no clouds.,,,2.7,-12.2,1.0,12,,,,
07.01.2020 05:00,-11.1,741.1,771.2,,87,Wind blowing from the west-northwest,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-9.4,,,,,,2.8,-12.8,0.8,6,,,,
07.01.2020 02:00,-11.4,741.7,771.7,-0.4,80,Wind blowing from the north-west,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.4,,,2500 or more  or no clouds.,,,2.8,-14.2,No precipitation,12,,,,
06.01.2020 23:00,-12.1,742.1,772.5,,79,Wind blowing from the south,1,,,,Haze. ,,,-19.1,-9.4,,,,,,6.0,-15.1,No precipitation,6,,,,
06.01.2020 20:00,-12.1,742.6,773.2,0.0,77,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-9.4,,,2500 or more  or no clouds.,,,8.0,-15.3,No precipitation,12,,,,
06.01.2020 17:00,-10.7,742.6,773.2,,72,Wind blowing from the east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-9.4,,,,,,1.5,-14.8,No precipitation,6,,,,
06.01.2020 14:00,-9.5,743.0,773.5,-1.1,66,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-5.2,,,2500 or more  or no clouds.,,,13.0,-14.8,No precipitation,12,,,,
06.01.2020 11:00,-13.3,744.1,774.7,,80,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,,,,,,,5.0,-16.0,No precipitation,6,,,,
06.01.2020 08:00,-18.1,744.6,775.4,-0.2,82,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,,,,2500 or more  or no clouds.,,,5.0,-20.4,No precipitation,12,,,,
06.01.2020 05:00,-18.4,744.8,775.5,,83,Wind blowing from the east,1,,4,, ,,,-18.9,-4.3,,,,,,14.0,-20.6,No precipitation,6,,,,
06.01.2020 02:00,-17.1,745.0,775.4,0.6,86,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-4.3,,,2500 or more  or no clouds.,,,6.0,-18.9,No precipitation,12,,,,
05.01.2020 23:00,-15.2,744.4,774.9,,83,Wind blowing from the east,1,,,, ,,,-18.5,-4.3,,,,,,26.0,-17.4,No precipitation,6,,,,
05.01.2020 20:00,-13.7,745.2,776.0,0.5,78,Wind blowing from the south-southwest,0,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-4.3,,,2500 or more  or no clouds.,,,12.0,-16.7,No precipitation,12,,,,
05.01.2020 17:00,-10.7,744.7,775.3,,63,Wind blowing from the east,2,,8,70 – 80%., ,,,-18.5,-4.3,,,1500-2000,,,9.0,-16.4,No precipitation,6,,,,
05.01.2020 14:00,-5.8,744.0,774.2,-0.9,49,Wind blowing from the north-northwest,2,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-4.3,,,2500 or more  or no clouds.,,,21.0,-14.8,No precipitation,12,,,,
05.01.2020 11:00,-9.4,744.9,775.3,,61,Wind blowing from the west,3,,7,50%., ,,,-18.5,-5.7,,,2500 or more  or no clouds.,,,12.0,-15.7,No precipitation,6,,,,
05.01.2020 08:00,-17.4,744.8,775.7,0.9,79,Wind blowing from the east-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,,,,,,,10.0,-20.2,No precipitation,12,,,,
05.01.2020 05:00,-16.8,743.9,774.5,,72,Wind blowing from the east,1,,6,, ,,,-18.1,-5.7,,,,,,21.0,-20.7,No precipitation,6,,,,
05.01.2020 02:00,-16.3,743.2,773.5,1.2,79,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-5.7,,,2500 or more  or no clouds.,,,12.0,-19.2,No precipitation,12,,,,
04.01.2020 23:00,-16.1,742.0,772.3,,83,Wind blowing from the south,1,,,, ,,,-17.1,-5.7,,,,,,12.0,-18.3,No precipitation,6,,,,
04.01.2020 20:00,-14.5,740.8,771.2,1.5,71,Wind blowing from the east-southeast,3,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.7,,,1500-2000,,,26.0,-18.6,No precipitation,12,,,,
04.01.2020 17:00,-11.3,739.3,769.6,,63,Wind blowing from the south,1,,7,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.7,,,2500 or more  or no clouds.,,,4.2,-17.1,No precipitation,6,,,,
04.01.2020 14:00,-6.0,738.3,768.1,-0.4,47,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.9,,,,,,28.0,-15.7,No precipitation,12,,,,
04.01.2020 11:00,-8.4,738.7,768.7,,52,Wind blowing from the west-southwest,4,,6,60%., ,,,-14.6,-6.7,,,2500 or more  or no clouds.,,,9.0,-16.5,No precipitation,6,,,,
04.01.2020 08:00,-13.4,738.4,768.7,0.7,73,Wind blowing from the south,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,8.0,-17.2,No precipitation,12,,,,
04.01.2020 05:00,-13.8,737.7,767.8,,73,Wind blowing from the west,1,,5,, ,,,-19.6,-6.7,,,,,,20.0,-17.6,No precipitation,6,,,,
04.01.2020 02:00,-13.7,737.8,767.7,,69,Wind blowing from the south-southeast,1,,,, ,,,-19.9,-6.7,,,,,,21.0,-18.2,No precipitation,6,,,,
03.01.2020 23:00,-13.1,737.9,768.0,,68,Wind blowing from the south-southeast,2,,,, ,,,-19.9,-6.7,,,,,,24.0,-17.8,No precipitation,6,,,,
03.01.2020 20:00,-12.5,738.3,768.9,0.0,62,Wind blowing from the east,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-6.7,,,1500-2000,,,15.0,-18.3,No precipitation,12,,,,
03.01.2020 17:00,-10.1,738.3,768.7,,52,Wind blowing from the east,1,,9,50%., ,,,-19.9,-6.7,,,2500 or more  or no clouds.,,,15.0,-18.1,No precipitation,6,,,,
03.01.2020 14:00,-7.1,737.3,767.4,-0.7,43,Wind blowing from the south-west,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-7.0,,,2500 or more  or no clouds.,,,28.0,-17.8,No precipitation,12,,,,
03.01.2020 11:00,-10.4,738.0,768.4,,48,Wind blowing from the west-southwest,5,,7,70 – 80%., ,,,-19.9,-8.3,,,2500 or more  or no clouds.,,,10.0,-19.3,No precipitation,6,,,,
03.01.2020 08:00,-18.9,739.0,769.8,0.7,69,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,,,,,,,9.0,-23.2,No precipitation,12,,,,
03.01.2020 05:00,-18.7,738.3,768.9,,70,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,30.0,-22.8,,,,,,
03.01.2020 02:00,-16.4,738.3,768.4,0.2,62,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-8.3,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
02.01.2020 23:00,-19.7,738.1,768.7,,65,Wind blowing from the south-east,1,,,, ,,,-25.1,-8.3,,,,,,12.0,-24.6,No precipitation,6,,,,
02.01.2020 20:00,-16.3,738.8,769.9,-0.2,64,Wind blowing from the east-southeast,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-8.3,,,,,,19.0,-21.5,No precipitation,12,,,,
