Local time in Shaoguan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 11:00,18.3,753.2,764.1,,62,Wind blowing from the north-northeast,2,,3,100%., ,,,15.5,,,,1000-1500,,,25.0,10.9,No precipitation,6,,,,
10.01.2020 08:00,17.3,752.3,763.1,0.8,74,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,23.9,,,1000-1500,,,23.0,12.6,No precipitation,12,,,,
10.01.2020 05:00,16.8,751.5,762.3,,83,Wind blowing from the south-southeast,1,,7,, ,,,9.1,23.9,,,,,,25.0,13.9,No precipitation,6,,,,
10.01.2020 02:00,17.0,751.6,762.4,0.0,79,Wind blowing from the south,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,23.9,,,2500 or more  or no clouds.,,,21.0,13.3,No precipitation,12,,,,
09.01.2020 23:00,18.0,751.6,762.4,,71,Wind blowing from the south-southeast,2,,11,, ,,,9.0,23.9,,,,,,28.0,12.6,No precipitation,6,,,,
09.01.2020 20:00,20.0,751.4,762.4,0.7,56,Wind blowing from the south,1,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,23.9,,,1000-1500,,,30.0,10.9,No precipitation,12,,,,
09.01.2020 17:00,22.5,750.7,761.6,,48,Wind blowing from the south,4,,11,20–30%., ,,,9.0,23.9,,,1500-2000,,,30.0,10.9,No precipitation,6,,,,
09.01.2020 14:00,22.8,751.9,762.7,-3.2,43,Wind blowing from the south-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,22.8,,,,,,30.0,9.5,No precipitation,12,,,,
09.01.2020 11:00,15.5,755.1,766.1,,60,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%, ,,,9.0,21.6,,,,,,20.0,7.7,No precipitation,6,,,,
09.01.2020 08:00,10.9,754.4,765.5,0.6,90,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,21.6,,,1000-1500,,,20.0,9.3,No precipitation,12,,,,
09.01.2020 05:00,9.2,753.8,764.8,,95,Wind blowing from the south-southeast,2,,3,, ,,,9.0,21.6,,,,,,19.0,8.4,No precipitation,6,,,,
09.01.2020 02:00,9.9,753.9,764.8,-0.3,93,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,21.6,,,2500 or more  or no clouds.,,,24.0,8.8,No precipitation,12,,,,
08.01.2020 23:00,11.6,754.2,765.2,,83,Wind blowing from the south-southeast,2,,7,, ,,,10.5,21.6,,,,,,29.0,8.8,No precipitation,6,,,,
08.01.2020 20:00,14.6,753.9,765.0,0.5,65,Wind blowing from the south-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,21.6,,,,,,30.0,8.1,No precipitation,12,,,,
08.01.2020 17:00,20.6,753.4,764.2,,37,Wind blowing from the north-northwest,3,,7,no clouds, ,,,10.5,25.5,,,,,,30.0,5.4,No precipitation,6,,,,
08.01.2020 14:00,20.7,754.8,765.7,-3.3,39,Wind blowing from the west-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,27.8,,,,,,30.0,6.2,No precipitation,12,,,,
08.01.2020 11:00,17.0,758.1,769.0,,50,Wind blowing from the north,3,,6,no clouds, ,,,10.5,27.8,,,,,,30.0,6.5,No precipitation,6,,,,
08.01.2020 08:00,11.1,757.6,768.6,,94,Wind blowing from the south-east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,27.8,,,2500 or more  or no clouds.,,,18.0,10.1,No precipitation,12,,,,
08.01.2020 05:00,12.9,756.3,767.2,,80,Wind blowing from the west,1,,8,, ,,,12.9,27.8,,,,,,30.0,9.5,No precipitation,6,,,,
08.01.2020 02:00,15.1,755.7,766.5,0.8,70,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,27.8,,,2500 or more  or no clouds.,,,30.0,9.6,No precipitation,12,,,,
07.01.2020 23:00,17.0,754.9,765.7,,71,Wind blowing from the north-northwest,2,,11,, ,,,16.7,27.8,,,,,,30.0,11.7,No precipitation,6,,,,
07.01.2020 20:00,20.4,753.2,764.0,2.0,60,Wind blowing from the north-northwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,27.8,,,,,,30.0,12.3,No precipitation,12,,,,
07.01.2020 17:00,25.6,751.2,761.8,,50,Wind blowing from the north,4,,13,no clouds, ,,,20.0,27.8,,,,,,30.0,14.4,No precipitation,6,,,,
07.01.2020 14:00,27.6,751.3,761.8,-1.8,48,Wind blowing from the west,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,27.8,,,600-1000,,,30.0,15.6,No precipitation,12,,,,
07.01.2020 11:00,24.3,753.1,763.7,,61,Wind blowing from the south,7,,13,10%  or less  but not 0, ,,,19.6,24.6,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,16.3,No precipitation,6,,,,
07.01.2020 08:00,20.7,753.1,763.8,1.3,79,Wind blowing from the south,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,20.0,16.9,No precipitation,12,,,,
07.01.2020 05:00,20.8,751.8,762.5,,79,Wind blowing from the south-southwest,3,,12,, ,,,,24.6,,,,,,21.0,17.0,No precipitation,6,,,,
07.01.2020 02:00,21.5,751.1,761.8,-0.9,75,Wind blowing from the south,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,24.6,,,2500 or more  or no clouds.,,,16.0,16.8,No precipitation,12,,,,
06.01.2020 23:00,21.6,752.0,762.7,,75,Wind blowing from the south-southeast,3,,7,, ,,,15.8,24.6,,,,,,21.0,16.9,No precipitation,6,,,,
06.01.2020 20:00,21.6,751.6,762.4,-0.1,74,Wind blowing from the south-southeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,24.6,,,2500 or more  or no clouds.,,,22.0,16.7,No precipitation,12,,,,
06.01.2020 17:00,23.2,751.7,762.5,,65,Wind blowing from the south-southwest,3,,6,90  or more  but not 100%, ,,,15.8,24.6,,,1000-1500,,,24.0,16.2,No precipitation,6,,,,
06.01.2020 14:00,23.6,752.9,763.7,,63,Wind blowing from the south-west,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,25.1,,,1000-1500,,,23.0,16.1,No precipitation,12,,,,
06.01.2020 11:00,19.6,755.6,766.5,,80,Wind blowing from the west,1,,4,100%., ,,,15.8,,,,1000-1500,,,8.0,16.0,No precipitation,6,,,,
06.01.2020 08:00,17.1,754.8,765.7,0.7,91,Wind blowing from the west,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,,,,2500 or more  or no clouds.,,,10.0,15.6,No precipitation,12,,,,
06.01.2020 05:00,16.6,754.1,764.9,,93,Wind blowing from the south-southeast,1,,,, ,,,13.5,25.1,,,,,,10.0,15.4,No precipitation,6,,,,
06.01.2020 02:00,16.1,754.4,765.2,-0.4,93,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,25.1,,,2500 or more  or no clouds.,,,9.0,14.9,No precipitation,12,,,,
05.01.2020 23:00,16.6,754.8,765.7,,90,Wind blowing from the south-southeast,3,,,, ,,,13.5,25.1,,,,,,9.0,14.9,No precipitation,6,,,,
05.01.2020 20:00,19.3,754.4,765.4,1.2,74,Wind blowing from the south-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,25.1,,,,,,11.0,14.5,No precipitation,12,,,,
05.01.2020 17:00,22.9,753.2,764.1,,61,Wind blowing from the south-southwest,4,,8,no clouds, ,,,13.5,25.1,,,,,,10.0,14.9,No precipitation,6,,,,
05.01.2020 14:00,24.8,753.6,764.4,,53,Wind blowing from the south-west,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,26.2,,,2500 or more  or no clouds.,,,11.0,14.5,No precipitation,12,,,,
05.01.2020 11:00,20.0,755.4,766.3,,68,Wind blowing from the west-northwest,1,,3,20–30%., ,,,13.5,26.2,,,2500 or more  or no clouds.,,,10.0,13.9,No precipitation,6,,,,
05.01.2020 08:00,13.5,754.8,765.7,0.4,99,Wind blowing from the south-southeast,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,26.2,,,2500 or more  or no clouds.,,,6.0,13.3,No precipitation,12,,,,
05.01.2020 05:00,14.3,754.4,765.2,,97,Wind blowing from the south-southeast,2,,4,, ,,,13.4,26.2,,,,,,8.0,13.9,No precipitation,6,,,,
05.01.2020 02:00,15.3,754.5,765.3,-0.3,94,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,26.2,,,2500 or more  or no clouds.,,,14.0,14.3,No precipitation,12,,,,
04.01.2020 23:00,16.8,754.8,765.7,,87,Wind blowing from the south,2,,4,, ,,,13.4,26.2,,,,,,16.0,14.6,No precipitation,6,,,,
04.01.2020 20:00,19.1,753.7,764.7,1.2,75,Wind blowing from the south-southeast,3,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,26.2,,,2500 or more  or no clouds.,,,20.0,14.5,No precipitation,12,,,,
04.01.2020 17:00,25.1,752.5,763.3,,45,Wind blowing from the east-northeast,1,,,70 – 80%., ,,,13.4,26.2,,,2500 or more  or no clouds.,,,30.0,12.3,No precipitation,6,,,,
04.01.2020 14:00,25.1,753.2,764.0,-3.4,50,Wind blowing from the north-west,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,25.6,,,2500 or more  or no clouds.,,,16.0,13.9,No precipitation,12,,,,
04.01.2020 11:00,19.9,756.6,767.5,,64,Wind blowing from the north-west,2,,3,no clouds, ,,,13.4,25.6,,,,,,12.0,12.9,No precipitation,6,,,,
04.01.2020 08:00,13.7,756.4,767.3,0.9,99,Wind blowing from the south-southwest,1,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,25.6,,,2500 or more  or no clouds.,,,5.0,13.5,No precipitation,12,,,,
04.01.2020 05:00,14.7,755.5,766.3,,97,Calm  no wind,0,,,,Mist. ,,,12.4,25.6,,,,,,6.0,14.3,No precipitation,6,,,,
04.01.2020 02:00,15.3,755.5,766.3,-0.3,97,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,25.6,,,2500 or more  or no clouds.,,,7.0,14.8,No precipitation,12,,,,
03.01.2020 23:00,17.6,755.8,766.6,,87,Wind blowing from the south,1,,7,, ,,,12.4,25.6,,,,,,12.0,15.4,No precipitation,6,,,,
03.01.2020 20:00,21.3,755.5,766.5,1.2,66,Wind blowing from the south-west,1,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,25.6,,,2500 or more  or no clouds.,,,17.0,14.7,No precipitation,12,,,,
03.01.2020 17:00,23.7,754.3,765.1,,58,Wind blowing from the south-southwest,5,,6,20–30%., ,,,12.4,25.6,,,2500 or more  or no clouds.,,,17.0,14.9,No precipitation,6,,,,
03.01.2020 14:00,24.4,754.9,765.7,-3.1,56,Wind blowing from the west-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,24.5,,,2500 or more  or no clouds.,,,18.0,15.0,No precipitation,12,,,,
03.01.2020 11:00,18.7,758.0,769.0,,78,Wind blowing from the west-northwest,2,,3,90  or more  but not 100%, ,,,12.4,22.6,,,2500 or more  or no clouds.,,,7.0,14.7,No precipitation,6,,,,
03.01.2020 08:00,12.9,757.9,769.0,1.2,99,Wind blowing from the south,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,22.6,,,2500 or more  or no clouds.,,,6.0,12.7,No precipitation,12,,,,
03.01.2020 05:00,13.1,756.7,767.6,,99,Wind blowing from the south-southeast,2,,5,,Mist. ,,,12.3,22.6,,,,,,4.6,12.9,No precipitation,6,,,,
03.01.2020 02:00,14.2,756.9,767.8,-0.6,96,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,22.6,,,2500 or more  or no clouds.,,,7.0,13.5,No precipitation,12,,,,
02.01.2020 23:00,15.7,757.5,768.5,,92,Wind blowing from the south-southeast,2,,,, ,,,11.6,22.6,,,,,,10.0,14.4,No precipitation,6,,,,
02.01.2020 20:00,18.7,757.1,768.1,,76,Wind blowing from the south-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,22.6,,,2500 or more  or no clouds.,,,15.0,14.3,No precipitation,12,,,,
02.01.2020 17:00,20.7,756.5,767.5,,64,Wind blowing from the south-southwest,4,,8,90  or more  but not 100%, ,,,11.6,22.6,,,1500-2000,,,17.0,13.6,No precipitation,6,,,,
02.01.2020 14:00,21.7,757.2,768.1,-2.9,59,Wind blowing from the west-southwest,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,21.7,,,2500 or more  or no clouds.,,,16.0,13.3,No precipitation,12,,,,
02.01.2020 11:00,16.8,760.1,771.1,,74,Wind blowing from the north,1,,3,100%., ,,,11.6,21.6,,,1000-1500,,,9.0,12.1,No precipitation,6,,,,
02.01.2020 08:00,13.4,759.7,770.8,1.5,93,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,1000-1500,,,9.0,12.2,No precipitation,12,,,,
02.01.2020 05:00,12.3,758.2,769.2,,96,Wind blowing from the west,1,,5,,Mist. ,,,9.6,21.6,,,,,,6.0,11.6,No precipitation,6,,,,
02.01.2020 02:00,12.1,758.2,769.3,-0.2,94,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.6,,,2500 or more  or no clouds.,,,9.0,11.1,No precipitation,12,,,,
01.01.2020 23:00,14.0,758.4,769.5,,84,Wind blowing from the south,2,,5,, ,,,9.2,21.6,,,,,,12.0,11.3,No precipitation,6,,,,
01.01.2020 20:00,14.9,757.9,769.0,,80,Wind blowing from the south-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.6,,,,,,14.0,11.4,No precipitation,12,,,,
01.01.2020 17:00,20.0,757.0,768.1,,53,Wind blowing from the south-southwest,3,,5,no clouds, ,,,9.2,21.6,,,,,,20.0,10.1,No precipitation,6,,,,
01.01.2020 14:00,19.6,758.4,769.5,-3.0,52,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,19.6,,,,,,16.0,9.4,No precipitation,12,,,,
01.01.2020 11:00,15.1,761.4,772.5,,63,Wind blowing from the south-east,1,,4,90  or more  but not 100%, ,,,9.2,17.3,,,1500-2000,,,10.0,8.1,No precipitation,6,,,,
01.01.2020 08:00,9.7,761.4,772.6,1.3,95,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,17.3,,,,,,7.0,8.9,No precipitation,12,,,,
