Local time in Mengshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 14:00,21.5,745.8,762.0,-2.9,66,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,22.7,,,1500-2000,,,13.0,14.9,No precipitation,12,,,,
09.01.2020 11:00,17.0,748.7,765.1,,79,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,,,,2000-2500,,,5.0,13.3,No precipitation,6,,,,
09.01.2020 08:00,14.3,747.5,763.9,0.8,89,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,22.7,,,2000-2500,,,7.0,12.5,No precipitation,12,,,,
09.01.2020 05:00,14.4,746.7,762.9,,80,Wind blowing from the north-northwest,1,,7,, ,,,14.3,22.7,,,,,,10.0,11.0,No precipitation,6,,,,
09.01.2020 02:00,14.7,747.0,763.3,,82,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,22.7,,,2500 or more  or no clouds.,,,10.0,11.7,No precipitation,12,,,,
08.01.2020 20:00,17.7,747.0,763.3,0.5,63,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,22.7,,,2500 or more  or no clouds.,,,14.0,10.6,No precipitation,12,,,,
08.01.2020 17:00,22.5,746.5,762.6,,55,Wind blowing from the south-west,1,,8,no clouds, ,,,14.6,26.4,,,,,,18.0,13.0,No precipitation,6,,,,
08.01.2020 14:00,19.0,748.5,764.7,-2.6,59,Wind blowing from the north-west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,,,,1000-1500,,,15.0,10.8,No precipitation,12,,,,
08.01.2020 11:00,16.1,751.1,767.4,,69,Wind blowing from the north-northwest,4,,9,100%., ,,,14.6,,,,1000-1500,,,18.0,10.4,No precipitation,6,,,,
08.01.2020 08:00,14.7,750.4,766.6,1.2,75,Wind blowing from the north-west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,27.7,,,600-1000,,,16.0,10.3,No precipitation,12,,,,
08.01.2020 05:00,15.2,749.2,765.4,,77,Wind blowing from the north-northwest,4,,9,, ,,,15.1,27.7,,,,,,19.0,11.2,No precipitation,6,,,,
08.01.2020 02:00,17.2,748.8,764.8,,73,Wind blowing from the north-west,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.7,,,2500 or more  or no clouds.,,,21.0,12.3,No precipitation,12,,,,
07.01.2020 20:00,21.0,747.0,763.1,1.6,75,Wind blowing from the west-northwest,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.7,,,1000-1500,,,8.0,16.4,No precipitation,12,,,,
07.01.2020 17:00,26.4,745.4,761.3,,52,Wind blowing from the south-southeast,2,,5,10%  or less  but not 0, ,,,19.0,27.7,,,1000-1500,,,22.0,15.8,No precipitation,6,,,,
07.01.2020 14:00,26.3,745.8,761.6,-2.8,54,Wind blowing from the south-southeast,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,26.6,,,1000-1500,,,11.0,16.3,No precipitation,12,,,,
07.01.2020 11:00,23.4,748.6,764.5,,68,Wind blowing from the east-southeast,2,,,40%., ,,,19.0,25.9,,,1000-1500,,,19.0,17.2,No precipitation,6,,,,
07.01.2020 08:00,19.1,747.6,763.6,1.7,86,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,25.9,,,1000-1500,,,7.0,16.7,No precipitation,12,,,,
07.01.2020 05:00,20.4,745.9,761.8,,80,Wind blowing from the south-east,2,,6,, ,,,17.9,25.9,,,,,,18.0,16.8,No precipitation,6,,,,
07.01.2020 02:00,21.6,746.0,761.9,,74,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,25.9,,,2500 or more  or no clouds.,,,20.0,16.8,No precipitation,12,,,,
06.01.2020 20:00,22.5,745.8,761.8,0.9,67,Wind blowing from the south-east,1,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,25.9,,,1000-1500,,,6.0,16.1,No precipitation,12,,,,
06.01.2020 17:00,24.2,744.9,760.9,,58,Wind blowing from the south-southeast,2,,9,90  or more  but not 100%, ,,,17.9,25.9,,,1000-1500,,,20.0,15.4,No precipitation,6,,,,
06.01.2020 14:00,24.7,746.4,762.4,-3.5,56,Wind blowing from the south,5,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,26.0,,,1000-1500,,,23.0,15.3,No precipitation,12,,,,
06.01.2020 11:00,21.4,749.9,766.0,,73,Wind blowing from the south-east,2,,3,90  or more  but not 100%, ,,,17.9,26.0,,,2000-2500,,,13.0,16.4,No precipitation,6,,,,
06.01.2020 08:00,18.1,748.8,764.9,0.9,85,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,26.0,,,2000-2500,,,7.0,15.5,No precipitation,12,,,,
06.01.2020 05:00,18.8,747.9,763.9,,80,Wind blowing from the south-southeast,1,,6,, ,,,12.1,26.0,,,,,,8.0,15.3,No precipitation,6,,,,
06.01.2020 02:00,19.6,748.3,764.3,,74,Wind blowing from the east,1,,7,, ,,,12.1,26.0,,,,,,10.0,14.8,No precipitation,6,,,,
05.01.2020 20:00,22.0,747.5,763.8,1.3,61,Wind blowing from the south-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,26.0,,,2000-2500,,,7.0,14.1,No precipitation,12,,,,
05.01.2020 17:00,24.1,746.2,762.4,,50,Wind blowing from the south-southeast,2,,7,90  or more  but not 100%, ,,,12.1,26.0,,,2000-2500,,,17.0,13.0,No precipitation,6,,,,
05.01.2020 14:00,24.2,746.9,763.0,-3.4,52,Wind blowing from the east-southeast,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,24.9,,,1000-1500,,,15.0,13.7,No precipitation,12,,,,
05.01.2020 11:00,19.8,750.3,766.6,,64,Wind blowing from the north-northeast,1,,5,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.8,,,1000-1500,,,6.0,12.8,No precipitation,6,,,,
05.01.2020 08:00,13.1,749.2,765.6,0.9,86,Wind blowing from the north-northwest,2,,5,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,18.8,,,2500 or more  or no clouds.,,,3.2,10.8,No precipitation,12,,,,
05.01.2020 05:00,12.1,748.3,764.7,,92,Wind blowing from the south-southwest,1,,8,,Mist. ,,,12.1,18.8,,,,,,4.1,10.8,No precipitation,6,,,,
05.01.2020 02:00,14.8,749.2,765.6,,75,Wind blowing from the north,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,18.8,,,2500 or more  or no clouds.,,,6.0,10.4,No precipitation,12,,,,
04.01.2020 20:00,16.1,749.1,765.5,1.4,71,Wind blowing from the north,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,18.8,,,2000-2500,,,7.0,10.8,No precipitation,12,,,,
04.01.2020 17:00,17.1,747.7,764.0,,68,Wind blowing from the north,5,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,21.6,,,2000-2500,,,7.0,11.2,No precipitation,6,,,,
04.01.2020 14:00,18.2,748.7,765.0,-2.7,65,Wind blowing from the north-northwest,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,22.4,,,1000-1500,,,7.0,11.5,No precipitation,12,,,,
04.01.2020 11:00,15.7,751.4,767.8,,74,Wind blowing from the north,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,,,,2000-2500,,,6.0,11.1,No precipitation,6,,,,
04.01.2020 08:00,13.9,751.4,767.8,1.3,80,Wind blowing from the north-northwest,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,22.4,,,2000-2500,,,7.0,10.5,No precipitation,12,,,,
04.01.2020 05:00,14.3,750.1,766.4,,81,Wind blowing from the north-northwest,3,,8,, ,,,14.3,22.4,,,,,,7.0,11.1,No precipitation,6,,,,
04.01.2020 02:00,15.4,750.4,766.6,,80,Wind blowing from the north,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,22.4,,,2500 or more  or no clouds.,,,6.0,12.0,No precipitation,12,,,,
03.01.2020 20:00,18.1,750.4,766.8,1.0,76,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,22.4,,,2000-2500,,,4.4,13.8,No precipitation,12,,,,
03.01.2020 17:00,21.6,749.4,765.6,,67,Wind blowing from the south-east,1,,5,90  or more  but not 100%, ,,,15.7,22.4,,,1500-2000,,,9.0,15.2,No precipitation,6,,,,
03.01.2020 14:00,22.1,749.8,766.0,-2.7,67,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,22.1,,,1000-1500,,,10.0,15.7,No precipitation,12,,,,
03.01.2020 11:00,20.0,752.5,768.7,,75,Wind blowing from the south-southeast,2,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,20.0,,,1000-1500,,,5.0,15.4,No precipitation,6,,,,
03.01.2020 08:00,15.8,751.9,768.4,1.0,95,Wind blowing from the north,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,18.1,,,1500-2000,,,2.1,15.0,No precipitation,12,,,,
03.01.2020 05:00,16.1,750.9,767.2,,93,Calm  no wind,0,,,,Mist. ,,,15.1,18.1,,,,,,4.4,15.0,No precipitation,6,,,,
03.01.2020 02:00,16.0,751.1,767.5,,94,Wind blowing from the north-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,18.1,,,2500 or more  or no clouds.,,,2.7,15.0,No precipitation,12,,,,
02.01.2020 20:00,16.9,751.6,768.1,0.6,87,Wind blowing from the east-northeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,18.1,,,1500-2000,,,3.9,14.7,No precipitation,12,,,,
02.01.2020 17:00,17.3,751.0,767.5,,86,Wind blowing from the south-southeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,19.5,,,1500-2000,,,6.0,14.9,No precipitation,6,,,,
02.01.2020 14:00,17.7,751.7,768.1,-2.3,83,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,19.9,,,1500-2000,,,6.0,14.8,No precipitation,12,,,,
02.01.2020 11:00,16.5,754.0,770.5,,88,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,,,,2000-2500,,,4.6,14.5,No precipitation,6,,,,
02.01.2020 08:00,15.3,753.1,769.6,1.5,92,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,,,,2000-2500,,,3.2,14.0,No precipitation,12,,,,
02.01.2020 05:00,15.3,751.6,767.9,,87,Wind blowing from the east-southeast,1,,5,,Mist. ,,,11.7,20.0,,,,,,6.0,13.2,No precipitation,6,,,,
02.01.2020 02:00,14.7,751.7,768.1,,87,Wind blowing from the west-northwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,20.0,,,2500 or more  or no clouds.,,,6.0,12.6,No precipitation,12,,,,
01.01.2020 20:00,16.7,752.0,768.5,0.9,77,Wind blowing from the east-southeast,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,20.0,,,2500 or more  or no clouds.,,,6.0,12.7,No precipitation,12,,,,
01.01.2020 17:00,19.5,751.1,767.5,,63,Wind blowing from the east-southeast,2,,7,70 – 80%., ,,,11.7,20.0,,,2000-2500,,,11.0,12.3,No precipitation,6,,,,
01.01.2020 14:00,19.4,752.0,768.4,-3.1,60,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,20.0,,,2000-2500,,,10.0,11.4,No precipitation,12,,,,
01.01.2020 11:00,15.0,755.1,771.7,,65,Wind blowing from the north-northwest,1,,7,90  or more  but not 100%, ,,,11.7,18.0,,,2000-2500,,,8.0,8.5,No precipitation,6,,,,
01.01.2020 08:00,11.7,754.9,771.5,1.3,75,Wind blowing from the north-northwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,18.0,,,2000-2500,,,8.0,7.4,No precipitation,12,,,,
01.01.2020 05:00,12.0,753.6,770.1,,73,Wind blowing from the north-northwest,3,,7,, ,,,12.0,18.0,,,,,,10.0,7.3,No precipitation,6,,,,
01.01.2020 02:00,12.8,753.8,770.3,,70,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,18.0,,,2500 or more  or no clouds.,,,12.0,7.5,No precipitation,12,,,,
31.12.2019 20:00,14.5,754.2,770.8,1.2,65,Wind blowing from the north-west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,18.0,,,2000-2500,,,9.0,8.0,No precipitation,12,,,,
31.12.2019 17:00,17.4,753.0,769.5,,57,Wind blowing from the north-west,3,,9,, ,,,12.9,18.0,,,,,,14.0,8.8,No precipitation,6,,,,
31.12.2019 14:00,16.8,753.7,770.2,-2.8,59,Wind blowing from the west-northwest,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,18.0,,,1500-2000,,,15.0,8.8,No precipitation,12,,,,
31.12.2019 11:00,15.0,756.5,773.1,,66,Wind blowing from the north-west,4,,9,90  or more  but not 100%, ,,,12.9,18.1,,,1000-1500,,,14.0,8.7,No precipitation,6,,,,
31.12.2019 08:00,13.0,755.8,772.4,1.6,75,Wind blowing from the north-west,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,18.1,,,600-1000,,,17.0,8.7,Trace of precipitation,12,,,,
31.12.2019 05:00,13.5,754.2,770.7,,77,Wind blowing from the north-west,5,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.9,18.1,,,,,,18.0,9.6,No precipitation,6,,,,
31.12.2019 02:00,14.1,753.7,770.2,,77,Wind blowing from the north-west,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,18.1,,,2500 or more  or no clouds.,,,11.0,10.1,No precipitation,12,,,,
