Local time in Delingha,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 02:00,-13.5,527.7,767.8,,82,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-3.4,,,2500 or more  or no clouds.,,,17.0,-15.9,No precipitation,12,,,,
09.01.2020 20:00,-9.6,526.2,769.3,0.7,64,Wind blowing from the north,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-3.4,,,2500 or more  or no clouds.,,,10.0,-15.3,No precipitation,12,,,,
09.01.2020 17:00,-4.3,525.5,763.2,,43,Wind blowing from the west-southwest,1,,,90  or more  but not 100%, ,,,-15.4,-0.9,,,,,,30.0,-15.0,No precipitation,6,,,,
09.01.2020 14:00,-4.0,525.9,763.0,-1.8,42,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-0.5,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
09.01.2020 11:00,-7.5,527.7,765.7,,49,Wind blowing from the east-southeast,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-16.4,,,,,,
09.01.2020 08:00,-15.0,526.8,767.5,0.1,77,Wind blowing from the west-northwest,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-0.5,,,2500 or more  or no clouds.,,,23.0,-18.1,No precipitation,12,,,,
09.01.2020 05:00,-10.6,526.7,763.1,,63,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-16.3,,,,,,
09.01.2020 02:00,-9.3,526.2,762.4,,55,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.5,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
08.01.2020 20:00,-4.5,525.6,763.9,0.3,39,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.5,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
08.01.2020 17:00,-0.8,525.3,760.9,,31,Wind blowing from the east-southeast,2,,,20–30%., ,,,-13.2,-0.5,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,6,,,,
08.01.2020 14:00,-2.1,526.2,763.1,-1.8,29,Wind blowing from the east,1,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-2.1,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
08.01.2020 11:00,-7.2,528.0,767.4,,29,Wind blowing from the east-northeast,2,,,40%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-22.2,,,,,,
08.01.2020 08:00,-11.4,527.1,767.3,0.2,34,Wind blowing from the east,3,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.2,,,1500-2000,,,30.0,-24.2,No precipitation,12,,,,
08.01.2020 05:00,-10.3,526.9,766.0,,31,Wind blowing from the east-northeast,3,,,, ,,,-14.4,-5.2,,,,,,30.0,-24.2,No precipitation,6,,,,
08.01.2020 02:00,-10.7,527.6,767.8,,36,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.2,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
07.01.2020 20:00,-6.9,528.0,770.0,-0.1,35,Wind blowing from the east,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.2,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
07.01.2020 17:00,-6.1,528.1,769.3,,35,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,-14.4,-5.2,,,,,,30.0,-19.1,No precipitation,6,,,,
07.01.2020 14:00,-7.0,528.9,770.2,-1.2,39,Wind blowing from the east-northeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.4,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
07.01.2020 11:00,-10.9,530.1,772.9,,49,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,28.0,-19.5,,,,,,
07.01.2020 08:00,-13.9,530.1,776.2,0.0,57,Wind blowing from the east-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,,,,,,,30.0,-20.6,No precipitation,12,,,,
07.01.2020 05:00,-13.0,530.1,771.8,,63,Wind blowing from the east,3,,,, ,,,-13.8,-5.4,,,,,,30.0,-18.6,No precipitation,6,,,,
07.01.2020 02:00,-11.7,530.8,772.6,,72,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-5.4,,,2500 or more  or no clouds.,,,25.0,-15.7,0.1,12,,,,
06.01.2020 20:00,-12.8,531.1,775.6,0.9,83,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-5.4,,,2500 or more  or no clouds.,,,16.0,-15.1,2.0,12,,,,
06.01.2020 17:00,-5.6,530.2,770.3,,59,Wind blowing from the west-northwest,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-4.2,,,,,,30.0,-12.5,1.0,6,,,,
06.01.2020 14:00,-6.4,529.8,770.8,-0.4,74,Wind blowing from the west-northwest,1,,4,,Intermittent fall of snowflakes  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.4,,,2500 or more  or no clouds.,,,0.9,-10.4,2.0,12,,,,
06.01.2020 11:00,-9.2,530.2,773.3,,78,Wind blowing from the east,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.4,,,,1000-1500,,,2.2,-12.3,1.0,6,,,,
06.01.2020 08:00,-10.1,528.9,771.1,0.4,80,Wind blowing from the east,1,,4,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,,,,1000-1500,,,2.9,-12.9,0.4,12,,,,
06.01.2020 05:00,-9.8,528.5,767.1,,66,Wind blowing from the east,1,,,, ,,,-12.4,-3.4,,,,,,30.0,-15.1,No precipitation,6,,,,
06.01.2020 02:00,-10.9,528.5,767.8,,69,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.4,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,12,,,,
05.01.2020 20:00,-10.2,528.1,769.1,1.3,80,Wind blowing from the east,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.7,,,2500 or more  or no clouds.,,,4.8,-13.0,Trace of precipitation,12,,,,
05.01.2020 17:00,-4.2,526.8,764.1,,60,Wind blowing from the north-northwest,1,,,90  or more  but not 100%, ,,,-9.1,0.4,,,,,,24.0,-10.8,No precipitation,6,,,,
05.01.2020 14:00,-4.5,527.1,764.2,-0.8,60,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,,,,2500 or more  or no clouds.,,,15.0,-11.1,1.0,12,,,,
05.01.2020 11:00,-7.1,527.9,764.4,,75,Wind blowing from the west-northwest,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.1,,,,,,,7.0,-10.9,0.3,6,,,,
05.01.2020 08:00,-8.6,527.0,763.9,0.5,82,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,2.4,,,2500 or more  or no clouds.,,,8.0,-11.1,2.0,12,,,,
05.01.2020 05:00,-8.6,526.5,761.2,,85,Wind blowing from the north-west,1,,,,Snow not falling as shower(s). ,,,-8.7,2.4,,,,,,2.9,-10.7,2.0,6,,,,
05.01.2020 02:00,-7.9,526.3,760.5,,85,Wind blowing from the west-southwest,1,,5,,Intermittent fall of snowflakes  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,2.4,,,2500 or more  or no clouds.,,,0.8,-10.0,1.0,12,,,,
04.01.2020 20:00,-3.4,524.8,760.3,0.1,42,Wind blowing from the north-northeast,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,2.4,,,2500 or more  or no clouds.,,,28.0,-14.5,No precipitation,12,,,,
04.01.2020 17:00,0.4,524.7,758.1,,28,Wind blowing from the west,1,,,90  or more  but not 100%, ,,,-8.7,2.4,,,,,,27.0,-16.0,No precipitation,6,,,,
04.01.2020 14:00,0.6,526.1,759.3,-2.1,23,Wind blowing from the east,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,0.6,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
04.01.2020 11:00,-4.3,528.2,764.2,,26,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-20.9,,,,,,
04.01.2020 08:00,-7.7,528.1,765.3,-0.2,28,Wind blowing from the east,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.5,,,2500 or more  or no clouds.,,,30.0,-23.1,No precipitation,12,,,,
04.01.2020 05:00,-7.4,528.3,763.3,,28,Wind blowing from the east,1,,,, ,,,-14.7,0.5,,,,,,30.0,-22.8,No precipitation,6,,,,
04.01.2020 02:00,-6.1,529.2,764.7,,23,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.5,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
03.01.2020 20:00,-3.8,531.4,773.5,-0.2,29,Wind blowing from the east-northeast,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.5,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
03.01.2020 17:00,0.1,531.6,770.8,,22,Wind blowing from the east,2,,,no clouds, ,,,-14.7,0.5,,,,,,30.0,-19.1,No precipitation,6,,,,
03.01.2020 14:00,-1.3,533.1,771.0,-1.8,24,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.0,,,,,,24.0,-19.3,No precipitation,12,,,,
03.01.2020 11:00,-8.0,534.9,776.3,,36,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,24.0,-20.5,,,,,,
03.01.2020 08:00,-14.4,534.5,777.8,0.0,60,Wind blowing from the west-northwest,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.0,,,,,,30.0,-20.5,No precipitation,12,,,,
03.01.2020 05:00,-12.3,534.5,774.9,,56,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-19.3,,,,,,
03.01.2020 02:00,-7.4,534.0,772.3,,44,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,0.0,,,2500 or more  or no clouds.,,,17.0,-17.8,No precipitation,12,,,,
02.01.2020 20:00,-3.4,532.6,773.5,0.2,25,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,0.0,,,2500 or more  or no clouds.,,,28.0,-20.6,No precipitation,12,,,,
02.01.2020 17:00,0.0,532.4,771.8,,21,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-13.1,3.4,,,,,,22.0,-19.7,No precipitation,6,,,,
02.01.2020 14:00,-1.2,533.0,772.4,-1.4,22,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,3.9,,,2500 or more  or no clouds.,,,21.0,-20.2,No precipitation,12,,,,
02.01.2020 11:00,-6.9,534.4,776.5,,30,Wind blowing from the west-northwest,1,,,90  or more  but not 100%, ,,,,,,,,,,25.0,-21.6,,,,,,
02.01.2020 08:00,-11.3,533.8,776.8,0.6,45,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
02.01.2020 05:00,-12.2,533.2,771.2,,51,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,21.0,-20.3,,,,,,
02.01.2020 02:00,-10.5,532.8,771.5,,52,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,3.9,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
01.01.2020 20:00,-6.5,531.1,771.4,1.5,50,Wind blowing from the north-northwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,3.9,,,2500 or more  or no clouds.,,,11.0,-15.4,No precipitation,12,,,,
01.01.2020 17:00,3.5,529.6,762.7,,21,Wind blowing from the south,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-16.8,,,,,,
01.01.2020 14:00,0.2,529.2,763.5,-0.5,22,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,0.8,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
01.01.2020 11:00,-3.5,529.7,765.8,,24,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-21.2,,,,,,
01.01.2020 08:00,-8.4,528.9,765.4,1.0,32,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,0.8,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
01.01.2020 05:00,-5.6,527.9,761.8,,26,Wind blowing from the east,2,,,, ,,,,,,,,,,30.0,-22.1,,,,,,
01.01.2020 02:00,-5.1,527.7,762.4,,27,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,0.8,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
31.12.2019 20:00,-1.3,528.0,765.3,-0.3,22,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,0.8,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
