Local time in Akqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 02:00,-13.0,601.4,773.4,,85,Wind blowing from the west,0,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-0.5,,,2500 or more  or no clouds.,,,5.0,-15.0,No precipitation,12,,,,
09.01.2020 20:00,-7.9,600.6,772.3,1.2,66,Wind blowing from the east-northeast,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-0.5,,,1500-2000,,,8.0,-13.3,No precipitation,12,,,,
09.01.2020 17:00,-4.0,599.4,769.9,,44,Wind blowing from the east-northeast,4,,9,10%  or less  but not 0, ,,,-11.4,-0.5,,,1500-2000,,,13.0,-14.7,No precipitation,6,,,,
09.01.2020 14:00,-3.3,600.1,771.0,-0.6,24,Wind blowing from the south-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.5,,,,,,30.0,-21.0,No precipitation,12,,,,
09.01.2020 11:00,-10.2,600.7,773.1,,55,Wind blowing from the west-southwest,3,,9,no clouds, ,,,-11.4,,,,,,,14.0,-17.7,No precipitation,6,,,,
09.01.2020 08:00,-8.3,599.8,769.9,-0.6,57,Wind blowing from the west,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.5,,,1500-2000,,,21.0,-15.3,No precipitation,12,,,,
09.01.2020 05:00,-9.8,600.4,770.4,,78,Wind blowing from the west,3,,6,,Mist. ,,,-11.4,-1.5,,,,,,6.0,-12.9,No precipitation,6,,,,
09.01.2020 02:00,-11.0,601.2,772.2,,76,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-1.5,,,2500 or more  or no clouds.,,,5.0,-14.4,No precipitation,12,,,,
08.01.2020 20:00,-4.1,600.8,771.1,1.0,44,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-1.5,,,1500-2000,,,14.0,-14.8,No precipitation,12,,,,
08.01.2020 17:00,-1.8,599.8,769.5,,37,Wind blowing from the east,3,,,20–30%., ,,,-10.1,-1.5,,,1500-2000,,,18.0,-14.6,No precipitation,6,,,,
08.01.2020 14:00,-2.5,601.0,771.5,-0.2,41,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-1.9,,,1500-2000,,,21.0,-14.2,No precipitation,12,,,,
08.01.2020 11:00,-7.2,601.2,772.5,,57,Wind blowing from the south-west,1,,5,90  or more  but not 100%, ,,,-10.1,-2.3,,,1500-2000,,,11.0,-14.3,No precipitation,6,,,,
08.01.2020 08:00,-7.9,600.3,770.8,-0.5,59,Wind blowing from the west-southwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-2.3,,,1500-2000,,,11.0,-14.5,No precipitation,12,,,,
08.01.2020 05:00,-9.4,600.8,771.0,,71,Wind blowing from the west,2,,4,,Mist. ,,,-10.1,-2.3,,,,,,7.0,-13.7,No precipitation,6,,,,
08.01.2020 02:00,-9.9,601.4,772.6,,76,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-2.3,,,2500 or more  or no clouds.,,,6.0,-13.3,No precipitation,12,,,,
07.01.2020 20:00,-5.2,600.4,771.2,0.7,48,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-2.3,,,1500-2000,,,12.0,-14.5,No precipitation,12,,,,
07.01.2020 17:00,-2.4,599.7,769.5,,35,Wind blowing from the east,1,,,100%., ,,,-11.4,-2.3,,,1500-2000,,,16.0,-15.8,No precipitation,6,,,,
07.01.2020 14:00,-4.3,600.6,771.8,0.1,45,Wind blowing from the west-southwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-3.2,,,1500-2000,,,13.0,-14.7,No precipitation,12,,,,
07.01.2020 11:00,-7.9,600.5,772.9,,61,Wind blowing from the west-southwest,2,,5,100%., ,,,-11.4,,,,1500-2000,,,9.0,-14.1,No precipitation,6,,,,
07.01.2020 08:00,-8.7,599.7,771.1,-0.3,69,Wind blowing from the west,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-3.2,,,1500-2000,,,7.0,-13.4,No precipitation,12,,,,
07.01.2020 05:00,-9.1,600.0,770.3,,74,Wind blowing from the west,2,,5,,Mist. ,,,-12.4,-3.2,,,,,,5.0,-12.9,No precipitation,6,,,,
07.01.2020 02:00,-10.4,600.6,772.0,,81,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-3.2,,,2500 or more  or no clouds.,,,4.9,-13.0,No precipitation,12,,,,
06.01.2020 20:00,-7.5,599.7,772.0,0.6,60,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-3.2,,,1500-2000,,,9.0,-14.1,No precipitation,12,,,,
06.01.2020 17:00,-3.8,599.1,769.9,,39,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,-13.6,-2.5,,,1500-2000,,,17.0,-16.0,No precipitation,6,,,,
06.01.2020 14:00,-5.1,600.3,772.3,-0.5,44,Wind blowing from the north-east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-1.5,,,1500-2000,,,20.0,-15.7,No precipitation,12,,,,
06.01.2020 11:00,-11.4,600.8,774.6,,65,Wind blowing from the west,2,,6,90  or more  but not 100%, ,,,,,,,1500-2000,,,15.0,-16.8,No precipitation,6,,,,
06.01.2020 08:00,-11.4,599.8,771.8,-0.4,66,Wind blowing from the west-southwest,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-1.5,,,1500-2000,,,12.0,-16.5,No precipitation,12,,,,
06.01.2020 05:00,-11.4,600.2,771.0,,71,Wind blowing from the west-southwest,2,,6,, ,,,-13.6,-1.5,,,,,,9.0,-15.6,No precipitation,6,,,,
06.01.2020 02:00,-11.9,600.6,771.7,,79,Wind blowing from the west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.5,,,2500 or more  or no clouds.,,,6.0,-14.8,No precipitation,12,,,,
05.01.2020 20:00,-6.3,600.3,772.9,0.6,54,Wind blowing from the east,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.5,,,1500-2000,,,8.0,-14.1,No precipitation,12,,,,
05.01.2020 17:00,-2.6,599.7,770.4,,35,Wind blowing from the east,3,,7,20–30%., ,,,-12.6,-1.5,,,1500-2000,,,18.0,-16.0,No precipitation,6,,,,
05.01.2020 14:00,-2.6,601.1,771.5,-0.1,25,Wind blowing from the west-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-2.6,,,,,,30.0,-19.9,No precipitation,12,,,,
05.01.2020 11:00,-8.6,601.2,773.1,,44,Wind blowing from the west-southwest,3,,7,no clouds, ,,,-12.6,-2.6,,,,,,30.0,-18.9,No precipitation,6,,,,
05.01.2020 08:00,-12.3,600.4,773.2,-0.2,65,Wind blowing from the west-northwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-2.6,,,2500 or more  or no clouds.,,,16.0,-17.5,No precipitation,12,,,,
05.01.2020 05:00,-11.6,600.6,772.0,,68,Wind blowing from the west,1,,6,, ,,,-11.6,-2.6,,,,,,13.0,-16.3,No precipitation,6,,,,
05.01.2020 02:00,-9.6,600.3,771.1,,66,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.6,,,2500 or more  or no clouds.,,,9.0,-14.8,No precipitation,12,,,,
04.01.2020 20:00,-7.1,599.7,770.8,1.4,61,Wind blowing from the east,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.6,,,1500-2000,,,6.0,-13.5,No precipitation,12,,,,
04.01.2020 17:00,-3.8,598.3,768.1,,45,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%, ,,,-11.5,-0.9,,,1500-2000,,,13.0,-14.0,No precipitation,6,,,,
04.01.2020 14:00,-4.1,599.1,770.2,0.2,41,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-0.8,,,1500-2000,,,21.0,-15.4,No precipitation,12,,,,
04.01.2020 11:00,-8.3,598.9,770.3,,56,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%, ,,,-11.5,,,,1500-2000,,,20.0,-15.5,No precipitation,6,,,,
04.01.2020 08:00,-8.3,598.2,768.4,-0.6,53,Wind blowing from the west-northwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.8,,,1500-2000,,,30.0,-16.2,No precipitation,12,,,,
04.01.2020 05:00,-8.9,598.8,767.8,,54,Wind blowing from the west,2,,5,, ,,,-12.0,-0.8,,,,,,30.0,-16.7,No precipitation,6,,,,
04.01.2020 02:00,-11.4,599.5,770.5,,65,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.8,,,2500 or more  or no clouds.,,,27.0,-16.8,No precipitation,12,,,,
03.01.2020 20:00,-5.8,599.6,771.2,0.2,47,Wind blowing from the east-northeast,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.8,,,1500-2000,,,14.0,-15.3,No precipitation,12,,,,
03.01.2020 17:00,-1.3,599.4,769.1,,28,Wind blowing from the east,2,,6,100%., ,,,-12.0,-0.5,,,1500-2000,,,30.0,-17.5,No precipitation,6,,,,
03.01.2020 14:00,-3.8,601.2,771.7,-0.7,35,Wind blowing from the west,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.5,,,1500-2000,,,30.0,-17.0,No precipitation,12,,,,
03.01.2020 11:00,-9.7,601.9,775.0,,58,Wind blowing from the west,3,,6,70 – 80%., ,,,-12.0,,,,1500-2000,,,25.0,-16.6,No precipitation,6,,,,
03.01.2020 08:00,-10.9,601.4,773.1,-0.7,62,Wind blowing from the west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-0.5,,,2500 or more  or no clouds.,,,26.0,-16.8,No precipitation,12,,,,
03.01.2020 05:00,-10.3,602.1,772.3,,62,Wind blowing from the west,2,,6,, ,,,-11.6,-0.5,,,,,,22.0,-16.2,No precipitation,6,,,,
03.01.2020 02:00,-8.7,603.1,773.7,,60,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-0.5,,,2500 or more  or no clouds.,,,14.0,-15.1,No precipitation,12,,,,
02.01.2020 20:00,-4.7,603.1,775.1,0.7,46,Wind blowing from the east-northeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-0.5,,,2500 or more  or no clouds.,,,17.0,-14.8,No precipitation,12,,,,
02.01.2020 17:00,-0.5,602.4,772.6,,33,Wind blowing from the east,2,,,50%., ,,,-11.6,-0.5,,,2500 or more  or no clouds.,,,22.0,-14.8,No precipitation,6,,,,
02.01.2020 14:00,-2.3,604.1,774.7,0.1,37,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-0.1,,,,,,29.0,-15.3,No precipitation,12,,,,
02.01.2020 11:00,-9.8,604.0,777.0,,62,Wind blowing from the south-southwest,2,,5,60%., ,,,-11.6,,,,2500 or more  or no clouds.,,,18.0,-15.7,No precipitation,6,,,,
02.01.2020 08:00,-10.4,602.7,774.5,-0.9,68,Wind blowing from the west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,1.0,,,1500-2000,,,17.0,-15.3,No precipitation,12,,,,
02.01.2020 05:00,-9.7,603.6,774.2,,66,Wind blowing from the west,3,,7,, ,,,-9.7,1.0,,,,,,13.0,-14.9,No precipitation,6,,,,
02.01.2020 02:00,-8.2,603.7,773.6,,65,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,1.0,,,2500 or more  or no clouds.,,,10.0,-13.6,No precipitation,12,,,,
01.01.2020 20:00,-4.6,602.8,773.5,1.4,51,Wind blowing from the east-northeast,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,1.0,,,2500 or more  or no clouds.,,,10.0,-13.2,No precipitation,12,,,,
01.01.2020 17:00,-0.9,601.4,771.3,,39,Wind blowing from the east,3,,8,10%  or less  but not 0, ,,,-9.7,1.0,,,2500 or more  or no clouds.,,,14.0,-13.1,No precipitation,6,,,,
01.01.2020 14:00,-0.5,601.8,770.5,0.6,37,Wind blowing from the east,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,1.3,,,1500-2000,,,25.0,-13.4,No precipitation,12,,,,
01.01.2020 11:00,-2.9,601.2,770.5,,55,Wind blowing from the west-southwest,2,,8,70 – 80%., ,,,-9.7,1.3,,,1500-2000,,,30.0,-10.7,No precipitation,6,,,,
01.01.2020 08:00,-7.0,600.3,770.2,0.5,55,Wind blowing from the west,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,1.3,,,1500-2000,,,24.0,-14.7,No precipitation,12,,,,
01.01.2020 05:00,-9.6,599.8,769.2,,66,Wind blowing from the west-southwest,1,,5,, ,,,-9.6,1.3,,,,,,19.0,-14.8,No precipitation,6,,,,
01.01.2020 02:00,-6.3,599.7,767.6,,51,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,1.3,,,2500 or more  or no clouds.,,,26.0,-14.8,No precipitation,12,,,,
31.12.2019 20:00,-4.3,599.3,768.5,0.5,42,Wind blowing from the north-east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.3,,,1500-2000,,,16.0,-15.3,No precipitation,12,,,,
31.12.2019 17:00,-0.6,598.8,766.4,,31,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%, ,,,-6.7,1.3,,,1500-2000,,,25.0,-15.6,No precipitation,6,,,,
31.12.2019 14:00,0.3,599.7,767.4,-0.3,28,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,0.8,,,1500-2000,,,29.0,-16.1,No precipitation,12,,,,
31.12.2019 11:00,-6.6,600.0,770.5,,50,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%, ,,,-6.7,,,,1500-2000,,,19.0,-15.5,No precipitation,6,,,,
31.12.2019 08:00,-6.0,599.6,768.4,-0.6,47,Wind blowing from the west-southwest,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.8,,,1500-2000,,,24.0,-15.7,No precipitation,12,,,,
31.12.2019 05:00,-5.5,600.2,767.8,,48,Wind blowing from the west-southwest,2,,5,, ,,,-7.6,0.8,,,,,,21.0,-15.0,No precipitation,6,,,,
