Local time in Changling Economic Development Area,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 02:00,-17.8,750.7,769.7,,85,Wind blowing from the south-southeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-10.1,,,2500 or more  or no clouds.,,,3.9,-19.7,No precipitation,12,,,,
09.01.2020 20:00,-15.7,751.7,771.1,-0.3,87,Wind blowing from the south-southeast,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-10.1,,,,,,4.9,-17.4,No precipitation,12,,,,
09.01.2020 17:00,-13.8,752.0,771.2,,79,Wind blowing from the south,2,,5,no clouds, ,,,-19.4,-10.1,,,,,,7.0,-16.7,No precipitation,6,,,,
09.01.2020 14:00,-10.4,751.9,770.9,-0.6,74,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-10.3,,,,,,15.0,-14.2,No precipitation,12,,,,
09.01.2020 11:00,-11.8,752.5,771.6,,84,Wind blowing from the south,1,,,, ,,,,,,,,,,9.0,-14.0,,,,,,
09.01.2020 08:00,-19.1,752.5,771.7,0.6,85,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-10.3,,,,,,1.8,-21.0,No precipitation,12,,,,
09.01.2020 05:00,-17.5,751.9,771.1,,86,Calm  no wind,0,,,,Mist. ,,,-17.5,-10.3,,,,,,6.0,-19.3,No precipitation,6,,,,
09.01.2020 02:00,-16.1,752.0,771.1,,88,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-10.3,,,2500 or more  or no clouds.,,,8.0,-17.7,No precipitation,12,,,,
08.01.2020 20:00,-10.7,751.4,770.3,0.7,85,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-10.3,,,,,,10.0,-12.8,Trace of precipitation,12,,,,
08.01.2020 17:00,-11.2,750.7,769.6,,79,Wind blowing from the north-northwest,1,,7,no clouds, ,,,-12.2,-10.3,,,,,,11.0,-14.2,No precipitation,6,,,,
08.01.2020 14:00,-10.4,750.2,769.0,-0.6,72,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-10.4,,,2500 or more  or no clouds.,,,18.0,-14.6,Trace of precipitation,12,,,,
08.01.2020 11:00,-11.5,750.8,769.6,,79,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.6,,,,,,11.0,-14.5,Trace of precipitation,6,,,,
08.01.2020 08:00,-12.1,750.5,769.4,1.2,85,Wind blowing from the north,3,,7,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.6,,,1500-2000,,,7.0,-14.2,No precipitation,12,,,,
08.01.2020 05:00,-11.5,749.3,768.1,,87,Wind blowing from the north,3,,7,, ,,,,-10.6,,,,,,11.0,-13.3,No precipitation,6,,,,
08.01.2020 02:00,-11.2,749.6,768.4,,87,Wind blowing from the north,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.6,,,2500 or more  or no clouds.,,,7.0,-13.0,No precipitation,12,,,,
07.01.2020 20:00,-11.1,750.4,769.4,-0.8,88,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-2.2,,,1500-2000,,,8.0,-12.7,No precipitation,12,,,,
07.01.2020 17:00,-11.8,751.2,770.3,,84,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.8,,,1500-2000,,,6.0,-14.0,No precipitation,6,,,,
07.01.2020 14:00,-10.7,751.4,770.4,-1.0,82,Wind blowing from the north,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.8,,,2500 or more  or no clouds.,,,7.0,-13.2,No precipitation,12,,,,
07.01.2020 11:00,-13.8,752.4,771.3,,86,Wind blowing from the north-west,1,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,,,,1500-2000,,,6.0,-15.7,No precipitation,6,,,,
07.01.2020 08:00,-17.6,752.5,771.3,0.3,86,Wind blowing from the west-northwest,1,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.8,,,1500-2000,,,3.7,-19.4,No precipitation,12,,,,
07.01.2020 05:00,-17.4,752.2,770.9,,87,Wind blowing from the west-northwest,1,,8,,Mist. ,,,-17.4,-1.8,,,,,,3.5,-19.1,No precipitation,6,,,,
07.01.2020 02:00,-14.7,752.2,770.9,,89,Wind blowing from the west-northwest,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-1.8,,,2500 or more  or no clouds.,,,3.6,-16.1,0.6,12,,,,
06.01.2020 20:00,-2.2,750.7,769.1,0.3,93,Wind blowing from the south-southwest,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-1.8,,,1500-2000,,,5.0,-3.2,1.0,12,,,,
06.01.2020 17:00,-1.8,750.4,768.8,,94,Wind blowing from the south,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-1.8,,,1500-2000,,,3.3,-2.7,1.0,6,,,,
06.01.2020 14:00,-2.5,749.8,768.3,-1.0,86,Wind blowing from the south-southwest,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-2.5,,,1500-2000,,,4.0,-4.6,0.6,12,,,,
06.01.2020 11:00,-4.1,750.8,769.3,,65,Wind blowing from the south-southeast,3,,,100%., ,,,-9.8,-4.1,,,1500-2000,,,10.0,-9.8,No precipitation,6,,,,
06.01.2020 08:00,-7.1,751.3,769.9,-0.8,68,Wind blowing from the south-east,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.6,,,2500 or more  or no clouds.,,,11.0,-12.1,No precipitation,12,,,,
06.01.2020 05:00,-8.6,752.1,770.8,,72,Wind blowing from the south-east,3,,,, ,,,,-5.6,,,,,,10.0,-12.8,No precipitation,6,,,,
06.01.2020 02:00,-8.3,752.9,771.5,,73,Wind blowing from the south-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.6,,,2500 or more  or no clouds.,,,9.0,-12.4,No precipitation,12,,,,
05.01.2020 20:00,-8.3,754.4,773.4,-0.2,75,Wind blowing from the south,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-5.6,,,2500 or more  or no clouds.,,,6.0,-12.0,No precipitation,12,,,,
05.01.2020 17:00,-7.3,754.6,773.5,,75,Wind blowing from the south-southeast,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-5.6,,,,,,6.0,-11.0,No precipitation,6,,,,
05.01.2020 14:00,-5.9,754.8,773.5,-0.9,69,Wind blowing from the south,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-5.8,,,2500 or more  or no clouds.,,,8.0,-10.8,No precipitation,12,,,,
05.01.2020 11:00,-9.8,755.7,774.6,,74,Wind blowing from the south,2,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-6.9,,,2500 or more  or no clouds.,,,5.0,-13.6,No precipitation,6,,,,
05.01.2020 08:00,-15.1,755.8,774.9,0.9,88,Wind blowing from the south,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-6.9,,,2500 or more  or no clouds.,,,3.3,-16.7,No precipitation,12,,,,
05.01.2020 05:00,-13.1,754.9,773.8,,86,Wind blowing from the south,2,,4,,Mist. ,,,-15.6,-6.9,,,,,,6.0,-15.0,No precipitation,6,,,,
05.01.2020 02:00,-11.0,754.9,773.8,,81,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-6.9,,,2500 or more  or no clouds.,,,10.0,-13.7,No precipitation,12,,,,
04.01.2020 20:00,-10.2,754.4,773.5,0.7,77,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-6.9,,,,,,9.0,-13.5,No precipitation,12,,,,
04.01.2020 17:00,-8.4,753.7,772.6,,69,Wind blowing from the south-west,2,,3,no clouds, ,,,-15.6,-6.9,,,,,,14.0,-13.2,No precipitation,6,,,,
04.01.2020 14:00,-7.6,752.8,771.6,0.0,64,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-7.4,,,2500 or more  or no clouds.,,,20.0,-13.3,No precipitation,12,,,,
04.01.2020 11:00,-9.8,752.8,771.6,,66,Wind blowing from the north-northwest,1,,6,, ,,,-15.6,-8.1,,,,,,19.0,-15.0,No precipitation,6,,,,
04.01.2020 08:00,-15.5,751.6,770.6,1.6,85,Wind blowing from the west-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-8.1,,,,,,8.0,-17.5,No precipitation,12,,,,
04.01.2020 05:00,-13.8,750.0,768.9,,83,Wind blowing from the west,2,,6,, ,,,-15.8,-8.1,,,,,,13.0,-16.1,No precipitation,6,,,,
04.01.2020 02:00,-10.7,749.6,768.3,,73,Wind blowing from the west-southwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.1,,,2500 or more  or no clouds.,,,17.0,-14.7,No precipitation,12,,,,
03.01.2020 20:00,-11.0,750.4,769.3,-0.7,72,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.1,,,,,,14.0,-15.1,No precipitation,12,,,,
03.01.2020 17:00,-10.2,751.1,770.1,,67,Wind blowing from the south-west,2,,5,no clouds, ,,,-15.8,-8.1,,,,,,9.0,-15.2,No precipitation,6,,,,
03.01.2020 14:00,-8.1,750.6,769.4,-0.8,58,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.1,,,,,,16.0,-15.0,No precipitation,12,,,,
03.01.2020 11:00,-12.0,751.4,770.4,,65,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-15.8,-11.5,,,,,,11.0,-17.3,No precipitation,6,,,,
03.01.2020 08:00,-15.6,751.3,770.4,0.7,75,Wind blowing from the west-southwest,2,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-11.5,,,,,,6.0,-19.1,No precipitation,12,,,,
03.01.2020 05:00,-15.1,750.6,769.6,,72,Wind blowing from the west-southwest,3,,7,, ,,,-17.6,-11.5,,,,,,20.0,-19.1,No precipitation,6,,,,
03.01.2020 02:00,-13.4,751.1,770.1,,65,Wind blowing from the west-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.5,,,2500 or more  or no clouds.,,,19.0,-18.7,No precipitation,12,,,,
02.01.2020 20:00,-11.8,751.9,771.0,-0.1,60,Wind blowing from the south-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-11.6,,,,,,14.0,-18.1,No precipitation,12,,,,
02.01.2020 17:00,-11.9,752.0,771.1,,61,Wind blowing from the south-west,4,,7,no clouds, ,,,-17.6,-11.9,,,,,,14.0,-18.0,No precipitation,6,,,,
02.01.2020 14:00,-12.4,752.2,771.3,-1.2,60,Wind blowing from the west-southwest,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-12.4,,,2500 or more  or no clouds.,,,7.0,-18.7,No precipitation,12,,,,
02.01.2020 11:00,-14.4,753.4,772.6,,63,Wind blowing from the south-southwest,4,,6,no clouds, ,,,-17.6,-14.1,,,,,,10.0,-20.0,No precipitation,6,,,,
02.01.2020 08:00,-17.4,753.6,772.9,0.0,69,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-14.1,,,,,,11.0,-21.8,No precipitation,12,,,,
02.01.2020 05:00,-16.9,753.6,772.9,,69,Wind blowing from the south,1,,5,, ,,,,-14.1,,,,,,15.0,-21.3,No precipitation,6,,,,
02.01.2020 02:00,-16.6,754.6,773.8,,66,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-14.1,,,2500 or more  or no clouds.,,,16.0,-21.5,No precipitation,12,,,,
01.01.2020 20:00,-15.7,755.7,775.3,-0.3,61,Wind blowing from the south,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-14.1,,,,,,12.0,-21.6,No precipitation,12,,,,
01.01.2020 17:00,-15.2,756.0,775.5,,60,Wind blowing from the south,1,,4,no clouds, ,,,-22.7,-13.8,,,,,,10.0,-21.3,No precipitation,6,,,,
01.01.2020 14:00,-14.4,755.8,775.2,-0.3,53,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-13.5,,,,,,19.0,-22.0,No precipitation,12,,,,
01.01.2020 11:00,-16.8,756.1,775.6,,58,Wind blowing from the south-west,2,,3,no clouds, ,,,-22.7,-13.5,,,,,,13.0,-23.2,No precipitation,6,,,,
01.01.2020 08:00,-22.2,756.1,775.6,1.2,72,Wind blowing from the west-northwest,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-13.5,,,,,,5.0,-25.9,No precipitation,12,,,,
01.01.2020 05:00,-21.5,754.9,774.3,,69,Wind blowing from the west,1,,7,, ,,,-22.6,-13.5,,,,,,19.0,-25.7,No precipitation,6,,,,
01.01.2020 02:00,-19.5,754.6,774.0,,65,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-13.5,,,2500 or more  or no clouds.,,,20.0,-24.5,No precipitation,12,,,,
31.12.2019 20:00,-16.6,752.6,772.0,0.4,69,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-13.5,,,,,,12.0,-21.0,No precipitation,12,,,,
31.12.2019 17:00,-13.8,752.2,771.6,,57,Wind blowing from the south-west,4,,9,no clouds, ,,,-23.6,-13.5,,,,,,16.0,-20.6,No precipitation,6,,,,
31.12.2019 14:00,-14.1,752.1,771.5,-1.6,55,Wind blowing from the south-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-14.1,,,,,,24.0,-21.3,No precipitation,12,,,,
31.12.2019 11:00,-17.7,753.7,773.4,,53,Wind blowing from the south-west,4,,9,no clouds, ,,,-23.6,-17.7,,,,,,19.0,-25.1,No precipitation,6,,,,
31.12.2019 08:00,-20.6,755.2,775.0,-0.9,57,Wind blowing from the south-west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-17.7,,,,,,21.0,-27.0,No precipitation,12,,,,
