Local time in Garze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 20:00,0.0,503.5,761.1,2.3,43,Wind blowing from the west,3,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.4,,,1500-2000,,,30.0,-11.1,No precipitation,12,,,,
10.01.2020 17:00,4.1,501.2,754.0,,22,Wind blowing from the west,4,,12,90  or more  but not 100%, ,,,-2.3,7.4,,,1500-2000,,,30.0,-15.7,No precipitation,6,,,,
10.01.2020 14:00,6.2,500.6,750.7,-1.3,14,Wind blowing from the west-southwest,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.3,,,1500-2000,,,30.0,-19.3,No precipitation,12,,,,
10.01.2020 11:00,4.0,501.9,755.0,,19,Wind blowing from the west-southwest,4,,10,70 – 80%., ,,,-2.3,8.3,,,1500-2000,,,30.0,-17.6,No precipitation,6,,,,
10.01.2020 08:00,-1.6,500.7,755.4,0.6,35,Wind blowing from the west-northwest,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,8.3,,,1500-2000,,,30.0,-15.1,No precipitation,12,,,,
10.01.2020 05:00,0.7,500.1,751.3,,27,Wind blowing from the west,2,,12,, ,,,-6.4,8.3,,,,,,30.0,-16.2,No precipitation,6,,,,
10.01.2020 02:00,3.2,499.9,749.3,-0.2,22,Wind blowing from the south-southwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,8.3,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
09.01.2020 23:00,1.1,500.1,753.1,,50,Wind blowing from the north-west,3,,12,, ,,,-6.4,8.3,,,,,,30.0,-8.4,No precipitation,6,,,,
09.01.2020 20:00,2.8,499.5,755.6,0.3,39,Wind blowing from the north,2,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,8.3,,,1500-2000,,,28.0,-9.8,No precipitation,12,,,,
09.01.2020 17:00,6.1,499.2,753.4,,19,Wind blowing from the north-west,2,,11,90  or more  but not 100%, ,,,-6.4,8.3,,,,,,30.0,-15.8,No precipitation,6,,,,
09.01.2020 14:00,6.9,500.7,754.2,-2.7,14,Wind blowing from the west-southwest,3,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,7.4,,,1500-2000,,,30.0,-18.8,No precipitation,12,,,,
09.01.2020 11:00,2.7,503.4,758.8,,34,Wind blowing from the east,1,,,10%  or less  but not 0, ,,,-6.4,7.0,,,1500-2000,,,30.0,-11.6,No precipitation,6,,,,
09.01.2020 08:00,-5.3,502.9,761.3,0.2,65,Wind blowing from the west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,7.0,,,1500-2000,,,30.0,-11.0,No precipitation,12,,,,
09.01.2020 05:00,-5.5,502.7,758.5,,67,Wind blowing from the east,2,,,, ,,,-10.1,7.0,,,,,,30.0,-10.7,No precipitation,6,,,,
09.01.2020 02:00,-3.8,502.8,757.9,0.2,64,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,7.0,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,12,,,,
08.01.2020 23:00,-0.4,502.6,759.4,,44,Wind blowing from the north-northwest,1,,8,, ,,,-10.1,7.0,,,,,,30.0,-11.2,No precipitation,6,,,,
08.01.2020 20:00,1.7,501.9,762.4,1.3,37,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,7.0,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
08.01.2020 17:00,6.3,500.6,757.3,,18,Wind blowing from the west-southwest,2,,8,60%., ,,,-10.1,7.0,,,1500-2000,,,30.0,-16.3,No precipitation,6,,,,
08.01.2020 14:00,5.8,501.3,757.6,-2.5,20,Wind blowing from the west,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,6.5,,,1500-2000,,,30.0,-15.4,No precipitation,12,,,,
08.01.2020 11:00,-0.6,503.8,764.0,,42,Wind blowing from the east,1,,4,20–30%., ,,,-10.1,3.4,,,1500-2000,,,19.0,-12.2,No precipitation,6,,,,
08.01.2020 08:00,-10.1,502.8,766.7,,75,Wind blowing from the east-northeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,3.4,,,2000-2500,,,21.0,-13.7,No precipitation,12,,,,
08.01.2020 05:00,-8.9,502.5,762.4,,75,Wind blowing from the south,1,,5,, ,,,-13.8,3.4,,,,,,30.0,-12.5,No precipitation,6,,,,
08.01.2020 02:00,-7.3,502.8,763.2,-0.3,68,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,3.4,,,2500 or more  or no clouds.,,,28.0,-12.2,No precipitation,12,,,,
07.01.2020 23:00,-5.3,503.1,766.8,,52,Wind blowing from the west,1,,5,, ,,,-13.8,3.4,,,,,,16.0,-13.8,No precipitation,6,,,,
07.01.2020 20:00,-3.1,502.4,768.1,0.2,35,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,3.4,,,,,,15.0,-16.7,No precipitation,12,,,,
07.01.2020 17:00,2.2,502.2,764.4,,19,Wind blowing from the south-west,1,,4,100%., ,,,-13.8,3.4,,,1500-2000,,,30.0,-19.1,No precipitation,6,,,,
07.01.2020 14:00,0.0,504.3,767.9,-3.3,20,Wind blowing from the west-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.4,,,1500-2000,,,30.0,-20.3,No precipitation,12,,,,
07.01.2020 11:00,-7.4,507.6,775.4,,37,Wind blowing from the east-southeast,2,,2,20–30%., ,,,-13.8,0.4,,,1500-2000,,,28.0,-19.6,No precipitation,6,,,,
07.01.2020 08:00,-13.6,507.0,776.2,0.5,69,Wind blowing from the south-southwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.4,,,1500-2000,,,30.0,-18.1,No precipitation,12,,,,
07.01.2020 05:00,-13.2,506.5,772.3,,72,Calm  no wind,0,,,, ,,,-13.2,0.4,,,,,,30.0,-17.3,No precipitation,6,,,,
07.01.2020 02:00,-11.3,506.7,773.2,0.0,57,Wind blowing from the south,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.4,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
06.01.2020 23:00,-8.3,506.7,772.6,,33,Wind blowing from the west,1,,16,, ,,,-8.8,0.4,,,,,,30.0,-21.7,No precipitation,6,,,,
06.01.2020 20:00,-5.0,505.4,767.6,1.6,18,Wind blowing from the north,2,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,0.4,,,1500-2000,,,21.0,-25.7,0.5,12,,,,
06.01.2020 17:00,0.0,503.8,762.6,,12,Wind blowing from the west,6,,16,90  or more  but not 100%, ,,,-5.8,3.9,,,,,,30.0,-26.1,No precipitation,6,,,,
06.01.2020 14:00,-2.9,503.2,762.3,,60,Wind blowing from the north,4,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,,,,1500-2000,,,20.0,-9.6,0.5,12,,,,
06.01.2020 11:00,-4.9,503.7,764.5,,76,Wind blowing from the north-east,1,,15,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,,,,1500-2000,,,23.0,-8.5,0.5,6,,,,
06.01.2020 08:00,-3.1,500.9,758.0,0.2,66,Wind blowing from the north-west,2,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,,,,1500-2000,,,30.0,-8.7,No precipitation,12,,,,
06.01.2020 05:00,-3.5,500.7,755.8,,63,Wind blowing from the north,1,,14,, ,,,-3.6,5.4,,,,,,30.0,-9.7,No precipitation,6,,,,
06.01.2020 02:00,-1.6,501.1,755.2,0.4,46,Wind blowing from the south-southeast,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,5.4,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
05.01.2020 23:00,-2.2,500.7,754.7,,60,Wind blowing from the south-southwest,1,,14,, ,,,-2.4,5.4,,,,,,30.0,-8.9,No precipitation,6,,,,
05.01.2020 20:00,-0.1,499.9,755.5,1.9,58,Wind blowing from the west,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,6.1,,,2500 or more  or no clouds.,,,30.0,-7.4,No precipitation,12,,,,
05.01.2020 17:00,3.8,498.0,750.1,,27,Wind blowing from the north-northwest,3,,12,90  or more  but not 100%, ,,,-1.9,7.8,,,,,,30.0,-13.5,No precipitation,6,,,,
05.01.2020 14:00,4.1,499.2,749.7,,24,Wind blowing from the east,5,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.3,,,1500-2000,,,30.0,-14.7,No precipitation,12,,,,
05.01.2020 11:00,4.3,501.5,753.2,,19,Wind blowing from the south,4,,15,20–30%., ,,,-1.9,9.3,,,1500-2000,,,30.0,-17.3,No precipitation,6,,,,
05.01.2020 08:00,-1.2,500.8,754.1,-0.2,25,Wind blowing from the east-northeast,1,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,9.3,,,1500-2000,,,30.0,-18.7,No precipitation,12,,,,
05.01.2020 05:00,-0.6,501.0,752.5,,21,Wind blowing from the north-east,3,,15,, ,,,-3.4,9.3,,,,,,30.0,-20.2,No precipitation,6,,,,
05.01.2020 02:00,3.2,500.8,751.1,0.3,16,Wind blowing from the west-southwest,7,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,9.3,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
04.01.2020 23:00,2.9,500.5,753.3,,33,Wind blowing from the north-west,1,,,, ,,,-3.4,9.3,,,,,,30.0,-11.8,No precipitation,6,,,,
04.01.2020 20:00,4.9,499.4,752.9,0.6,25,Wind blowing from the east-southeast,2,,15,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,9.3,,,1500-2000,,,20.0,-13.5,No precipitation,12,,,,
04.01.2020 17:00,7.7,498.8,750.0,,21,Wind blowing from the south,2,,10,100%., ,,,-3.4,9.3,,,1500-2000,,,30.0,-13.3,No precipitation,6,,,,
04.01.2020 14:00,6.0,500.2,752.5,-3.1,37,Wind blowing from the west-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,6.5,,,1500-2000,,,30.0,-7.6,No precipitation,12,,,,
04.01.2020 11:00,1.4,503.3,757.7,,52,Wind blowing from the south,1,,4,100%., ,,,-3.4,7.2,,,1500-2000,,,30.0,-7.4,No precipitation,6,,,,
04.01.2020 08:00,-3.0,503.0,760.0,-0.1,78,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,7.2,,,1500-2000,,,30.0,-6.3,No precipitation,12,,,,
04.01.2020 05:00,-2.0,503.1,757.5,,74,Wind blowing from the south-east,1,,6,, ,,,-5.9,7.2,,,,,,30.0,-6.0,No precipitation,6,,,,
04.01.2020 02:00,-0.9,503.9,757.8,-1.6,62,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,7.2,,,2500 or more  or no clouds.,,,30.0,-7.3,No precipitation,12,,,,
03.01.2020 23:00,2.5,505.5,762.6,,43,Wind blowing from the north-west,3,,10,, ,,,-5.9,7.2,,,,,,30.0,-8.8,No precipitation,6,,,,
03.01.2020 20:00,1.9,505.8,765.2,0.5,38,Wind blowing from the north,1,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,7.2,,,1500-2000,,,27.0,-10.9,No precipitation,12,,,,
03.01.2020 17:00,5.9,505.3,762.0,,28,Calm  no wind,0,,,90  or more  but not 100%, ,,,-5.9,7.2,,,1500-2000,,,30.0,-11.2,No precipitation,6,,,,
03.01.2020 14:00,6.3,506.7,763.7,-1.9,22,Wind blowing from the south-southwest,5,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,7.4,,,1500-2000,,,30.0,-13.9,No precipitation,12,,,,
03.01.2020 11:00,-1.5,508.6,768.8,,65,Wind blowing from the east-northeast,1,,5,20–30%., ,,,-5.9,7.4,,,1500-2000,,,30.0,-7.4,No precipitation,6,,,,
03.01.2020 08:00,-4.6,507.8,768.6,0.5,81,Wind blowing from the west-southwest,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,7.4,,,1500-2000,,,30.0,-7.4,0.4,12,,,,
03.01.2020 05:00,-4.2,507.3,766.3,,79,Wind blowing from the north-east,1,,8,, ,,,-10.1,7.4,,,,,,30.0,-7.3,0.2,6,,,,
03.01.2020 02:00,-3.9,507.6,765.1,-0.6,86,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,7.4,,,2500 or more  or no clouds.,,,30.0,-6.0,0.4,12,,,,
02.01.2020 23:00,-0.1,508.2,768.6,,75,Wind blowing from the west,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-10.1,7.4,,,,,,30.0,-4.0,0.2,6,,,,
02.01.2020 20:00,1.2,508.0,771.6,,57,Wind blowing from the west-northwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,7.4,,,1500-2000,,,30.0,-6.4,No precipitation,12,,,,
02.01.2020 17:00,3.5,507.5,769.0,,42,Wind blowing from the south-southwest,3,,9,100%., ,,,-10.1,7.4,,,1500-2000,,,30.0,-8.2,No precipitation,6,,,,
02.01.2020 14:00,6.2,507.5,766.3,-2.2,20,Wind blowing from the south,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,7.2,,,1500-2000,,,30.0,-15.1,No precipitation,12,,,,
02.01.2020 11:00,-2.1,509.7,772.6,,36,Wind blowing from the east,2,,6,10%  or less  but not 0, ,,,-10.1,7.2,,,1500-2000,,,20.0,-15.2,No precipitation,6,,,,
02.01.2020 08:00,-9.3,509.4,774.0,0.9,58,Wind blowing from the east-northeast,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,7.2,,,1500-2000,,,9.0,-16.2,No precipitation,12,,,,
02.01.2020 05:00,-8.4,508.5,768.8,,62,Wind blowing from the north-northwest,1,,5,, ,,,-9.8,7.2,,,,,,30.0,-14.4,No precipitation,6,,,,
02.01.2020 02:00,-6.5,508.2,767.5,0.3,54,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,7.2,,,2500 or more  or no clouds.,,,28.0,-14.3,No precipitation,12,,,,
01.01.2020 23:00,-3.4,507.9,769.2,,36,Wind blowing from the north-northeast,1,,12,, ,,,-9.8,7.2,,,,,,30.0,-16.3,No precipitation,6,,,,
01.01.2020 20:00,0.9,507.4,770.8,,17,Wind blowing from the north-northwest,2,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,7.2,,,1500-2000,,,30.0,-21.4,No precipitation,12,,,,
01.01.2020 17:00,6.6,506.7,764.8,,6,Wind blowing from the south-east,2,,12,20–30%., ,,,-9.8,7.2,,,1500-2000,,,30.0,-28.5,No precipitation,6,,,,
