Local time in Gaoyao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 20:00,22.2,755.2,760.6,0.5,76,Wind blowing from the east,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.9,,,1500-2000,,,12.0,17.7,No precipitation,12,,,,
10.01.2020 17:00,24.5,754.7,760.0,,67,Wind blowing from the south,3,,6,, ,,,18.5,25.9,,,,,,18.0,17.9,No precipitation,6,,,,
10.01.2020 14:00,25.3,755.5,760.9,-2.8,64,Wind blowing from the south,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.7,,,1500-2000,,,16.0,18.0,No precipitation,12,,,,
10.01.2020 11:00,21.8,758.3,763.7,,80,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,23.8,,,1500-2000,,,6.0,18.2,No precipitation,6,,,,
10.01.2020 08:00,18.5,757.9,763.3,0.9,99,Wind blowing from the east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,23.8,,,1000-1500,,,4.4,18.3,No precipitation,12,,,,
10.01.2020 05:00,18.9,757.0,762.4,,93,Wind blowing from the south-east,2,,6,,Mist. ,,,14.5,23.8,,,,,,6.0,17.7,No precipitation,6,,,,
10.01.2020 02:00,19.1,757.0,762.4,-0.2,88,Wind blowing from the east-southeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,23.8,,,2500 or more  or no clouds.,,,6.0,17.0,No precipitation,12,,,,
09.01.2020 23:00,19.8,757.2,762.6,,85,Wind blowing from the east-southeast,2,,7,, ,,,,23.8,,,,,,7.0,17.2,No precipitation,6,,,,
09.01.2020 20:00,21.0,756.7,762.1,0.3,75,Wind blowing from the east,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,23.8,,,1500-2000,,,9.0,16.4,No precipitation,12,,,,
09.01.2020 17:00,21.9,756.4,761.8,,68,Wind blowing from the east-northeast,3,,7,10%  or less  but not 0, ,,,14.5,23.8,,Sky obscured by fog and/or other meteorological phenomena.,1500-2000,,,10.0,15.7,No precipitation,6,,,,
09.01.2020 14:00,22.4,757.6,763.0,-2.1,68,Wind blowing from the south-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,24.5,,,1000-1500,,,16.0,16.2,No precipitation,12,,,,
09.01.2020 11:00,20.1,759.7,765.1,,71,Wind blowing from the east,2,,3,100%., ,,,14.5,24.5,,,1000-1500,,,9.0,14.6,No precipitation,6,,,,
09.01.2020 08:00,15.4,759.0,764.4,1.1,99,Wind blowing from the north-east,1,,,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,24.5,,,1500-2000,,,2.3,15.2,No precipitation,12,,,,
09.01.2020 05:00,15.0,757.9,763.3,,99,Wind blowing from the west-southwest,0,,4,,Mist. ,,,15.0,24.5,,,,,,4.6,14.8,No precipitation,6,,,,
09.01.2020 02:00,17.2,758.2,763.6,-0.3,79,Wind blowing from the north-northwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,24.5,,,2500 or more  or no clouds.,,,7.0,13.5,No precipitation,12,,,,
08.01.2020 23:00,17.7,758.5,763.9,,77,Wind blowing from the east,2,,7,, ,,,17.3,24.5,,,,,,9.0,13.6,No precipitation,6,,,,
08.01.2020 20:00,20.9,758.3,763.7,0.7,59,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,24.5,,,,,,22.0,12.6,No precipitation,12,,,,
08.01.2020 17:00,23.6,757.6,763.0,,49,Wind blowing from the east-northeast,2,,7,no clouds, ,,,17.3,26.4,,,,,,26.0,12.2,No precipitation,6,,,,
08.01.2020 14:00,23.7,758.7,764.1,,49,Wind blowing from the east-northeast,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.8,,,1500-2000,,,25.0,12.3,No precipitation,12,,,,
08.01.2020 11:00,21.4,761.3,766.7,,56,Wind blowing from the north-east,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.8,,,,,,0.6,12.2,No precipitation,6,,,,
08.01.2020 08:00,18.5,760.2,765.6,1.4,90,Wind blowing from the south-east,1,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.8,,,1000-1500,,,0.4,16.8,No precipitation,12,,,,
08.01.2020 05:00,17.7,758.8,764.1,,99,Wind blowing from the south,0,,4,,Mist. ,,,17.2,27.8,,,,,,3.9,17.5,No precipitation,6,,,,
08.01.2020 02:00,18.4,758.5,763.8,0.1,99,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.8,,,2500 or more  or no clouds.,,,4.9,18.2,No precipitation,12,,,,
07.01.2020 23:00,20.8,758.4,763.7,,85,Wind blowing from the west,1,,4,, ,,,17.2,27.8,,,,,,10.0,18.1,No precipitation,6,,,,
07.01.2020 20:00,23.5,757.4,762.8,1.6,69,Wind blowing from the east-northeast,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.8,,,1000-1500,,,18.0,17.4,No precipitation,12,,,,
07.01.2020 17:00,26.4,755.8,761.2,,58,Wind blowing from the east-northeast,1,,,60%., ,,,17.2,27.8,,,1000-1500,,,30.0,17.4,No precipitation,6,,,,
07.01.2020 14:00,26.5,756.9,762.2,,58,Wind blowing from the south,2,,7,60%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.5,,,600-1000,,,30.0,17.5,No precipitation,12,,,,
07.01.2020 11:00,23.5,759.5,764.9,,71,Wind blowing from the south,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,24.1,,,1000-1500,,,12.0,17.9,No precipitation,6,,,,
07.01.2020 08:00,17.3,758.5,763.9,0.9,100,Wind blowing from the west,1,,7,70 – 80%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,24.1,,,1000-1500,,,0.5,17.3,No precipitation,12,,,,
07.01.2020 05:00,18.4,757.6,763.0,,98,Wind blowing from the west,1,,7,,Mist. ,,,18.4,24.1,,,,,,4.4,18.0,No precipitation,6,,,,
07.01.2020 02:00,19.7,757.5,762.8,-0.7,94,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.1,,,2500 or more  or no clouds.,,,11.0,18.7,No precipitation,12,,,,
06.01.2020 23:00,20.4,758.2,763.6,,85,Wind blowing from the south,3,,7,, ,,,19.3,24.1,,,,,,17.0,17.7,No precipitation,6,,,,
06.01.2020 20:00,22.4,757.6,763.0,0.4,78,Wind blowing from the east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.1,,,1000-1500,,,10.0,18.3,Trace of precipitation,12,,,,
06.01.2020 17:00,23.4,757.2,762.5,,75,Wind blowing from the east-northeast,2,,5,100%., ,,,19.3,24.1,,,1000-1500,,,11.0,18.7,No precipitation,6,,,,
06.01.2020 14:00,22.9,758.6,764.0,-2.2,75,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.5,,,1000-1500,,,12.0,18.2,Trace of precipitation,12,,,,
06.01.2020 11:00,22.4,760.8,766.2,,75,Wind blowing from the east-northeast,3,,5,100%., ,,,19.3,24.5,,,1000-1500,,,13.0,17.7,No precipitation,6,,,,
06.01.2020 08:00,19.6,760.0,765.4,0.7,96,Wind blowing from the east-southeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,5.0,18.9,No precipitation,12,,,,
06.01.2020 05:00,19.9,759.3,764.7,,85,Wind blowing from the east-northeast,1,,5,,Mist. ,,,15.0,24.5,,,,,,6.0,17.3,No precipitation,6,,,,
06.01.2020 02:00,20.0,759.6,765.0,-0.4,85,Wind blowing from the south-west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,24.5,,,2500 or more  or no clouds.,,,6.0,17.4,No precipitation,12,,,,
05.01.2020 23:00,20.5,760.0,765.4,,77,Wind blowing from the east-northeast,2,,6,, ,,,15.0,24.5,,,,,,7.0,16.3,No precipitation,6,,,,
05.01.2020 20:00,20.9,759.6,765.0,0.8,76,Wind blowing from the east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,24.5,,,1500-2000,,,8.0,16.5,No precipitation,12,,,,
05.01.2020 17:00,23.0,758.8,764.2,,67,Wind blowing from the east,2,,6,60%., ,,,15.0,24.5,,,1500-2000,,,10.0,16.5,No precipitation,6,,,,
05.01.2020 14:00,23.5,759.4,764.8,-1.8,62,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,24.8,,,1500-2000,,,11.0,15.8,No precipitation,12,,,,
05.01.2020 11:00,20.4,761.2,766.6,,75,Wind blowing from the east-northeast,3,,5,60%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,24.8,,,1500-2000,,,4.7,15.8,No precipitation,6,,,,
05.01.2020 08:00,15.3,760.6,766.0,1.0,100,Wind blowing from the south-east,2,,3,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,24.8,,,1000-1500,,,0.8,15.3,No precipitation,12,,,,
05.01.2020 05:00,15.4,759.6,765.0,,99,Wind blowing from the east,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,14.0,24.8,,,,,,0.4,15.2,No precipitation,6,,,,
05.01.2020 02:00,16.9,760.0,765.4,-0.3,100,Wind blowing from the east-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,24.8,,,2500 or more  or no clouds.,,,1.5,16.9,No precipitation,12,,,,
04.01.2020 23:00,19.1,760.3,765.7,,83,Wind blowing from the west,1,,5,,Mist. ,,,14.0,24.8,,,,,,2.2,16.1,No precipitation,6,,,,
04.01.2020 20:00,21.1,759.5,765.0,1.4,73,Wind blowing from the east-northeast,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,24.8,,,1500-2000,,,3.0,16.0,No precipitation,12,,,,
04.01.2020 17:00,23.6,758.1,763.5,,62,Wind blowing from the east-northeast,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,24.8,,,1500-2000,,,4.0,15.9,No precipitation,6,,,,
04.01.2020 14:00,23.6,758.9,764.3,-2.9,62,Wind blowing from the east-northeast,2,,,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,24.4,,,1500-2000,,,2.8,15.9,No precipitation,12,,,,
04.01.2020 11:00,20.7,761.8,767.2,,82,Wind blowing from the east-northeast,1,,2,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,24.4,,,,,,2.1,17.5,No precipitation,6,,,,
04.01.2020 08:00,14.1,761.5,766.9,1.2,100,Wind blowing from the south,1,,2,no clouds,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,24.4,,,,,,less than 0.1,14.1,No precipitation,12,,,,
04.01.2020 05:00,15.1,760.3,765.7,,100,Wind blowing from the south-west,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,13.2,24.4,,,,,,0.1,15.1,No precipitation,6,,,,
04.01.2020 02:00,16.1,760.9,766.3,-0.7,99,Wind blowing from the south-west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,24.4,,,2500 or more  or no clouds.,,,1.6,15.9,No precipitation,12,,,,
03.01.2020 23:00,18.7,761.6,767.1,,81,Calm  no wind,0,,,,Mist. ,,,13.2,24.4,,,,,,3.1,15.3,No precipitation,6,,,,
03.01.2020 20:00,20.1,761.3,766.8,,76,Wind blowing from the east-northeast,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,24.4,,,600-1000,,,4.0,15.7,No precipitation,12,,,,
03.01.2020 17:00,23.1,760.3,765.7,,60,Wind blowing from the north-east,1,,4,20–30%., ,,,13.2,24.4,,,1000-1500,,,10.0,14.9,No precipitation,6,,,,
03.01.2020 14:00,23.6,761.2,766.6,-2.5,57,Wind blowing from the south-southwest,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,13.2,23.6,,,1500-2000,,,11.0,14.5,No precipitation,12,,,,
03.01.2020 11:00,18.4,763.7,769.2,,96,Wind blowing from the south,2,,4,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,13.2,21.5,,,1000-1500,,,2.0,17.7,No precipitation,6,,,,
03.01.2020 08:00,13.3,763.4,768.9,1.3,100,Wind blowing from the west,1,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,21.5,,,600-1000,,,less than 0.1,13.3,No precipitation,12,,,,
03.01.2020 05:00,13.5,762.1,767.6,,100,Wind blowing from the south-southeast,0,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,13.5,21.5,,,,,,less than 0.1,13.5,No precipitation,6,,,,
03.01.2020 02:00,14.3,762.4,767.8,-0.6,100,Wind blowing from the south-west,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,21.5,,,2500 or more  or no clouds.,,,0.7,14.3,No precipitation,12,,,,
02.01.2020 23:00,15.6,763.0,768.5,,97,Wind blowing from the south-southwest,1,,5,,Mist. ,,,14.0,21.5,,,,,,2.1,15.2,No precipitation,6,,,,
02.01.2020 20:00,17.8,763.0,768.4,0.7,87,Wind blowing from the east-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,21.5,,,600-1000,,,5.0,15.6,No precipitation,12,,,,
02.01.2020 17:00,20.1,762.3,767.8,,72,Wind blowing from the east,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,21.5,,,,,,7.0,14.9,No precipitation,6,,,,
02.01.2020 14:00,20.4,763.0,768.5,-2.9,72,Wind blowing from the east,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,20.5,,,600-1000,,,5.0,15.1,No precipitation,12,,,,
02.01.2020 11:00,17.1,765.9,771.4,,93,Wind blowing from the north-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,19.1,,,600-1000,,,3.3,15.9,No precipitation,6,,,,
02.01.2020 08:00,15.9,765.0,770.5,1.6,96,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,19.1,,,600-1000,,,3.4,15.2,No precipitation,12,,,,
02.01.2020 05:00,14.7,763.4,768.9,,100,Wind blowing from the north-northeast,1,,4,,Mist. ,,,14.0,19.1,,,,,,2.7,14.7,No precipitation,6,,,,
02.01.2020 02:00,14.4,763.3,768.7,,100,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.1,,,2500 or more  or no clouds.,,,2.6,14.4,No precipitation,12,,,,
01.01.2020 23:00,15.1,764.2,769.8,,90,Wind blowing from the east,2,,6,,Mist. ,,,14.5,19.1,,,,,,4.4,13.4,No precipitation,6,,,,
01.01.2020 20:00,16.7,763.9,769.4,,75,Wind blowing from the north-east,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,19.7,,,1000-1500,,,5.0,12.2,No precipitation,12,,,,
01.01.2020 17:00,18.3,763.3,768.7,,66,Wind blowing from the east-southeast,3,,,100%., ,,,14.6,20.1,,,1000-1500,,,7.0,11.8,No precipitation,6,,,,
01.01.2020 14:00,18.3,764.2,769.7,-2.1,63,Wind blowing from the north-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,21.2,,,1000-1500,,,10.0,11.1,No precipitation,12,,,,
