Local time in Darhan Muminggan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 08:00,-24.7,649.1,780.6,-0.2,77,Wind blowing from the south-southeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-10.0,,,2500 or more  or no clouds.,,,7.0,-27.6,No precipitation,12,,,,
09.01.2020 05:00,-23.8,649.3,779.2,,76,Wind blowing from the south-east,2,,4,, ,,,-25.9,-10.0,,,,,,15.0,-26.8,No precipitation,6,,,,
09.01.2020 02:00,-22.8,649.5,778.9,,77,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-10.0,,,2500 or more  or no clouds.,,,14.0,-25.7,No precipitation,12,,,,
08.01.2020 20:00,-17.8,649.4,781.1,0.4,78,Wind blowing from the south-east,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-10.0,,,2500 or more  or no clouds.,,,10.0,-20.8,No precipitation,12,,,,
08.01.2020 17:00,-13.2,649.0,779.4,,68,Wind blowing from the south-southeast,3,,5,50%., ,,,-25.9,-10.0,,,2500 or more  or no clouds.,,,12.0,-18.0,No precipitation,6,,,,
08.01.2020 14:00,-12.0,648.9,778.4,-1.5,64,Wind blowing from the south-east,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-12.0,,,2500 or more  or no clouds.,,,13.0,-17.4,No precipitation,12,,,,
08.01.2020 11:00,-19.2,650.4,782.5,,79,Wind blowing from the south-east,3,,5,20–30%., ,,,-25.9,-12.6,,,2500 or more  or no clouds.,,,12.0,-21.9,No precipitation,6,,,,
08.01.2020 08:00,-25.4,650.2,783.0,-0.4,75,Wind blowing from the south-east,2,,5,60%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,,,,2500 or more  or no clouds.,,,15.0,-28.5,No precipitation,12,,,,
08.01.2020 05:00,-25.6,650.6,782.2,,76,Wind blowing from the south-southeast,2,,5,,Haze. ,,,-25.6,-12.6,,,,,,3.4,-28.6,No precipitation,6,,,,
08.01.2020 02:00,-23.8,650.9,781.5,,80,Wind blowing from the south-east,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-12.6,,,2500 or more  or no clouds.,,,3.4,-26.3,No precipitation,12,,,,
07.01.2020 20:00,-21.0,651.1,782.6,0.4,77,Wind blowing from the south-east,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-12.6,,,2500 or more  or no clouds.,,,13.0,-24.0,No precipitation,12,,,,
07.01.2020 17:00,-16.6,650.7,780.7,,72,Wind blowing from the south-southeast,2,,3,70 – 80%., ,,,-21.8,-12.6,,,2500 or more  or no clouds.,,,19.0,-20.5,No precipitation,6,,,,
07.01.2020 14:00,-14.3,650.5,780.1,-1.0,80,Wind blowing from the east,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-21.8,-9.3,,,2500 or more  or no clouds.,,,21.0,-17.1,No precipitation,12,,,,
07.01.2020 11:00,-18.3,651.5,782.3,,80,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-21.8,,,,2500 or more  or no clouds.,,,3.5,-20.9,No precipitation,6,,,,
07.01.2020 08:00,-20.3,651.3,782.0,0.2,81,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,,,,2500 or more  or no clouds.,,,0.7,-22.7,Trace of precipitation,12,,,,
07.01.2020 05:00,-19.5,651.1,780.1,,82,Wind blowing from the south-southeast,0,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-21.8,-9.1,,,,,,3.1,-21.8,No precipitation,6,,,,
07.01.2020 02:00,-20.8,652.3,781.1,,78,Wind blowing from the south-southwest,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-7.7,,,2500 or more  or no clouds.,,,7.0,-23.6,No precipitation,12,,,,
06.01.2020 20:00,-18.1,651.8,781.5,0.6,81,Wind blowing from the south-southeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-5.1,,,2500 or more  or no clouds.,,,12.0,-20.6,No precipitation,12,,,,
06.01.2020 17:00,-12.6,651.2,778.3,,74,Wind blowing from the east-southeast,1,,4,70 – 80%., ,,,-17.7,-3.3,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,6,,,,
06.01.2020 14:00,-9.9,650.0,775.0,-1.0,62,Wind blowing from the north-northwest,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-2.9,,,2500 or more  or no clouds.,,,26.0,-15.8,No precipitation,12,,,,
06.01.2020 11:00,-14.5,651.0,777.3,,73,Wind blowing from the south-east,2,,8,50%., ,,,-17.7,-2.9,,,2500 or more  or no clouds.,,,21.0,-18.3,No precipitation,6,,,,
06.01.2020 08:00,-16.2,649.8,775.6,0.2,83,Wind blowing from the south-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-2.9,,,,,,12.0,-18.4,1.0,12,,,,
06.01.2020 05:00,-12.2,649.6,774.0,,79,Wind blowing from the west-northwest,1,,8,, ,,,-16.0,-2.9,,,,,,30.0,-15.2,0.2,6,,,,
06.01.2020 02:00,-7.7,649.2,772.6,,68,Wind blowing from the west-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.9,,,2500 or more  or no clouds.,,,30.0,-12.6,5.0,12,,,,
05.01.2020 20:00,-5.1,647.7,772.9,0.7,89,Wind blowing from the north,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-2.9,,,1000-1500,,,1.4,-6.6,4.0,12,,,,
05.01.2020 17:00,-3.3,647.0,771.6,,89,Wind blowing from the south-west,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-2.9,,,1000-1500,,,1.0,-4.9,3.0,6,,,,
05.01.2020 14:00,-4.3,646.8,772.0,-1.3,65,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-4.0,,,1000-1500,,,7.0,-9.9,No precipitation,12,,,,
05.01.2020 11:00,-8.2,648.1,774.0,,65,Wind blowing from the south-east,2,,5,90  or more  but not 100%, ,,,-17.3,-4.0,,,1000-1500,,,10.0,-13.6,No precipitation,6,,,,
05.01.2020 08:00,-15.3,647.8,774.6,0.1,70,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-4.0,,,2500 or more  or no clouds.,,,11.0,-19.5,No precipitation,12,,,,
05.01.2020 05:00,-15.2,647.7,773.1,,68,Wind blowing from the south-east,3,,5,, ,,,-19.4,-4.0,,,,,,23.0,-19.9,No precipitation,6,,,,
05.01.2020 02:00,-16.5,647.7,773.4,,75,Wind blowing from the south-east,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.0,,,2500 or more  or no clouds.,,,12.0,-19.9,No precipitation,12,,,,
04.01.2020 20:00,-11.2,649.3,777.4,0.0,74,Wind blowing from the south-southeast,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.0,,,2500 or more  or no clouds.,,,10.0,-14.9,No precipitation,12,,,,
04.01.2020 17:00,-5.8,649.3,775.5,,66,Wind blowing from the south-southeast,2,,5,20–30%., ,,,-19.4,-3.2,,,2500 or more  or no clouds.,,,5.0,-11.3,No precipitation,6,,,,
04.01.2020 14:00,-5.7,649.9,775.8,-1.7,60,Wind blowing from the south-east,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-1.1,,,2500 or more  or no clouds.,,,9.0,-12.4,No precipitation,12,,,,
04.01.2020 11:00,-12.8,651.6,778.9,,66,Wind blowing from the south-east,2,,5,20–30%., ,,,-19.4,,,,2500 or more  or no clouds.,,,8.0,-17.8,No precipitation,6,,,,
04.01.2020 08:00,-19.0,651.1,779.5,0.1,77,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-1.1,,,2500 or more  or no clouds.,,,5.0,-22.0,No precipitation,12,,,,
04.01.2020 05:00,-17.2,651.0,776.8,,78,Wind blowing from the south-east,2,,5,, ,,,-19.5,-1.1,,,,,,8.0,-20.1,No precipitation,6,,,,
04.01.2020 02:00,-15.7,651.5,777.0,,78,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-1.1,,,2500 or more  or no clouds.,,,9.0,-18.7,No precipitation,12,,,,
03.01.2020 20:00,-11.0,651.6,780.1,0.3,75,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-1.1,,,2500 or more  or no clouds.,,,12.0,-14.6,No precipitation,12,,,,
03.01.2020 17:00,-3.1,651.3,777.4,,54,Wind blowing from the south,1,,5,20–30%., ,,,-19.5,-1.1,,,2500 or more  or no clouds.,,,26.0,-11.3,No precipitation,6,,,,
03.01.2020 14:00,-2.8,651.4,777.2,-1.4,46,Wind blowing from the south-southwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-2.6,,,2500 or more  or no clouds.,,,21.0,-12.8,No precipitation,12,,,,
03.01.2020 11:00,-10.2,652.8,779.9,,56,Wind blowing from the south-southeast,2,,5,20–30%., ,,,-19.5,-6.4,,,2500 or more  or no clouds.,,,23.0,-17.3,No precipitation,6,,,,
03.01.2020 08:00,-18.9,652.6,781.5,0.0,73,Wind blowing from the south-southeast,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-6.4,,,2500 or more  or no clouds.,,,10.0,-22.5,No precipitation,12,,,,
03.01.2020 05:00,-18.0,652.6,780.3,,72,Wind blowing from the south-east,1,,4,, ,,,-20.5,-6.4,,,,,,25.0,-21.8,No precipitation,6,,,,
03.01.2020 02:00,-16.9,652.8,780.1,,76,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.4,,,2500 or more  or no clouds.,,,26.0,-20.1,No precipitation,12,,,,
02.01.2020 20:00,-11.6,653.1,782.4,1.3,68,Wind blowing from the south-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.4,,,2500 or more  or no clouds.,,,20.0,-16.3,No precipitation,12,,,,
02.01.2020 17:00,-8.1,651.8,779.8,,62,Wind blowing from the south-southeast,2,,4,70 – 80%., ,,,-20.5,-5.6,,,2500 or more  or no clouds.,,,15.0,-14.1,No precipitation,6,,,,
02.01.2020 14:00,-8.0,652.0,779.3,-1.5,58,Wind blowing from the south-east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-3.9,,,2500 or more  or no clouds.,,,19.0,-15.0,No precipitation,12,,,,
02.01.2020 11:00,-13.6,653.5,782.2,,65,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%, ,,,-20.5,-3.9,,,2500 or more  or no clouds.,,,10.0,-18.9,No precipitation,6,,,,
02.01.2020 08:00,-20.4,653.3,782.9,0.4,73,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-3.9,,,2500 or more  or no clouds.,,,9.0,-24.0,No precipitation,12,,,,
02.01.2020 05:00,-19.8,652.9,780.4,,77,Wind blowing from the south-southeast,2,,4,, ,,,-21.1,-3.9,,,,,,10.0,-22.8,No precipitation,6,,,,
02.01.2020 02:00,-17.5,652.8,779.3,,74,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-3.9,,,2500 or more  or no clouds.,,,12.0,-21.0,No precipitation,12,,,,
01.01.2020 20:00,-12.4,651.6,780.9,1.4,68,Wind blowing from the south-east,2,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-3.9,,,2500 or more  or no clouds.,,,8.0,-17.1,No precipitation,12,,,,
01.01.2020 17:00,-5.6,650.2,777.1,,50,Wind blowing from the south-west,2,,8,70 – 80%., ,,,-21.1,-3.9,,,2500 or more  or no clouds.,,,16.0,-14.4,No precipitation,6,,,,
01.01.2020 14:00,-4.3,649.9,776.5,-0.6,50,Wind blowing from the west,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-4.2,,,2500 or more  or no clouds.,,,21.0,-13.2,No precipitation,12,,,,
01.01.2020 11:00,-13.2,650.5,778.6,,53,Wind blowing from the east-southeast,1,,4,60%., ,,,-21.1,-8.5,,,2500 or more  or no clouds.,,,10.0,-20.8,No precipitation,6,,,,
01.01.2020 08:00,-20.7,649.7,779.1,0.4,67,Wind blowing from the south-east,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-8.5,,,2500 or more  or no clouds.,,,13.0,-25.2,No precipitation,12,,,,
01.01.2020 05:00,-19.0,649.3,777.1,,64,Wind blowing from the south-east,2,,5,, ,,,-22.0,-8.5,,,,,,18.0,-24.1,No precipitation,6,,,,
01.01.2020 02:00,-20.2,649.6,777.5,,65,Wind blowing from the south-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-8.5,,,2500 or more  or no clouds.,,,19.0,-25.1,No precipitation,12,,,,
31.12.2019 20:00,-13.9,649.9,779.3,0.6,51,Wind blowing from the south,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-8.5,,,,,,25.0,-21.9,No precipitation,12,,,,
31.12.2019 17:00,-10.2,649.3,778.0,,47,Wind blowing from the south-west,3,,12,no clouds, ,,,-24.9,-8.5,,,,,,30.0,-19.4,No precipitation,6,,,,
31.12.2019 14:00,-9.3,649.8,778.5,-2.1,39,Wind blowing from the south-west,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-9.1,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
31.12.2019 11:00,-14.2,651.9,782.3,,41,Wind blowing from the south-west,4,,8,no clouds, ,,,-24.9,-14.2,,,,,,30.0,-24.6,No precipitation,6,,,,
31.12.2019 08:00,-20.6,652.6,785.5,-0.6,54,Wind blowing from the south,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,-18.5,,,2500 or more  or no clouds.,,,20.0,-27.5,No precipitation,12,,,,
31.12.2019 05:00,-22.0,653.2,785.3,,59,Wind blowing from the south-west,2,,7,, ,,,-30.2,-18.5,,,,,,22.0,-27.9,No precipitation,6,,,,
