Local time in Fujin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 23:00,-17.7,756.4,763.1,,85,Wind blowing from the south,1,,,,Mist. ,,,-17.8,-8.3,,,,,,4.8,-19.7,No precipitation,6,,,,
10.01.2020 20:00,-15.6,757.0,763.7,-0.3,83,Wind blowing from the south-southwest,1,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-8.3,,,2500 or more  or no clouds.,,,5.0,-17.8,No precipitation,12,,,,
10.01.2020 17:00,-11.1,757.3,764.1,,75,Wind blowing from the west-southwest,2,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.3,,,2500 or more  or no clouds.,,,2.2,-14.7,No precipitation,6,,,,
10.01.2020 14:00,-8.4,757.6,764.2,-1.0,68,Wind blowing from the west,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.3,,,2500 or more  or no clouds.,,,11.0,-13.4,No precipitation,12,,,,
10.01.2020 11:00,-9.9,758.6,765.3,,68,Wind blowing from the west,4,,,90  or more  but not 100%, ,,,-15.8,-9.9,,,2500 or more  or no clouds.,,,8.0,-14.7,No precipitation,6,,,,
10.01.2020 08:00,-13.1,759.7,766.4,0.6,73,Wind blowing from the west,4,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-11.1,,,2500 or more  or no clouds.,,,7.0,-16.9,No precipitation,12,,,,
10.01.2020 05:00,-14.2,759.1,765.9,,75,Wind blowing from the west,3,,,, ,,,,-11.1,,,,,,10.0,-17.7,No precipitation,6,,,,
10.01.2020 02:00,-14.0,759.4,766.2,-0.1,73,Wind blowing from the west,5,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-11.1,,,2500 or more  or no clouds.,,,9.0,-17.8,No precipitation,12,,,,
09.01.2020 23:00,-13.7,759.5,766.3,,73,Wind blowing from the west,3,,,,Haze. ,,,-17.5,-11.1,,,,,,6.0,-17.5,No precipitation,6,,,,
09.01.2020 20:00,-13.0,759.7,766.6,0.1,73,Wind blowing from the west-southwest,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-11.1,,,,,,5.0,-16.8,No precipitation,12,,,,
09.01.2020 17:00,-14.7,759.6,766.4,,76,Wind blowing from the south-southwest,1,,,no clouds, ,,,-17.5,-11.1,,,,,,10.0,-18.0,No precipitation,6,,,,
09.01.2020 14:00,-11.2,759.4,766.2,-0.3,64,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-8.0,,,,,,30.0,-16.8,No precipitation,12,,,,
09.01.2020 11:00,-13.0,759.7,766.4,,66,Wind blowing from the west,4,,,no clouds, ,,,-17.5,-8.0,,,,,,28.0,-18.0,No precipitation,6,,,,
09.01.2020 08:00,-16.1,760.0,766.9,0.9,72,Wind blowing from the west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-8.0,,,,,,27.0,-20.0,No precipitation,12,,,,
09.01.2020 05:00,-17.0,759.1,765.8,,75,Wind blowing from the west-northwest,4,,,, ,,,-19.1,-8.0,,,,,,30.0,-20.4,No precipitation,6,,,,
09.01.2020 02:00,-15.8,758.9,765.7,1.0,75,Wind blowing from the west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-8.0,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
08.01.2020 23:00,-14.0,757.9,764.7,,71,Wind blowing from the north-west,4,,,, ,,,-21.0,-8.0,,,,,,28.0,-18.1,No precipitation,6,,,,
08.01.2020 20:00,-12.7,757.5,764.2,0.7,68,Wind blowing from the west-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-8.0,,,,,,30.0,-17.5,No precipitation,12,,,,
08.01.2020 17:00,-11.6,756.8,763.6,,70,Wind blowing from the west-northwest,4,,,no clouds, ,,,-21.0,-8.0,,,,,,30.0,-16.1,No precipitation,6,,,,
08.01.2020 14:00,-8.1,756.6,763.3,-1.3,65,Wind blowing from the west-northwest,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-8.1,,,,,,30.0,-13.5,No precipitation,12,,,,
08.01.2020 11:00,-11.7,757.9,764.8,,71,Wind blowing from the west,4,,,no clouds, ,,,-21.0,-9.8,,,,,,30.0,-15.9,No precipitation,6,,,,
08.01.2020 08:00,-16.9,759.3,766.1,0.1,80,Wind blowing from the west,3,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,,,,,,,4.1,-19.5,No precipitation,12,,,,
08.01.2020 05:00,-19.0,759.2,766.0,,82,Wind blowing from the west-northwest,2,,,, ,,,-21.0,-9.8,,,,,,13.0,-21.3,No precipitation,6,,,,
08.01.2020 02:00,-19.5,760.4,767.2,-1.7,82,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-9.8,,,2500 or more  or no clouds.,,,10.0,-21.8,No precipitation,12,,,,
07.01.2020 23:00,-18.5,762.1,768.9,,85,Wind blowing from the west-northwest,2,,,, ,,,-19.0,-9.8,,,,,,7.0,-20.4,No precipitation,6,,,,
07.01.2020 20:00,-17.0,763.1,770.0,-0.8,85,Wind blowing from the north-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-9.8,,,2500 or more  or no clouds.,,,6.0,-18.9,No precipitation,12,,,,
07.01.2020 17:00,-14.9,763.9,770.7,,80,Wind blowing from the west-southwest,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-9.8,,,2500 or more  or no clouds.,,,0.8,-17.6,No precipitation,6,,,,
07.01.2020 14:00,-11.3,764.2,771.1,-1.1,66,Wind blowing from the north,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-9.8,,,2500 or more  or no clouds.,,,6.0,-16.4,No precipitation,12,,,,
07.01.2020 11:00,-12.4,765.3,772.1,,69,Wind blowing from the north,2,,,100%., ,,,-16.8,-11.1,,,2500 or more  or no clouds.,,,8.0,-16.9,No precipitation,6,,,,
07.01.2020 08:00,-16.6,765.9,772.8,-0.1,77,Wind blowing from the north,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,,,,2500 or more  or no clouds.,,,3.8,-19.7,No precipitation,12,,,,
07.01.2020 05:00,-15.8,766.0,772.8,,75,Wind blowing from the north,2,,,, ,,,-20.8,-10.8,,,,,,8.0,-19.2,No precipitation,6,,,,
07.01.2020 02:00,-15.3,766.6,773.5,-0.9,72,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.8,,,2500 or more  or no clouds.,,,11.0,-19.2,No precipitation,12,,,,
06.01.2020 23:00,-16.2,767.5,774.3,,81,Wind blowing from the north-northwest,2,,,,Mist. ,,,-20.8,-10.8,,,,,,3.4,-18.8,No precipitation,6,,,,
06.01.2020 20:00,-16.0,767.6,774.5,0.0,81,Wind blowing from the east-northeast,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.8,,,2500 or more  or no clouds.,,,2.2,-18.5,No precipitation,12,,,,
06.01.2020 17:00,-13.5,767.6,774.5,,76,Wind blowing from the east-northeast,3,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.8,,,2500 or more  or no clouds.,,,2.7,-16.8,No precipitation,6,,,,
06.01.2020 14:00,-11.5,767.9,774.7,0.1,70,Wind blowing from the south-southeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.6,,,2500 or more  or no clouds.,,,7.0,-16.0,No precipitation,12,,,,
06.01.2020 11:00,-12.2,767.8,774.7,,64,Wind blowing from the south-east,2,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.6,,,2500 or more  or no clouds.,,,3.2,-17.6,No precipitation,6,,,,
06.01.2020 08:00,-17.3,767.8,774.7,0.8,78,Wind blowing from the west-northwest,3,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.6,,,,,,3.9,-20.2,No precipitation,12,,,,
06.01.2020 05:00,-20.7,767.0,773.9,,81,Wind blowing from the west-southwest,2,,,,Mist. ,,,-20.7,-9.6,,,,,,4.1,-23.1,No precipitation,6,,,,
06.01.2020 02:00,-16.8,766.1,772.9,0.1,78,Wind blowing from the west,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-9.6,,,2500 or more  or no clouds.,,,5.0,-19.7,No precipitation,12,,,,
05.01.2020 23:00,-14.3,766.0,772.8,,76,Wind blowing from the west,2,,,,Haze. ,,,-17.4,-9.6,,,,,,6.0,-17.6,No precipitation,6,,,,
05.01.2020 20:00,-11.8,765.5,772.3,0.6,71,Wind blowing from the west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-9.6,,,,,,7.0,-16.0,No precipitation,12,,,,
05.01.2020 17:00,-11.8,764.9,771.7,,72,Wind blowing from the west,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-9.6,,,2500 or more  or no clouds.,,,3.3,-15.8,No precipitation,6,,,,
05.01.2020 14:00,-9.7,764.2,771.0,-0.1,63,Wind blowing from the west,4,,10,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-9.7,,,2500 or more  or no clouds.,,,5.0,-15.4,No precipitation,12,,,,
05.01.2020 11:00,-12.3,764.3,771.1,,64,Wind blowing from the west,6,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-12.3,,,,,,3.6,-17.7,No precipitation,6,,,,
05.01.2020 08:00,-16.4,763.9,770.8,1.2,69,Wind blowing from the west,4,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-13.1,,,,,,3.0,-20.8,No precipitation,12,,,,
05.01.2020 05:00,-16.7,762.7,769.6,,70,Wind blowing from the west,6,,,,Haze. ,,,-20.5,-13.1,,,,,,5.0,-21.0,No precipitation,6,,,,
05.01.2020 02:00,-14.4,762.0,768.8,0.5,62,Wind blowing from the west,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-13.1,,,2500 or more  or no clouds.,,,13.0,-20.1,No precipitation,12,,,,
04.01.2020 23:00,-17.2,761.5,768.4,,64,Wind blowing from the west,3,,,, ,,,-20.7,-13.1,,,,,,14.0,-22.4,No precipitation,6,,,,
04.01.2020 20:00,-15.7,761.1,768.0,1.0,56,Wind blowing from the west-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-13.1,,,,,,30.0,-22.5,No precipitation,12,,,,
04.01.2020 17:00,-14.4,760.1,767.0,,54,Wind blowing from the west-northwest,5,,,no clouds, ,,,-20.7,-13.1,,,,,,30.0,-21.7,No precipitation,6,,,,
04.01.2020 14:00,-13.2,759.2,766.0,0.1,53,Wind blowing from the west-northwest,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-12.1,,,,,,27.0,-20.8,No precipitation,12,,,,
04.01.2020 11:00,-14.9,759.1,765.9,,53,Wind blowing from the west-northwest,8,,,no clouds, ,,,-20.7,-12.1,,,,,,29.0,-22.4,No precipitation,6,,,,
04.01.2020 08:00,-19.3,759.0,765.9,0.4,62,Wind blowing from the west-northwest,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,,,,,,,29.0,-24.7,No precipitation,12,,,,
04.01.2020 05:00,-20.0,758.6,765.5,,66,Wind blowing from the west-northwest,5,,,, ,,,-20.7,-12.1,,,,,,16.0,-24.7,No precipitation,6,,,,
04.01.2020 02:00,-19.8,759.0,765.8,,62,Wind blowing from the west,3,,,, ,,,-20.0,-12.1,,,,,,30.0,-25.2,No precipitation,6,,,,
03.01.2020 23:00,-19.6,758.8,765.6,,60,Wind blowing from the west-northwest,6,,,, ,,,-19.6,-12.1,,,,,,30.0,-25.4,No precipitation,6,,,,
03.01.2020 20:00,-16.9,759.1,765.9,0.4,53,Wind blowing from the west-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-12.1,,,,,,30.0,-24.2,No precipitation,12,,,,
03.01.2020 17:00,-15.5,758.7,765.5,,52,Wind blowing from the west-northwest,4,,,no clouds, ,,,-16.6,-12.1,,,,,,15.0,-23.3,No precipitation,6,,,,
03.01.2020 14:00,-12.1,757.1,763.9,0.0,51,Wind blowing from the west-northwest,7,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-11.2,,,,,,18.0,-20.2,No precipitation,12,,,,
03.01.2020 11:00,-13.9,757.1,763.9,,61,Wind blowing from the west,7,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-11.2,,,2500 or more  or no clouds.,,,7.0,-19.8,No precipitation,6,,,,
03.01.2020 08:00,-16.5,757.4,764.2,0.7,62,Wind blowing from the west,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-11.2,,,2500 or more  or no clouds.,,,8.0,-22.1,No precipitation,12,,,,
03.01.2020 05:00,-16.4,756.7,763.4,,62,Wind blowing from the west,6,,,, ,,,-17.8,-11.2,,,,,,13.0,-22.0,No precipitation,6,,,,
03.01.2020 02:00,-16.1,756.7,763.5,0.0,59,Wind blowing from the west,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-11.2,,,2500 or more  or no clouds.,,,15.0,-22.3,No precipitation,12,,,,
02.01.2020 23:00,-14.8,756.7,763.5,,56,Wind blowing from the west,6,,,, ,,,-18.3,-11.2,,,,,,22.0,-21.6,No precipitation,6,,,,
02.01.2020 20:00,-14.2,756.6,763.4,-0.1,59,Wind blowing from the west,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-11.2,,,,,,12.0,-20.5,No precipitation,12,,,,
02.01.2020 17:00,-13.0,756.7,763.6,,56,Wind blowing from the west,5,,,no clouds, ,,,-18.3,-11.2,,,,,,11.0,-20.1,No precipitation,6,,,,
02.01.2020 14:00,-11.2,757.0,763.8,-1.4,50,Wind blowing from the west-southwest,5,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-11.2,,,2500 or more  or no clouds.,,,16.0,-19.6,No precipitation,12,,,,
02.01.2020 11:00,-12.9,758.4,765.2,,54,Wind blowing from the west-southwest,5,,,20–30%., ,,,-18.3,-12.9,,,2500 or more  or no clouds.,,,16.0,-20.3,No precipitation,6,,,,
02.01.2020 08:00,-16.6,759.0,765.8,0.2,56,Wind blowing from the west,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-15.4,,,,,,10.0,-23.3,No precipitation,12,,,,
02.01.2020 05:00,-17.8,758.8,765.7,,57,Wind blowing from the west-southwest,6,,,, ,,,,-15.4,,,,,,17.0,-24.3,No precipitation,6,,,,
02.01.2020 02:00,-17.8,759.2,766.0,-0.3,56,Wind blowing from the west,7,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-15.4,,,2500 or more  or no clouds.,,,23.0,-24.5,No precipitation,12,,,,
01.01.2020 23:00,-17.8,759.5,766.4,,55,Wind blowing from the west,8,,,, ,,,,-15.4,,,,,,25.0,-24.7,No precipitation,6,,,,
01.01.2020 20:00,-17.4,759.7,766.6,,58,Wind blowing from the west,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-15.4,,,,,,15.0,-23.7,No precipitation,12,,,,
