Local time in Anda,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 17:00,-14.0,754.8,770.1,,80,Wind blowing from the south-southwest,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-12.2,,,2500 or more  or no clouds.,,,3.0,-16.7,No precipitation,6,,,,
09.01.2020 14:00,-12.3,754.6,769.8,-0.7,72,Wind blowing from the south-west,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-11.8,,,2500 or more  or no clouds.,,,8.0,-16.3,No precipitation,12,,,,
09.01.2020 11:00,-14.5,755.3,770.6,,73,Wind blowing from the south-southwest,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-11.8,,,2500 or more  or no clouds.,,,5.0,-18.3,No precipitation,6,,,,
09.01.2020 08:00,-18.5,755.4,770.6,0.7,82,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-11.8,,,2500 or more  or no clouds.,,,2.5,-20.8,No precipitation,12,,,,
09.01.2020 05:00,-20.4,754.7,770.0,,81,Wind blowing from the south-southwest,1,,5,,Mist. ,,,-21.3,-11.8,,,,,,4.3,-22.8,No precipitation,6,,,,
09.01.2020 02:00,-20.5,754.9,770.2,,83,Wind blowing from the west-southwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-11.8,,,2500 or more  or no clouds.,,,3.5,-22.6,No precipitation,12,,,,
08.01.2020 20:00,-14.4,754.0,769.3,0.3,70,Wind blowing from the north-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-9.2,,,,,,10.0,-18.7,No precipitation,12,,,,
08.01.2020 17:00,-14.0,753.7,768.8,,68,Wind blowing from the north-west,2,,8,no clouds, ,,,-18.4,-7.8,,,,,,7.0,-18.6,No precipitation,6,,,,
08.01.2020 14:00,-12.2,753.1,768.1,-0.6,60,Wind blowing from the north-northwest,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-6.9,,,2500 or more  or no clouds.,,,14.0,-18.4,No precipitation,12,,,,
08.01.2020 11:00,-15.5,753.7,768.7,,65,Wind blowing from the north-northwest,3,,8,no clouds, ,,,-18.4,-6.6,,,,,,19.0,-20.6,No precipitation,6,,,,
08.01.2020 08:00,-18.2,753.6,768.7,0.5,74,Wind blowing from the north-northwest,3,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-6.6,,,1500-2000,,,17.0,-21.7,0.1,12,,,,
08.01.2020 05:00,-16.7,753.1,768.1,,73,Wind blowing from the north-northwest,4,,8,, ,,,-16.7,-6.6,,,,,,22.0,-20.4,No precipitation,6,,,,
08.01.2020 02:00,-13.5,753.7,768.5,,77,Wind blowing from the north-northwest,3,,7,, ,,,-13.6,-6.6,,,,,,17.0,-16.7,0.1,6,,,,
07.01.2020 20:00,-9.1,754.3,769.1,-0.1,85,Wind blowing from the north-northwest,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,-6.6,,,2500 or more  or no clouds.,,,5.0,-11.2,0.4,12,,,,
07.01.2020 17:00,-7.8,754.4,769.1,,85,Wind blowing from the north-northwest,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-6.6,,,2500 or more  or no clouds.,,,2.8,-9.9,0.1,6,,,,
07.01.2020 14:00,-6.9,754.1,768.8,-0.5,83,Wind blowing from the north,2,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-6.6,,,2500 or more  or no clouds.,,,2.7,-9.3,0.6,12,,,,
07.01.2020 11:00,-7.4,754.6,769.3,,83,Wind blowing from the north-west,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.0,,,2500 or more  or no clouds.,,,3.5,-9.8,0.2,6,,,,
07.01.2020 08:00,-8.0,754.5,769.3,,89,Wind blowing from the west-southwest,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.0,,,2500 or more  or no clouds.,,,1.4,-9.5,0.4,6,,,,
07.01.2020 05:00,-7.5,754.0,768.7,,90,Wind blowing from the west,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-7.0,,,,,,2.0,-8.9,1.0,6,,,,
07.01.2020 02:00,-7.4,754.2,768.9,,90,Wind blowing from the north-east,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.0,,,2500 or more  or no clouds.,,,1.8,-8.8,4.0,12,,,,
06.01.2020 20:00,-8.2,754.6,769.6,-0.6,87,Wind blowing from the east,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-7.0,,,2500 or more  or no clouds.,,,1.3,-10.0,2.0,12,,,,
06.01.2020 17:00,-8.5,755.2,770.2,,81,Wind blowing from the east-northeast,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-7.0,,,2500 or more  or no clouds.,,,2.0,-11.2,No precipitation,6,,,,
06.01.2020 14:00,-7.2,754.8,769.8,-1.2,71,Wind blowing from the east,3,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-7.2,,,2500 or more  or no clouds.,,,5.0,-11.7,No precipitation,12,,,,
06.01.2020 11:00,-9.9,756.0,771.1,,74,Wind blowing from the east,3,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-9.6,,,1500-2000,,,3.6,-13.7,No precipitation,6,,,,
06.01.2020 08:00,-14.4,757.1,772.4,0.4,84,Wind blowing from the east-northeast,2,,3,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-9.6,,,2500 or more  or no clouds.,,,1.3,-16.5,No precipitation,12,,,,
06.01.2020 05:00,-14.8,756.7,771.8,,85,Wind blowing from the east,2,,3,,Mist. ,,,-18.9,-9.6,,,,,,1.6,-16.8,No precipitation,6,,,,
06.01.2020 02:00,-17.1,757.6,772.7,,83,Wind blowing from the north-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-9.6,,,2500 or more  or no clouds.,,,1.4,-19.3,No precipitation,12,,,,
05.01.2020 20:00,-17.6,758.0,773.4,-0.4,83,Wind blowing from the north-east,1,,6,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-9.6,,,2500 or more  or no clouds.,,,0.8,-19.8,No precipitation,12,,,,
05.01.2020 17:00,-14.3,758.4,773.7,,78,Wind blowing from the south-east,1,,6,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-9.6,,,2500 or more  or no clouds.,,,1.8,-17.3,No precipitation,6,,,,
05.01.2020 14:00,-10.3,757.6,772.7,,68,Wind blowing from the south-southwest,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-10.3,,,2500 or more  or no clouds.,,,5.0,-15.1,No precipitation,6,,,,
05.01.2020 11:00,-12.2,758.3,773.6,,79,Wind blowing from the south-southwest,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-10.9,,,2500 or more  or no clouds.,,,5.0,-15.1,No precipitation,6,,,,
05.01.2020 08:00,-18.1,758.2,773.6,0.8,82,Wind blowing from the south-southwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.9,-20.4,No precipitation,12,,,,
05.01.2020 05:00,-18.4,757.4,772.7,,82,Wind blowing from the south,1,,4,,Mist. ,,,-24.8,-10.9,,,,,,4.0,-20.7,No precipitation,6,,,,
05.01.2020 02:00,-18.1,757.5,772.7,,82,Wind blowing from the south,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-10.9,,,2500 or more  or no clouds.,,,5.0,-20.4,No precipitation,12,,,,
04.01.2020 20:00,-18.8,757.3,772.9,0.9,77,Wind blowing from the south,1,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-10.9,,,1500-2000,,,1.5,-21.8,No precipitation,12,,,,
04.01.2020 17:00,-14.5,756.4,771.8,,71,Wind blowing from the west-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-10.9,,,,,,4.0,-18.6,No precipitation,6,,,,
04.01.2020 14:00,-11.2,755.3,770.6,0.2,62,Wind blowing from the west-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-11.1,,,,,,3.2,-17.2,No precipitation,12,,,,
04.01.2020 11:00,-14.8,755.1,770.5,,76,Wind blowing from the north-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-12.5,,,,,,2.3,-18.2,No precipitation,6,,,,
04.01.2020 08:00,-24.5,754.4,769.9,1.3,78,Wind blowing from the east-southeast,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-12.5,,,1500-2000,,,0.6,-27.2,No precipitation,12,,,,
04.01.2020 05:00,-23.2,753.1,768.5,,78,Wind blowing from the north-west,1,,2,,Haze. ,,,-24.9,-12.5,,,,,,2.8,-26.0,No precipitation,6,,,,
04.01.2020 02:00,-22.9,752.7,768.0,,79,Wind blowing from the north-northwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-12.5,,,2500 or more  or no clouds.,,,2.6,-25.5,No precipitation,12,,,,
03.01.2020 20:00,-18.7,753.1,768.7,-0.8,77,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-12.5,,,,,,2.4,-21.7,No precipitation,12,,,,
03.01.2020 17:00,-17.0,753.9,769.3,,73,Wind blowing from the south,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-12.5,,,,,,1.5,-20.8,No precipitation,6,,,,
03.01.2020 14:00,-13.2,753.7,769.0,-0.6,60,Wind blowing from the south-west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-12.9,,,,,,6.0,-19.3,No precipitation,12,,,,
03.01.2020 11:00,-17.5,754.3,769.7,,69,Wind blowing from the south-southwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-15.4,,,,,,3.4,-21.8,No precipitation,6,,,,
03.01.2020 08:00,-24.6,753.8,769.4,0.7,78,Wind blowing from the west-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-15.4,,,,,,2.5,-27.3,No precipitation,12,,,,
03.01.2020 05:00,-24.2,753.1,768.6,,80,Wind blowing from the west,1,,4,,Haze. ,,,-24.3,-15.4,,,,,,5.0,-26.7,No precipitation,6,,,,
03.01.2020 02:00,-22.2,753.4,768.8,,80,Wind blowing from the west-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-15.4,,,2500 or more  or no clouds.,,,6.0,-24.8,No precipitation,12,,,,
02.01.2020 20:00,-20.1,753.6,769.1,-0.4,75,Wind blowing from the south-west,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-15.4,,,,,,5.0,-23.4,No precipitation,12,,,,
02.01.2020 17:00,-18.3,754.0,769.4,,70,Wind blowing from the south-southwest,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-15.4,,,,,,3.4,-22.4,No precipitation,6,,,,
02.01.2020 14:00,-15.7,754.0,769.4,-0.8,61,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-15.4,,,,,,7.0,-21.5,No precipitation,12,,,,
02.01.2020 11:00,-19.3,754.8,770.3,,67,Wind blowing from the south-west,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-15.7,,,,,,5.0,-23.9,No precipitation,6,,,,
02.01.2020 08:00,-22.4,755.8,771.4,,76,Wind blowing from the south-southwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,,,,,,,5.0,-25.5,No precipitation,6,,,,
02.01.2020 05:00,-22.6,755.8,771.4,,78,Wind blowing from the south-southwest,2,,5,,Haze. ,,,-26.7,-15.7,,,,,,8.0,-25.4,No precipitation,6,,,,
02.01.2020 02:00,-22.9,756.7,772.2,,75,Wind blowing from the south-southwest,2,,5,, ,,,-26.7,-15.7,,,,,,12.0,-26.1,No precipitation,6,,,,
01.01.2020 20:00,-20.6,758.0,773.8,,70,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-15.7,,,,,,8.0,-24.6,No precipitation,12,,,,
01.01.2020 17:00,-20.3,758.2,774.0,,68,Wind blowing from the south-west,2,,4,no clouds, ,,,-27.2,-15.7,,,,,,11.0,-24.7,No precipitation,6,,,,
01.01.2020 14:00,-16.1,757.7,773.3,-0.3,53,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-16.1,,,,,,12.0,-23.5,No precipitation,12,,,,
01.01.2020 11:00,-19.7,758.0,773.8,,58,Wind blowing from the south-west,2,,4,no clouds, ,,,-27.2,-19.5,,,,,,7.0,-25.9,No precipitation,6,,,,
01.01.2020 08:00,-25.7,758.1,773.9,1.1,73,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,,,,,,,8.0,-29.1,No precipitation,12,,,,
01.01.2020 05:00,-26.3,757.0,772.8,,73,Wind blowing from the south-west,2,,3,, ,,,-29.7,-19.5,,,,,,13.0,-29.7,No precipitation,6,,,,
01.01.2020 02:00,-26.1,756.4,772.1,,76,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-19.5,,,2500 or more  or no clouds.,,,10.0,-29.1,No precipitation,12,,,,
31.12.2019 20:00,-24.7,754.9,770.8,,77,Wind blowing from the south-southwest,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-19.5,,,,,,3.3,-27.6,No precipitation,6,,,,
31.12.2019 17:00,-22.5,754.6,770.4,,69,Wind blowing from the south-southwest,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-19.5,,,,,,3.6,-26.6,No precipitation,6,,,,
31.12.2019 14:00,-19.8,754.0,769.8,-1.1,58,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-19.2,,,,,,14.0,-26.0,No precipitation,12,,,,
31.12.2019 11:00,-23.1,755.1,770.9,,64,Wind blowing from the south-southwest,4,,5,40%., ,,,-29.7,-19.2,,,2500 or more  or no clouds.,,,11.0,-28.0,No precipitation,6,,,,
