Local time in Jiexiu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 14:00,-3.3,702.3,771.6,-1.8,100,Wind blowing from the north-northeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,-2.3,,,2500 or more  or no clouds.,,,4.1,-3.3,No precipitation,12,,,,
09.01.2020 11:00,-3.8,704.1,773.6,,100,Wind blowing from the north-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,,,,2500 or more  or no clouds.,,,3.8,-3.8,No precipitation,6,,,,
09.01.2020 08:00,-4.3,703.4,772.9,0.0,100,Wind blowing from the north-west,3,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,-2.3,,,2500 or more  or no clouds.,,,3.5,-4.3,No precipitation,12,,,,
09.01.2020 05:00,-3.9,703.4,772.8,,100,Wind blowing from the south-east,1,,4,, ,,,-5.5,-2.3,,,,,,21.0,-3.9,No precipitation,6,,,,
09.01.2020 02:00,-3.8,703.8,773.2,,100,Wind blowing from the south-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.3,,,2500 or more  or no clouds.,,,21.0,-3.8,No precipitation,12,,,,
08.01.2020 20:00,-3.2,704.1,773.7,0.7,100,Wind blowing from the north-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.3,,,2500 or more  or no clouds.,,,22.0,-3.2,No precipitation,12,,,,
08.01.2020 17:00,-3.0,703.4,773.0,,100,Wind blowing from the north-northwest,3,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-0.4,,,2500 or more  or no clouds.,,,3.9,-3.0,No precipitation,6,,,,
08.01.2020 14:00,-2.9,703.7,773.8,-2.1,100,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,0.1,,,2500 or more  or no clouds.,,,3.5,-2.9,No precipitation,12,,,,
08.01.2020 11:00,-4.1,705.8,775.5,,100,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,0.1,,,2500 or more  or no clouds.,,,2.2,-4.1,No precipitation,6,,,,
08.01.2020 08:00,-4.6,704.5,774.2,0.2,100,Wind blowing from the north-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,0.1,,,2500 or more  or no clouds.,,,2.1,-4.6,No precipitation,12,,,,
08.01.2020 05:00,-5.5,704.3,773.6,,100,Wind blowing from the south-southeast,2,,4,, ,,,-8.6,0.1,,,,,,21.0,-5.5,No precipitation,6,,,,
08.01.2020 02:00,-8.6,704.8,774.7,,100,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,0.1,,,2500 or more  or no clouds.,,,18.0,-8.6,0.2,12,,,,
07.01.2020 20:00,-3.8,703.1,772.3,1.3,100,Wind blowing from the south-west,1,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,0.1,,,2500 or more  or no clouds.,,,21.0,-3.8,3.0,12,,,,
07.01.2020 17:00,-0.3,701.8,770.3,,100,Wind blowing from the east-northeast,3,,,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,0.4,,,2500 or more  or no clouds.,,,7.0,-0.3,0.8,6,,,,
07.01.2020 14:00,-0.3,701.2,769.6,-0.9,100,Wind blowing from the east-northeast,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-1.7,0.9,,,2500 or more  or no clouds.,,,6.0,-0.3,5.0,12,,,,
07.01.2020 11:00,-1.1,702.1,770.7,,100,Wind blowing from the north-east,4,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-1.7,,,,2500 or more  or no clouds.,,,4.3,-1.1,4.0,6,,,,
07.01.2020 08:00,-1.6,701.0,769.5,1.4,100,Wind blowing from the east-northeast,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,0.9,,,2500 or more  or no clouds.,,,2.9,-1.6,2.0,12,,,,
07.01.2020 05:00,-1.1,699.6,767.8,,100,Wind blowing from the north,2,,4,,Mist. ,,,-2.3,0.9,,,,,,3.3,-1.1,No precipitation,6,,,,
07.01.2020 02:00,-1.0,700.2,768.4,,100,Wind blowing from the north,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,0.9,,,2500 or more  or no clouds.,,,3.2,-1.0,No precipitation,12,,,,
06.01.2020 20:00,-0.1,701.1,769.6,0.8,100,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,0.9,,,2500 or more  or no clouds.,,,3.5,-0.1,Trace of precipitation,12,,,,
06.01.2020 17:00,0.4,700.3,768.7,,99,Wind blowing from the north-northwest,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,0.9,,,2500 or more  or no clouds.,,,3.1,0.3,No precipitation,6,,,,
06.01.2020 14:00,0.8,700.6,769.0,-2.1,99,Wind blowing from the north-northwest,2,,3,100%.,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,0.9,,,2500 or more  or no clouds.,,,4.0,0.7,Trace of precipitation,12,,,,
06.01.2020 11:00,-0.4,702.7,771.4,,96,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,-0.2,,,2500 or more  or no clouds.,,,4.8,-1.0,No precipitation,6,,,,
06.01.2020 08:00,-2.1,702.4,771.3,1.2,100,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,2500 or more  or no clouds.,,,4.4,-2.1,Trace of precipitation,12,,,,
06.01.2020 05:00,-2.1,701.2,769.9,,100,Wind blowing from the north,1,,5,,Mist. ,,,-2.1,0.0,,,,,,4.2,-2.1,No precipitation,6,,,,
06.01.2020 02:00,-1.9,702.4,771.1,,100,Wind blowing from the north-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,0.0,,,2500 or more  or no clouds.,,,3.5,-1.9,0.7,12,,,,
05.01.2020 20:00,-1.5,702.2,770.9,0.8,100,Wind blowing from the east-northeast,2,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,0.6,,,2500 or more  or no clouds.,,,3.8,-1.5,0.9,12,,,,
05.01.2020 17:00,-1.2,701.4,769.9,,100,Wind blowing from the north-northeast,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,2500 or more  or no clouds.,,,3.6,-1.2,0.4,6,,,,
05.01.2020 14:00,-0.4,701.1,769.4,-1.7,100,Wind blowing from the north-east,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,2500 or more  or no clouds.,,,3.9,-0.4,0.2,12,,,,
05.01.2020 11:00,-0.4,702.8,771.3,,100,Wind blowing from the east-northeast,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,2500 or more  or no clouds.,,,3.7,-0.4,0.1,6,,,,
05.01.2020 08:00,-1.0,702.5,771.0,0.5,92,Wind blowing from the east-southeast,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,-2.2,No precipitation,12,,,,
05.01.2020 05:00,-0.8,702.0,770.0,,71,Calm  no wind,0,,,,Mist. ,,,-6.0,4.3,,,,,,5.0,-5.5,No precipitation,6,,,,
05.01.2020 02:00,-0.4,702.1,770.1,,66,Wind blowing from the west-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,4.3,,,2500 or more  or no clouds.,,,4.3,-6.1,No precipitation,12,,,,
04.01.2020 20:00,0.1,702.4,771.5,0.6,72,Wind blowing from the south,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,4.3,,,2500 or more  or no clouds.,,,3.7,-4.4,No precipitation,12,,,,
04.01.2020 17:00,3.3,701.8,770.3,,56,Wind blowing from the south-west,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,6.1,,,2500 or more  or no clouds.,,,5.0,-4.8,No precipitation,6,,,,
04.01.2020 14:00,3.8,702.3,770.5,-2.5,56,Wind blowing from the north,3,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,10.1,,,2500 or more  or no clouds.,,,4.3,-4.3,No precipitation,12,,,,
04.01.2020 11:00,0.0,704.8,773.2,,77,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,,,,2500 or more  or no clouds.,,,4.2,-3.6,No precipitation,6,,,,
04.01.2020 08:00,-5.5,704.4,773.3,1.3,97,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,10.1,,,2500 or more  or no clouds.,,,4.8,-5.9,No precipitation,12,,,,
04.01.2020 05:00,-4.3,703.1,771.3,,89,Wind blowing from the north-east,1,,4,,Mist. ,,,-4.5,10.1,,,,,,4.9,-5.9,No precipitation,6,,,,
04.01.2020 02:00,-2.6,703.9,771.7,,76,Wind blowing from the south-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,10.1,,,2500 or more  or no clouds.,,,6.0,-6.3,No precipitation,12,,,,
03.01.2020 20:00,2.6,703.7,772.3,0.4,57,Wind blowing from the west-southwest,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,10.1,,,2500 or more  or no clouds.,,,3.5,-5.2,No precipitation,12,,,,
03.01.2020 17:00,6.2,703.3,771.1,,44,Wind blowing from the north-east,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,10.1,,,2500 or more  or no clouds.,,,5.0,-5.4,No precipitation,6,,,,
03.01.2020 14:00,7.4,704.0,771.6,-2.0,36,Wind blowing from the west-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.4,,,,,,5.0,-7.0,No precipitation,12,,,,
03.01.2020 11:00,1.7,706.0,774.3,,54,Wind blowing from the west-northwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,3.6,,,,,,5.0,-6.8,No precipitation,6,,,,
03.01.2020 08:00,-3.5,705.3,774.1,-0.2,76,Wind blowing from the north,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,3.6,,,,,,5.0,-7.2,No precipitation,12,,,,
03.01.2020 05:00,-1.2,705.5,773.9,,59,Wind blowing from the west,1,,5,,Haze. ,,,-8.4,3.6,,,,,,7.0,-8.3,No precipitation,6,,,,
03.01.2020 02:00,-0.1,705.0,773.2,,53,Wind blowing from the south-west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.6,,,2500 or more  or no clouds.,,,7.0,-8.7,No precipitation,12,,,,
02.01.2020 20:00,2.2,705.0,774.4,0.5,47,Wind blowing from the west,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,3.6,,,2500 or more  or no clouds.,,,6.0,-8.1,No precipitation,12,,,,
02.01.2020 17:00,3.1,704.5,773.6,,42,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,3.6,,,,,,4.7,-8.8,No precipitation,6,,,,
02.01.2020 14:00,2.9,704.5,773.5,-1.8,42,Wind blowing from the west-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,3.6,,,,,,4.5,-9.0,No precipitation,12,,,,
02.01.2020 11:00,-1.9,706.3,775.9,,62,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,2.4,,,,,,4.4,-8.3,No precipitation,6,,,,
02.01.2020 08:00,-7.7,706.3,776.5,1.5,83,Wind blowing from the south-southwest,2,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,2.4,,,2500 or more  or no clouds.,,,5.0,-10.1,No precipitation,12,,,,
02.01.2020 05:00,-6.7,704.8,774.1,,81,Wind blowing from the south-southeast,2,,2,,Mist. ,,,-7.8,2.4,,,,,,5.0,-9.5,No precipitation,6,,,,
02.01.2020 02:00,-6.4,705.1,774.4,,74,Wind blowing from the south-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,2.4,,,2500 or more  or no clouds.,,,4.8,-10.3,No precipitation,12,,,,
01.01.2020 20:00,-3.7,703.9,773.9,0.9,55,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,2.4,,,2500 or more  or no clouds.,,,4.8,-11.6,No precipitation,12,,,,
01.01.2020 17:00,1.3,703.0,772.2,,30,Wind blowing from the south,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,2.4,,,2500 or more  or no clouds.,,,7.0,-14.7,No precipitation,6,,,,
01.01.2020 14:00,1.7,702.7,771.7,-2.6,28,Wind blowing from the north-west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,1.7,,,2500 or more  or no clouds.,,,7.0,-15.2,No precipitation,12,,,,
01.01.2020 11:00,-3.1,705.3,774.9,,38,Wind blowing from the north,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-2.1,,,2500 or more  or no clouds.,,,5.0,-15.7,No precipitation,6,,,,
01.01.2020 08:00,-7.2,705.1,775.2,0.9,57,Wind blowing from the west-southwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-2.1,,,2500 or more  or no clouds.,,,6.0,-14.4,No precipitation,12,,,,
01.01.2020 05:00,-6.5,704.2,774.0,,60,Wind blowing from the south-east,1,,3,,Haze. ,,,-14.8,-2.1,,,,,,5.0,-13.1,No precipitation,6,,,,
01.01.2020 02:00,-6.0,704.6,774.4,,48,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.1,,,2500 or more  or no clouds.,,,7.0,-15.4,No precipitation,12,,,,
31.12.2019 20:00,-3.2,705.4,776.3,-0.2,29,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-2.1,,,2500 or more  or no clouds.,,,8.0,-18.7,No precipitation,12,,,,
31.12.2019 17:00,-2.5,705.6,776.4,,28,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-2.1,,,,,,7.0,-18.5,No precipitation,6,,,,
