Local time in Tianjin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 14:00,4.9,768.3,768.7,-1.5,31,Wind blowing from the north-west,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,5.3,,,2500 or more  or no clouds.,,,16.0,-10.8,No precipitation,12,,,,
10.01.2020 11:00,2.9,769.8,770.2,,40,Wind blowing from the north,4,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-9.4,,,,,,
10.01.2020 08:00,-2.7,769.8,770.2,0.2,77,Wind blowing from the north,2,,3,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,,,,2500 or more  or no clouds.,,,3.8,-6.2,No precipitation,12,,,,
10.01.2020 05:00,-2.4,769.6,770.1,,72,Wind blowing from the west,0,,3,,Mist. ,,,-5.8,5.3,,,,,,5.0,-6.9,No precipitation,6,,,,
10.01.2020 02:00,-1.6,770.3,770.7,,66,Wind blowing from the north-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,5.3,,,2500 or more  or no clouds.,,,5.0,-7.1,No precipitation,12,,,,
09.01.2020 20:00,-0.2,770.2,770.6,0.5,58,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,5.3,,,2500 or more  or no clouds.,,,12.0,-7.5,No precipitation,12,,,,
09.01.2020 17:00,2.5,769.7,770.2,,43,Wind blowing from the west-southwest,1,,5,50%., ,,,-5.8,5.3,,,2500 or more  or no clouds.,,,12.0,-8.8,No precipitation,6,,,,
09.01.2020 14:00,5.3,770.1,770.5,-1.6,36,Wind blowing from the west-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,5.3,,,2500 or more  or no clouds.,,,8.0,-8.6,No precipitation,12,,,,
09.01.2020 11:00,0.6,771.7,772.2,,70,Wind blowing from the west-northwest,2,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,5.1,,,,,,2.2,-4.4,No precipitation,6,,,,
09.01.2020 08:00,-5.3,771.6,772.0,0.4,90,Wind blowing from the south,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,5.1,,,,,,1.9,-6.7,No precipitation,12,,,,
09.01.2020 05:00,-4.7,771.2,771.7,,84,Wind blowing from the west-southwest,1,,4,,Mist. ,,,-4.9,5.1,,,,,,3.6,-7.1,No precipitation,6,,,,
09.01.2020 02:00,-3.7,771.8,772.3,,72,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,5.1,,,2500 or more  or no clouds.,,,8.0,-8.0,No precipitation,12,,,,
08.01.2020 20:00,-0.6,772.0,772.4,0.5,53,Wind blowing from the north-west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,5.1,,,,,,16.0,-9.0,No precipitation,12,,,,
08.01.2020 17:00,3.2,771.5,772.0,,39,Wind blowing from the west-northwest,3,,10,no clouds, ,,,-3.5,5.1,,,,,,30.0,-9.7,No precipitation,6,,,,
08.01.2020 14:00,4.5,771.2,771.7,-1.2,30,Wind blowing from the north-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,4.5,,,,,,30.0,-11.6,No precipitation,12,,,,
08.01.2020 11:00,2.4,772.4,772.9,,33,Wind blowing from the north,6,,10,no clouds, ,,,-3.5,2.4,,,,,,30.0,-12.2,No precipitation,6,,,,
08.01.2020 08:00,-2.0,772.0,772.4,0.9,45,Wind blowing from the north-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,2.3,,,,,,30.0,-12.6,No precipitation,12,,,,
08.01.2020 05:00,-1.7,771.1,771.5,,45,Wind blowing from the north,5,,9,, ,,,-3.5,2.3,,,,,,30.0,-12.3,No precipitation,6,,,,
08.01.2020 02:00,-2.9,770.2,770.6,,58,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,2.3,,,2500 or more  or no clouds.,,,22.0,-10.2,No precipitation,12,,,,
07.01.2020 20:00,-0.6,768.7,769.2,0.9,54,Wind blowing from the north-northwest,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,2.3,,,2500 or more  or no clouds.,,,27.0,-8.8,No precipitation,12,,,,
07.01.2020 17:00,0.6,767.8,768.2,,51,Wind blowing from the north-northwest,2,,9,100%., ,,,-0.2,2.3,,,2500 or more  or no clouds.,,,29.0,-8.4,No precipitation,6,,,,
07.01.2020 14:00,1.8,767.9,768.3,-1.4,47,Wind blowing from the north,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,2.3,,,2000-2500,,,21.0,-8.3,No precipitation,12,,,,
07.01.2020 11:00,1.9,769.3,769.6,,48,Wind blowing from the north-northeast,4,,7,90  or more  but not 100%, ,,,-0.2,2.1,,,,,,22.0,-8.2,No precipitation,6,,,,
07.01.2020 08:00,0.6,768.5,769.0,0.9,62,Wind blowing from the north,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,,,,2500 or more  or no clouds.,,,13.0,-6.0,No precipitation,12,,,,
07.01.2020 05:00,1.0,767.6,768.0,,77,Wind blowing from the north-northeast,3,,5,,Mist. ,,,-0.2,,,,,,,5.0,-2.6,No precipitation,6,,,,
07.01.2020 02:00,0.7,768.3,768.7,,85,Wind blowing from the north-northeast,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,2.1,,,2500 or more  or no clouds.,,,3.9,-1.5,No precipitation,12,,,,
06.01.2020 20:00,0.5,768.0,768.4,0.2,92,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,2.1,,,2500 or more  or no clouds.,,,2.1,-0.6,No precipitation,12,,,,
06.01.2020 17:00,0.9,767.8,768.1,,90,Wind blowing from the north,2,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,2500 or more  or no clouds.,,,2.1,-0.6,No precipitation,6,,,,
06.01.2020 14:00,1.6,768.6,769.0,-1.6,92,Wind blowing from the north,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,2500 or more  or no clouds.,,,1.8,0.4,1.0,12,,,,
06.01.2020 11:00,1.2,770.2,770.6,,95,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,2500 or more  or no clouds.,,,1.7,0.5,0.1,6,,,,
06.01.2020 08:00,0.8,769.5,769.9,0.2,95,Wind blowing from the north-east,1,,4,100%.,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,2.5,0.1,3.0,12,,,,
06.01.2020 05:00,0.4,769.3,769.6,,97,Wind blowing from the north-east,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-3.3,4.0,,,,,,1.8,0.0,2.0,6,,,,
06.01.2020 02:00,0.6,770.8,771.2,,97,Wind blowing from the north-east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,4.0,,,2500 or more  or no clouds.,,,1.5,0.2,2.0,12,,,,
05.01.2020 20:00,1.6,772.1,772.6,0.3,76,Wind blowing from the north-northwest,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,4.0,,,2500 or more  or no clouds.,,,4.2,-2.2,Trace of precipitation,12,,,,
05.01.2020 17:00,3.7,771.8,772.3,,65,Wind blowing from the north-east,1,,4,100%., ,,,-3.3,5.6,,,2500 or more  or no clouds.,,,7.0,-2.3,No precipitation,6,,,,
05.01.2020 14:00,3.5,772.3,772.7,-2.1,64,Wind blowing from the north-east,3,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,8.7,,,2500 or more  or no clouds.,,,6.0,-2.7,No precipitation,12,,,,
05.01.2020 11:00,1.6,774.4,774.8,,74,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,8.7,,,2500 or more  or no clouds.,,,5.0,-2.5,No precipitation,6,,,,
05.01.2020 08:00,-2.8,773.3,773.8,0.2,88,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,8.7,,,2500 or more  or no clouds.,,,5.0,-4.5,No precipitation,12,,,,
05.01.2020 05:00,-3.1,773.1,773.5,,92,Wind blowing from the north,2,,5,,Mist. ,,,-5.4,8.7,,,,,,3.2,-4.2,No precipitation,6,,,,
05.01.2020 02:00,-2.3,773.2,773.6,,90,Wind blowing from the north-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,8.7,,,2500 or more  or no clouds.,,,4.5,-3.7,No precipitation,12,,,,
04.01.2020 20:00,2.5,772.7,773.2,1.7,54,Wind blowing from the south-east,3,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,8.7,,,2500 or more  or no clouds.,,,6.0,-5.9,No precipitation,12,,,,
04.01.2020 17:00,5.6,771.0,771.4,,30,Wind blowing from the east,2,,,40%., ,,,-5.4,8.7,,,2500 or more  or no clouds.,,,11.0,-10.6,No precipitation,6,,,,
04.01.2020 14:00,8.3,770.9,771.3,-1.1,28,Wind blowing from the north,1,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,8.3,,,2500 or more  or no clouds.,,,4.4,-9.1,No precipitation,12,,,,
04.01.2020 11:00,3.7,772.0,772.4,,42,Wind blowing from the west-northwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,6.0,,,,,,3.0,-8.3,No precipitation,6,,,,
04.01.2020 08:00,-5.3,770.8,771.2,0.7,73,Wind blowing from the south-southwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,6.0,,,,,,1.9,-9.4,No precipitation,12,,,,
04.01.2020 05:00,-4.7,770.1,770.5,,71,Calm  no wind,0,,,,Mist. ,,,-6.9,6.0,,,,,,2.7,-9.3,No precipitation,6,,,,
04.01.2020 02:00,-2.9,770.4,770.8,,58,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,6.0,,,2500 or more  or no clouds.,,,3.4,-10.0,No precipitation,12,,,,
03.01.2020 20:00,0.0,770.7,771.1,0.0,45,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,6.0,,,,,,4.4,-10.5,No precipitation,12,,,,
03.01.2020 17:00,3.6,770.7,771.1,,32,Wind blowing from the west-southwest,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,6.0,,,2500 or more  or no clouds.,,,4.9,-11.6,No precipitation,6,,,,
03.01.2020 14:00,5.7,770.7,771.1,-2.2,25,Wind blowing from the west,2,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,5.9,,,2500 or more  or no clouds.,,,5.0,-12.8,No precipitation,12,,,,
03.01.2020 11:00,2.2,772.9,773.3,,34,Wind blowing from the west,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,4.4,,,2500 or more  or no clouds.,,,4.7,-12.0,No precipitation,6,,,,
03.01.2020 08:00,-5.9,772.6,773.1,0.4,63,Wind blowing from the south,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.4,,,,,,4.4,-11.8,No precipitation,12,,,,
03.01.2020 05:00,-6.7,772.2,772.6,,62,Calm  no wind,0,,,,Mist. ,,,-7.7,4.4,,,,,,4.8,-12.8,No precipitation,6,,,,
03.01.2020 02:00,-5.9,773.1,773.5,,60,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.4,,,2500 or more  or no clouds.,,,5.0,-12.4,No precipitation,12,,,,
02.01.2020 20:00,-1.6,773.5,774.0,0.7,38,Wind blowing from the south,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.4,,,1500-2000,,,7.0,-14.1,No precipitation,12,,,,
02.01.2020 17:00,2.2,772.8,773.2,,26,Wind blowing from the west,3,,5,70 – 80%., ,,,-7.7,4.4,,,1500-2000,,,10.0,-15.3,No precipitation,6,,,,
02.01.2020 14:00,3.2,772.5,772.9,-1.8,23,Wind blowing from the west,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,3.6,,,2500 or more  or no clouds.,,,11.0,-15.9,No precipitation,12,,,,
02.01.2020 11:00,0.0,774.3,774.7,,35,Wind blowing from the west-northwest,2,,3,20–30%., ,,,-7.7,1.4,,,2500 or more  or no clouds.,,,9.0,-13.6,No precipitation,6,,,,
02.01.2020 08:00,-7.3,773.9,774.4,0.5,75,Wind blowing from the north-west,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,1.4,,,,,,4.5,-11.0,No precipitation,12,,,,
02.01.2020 05:00,-7.2,773.4,773.8,,68,Wind blowing from the north-west,1,,2,,Mist. ,,,-9.2,1.4,,,,,,5.0,-12.1,No precipitation,6,,,,
02.01.2020 02:00,-5.8,773.6,774.1,,61,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,1.4,,,2500 or more  or no clouds.,,,7.0,-12.3,No precipitation,12,,,,
01.01.2020 20:00,-3.3,773.8,774.3,0.9,49,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,1.4,,,,,,10.0,-12.7,No precipitation,12,,,,
01.01.2020 17:00,-1.1,772.9,773.4,,36,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,12.0,-14.3,,,,,,
01.01.2020 14:00,0.9,772.9,773.4,-1.9,26,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,1.2,,,,,,13.0,-16.4,No precipitation,12,,,,
01.01.2020 11:00,-1.4,774.8,775.3,,34,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-9.2,-1.1,,,,,,11.0,-15.2,No precipitation,6,,,,
01.01.2020 08:00,-8.4,774.5,775.0,0.7,52,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-1.7,,,,,,10.0,-16.5,No precipitation,12,,,,
01.01.2020 05:00,-7.6,773.8,774.2,,64,Wind blowing from the south-southeast,1,,3,, ,,,-12.6,-1.7,,,,,,12.0,-13.4,No precipitation,6,,,,
01.01.2020 02:00,-7.0,774.6,775.0,,43,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.7,,,2500 or more  or no clouds.,,,13.0,-17.5,No precipitation,12,,,,
31.12.2019 20:00,-5.8,775.5,775.9,-0.6,28,Wind blowing from the south,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.7,,,,,,24.0,-21.4,No precipitation,12,,,,
