Local time in Zaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 17:00,2.3,757.1,769.1,,89,Wind blowing from the north-west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,2.6,,,2500 or more  or no clouds.,,,2.8,0.7,No precipitation,6,,,,
10.01.2020 14:00,2.6,756.9,768.9,-1.8,85,Wind blowing from the north,2,,5,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,0.8,2.6,,,2500 or more  or no clouds.,,,4.0,0.3,1.0,12,,,,
10.01.2020 11:00,1.4,758.7,770.8,,96,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,,1.6,,,2500 or more  or no clouds.,,,1.6,0.8,1.0,6,,,,
10.01.2020 08:00,1.3,757.9,769.9,0.6,93,Wind blowing from the north-northwest,2,,5,100%.,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.6,,,2500 or more  or no clouds.,,,2.8,0.3,Trace of precipitation,12,,,,
10.01.2020 05:00,1.4,757.3,769.3,,90,Wind blowing from the north-west,1,,5,,Mist. ,,,,1.6,,,,,,2.3,-0.1,No precipitation,6,,,,
10.01.2020 02:00,1.3,757.9,770.0,,92,Wind blowing from the north-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.6,,,2500 or more  or no clouds.,,,1.8,0.1,No precipitation,12,,,,
09.01.2020 20:00,1.5,758.2,770.3,0.9,92,Wind blowing from the east-northeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,1.6,,,2500 or more  or no clouds.,,,2.5,0.3,0.5,12,,,,
09.01.2020 17:00,1.3,757.3,769.3,,93,Wind blowing from the north,1,,5,100%., ,,,0.3,1.6,,,2500 or more  or no clouds.,,,2.2,0.3,0.5,6,,,,
09.01.2020 14:00,1.5,757.0,769.1,-2.3,91,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,0.3,1.5,,,2500 or more  or no clouds.,,,3.0,0.2,0.5,12,,,,
09.01.2020 11:00,1.0,759.3,771.4,,93,Wind blowing from the north,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.3,,,,2500 or more  or no clouds.,,,3.2,0.0,No precipitation,6,,,,
09.01.2020 08:00,0.5,758.4,770.5,0.2,94,Wind blowing from the north,0,,2,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,0.3,,,,2500 or more  or no clouds.,,,3.7,-0.4,2.0,12,,,,
09.01.2020 05:00,0.5,758.2,770.2,,93,Wind blowing from the north-northwest,1,,2,,Mist. ,,,0.3,,,,,,,4.9,-0.5,0.9,6,,,,
09.01.2020 02:00,0.4,758.9,771.0,,97,Wind blowing from the west-northwest,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,,,,2500 or more  or no clouds.,,,2.0,0.0,9.0,12,,,,
08.01.2020 20:00,0.4,759.7,771.8,0.2,97,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,0.4,3.7,,,2500 or more  or no clouds.,,,0.9,0.0,9.0,12,,,,
08.01.2020 17:00,0.4,759.5,771.6,,96,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,0.4,5.6,,,2500 or more  or no clouds.,,,0.5,-0.2,7.0,6,,,,
08.01.2020 14:00,1.1,759.5,771.6,,94,Wind blowing from the east,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,5.9,,,2500 or more  or no clouds.,,,1.8,0.2,3.0,12,,,,
08.01.2020 11:00,3.4,761.4,773.5,,82,Wind blowing from the south-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,2500 or more  or no clouds.,,,4.7,0.5,No precipitation,6,,,,
08.01.2020 08:00,2.3,760.9,772.9,0.6,85,Wind blowing from the east-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,2500 or more  or no clouds.,,,3.7,0.0,No precipitation,12,,,,
08.01.2020 05:00,2.4,760.3,772.3,,87,Wind blowing from the east,2,,4,,Mist. ,,,1.5,5.9,,,,,,3.9,0.5,No precipitation,6,,,,
08.01.2020 02:00,3.1,761.2,773.2,,82,Wind blowing from the east-southeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,5.9,,,2500 or more  or no clouds.,,,5.0,0.3,No precipitation,12,,,,
07.01.2020 20:00,3.2,759.2,771.2,1.7,92,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,5.9,,,,,,3.1,2.0,0.2,12,,,,
07.01.2020 17:00,5.7,757.5,769.4,,79,Wind blowing from the east,1,,,70 – 80%., ,,,0.7,5.9,,,2500 or more  or no clouds.,,,8.0,2.3,No precipitation,6,,,,
07.01.2020 14:00,4.9,757.1,769.1,,83,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,4.9,,,2500 or more  or no clouds.,,,8.0,2.3,1.0,12,,,,
07.01.2020 11:00,3.8,757.1,769.1,,92,Wind blowing from the north,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,3.8,,,2500 or more  or no clouds.,,,5.0,2.6,0.3,6,,,,
07.01.2020 08:00,2.4,756.1,768.1,1.9,96,Wind blowing from the west-northwest,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.7,3.5,,,2500 or more  or no clouds.,,,1.9,1.8,3.0,12,,,,
07.01.2020 05:00,1.5,754.2,766.2,,96,Wind blowing from the north-northwest,2,,7,,Rain and snow or ice pellets not falling as shower(s). ,,,0.7,3.5,,,,,,2.2,0.9,1.0,6,,,,
07.01.2020 02:00,0.8,754.6,766.6,,96,Wind blowing from the north-west,3,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.5,,,2500 or more  or no clouds.,,,1.6,0.2,16.0,12,,,,
06.01.2020 20:00,2.1,755.0,767.0,0.7,95,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,5.4,,,2500 or more  or no clouds.,,,1.6,1.4,17.0,12,,,,
06.01.2020 17:00,3.1,754.3,766.2,,94,Wind blowing from the north-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,2500 or more  or no clouds.,,,2.6,2.2,6.0,6,,,,
06.01.2020 14:00,3.4,754.4,766.3,-2.7,91,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,2500 or more  or no clouds.,,,2.4,2.1,7.0,12,,,,
06.01.2020 11:00,3.3,757.1,769.0,,94,Wind blowing from the north,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,2500 or more  or no clouds.,,,2.4,2.4,2.0,6,,,,
06.01.2020 08:00,2.9,756.4,768.4,0.7,94,Wind blowing from the north-northeast,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,7.6,,,2500 or more  or no clouds.,,,2.7,2.0,5.0,12,,,,
06.01.2020 05:00,3.1,755.7,767.5,,94,Wind blowing from the north-northeast,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.1,7.6,,,,,,1.6,2.2,4.0,6,,,,
06.01.2020 02:00,3.4,755.7,767.5,,94,Wind blowing from the north-northeast,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,7.6,,,2500 or more  or no clouds.,,,2.5,2.5,2.0,12,,,,
05.01.2020 20:00,5.4,755.5,767.3,1.6,95,Wind blowing from the north-northeast,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.3,,,2500 or more  or no clouds.,,,3.1,4.7,4.0,12,,,,
05.01.2020 17:00,6.6,753.9,765.7,,96,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,,,,2500 or more  or no clouds.,,,1.3,6.0,0.9,6,,,,
05.01.2020 14:00,7.5,753.7,765.4,-1.8,94,Wind blowing from the north,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,2500 or more  or no clouds.,,,10.0,6.6,14.0,12,,,,
05.01.2020 11:00,7.4,755.5,767.3,,97,Wind blowing from the east,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,2500 or more  or no clouds.,,,4.6,7.0,7.0,6,,,,
05.01.2020 08:00,7.0,755.2,767.0,0.1,97,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,3.7,10.8,,,2500 or more  or no clouds.,,,0.9,6.6,12.0,12,,,,
05.01.2020 05:00,6.8,755.1,766.8,,97,Wind blowing from the north-east,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,3.7,10.8,,,,,,0.4,6.4,7.0,6,,,,
05.01.2020 02:00,6.8,756.1,767.8,,96,Wind blowing from the east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,3.7,10.8,,,2500 or more  or no clouds.,,,0.5,6.2,2.0,12,,,,
04.01.2020 20:00,8.3,757.6,769.4,0.5,79,Wind blowing from the south-east,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,10.8,,,2500 or more  or no clouds.,,,2.4,4.9,0.1,12,,,,
04.01.2020 17:00,10.0,757.1,768.9,,63,Wind blowing from the south-southeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,10.8,,,2500 or more  or no clouds.,,,3.9,3.3,No precipitation,6,,,,
04.01.2020 14:00,10.6,757.3,769.1,-2.4,54,Wind blowing from the south-southeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,10.8,,,2500 or more  or no clouds.,,,3.3,1.7,No precipitation,12,,,,
04.01.2020 11:00,9.4,759.7,771.6,,53,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,9.4,,,,,,3.0,0.3,No precipitation,6,,,,
04.01.2020 08:00,3.7,759.1,771.1,0.6,85,Wind blowing from the north,0,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.7,,,2500 or more  or no clouds.,,,1.8,1.3,No precipitation,12,,,,
04.01.2020 05:00,4.8,758.5,770.4,,78,Calm  no wind,0,,,,Haze. ,,,3.5,6.7,,,,,,2.3,1.3,No precipitation,6,,,,
04.01.2020 02:00,5.4,759.5,771.4,,77,Wind blowing from the west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.7,,,2500 or more  or no clouds.,,,2.2,1.7,No precipitation,12,,,,
03.01.2020 20:00,5.8,760.3,772.2,,71,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,6.7,,,2500 or more  or no clouds.,,,2.7,0.8,No precipitation,12,,,,
03.01.2020 17:00,6.4,759.6,771.5,,66,Wind blowing from the west-northwest,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,6.7,,,2500 or more  or no clouds.,,,3.1,0.5,No precipitation,6,,,,
03.01.2020 14:00,6.2,760.0,772.0,-1.7,69,Wind blowing from the north-west,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,6.2,,,2500 or more  or no clouds.,,,3.0,0.9,No precipitation,12,,,,
03.01.2020 11:00,5.4,761.7,773.7,,74,Wind blowing from the west,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,5.5,,,2500 or more  or no clouds.,,,3.2,1.0,No precipitation,6,,,,
03.01.2020 08:00,3.6,761.2,773.2,0.3,83,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.8,,,2500 or more  or no clouds.,,,2.1,1.0,No precipitation,12,,,,
03.01.2020 05:00,3.8,760.9,772.9,,84,Wind blowing from the north-west,0,,3,,Mist. ,,,,4.8,,,,,,2.5,1.3,No precipitation,6,,,,
03.01.2020 02:00,4.0,761.3,773.3,,85,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.8,,,2500 or more  or no clouds.,,,2.3,1.7,No precipitation,12,,,,
02.01.2020 20:00,4.6,761.5,773.5,1.1,81,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,4.8,,,2500 or more  or no clouds.,,,2.8,1.6,No precipitation,12,,,,
02.01.2020 17:00,4.8,760.4,772.4,,78,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,4.8,,,2500 or more  or no clouds.,,,3.2,1.3,No precipitation,6,,,,
02.01.2020 14:00,4.5,760.9,772.9,-2.1,81,Wind blowing from the north-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,4.5,,,2500 or more  or no clouds.,,,2.9,1.5,No precipitation,12,,,,
02.01.2020 11:00,3.2,763.0,775.1,,88,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,3.4,,,2500 or more  or no clouds.,,,2.1,1.4,No precipitation,6,,,,
02.01.2020 08:00,2.3,761.6,773.7,1.0,92,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,3.4,,,2500 or more  or no clouds.,,,1.7,1.1,No precipitation,12,,,,
02.01.2020 05:00,1.8,760.6,772.6,,90,Wind blowing from the north-northwest,2,,4,,Mist. ,,,1.5,3.4,,,,,,2.4,0.3,No precipitation,6,,,,
02.01.2020 02:00,2.0,760.8,772.9,,86,Wind blowing from the north-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,3.4,,,2500 or more  or no clouds.,,,2.7,-0.1,No precipitation,12,,,,
01.01.2020 20:00,3.3,760.5,772.6,,63,Wind blowing from the north-west,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,3.4,,,2500 or more  or no clouds.,,,4.4,-3.1,No precipitation,12,,,,
01.01.2020 17:00,3.2,759.6,771.7,,57,Wind blowing from the west-northwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,4.1,,,2500 or more  or no clouds.,,,6.0,-4.7,No precipitation,6,,,,
01.01.2020 14:00,3.3,759.4,771.4,-2.0,51,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,5.4,,,2500 or more  or no clouds.,,,7.0,-5.9,No precipitation,12,,,,
01.01.2020 11:00,2.4,761.4,773.5,,51,Wind blowing from the north-east,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-6.7,,,,,,
01.01.2020 08:00,1.5,761.8,773.8,0.7,52,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,2500 or more  or no clouds.,,,8.0,-7.5,0.1,12,,,,
01.01.2020 05:00,1.5,761.1,773.2,,54,Wind blowing from the west,1,,,, ,,,,,,,,,,11.0,-6.8,,,,,,
01.01.2020 02:00,1.7,762.4,774.5,,47,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,2500 or more  or no clouds.,,,12.0,-8.4,No precipitation,12,,,,
31.12.2019 20:00,3.2,764.0,776.2,-0.2,36,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,5.9,,,2500 or more  or no clouds.,,,12.0,-10.4,No precipitation,12,,,,
31.12.2019 17:00,4.1,764.2,776.4,,30,Wind blowing from the west,2,,,90  or more  but not 100%, ,,,,,,,,,,13.0,-11.9,,,,,,
31.12.2019 14:00,4.2,765.9,778.0,-3.5,21,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,10.9,,,,,,19.0,-16.2,No precipitation,12,,,,
