Local time in Simao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 02:00,12.5,653.1,759.8,-0.2,92,Wind blowing from the west-southwest,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,24.2,,,2500 or more  or no clouds.,,,13.0,11.2,No precipitation,12,,,,
09.01.2020 23:00,14.9,653.3,760.6,,82,Wind blowing from the north-northwest,1,,6,, ,,,11.3,24.2,,,,,,15.0,11.9,No precipitation,6,,,,
09.01.2020 20:00,19.0,652.6,760.3,0.3,65,Wind blowing from the west-southwest,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,24.2,,,600-1000,,,12.0,12.3,No precipitation,12,,,,
09.01.2020 17:00,23.6,652.3,758.8,,43,Wind blowing from the south-west,2,,6,20–30%., ,,,11.3,24.2,,,600-1000,,,30.0,10.3,No precipitation,6,,,,
09.01.2020 14:00,23.3,653.7,760.3,-2.1,47,Wind blowing from the west-southwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,24.6,,,600-1000,,,30.0,11.4,No precipitation,12,,,,
09.01.2020 11:00,18.3,655.8,763.4,,73,Wind blowing from the west-southwest,1,,2,no clouds, ,,,11.3,24.6,,,,,,10.0,13.4,No precipitation,6,,,,
09.01.2020 08:00,11.4,654.1,762.1,0.5,95,Wind blowing from the west,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,24.6,,,,,,2.7,10.6,No precipitation,12,,,,
09.01.2020 05:00,12.4,653.6,760.3,,94,Wind blowing from the west-northwest,0,,4,,Mist. ,,,11.9,24.6,,,,,,4.2,11.5,No precipitation,6,,,,
09.01.2020 02:00,13.5,654.1,760.8,-0.3,91,Wind blowing from the north-west,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,24.6,,,2500 or more  or no clouds.,,,6.0,12.1,No precipitation,12,,,,
08.01.2020 23:00,15.2,654.4,761.6,,86,Wind blowing from the north-west,1,,6,, ,,,11.9,24.6,,,,,,14.0,12.9,No precipitation,6,,,,
08.01.2020 20:00,19.2,653.4,761.0,1.1,67,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,24.6,,,2500 or more  or no clouds.,,,14.0,12.9,No precipitation,12,,,,
08.01.2020 17:00,24.0,652.3,758.9,,43,Wind blowing from the south,2,,6,20–30%., ,,,11.9,24.6,,,600-1000,,,30.0,10.7,No precipitation,6,,,,
08.01.2020 14:00,23.1,653.5,760.3,-2.5,48,Wind blowing from the south-west,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,23.6,,,600-1000,,,29.0,11.5,No precipitation,12,,,,
08.01.2020 11:00,19.0,656.0,763.6,,72,Wind blowing from the west-southwest,1,,2,no clouds, ,,,11.9,23.6,,,,,,12.0,13.8,No precipitation,6,,,,
08.01.2020 08:00,12.1,654.4,762.5,0.6,95,Wind blowing from the west,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,23.6,,,,,,4.3,11.3,No precipitation,12,,,,
08.01.2020 05:00,12.0,653.8,760.8,,94,Calm  no wind,0,,,, ,,,9.6,23.6,,,,,,9.0,11.1,No precipitation,6,,,,
08.01.2020 02:00,12.8,654.4,761.6,0.0,91,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,23.6,,,2500 or more  or no clouds.,,,16.0,11.4,No precipitation,12,,,,
07.01.2020 23:00,14.5,654.4,762.3,,86,Wind blowing from the north-northwest,1,,6,, ,,,9.6,23.6,,,,,,17.0,12.2,No precipitation,6,,,,
07.01.2020 20:00,17.7,653.5,761.8,0.9,72,Wind blowing from the north-west,1,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,23.6,,,600-1000,,,4.8,12.6,No precipitation,12,,,,
07.01.2020 17:00,23.1,652.6,759.8,,45,Wind blowing from the south-southwest,2,,6,40%., ,,,9.6,23.8,,,600-1000,,,30.0,10.5,No precipitation,6,,,,
07.01.2020 14:00,21.2,654.0,761.5,-1.9,49,Wind blowing from the south-southwest,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,23.8,,,600-1000,,,30.0,10.1,No precipitation,12,,,,
07.01.2020 11:00,16.4,655.9,764.2,,61,Wind blowing from the north,1,,3,20–30%., ,,,9.6,23.8,,,600-1000,,,30.0,8.9,No precipitation,6,,,,
07.01.2020 08:00,9.9,654.4,763.0,0.8,90,Wind blowing from the north-west,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,23.8,,,600-1000,,,24.0,8.3,No precipitation,12,,,,
07.01.2020 05:00,10.0,653.6,760.9,,92,Wind blowing from the west,1,,6,, ,,,9.9,23.8,,,,,,29.0,8.8,No precipitation,6,,,,
07.01.2020 02:00,11.5,654.4,761.9,-0.2,89,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.8,,,2500 or more  or no clouds.,,,22.0,9.8,No precipitation,12,,,,
06.01.2020 23:00,13.7,654.6,762.1,,81,Wind blowing from the north-west,1,,8,, ,,,13.7,23.8,,,,,,22.0,10.5,No precipitation,6,,,,
06.01.2020 20:00,17.6,653.6,761.2,,62,Wind blowing from the north,1,,8,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,23.8,,,,,,28.0,10.2,No precipitation,12,,,,
06.01.2020 17:00,23.1,652.1,758.1,,42,Wind blowing from the west-southwest,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,23.6,,,600-1000,,,30.0,9.5,No precipitation,6,,,,
06.01.2020 14:00,21.3,653.0,759.2,-2.1,56,Wind blowing from the west-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,22.9,,,600-1000,,,30.0,12.2,3.0,12,,,,
06.01.2020 11:00,19.1,655.1,762.0,,75,Wind blowing from the south-southeast,2,,5,60%., ,,,13.7,21.1,,,600-1000,,,26.0,14.6,0.1,6,,,,
06.01.2020 08:00,13.9,653.8,761.2,1.2,95,Wind blowing from the south-west,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,21.1,,,600-1000,,,7.0,13.1,3.0,12,,,,
06.01.2020 05:00,15.7,652.6,759.3,,91,Wind blowing from the west-southwest,0,,5,, ,,,13.3,21.1,,,,,,27.0,14.2,3.0,6,,,,
06.01.2020 02:00,17.1,652.6,758.9,-0.9,87,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,21.1,,,2500 or more  or no clouds.,,,10.0,14.9,0.8,12,,,,
05.01.2020 23:00,17.7,653.5,760.9,,79,Wind blowing from the south-southeast,1,,5,, ,,,13.3,21.1,,,,,,24.0,14.0,No precipitation,6,,,,
05.01.2020 20:00,19.0,652.7,760.0,1.3,72,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,21.1,,,2500 or more  or no clouds.,,,16.0,13.8,1.0,12,,,,
05.01.2020 17:00,20.0,651.4,758.3,,65,Wind blowing from the south-west,1,,6,90  or more  but not 100%, ,,,13.3,21.1,,,600-1000,,,24.0,13.2,No precipitation,6,,,,
05.01.2020 14:00,20.7,652.7,759.6,-2.7,68,Wind blowing from the south-east,1,,6,50%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,21.9,,,600-1000,,,24.0,14.6,2.0,12,,,,
05.01.2020 11:00,15.2,655.4,763.9,,89,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,600-1000,,,23.0,13.4,2.0,6,,,,
05.01.2020 08:00,13.4,653.8,762.0,0.6,91,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,300-600,,,13.0,12.0,0.4,12,,,,
05.01.2020 05:00,13.7,653.2,760.3,,91,Wind blowing from the north-northwest,1,,9,, ,,,12.4,21.9,,,,,,18.0,12.3,0.2,6,,,,
05.01.2020 02:00,14.0,653.9,760.9,-0.8,89,Wind blowing from the north-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,21.9,,,2500 or more  or no clouds.,,,30.0,12.2,1.0,12,,,,
04.01.2020 23:00,13.9,654.7,762.2,,90,Wind blowing from the north,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.4,21.9,,,,,,27.0,12.3,1.0,6,,,,
04.01.2020 20:00,15.4,654.2,762.7,1.6,82,Wind blowing from the west-northwest,0,,9,20–30%.,Rain (not freezing) not falling as shower(s). ,Shower(s).,Rain.,12.4,21.9,,,600-1000,,,30.0,12.3,1.0,12,,,,
04.01.2020 17:00,20.6,652.6,759.7,,66,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,21.9,,,600-1000,,,30.0,14.0,No precipitation,6,,,,
04.01.2020 14:00,20.8,653.9,760.6,-2.3,63,Wind blowing from the south,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,22.2,,,600-1000,,,30.0,13.5,No precipitation,12,,,,
04.01.2020 11:00,18.8,656.2,763.5,,72,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,12.4,22.4,,,,,,30.0,13.7,No precipitation,6,,,,
04.01.2020 08:00,12.7,655.0,763.0,0.5,95,Wind blowing from the north-west,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,22.4,,,2500 or more  or no clouds.,,,14.0,11.9,No precipitation,12,,,,
04.01.2020 05:00,13.1,654.5,761.9,,94,Wind blowing from the north-west,0,,3,, ,,,11.6,22.4,,,,,,12.0,12.2,No precipitation,6,,,,
04.01.2020 02:00,15.5,655.7,762.6,-0.5,90,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,22.4,,,2500 or more  or no clouds.,,,13.0,13.9,No precipitation,12,,,,
03.01.2020 23:00,16.5,656.2,763.4,,85,Wind blowing from the west-northwest,1,,5,, ,,,11.5,22.4,,,,,,20.0,14.0,No precipitation,6,,,,
03.01.2020 20:00,18.4,655.4,763.6,,76,Wind blowing from the north-northwest,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,22.4,,,2500 or more  or no clouds.,,,19.0,14.1,No precipitation,12,,,,
03.01.2020 17:00,20.3,655.1,762.9,,64,Wind blowing from the west,2,,5,90  or more  but not 100%, ,,,11.5,22.4,,,,,,28.0,13.3,No precipitation,6,,,,
03.01.2020 14:00,21.5,656.7,764.4,-1.9,62,Wind blowing from the west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.8,,,2500 or more  or no clouds.,,,26.0,13.9,No precipitation,12,,,,
03.01.2020 11:00,19.2,658.6,766.8,,67,Wind blowing from the east-northeast,1,,2,60%., ,,,11.5,23.8,,,600-1000,,,22.0,12.9,No precipitation,6,,,,
03.01.2020 08:00,12.0,657.1,765.9,0.5,93,Wind blowing from the north-west,0,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.8,,,600-1000,,,13.0,10.9,No precipitation,12,,,,
03.01.2020 05:00,11.8,656.6,764.2,,94,Calm  no wind,0,,,, ,,,11.2,23.8,,,,,,24.0,10.9,No precipitation,6,,,,
03.01.2020 02:00,12.3,657.5,765.4,-0.9,92,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,23.8,,,2500 or more  or no clouds.,,,19.0,11.0,No precipitation,12,,,,
02.01.2020 23:00,14.0,658.4,767.3,,86,Wind blowing from the north-west,1,,5,, ,,,11.0,23.8,,,,,,16.0,11.7,No precipitation,6,,,,
02.01.2020 20:00,17.0,657.7,766.5,0.8,74,Wind blowing from the north-northwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,23.8,,,600-1000,,,21.0,12.3,No precipitation,12,,,,
02.01.2020 17:00,22.3,656.9,764.8,,51,Wind blowing from the west-northwest,2,,5,60%., ,,,11.0,23.8,,,600-1000,,,30.0,11.7,No precipitation,6,,,,
02.01.2020 14:00,21.0,658.3,766.4,-2.1,60,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.7,,,2500 or more  or no clouds.,,,30.0,12.9,No precipitation,12,,,,
02.01.2020 11:00,15.2,660.4,769.7,,87,Wind blowing from the west-northwest,1,,2,100%., ,,,11.0,19.9,,,600-1000,,,10.0,13.1,No precipitation,6,,,,
02.01.2020 08:00,12.0,659.3,768.5,,95,Wind blowing from the east-southeast,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.9,,,600-1000,,,9.0,11.2,No precipitation,12,,,,
02.01.2020 05:00,11.1,658.5,767.2,,95,Wind blowing from the north-northwest,1,,2,, ,,,11.0,19.9,,,,,,10.0,10.3,No precipitation,6,,,,
02.01.2020 02:00,12.0,658.9,767.5,,94,Wind blowing from the west,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.9,,,2500 or more  or no clouds.,,,10.0,11.1,No precipitation,12,,,,
01.01.2020 23:00,13.9,659.0,768.1,,92,Wind blowing from the north-west,1,,4,, ,,,12.1,19.9,,,,,,12.0,12.6,No precipitation,6,,,,
01.01.2020 20:00,16.5,658.3,767.2,,85,Wind blowing from the west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.9,,,600-1000,,,11.0,14.0,0.1,12,,,,
01.01.2020 17:00,18.8,657.7,766.0,,68,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,12.1,19.9,,,,,,28.0,12.8,0.1,6,,,,
01.01.2020 14:00,18.6,658.8,767.2,-1.9,70,Wind blowing from the west,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.5,,,600-1000,,,24.0,13.0,0.2,12,,,,
01.01.2020 11:00,15.1,660.7,770.0,,83,Wind blowing from the west-northwest,0,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,,,,600-1000,,,13.0,12.2,No precipitation,6,,,,
01.01.2020 08:00,12.6,659.2,768.4,1.2,94,Wind blowing from the west,0,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,19.5,,,600-1000,,,8.0,11.7,0.2,12,,,,
01.01.2020 05:00,12.8,658.0,766.4,,92,Wind blowing from the west-northwest,1,,5,,Rain (not freezing) not falling as shower(s). ,,,10.8,19.5,,,,,,10.0,11.5,0.1,6,,,,
01.01.2020 02:00,13.6,658.8,767.2,,90,Wind blowing from the north-northwest,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,19.5,,,2500 or more  or no clouds.,,,12.0,12.0,0.1,12,,,,
31.12.2019 23:00,14.0,659.0,767.7,,85,Wind blowing from the south-east,1,,6,, ,,,10.8,19.5,,,,,,14.0,11.5,0.1,6,,,,
31.12.2019 20:00,16.1,657.8,766.9,1.2,73,Wind blowing from the south-east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,19.5,,,600-1000,,,9.0,11.3,No precipitation,12,,,,
