Local time in Mei County,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 02:00,14.4,751.3,761.6,-0.3,92,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.9,,,2500 or more  or no clouds.,,,18.0,13.1,No precipitation,12,,,,
10.01.2020 23:00,17.1,751.6,762.0,,78,Wind blowing from the west-southwest,1,,6,, ,,,12.6,25.9,,,,,,25.0,13.2,No precipitation,6,,,,
10.01.2020 20:00,19.7,750.9,761.3,0.9,64,Wind blowing from the south,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.9,,,1000-1500,,,24.0,12.7,No precipitation,12,,,,
10.01.2020 17:00,25.1,750.0,760.3,,44,Wind blowing from the south-west,1,,6,no clouds, ,,,12.6,25.9,,,,,,30.0,12.0,No precipitation,6,,,,
10.01.2020 14:00,24.6,750.6,760.9,-3.2,46,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.3,,,,,,30.0,12.2,No precipitation,12,,,,
10.01.2020 11:00,20.2,753.8,764.2,,58,Wind blowing from the south-west,2,,5,no clouds, ,,,12.6,23.7,,,,,,15.0,11.6,No precipitation,6,,,,
10.01.2020 08:00,14.7,754.0,764.5,0.9,83,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,,,,1000-1500,,,15.0,11.8,No precipitation,12,,,,
10.01.2020 05:00,13.5,753.1,763.5,,89,Wind blowing from the west,1,,3,, ,,,11.6,23.7,,,,,,15.0,11.7,No precipitation,6,,,,
10.01.2020 02:00,13.1,752.8,763.2,-0.2,91,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.7,,,2500 or more  or no clouds.,,,15.0,11.6,No precipitation,12,,,,
09.01.2020 23:00,14.7,753.0,763.4,,82,Wind blowing from the west,2,,3,, ,,,11.5,23.7,,,,,,20.0,11.6,No precipitation,6,,,,
09.01.2020 20:00,17.3,752.7,763.2,0.4,69,Wind blowing from the west-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,23.7,,,,,,13.0,11.5,No precipitation,12,,,,
09.01.2020 17:00,22.8,752.3,762.7,,47,Wind blowing from the north,1,,3,10%  or less  but not 0, ,,,11.5,23.7,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,10.9,No precipitation,6,,,,
09.01.2020 14:00,21.9,753.1,763.5,-2.7,49,Wind blowing from the south-west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,25.2,,,600-1000,,,27.0,10.7,No precipitation,12,,,,
09.01.2020 11:00,18.5,755.8,766.3,,62,Wind blowing from the west,1,,3,90  or more  but not 100%, ,,,11.5,25.2,,,1000-1500,,,20.0,11.0,No precipitation,6,,,,
09.01.2020 08:00,13.0,755.3,765.8,1.0,76,Wind blowing from the west-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,25.2,,,1000-1500,,,30.0,8.8,No precipitation,12,,,,
09.01.2020 05:00,11.8,754.3,764.8,,81,Wind blowing from the west,1,,3,, ,,,11.5,25.2,,,,,,30.0,8.6,No precipitation,6,,,,
09.01.2020 02:00,11.7,754.0,764.5,-0.8,80,Wind blowing from the west-northwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,25.2,,,2500 or more  or no clouds.,,,30.0,8.3,No precipitation,12,,,,
08.01.2020 23:00,14.3,754.8,765.3,,68,Wind blowing from the west,1,,4,, ,,,13.1,25.2,,,,,,30.0,8.4,No precipitation,6,,,,
08.01.2020 20:00,17.3,754.3,764.8,1.0,58,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,25.2,,,,,,30.0,8.9,No precipitation,12,,,,
08.01.2020 17:00,22.8,753.3,763.6,,38,Wind blowing from the south-southeast,1,,5,no clouds, ,,,13.1,26.0,,,,,,30.0,7.7,No precipitation,6,,,,
08.01.2020 14:00,23.3,754.1,764.5,-2.9,37,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,27.3,,,,,,30.0,7.8,No precipitation,12,,,,
08.01.2020 11:00,18.9,757.0,767.4,,47,Calm  no wind,0,,,no clouds, ,,,13.1,27.3,,,,,,30.0,7.3,No precipitation,6,,,,
08.01.2020 08:00,13.7,757.5,768.0,2.0,69,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,27.3,,,,,,30.0,8.1,No precipitation,12,,,,
08.01.2020 05:00,14.6,755.5,765.9,,76,Wind blowing from the west-northwest,3,,4,, ,,,14.6,27.3,,,,,,30.0,10.4,No precipitation,6,,,,
08.01.2020 02:00,18.1,754.9,765.2,0.7,68,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,27.3,,,2500 or more  or no clouds.,,,30.0,12.1,No precipitation,12,,,,
07.01.2020 23:00,20.2,754.2,764.5,,68,Wind blowing from the north-northwest,2,,7,, ,,,16.5,27.3,,,,,,30.0,14.1,No precipitation,6,,,,
07.01.2020 20:00,21.2,752.8,763.1,1.5,66,Wind blowing from the west-northwest,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,27.3,,,2500 or more  or no clouds.,,,25.0,14.6,No precipitation,12,,,,
07.01.2020 17:00,26.0,751.3,761.5,,49,Wind blowing from the south-southeast,2,,7,40%., ,,,16.5,27.3,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,14.4,No precipitation,6,,,,
07.01.2020 14:00,27.1,751.8,762.0,-2.6,46,Wind blowing from the west-southwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,27.1,,,600-1000,,,30.0,14.4,No precipitation,12,,,,
07.01.2020 11:00,23.7,754.4,764.8,,57,Wind blowing from the east,2,,4,50%., ,,,16.5,25.6,,,600-1000,,,27.0,14.6,No precipitation,6,,,,
07.01.2020 08:00,18.0,754.3,764.7,2.6,85,Wind blowing from the west-northwest,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,25.6,,,1000-1500,,,16.0,15.4,No precipitation,12,,,,
07.01.2020 05:00,17.9,751.7,762.0,,84,Wind blowing from the east-southeast,1,,4,, ,,,15.8,25.6,,,,,,19.0,15.1,No precipitation,6,,,,
07.01.2020 02:00,17.1,753.1,763.4,-0.3,87,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,25.6,,,2500 or more  or no clouds.,,,19.0,14.9,No precipitation,12,,,,
06.01.2020 23:00,17.6,753.4,763.7,,82,Wind blowing from the west,2,,4,, ,,,15.8,25.6,,,,,,27.0,14.4,No precipitation,6,,,,
06.01.2020 20:00,21.8,753.3,763.6,0.3,60,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,25.6,,,,,,30.0,13.7,No precipitation,12,,,,
06.01.2020 17:00,24.7,753.0,763.3,,53,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%, ,,,15.8,25.6,,,600-1000,,,30.0,14.4,No precipitation,6,,,,
06.01.2020 14:00,24.6,753.5,763.8,-2.9,54,Wind blowing from the south-southeast,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,25.5,,,600-1000,,,30.0,14.6,No precipitation,12,,,,
06.01.2020 11:00,21.9,756.4,766.8,,63,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%, ,,,15.8,24.7,,,600-1000,,,22.0,14.5,No precipitation,6,,,,
06.01.2020 08:00,17.5,756.7,767.1,1.1,83,Wind blowing from the north-northwest,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,24.7,,,1000-1500,,,25.0,14.5,No precipitation,12,,,,
06.01.2020 05:00,16.5,755.6,766.0,,87,Wind blowing from the north-west,1,,4,, ,,,14.4,24.7,,,,,,25.0,14.3,No precipitation,6,,,,
06.01.2020 02:00,18.2,755.5,765.9,-0.3,77,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,24.7,,,2500 or more  or no clouds.,,,29.0,14.1,No precipitation,12,,,,
05.01.2020 23:00,18.1,755.8,766.2,,75,Wind blowing from the west-northwest,1,,6,, ,,,14.4,24.7,,,,,,27.0,13.6,No precipitation,6,,,,
05.01.2020 20:00,20.7,755.7,766.1,1.1,62,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,24.7,,,1000-1500,,,30.0,13.1,No precipitation,12,,,,
05.01.2020 17:00,23.3,754.6,765.0,,51,Wind blowing from the south-southeast,2,,6,70 – 80%., ,,,14.4,24.7,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,12.6,No precipitation,6,,,,
05.01.2020 14:00,23.9,754.8,765.1,-1.7,47,Wind blowing from the east-northeast,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,26.2,,,600-1000,,,30.0,11.9,No precipitation,12,,,,
05.01.2020 11:00,21.5,756.5,766.9,,56,Wind blowing from the south-east,3,,6,40%., ,,,14.4,26.2,,,600-1000,,,17.0,12.3,No precipitation,6,,,,
05.01.2020 08:00,15.0,756.8,767.2,1.0,96,Wind blowing from the west,1,,2,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,26.2,,,2500 or more  or no clouds.,,,3.4,14.3,No precipitation,12,,,,
05.01.2020 05:00,15.8,755.8,766.2,,92,Wind blowing from the south,1,,3,, ,,,12.4,26.2,,,,,,7.0,14.5,No precipitation,6,,,,
05.01.2020 02:00,17.6,755.6,765.9,-0.1,82,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,26.2,,,2500 or more  or no clouds.,,,16.0,14.4,No precipitation,12,,,,
04.01.2020 23:00,17.5,755.7,766.1,,81,Wind blowing from the west,1,,3,, ,,,12.4,26.2,,,,,,19.0,14.2,No precipitation,6,,,,
04.01.2020 20:00,20.8,754.8,765.3,1.4,64,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,26.2,,,,,,28.0,13.7,No precipitation,12,,,,
04.01.2020 17:00,24.5,753.4,763.7,,50,Wind blowing from the south-southeast,1,,3,70 – 80%., ,,,12.4,26.2,,,600-1000,,,30.0,13.4,No precipitation,6,,,,
04.01.2020 14:00,25.4,754.0,764.3,-2.7,47,Wind blowing from the west,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,25.4,,,600-1000,,,28.0,13.2,No precipitation,12,,,,
04.01.2020 11:00,20.5,756.7,767.2,,64,Wind blowing from the east,1,,3,20–30%., ,,,12.4,25.1,,,2500 or more  or no clouds.,,,13.0,13.4,No precipitation,6,,,,
04.01.2020 08:00,12.7,757.3,767.8,1.2,96,Wind blowing from the west,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,25.1,,,2500 or more  or no clouds.,,,7.0,12.0,No precipitation,12,,,,
04.01.2020 05:00,13.0,756.1,766.5,,94,Wind blowing from the west,1,,3,, ,,,12.9,25.1,,,,,,9.0,12.0,No precipitation,6,,,,
04.01.2020 02:00,14.2,756.1,766.5,-0.6,92,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.1,,,2500 or more  or no clouds.,,,12.0,12.9,No precipitation,12,,,,
03.01.2020 23:00,15.5,756.7,767.2,,85,Wind blowing from the west,1,,4,, ,,,12.6,25.1,,,,,,16.0,12.9,No precipitation,6,,,,
03.01.2020 20:00,18.5,756.4,766.9,1.1,67,Wind blowing from the west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.1,,,600-1000,,,26.0,12.2,No precipitation,12,,,,
03.01.2020 17:00,23.3,755.3,765.7,,47,Wind blowing from the south,0,,4,40%., ,,,12.6,25.1,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,11.3,No precipitation,6,,,,
03.01.2020 14:00,23.0,755.9,766.3,-3.1,52,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,23.0,,,,,,17.0,12.6,No precipitation,12,,,,
03.01.2020 11:00,18.8,759.0,769.5,,68,Wind blowing from the south-east,1,,2,10%  or less  but not 0, ,,,12.6,22.8,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,9.0,12.7,No precipitation,6,,,,
03.01.2020 08:00,14.0,759.0,769.6,1.0,93,Wind blowing from the north,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,22.8,,,1000-1500,,,7.0,12.8,No precipitation,12,,,,
03.01.2020 05:00,13.2,758.0,768.5,,94,Wind blowing from the west,1,,2,, ,,,12.6,22.8,,,,,,8.0,12.2,No precipitation,6,,,,
03.01.2020 02:00,12.9,757.7,768.2,-0.5,94,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,22.8,,,2500 or more  or no clouds.,,,6.0,11.9,No precipitation,12,,,,
02.01.2020 23:00,14.2,758.2,768.7,,90,Wind blowing from the west,1,,3,, ,,,14.2,22.8,,,,,,10.0,12.5,No precipitation,6,,,,
02.01.2020 20:00,17.4,758.1,768.6,0.9,74,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,22.8,,,,,,14.0,12.7,No precipitation,12,,,,
02.01.2020 17:00,21.8,757.2,767.6,,53,Wind blowing from the west,1,,3,50%., ,,,14.6,22.8,,,1000-1500,,,27.0,11.8,No precipitation,6,,,,
02.01.2020 14:00,21.3,758.0,768.5,-2.5,56,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,21.3,,,1000-1500,,,22.0,12.1,No precipitation,12,,,,
02.01.2020 11:00,18.7,760.5,771.0,,63,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,14.6,20.3,,,600-1000,,,17.0,11.5,No precipitation,6,,,,
02.01.2020 08:00,15.3,760.3,770.9,1.2,82,Wind blowing from the west-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,,,,1000-1500,,,21.0,12.2,No precipitation,12,,,,
02.01.2020 05:00,14.8,759.1,769.6,,84,Wind blowing from the west-northwest,1,,4,, ,,,13.1,20.3,,,,,,21.0,12.1,No precipitation,6,,,,
02.01.2020 02:00,14.7,759.2,769.7,-0.5,84,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,20.3,,,2500 or more  or no clouds.,,,21.0,12.0,No precipitation,12,,,,
