Local time in Xainza,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 20:00,-6.1,424.3,754.9,0.7,14,Wind blowing from the west-northwest,9,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-2.8,,,1500-2000,,,30.0,-29.3,No precipitation,12,,,,
09.01.2020 17:00,-3.8,423.6,751.3,,13,Wind blowing from the west-northwest,13,,19,90  or more  but not 100%, ,,,-10.5,-2.8,,,,,,30.0,-28.2,No precipitation,6,,,,
09.01.2020 14:00,-4.2,424.8,753.6,-1.0,15,Wind blowing from the west,11,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-2.3,,,2500 or more  or no clouds.,,,30.0,-27.0,No precipitation,12,,,,
09.01.2020 11:00,-6.9,425.8,757.6,,23,Wind blowing from the south-west,5,,17,, ,,,-10.5,,,,,,,30.0,-24.6,No precipitation,6,,,,
09.01.2020 08:00,-9.0,424.8,755.3,-0.3,34,Wind blowing from the south,5,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.3,,,,,,30.0,-22.0,No precipitation,12,,,,
09.01.2020 05:00,-8.4,425.1,754.8,,35,Wind blowing from the south-southwest,4,,18,, ,,,-12.3,-2.3,,,,,,30.0,-21.1,No precipitation,6,,,,
09.01.2020 02:00,-8.2,425.9,755.5,,33,Wind blowing from the south-southwest,5,,24,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.3,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
08.01.2020 20:00,-5.5,426.0,758.5,0.0,23,Wind blowing from the west,10,,24,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.3,,,2500 or more  or no clouds.,,,30.0,-23.4,No precipitation,12,,,,
08.01.2020 17:00,-4.9,426.0,755.0,,28,Wind blowing from the west,12,,24,90  or more  but not 100%, ,,,-12.3,-2.3,,,,,,30.0,-20.6,No precipitation,6,,,,
08.01.2020 14:00,-4.2,426.2,756.1,-1.2,21,Wind blowing from the west,11,,18,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-1.1,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
08.01.2020 11:00,-6.4,427.4,760.5,,29,Wind blowing from the west,6,,16,90  or more  but not 100%, ,,,-12.3,-1.1,,,,,,30.0,-21.5,No precipitation,6,,,,
08.01.2020 08:00,-10.4,426.3,759.3,-0.1,38,Wind blowing from the north-northwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-1.1,,,,,,30.0,-22.0,No precipitation,12,,,,
08.01.2020 05:00,-6.6,426.4,754.9,,26,Wind blowing from the west,7,,16,, ,,,,-1.1,,,,,,30.0,-22.9,No precipitation,6,,,,
08.01.2020 02:00,-8.2,427.0,755.4,,34,Wind blowing from the south-east,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-1.1,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
07.01.2020 20:00,-5.7,426.8,762.8,0.2,34,Wind blowing from the west,5,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-1.1,,,1500-2000,,,30.0,-19.1,No precipitation,12,,,,
07.01.2020 17:00,-3.7,426.6,760.2,,36,Wind blowing from the north-west,9,,16,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-1.1,,,1500-2000,,,30.0,-16.6,No precipitation,6,,,,
07.01.2020 14:00,-1.4,427.6,759.9,-1.4,26,Wind blowing from the west-northwest,10,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-1.4,,,1500-2000,,,30.0,-18.4,No precipitation,12,,,,
07.01.2020 11:00,-9.9,429.0,768.4,,43,Wind blowing from the north-east,1,,6,no clouds, ,,,-16.0,,,,,,,18.0,-20.1,No precipitation,6,,,,
07.01.2020 08:00,-13.8,428.4,766.8,-0.1,55,Wind blowing from the south-southeast,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-3.1,,,2000-2500,,,30.0,-20.9,No precipitation,12,,,,
07.01.2020 05:00,-12.9,428.5,764.2,,49,Wind blowing from the south-east,2,,14,, ,,,-22.6,-3.1,,,,,,30.0,-21.4,No precipitation,6,,,,
07.01.2020 02:00,-12.6,429.3,768.4,,47,Wind blowing from the east-southeast,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-3.1,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
06.01.2020 20:00,-7.0,429.6,773.9,0.1,34,Wind blowing from the east-southeast,1,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-3.1,,,2000-2500,,,22.0,-20.2,No precipitation,12,,,,
06.01.2020 17:00,-4.5,429.5,770.2,,29,Wind blowing from the west-northwest,8,,13,90  or more  but not 100%, ,,,-22.6,-4.4,,,,,,30.0,-19.9,No precipitation,6,,,,
06.01.2020 14:00,-8.3,430.4,773.9,-0.7,31,Wind blowing from the north-northeast,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-8.2,,,1500-2000,,,30.0,-22.4,No precipitation,12,,,,
06.01.2020 11:00,-15.6,431.1,781.9,,32,Wind blowing from the east-northeast,1,,10,60%., ,,,-22.6,-11.7,,,1500-2000,,,29.0,-28.6,No precipitation,6,,,,
06.01.2020 08:00,-20.0,429.9,781.3,0.3,52,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-11.7,,,2500 or more  or no clouds.,,,30.0,-27.3,No precipitation,12,,,,
06.01.2020 05:00,-18.2,429.6,778.0,,45,Wind blowing from the north-northwest,3,,13,, ,,,-19.5,-11.7,,,,,,30.0,-27.2,No precipitation,6,,,,
06.01.2020 02:00,-16.9,429.3,775.9,,40,Wind blowing from the west-northwest,6,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-11.7,,,2500 or more  or no clouds.,,,30.0,-27.3,0.7,12,,,,
05.01.2020 20:00,-14.8,427.5,773.7,2.0,62,Wind blowing from the north-west,5,,14,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-11.7,,,2500 or more  or no clouds.,,,30.0,-20.5,0.7,12,,,,
05.01.2020 17:00,-13.4,425.5,767.5,,55,Wind blowing from the west-northwest,5,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-8.5,,,2000-2500,,,10.0,-20.5,0.5,6,,,,
05.01.2020 14:00,-13.1,424.8,764.2,-0.3,61,Wind blowing from the east-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.9,,,2000-2500,,,30.0,-19.2,0.4,12,,,,
05.01.2020 11:00,-14.3,425.1,765.2,,51,Wind blowing from the east-southeast,2,,10,100%., ,,,-16.2,-6.9,,,2000-2500,,,30.0,-22.2,0.1,6,,,,
05.01.2020 08:00,-16.2,424.4,765.4,-0.5,62,Wind blowing from the west-northwest,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.9,,,2000-2500,,,30.0,-21.8,0.8,12,,,,
05.01.2020 05:00,-14.7,424.9,762.5,,76,Wind blowing from the north-west,4,,10,,Intermittent fall of snowflakes  slight at time of observation. ,,,-14.7,-6.9,,,,,,5.0,-18.0,0.3,6,,,,
05.01.2020 02:00,-12.5,425.1,760.4,,65,Wind blowing from the west-northwest,5,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-6.9,,,2500 or more  or no clouds.,,,21.0,-17.7,0.5,12,,,,
04.01.2020 20:00,-11.7,424.6,762.2,0.4,70,Wind blowing from the north-east,2,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-6.9,,,1000-1500,,,5.0,-16.2,0.1,12,,,,
04.01.2020 17:00,-8.6,424.2,758.1,,23,Wind blowing from the north-west,6,,14,100%., ,,,-12.7,-5.7,,,2500 or more  or no clouds.,,,30.0,-26.0,No precipitation,6,,,,
04.01.2020 14:00,-7.9,425.4,759.2,-1.2,19,Wind blowing from the west,7,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-5.1,,,1500-2000,,,30.0,-27.5,No precipitation,12,,,,
04.01.2020 11:00,-8.9,426.6,762.6,,19,Wind blowing from the west,4,,11,no clouds, ,,,-12.9,-5.1,,,,,,30.0,-28.4,No precipitation,6,,,,
04.01.2020 08:00,-11.9,425.7,761.0,-0.6,34,Wind blowing from the south-southwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-5.1,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
04.01.2020 05:00,-10.9,426.3,759.6,,69,Wind blowing from the south-southeast,6,,11,, ,,,-18.1,-5.1,,,,,,30.0,-15.5,No precipitation,6,,,,
04.01.2020 02:00,-10.3,427.2,760.7,,40,Wind blowing from the south-southwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-5.1,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
03.01.2020 20:00,-7.7,427.7,768.3,,21,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,-18.1,-5.1,,,,,,30.0,-26.3,No precipitation,6,,,,
03.01.2020 17:00,-5.6,427.8,765.1,,11,Wind blowing from the north,3,,7,90  or more  but not 100%, ,,,-18.1,-5.1,,,,,,30.0,-31.5,No precipitation,6,,,,
03.01.2020 14:00,-5.8,429.7,766.0,-1.8,10,Wind blowing from the west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-5.5,,,1500-2000,,,30.0,-32.6,No precipitation,12,,,,
03.01.2020 11:00,-13.0,431.5,774.8,,39,Wind blowing from the south-southwest,2,,6,70 – 80%., ,,,-18.1,-5.7,,,1500-2000,,,30.0,-24.1,No precipitation,6,,,,
03.01.2020 08:00,-16.6,431.0,775.9,-0.1,61,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-5.7,,,,,,30.0,-22.4,No precipitation,12,,,,
03.01.2020 05:00,-14.5,431.1,772.0,,60,Wind blowing from the south-southwest,2,,13,, ,,,-14.5,-5.7,,,,,,30.0,-20.7,No precipitation,6,,,,
03.01.2020 02:00,-11.2,431.3,769.1,,50,Wind blowing from the south-southeast,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-5.7,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
02.01.2020 20:00,-9.6,431.1,772.8,0.6,37,Wind blowing from the west-northwest,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-5.7,,,1500-2000,,,30.0,-21.6,No precipitation,12,,,,
02.01.2020 17:00,-7.0,430.5,768.7,,23,Wind blowing from the north-west,7,,14,100%., ,,,-14.2,-4.2,,,1500-2000,,,30.0,-24.7,No precipitation,6,,,,
02.01.2020 14:00,-6.2,431.5,769.4,-0.9,13,Wind blowing from the west-northwest,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-3.6,,,2500 or more  or no clouds.,,,30.0,-30.2,No precipitation,12,,,,
02.01.2020 11:00,-8.6,432.4,769.9,,15,Wind blowing from the south-southwest,1,,14,10%  or less  but not 0, ,,,-14.2,-3.6,,,2000-2500,,,30.0,-30.6,No precipitation,6,,,,
02.01.2020 08:00,-12.8,431.4,770.4,0.3,26,Wind blowing from the west-northwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-3.6,,,,,,30.0,-28.3,No precipitation,12,,,,
02.01.2020 05:00,-11.5,431.1,767.5,,20,Wind blowing from the west-northwest,5,,,, ,,,-11.8,-3.6,,,,,,30.0,-30.0,No precipitation,6,,,,
02.01.2020 02:00,-11.1,430.8,766.9,,18,Wind blowing from the west-northwest,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-3.6,,,2500 or more  or no clouds.,,,30.0,-30.8,No precipitation,12,,,,
01.01.2020 20:00,-6.0,429.8,765.8,0.3,13,Wind blowing from the west,3,,18,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-3.6,,,1500-2000,,,30.0,-30.0,No precipitation,12,,,,
01.01.2020 17:00,-4.3,429.5,762.6,,7,Wind blowing from the west-northwest,7,,18,90  or more  but not 100%, ,,,-11.8,-3.0,,,,,,30.0,-35.1,No precipitation,6,,,,
01.01.2020 14:00,-4.7,430.9,764.6,-0.3,7,Wind blowing from the west,8,,18,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.0,,,1500-2000,,,30.0,-35.4,No precipitation,12,,,,
01.01.2020 11:00,-6.8,431.2,766.0,,8,Wind blowing from the west,8,,17,70 – 80%., ,,,-11.8,-2.0,,,1500-2000,,,30.0,-35.7,No precipitation,6,,,,
01.01.2020 08:00,-10.6,429.9,764.9,-0.1,10,Wind blowing from the south-southwest,3,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.0,,,2500 or more  or no clouds.,,,30.0,-36.4,No precipitation,12,,,,
01.01.2020 05:00,-8.9,430.0,762.5,,8,Wind blowing from the south-west,6,,17,, ,,,-15.0,-2.0,,,,,,30.0,-37.3,No precipitation,6,,,,
01.01.2020 02:00,-7.9,429.4,760.6,,8,Wind blowing from the west-southwest,6,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-2.0,,,2500 or more  or no clouds.,,,30.0,-36.5,No precipitation,12,,,,
31.12.2019 20:00,-4.5,428.2,763.6,-0.2,5,Wind blowing from the south-southwest,4,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-2.0,,,2500 or more  or no clouds.,,,30.0,-38.6,No precipitation,12,,,,
31.12.2019 17:00,-3.0,428.4,764.6,,4,Wind blowing from the west,7,,17,, ,,,-16.4,-1.5,,,,,,30.0,-39.7,No precipitation,6,,,,
31.12.2019 14:00,-3.0,429.6,766.9,-1.2,4,Wind blowing from the west-southwest,9,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-1.5,,,1500-2000,,,30.0,-39.7,No precipitation,12,,,,
