Local time in Ankang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 05:00,3.4,742.9,769.9,,91,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,11.0,2.1,,,,,,
11.01.2020 02:00,3.9,743.3,770.5,-0.5,91,Wind blowing from the east-southeast,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,5.4,,,2500 or more  or no clouds.,,,9.0,2.6,No precipitation,12,,,,
10.01.2020 23:00,4.3,743.8,770.9,,88,Wind blowing from the east-northeast,1,,2,, ,,,3.6,5.4,,,,,,9.0,2.5,No precipitation,6,,,,
10.01.2020 20:00,4.7,742.6,769.7,1.1,83,Wind blowing from the south-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,5.4,,,2500 or more  or no clouds.,,,7.0,2.1,Trace of precipitation,12,,,,
10.01.2020 17:00,5.3,741.5,768.5,,75,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,5.8,,,600-1000,,,22.0,1.2,No precipitation,6,,,,
10.01.2020 14:00,4.8,741.6,768.7,-1.9,77,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,6.0,,,600-1000,,,21.0,1.1,0.1,12,,,,
10.01.2020 11:00,4.0,743.5,770.7,,86,Wind blowing from the east-northeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,600-1000,,,13.0,1.9,0.1,6,,,,
10.01.2020 08:00,3.7,742.3,769.4,0.9,89,Wind blowing from the south-east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.0,,,2500 or more  or no clouds.,,,11.0,2.1,0.1,12,,,,
10.01.2020 05:00,4.0,741.4,768.4,,81,Wind blowing from the south-east,1,,,, ,,,,,,,,,,24.0,1.0,,,,,,
10.01.2020 02:00,4.0,742.3,769.3,-0.2,85,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,6.0,,,2500 or more  or no clouds.,,,14.0,1.7,No precipitation,12,,,,
09.01.2020 23:00,4.5,742.5,769.6,,82,Wind blowing from the south-east,1,,3,, ,,,4.1,6.0,,,,,,13.0,1.7,No precipitation,6,,,,
09.01.2020 20:00,5.2,742.3,769.3,1.4,70,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,6.0,,,1500-2000,,,19.0,0.2,No precipitation,12,,,,
09.01.2020 17:00,5.8,740.9,767.9,,66,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,1500-2000,,,24.0,-0.1,,,,,,
09.01.2020 14:00,5.8,741.2,768.2,-2.0,66,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,5.8,,,1500-2000,,,28.0,-0.1,No precipitation,12,,,,
09.01.2020 11:00,4.9,743.2,770.3,,72,Wind blowing from the east,1,,4,100%., ,,,3.3,5.0,,,1500-2000,,,19.0,0.3,No precipitation,6,,,,
09.01.2020 08:00,4.2,742.3,769.4,0.3,73,Wind blowing from the east-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.0,,,1500-2000,,,18.0,-0.2,No precipitation,12,,,,
09.01.2020 05:00,4.2,742.0,769.1,,77,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,22.0,0.4,,,,,,
09.01.2020 02:00,4.5,742.3,769.4,-0.3,76,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.0,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
08.01.2020 23:00,5.0,742.6,769.6,,72,Wind blowing from the east,2,,3,, ,,,0.9,5.0,,,,,,30.0,0.4,No precipitation,6,,,,
08.01.2020 20:00,4.8,742.0,769.2,0.5,92,Wind blowing from the north,0,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,5.0,,,600-1000,,,5.0,3.6,1.0,12,,,,
08.01.2020 17:00,4.8,741.5,768.7,,91,Wind blowing from the west-southwest,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,7.3,,,600-1000,,,4.5,3.5,0.9,6,,,,
08.01.2020 14:00,4.4,741.7,768.9,-2.2,92,Wind blowing from the south-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,7.8,,,600-1000,,,4.7,3.2,1.0,12,,,,
08.01.2020 11:00,3.3,743.9,771.2,,94,Wind blowing from the west-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,600-1000,,,3.1,2.4,0.4,6,,,,
08.01.2020 08:00,2.1,743.4,770.6,,96,Wind blowing from the north-east,1,,,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,0.9,7.8,,,600-1000,,,3.8,1.5,Trace of precipitation,12,,,,
08.01.2020 05:00,1.6,743.5,770.7,,97,Wind blowing from the south-east,2,,3,,Mist. ,,,0.9,7.8,,,,,,2.1,1.2,No precipitation,6,,,,
08.01.2020 02:00,1.5,744.2,771.4,-0.2,98,Wind blowing from the east,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,7.8,,,2500 or more  or no clouds.,,,0.3,1.2,No precipitation,12,,,,
07.01.2020 23:00,2.6,744.4,771.7,,93,Wind blowing from the east,1,,3,,Mist. ,,,2.0,7.8,,,,,,5.0,1.6,No precipitation,6,,,,
07.01.2020 20:00,4.1,743.2,770.4,1.5,90,Wind blowing from the south-southeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,7.8,,,,,,5.0,2.6,No precipitation,12,,,,
07.01.2020 17:00,7.3,741.7,768.7,,71,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,13.0,2.4,,,,,,
07.01.2020 14:00,6.3,741.9,769.0,-1.4,80,Wind blowing from the east-northeast,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.5,,,1000-1500,,,13.0,3.1,No precipitation,12,,,,
07.01.2020 11:00,4.1,743.3,770.5,,89,Wind blowing from the north-east,1,,,100%., ,,,2.0,6.5,,,2500 or more  or no clouds.,,,11.0,2.5,No precipitation,6,,,,
07.01.2020 08:00,3.2,742.1,769.3,0.6,94,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.5,,,2500 or more  or no clouds.,,,10.0,2.3,7.0,12,,,,
07.01.2020 05:00,2.6,741.5,768.6,,94,Wind blowing from the east,1,,3,, ,,,2.0,6.5,,,,,,22.0,1.7,0.9,6,,,,
07.01.2020 02:00,2.1,740.5,767.5,-0.6,92,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.5,,,2500 or more  or no clouds.,,,30.0,0.9,17.0,12,,,,
06.01.2020 23:00,2.5,741.1,768.2,,92,Wind blowing from the east,2,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.5,6.5,,,,,,20.0,1.3,13.0,6,,,,
06.01.2020 20:00,4.6,740.7,767.7,1.4,91,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,4.6,6.5,,,600-1000,,,6.0,3.3,11.0,12,,,,
06.01.2020 17:00,6.0,739.3,766.2,,88,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,5.2,6.6,,,600-1000,,,7.0,4.2,4.0,6,,,,
06.01.2020 14:00,6.4,738.1,764.9,,91,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,5.2,6.7,,,600-1000,,,11.0,5.0,2.0,12,,,,
06.01.2020 11:00,6.0,741.4,768.2,,89,Wind blowing from the west-southwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,5.2,6.7,,,600-1000,,,25.0,4.3,0.6,6,,,,
06.01.2020 08:00,5.2,740.8,767.6,0.6,92,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,6.7,,,600-1000,,,22.0,4.0,4.0,12,,,,
06.01.2020 05:00,5.7,740.2,767.1,,90,Wind blowing from the west,1,,3,,Rain (not freezing) not falling as shower(s). ,,,5.1,6.7,,,,,,18.0,4.2,3.0,6,,,,
06.01.2020 02:00,5.9,740.5,767.4,-0.1,96,Wind blowing from the north-northwest,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,6.7,,,2500 or more  or no clouds.,,,2.4,5.3,2.0,12,,,,
05.01.2020 23:00,6.2,740.6,767.5,,93,Wind blowing from the south-southeast,0,,3,,Mist. ,,,5.1,6.7,,,,,,7.0,5.2,No precipitation,6,,,,
05.01.2020 20:00,6.5,740.2,767.0,1.7,92,Wind blowing from the north,0,,3,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,5.1,6.9,,,600-1000,,,7.0,5.3,Trace of precipitation,12,,,,
05.01.2020 17:00,6.6,738.5,765.3,,90,Wind blowing from the north-west,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,7.4,,,1500-2000,,,13.0,5.1,No precipitation,6,,,,
05.01.2020 14:00,6.6,738.3,765.1,,87,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,7.7,,,1500-2000,,,14.0,4.6,3.0,12,,,,
05.01.2020 11:00,5.9,740.0,766.9,,90,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,7.7,,,600-1000,,,5.0,4.4,1.0,6,,,,
05.01.2020 08:00,5.3,739.0,765.7,0.6,94,Wind blowing from the south-west,1,,3,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,,7.7,,,600-1000,,,3.3,4.4,6.0,12,,,,
05.01.2020 05:00,5.3,738.4,765.2,,95,Wind blowing from the west-southwest,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,,7.7,,,,,,2.2,4.6,5.0,6,,,,
05.01.2020 02:00,5.5,739.2,766.0,-0.8,92,Wind blowing from the south-west,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.7,,,2500 or more  or no clouds.,,,3.0,4.3,3.0,12,,,,
04.01.2020 23:00,6.2,740.0,766.9,,80,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.0,7.7,,,,,,3.9,3.0,0.2,6,,,,
04.01.2020 20:00,6.8,740.2,767.3,-0.1,71,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.7,,,2500 or more  or no clouds.,,,4.4,1.9,Trace of precipitation,12,,,,
04.01.2020 17:00,7.4,740.3,767.3,,66,Wind blowing from the south-east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.3,,,2500 or more  or no clouds.,,,5.0,1.3,No precipitation,6,,,,
04.01.2020 14:00,7.1,741.4,768.3,-2.8,62,Wind blowing from the south,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.5,,,2500 or more  or no clouds.,,,6.0,0.3,No precipitation,12,,,,
04.01.2020 11:00,4.7,744.2,771.3,,76,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.5,,,,,,6.0,0.7,No precipitation,6,,,,
04.01.2020 08:00,1.2,743.8,771.0,-0.1,88,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.5,,,2500 or more  or no clouds.,,,6.0,-0.6,No precipitation,12,,,,
04.01.2020 05:00,1.7,743.9,771.0,,88,Wind blowing from the east,1,,2,,Mist. ,,,1.7,8.5,,,,,,6.0,-0.1,No precipitation,6,,,,
04.01.2020 02:00,3.6,744.3,771.3,-0.6,80,Wind blowing from the east-northeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,8.5,,,2500 or more  or no clouds.,,,7.0,0.5,No precipitation,12,,,,
03.01.2020 23:00,6.3,744.9,771.9,,70,Wind blowing from the south-southeast,2,,2,,Haze. ,,,4.4,8.5,,,,,,7.0,1.2,No precipitation,6,,,,
03.01.2020 20:00,7.5,745.0,772.0,,60,Wind blowing from the north,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,8.5,,,2500 or more  or no clouds.,,,6.0,0.2,No precipitation,12,,,,
03.01.2020 17:00,8.3,743.9,770.8,,52,Wind blowing from the west-northwest,0,,,100%., ,,,,,,,1500-2000,,,8.0,-1.2,,,,,,
03.01.2020 14:00,8.4,744.4,771.3,-2.4,56,Wind blowing from the north,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,8.4,,,2500 or more  or no clouds.,,,7.0,0.1,No precipitation,12,,,,
03.01.2020 11:00,5.6,746.8,774.0,,71,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,6.9,,,2500 or more  or no clouds.,,,6.0,0.6,No precipitation,6,,,,
03.01.2020 08:00,4.7,745.8,772.9,0.4,74,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,2500 or more  or no clouds.,,,8.0,0.5,No precipitation,12,,,,
03.01.2020 05:00,4.8,745.4,772.5,,69,Wind blowing from the east,1,,,, ,,,,,,,,,,9.0,-0.4,,,,,,
03.01.2020 02:00,5.0,746.0,773.1,-0.2,66,Wind blowing from the south-southeast,2,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,2500 or more  or no clouds.,,,9.0,-0.8,No precipitation,12,,,,
02.01.2020 23:00,5.5,746.2,773.3,,59,Wind blowing from the south-east,1,,3,, ,,,1.9,6.9,,,,,,9.0,-1.9,No precipitation,6,,,,
02.01.2020 20:00,6.1,745.7,772.9,,52,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,6.9,,,2500 or more  or no clouds.,,,7.0,-3.0,No precipitation,12,,,,
02.01.2020 17:00,6.7,744.9,772.0,,46,Wind blowing from the south,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-4.1,,,,,,
02.01.2020 14:00,6.5,745.1,772.3,-2.5,45,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,6.5,,,2500 or more  or no clouds.,,,12.0,-4.6,No precipitation,12,,,,
02.01.2020 11:00,4.3,747.6,774.9,,63,Wind blowing from the east-northeast,1,,2,100%., ,,,1.9,4.3,,,2500 or more  or no clouds.,,,9.0,-2.1,No precipitation,6,,,,
02.01.2020 08:00,2.2,746.6,774.0,1.6,71,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,4.2,,,2500 or more  or no clouds.,,,9.0,-2.5,No precipitation,12,,,,
02.01.2020 05:00,2.0,745.0,772.3,,65,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,11.0,-3.9,,,,,,
02.01.2020 02:00,2.8,745.4,772.7,-0.5,66,Wind blowing from the south-southeast,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,4.2,,,2500 or more  or no clouds.,,,10.0,-2.9,No precipitation,12,,,,
01.01.2020 23:00,3.4,745.9,773.2,,53,Wind blowing from the west-southwest,1,,2,, ,,,2.1,4.2,,,,,,12.0,-5.3,No precipitation,6,,,,
01.01.2020 20:00,4.1,745.0,772.3,,47,Wind blowing from the west-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,4.2,,,2500 or more  or no clouds.,,,11.0,-6.2,No precipitation,12,,,,
01.01.2020 17:00,4.2,743.5,770.8,,41,Wind blowing from the north,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,15.0,-7.9,,,,,,
01.01.2020 14:00,3.5,743.8,771.1,-1.8,41,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,3.5,,,2500 or more  or no clouds.,,,17.0,-8.5,No precipitation,12,,,,
