Local time in Dunhua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 11:00,-8.4,717.7,768.6,,56,Wind blowing from the south,1,,2,10%  or less  but not 0, ,,,-20.9,-4.7,,,2500 or more  or no clouds.,,,15.0,-15.8,No precipitation,6,,,,
10.01.2020 08:00,-19.1,719.2,771.1,0.0,78,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.7,,,,,,2.5,-22.0,No precipitation,12,,,,
10.01.2020 05:00,-20.1,719.2,770.8,,78,Wind blowing from the south-southwest,1,,5,, ,,,-20.1,-4.7,,,,,,8.0,-23.0,No precipitation,6,,,,
10.01.2020 02:00,-17.6,719.8,770.7,,80,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-4.7,,,2500 or more  or no clouds.,,,9.0,-20.2,No precipitation,12,,,,
09.01.2020 20:00,-13.1,720.4,771.5,0.8,75,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.7,,,,,,13.0,-16.6,No precipitation,12,,,,
09.01.2020 17:00,-9.9,719.6,770.2,,66,Wind blowing from the north-west,1,,4,no clouds, ,,,-11.8,-4.7,,,,,,19.0,-15.2,No precipitation,6,,,,
09.01.2020 14:00,-5.0,718.9,768.9,-0.6,48,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-4.6,,,,,,21.0,-14.3,No precipitation,12,,,,
09.01.2020 11:00,-6.8,719.5,769.7,,56,Wind blowing from the south,1,,5,no clouds, ,,,-11.8,-4.5,,,,,,12.0,-14.3,No precipitation,6,,,,
09.01.2020 08:00,-11.6,719.6,770.2,1.0,76,Wind blowing from the west-northwest,1,,5,20–30%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-4.5,,,2500 or more  or no clouds.,,,4.5,-15.0,0.2,12,,,,
09.01.2020 05:00,-9.2,718.6,768.9,,71,Wind blowing from the south-west,1,,5,, ,,,-9.2,-4.5,,,,,,9.0,-13.5,0.1,6,,,,
09.01.2020 02:00,-8.8,718.3,768.2,,74,Wind blowing from the south-west,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-4.5,,,2500 or more  or no clouds.,,,6.0,-12.6,0.3,12,,,,
08.01.2020 20:00,-8.2,717.4,767.3,1.2,78,Wind blowing from the north-northwest,2,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-4.5,,,1000-1500,,,5.0,-11.4,0.8,12,,,,
08.01.2020 17:00,-7.4,716.2,766.0,,76,Wind blowing from the north-northwest,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.4,-4.5,,,1000-1500,,,6.0,-10.9,0.3,6,,,,
08.01.2020 14:00,-4.7,715.3,764.7,0.3,78,Wind blowing from the north,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.0,-2.9,,,1000-1500,,,6.0,-8.0,1.0,12,,,,
08.01.2020 11:00,-5.7,715.0,764.5,,77,Wind blowing from the north,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.0,,,,1000-1500,,,5.0,-9.1,0.8,6,,,,
08.01.2020 08:00,-6.7,714.7,764.2,1.2,82,Wind blowing from the north,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-2.6,,,1000-1500,,,5.0,-9.3,0.4,12,,,,
08.01.2020 05:00,-6.6,713.5,762.8,,84,Wind blowing from the north-northeast,4,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.9,-2.6,,,,,,5.0,-8.9,No precipitation,6,,,,
08.01.2020 02:00,-6.3,713.6,762.8,,87,Wind blowing from the north,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-2.6,,,2500 or more  or no clouds.,,,6.0,-8.1,No precipitation,12,,,,
07.01.2020 20:00,-5.0,716.4,766.0,-1.0,79,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-2.6,,,1000-1500,,,14.0,-8.2,0.1,12,,,,
07.01.2020 17:00,-4.7,717.4,767.1,,77,Wind blowing from the north-east,0,,,90  or more  but not 100%, ,,,-7.9,-2.6,,,1000-1500,,,9.0,-8.1,No precipitation,6,,,,
07.01.2020 14:00,-3.0,717.9,767.4,-1.6,69,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-2.6,,,1000-1500,,,14.0,-7.9,0.1,12,,,,
07.01.2020 11:00,-4.2,719.5,769.3,,70,Wind blowing from the south-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-4.1,,,1000-1500,,,5.0,-9.0,0.1,6,,,,
07.01.2020 08:00,-7.6,720.4,770.5,0.4,83,Wind blowing from the north,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.9,,,1000-1500,,,3.9,-10.0,No precipitation,12,,,,
07.01.2020 05:00,-7.1,720.0,769.9,,81,Calm  no wind,0,,,,Mist. ,,,,-4.9,,,,,,6.0,-9.8,No precipitation,6,,,,
07.01.2020 02:00,-6.7,720.8,770.8,,68,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.9,,,2500 or more  or no clouds.,,,13.0,-11.6,No precipitation,12,,,,
06.01.2020 20:00,-6.6,721.5,772.4,0.1,65,Wind blowing from the north,0,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-4.9,,,2500 or more  or no clouds.,,,4.6,-12.1,No precipitation,12,,,,
06.01.2020 17:00,-5.7,721.4,772.3,,57,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%, ,,,-16.8,-4.9,,,2500 or more  or no clouds.,,,8.0,-12.9,No precipitation,6,,,,
06.01.2020 14:00,-5.6,721.6,772.5,-0.9,55,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-1.7,,,2500 or more  or no clouds.,,,18.0,-13.2,No precipitation,12,,,,
06.01.2020 11:00,-8.6,722.5,773.8,,64,Wind blowing from the south-southwest,0,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-1.5,,,2500 or more  or no clouds.,,,6.0,-14.2,No precipitation,6,,,,
06.01.2020 08:00,-15.3,723.5,775.3,-0.2,76,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,,,,2500 or more  or no clouds.,,,3.5,-18.6,No precipitation,12,,,,
06.01.2020 05:00,-15.6,723.7,775.0,,77,Wind blowing from the west-northwest,1,,3,, ,,,-17.4,-1.5,,,,,,9.0,-18.7,No precipitation,6,,,,
06.01.2020 02:00,-16.0,724.4,775.1,,81,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.5,,,2500 or more  or no clouds.,,,10.0,-18.5,No precipitation,12,,,,
05.01.2020 20:00,-13.3,724.9,776.8,0.0,75,Wind blowing from the north-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.5,,,,,,4.7,-16.8,No precipitation,12,,,,
05.01.2020 17:00,-7.7,724.9,776.4,,61,Wind blowing from the north-northwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.5,,,,,,2.7,-13.9,No precipitation,6,,,,
05.01.2020 14:00,-1.6,724.0,774.6,-0.9,42,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.5,,,,,,29.0,-13.1,No precipitation,12,,,,
05.01.2020 11:00,-5.9,724.9,775.7,,49,Wind blowing from the south,1,,3,20–30%., ,,,-17.4,-3.2,,,2500 or more  or no clouds.,,,21.0,-14.9,No precipitation,6,,,,
05.01.2020 08:00,-15.4,725.1,776.6,0.9,78,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-3.2,,,,,,3.2,-18.4,No precipitation,12,,,,
05.01.2020 05:00,-16.6,724.2,775.6,,74,Wind blowing from the west-southwest,1,,5,, ,,,-16.6,-3.2,,,,,,16.0,-20.2,No precipitation,6,,,,
05.01.2020 02:00,-15.5,723.8,774.7,,69,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-3.2,,,2500 or more  or no clouds.,,,27.0,-19.9,No precipitation,12,,,,
04.01.2020 20:00,-9.6,721.6,772.6,1.5,64,Wind blowing from the west-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-3.2,,,,,,13.0,-15.3,No precipitation,12,,,,
04.01.2020 17:00,-7.7,720.1,771.1,,59,Wind blowing from the south-southwest,2,,7,no clouds, ,,,-16.9,-3.2,,,,,,20.0,-14.5,No precipitation,6,,,,
04.01.2020 14:00,-3.8,718.8,769.3,0.0,49,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-3.2,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
04.01.2020 11:00,-4.9,718.8,769.4,,49,Wind blowing from the south-southeast,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,15.0,-14.0,,,,,,
04.01.2020 08:00,-11.9,718.8,769.9,0.7,68,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,,,,1000-1500,,,3.1,-16.6,No precipitation,12,,,,
04.01.2020 05:00,-15.5,718.1,769.2,,74,Wind blowing from the south-southwest,1,,5,, ,,,-16.9,-4.4,,,,,,8.0,-19.1,No precipitation,6,,,,
04.01.2020 02:00,-15.3,717.9,768.4,,71,Wind blowing from the north-west,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-4.4,,,2500 or more  or no clouds.,,,8.0,-19.4,No precipitation,12,,,,
03.01.2020 20:00,-13.4,718.9,769.9,-0.3,65,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.4,,,,,,13.0,-18.6,No precipitation,12,,,,
03.01.2020 17:00,-10.3,719.2,770.2,,55,Wind blowing from the west-northwest,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.4,,,,,,4.7,-17.6,No precipitation,6,,,,
03.01.2020 14:00,-4.8,718.5,769.0,-0.4,38,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.4,,,,,,30.0,-17.0,No precipitation,12,,,,
03.01.2020 11:00,-6.3,718.9,769.7,,42,Wind blowing from the south-west,3,,7,no clouds, ,,,-17.0,-4.2,,,,,,18.0,-17.1,No precipitation,6,,,,
03.01.2020 08:00,-12.0,719.4,770.5,0.6,48,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,5.0,-20.8,No precipitation,12,,,,
03.01.2020 05:00,-12.7,718.8,769.6,,50,Wind blowing from the south-southwest,4,,6,, ,,,,-4.2,,,,,,17.0,-21.0,No precipitation,6,,,,
03.01.2020 02:00,-14.2,719.5,770.1,,49,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-4.2,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
02.01.2020 20:00,-13.1,719.9,772.0,-0.5,43,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-4.2,,,,,,18.0,-23.1,No precipitation,12,,,,
02.01.2020 17:00,-9.9,720.4,772.3,,36,Wind blowing from the south-southwest,2,,7,no clouds, ,,,-22.8,-4.2,,,,,,24.0,-22.2,No precipitation,6,,,,
02.01.2020 14:00,-5.1,719.8,771.1,-0.9,28,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-4.2,,,,,,19.0,-20.8,No precipitation,12,,,,
02.01.2020 11:00,-8.3,720.7,772.3,,43,Wind blowing from the south,2,,3,10%  or less  but not 0, ,,,-22.8,-8.3,,,2500 or more  or no clouds.,,,11.0,-18.7,No precipitation,6,,,,
02.01.2020 08:00,-21.0,722.0,774.9,0.2,68,Wind blowing from the south-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,,,,2500 or more  or no clouds.,,,4.9,-25.4,No precipitation,12,,,,
02.01.2020 05:00,-22.5,721.8,774.3,,68,Wind blowing from the south-west,1,,4,, ,,,-23.8,-9.5,,,,,,30.0,-26.8,No precipitation,6,,,,
02.01.2020 02:00,-22.2,722.5,774.6,,64,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-9.5,,,2500 or more  or no clouds.,,,30.0,-27.2,No precipitation,12,,,,
01.01.2020 20:00,-19.1,723.1,776.0,0.1,55,Wind blowing from the north,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-9.5,,,,,,11.0,-25.9,No precipitation,12,,,,
01.01.2020 17:00,-14.4,723.0,775.6,,41,Wind blowing from the south-west,2,,9,no clouds, ,,,-23.8,-9.5,,,,,,18.0,-24.8,No precipitation,6,,,,
01.01.2020 14:00,-9.5,722.0,773.8,-0.2,31,Wind blowing from the west-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-9.5,,,,,,30.0,-23.5,No precipitation,12,,,,
01.01.2020 11:00,-11.2,722.2,773.9,,33,Wind blowing from the south-southwest,4,,8,no clouds, ,,,-23.8,-11.1,,,,,,30.0,-24.3,No precipitation,6,,,,
01.01.2020 08:00,-20.2,722.0,774.6,0.9,73,Wind blowing from the north-northwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-14.4,,,,,,3.0,-23.8,No precipitation,12,,,,
01.01.2020 05:00,-23.1,721.1,773.8,,70,Wind blowing from the north-northwest,1,,6,, ,,,-23.9,-14.4,,,,,,30.0,-27.1,No precipitation,6,,,,
01.01.2020 02:00,-20.0,720.9,773.1,,67,Wind blowing from the north-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-14.4,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
31.12.2019 20:00,-16.8,720.4,772.9,-0.3,46,Wind blowing from the south-southwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-14.4,,,,,,29.0,-25.7,No precipitation,12,,,,
