Local time in Kunming,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 17:00,18.9,607.2,758.8,,32,Wind blowing from the west-southwest,7,,13,10%  or less  but not 0, ,,,3.5,20.1,,,600-1000,,,30.0,1.9,No precipitation,6,,,,
09.01.2020 14:00,19.3,608.4,758.9,-2.4,30,Wind blowing from the west-southwest,6,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,19.3,,,600-1000,,,30.0,1.3,No precipitation,12,,,,
09.01.2020 11:00,14.5,610.8,762.6,,50,Wind blowing from the west-southwest,2,,6,10%  or less  but not 0, ,,,3.5,19.3,,,600-1000,,,22.0,4.2,No precipitation,6,,,,
09.01.2020 08:00,4.5,609.4,763.1,0.2,94,Wind blowing from the north,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,19.3,,,600-1000,,,20.0,3.6,No precipitation,12,,,,
09.01.2020 05:00,4.8,609.2,761.5,,92,Wind blowing from the north-west,0,,12,, ,,,4.8,19.3,,,,,,24.0,3.6,No precipitation,6,,,,
09.01.2020 02:00,9.0,609.5,760.4,0.1,79,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,19.3,,,2500 or more  or no clouds.,,,20.0,5.6,No precipitation,12,,,,
08.01.2020 23:00,11.5,609.4,760.7,,68,Wind blowing from the west-southwest,2,,13,, ,,,5.0,19.3,,,,,,20.0,5.8,No precipitation,6,,,,
08.01.2020 20:00,14.1,608.5,761.2,1.2,52,Wind blowing from the south-west,2,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,19.3,,,600-1000,,,30.0,4.4,No precipitation,12,,,,
08.01.2020 17:00,18.3,607.3,759.0,,37,Wind blowing from the south-west,5,,13,40%., ,,,5.0,19.3,,,600-1000,,,30.0,3.4,No precipitation,6,,,,
08.01.2020 14:00,18.9,608.4,760.1,-2.4,40,Wind blowing from the south-west,5,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,18.9,,,600-1000,,,30.0,5.0,No precipitation,12,,,,
08.01.2020 11:00,15.2,610.8,763.8,,64,Wind blowing from the south-west,3,,7,40%., ,,,5.0,18.8,,,600-1000,,,22.0,8.4,No precipitation,6,,,,
08.01.2020 08:00,7.0,609.7,762.7,0.6,97,Wind blowing from the west-northwest,1,,8,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,18.8,,,2500 or more  or no clouds.,,,3.7,6.6,No precipitation,12,,,,
08.01.2020 05:00,5.3,609.1,761.4,,95,Wind blowing from the west-northwest,1,,9,,Mist. ,,,0.9,18.8,,,,,,4.0,4.6,No precipitation,6,,,,
08.01.2020 02:00,5.3,610.0,762.9,-0.4,96,Wind blowing from the north,0,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,18.8,,,2500 or more  or no clouds.,,,5.0,4.7,No precipitation,12,,,,
07.01.2020 23:00,6.8,610.4,764.5,,89,Wind blowing from the south-west,1,,9,, ,,,0.9,18.8,,,,,,11.0,5.1,No precipitation,6,,,,
07.01.2020 20:00,14.0,609.4,764.1,0.9,55,Wind blowing from the south-southwest,4,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,18.8,,,2500 or more  or no clouds.,,,30.0,5.1,No precipitation,12,,,,
07.01.2020 17:00,17.8,608.5,761.0,,37,Wind blowing from the south-west,4,,7,10%  or less  but not 0, ,,,0.9,18.8,,,2500 or more  or no clouds.,,,30.0,2.9,No precipitation,6,,,,
07.01.2020 14:00,16.5,609.4,761.6,-2.2,39,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,16.9,,,,,,30.0,2.5,No precipitation,12,,,,
07.01.2020 11:00,11.1,611.6,764.9,,45,Wind blowing from the south-southeast,1,,7,20–30%., ,,,0.9,16.9,,,2500 or more  or no clouds.,,,26.0,-0.4,No precipitation,6,,,,
07.01.2020 08:00,1.2,610.9,766.2,0.7,90,Wind blowing from the north-northeast,1,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,16.9,,,600-1000,,,25.0,-0.3,No precipitation,12,,,,
07.01.2020 05:00,4.0,610.2,763.4,,72,Wind blowing from the west,2,,,, ,,,2.7,16.9,,,,,,30.0,-0.6,No precipitation,6,,,,
07.01.2020 02:00,7.0,610.4,763.1,0.4,59,Wind blowing from the south-southeast,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,16.9,,,2500 or more  or no clouds.,,,30.0,-0.5,0.1,12,,,,
06.01.2020 23:00,10.4,610.0,762.2,,50,Wind blowing from the west-southwest,3,,17,, ,,,9.6,16.9,,,,,,30.0,0.4,No precipitation,6,,,,
06.01.2020 20:00,13.4,608.5,760.3,1.7,40,Wind blowing from the west,4,,17,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.9,,,,,,30.0,0.1,1.0,12,,,,
06.01.2020 17:00,16.6,606.8,757.4,,40,Wind blowing from the west,7,,17,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.9,,,600-1000,,,30.0,3.0,0.1,6,,,,
06.01.2020 14:00,15.5,607.2,758.2,-1.7,53,Wind blowing from the south-west,5,,,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.0,,,600-1000,,,30.0,6.0,2.0,12,,,,
06.01.2020 11:00,13.7,608.9,761.0,,74,Wind blowing from the south-west,4,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,14.1,,,,,,19.0,9.2,2.0,6,,,,
06.01.2020 08:00,10.6,607.0,759.7,0.0,86,Wind blowing from the south-west,3,,7,60%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,7.5,11.2,,,600-1000,,,22.0,8.4,5.0,12,,,,
06.01.2020 05:00,10.2,607.0,759.5,,91,Wind blowing from the west,1,,7,, ,,,,11.2,,,,,,30.0,8.8,3.0,6,,,,
06.01.2020 02:00,10.1,608.1,760.8,-1.0,86,Wind blowing from the south-southwest,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.2,,,2500 or more  or no clouds.,,,15.0,7.9,25.0,12,,,,
05.01.2020 23:00,9.7,609.1,762.1,,91,Wind blowing from the south-west,2,,6,,Rain (not freezing) not falling as shower(s). ,,,7.5,11.2,,,,,,21.0,8.3,18.0,6,,,,
05.01.2020 20:00,9.3,608.7,762.6,0.8,95,Wind blowing from the south-west,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.2,,,600-1000,,,3.6,8.5,23.0,12,,,,
05.01.2020 17:00,9.9,607.9,760.9,,92,Wind blowing from the south-southwest,1,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.2,,,600-1000,,,5.0,8.7,6.0,6,,,,
05.01.2020 14:00,10.5,609.0,762.4,-1.6,85,Wind blowing from the south,3,,8,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,2500 or more  or no clouds.,,,18.0,8.1,6.0,12,,,,
05.01.2020 11:00,10.6,610.6,764.3,,85,Wind blowing from the south-west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,,,,7.0,8.2,No precipitation,6,,,,
05.01.2020 08:00,7.9,609.5,763.6,0.8,92,Wind blowing from the south-southeast,1,,,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,,,,600-1000,,,6.0,6.7,4.0,12,,,,
05.01.2020 05:00,9.5,608.7,761.6,,89,Wind blowing from the west-northwest,4,,13,,Rain (not freezing) not falling as shower(s). ,,,6.2,,,,,,,9.0,7.8,4.0,6,,,,
05.01.2020 02:00,8.5,609.4,761.0,-1.3,92,Wind blowing from the south-southeast,1,,14,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,17.1,,,2500 or more  or no clouds.,,,5.0,7.3,19.0,12,,,,
04.01.2020 23:00,8.8,610.7,762.8,,91,Wind blowing from the west-southwest,2,,14,, ,,,5.3,17.1,,,,,,14.0,7.4,12.0,6,,,,
04.01.2020 20:00,9.2,609.8,763.8,1.0,90,Wind blowing from the south-west,2,,14,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,17.1,,,600-1000,,,20.0,7.6,19.0,12,,,,
04.01.2020 17:00,11.0,608.8,762.5,,80,Wind blowing from the west,5,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,17.4,,,600-1000,,,15.0,7.7,7.0,6,,,,
04.01.2020 14:00,16.7,608.4,760.3,-2.5,51,Wind blowing from the south-west,5,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,20.3,,,600-1000,,,30.0,6.5,0.4,12,,,,
04.01.2020 11:00,16.1,610.9,762.7,,61,Wind blowing from the south,2,,7,, ,,,5.3,20.3,,,,,,18.0,8.6,No precipitation,6,,,,
04.01.2020 08:00,8.6,610.7,763.5,0.1,94,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,20.3,,,600-1000,,,7.0,7.7,No precipitation,12,,,,
04.01.2020 05:00,6.7,610.6,762.9,,97,Wind blowing from the north-east,1,,7,,Mist. ,,,5.0,20.3,,,,,,3.7,6.3,No precipitation,6,,,,
04.01.2020 02:00,6.9,611.3,763.2,-0.7,93,Wind blowing from the west-southwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,20.3,,,2500 or more  or no clouds.,,,11.0,5.8,No precipitation,12,,,,
03.01.2020 23:00,10.3,612.0,764.5,,76,Wind blowing from the west-southwest,1,,9,, ,,,5.0,20.3,,,,,,12.0,6.3,No precipitation,6,,,,
03.01.2020 20:00,14.0,611.6,765.2,0.6,62,Wind blowing from the west,1,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,20.3,,,1500-2000,,,30.0,6.8,No precipitation,12,,,,
03.01.2020 17:00,17.4,611.0,763.7,,44,Wind blowing from the south-west,4,,9,90  or more  but not 100%, ,,,5.0,20.3,,,600-1000,,,30.0,5.0,No precipitation,6,,,,
03.01.2020 14:00,19.2,611.7,763.3,-1.9,37,Wind blowing from the south-southwest,5,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,19.3,,,600-1000,,,30.0,4.2,No precipitation,12,,,,
03.01.2020 11:00,14.4,613.6,766.6,,57,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,5.0,19.3,,,600-1000,,,28.0,6.0,No precipitation,6,,,,
03.01.2020 08:00,6.7,612.7,766.7,0.8,91,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,19.3,,,600-1000,,,27.0,5.3,No precipitation,12,,,,
03.01.2020 05:00,5.7,611.9,764.8,,95,Wind blowing from the north-west,1,,7,, ,,,5.1,19.3,,,,,,10.0,5.0,No precipitation,6,,,,
03.01.2020 02:00,8.1,612.8,765.4,-0.8,89,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,19.3,,,2500 or more  or no clouds.,,,16.0,6.4,No precipitation,12,,,,
02.01.2020 23:00,10.1,613.6,766.5,,79,Wind blowing from the west-northwest,1,,11,, ,,,4.9,19.3,,,,,,23.0,6.6,No precipitation,6,,,,
02.01.2020 20:00,13.3,612.9,766.9,0.9,64,Wind blowing from the west,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,19.3,,,,,,23.0,6.6,No precipitation,12,,,,
02.01.2020 17:00,17.6,612.0,764.9,,44,Wind blowing from the west-southwest,4,,11,20–30%., ,,,4.9,19.3,,,600-1000,,,30.0,5.2,No precipitation,6,,,,
02.01.2020 14:00,17.0,613.0,766.5,-2.2,51,Wind blowing from the west,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,17.6,,,600-1000,,,30.0,6.8,No precipitation,12,,,,
02.01.2020 11:00,14.5,615.2,768.6,,58,Wind blowing from the south-southwest,3,,6,90  or more  but not 100%, ,,,4.9,17.0,,,600-1000,,,26.0,6.3,No precipitation,6,,,,
02.01.2020 08:00,7.2,614.5,769.0,1.4,87,Wind blowing from the south-west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,17.0,,,600-1000,,,12.0,5.2,No precipitation,12,,,,
02.01.2020 05:00,5.5,613.1,766.6,,90,Wind blowing from the south-southeast,1,,9,, ,,,4.9,17.0,,,,,,16.0,4.0,No precipitation,6,,,,
02.01.2020 02:00,5.4,613.5,767.3,-0.4,90,Wind blowing from the north,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.0,,,2500 or more  or no clouds.,,,16.0,3.9,No precipitation,12,,,,
01.01.2020 23:00,10.0,613.9,767.9,,70,Wind blowing from the south-southwest,2,,11,, ,,,6.3,17.0,,,,,,27.0,4.8,No precipitation,6,,,,
01.01.2020 20:00,13.2,613.3,767.3,,55,Wind blowing from the south-west,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,17.0,,,600-1000,,,30.0,4.4,Trace of precipitation,12,,,,
01.01.2020 17:00,16.7,612.3,764.8,,41,Wind blowing from the west-southwest,4,,11,70 – 80%., ,,,6.3,17.0,,,600-1000,,,30.0,3.4,No precipitation,6,,,,
01.01.2020 14:00,15.9,613.5,766.0,-2.1,51,Wind blowing from the west-southwest,4,,11,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,6.3,17.8,,,600-1000,,,30.0,5.8,Trace of precipitation,12,,,,
01.01.2020 11:00,11.4,615.6,769.4,,79,Wind blowing from the south-southwest,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,17.8,,,600-1000,,,10.0,7.9,Trace of precipitation,6,,,,
01.01.2020 08:00,7.3,614.1,768.4,0.7,93,Wind blowing from the north-west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,17.8,,,2500 or more  or no clouds.,,,8.0,6.2,No precipitation,12,,,,
01.01.2020 05:00,8.4,613.4,766.4,,86,Wind blowing from the south-west,2,,8,, ,,,0.5,17.8,,,,,,30.0,6.2,No precipitation,6,,,,
01.01.2020 02:00,9.9,613.5,765.8,-0.3,83,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,17.8,,,2500 or more  or no clouds.,,,22.0,7.2,No precipitation,12,,,,
31.12.2019 23:00,11.8,613.8,767.5,,74,Wind blowing from the south-west,2,,9,,Rain (not freezing) not falling as shower(s). ,,,0.5,17.8,,,,,,26.0,7.3,No precipitation,6,,,,
31.12.2019 20:00,12.9,613.1,769.0,1.0,62,Wind blowing from the south-west,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,17.8,,,600-1000,,,30.0,5.8,No precipitation,12,,,,
31.12.2019 17:00,15.7,612.1,766.7,,45,Wind blowing from the west-southwest,4,,9,70 – 80%., ,,,0.5,17.8,,,600-1000,,,30.0,3.8,No precipitation,6,,,,
31.12.2019 14:00,16.6,613.3,767.8,-2.4,42,Wind blowing from the west-southwest,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,16.8,,,600-1000,,,30.0,3.6,No precipitation,12,,,,
