Local time in Dongtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 02:00,5.0,768.4,768.8,-0.6,92,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,2500 or more  or no clouds.,,,9.0,3.8,No precipitation,12,,,,
09.01.2020 23:00,5.0,769.0,769.4,,93,Wind blowing from the north-east,1,,,,Mist. ,,,1.9,5.4,,,,,,5.0,4.0,No precipitation,6,,,,
09.01.2020 20:00,4.7,769.3,769.7,0.5,97,Wind blowing from the north-northeast,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,5.4,,,600-1000,,,4.3,4.3,2.0,12,,,,
09.01.2020 17:00,5.1,768.8,769.3,,90,Wind blowing from the north-east,3,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,5.4,,,600-1000,,,9.0,3.6,0.3,6,,,,
09.01.2020 14:00,4.9,769.3,769.8,-1.7,92,Wind blowing from the east-northeast,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.9,6.6,,,600-1000,,,6.0,3.7,2.0,12,,,,
09.01.2020 11:00,3.5,771.0,771.4,,100,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.9,,,,600-1000,,,3.2,3.5,2.0,6,,,,
09.01.2020 08:00,2.0,770.3,770.8,0.3,100,Wind blowing from the west-southwest,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.5,6.6,,,600-1000,,,1.4,2.0,0.8,12,,,,
09.01.2020 05:00,2.5,770.0,770.5,,95,Wind blowing from the west-northwest,0,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,0.8,6.6,,,,,,4.6,1.8,0.3,6,,,,
09.01.2020 02:00,3.3,771.2,771.7,-1.0,71,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,6.6,,,2500 or more  or no clouds.,,,10.0,-1.6,0.6,12,,,,
08.01.2020 23:00,3.1,772.2,772.6,,77,Wind blowing from the north-northwest,1,,,,Rain or drizzle and snow  slight. ,,,0.8,6.6,,,,,,7.0,-0.5,0.3,6,,,,
08.01.2020 20:00,4.4,771.7,772.1,0.8,56,Wind blowing from the north-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,6.6,,,600-1000,,,14.0,-3.8,No precipitation,12,,,,
08.01.2020 17:00,4.9,770.9,771.4,,55,Wind blowing from the north-west,2,,8,90  or more  but not 100%, ,,,0.8,7.3,,,2500 or more  or no clouds.,,,19.0,-3.6,No precipitation,6,,,,
08.01.2020 14:00,6.2,770.8,771.3,-1.0,46,Wind blowing from the north-west,4,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,8.8,,,2500 or more  or no clouds.,,,18.0,-4.6,No precipitation,12,,,,
08.01.2020 11:00,4.6,771.8,772.3,,59,Wind blowing from the north-west,3,,12,20–30%., ,,,0.8,,,,2500 or more  or no clouds.,,,14.0,-2.7,No precipitation,6,,,,
08.01.2020 08:00,1.5,771.5,772.0,1.3,81,Wind blowing from the west,2,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,9.9,,,2500 or more  or no clouds.,,,10.0,-1.4,No precipitation,12,,,,
08.01.2020 05:00,2.3,770.2,770.6,,77,Wind blowing from the north-west,4,,12,, ,,,2.3,9.9,,,,,,18.0,-1.3,No precipitation,6,,,,
08.01.2020 02:00,2.9,768.7,769.1,1.7,82,Wind blowing from the north-west,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,9.9,,,2500 or more  or no clouds.,,,10.0,0.1,3.0,12,,,,
07.01.2020 23:00,3.3,767.0,767.5,,95,Wind blowing from the west-northwest,5,,,,Mist. ,,,3.3,10.0,,,,,,6.0,2.6,2.0,6,,,,
07.01.2020 20:00,5.3,764.5,765.0,2.7,100,Wind blowing from the west,5,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,10.0,,,600-1000,,,8.0,5.3,6.0,12,,,,
07.01.2020 17:00,7.3,761.8,762.3,,100,Wind blowing from the west-northwest,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.3,10.0,,,300-600,,,3.4,7.3,3.0,6,,,,
07.01.2020 14:00,8.8,758.8,759.2,-0.3,100,Wind blowing from the west,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,8.8,10.9,,,300-600,,,3.1,8.8,3.0,12,,,,
07.01.2020 11:00,9.9,759.1,759.6,,100,Wind blowing from the west-southwest,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,9.1,,,,600-1000,,,4.2,9.9,0.9,6,,,,
07.01.2020 08:00,9.5,759.5,760.0,-0.2,100,Wind blowing from the north-east,1,,4,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,9.1,,,,600-1000,,,1.0,9.5,Trace of precipitation,12,,,,
07.01.2020 05:00,9.1,759.7,760.1,,100,Wind blowing from the north-northwest,2,,4,,Rain (not freezing) not falling as shower(s). ,,,9.1,11.6,,,,,,1.6,9.1,No precipitation,6,,,,
07.01.2020 02:00,9.5,760.9,761.3,-1.5,100,Wind blowing from the north-northwest,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,11.6,,,2500 or more  or no clouds.,,,0.4,9.5,2.0,12,,,,
06.01.2020 23:00,9.9,762.4,762.8,,100,Wind blowing from the north,0,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,9.8,11.6,,,,,,0.1,9.9,1.0,6,,,,
06.01.2020 20:00,9.8,763.1,763.6,-0.8,100,Wind blowing from the north,0,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,11.6,,,600-1000,,,1.4,9.8,4.0,12,,,,
06.01.2020 17:00,10.0,763.9,764.3,,100,Wind blowing from the north-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.6,,,600-1000,,,1.9,10.0,1.0,6,,,,
06.01.2020 14:00,10.9,763.5,763.9,-1.5,100,Wind blowing from the west-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,11.6,,,600-1000,,,1.2,10.9,5.0,12,,,,
06.01.2020 11:00,11.6,765.0,765.4,,100,Wind blowing from the west,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,11.6,,,300-600,,,1.1,11.6,4.0,6,,,,
06.01.2020 08:00,10.6,765.1,765.6,0.8,100,Wind blowing from the north,0,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,7.2,11.3,,,300-600,,,0.5,10.6,3.0,12,,,,
06.01.2020 05:00,10.6,764.3,764.8,,100,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,6.7,11.3,,,,,,1.6,10.6,No precipitation,6,,,,
06.01.2020 02:00,11.2,764.8,765.3,-1.0,100,Wind blowing from the south,2,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,11.3,,,2500 or more  or no clouds.,,,4.2,11.2,4.0,12,,,,
05.01.2020 23:00,10.4,765.8,766.3,,100,Wind blowing from the east-southeast,5,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,10.4,,,,,,3.6,10.4,3.0,6,,,,
05.01.2020 20:00,9.2,767.1,767.5,-0.9,100,Wind blowing from the east,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.3,,,300-600,,,1.8,9.2,5.0,12,,,,
05.01.2020 17:00,8.7,768.0,768.4,,100,Wind blowing from the east,5,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.6,,,600-1000,,,1.4,8.7,2.0,6,,,,
05.01.2020 14:00,8.5,768.6,769.0,-2.2,100,Wind blowing from the east-northeast,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.0,,,600-1000,,,3.1,8.5,2.0,12,,,,
05.01.2020 11:00,8.2,770.8,771.3,,98,Wind blowing from the east-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.0,,,600-1000,,,4.6,7.9,1.0,6,,,,
05.01.2020 08:00,7.2,770.7,771.1,0.2,100,Wind blowing from the east-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,2.8,10.0,,,600-1000,,,2.8,7.2,0.8,12,,,,
05.01.2020 05:00,6.7,770.5,771.0,,94,Wind blowing from the east-northeast,2,,6,,Mist. ,,,2.8,10.0,,,,,,3.0,5.8,No precipitation,6,,,,
05.01.2020 02:00,5.5,770.8,771.2,-0.2,100,Wind blowing from the east-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.0,,,2500 or more  or no clouds.,,,1.5,5.5,No precipitation,12,,,,
04.01.2020 23:00,4.0,771.0,771.4,,100,Wind blowing from the north-east,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,2.8,10.0,,,,,,0.4,4.0,No precipitation,6,,,,
04.01.2020 20:00,5.9,771.1,771.5,1.0,91,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,10.0,,,2500 or more  or no clouds.,,,1.3,4.5,No precipitation,12,,,,
04.01.2020 17:00,9.6,770.1,770.5,,64,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,10.0,,,,,,3.6,3.1,No precipitation,6,,,,
04.01.2020 14:00,9.9,769.9,770.3,-1.2,58,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,9.9,,,2500 or more  or no clouds.,,,3.5,2.0,No precipitation,12,,,,
04.01.2020 11:00,8.1,771.1,771.6,,75,Wind blowing from the north-northeast,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,9.7,,,600-1000,,,1.9,3.9,No precipitation,6,,,,
04.01.2020 08:00,6.1,770.2,770.7,0.5,83,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,600-1000,,,1.8,3.4,Trace of precipitation,12,,,,
04.01.2020 05:00,5.6,769.7,770.2,,87,Wind blowing from the north-northeast,1,,4,,Mist. ,,,5.4,9.7,,,,,,1.9,3.6,No precipitation,6,,,,
04.01.2020 02:00,6.1,770.3,770.8,-0.3,84,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,9.7,,,2500 or more  or no clouds.,,,2.5,3.6,No precipitation,12,,,,
03.01.2020 23:00,6.4,770.6,771.1,,83,Wind blowing from the north-northeast,1,,,,Mist. ,,,6.4,9.7,,,,,,2.4,3.7,No precipitation,6,,,,
03.01.2020 20:00,7.3,770.9,771.4,0.1,77,Wind blowing from the north-east,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.7,,,600-1000,,,2.9,3.5,No precipitation,12,,,,
03.01.2020 17:00,9.1,770.8,771.3,,79,Wind blowing from the north-northeast,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.7,,,600-1000,,,3.9,5.7,No precipitation,6,,,,
03.01.2020 14:00,9.3,770.1,770.5,-1.3,86,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.4,,,600-1000,,,7.0,7.1,0.4,12,,,,
03.01.2020 11:00,8.3,771.4,771.9,,99,Wind blowing from the east-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.2,,,600-1000,,,5.0,8.2,0.3,6,,,,
03.01.2020 08:00,6.6,771.7,772.1,1.1,100,Wind blowing from the east-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,6.2,,,,600-1000,,,1.7,6.6,0.7,12,,,,
03.01.2020 05:00,6.9,770.6,771.1,,100,Wind blowing from the north-east,3,,6,,Mist. ,,,5.2,9.2,,,,,,1.8,6.9,0.1,6,,,,
03.01.2020 02:00,7.0,771.4,771.9,-0.3,100,Wind blowing from the north-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,9.2,,,2500 or more  or no clouds.,,,1.7,7.0,0.4,12,,,,
02.01.2020 23:00,7.2,771.7,772.1,,100,Wind blowing from the north-east,3,,,,Rain (not freezing) not falling as shower(s). ,,,5.0,9.2,,,,,,1.5,7.2,0.4,6,,,,
02.01.2020 20:00,7.2,772.1,772.6,0.9,100,Wind blowing from the north-east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.2,,,600-1000,,,1.0,7.2,0.1,12,,,,
02.01.2020 17:00,8.1,771.2,771.7,,96,Wind blowing from the north-east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.2,,,600-1000,,,5.0,7.5,No precipitation,6,,,,
02.01.2020 14:00,8.9,771.1,771.6,-1.4,87,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.2,,,600-1000,,,10.0,6.9,No precipitation,12,,,,
02.01.2020 11:00,8.3,772.5,772.9,,86,Wind blowing from the east,2,,,100%., ,,,3.3,8.3,,,600-1000,,,11.0,6.1,No precipitation,6,,,,
02.01.2020 08:00,6.2,772.6,773.1,1.3,94,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,600-1000,,,8.0,5.3,No precipitation,12,,,,
02.01.2020 05:00,5.2,771.3,771.7,,87,Wind blowing from the north-east,2,,6,, ,,,,6.9,,,,,,12.0,3.2,No precipitation,6,,,,
02.01.2020 02:00,5.5,772.0,772.4,-0.3,78,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,2500 or more  or no clouds.,,,17.0,2.0,No precipitation,12,,,,
01.01.2020 23:00,5.0,772.3,772.8,,73,Wind blowing from the east,3,,,, ,,,,6.9,,,,,,21.0,0.6,No precipitation,6,,,,
01.01.2020 20:00,4.8,773.5,773.9,,71,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.9,,,600-1000,,,15.0,0.0,No precipitation,12,,,,
01.01.2020 17:00,5.7,772.7,773.2,,60,Wind blowing from the east-southeast,2,,,50%., ,,,-3.9,6.9,,,2500 or more  or no clouds.,,,16.0,-1.5,No precipitation,6,,,,
01.01.2020 14:00,5.9,773.1,773.5,-2.5,56,Wind blowing from the south-east,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.2,,,2500 or more  or no clouds.,,,17.0,-2.2,No precipitation,12,,,,
01.01.2020 11:00,3.3,775.6,776.0,,64,Wind blowing from the south-east,2,,5,100%., ,,,-3.9,3.4,,,2500 or more  or no clouds.,,,27.0,-2.9,No precipitation,6,,,,
01.01.2020 08:00,-0.3,775.6,776.1,0.3,91,Wind blowing from the east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,3.4,,,2500 or more  or no clouds.,,,6.0,-1.6,No precipitation,12,,,,
01.01.2020 05:00,-3.7,775.3,775.8,,100,Wind blowing from the east,2,,4,,Mist. ,,,-3.9,3.4,,,,,,6.0,-3.7,No precipitation,6,,,,
01.01.2020 02:00,-3.5,775.8,776.2,-1.0,100,Wind blowing from the east-southeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,3.4,,,2500 or more  or no clouds.,,,4.7,-3.5,No precipitation,12,,,,
31.12.2019 23:00,-2.8,776.8,777.2,,100,Wind blowing from the south,0,,,,Mist. ,,,-3.4,3.4,,,,,,7.0,-2.8,No precipitation,6,,,,
31.12.2019 20:00,-0.1,777.5,778.0,-0.6,76,Wind blowing from the east-northeast,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.4,,,2500 or more  or no clouds.,,,23.0,-3.8,No precipitation,12,,,,
31.12.2019 17:00,1.5,778.1,778.6,,68,Wind blowing from the east-northeast,2,,7,70 – 80%., ,,,-3.4,5.6,,,600-1000,,,30.0,-3.8,No precipitation,6,,,,
31.12.2019 14:00,2.8,778.6,779.0,-1.9,61,Wind blowing from the north-northeast,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.8,,,600-1000,,,24.0,-4.0,No precipitation,12,,,,
31.12.2019 11:00,1.2,780.5,781.0,,63,Wind blowing from the north,3,,11,20–30%., ,,,-3.4,10.3,,,600-1000,,,16.0,-5.1,No precipitation,6,,,,
31.12.2019 08:00,-3.1,780.8,781.3,0.7,69,Wind blowing from the north-west,3,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,10.3,,,600-1000,,,19.0,-8.0,No precipitation,12,,,,
