Local time in Erenhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.01.2020 17:00,-16.3,683.2,777.2,,75,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-12.9,,,,,,22.0,-19.7,Trace of precipitation,6,,,,
12.01.2020 14:00,-14.8,683.2,776.5,-1.4,78,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-13.7,,,,,,14.0,-17.8,Trace of precipitation,12,,,,
12.01.2020 11:00,-18.3,684.6,778.0,,82,Wind blowing from the west-northwest,3,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-13.7,,,2500 or more  or no clouds.,,,5.0,-20.6,No precipitation,6,,,,
12.01.2020 08:00,-25.7,683.8,778.6,0.4,77,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-13.7,,,,,,15.0,-28.5,0.1,12,,,,
12.01.2020 05:00,-23.4,683.4,777.2,,78,Wind blowing from the west-southwest,1,,5,, ,,,-23.4,-13.7,,,,,,11.0,-26.2,No precipitation,6,,,,
12.01.2020 02:00,-20.7,683.6,776.7,-0.1,81,Wind blowing from the west-northwest,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-13.7,,,2500 or more  or no clouds.,,,7.0,-23.1,0.1,12,,,,
11.01.2020 23:00,-17.6,683.7,776.9,,78,Wind blowing from the east-northeast,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-21.5,-13.7,,,,,,5.0,-20.5,0.1,6,,,,
11.01.2020 20:00,-17.1,683.8,777.1,0.3,79,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-13.7,,,1500-2000,,,8.0,-19.9,Trace of precipitation,12,,,,
11.01.2020 17:00,-15.1,683.5,776.5,,78,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-12.1,,,1500-2000,,,5.0,-18.1,Trace of precipitation,6,,,,
11.01.2020 14:00,-13.8,683.0,776.1,-1.9,68,Wind blowing from the east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-11.1,,,1500-2000,,,14.0,-18.4,No precipitation,12,,,,
11.01.2020 11:00,-17.7,684.9,778.8,,74,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%, ,,,-21.5,,,,1500-2000,,,12.0,-21.2,No precipitation,6,,,,
11.01.2020 08:00,-18.8,684.6,778.4,-0.1,76,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,,,,1500-2000,,,9.0,-22.0,No precipitation,12,,,,
11.01.2020 05:00,-19.5,684.7,777.3,,81,Wind blowing from the east-southeast,0,,4,, ,,,-24.9,-11.1,,,,,,25.0,-21.9,No precipitation,6,,,,
11.01.2020 02:00,-21.3,685.6,778.6,-0.7,77,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-11.1,,,2500 or more  or no clouds.,,,29.0,-24.3,No precipitation,12,,,,
10.01.2020 23:00,-20.2,686.3,780.1,,80,Wind blowing from the west,1,,11,, ,,,-24.9,-11.1,,,,,,26.0,-22.8,No precipitation,6,,,,
10.01.2020 20:00,-19.1,686.5,781.9,0.9,79,Wind blowing from the south-southwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-11.1,,,,,,17.0,-21.8,No precipitation,12,,,,
10.01.2020 17:00,-12.1,685.6,779.1,,63,Wind blowing from the west,2,,11,no clouds, ,,,-24.9,-11.1,,,,,,22.0,-17.7,No precipitation,6,,,,
10.01.2020 14:00,-11.4,684.7,778.0,-0.9,63,Wind blowing from the west-northwest,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-11.0,,,,,,20.0,-17.2,No precipitation,12,,,,
10.01.2020 11:00,-16.4,685.6,779.8,,70,Wind blowing from the west-northwest,6,,8,no clouds, ,,,-24.9,-11.0,,,,,,21.0,-20.6,No precipitation,6,,,,
10.01.2020 08:00,-24.7,684.5,779.7,0.6,76,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,,,,,,,26.0,-27.7,No precipitation,12,,,,
10.01.2020 05:00,-23.1,683.9,777.7,,78,Wind blowing from the west-southwest,2,,3,, ,,,-28.0,-11.0,,,,,,19.0,-25.9,No precipitation,6,,,,
10.01.2020 02:00,-23.1,684.2,777.8,0.2,80,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-11.0,,,2500 or more  or no clouds.,,,14.0,-25.6,No precipitation,12,,,,
09.01.2020 23:00,-22.6,684.0,778.9,,78,Wind blowing from the west-southwest,2,,4,, ,,,-28.0,-11.0,,,,,,13.0,-25.4,No precipitation,6,,,,
09.01.2020 20:00,-20.0,683.8,779.6,0.4,79,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-11.0,,,,,,14.0,-22.7,No precipitation,12,,,,
09.01.2020 17:00,-15.1,683.4,777.6,,69,Wind blowing from the south-southwest,2,,4,no clouds, ,,,-28.0,-11.0,,,,,,17.0,-19.5,No precipitation,6,,,,
09.01.2020 14:00,-13.6,683.1,776.7,-1.3,66,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-13.6,,,,,,19.0,-18.6,No precipitation,12,,,,
09.01.2020 11:00,-21.3,684.4,779.2,,76,Calm  no wind,0,,,no clouds, ,,,-28.0,-16.0,,,,,,15.0,-24.4,No precipitation,6,,,,
09.01.2020 08:00,-28.0,684.2,780.1,-0.1,75,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-16.0,,,,,,8.0,-31.1,No precipitation,12,,,,
09.01.2020 05:00,-25.5,684.3,778.9,,77,Wind blowing from the south-east,0,,6,, ,,,-25.5,-16.0,,,,,,8.0,-28.3,No precipitation,6,,,,
09.01.2020 02:00,-24.2,684.4,779.1,-0.3,79,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-16.0,,,2500 or more  or no clouds.,,,8.0,-26.8,No precipitation,12,,,,
08.01.2020 23:00,-21.6,684.7,779.7,,81,Wind blowing from the east,3,,6,, ,,,-24.1,-16.0,,,,,,13.0,-24.0,No precipitation,6,,,,
08.01.2020 20:00,-20.4,685.2,780.3,0.1,78,Wind blowing from the east,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-16.0,,,,,,16.0,-23.2,0.1,12,,,,
08.01.2020 17:00,-16.7,685.1,779.3,,80,Wind blowing from the east,3,,,10%  or less  but not 0, ,,,-24.1,-14.4,,,2500 or more  or no clouds.,,,17.0,-19.3,No precipitation,6,,,,
08.01.2020 14:00,-17.7,685.3,780.1,-1.7,81,Wind blowing from the east-southeast,3,,5,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-10.4,,,2500 or more  or no clouds.,,,12.0,-20.2,0.1,12,,,,
08.01.2020 11:00,-21.6,687.0,782.4,,79,Wind blowing from the east-southeast,3,,4,60%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,,,,2500 or more  or no clouds.,,,1.6,-24.3,0.1,6,,,,
08.01.2020 08:00,-23.2,686.8,782.0,,79,Wind blowing from the east-southeast,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,,,,1500-2000,,,0.7,-25.8,Trace of precipitation,12,,,,
08.01.2020 05:00,-22.6,686.8,780.7,,80,Wind blowing from the west-southwest,1,,3,,Haze. ,,,-24.1,-10.4,,,,,,0.1,-25.1,No precipitation,6,,,,
08.01.2020 02:00,-24.0,687.0,780.7,-0.6,80,Wind blowing from the east-southeast,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-10.4,,,2500 or more  or no clouds.,,,0.4,-26.5,No precipitation,12,,,,
07.01.2020 23:00,-22.6,687.6,782.0,,80,Wind blowing from the east-southeast,1,,3,, ,,,-23.8,-10.4,,,,,,17.0,-25.1,No precipitation,6,,,,
07.01.2020 20:00,-19.8,687.4,782.8,0.2,80,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-10.4,,,,,,19.0,-22.4,No precipitation,12,,,,
07.01.2020 17:00,-14.3,687.2,781.2,,73,Wind blowing from the west-southwest,2,,3,no clouds, ,,,-23.8,-10.4,,,,,,13.0,-18.1,No precipitation,6,,,,
07.01.2020 14:00,-11.2,687.0,779.9,-1.1,69,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-23.8,-8.5,,,,,,10.0,-15.9,No precipitation,12,,,,
07.01.2020 11:00,-16.1,688.1,781.9,,83,Wind blowing from the north,1,,3,50%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-23.8,-8.5,,,1500-2000,,,9.0,-18.3,No precipitation,6,,,,
07.01.2020 08:00,-23.7,687.7,781.9,0.3,79,Wind blowing from the south,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-8.5,,,2500 or more  or no clouds.,,,6.0,-26.3,No precipitation,12,,,,
07.01.2020 05:00,-22.3,687.4,780.9,,79,Wind blowing from the west,1,,5,, ,,,-22.4,-8.5,,,,,,19.0,-24.9,No precipitation,6,,,,
07.01.2020 02:00,-20.3,688.3,781.1,0.2,83,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-8.5,,,2500 or more  or no clouds.,,,16.0,-22.4,No precipitation,12,,,,
06.01.2020 23:00,-18.7,688.1,781.2,,82,Wind blowing from the west-northwest,2,,8,, ,,,-18.7,-8.5,,,,,,17.0,-21.0,No precipitation,6,,,,
06.01.2020 20:00,-14.2,687.4,780.3,0.9,80,Wind blowing from the east-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-8.5,,,,,,15.0,-16.9,No precipitation,12,,,,
06.01.2020 17:00,-11.4,686.5,778.3,,71,Wind blowing from the west-northwest,3,,8,no clouds, ,,,-16.9,-8.5,,,,,,23.0,-15.6,No precipitation,6,,,,
06.01.2020 14:00,-9.5,685.3,776.3,,66,Wind blowing from the west-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-9.3,,,,,,22.0,-14.7,No precipitation,12,,,,
06.01.2020 11:00,-12.6,685.5,776.5,,72,Wind blowing from the west-northwest,4,,6,no clouds, ,,,-16.9,-9.3,,,,,,17.0,-16.6,No precipitation,6,,,,
06.01.2020 08:00,-16.7,684.1,775.8,1.2,81,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-9.3,,,,,,20.0,-19.2,No precipitation,12,,,,
06.01.2020 05:00,-13.8,682.9,773.8,,77,Wind blowing from the west,4,,6,, ,,,-18.7,-9.3,,,,,,17.0,-17.0,No precipitation,6,,,,
06.01.2020 02:00,-13.0,682.5,773.2,0.2,77,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.3,,,2500 or more  or no clouds.,,,13.0,-16.2,No precipitation,12,,,,
05.01.2020 23:00,-9.4,682.3,773.2,,79,Wind blowing from the west-southwest,1,,5,,Snow not falling as shower(s). ,,,-19.7,-9.3,,,,,,9.0,-12.4,No precipitation,6,,,,
05.01.2020 20:00,-10.1,682.1,773.8,0.6,75,Wind blowing from the west-northwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-9.3,,,1500-2000,,,10.0,-13.7,No precipitation,12,,,,
05.01.2020 17:00,-9.8,681.5,773.2,,71,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,-19.7,-9.3,,,1500-2000,,,12.0,-14.1,No precipitation,6,,,,
05.01.2020 14:00,-10.1,681.0,772.6,,62,Wind blowing from the north-east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-9.4,,,1500-2000,,,9.0,-16.0,No precipitation,12,,,,
05.01.2020 11:00,-14.8,682.3,775.0,,69,Wind blowing from the east-southeast,4,,8,70 – 80%., ,,,-19.7,-9.5,,,2500 or more  or no clouds.,,,12.0,-19.2,No precipitation,6,,,,
05.01.2020 08:00,-18.4,682.6,775.9,0.0,80,Wind blowing from the east,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,10.0,-21.0,No precipitation,12,,,,
05.01.2020 05:00,-18.7,682.6,775.0,,82,Wind blowing from the east,4,,8,, ,,,-22.1,-9.5,,,,,,8.0,-21.1,No precipitation,6,,,,
05.01.2020 02:00,-18.7,683.5,775.6,-0.9,82,Wind blowing from the east-northeast,4,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-9.5,,,2500 or more  or no clouds.,,,6.0,-21.1,No precipitation,12,,,,
04.01.2020 23:00,-19.3,684.4,777.1,,81,Wind blowing from the east-northeast,3,,7,, ,,,-22.1,-9.5,,,,,,8.0,-21.7,No precipitation,6,,,,
04.01.2020 20:00,-18.1,685.2,779.5,0.1,80,Wind blowing from the east-northeast,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-9.5,,,,,,6.0,-20.7,No precipitation,12,,,,
04.01.2020 17:00,-12.5,685.1,778.0,,72,Wind blowing from the east,3,,,no clouds, ,,,-22.1,-9.5,,,,,,9.0,-16.5,No precipitation,6,,,,
04.01.2020 14:00,-10.5,685.2,777.5,-1.5,68,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-6.3,,,,,,10.0,-15.3,No precipitation,12,,,,
04.01.2020 11:00,-13.1,686.7,779.6,,77,Wind blowing from the east,2,,3,no clouds, ,,,-22.1,-6.3,,,,,,7.0,-16.3,No precipitation,6,,,,
04.01.2020 08:00,-21.6,686.1,780.0,0.5,78,Wind blowing from the east-northeast,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,,,,,,,11.0,-24.4,No precipitation,12,,,,
04.01.2020 05:00,-20.1,685.6,778.3,,81,Wind blowing from the south,1,,4,, ,,,-20.8,-6.3,,,,,,10.0,-22.5,No precipitation,6,,,,
04.01.2020 02:00,-19.0,685.8,777.7,-0.2,81,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-6.3,,,2500 or more  or no clouds.,,,13.0,-21.4,No precipitation,12,,,,
03.01.2020 23:00,-18.6,686.0,779.1,,82,Wind blowing from the north-northwest,1,,5,, ,,,-21.0,-6.3,,,,,,14.0,-20.9,No precipitation,6,,,,
03.01.2020 20:00,-15.5,685.4,779.1,,80,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-6.3,,,,,,15.0,-18.2,No precipitation,12,,,,
