Local time in Enshi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 14:00,6.7,724.6,765.8,,81,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,7.6,,,2500 or more  or no clouds.,,,24.0,3.7,2.0,12,,,,
10.01.2020 11:00,5.9,726.5,767.9,,85,Wind blowing from the north-west,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.5,7.6,,,300-600,,,12.0,3.6,2.0,6,,,,
10.01.2020 08:00,5.6,725.2,766.5,0.8,87,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,7.6,,,300-600,,,5.0,3.6,0.1,12,,,,
10.01.2020 05:00,6.0,724.4,765.7,,84,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,15.0,3.5,,,,,,
10.01.2020 02:00,6.7,724.6,765.9,-0.4,85,Wind blowing from the east,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.6,,,2500 or more  or no clouds.,,,7.0,4.4,No precipitation,12,,,,
09.01.2020 23:00,6.9,725.0,766.3,,82,Wind blowing from the south,0,,3,, ,,,4.9,7.6,,,,,,14.0,4.0,No precipitation,6,,,,
09.01.2020 20:00,7.3,724.9,766.2,0.6,78,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,7.6,,,2500 or more  or no clouds.,,,14.0,3.7,Trace of precipitation,12,,,,
09.01.2020 17:00,7.4,724.3,765.6,,77,Calm  no wind,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,18.0,3.5,,,,,,
09.01.2020 14:00,7.5,724.7,766.0,-2.6,77,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,7.6,,,2500 or more  or no clouds.,,,21.0,3.7,0.8,12,,,,
09.01.2020 11:00,5.9,727.3,768.8,,88,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,6.8,,,2500 or more  or no clouds.,,,18.0,4.1,No precipitation,6,,,,
09.01.2020 08:00,5.1,725.8,767.2,0.6,87,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,4.9,7.0,,,2500 or more  or no clouds.,,,29.0,3.1,2.0,12,,,,
09.01.2020 05:00,4.9,725.2,766.7,,90,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,12.0,3.4,,,,,,
09.01.2020 02:00,5.3,725.5,766.9,0.0,88,Wind blowing from the east-northeast,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,8.3,,,2500 or more  or no clouds.,,,9.0,3.5,7.0,12,,,,
08.01.2020 23:00,6.3,725.5,766.8,,83,Wind blowing from the north-northwest,1,,5,, ,,,6.3,,,,,,,28.0,3.6,1.0,6,,,,
08.01.2020 20:00,6.5,725.3,766.6,0.2,84,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.3,,,,300-600,,,20.0,4.0,16.0,12,,,,
08.01.2020 17:00,6.4,725.1,766.3,,93,Wind blowing from the north-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.4,,,,300-600,,,7.0,5.4,7.0,6,,,,
08.01.2020 14:00,6.7,725.5,766.8,-2.4,95,Wind blowing from the north-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.5,,,,300-600,,,4.0,6.0,17.0,12,,,,
08.01.2020 11:00,6.6,727.9,769.3,,93,Wind blowing from the north-west,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.5,,,,300-600,,,5.0,5.6,12.0,6,,,,
08.01.2020 08:00,7.0,727.3,768.4,0.6,92,Wind blowing from the north-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,7.0,16.8,,,300-600,,,4.5,5.8,6.0,12,,,,
08.01.2020 05:00,7.6,726.7,767.4,,92,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  moderate at time of observation. ,,,7.4,16.8,,,,,,4.6,6.4,2.0,6,,,,
08.01.2020 02:00,8.1,727.7,768.4,-0.2,77,Wind blowing from the east-southeast,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,16.8,,,2500 or more  or no clouds.,,,21.0,4.3,No precipitation,12,,,,
07.01.2020 23:00,8.2,727.9,769.0,,83,Calm  no wind,0,,,, ,,,8.2,16.8,,,,,,17.0,5.5,No precipitation,6,,,,
07.01.2020 20:00,11.1,726.0,766.9,2.0,65,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,16.8,,,2500 or more  or no clouds.,,,27.0,4.8,No precipitation,12,,,,
07.01.2020 17:00,16.1,724.0,764.4,,50,Wind blowing from the north-northwest,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,5.7,,,,,,
07.01.2020 14:00,15.1,724.9,765.4,-1.8,56,Wind blowing from the east-southeast,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,15.5,,,600-1000,,,30.0,6.4,No precipitation,12,,,,
07.01.2020 11:00,11.2,726.7,767.6,,80,Wind blowing from the south-west,1,,3,20–30%., ,,,8.2,11.2,,,600-1000,,,18.0,7.9,No precipitation,6,,,,
07.01.2020 08:00,8.3,725.2,766.2,1.6,90,Wind blowing from the east,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,8.2,9.6,,,1000-1500,,,30.0,6.8,2.0,12,,,,
07.01.2020 05:00,8.5,723.6,764.5,,90,Wind blowing from the north-northwest,1,,4,, ,,,8.5,9.6,,,,,,30.0,7.0,No precipitation,6,,,,
07.01.2020 02:00,8.7,721.9,762.7,0.8,94,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,9.6,,,2500 or more  or no clouds.,,,19.0,7.8,18.0,12,,,,
06.01.2020 23:00,9.1,721.1,761.8,,96,Wind blowing from the north-west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.9,9.6,,,,,,11.0,8.5,7.0,6,,,,
06.01.2020 20:00,9.2,720.7,761.4,,95,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.9,9.6,,,300-600,,,6.0,8.4,29.0,12,,,,
06.01.2020 17:00,9.6,719.6,760.2,,97,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.9,9.6,,,300-600,,,4.3,9.1,20.0,6,,,,
06.01.2020 14:00,9.4,720.3,760.9,-2.2,97,Wind blowing from the west,2,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,8.9,9.5,,,300-600,,,2.0,8.9,18.0,12,,,,
06.01.2020 11:00,9.3,722.5,763.3,,97,Wind blowing from the south-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,,9.5,,,300-600,,,2.7,8.8,6.0,6,,,,
06.01.2020 08:00,9.1,722.5,763.3,0.6,97,Wind blowing from the south-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,,,,,2500 or more  or no clouds.,,,4.1,8.6,7.0,12,,,,
06.01.2020 05:00,9.0,721.9,762.6,,97,Wind blowing from the west-northwest,0,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,,9.5,,,,,,3.4,8.5,5.0,6,,,,
06.01.2020 02:00,9.0,722.4,763.2,-0.7,97,Wind blowing from the north,0,,2,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.5,,,2500 or more  or no clouds.,,,2.2,8.5,3.0,12,,,,
05.01.2020 23:00,9.1,723.1,764.0,,97,Wind blowing from the south-southwest,1,,2,,Rain (not freezing) not falling as shower(s). ,,,7.8,9.5,,,,,,1.8,8.6,0.9,6,,,,
05.01.2020 20:00,9.1,722.7,763.6,0.9,96,Wind blowing from the south-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,9.5,,,300-600,,,1.8,8.5,1.0,12,,,,
05.01.2020 17:00,9.5,721.8,762.6,,91,Wind blowing from the south-east,1,,1,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,9.5,,,300-600,,,7.0,8.1,0.3,6,,,,
05.01.2020 14:00,9.2,722.0,762.9,-2.3,92,Wind blowing from the south,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,7.8,9.4,,,300-600,,,8.0,8.0,5.0,12,,,,
05.01.2020 11:00,8.5,724.3,765.4,,96,Wind blowing from the south-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,7.8,9.4,,,300-600,,,4.8,7.9,2.0,6,,,,
05.01.2020 08:00,8.0,723.6,764.5,0.8,97,Wind blowing from the north-east,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,7.8,9.4,,,300-600,,,1.9,7.6,7.0,12,,,,
05.01.2020 05:00,7.9,722.8,763.8,,97,Wind blowing from the west-northwest,1,,2,,Rain (not freezing) not falling as shower(s). ,,,7.8,9.4,,,,,,1.6,7.5,4.0,6,,,,
05.01.2020 02:00,8.0,723.7,764.6,-1.4,96,Wind blowing from the west-northwest,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,9.4,,,2500 or more  or no clouds.,,,2.1,7.4,4.0,12,,,,
04.01.2020 23:00,7.9,725.1,766.1,,95,Wind blowing from the north-west,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.9,9.4,,,,,,1.7,7.1,2.0,6,,,,
04.01.2020 20:00,8.5,725.3,766.4,-0.2,94,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,9.4,,,300-600,,,2.0,7.6,0.3,12,,,,
04.01.2020 17:00,8.8,725.5,766.6,,91,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,9.4,,,300-600,,,2.6,7.4,0.2,6,,,,
04.01.2020 14:00,9.3,726.4,767.5,-2.3,87,Wind blowing from the north,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,9.3,,,2500 or more  or no clouds.,,,3.9,7.2,No precipitation,12,,,,
04.01.2020 11:00,9.0,728.7,769.9,,91,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,9.0,,,2500 or more  or no clouds.,,,3.5,7.6,No precipitation,6,,,,
04.01.2020 08:00,8.1,728.2,769.3,0.5,95,Wind blowing from the east-northeast,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,9.0,,,2500 or more  or no clouds.,,,3.3,7.3,No precipitation,12,,,,
04.01.2020 05:00,8.1,727.7,768.9,,92,Calm  no wind,0,,,,Mist. ,,,8.0,9.0,,,,,,4.0,6.9,No precipitation,6,,,,
04.01.2020 02:00,8.3,729.1,770.4,-0.6,95,Wind blowing from the south,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,9.0,,,2500 or more  or no clouds.,,,3.9,7.5,0.3,12,,,,
03.01.2020 23:00,8.5,729.7,771.1,,95,Wind blowing from the north,1,,2,,Mist. ,,,8.0,9.0,,,,,,4.1,7.7,No precipitation,6,,,,
03.01.2020 20:00,8.8,729.3,770.5,,94,Wind blowing from the south-southwest,0,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,9.1,,,2500 or more  or no clouds.,,,3.6,7.9,0.9,12,,,,
03.01.2020 17:00,8.7,728.0,769.2,,94,Wind blowing from the west-northwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.0,9.4,,,300-600,,,2.6,7.8,0.6,6,,,,
03.01.2020 14:00,8.4,728.8,770.1,-1.7,95,Wind blowing from the north-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,300-600,,,1.4,7.6,0.8,12,,,,
03.01.2020 11:00,8.3,730.5,771.8,,95,Wind blowing from the north,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,9.5,,,300-600,,,0.8,7.5,0.4,6,,,,
03.01.2020 08:00,8.1,729.1,770.4,0.5,94,Wind blowing from the west,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.5,,,300-600,,,2.3,7.2,0.2,12,,,,
03.01.2020 05:00,8.2,728.6,769.8,,95,Wind blowing from the south-southwest,0,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.2,9.5,,,,,,1.2,7.4,0.1,6,,,,
03.01.2020 02:00,8.5,728.8,770.0,-0.8,92,Wind blowing from the west,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,9.5,,,2500 or more  or no clouds.,,,2.3,7.3,No precipitation,12,,,,
02.01.2020 23:00,8.7,729.6,770.9,,88,Wind blowing from the north-west,0,,2,,Mist. ,,,7.2,9.5,,,,,,3.1,6.8,No precipitation,6,,,,
02.01.2020 20:00,9.1,728.7,769.9,0.8,82,Wind blowing from the west,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,9.5,,,2500 or more  or no clouds.,,,3.9,6.2,No precipitation,12,,,,
02.01.2020 17:00,9.4,727.9,769.2,,80,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,9.5,,,2500 or more  or no clouds.,,,4.6,6.1,No precipitation,6,,,,
02.01.2020 14:00,9.0,728.4,769.6,-2.2,81,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,9.1,,,2500 or more  or no clouds.,,,3.9,5.9,No precipitation,12,,,,
02.01.2020 11:00,8.1,730.6,772.0,,85,Wind blowing from the west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.1,,,2500 or more  or no clouds.,,,3.6,5.7,No precipitation,6,,,,
02.01.2020 08:00,7.3,729.4,770.8,,88,Wind blowing from the west,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.8,,,2500 or more  or no clouds.,,,3.6,5.4,No precipitation,12,,,,
02.01.2020 05:00,7.2,728.0,769.4,,86,Wind blowing from the south,0,,2,,Mist. ,,,,7.8,,,,,,4.0,5.0,No precipitation,6,,,,
02.01.2020 02:00,7.2,728.5,769.9,,85,Wind blowing from the west-northwest,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.8,,,2500 or more  or no clouds.,,,4.0,4.9,No precipitation,12,,,,
01.01.2020 23:00,7.5,729.1,770.6,,82,Wind blowing from the south-west,1,,3,,Mist. ,,,5.9,7.8,,,,,,4.4,4.6,No precipitation,6,,,,
01.01.2020 20:00,7.6,728.2,769.6,,78,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,8.0,,,2500 or more  or no clouds.,,,5.0,4.0,No precipitation,12,,,,
01.01.2020 17:00,7.5,727.3,768.7,,79,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,8.8,,,2500 or more  or no clouds.,,,4.6,4.1,No precipitation,6,,,,
01.01.2020 14:00,7.2,727.6,769.0,-2.4,79,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,2500 or more  or no clouds.,,,4.3,3.8,No precipitation,12,,,,
01.01.2020 11:00,6.3,730.0,771.6,,83,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.4,,,2500 or more  or no clouds.,,,4.5,3.6,No precipitation,6,,,,
01.01.2020 08:00,6.3,729.7,771.2,0.2,79,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.4,,,2500 or more  or no clouds.,,,6.0,2.9,No precipitation,12,,,,
01.01.2020 05:00,6.0,729.5,771.0,,80,Wind blowing from the south,1,,3,,Haze. ,,,5.9,9.4,,,,,,6.0,2.8,No precipitation,6,,,,
01.01.2020 02:00,6.7,730.7,772.1,,73,Wind blowing from the south-southwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,9.9,,,2500 or more  or no clouds.,,,6.0,2.2,No precipitation,12,,,,
31.12.2019 23:00,7.6,731.4,772.9,,62,Wind blowing from the south-west,1,,3,,Haze. ,,,7.5,10.6,,,,,,5.0,0.6,No precipitation,6,,,,
31.12.2019 20:00,7.8,731.2,772.6,0.0,59,Wind blowing from the south-southwest,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,11.2,,,2500 or more  or no clouds.,,,5.0,0.1,No precipitation,12,,,,
31.12.2019 17:00,8.7,731.2,772.6,,44,Wind blowing from the west-northwest,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,7.0,-2.9,,,,,,
31.12.2019 14:00,9.3,732.7,774.1,-2.7,40,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,2500 or more  or no clouds.,,,9.0,-3.6,No precipitation,12,,,,
