Local time in Huai'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.01.2020 14:00,5.4,766.7,768.0,-1.7,64,Wind blowing from the west-northwest,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.9,,,1000-1500,,,3.2,-0.9,No precipitation,12,,,,
12.01.2020 11:00,3.7,768.4,769.6,,73,Wind blowing from the north-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,6.2,,,,,,3.4,-0.7,No precipitation,6,,,,
12.01.2020 08:00,-1.7,768.1,769.3,1.2,96,Wind blowing from the north,2,,4,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,6.3,,,,,,1.6,-2.3,No precipitation,12,,,,
12.01.2020 05:00,-1.3,766.9,768.1,,96,Wind blowing from the west-southwest,1,,4,no clouds,Fog or ice fog. ,,,-1.5,6.3,,,,,,1.7,-1.9,No precipitation,6,,,,
12.01.2020 02:00,0.0,767.5,768.7,-0.3,89,Wind blowing from the west-southwest,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,6.3,,,,,,4.4,-1.6,No precipitation,12,,,,
11.01.2020 23:00,2.7,767.8,769.0,,67,Wind blowing from the north-northwest,2,,6,100%., ,,,2.7,6.3,,,2500 or more  or no clouds.,,,7.0,-2.8,No precipitation,6,,,,
11.01.2020 20:00,4.2,767.3,768.6,0.7,60,Wind blowing from the north,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,6.3,,,2500 or more  or no clouds.,,,6.0,-2.9,No precipitation,12,,,,
11.01.2020 17:00,5.1,766.6,767.8,,57,Wind blowing from the north-northwest,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,6.3,,,2500 or more  or no clouds.,,,5.0,-2.7,No precipitation,6,,,,
11.01.2020 14:00,5.8,766.0,767.3,-1.6,52,Wind blowing from the north,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,6.3,,,2500 or more  or no clouds.,,,6.0,-3.5,0.1,12,,,,
11.01.2020 11:00,5.9,767.6,768.9,,56,Wind blowing from the north-northeast,4,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,6.3,,,,,,4.8,-2.4,No precipitation,6,,,,
11.01.2020 08:00,3.1,767.7,769.0,0.8,81,Wind blowing from the north,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,6.1,,,2500 or more  or no clouds.,,,3.5,0.2,0.3,12,,,,
11.01.2020 05:00,3.2,766.9,768.1,,87,Wind blowing from the north-northwest,1,,5,100%.,Mist. ,,,3.2,6.1,,,2000-2500,,,3.0,1.2,0.1,6,,,,
11.01.2020 02:00,3.9,767.3,768.6,-0.2,88,Wind blowing from the north-west,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,6.1,,,600-1000,,,4.0,2.1,0.3,12,,,,
10.01.2020 23:00,3.7,767.5,768.7,,91,Wind blowing from the south-southwest,0,,6,100%.,Rain (not freezing) not falling as shower(s). ,,,3.1,6.1,,,1500-2000,,,6.0,2.4,0.3,6,,,,
10.01.2020 20:00,4.8,767.5,768.7,1.1,85,Wind blowing from the north-northwest,0,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,6.1,,,600-1000,,,5.0,2.5,0.1,12,,,,
10.01.2020 17:00,5.7,766.4,767.7,,75,Wind blowing from the north-northeast,2,,6,100%., ,,,3.0,6.1,,,600-1000,,,11.0,1.6,No precipitation,6,,,,
10.01.2020 14:00,5.9,766.5,767.8,-2.1,72,Wind blowing from the north-northeast,4,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,6.0,,,1000-1500,,,10.0,1.2,Trace of precipitation,12,,,,
10.01.2020 11:00,4.8,768.6,769.9,,80,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,5.9,,,600-1000,,,6.0,1.6,No precipitation,6,,,,
10.01.2020 08:00,3.5,767.8,769.1,0.1,82,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,,,,1000-1500,,,9.0,0.6,No precipitation,12,,,,
10.01.2020 05:00,3.2,767.7,769.0,,82,Wind blowing from the north-east,3,,5,100%., ,,,2.1,5.9,,,1500-2000,,,10.0,0.4,No precipitation,6,,,,
10.01.2020 02:00,3.3,768.6,769.9,-0.1,78,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,5.9,,,1000-1500,,,12.0,-0.3,No precipitation,12,,,,
09.01.2020 23:00,3.2,768.7,770.0,,79,Wind blowing from the north-northeast,2,,6,100%., ,,,2.1,5.9,,,1000-1500,,,14.0,-0.1,No precipitation,6,,,,
09.01.2020 20:00,3.8,769.3,770.5,1.0,74,Wind blowing from the north-northeast,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,5.9,,,2500 or more  or no clouds.,,,16.0,-0.4,No precipitation,12,,,,
09.01.2020 17:00,5.1,768.3,769.6,,70,Wind blowing from the east-northeast,3,,6,100%., ,,,2.1,5.9,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,21.0,0.1,No precipitation,6,,,,
09.01.2020 14:00,5.6,768.7,769.9,-2.0,68,Wind blowing from the east,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,6.2,,,1000-1500,,,16.0,0.0,No precipitation,12,,,,
09.01.2020 11:00,4.2,770.7,772.0,,71,Wind blowing from the north-east,3,,4,100%., ,,,2.1,6.2,,,2500 or more  or no clouds.,,,8.0,-0.6,No precipitation,6,,,,
09.01.2020 08:00,2.2,769.8,771.1,0.2,76,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,7.0,-1.6,No precipitation,12,,,,
09.01.2020 05:00,2.4,769.6,770.9,,70,Wind blowing from the north-east,3,,4,100%., ,,,-0.5,6.2,,,2000-2500,,,10.0,-2.5,No precipitation,6,,,,
09.01.2020 02:00,2.6,770.6,771.9,-0.8,79,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.2,,,2000-2500,,,8.0,-0.8,No precipitation,12,,,,
08.01.2020 23:00,2.8,771.4,772.7,,70,Calm  no wind,0,,,100%., ,,,-0.5,6.2,,,2500 or more  or no clouds.,,,10.0,-2.1,No precipitation,6,,,,
08.01.2020 20:00,3.4,770.8,772.2,0.4,69,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.2,,,2500 or more  or no clouds.,,,7.0,-1.9,No precipitation,12,,,,
08.01.2020 17:00,4.4,770.4,771.7,,59,Wind blowing from the west-northwest,1,,5,100%., ,,,-0.5,6.2,,,2500 or more  or no clouds.,,,11.0,-3.1,No precipitation,6,,,,
08.01.2020 14:00,6.0,770.4,771.7,-1.3,47,Wind blowing from the west-northwest,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.2,,,2500 or more  or no clouds.,,,19.0,-4.5,No precipitation,12,,,,
08.01.2020 11:00,3.5,771.7,773.0,,68,Wind blowing from the west-northwest,2,,6,40%., ,,,-0.5,6.8,,,2500 or more  or no clouds.,,,11.0,-2.0,No precipitation,6,,,,
08.01.2020 08:00,0.0,771.0,772.3,,91,Wind blowing from the west,2,,8,40%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,7.1,,,2500 or more  or no clouds.,,,4.9,-1.3,0.2,12,,,,
08.01.2020 05:00,0.7,770.0,771.4,,88,Wind blowing from the north-west,2,,10,no clouds,Mist. ,,,0.7,,,,,,,7.0,-1.1,0.2,6,,,,
08.01.2020 02:00,2.1,768.8,770.1,1.2,93,Wind blowing from the north-west,3,,10,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,7.1,,,300-600,,,2.4,1.1,3.0,12,,,,
07.01.2020 23:00,2.6,767.6,768.9,,91,Wind blowing from the north-west,2,,10,100%.,Mist. ,,,2.1,7.8,,,600-1000,,,6.0,1.3,0.6,6,,,,
07.01.2020 20:00,2.5,765.6,766.9,2.9,94,Wind blowing from the north-west,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.1,8.5,,,300-600,,,5.0,1.6,12.0,12,,,,
07.01.2020 17:00,2.7,762.7,763.9,,94,Wind blowing from the north-west,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.7,8.5,,,200-300,,,6.0,1.8,6.0,6,,,,
07.01.2020 14:00,6.0,759.9,761.2,-0.7,93,Wind blowing from the north-northwest,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.0,8.5,,,200-300,,,9.0,5.0,20.0,12,,,,
07.01.2020 11:00,6.9,760.6,761.9,,96,Wind blowing from the west-northwest,4,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,6.4,8.5,,,200-300,,,6.0,6.3,11.0,6,,,,
07.01.2020 08:00,6.4,760.9,762.2,1.3,97,Wind blowing from the north-northwest,4,,8,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Rain.,6.4,8.5,,,200-300,,,4.7,6.0,23.0,12,,,,
07.01.2020 05:00,6.8,759.6,760.9,,97,Wind blowing from the north-northeast,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,,,6.7,8.5,,,100-200,,,4.3,6.4,12.0,6,,,,
07.01.2020 02:00,7.0,761.4,762.7,-0.5,97,Wind blowing from the north,4,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,8.5,,,200-300,,,4.3,6.6,19.0,12,,,,
06.01.2020 23:00,7.8,761.9,763.2,,98,Wind blowing from the north-northeast,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,,,7.7,9.0,,,200-300,,,3.6,7.5,7.0,6,,,,
06.01.2020 20:00,7.9,762.4,763.6,-0.1,98,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.7,9.0,,,200-300,,,1.5,7.6,11.0,12,,,,
06.01.2020 17:00,8.1,762.5,763.8,,97,Wind blowing from the north,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.5,9.0,,,200-300,,,3.9,7.7,7.0,6,,,,
06.01.2020 14:00,8.4,763.2,764.5,,97,Wind blowing from the north-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.3,9.0,,,200-300,,,5.0,8.0,8.0,12,,,,
06.01.2020 11:00,8.2,764.4,765.7,,98,Wind blowing from the west-northwest,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.3,9.0,,,200-300,,,1.2,7.9,4.0,6,,,,
06.01.2020 08:00,7.7,764.8,766.0,0.9,98,Wind blowing from the west-northwest,1,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.3,9.0,,,200-300,,,0.7,7.4,8.0,12,,,,
06.01.2020 05:00,7.8,763.9,765.1,,98,Wind blowing from the north-northwest,1,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,,,6.0,9.0,,,50-100,,,0.6,7.5,4.0,6,,,,
06.01.2020 02:00,8.5,764.7,766.0,-0.4,97,Wind blowing from the north-northwest,1,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.0,,,2500 or more  or no clouds.,,,0.7,8.1,9.0,12,,,,
05.01.2020 23:00,8.9,765.1,766.3,,95,Wind blowing from the east-southeast,3,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,,,4.0,8.9,,,200-300,,,2.1,8.1,4.0,6,,,,
05.01.2020 20:00,7.7,765.5,766.8,-1.1,94,Wind blowing from the east-southeast,7,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.0,7.7,,,200-300,,,2.3,6.8,13.0,12,,,,
05.01.2020 17:00,6.5,766.6,767.9,,94,Wind blowing from the east,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,,,,,200-300,,,2.9,5.6,8.0,6,,,,
05.01.2020 14:00,6.4,767.4,768.7,,91,Wind blowing from the east,7,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.0,,,,200-300,,,4.8,5.0,9.0,12,,,,
05.01.2020 11:00,6.5,770.6,771.9,,89,Wind blowing from the east,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.0,,,,200-300,,,2.9,4.8,4.0,6,,,,
05.01.2020 08:00,6.4,769.9,771.1,0.4,87,Wind blowing from the east,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,,,,300-600,,,2.5,4.4,0.7,12,,,,
05.01.2020 05:00,6.1,769.5,770.8,,81,Wind blowing from the east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,,,3.4,11.1,,,1500-2000,,,2.1,3.1,No precipitation,6,,,,
05.01.2020 02:00,4.7,769.9,771.1,-0.3,83,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,11.1,,,2500 or more  or no clouds.,,,1.5,2.1,No precipitation,12,,,,
04.01.2020 23:00,4.3,770.2,771.5,,80,Wind blowing from the east,3,,,20–30%.,Mist. ,,,3.4,11.1,,,2500 or more  or no clouds.,,,1.3,1.2,No precipitation,6,,,,
04.01.2020 20:00,5.3,770.5,771.7,1.3,73,Wind blowing from the east-northeast,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,11.1,,,,,,1.6,0.7,No precipitation,12,,,,
04.01.2020 17:00,8.7,769.2,770.5,,64,Wind blowing from the north-northeast,2,,5,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,11.1,,,2500 or more  or no clouds.,,,2.7,2.1,No precipitation,6,,,,
04.01.2020 14:00,10.6,768.8,770.1,-2.3,53,Wind blowing from the east-northeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,10.7,,,,,,2.8,1.2,No precipitation,12,,,,
04.01.2020 11:00,8.3,771.1,772.3,,60,Wind blowing from the north-northeast,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,9.9,,,,,,2.2,1.0,No precipitation,6,,,,
04.01.2020 08:00,3.5,769.8,771.1,0.5,86,Wind blowing from the east-northeast,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,9.9,,,2500 or more  or no clouds.,,,1.3,1.4,No precipitation,12,,,,
04.01.2020 05:00,4.7,769.3,770.6,,85,Wind blowing from the north,1,,3,100%.,Mist. ,,,4.6,9.9,,,2500 or more  or no clouds.,,,1.8,2.4,No precipitation,6,,,,
04.01.2020 02:00,5.1,769.9,771.1,-0.4,83,Wind blowing from the north,0,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,9.9,,,1500-2000,,,1.8,2.5,No precipitation,12,,,,
03.01.2020 23:00,6.4,770.3,771.6,,74,Wind blowing from the north-east,1,,4,100%.,Haze. ,,,5.0,9.9,,,1500-2000,,,2.1,2.1,No precipitation,6,,,,
03.01.2020 20:00,7.0,769.9,771.2,-0.2,72,Wind blowing from the north-east,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,9.9,,,2500 or more  or no clouds.,,,2.2,2.3,No precipitation,12,,,,
03.01.2020 17:00,8.5,770.1,771.4,,64,Wind blowing from the north-northeast,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,9.9,,,2500 or more  or no clouds.,,,3.8,2.1,No precipitation,6,,,,
03.01.2020 14:00,9.8,769.6,770.9,-1.9,53,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,9.9,,,2500 or more  or no clouds.,,,6.0,0.7,No precipitation,12,,,,
03.01.2020 11:00,7.9,771.5,772.8,,60,Wind blowing from the east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,8.9,,,,,,5.0,0.6,No precipitation,6,,,,
03.01.2020 08:00,5.1,771.5,772.8,0.7,80,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,8.9,,,1000-1500,,,3.5,1.9,No precipitation,12,,,,
03.01.2020 05:00,5.2,770.8,772.0,,84,Wind blowing from the north-west,1,,4,100%.,Mist. ,,,2.9,8.9,,,1000-1500,,,4.4,2.6,No precipitation,6,,,,
03.01.2020 02:00,5.4,771.4,772.6,-0.2,82,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,8.9,,,1500-2000,,,5.0,2.6,No precipitation,12,,,,
02.01.2020 23:00,6.2,771.6,772.9,,79,Wind blowing from the north-northeast,2,,5,100%.,Haze. ,,,2.9,8.9,,,1500-2000,,,5.0,2.8,No precipitation,6,,,,
02.01.2020 20:00,7.0,771.4,772.7,,76,Wind blowing from the north-east,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,8.9,,,2500 or more  or no clouds.,,,6.0,3.1,Trace of precipitation,12,,,,
