Local time in Tonghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.01.2020 20:00,-14.3,756.7,767.8,0.8,74,Wind blowing from the west,8,,10,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-8.1,,,2500 or more  or no clouds.,,,5.0,-17.9,No precipitation,12,,,,
08.01.2020 17:00,-11.1,755.9,766.9,,79,Wind blowing from the south-west,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-8.1,,,,,,5.0,-14.0,No precipitation,6,,,,
08.01.2020 14:00,-8.4,755.3,766.3,-0.6,73,Wind blowing from the west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-8.1,,,,,,7.0,-12.5,No precipitation,12,,,,
08.01.2020 11:00,-12.0,755.9,767.0,,75,Wind blowing from the north-west,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-8.3,,,2500 or more  or no clouds.,,,4.2,-15.5,No precipitation,6,,,,
08.01.2020 08:00,-15.0,756.2,767.2,,83,Wind blowing from the north-east,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-8.3,,,,,,5.0,-17.2,No precipitation,12,,,,
08.01.2020 05:00,-14.4,755.5,766.5,,85,Wind blowing from the north-northwest,0,,8,, ,,,-18.5,-8.3,,,,,,10.0,-16.4,No precipitation,6,,,,
08.01.2020 02:00,-17.8,756.7,767.7,-0.6,84,Wind blowing from the north-northwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-7.7,,,2500 or more  or no clouds.,,,7.0,-19.8,No precipitation,12,,,,
07.01.2020 23:00,-17.5,757.3,768.3,,85,Wind blowing from the north-northeast,1,,,,Mist. ,,,-17.9,-7.4,,,,,,5.0,-19.5,No precipitation,6,,,,
07.01.2020 20:00,-12.2,757.9,768.8,-0.6,77,Wind blowing from the east,4,,10,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-6.6,,,1500-2000,,,11.0,-15.4,No precipitation,12,,,,
07.01.2020 17:00,-10.4,758.5,769.3,,75,Wind blowing from the east,5,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-6.5,,,2500 or more  or no clouds.,,,11.0,-14.0,No precipitation,6,,,,
07.01.2020 14:00,-8.6,758.7,769.5,-0.7,69,Wind blowing from the east,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-6.0,,,1500-2000,,,12.0,-13.3,No precipitation,12,,,,
07.01.2020 11:00,-8.9,759.4,770.3,,70,Wind blowing from the east,6,,11,70 – 80%., ,,,,-5.9,,,2500 or more  or no clouds.,,,12.0,-13.5,No precipitation,6,,,,
07.01.2020 08:00,-9.9,760.0,770.8,0.3,67,Wind blowing from the east,6,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.9,,,2500 or more  or no clouds.,,,7.0,-14.9,No precipitation,12,,,,
07.01.2020 05:00,-8.4,759.7,770.5,,65,Wind blowing from the east,5,,11,, ,,,,-5.9,,,,,,13.0,-13.8,No precipitation,6,,,,
07.01.2020 02:00,-7.7,759.6,770.4,-0.4,66,Wind blowing from the east-northeast,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.9,,,2500 or more  or no clouds.,,,13.0,-13.1,No precipitation,12,,,,
06.01.2020 23:00,-7.5,760.0,771.0,,65,Wind blowing from the east-northeast,5,,,, ,,,,-5.9,,,,,,14.0,-13.1,No precipitation,6,,,,
06.01.2020 20:00,-6.7,760.6,771.6,0.2,63,Wind blowing from the east-northeast,6,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-5.9,,,2500 or more  or no clouds.,,,13.0,-12.6,No precipitation,12,,,,
06.01.2020 17:00,-6.6,760.4,771.5,,64,Wind blowing from the east-northeast,6,,12,100%., ,,,-23.6,-5.9,,,2500 or more  or no clouds.,,,20.0,-12.3,No precipitation,6,,,,
06.01.2020 14:00,-6.0,760.6,771.7,,62,Wind blowing from the east-northeast,6,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-5.9,,,2500 or more  or no clouds.,,,23.0,-12.1,No precipitation,12,,,,
06.01.2020 11:00,-14.3,762.1,773.3,,80,Wind blowing from the west-southwest,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-9.9,,,2500 or more  or no clouds.,,,6.0,-17.0,No precipitation,6,,,,
06.01.2020 08:00,-17.8,763.0,774.4,-0.4,83,Wind blowing from the east,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,,,,2500 or more  or no clouds.,,,3.3,-20.0,No precipitation,12,,,,
06.01.2020 05:00,-22.0,763.4,774.8,,82,Wind blowing from the east,1,,3,,Mist. ,,,-26.7,-9.9,,,,,,5.0,-24.2,No precipitation,6,,,,
06.01.2020 02:00,-21.7,763.5,774.7,0.2,82,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-9.9,,,2500 or more  or no clouds.,,,4.9,-23.9,No precipitation,12,,,,
05.01.2020 23:00,-19.7,763.3,774.6,,84,Wind blowing from the north-northeast,2,,,,Mist. ,,,-26.7,-9.9,,,,,,4.5,-21.8,No precipitation,6,,,,
05.01.2020 20:00,-20.6,763.6,775.2,0.3,81,Wind blowing from the north-northwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-9.9,,,2500 or more  or no clouds.,,,2.4,-23.1,No precipitation,12,,,,
05.01.2020 17:00,-16.1,763.3,774.7,,77,Wind blowing from the west-southwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-9.9,,,2500 or more  or no clouds.,,,1.1,-19.2,No precipitation,6,,,,
05.01.2020 14:00,-10.1,763.2,774.4,,64,Wind blowing from the south,2,,4,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-9.9,,,2500 or more  or no clouds.,,,5.0,-15.6,No precipitation,12,,,,
05.01.2020 11:00,-17.8,763.8,775.2,,74,Wind blowing from the north,1,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-12.9,,,2500 or more  or no clouds.,,,2.8,-21.3,No precipitation,6,,,,
05.01.2020 08:00,-24.6,763.6,775.1,0.2,79,Wind blowing from the north-northeast,2,,9,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-12.9,,,2500 or more  or no clouds.,,,1.7,-27.2,No precipitation,12,,,,
05.01.2020 05:00,-24.7,763.4,774.9,,80,Calm  no wind,0,,,,Mist. ,,,-28.2,-12.9,,,,,,0.9,-27.2,No precipitation,6,,,,
05.01.2020 02:00,-22.5,763.0,774.4,1.0,82,Wind blowing from the south-west,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-12.9,,,2500 or more  or no clouds.,,,0.9,-24.7,No precipitation,12,,,,
04.01.2020 23:00,-20.3,762.0,773.4,,80,Wind blowing from the south,2,,,,Haze. ,,,-28.2,-12.9,,,,,,1.2,-22.9,No precipitation,6,,,,
04.01.2020 20:00,-18.0,760.9,772.4,1.6,80,Wind blowing from the west,4,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-12.9,,,2500 or more  or no clouds.,,,2.1,-20.7,No precipitation,12,,,,
04.01.2020 17:00,-16.9,759.3,770.7,,76,Wind blowing from the west,5,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-12.9,,,2500 or more  or no clouds.,,,2.9,-20.1,No precipitation,6,,,,
04.01.2020 14:00,-13.6,758.2,769.5,-0.4,73,Wind blowing from the west,4,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-13.6,,,2500 or more  or no clouds.,,,3.0,-17.4,No precipitation,12,,,,
04.01.2020 11:00,-20.7,758.6,769.9,,73,Wind blowing from the south-west,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-15.0,,,2500 or more  or no clouds.,,,3.2,-24.3,No precipitation,6,,,,
04.01.2020 08:00,-27.7,758.2,769.7,0.9,76,Wind blowing from the north-west,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-15.0,,,,,,4.9,-30.6,No precipitation,12,,,,
04.01.2020 05:00,-24.2,757.3,768.7,,80,Wind blowing from the north-east,2,,7,,Mist. ,,,-28.5,-15.0,,,,,,5.0,-26.7,No precipitation,6,,,,
04.01.2020 02:00,-23.2,757.6,768.8,-0.2,81,Wind blowing from the north-west,1,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.5,-15.0,,,2500 or more  or no clouds.,,,2.0,-25.6,No precipitation,12,,,,
03.01.2020 23:00,-18.7,757.8,769.1,,76,Wind blowing from the south-west,2,,,,Haze. ,,,-28.5,-15.0,,,,,,2.7,-21.9,No precipitation,6,,,,
03.01.2020 20:00,-18.2,758.3,769.8,,76,Wind blowing from the west-southwest,5,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.5,-15.0,,,,,,3.0,-21.4,No precipitation,12,,,,
03.01.2020 17:00,-18.3,758.4,769.8,,74,Wind blowing from the west-southwest,5,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.5,-15.0,,,,,,3.8,-21.9,No precipitation,6,,,,
03.01.2020 14:00,-15.0,757.1,768.4,-0.5,68,Wind blowing from the west,9,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.5,-15.0,,,,,,4.8,-19.6,No precipitation,12,,,,
03.01.2020 11:00,-20.7,757.6,769.0,,77,Wind blowing from the west-southwest,5,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.5,-15.5,,,,,,3.8,-23.7,No precipitation,6,,,,
03.01.2020 08:00,-27.4,757.7,769.2,0.4,77,Wind blowing from the north-east,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.5,-15.5,,,,,,1.9,-30.2,No precipitation,12,,,,
03.01.2020 05:00,-25.1,757.3,768.7,,82,Wind blowing from the south-southwest,1,,7,,Mist. ,,,-29.4,-15.5,,,,,,6.0,-27.3,No precipitation,6,,,,
03.01.2020 02:00,-21.2,757.9,769.1,0.2,79,Wind blowing from the south-west,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-15.5,,,2500 or more  or no clouds.,,,4.9,-23.9,No precipitation,12,,,,
02.01.2020 23:00,-22.3,757.7,769.0,,76,Wind blowing from the west-southwest,5,,,,Haze. ,,,-29.4,-15.5,,,,,,5.0,-25.4,No precipitation,6,,,,
02.01.2020 20:00,-19.5,758.0,769.5,,71,Wind blowing from the south,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-15.5,,,,,,5.0,-23.4,No precipitation,12,,,,
02.01.2020 17:00,-18.7,757.8,769.3,,67,Wind blowing from the west-southwest,1,,7,no clouds, ,,,-29.4,-15.5,,,,,,10.0,-23.3,No precipitation,6,,,,
02.01.2020 14:00,-16.1,758.0,769.3,-1.4,58,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-16.1,,,,,,9.0,-22.5,No precipitation,12,,,,
02.01.2020 11:00,-19.2,759.4,770.8,,63,Wind blowing from the south,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-17.8,,,,,,6.0,-24.5,No precipitation,6,,,,
02.01.2020 08:00,-27.4,760.6,772.2,-0.3,77,Wind blowing from the south-southwest,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-17.8,,,,,,2.8,-30.2,No precipitation,12,,,,
02.01.2020 05:00,-29.4,760.9,772.5,,76,Wind blowing from the south-southwest,2,,7,, ,,,-29.5,-17.8,,,,,,8.0,-32.3,No precipitation,6,,,,
02.01.2020 02:00,-24.3,761.3,772.7,-0.8,75,Wind blowing from the south-west,4,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.2,-17.8,,,2500 or more  or no clouds.,,,5.0,-27.5,No precipitation,12,,,,
01.01.2020 23:00,-23.4,762.1,773.5,,72,Wind blowing from the south,2,,,,Haze. ,,,-30.2,-17.8,,,,,,5.0,-27.0,No precipitation,6,,,,
01.01.2020 20:00,-22.7,762.6,774.2,,68,Wind blowing from the south,1,,12,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.2,-17.8,,,2500 or more  or no clouds.,,,5.0,-27.0,No precipitation,12,,,,
01.01.2020 17:00,-20.6,762.0,773.6,,65,Wind blowing from the west-southwest,5,,,20–30%., ,,,-30.2,-17.8,,,2500 or more  or no clouds.,,,7.0,-25.5,No precipitation,6,,,,
01.01.2020 14:00,-17.9,760.7,772.2,-0.7,59,Wind blowing from the west,8,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.2,-17.8,,,,,,11.0,-24.0,No precipitation,12,,,,
01.01.2020 11:00,-21.5,761.4,772.9,,72,Wind blowing from the west,9,,12,no clouds, ,,,-30.2,-21.1,,,,,,6.0,-25.2,No precipitation,6,,,,
01.01.2020 08:00,-27.9,761.0,772.6,0.9,77,Wind blowing from the west-southwest,5,,6,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.9,-21.1,,,2500 or more  or no clouds.,,,4.7,-30.7,No precipitation,12,,,,
01.01.2020 05:00,-29.0,760.1,771.8,,77,Wind blowing from the south-southwest,3,,7,,Haze. ,,,-31.0,-21.1,,,,,,4.8,-31.8,No precipitation,6,,,,
01.01.2020 02:00,-28.0,759.7,771.3,,78,Wind blowing from the west-southwest,4,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.0,-21.1,,,2500 or more  or no clouds.,,,5.0,-30.6,No precipitation,12,,,,
31.12.2019 23:00,-26.8,759.3,770.9,,80,Wind blowing from the south-west,2,,,,Haze. ,,,-31.0,-21.1,,,,,,7.0,-29.2,No precipitation,6,,,,
31.12.2019 20:00,-24.0,759.3,771.0,0.4,72,Wind blowing from the south-southwest,3,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.0,-21.1,,,2500 or more  or no clouds.,,,4.7,-27.6,No precipitation,12,,,,
31.12.2019 17:00,-24.1,758.9,770.6,,66,Wind blowing from the south-west,3,,7,20–30%., ,,,-31.0,-21.1,,,2500 or more  or no clouds.,,,10.0,-28.7,No precipitation,6,,,,
31.12.2019 14:00,-21.1,759.1,770.7,-1.5,62,Wind blowing from the west-southwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.0,-21.1,,,2500 or more  or no clouds.,,,12.0,-26.5,No precipitation,12,,,,
31.12.2019 11:00,-24.8,760.6,772.3,,74,Wind blowing from the west-southwest,4,,7,70 – 80%., ,,,-31.0,-22.1,,,2500 or more  or no clouds.,,,8.0,-28.1,No precipitation,6,,,,
31.12.2019 08:00,-30.2,761.2,773.0,0.3,75,Wind blowing from the south-southwest,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.0,-21.6,,,,,,4.1,-33.2,No precipitation,12,,,,
31.12.2019 05:00,-30.6,760.9,772.6,,76,Wind blowing from the south,2,,11,,Haze. ,,,-31.0,-19.4,,,,,,6.0,-33.5,No precipitation,6,,,,
31.12.2019 02:00,-29.7,761.8,773.4,,75,Wind blowing from the south-west,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-16.6,,,2500 or more  or no clouds.,,,7.0,-32.7,No precipitation,12,,,,
