Local time in Beihai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 23:00,21.6,760.3,761.5,,87,Wind blowing from the east-southeast,4,,8,,Mist. ,,,20.5,25.6,,,,,,6.0,19.3,No precipitation,6,,,,
09.01.2020 20:00,23.0,759.9,761.1,0.5,82,Wind blowing from the south-southeast,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,25.6,,,600-1000,,,11.0,19.8,No precipitation,12,,,,
09.01.2020 17:00,24.8,759.4,760.6,,64,Wind blowing from the south,2,,8,20–30%., ,,,20.5,25.9,,,600-1000,,,17.0,17.5,No precipitation,6,,,,
09.01.2020 14:00,24.9,760.6,761.8,-2.4,68,Wind blowing from the south-east,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,26.3,,,2500 or more  or no clouds.,,,11.0,18.6,No precipitation,12,,,,
09.01.2020 11:00,22.7,763.0,764.2,,81,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,,,,600-1000,,,6.0,19.3,No precipitation,6,,,,
09.01.2020 08:00,21.1,761.9,763.1,1.1,90,Wind blowing from the east,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,26.3,,,600-1000,,,5.0,19.4,No precipitation,12,,,,
09.01.2020 05:00,20.6,760.8,762.0,,88,Wind blowing from the south-east,3,,8,,Mist. ,,,19.7,26.3,,,,,,6.0,18.5,No precipitation,6,,,,
09.01.2020 02:00,20.7,761.7,762.9,-0.4,88,Wind blowing from the east-southeast,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,26.3,,,2500 or more  or no clouds.,,,3.8,18.6,No precipitation,12,,,,
08.01.2020 23:00,21.1,762.1,763.3,,85,Wind blowing from the east-southeast,3,,8,,Mist. ,,,18.8,26.3,,,,,,3.5,18.5,No precipitation,6,,,,
08.01.2020 20:00,23.1,761.2,762.4,0.6,70,Wind blowing from the east-southeast,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,26.3,,,600-1000,,,9.0,17.3,No precipitation,12,,,,
08.01.2020 17:00,25.9,760.6,761.8,,56,Wind blowing from the south-southeast,2,,,no clouds, ,,,18.8,26.3,,,,,,11.0,16.5,No precipitation,6,,,,
08.01.2020 14:00,23.9,761.8,763.0,-2.1,74,Wind blowing from the east,3,,8,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,27.0,,,600-1000,,,6.0,19.0,No precipitation,12,,,,
08.01.2020 11:00,22.2,763.9,765.1,,84,Wind blowing from the south-east,4,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,600-1000,,,5.0,19.4,No precipitation,6,,,,
08.01.2020 08:00,20.0,763.3,764.5,1.6,98,Wind blowing from the east-southeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,600-1000,,,3.2,19.7,No precipitation,12,,,,
08.01.2020 05:00,20.0,761.7,762.9,,97,Calm  no wind,0,,,,Mist. ,,,18.8,27.0,,,,,,2.1,19.5,No precipitation,6,,,,
08.01.2020 02:00,19.6,761.8,763.0,-0.2,94,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,27.0,,,2500 or more  or no clouds.,,,2.5,18.6,No precipitation,12,,,,
07.01.2020 23:00,20.3,762.0,763.2,,91,Wind blowing from the west,1,,6,,Mist. ,,,20.2,27.0,,,,,,6.0,18.8,No precipitation,6,,,,
07.01.2020 20:00,21.9,761.2,762.4,0.9,85,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.0,,,,,,7.0,19.3,No precipitation,12,,,,
07.01.2020 17:00,24.8,760.3,761.5,,72,Wind blowing from the west-southwest,2,,6,20–30%., ,,,20.9,27.0,,,600-1000,,,13.0,19.4,No precipitation,6,,,,
07.01.2020 14:00,25.6,761.5,762.7,-1.5,71,Wind blowing from the south-southeast,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,25.9,,,600-1000,,,10.0,20.0,No precipitation,12,,,,
07.01.2020 11:00,23.9,763.0,764.2,,77,Wind blowing from the south-east,4,,,90  or more  but not 100%, ,,,20.9,25.9,,,600-1000,,,8.0,19.6,No precipitation,6,,,,
07.01.2020 08:00,21.4,761.6,762.8,0.7,89,Wind blowing from the east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,,,,2500 or more  or no clouds.,,,5.0,19.5,No precipitation,12,,,,
07.01.2020 05:00,21.4,760.9,762.1,,89,Wind blowing from the east,2,,8,,Mist. ,,,20.4,25.9,,,,,,5.0,19.5,No precipitation,6,,,,
07.01.2020 02:00,21.8,761.2,762.4,0.0,85,Wind blowing from the east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,25.9,,,2500 or more  or no clouds.,,,7.0,19.2,No precipitation,12,,,,
06.01.2020 23:00,21.8,761.2,762.4,,85,Wind blowing from the east,3,,8,, ,,,20.2,25.9,,,,,,9.0,19.2,No precipitation,6,,,,
06.01.2020 20:00,22.2,760.6,761.8,0.6,84,Wind blowing from the east-southeast,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,25.9,,,600-1000,,,7.0,19.4,No precipitation,12,,,,
06.01.2020 17:00,25.3,760.0,761.2,,65,Wind blowing from the south-east,3,,8,no clouds, ,,,20.2,25.9,,,,,,11.0,18.3,No precipitation,6,,,,
06.01.2020 14:00,25.6,761.5,762.7,-3.0,67,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,25.6,,,2500 or more  or no clouds.,,,11.0,19.0,No precipitation,12,,,,
06.01.2020 11:00,22.7,764.5,765.7,,78,Wind blowing from the east,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,25.0,,,600-1000,,,7.0,18.7,No precipitation,6,,,,
06.01.2020 08:00,20.8,763.1,764.4,0.7,86,Wind blowing from the east,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,600-1000,,,5.0,18.4,No precipitation,12,,,,
06.01.2020 05:00,20.4,762.4,763.6,,86,Wind blowing from the east,2,,8,,Mist. ,,,17.3,25.0,,,,,,6.0,18.0,No precipitation,6,,,,
06.01.2020 02:00,20.7,762.4,763.6,-0.8,85,Wind blowing from the east-southeast,4,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.0,,,2500 or more  or no clouds.,,,7.0,18.1,No precipitation,12,,,,
05.01.2020 23:00,20.2,763.2,764.5,,84,Wind blowing from the east,3,,8,,Mist. ,,,17.3,25.0,,,,,,6.0,17.4,No precipitation,6,,,,
05.01.2020 20:00,21.6,762.4,763.7,0.7,78,Wind blowing from the east,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.0,,,600-1000,,,9.0,17.6,No precipitation,12,,,,
05.01.2020 17:00,24.0,761.7,763.0,,64,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,17.3,25.0,,,600-1000,,,12.0,16.8,No precipitation,6,,,,
05.01.2020 14:00,24.1,762.5,763.8,-2.4,67,Wind blowing from the east,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.0,,,600-1000,,,11.0,17.6,No precipitation,12,,,,
05.01.2020 11:00,21.7,764.9,766.2,,77,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.0,,,600-1000,,,5.0,17.5,No precipitation,6,,,,
05.01.2020 08:00,18.0,763.3,764.5,0.8,92,Wind blowing from the east-northeast,2,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.0,,,600-1000,,,1.9,16.7,No precipitation,12,,,,
05.01.2020 05:00,17.5,762.5,763.8,,92,Wind blowing from the east-northeast,2,,7,,Mist. ,,,17.5,25.0,,,,,,2.1,16.2,No precipitation,6,,,,
05.01.2020 02:00,19.5,763.0,764.3,-0.8,87,Wind blowing from the east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.0,,,2500 or more  or no clouds.,,,4.4,17.3,No precipitation,12,,,,
04.01.2020 23:00,20.8,763.8,765.1,,82,Wind blowing from the east-southeast,3,,7,, ,,,19.1,25.0,,,,,,8.0,17.6,No precipitation,6,,,,
04.01.2020 20:00,22.3,762.8,764.1,1.3,67,Wind blowing from the east-southeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.0,,,600-1000,,,16.0,15.9,No precipitation,12,,,,
04.01.2020 17:00,24.8,761.5,762.7,,60,Wind blowing from the south-east,3,,6,90  or more  but not 100%, ,,,19.1,25.0,,,600-1000,,,12.0,16.5,No precipitation,6,,,,
04.01.2020 14:00,24.4,762.7,763.9,-2.6,63,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.5,,,600-1000,,,10.0,16.9,No precipitation,12,,,,
04.01.2020 11:00,22.5,765.3,766.6,,72,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,19.1,23.9,,,600-1000,,,8.0,17.2,No precipitation,6,,,,
04.01.2020 08:00,19.3,764.6,765.9,1.1,84,Wind blowing from the east,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.9,,,600-1000,,,4.2,16.5,No precipitation,12,,,,
04.01.2020 05:00,20.3,763.5,764.8,,81,Wind blowing from the east,2,,6,, ,,,17.1,23.9,,,,,,8.0,16.9,No precipitation,6,,,,
04.01.2020 02:00,20.6,763.9,765.2,-1.2,80,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,23.9,,,2500 or more  or no clouds.,,,9.0,17.0,No precipitation,12,,,,
03.01.2020 23:00,21.2,765.1,766.3,,74,Wind blowing from the east-southeast,3,,,, ,,,,23.9,,,,,,8.0,16.4,No precipitation,6,,,,
03.01.2020 20:00,21.9,764.7,766.0,1.2,71,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,23.9,,,600-1000,,,15.0,16.4,No precipitation,12,,,,
03.01.2020 17:00,23.4,763.5,764.8,,65,Wind blowing from the east-northeast,2,,6,100%., ,,,17.1,24.7,,,600-1000,,,9.0,16.5,No precipitation,6,,,,
03.01.2020 14:00,23.2,764.5,765.7,-2.1,65,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.5,,,600-1000,,,10.0,16.3,No precipitation,12,,,,
03.01.2020 11:00,22.3,766.6,767.8,,68,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,17.1,25.5,,,1500-2000,,,10.0,16.1,No precipitation,6,,,,
03.01.2020 08:00,17.5,765.8,767.1,1.0,92,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.5,,,1500-2000,,,2.1,16.2,No precipitation,12,,,,
03.01.2020 05:00,19.3,764.8,766.0,,84,Wind blowing from the east,3,,8,, ,,,18.3,25.5,,,,,,9.0,16.5,No precipitation,6,,,,
03.01.2020 02:00,19.8,765.6,766.9,-0.6,83,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.5,,,2500 or more  or no clouds.,,,12.0,16.8,No precipitation,12,,,,
02.01.2020 23:00,20.2,766.2,767.5,,83,Wind blowing from the east-southeast,3,,8,, ,,,18.3,25.5,,,,,,12.0,17.2,No precipitation,6,,,,
02.01.2020 20:00,21.7,765.7,766.9,1.2,73,Wind blowing from the south-east,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.5,,,2500 or more  or no clouds.,,,14.0,16.7,No precipitation,12,,,,
02.01.2020 17:00,24.7,764.5,765.8,,59,Wind blowing from the east,3,,8,20–30%., ,,,18.3,25.5,,,600-1000,,,18.0,16.2,No precipitation,6,,,,
02.01.2020 14:00,24.0,765.4,766.7,-2.8,64,Wind blowing from the south-east,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,24.3,,,600-1000,,,13.0,16.8,No precipitation,12,,,,
02.01.2020 11:00,22.4,768.2,769.5,,73,Wind blowing from the east,2,,7,90  or more  but not 100%, ,,,18.3,23.2,,,600-1000,,,7.0,17.3,No precipitation,6,,,,
02.01.2020 08:00,18.3,767.5,768.8,1.4,86,Wind blowing from the east-northeast,1,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,23.2,,,600-1000,,,3.1,15.9,No precipitation,12,,,,
02.01.2020 05:00,19.6,766.1,767.4,,84,Wind blowing from the east-southeast,1,,8,, ,,,19.0,23.2,,,,,,8.0,16.8,No precipitation,6,,,,
02.01.2020 02:00,19.4,766.7,768.0,-0.7,83,Wind blowing from the east,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,23.2,,,2500 or more  or no clouds.,,,7.0,16.4,No precipitation,12,,,,
01.01.2020 23:00,19.7,767.4,768.7,,79,Wind blowing from the east-southeast,3,,8,, ,,,19.0,23.2,,,,,,9.0,16.0,No precipitation,6,,,,
01.01.2020 20:00,20.5,767.2,768.4,,77,Wind blowing from the east-southeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,23.2,,,,,,9.0,16.3,No precipitation,12,,,,
01.01.2020 17:00,22.6,765.9,767.2,,66,Wind blowing from the east,3,,8,90  or more  but not 100%, ,,,19.0,23.3,,,600-1000,,,11.0,15.9,No precipitation,6,,,,
01.01.2020 14:00,23.0,766.4,767.7,-2.2,64,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,24.5,,,600-1000,,,7.0,15.8,No precipitation,12,,,,
01.01.2020 11:00,21.1,768.6,769.9,,73,Wind blowing from the east,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,24.5,,,600-1000,,,5.0,16.1,No precipitation,6,,,,
01.01.2020 08:00,19.1,767.4,768.7,0.7,83,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,24.5,,,600-1000,,,3.8,16.1,Trace of precipitation,12,,,,
01.01.2020 05:00,20.0,766.7,768.0,,80,Wind blowing from the east,3,,7,,Mist. ,,,19.1,24.5,,,,,,5.0,16.4,No precipitation,6,,,,
01.01.2020 02:00,20.1,767.2,768.5,-0.5,74,Wind blowing from the east-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.5,,,2500 or more  or no clouds.,,,3.5,15.3,No precipitation,12,,,,
31.12.2019 23:00,21.3,767.7,769.0,,71,Wind blowing from the east,3,,6,,Rain (not freezing) not falling as shower(s). ,,,19.1,24.5,,,,,,3.8,15.8,No precipitation,6,,,,
31.12.2019 20:00,21.8,766.6,767.8,1.2,64,Wind blowing from the north-northwest,1,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.5,,,600-1000,,,7.0,14.7,No precipitation,12,,,,
31.12.2019 17:00,23.3,765.4,766.7,,56,Wind blowing from the north-east,2,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.6,,,600-1000,,,6.0,14.0,No precipitation,6,,,,
