Local time in Rizhao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 20:00,1.0,764.8,771.1,0.5,57,Wind blowing from the north,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,3.7,,,2500 or more  or no clouds.,,,15.0,-6.6,No precipitation,12,,,,
09.01.2020 17:00,1.7,764.3,770.6,,57,Wind blowing from the east-southeast,2,,8,70 – 80%., ,,,-2.0,3.7,,,2500 or more  or no clouds.,,,26.0,-5.9,No precipitation,6,,,,
09.01.2020 14:00,3.2,764.5,770.8,-1.2,51,Wind blowing from the east-southeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,3.9,,,2500 or more  or no clouds.,,,22.0,-6.0,No precipitation,12,,,,
09.01.2020 11:00,2.1,765.7,772.0,,53,Wind blowing from the north-northeast,4,,8,90  or more  but not 100%, ,,,-2.0,4.0,,,2500 or more  or no clouds.,,,18.0,-6.7,No precipitation,6,,,,
09.01.2020 08:00,-1.2,765.4,771.7,-0.1,67,Wind blowing from the north-northeast,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,4.0,,,2500 or more  or no clouds.,,,12.0,-6.7,No precipitation,12,,,,
09.01.2020 05:00,-1.6,765.5,771.8,,69,Wind blowing from the west,1,,6,, ,,,-2.0,4.0,,,,,,15.0,-6.7,No precipitation,6,,,,
09.01.2020 02:00,-0.9,766.1,772.4,0.1,70,Wind blowing from the north-west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.0,,,2500 or more  or no clouds.,,,13.0,-5.7,No precipitation,12,,,,
08.01.2020 23:00,0.0,766.0,772.3,,65,Wind blowing from the north-west,1,,7,, ,,,-1.3,4.0,,,,,,17.0,-5.8,No precipitation,6,,,,
08.01.2020 20:00,0.8,766.0,772.3,0.7,59,Wind blowing from the north-northeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.0,,,,,,24.0,-6.3,No precipitation,12,,,,
08.01.2020 17:00,2.0,765.3,771.6,,53,Wind blowing from the north,1,,10,no clouds, ,,,-1.3,4.0,,,,,,30.0,-6.6,No precipitation,6,,,,
08.01.2020 14:00,3.8,764.8,771.1,-0.9,47,Wind blowing from the north-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.0,,,,,,29.0,-6.5,No precipitation,12,,,,
08.01.2020 11:00,2.3,765.7,772.0,,55,Wind blowing from the north,3,,12,no clouds, ,,,-1.3,3.0,,,,,,26.0,-5.8,No precipitation,6,,,,
08.01.2020 08:00,-1.2,764.8,771.1,1.6,66,Wind blowing from the west,1,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,,,,18.0,-6.9,No precipitation,12,,,,
08.01.2020 05:00,-0.6,763.2,769.5,,60,Wind blowing from the north-west,3,,18,, ,,,-0.6,,,,,,,30.0,-7.4,No precipitation,6,,,,
08.01.2020 02:00,0.2,762.4,768.7,1.8,64,Wind blowing from the north-west,5,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,,,,2500 or more  or no clouds.,,,26.0,-5.8,3.0,12,,,,
07.01.2020 23:00,0.0,760.6,766.8,,80,Wind blowing from the north,6,,18,, ,,,-0.1,5.1,,,,,,17.0,-3.0,0.5,6,,,,
07.01.2020 20:00,0.0,758.8,765.1,2.8,88,Wind blowing from the north,9,,18,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,0.0,5.4,,,600-1000,,,14.0,-1.7,12.0,12,,,,
07.01.2020 17:00,0.4,756.0,762.1,,93,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.4,5.8,,,600-1000,,,2.4,-0.6,8.0,6,,,,
07.01.2020 14:00,1.4,755.0,761.2,-0.5,93,Wind blowing from the north,7,,17,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.3,7.0,,,600-1000,,,7.0,0.4,14.0,12,,,,
07.01.2020 11:00,3.0,755.5,761.6,,92,Wind blowing from the north-northeast,8,,17,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,3.0,7.5,,,600-1000,,,12.0,1.8,4.0,6,,,,
07.01.2020 08:00,4.4,756.3,762.4,-0.2,92,Wind blowing from the north-northeast,6,,17,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,4.4,,,,600-1000,,,10.0,3.2,18.0,12,,,,
07.01.2020 05:00,5.1,756.5,762.6,,94,Wind blowing from the north-east,6,,17,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.6,,,,,,,12.0,4.2,10.0,6,,,,
07.01.2020 02:00,4.7,758.1,764.2,-0.1,93,Wind blowing from the north-northeast,8,,13,,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,7.6,,,2500 or more  or no clouds.,,,10.0,3.7,14.0,12,,,,
06.01.2020 23:00,5.1,758.2,764.3,,94,Wind blowing from the north-northeast,7,,13,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.0,7.6,,,,,,8.0,4.2,9.0,6,,,,
06.01.2020 20:00,5.4,759.1,765.2,0.3,94,Wind blowing from the north-northeast,5,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,7.6,,,600-1000,,,5.0,4.5,3.0,12,,,,
06.01.2020 17:00,5.8,758.8,764.8,,94,Wind blowing from the north-northeast,6,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,7.6,,,600-1000,,,5.0,4.9,0.1,6,,,,
06.01.2020 14:00,7.0,758.5,764.6,-1.7,94,Wind blowing from the north-northeast,4,,12,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.8,,,600-1000,,,4.9,6.1,7.0,12,,,,
06.01.2020 11:00,7.3,760.2,766.3,,96,Wind blowing from the north-east,7,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.9,,,600-1000,,,5.0,6.7,4.0,6,,,,
06.01.2020 08:00,7.5,760.1,766.2,0.0,98,Wind blowing from the east-northeast,6,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,6.0,7.9,,,600-1000,,,2.7,7.2,11.0,12,,,,
06.01.2020 05:00,7.2,760.1,766.2,,98,Wind blowing from the east,5,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.4,7.9,,,,,,2.7,6.9,6.0,6,,,,
06.01.2020 02:00,6.9,761.6,767.7,-1.3,98,Wind blowing from the east-southeast,5,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.9,,,2500 or more  or no clouds.,,,2.2,6.6,11.0,12,,,,
05.01.2020 23:00,6.9,762.9,769.0,,97,Wind blowing from the east-southeast,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.7,7.9,,,,,,0.6,6.5,7.0,6,,,,
05.01.2020 20:00,6.4,763.6,769.7,-0.3,96,Wind blowing from the east,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.9,,,600-1000,,,1.7,5.8,5.0,12,,,,
05.01.2020 17:00,6.1,763.9,770.0,,91,Wind blowing from the south-southeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.9,,,600-1000,,,5.0,4.7,1.0,6,,,,
05.01.2020 14:00,7.8,764.5,770.7,-2.4,80,Wind blowing from the east,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,9.3,,,600-1000,,,9.0,4.6,Trace of precipitation,12,,,,
05.01.2020 11:00,7.4,766.9,773.0,,78,Wind blowing from the east,2,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,9.8,,,600-1000,,,3.2,3.8,No precipitation,6,,,,
05.01.2020 08:00,6.3,766.4,772.6,0.7,74,Wind blowing from the east,3,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,9.8,,,600-1000,,,2.7,2.0,No precipitation,12,,,,
05.01.2020 05:00,5.4,765.7,771.9,,70,Wind blowing from the north-east,4,,8,,Haze. ,,,,,,,,,,2.6,0.4,No precipitation,6,,,,
05.01.2020 02:00,3.9,766.2,772.3,0.1,50,Wind blowing from the north-east,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.8,,,2500 or more  or no clouds.,,,3.9,-5.6,No precipitation,12,,,,
04.01.2020 23:00,4.9,766.1,772.3,,58,Wind blowing from the north-northeast,3,,5,,Haze. ,,,0.6,9.8,,,,,,2.7,-2.7,No precipitation,6,,,,
04.01.2020 20:00,5.4,766.0,772.2,1.2,58,Wind blowing from the north,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.8,,,2500 or more  or no clouds.,,,4.0,-2.2,No precipitation,12,,,,
04.01.2020 17:00,6.1,764.8,771.1,,64,Wind blowing from the east,0,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.8,,,2500 or more  or no clouds.,,,3.8,-0.2,No precipitation,6,,,,
04.01.2020 14:00,8.7,764.3,770.5,-1.1,54,Wind blowing from the south-east,2,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.8,,,2500 or more  or no clouds.,,,4.2,-0.3,No precipitation,12,,,,
04.01.2020 11:00,8.6,765.4,771.6,,43,Wind blowing from the east-southeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,8.8,,,,,,5.0,-3.3,No precipitation,6,,,,
04.01.2020 08:00,1.9,764.9,771.1,0.8,68,Wind blowing from the west-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,,,,,,,3.5,-3.4,No precipitation,12,,,,
04.01.2020 05:00,2.0,764.1,770.3,,69,Wind blowing from the west-northwest,3,,4,,Haze. ,,,1.2,8.6,,,,,,3.7,-3.1,No precipitation,6,,,,
04.01.2020 02:00,2.9,764.9,771.1,-0.4,67,Wind blowing from the west-northwest,3,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.6,,,2500 or more  or no clouds.,,,4.3,-2.6,No precipitation,12,,,,
03.01.2020 23:00,3.6,765.3,771.5,,71,Wind blowing from the west,2,,4,,Haze. ,,,0.1,8.6,,,,,,3.3,-1.2,No precipitation,6,,,,
03.01.2020 20:00,4.1,765.4,771.7,0.3,50,Wind blowing from the west,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.6,,,2500 or more  or no clouds.,,,5.0,-5.4,No precipitation,12,,,,
03.01.2020 17:00,5.5,765.1,771.4,,52,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.6,,,2500 or more  or no clouds.,,,4.7,-3.6,No precipitation,6,,,,
03.01.2020 14:00,8.1,764.8,770.9,-1.8,44,Wind blowing from the south,1,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.6,,,2500 or more  or no clouds.,,,6.0,-3.4,No precipitation,12,,,,
03.01.2020 11:00,5.1,766.6,772.8,,47,Wind blowing from the south,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,7.7,,,2500 or more  or no clouds.,,,6.0,-5.3,No precipitation,6,,,,
03.01.2020 08:00,1.5,766.9,773.1,0.9,55,Wind blowing from the north-northeast,1,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,2500 or more  or no clouds.,,,6.0,-6.6,No precipitation,12,,,,
03.01.2020 05:00,1.6,766.0,772.2,,54,Wind blowing from the east,1,,,, ,,,0.1,7.7,,,,,,8.0,-6.9,No precipitation,6,,,,
03.01.2020 02:00,1.4,766.6,772.9,-0.6,54,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,7.7,,,2500 or more  or no clouds.,,,9.0,-6.9,No precipitation,12,,,,
02.01.2020 23:00,2.6,767.2,773.5,,50,Wind blowing from the north-northeast,1,,5,, ,,,1.3,7.7,,,,,,9.0,-7.0,No precipitation,6,,,,
02.01.2020 20:00,3.5,766.9,773.2,0.1,59,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,7.7,,,,,,9.0,-3.8,No precipitation,12,,,,
02.01.2020 17:00,4.9,766.8,773.0,,49,Wind blowing from the south,1,,5,no clouds, ,,,1.3,7.7,,,,,,11.0,-4.9,No precipitation,6,,,,
02.01.2020 14:00,7.6,766.3,772.5,-1.9,38,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,7.7,,,,,,12.0,-5.8,No precipitation,12,,,,
02.01.2020 11:00,5.2,768.2,774.4,,37,Wind blowing from the north,2,,5,90  or more  but not 100%, ,,,1.3,5.2,,,600-1000,,,12.0,-8.6,No precipitation,6,,,,
02.01.2020 08:00,3.2,767.9,774.1,1.2,53,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.2,,,600-1000,,,14.0,-5.5,No precipitation,12,,,,
02.01.2020 05:00,2.8,766.7,772.9,,61,Wind blowing from the west-northwest,1,,4,, ,,,,4.2,,,,,,13.0,-4.0,No precipitation,6,,,,
02.01.2020 02:00,2.6,767.2,773.5,,65,Wind blowing from the north-west,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.2,,,2500 or more  or no clouds.,,,13.0,-3.3,No precipitation,12,,,,
01.01.2020 23:00,1.5,767.4,773.7,,68,Wind blowing from the west,2,,5,, ,,,,4.2,,,,,,14.0,-3.8,No precipitation,6,,,,
01.01.2020 20:00,2.2,767.9,774.2,0.7,66,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,4.2,,,600-1000,,,14.0,-3.5,No precipitation,12,,,,
01.01.2020 17:00,2.4,767.2,773.5,,63,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,-4.5,4.2,,,600-1000,,,14.0,-3.9,No precipitation,6,,,,
01.01.2020 14:00,3.1,767.6,773.9,-1.7,52,Wind blowing from the west,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,3.5,,,2500 or more  or no clouds.,,,15.0,-5.8,No precipitation,12,,,,
01.01.2020 11:00,2.0,769.3,775.6,,53,Wind blowing from the west-southwest,3,,5,no clouds, ,,,-4.5,2.3,,,,,,22.0,-6.6,No precipitation,6,,,,
01.01.2020 08:00,-3.0,769.4,775.8,0.4,64,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,-0.5,,,,,,13.0,-9.0,No precipitation,12,,,,
01.01.2020 05:00,-3.9,769.0,775.4,,64,Wind blowing from the west-northwest,2,,5,, ,,,-7.1,-0.5,,,,,,9.0,-9.7,No precipitation,6,,,,
01.01.2020 02:00,-3.9,770.0,776.4,-0.5,61,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-0.5,,,2500 or more  or no clouds.,,,19.0,-10.5,No precipitation,12,,,,
31.12.2019 23:00,-2.8,770.5,776.8,,54,Wind blowing from the west,2,,6,, ,,,,-0.5,,,,,,23.0,-10.8,No precipitation,6,,,,
31.12.2019 20:00,-2.9,771.0,777.4,-1.0,52,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-0.5,,,,,,24.0,-11.6,No precipitation,12,,,,
