Local time in Longzi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 14:00,4.6,471.9,753.7,-2.4,8,Wind blowing from the south-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.4,,,,,,30.0,-26.9,No precipitation,12,,,,
09.01.2020 11:00,0.0,474.3,757.4,,37,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,-8.7,6.4,,,,,,30.0,-13.0,No precipitation,6,,,,
09.01.2020 08:00,-5.4,473.1,757.6,-0.5,53,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,6.4,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
09.01.2020 05:00,-6.3,473.6,755.8,,57,Wind blowing from the east-northeast,3,,11,, ,,,-14.0,6.4,,,,,,30.0,-13.6,No precipitation,6,,,,
09.01.2020 02:00,-6.5,474.3,759.4,,50,Wind blowing from the west-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,6.4,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
08.01.2020 20:00,0.5,473.1,762.8,1.2,24,Wind blowing from the west-southwest,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,6.4,,,1000-1500,,,30.0,-17.7,No precipitation,12,,,,
08.01.2020 17:00,5.4,471.9,756.1,,13,Wind blowing from the south-southwest,5,,13,40%., ,,,-14.0,6.6,,,1000-1500,,,30.0,-20.8,No precipitation,6,,,,
08.01.2020 14:00,1.8,473.4,757.4,-2.6,28,Wind blowing from the south-southeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,,,,1000-1500,,,30.0,-14.8,No precipitation,12,,,,
08.01.2020 11:00,-6.3,476.0,765.3,,58,Wind blowing from the west-northwest,1,,10,no clouds, ,,,-14.0,,,,,,,30.0,-13.4,No precipitation,6,,,,
08.01.2020 08:00,-13.6,474.6,766.2,0.0,77,Wind blowing from the north,0,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,,,,600-1000,,,30.0,-16.8,No precipitation,12,,,,
08.01.2020 05:00,-11.0,474.6,759.5,,65,Wind blowing from the north-northwest,1,,14,, ,,,-15.8,8.2,,,,,,30.0,-16.3,No precipitation,6,,,,
08.01.2020 02:00,-5.9,474.4,759.4,,49,Wind blowing from the east,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.2,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
07.01.2020 20:00,-0.8,472.1,762.9,1.7,27,Wind blowing from the east-northeast,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,8.2,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
07.01.2020 17:00,6.6,470.4,754.7,,15,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%, ,,,-15.8,8.2,,,,,,30.0,-18.2,No precipitation,6,,,,
07.01.2020 14:00,1.3,473.4,760.4,-3.0,19,Wind blowing from the south-east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,5.9,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
07.01.2020 11:00,-5.3,476.4,766.1,,45,Wind blowing from the south-east,1,,3,no clouds, ,,,-15.8,,,,,,,30.0,-15.4,No precipitation,6,,,,
07.01.2020 08:00,-14.8,475.5,768.2,0.2,76,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
07.01.2020 05:00,-13.8,475.3,763.8,,76,Wind blowing from the west-northwest,1,,11,, ,,,-14.0,5.9,,,,,,30.0,-17.1,No precipitation,6,,,,
07.01.2020 02:00,-9.8,475.8,765.3,,59,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,5.9,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
06.01.2020 20:00,-0.6,474.6,765.4,0.3,18,Wind blowing from the west-northwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,5.9,,,,,,23.0,-22.0,No precipitation,12,,,,
06.01.2020 17:00,4.7,474.3,761.3,,10,Wind blowing from the south-west,2,,6,100%., ,,,-14.0,4.7,,,600-1000,,,30.0,-24.4,No precipitation,6,,,,
06.01.2020 14:00,-0.3,476.3,765.9,-1.7,12,Wind blowing from the east-southeast,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.1,,,1000-1500,,,30.0,-26.3,No precipitation,12,,,,
06.01.2020 11:00,-5.9,478.0,771.2,,24,Wind blowing from the east-northeast,1,,,no clouds, ,,,-14.0,-1.0,,,,,,30.0,-23.2,No precipitation,6,,,,
06.01.2020 08:00,-12.8,476.2,771.7,1.3,45,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.0,,,,,,30.0,-22.3,No precipitation,12,,,,
06.01.2020 05:00,-12.6,474.9,766.9,,67,Wind blowing from the north-west,1,,9,, ,,,-12.9,-1.0,,,,,,30.0,-17.6,No precipitation,6,,,,
06.01.2020 02:00,-9.6,474.0,763.3,,50,Wind blowing from the west,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-1.0,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
05.01.2020 20:00,-5.9,471.0,761.0,0.9,26,Wind blowing from the north-east,1,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-1.0,,,600-1000,,,30.0,-22.3,No precipitation,12,,,,
05.01.2020 17:00,-2.1,470.1,756.2,,15,Wind blowing from the south-west,5,,16,, ,,,-10.4,1.1,,,,,,30.0,-25.3,No precipitation,6,,,,
05.01.2020 14:00,-2.0,471.3,757.7,-0.7,12,Wind blowing from the south-southwest,7,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,1.7,,,600-1000,,,30.0,-27.7,No precipitation,12,,,,
05.01.2020 11:00,-3.7,472.0,758.8,,30,Wind blowing from the east-southeast,3,,9,no clouds, ,,,-10.4,1.7,,,,,,30.0,-18.8,No precipitation,6,,,,
05.01.2020 08:00,-9.7,471.4,760.0,-0.4,60,Wind blowing from the south-southeast,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,1.7,,,600-1000,,,30.0,-16.0,No precipitation,12,,,,
05.01.2020 05:00,-8.4,471.8,757.0,,50,Wind blowing from the south-east,2,,14,, ,,,-13.4,1.7,,,,,,30.0,-17.0,No precipitation,6,,,,
05.01.2020 02:00,-7.6,472.5,761.4,,55,Wind blowing from the east,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.7,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
04.01.2020 20:00,-3.3,472.2,761.8,0.3,28,Wind blowing from the south-southwest,2,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.7,,,1000-1500,,,30.0,-19.2,No precipitation,12,,,,
04.01.2020 17:00,1.0,471.9,760.5,,20,Wind blowing from the south-west,5,,14,20–30%., ,,,-15.5,1.7,,,1000-1500,,,30.0,-19.5,No precipitation,6,,,,
04.01.2020 14:00,-4.9,474.0,768.1,-2.0,62,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-3.7,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,12,,,,
04.01.2020 11:00,-8.9,476.0,772.3,,77,Wind blowing from the west,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-3.7,,,300-600,,,30.0,-12.2,No precipitation,6,,,,
04.01.2020 08:00,-10.3,475.2,770.2,-0.1,85,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-3.7,,,300-600,,,30.0,-12.3,Trace of precipitation,12,,,,
04.01.2020 05:00,-13.4,475.3,769.8,,85,Wind blowing from the north-west,1,,,, ,,,-15.5,-3.7,,,,,,30.0,-15.4,No precipitation,6,,,,
04.01.2020 02:00,-13.9,475.9,771.5,,86,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-3.7,,,2500 or more  or no clouds.,,,30.0,-15.7,1.0,12,,,,
03.01.2020 20:00,-8.6,475.6,770.8,,85,Wind blowing from the west-northwest,1,,,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,0.7,,,600-1000,,,26.0,-10.7,1.0,6,,,,
03.01.2020 17:00,-4.7,476.3,769.6,,79,Wind blowing from the north-west,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.3,4.8,,,600-1000,,,4.2,-7.8,1.0,6,,,,
03.01.2020 14:00,-5.3,478.2,770.5,-1.3,70,Wind blowing from the south,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,600-1000,,,9.0,-9.9,No precipitation,12,,,,
03.01.2020 11:00,-7.0,479.5,771.8,,65,Wind blowing from the west-southwest,1,,5,100%., ,,,-12.3,,,,600-1000,,,30.0,-12.5,No precipitation,6,,,,
03.01.2020 08:00,-10.4,478.4,769.2,0.3,54,Wind blowing from the north-east,1,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,5.8,,,600-1000,,,30.0,-17.9,No precipitation,12,,,,
03.01.2020 05:00,-10.8,478.1,766.2,,51,Wind blowing from the north,1,,,, ,,,-10.8,5.8,,,,,,30.0,-19.0,No precipitation,6,,,,
03.01.2020 02:00,-7.1,478.5,765.7,,35,Wind blowing from the north-west,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,5.8,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
02.01.2020 20:00,0.6,477.5,766.3,1.0,17,Wind blowing from the south-southwest,4,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,5.8,,,1000-1500,,,30.0,-21.7,No precipitation,12,,,,
02.01.2020 17:00,4.8,476.5,762.3,,12,Wind blowing from the south-west,6,,13,60%., ,,,-9.6,5.8,,,1000-1500,,,30.0,-22.2,No precipitation,6,,,,
02.01.2020 14:00,2.9,478.1,763.3,-2.3,31,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,5.9,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
02.01.2020 11:00,-5.9,480.4,770.2,,63,Wind blowing from the north-northwest,1,,9,100%., ,,,-9.6,,,,600-1000,,,30.0,-11.8,No precipitation,6,,,,
02.01.2020 08:00,-8.3,478.9,768.8,0.3,70,Wind blowing from the west,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,5.9,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
02.01.2020 05:00,-8.6,478.6,765.5,,65,Wind blowing from the west-northwest,1,,10,, ,,,,5.9,,,,,,30.0,-14.0,No precipitation,6,,,,
02.01.2020 02:00,-4.4,478.8,765.7,,50,Wind blowing from the east,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.9,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
01.01.2020 20:00,0.4,477.9,772.9,0.6,27,Wind blowing from the south-east,3,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,5.9,,,1000-1500,,,30.0,-16.4,No precipitation,12,,,,
01.01.2020 17:00,5.0,477.3,766.8,,12,Wind blowing from the west-northwest,5,,13,90  or more  but not 100%, ,,,-17.2,5.9,,,,,,30.0,-22.1,No precipitation,6,,,,
01.01.2020 14:00,0.9,478.3,770.1,-2.2,12,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
01.01.2020 11:00,-8.8,480.5,774.7,,41,Wind blowing from the west-southwest,2,,4,70 – 80%., ,,,-17.2,,,,1000-1500,,,30.0,-19.7,No precipitation,6,,,,
01.01.2020 08:00,-17.1,479.1,775.6,0.5,61,Wind blowing from the north-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,,,,,,,30.0,-22.8,No precipitation,12,,,,
01.01.2020 05:00,-13.7,478.6,769.0,,60,Wind blowing from the north-west,1,,11,, ,,,-16.0,6.2,,,,,,30.0,-19.8,No precipitation,6,,,,
01.01.2020 02:00,-12.3,478.8,769.5,,39,Wind blowing from the east-northeast,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,6.2,,,2500 or more  or no clouds.,,,30.0,-23.4,No precipitation,12,,,,
31.12.2019 20:00,-0.5,477.2,771.2,1.5,7,Wind blowing from the south-west,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,6.2,,,,,,30.0,-32.2,No precipitation,12,,,,
31.12.2019 17:00,4.7,475.7,762.7,,4,Wind blowing from the south-west,4,,14,10%  or less  but not 0, ,,,-16.0,8.1,,,1000-1500,,,30.0,-34.1,No precipitation,6,,,,
31.12.2019 14:00,2.9,477.1,764.8,-2.5,21,Wind blowing from the south-east,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,,,,1000-1500,,,30.0,-17.3,No precipitation,12,,,,
31.12.2019 11:00,-6.7,479.6,771.6,,48,Wind blowing from the south,1,,,90  or more  but not 100%, ,,,-16.0,,,,1500-2000,,,30.0,-15.9,No precipitation,6,,,,
31.12.2019 08:00,-15.3,478.5,772.6,0.6,77,Wind blowing from the north,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,,,,,,,30.0,-18.4,No precipitation,12,,,,
31.12.2019 05:00,-11.2,477.9,764.2,,71,Wind blowing from the north-northwest,1,,9,, ,,,-16.9,8.1,,,,,,30.0,-15.4,No precipitation,6,,,,
