Local time in Yuanping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 14:00,-4.3,695.3,772.6,-1.7,68,Wind blowing from the south-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-4.3,,,2500 or more  or no clouds.,,,4.1,-9.3,No precipitation,12,,,,
10.01.2020 11:00,-8.6,697.0,775.1,,86,Wind blowing from the south-west,2,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-5.9,,,2500 or more  or no clouds.,,,2.3,-10.5,No precipitation,6,,,,
10.01.2020 08:00,-9.9,696.5,774.7,0.7,87,Wind blowing from the north-west,1,,4,100%.,Fog  depositing rime  sky visible. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.9,,,2500 or more  or no clouds.,,,0.2,-11.7,No precipitation,12,,,,
10.01.2020 05:00,-9.3,695.8,773.6,,84,Wind blowing from the north,2,,4,,Mist. ,,,,-5.9,,,,,,2.7,-11.6,No precipitation,6,,,,
10.01.2020 02:00,-8.0,696.1,773.8,,81,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.9,,,2500 or more  or no clouds.,,,3.1,-10.7,No precipitation,12,,,,
09.01.2020 20:00,-7.2,695.4,774.3,0.2,78,Wind blowing from the north-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-5.9,,,2500 or more  or no clouds.,,,4.1,-10.4,No precipitation,12,,,,
09.01.2020 17:00,-6.1,695.2,773.6,,75,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-4.3,,,2500 or more  or no clouds.,,,5.0,-9.8,No precipitation,6,,,,
09.01.2020 14:00,-6.8,695.1,773.4,-2.0,72,Wind blowing from the south-east,2,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-2.3,,,2500 or more  or no clouds.,,,4.3,-11.0,No precipitation,12,,,,
09.01.2020 11:00,-11.5,697.1,776.2,,74,Wind blowing from the east-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,,,,2500 or more  or no clouds.,,,2.9,-15.2,No precipitation,6,,,,
09.01.2020 08:00,-15.8,696.7,775.9,0.2,80,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-2.3,,,2500 or more  or no clouds.,,,2.8,-18.5,No precipitation,12,,,,
09.01.2020 05:00,-13.5,696.5,774.7,,76,Wind blowing from the east,1,,2,,Mist. ,,,-14.3,-2.3,,,,,,3.4,-16.8,No precipitation,6,,,,
09.01.2020 02:00,-12.6,697.0,775.0,,79,Wind blowing from the north-northeast,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-2.3,,,2500 or more  or no clouds.,,,4.0,-15.6,No precipitation,12,,,,
08.01.2020 20:00,-8.6,697.0,775.9,0.6,71,Wind blowing from the north-west,1,,3,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-2.3,,,2500 or more  or no clouds.,,,4.7,-12.9,No precipitation,12,,,,
08.01.2020 17:00,-4.2,696.4,774.6,,55,Calm  no wind,0,,,50%., ,,,-14.0,-2.3,,,2500 or more  or no clouds.,,,8.0,-11.9,No precipitation,6,,,,
08.01.2020 14:00,-3.6,696.6,774.2,-1.9,47,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.3,,,,,,10.0,-13.3,No precipitation,12,,,,
08.01.2020 11:00,-9.1,698.5,776.6,,59,Wind blowing from the east-southeast,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.3,,,2500 or more  or no clouds.,,,4.0,-15.8,No precipitation,6,,,,
08.01.2020 08:00,-13.6,698.1,776.7,0.3,75,Wind blowing from the south-east,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.3,,,2500 or more  or no clouds.,,,7.0,-17.2,No precipitation,12,,,,
08.01.2020 05:00,-13.0,697.8,775.8,,69,Wind blowing from the north-northwest,1,,5,, ,,,-13.0,-0.3,,,,,,10.0,-17.5,No precipitation,6,,,,
08.01.2020 02:00,-9.9,697.2,774.5,,68,Wind blowing from the east,1,,,, ,,,-10.4,-0.3,,,,,,10.0,-14.7,No precipitation,6,,,,
07.01.2020 20:00,-5.3,696.0,772.9,1.2,52,Wind blowing from the north-northwest,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-0.3,,,2500 or more  or no clouds.,,,18.0,-13.8,No precipitation,12,,,,
07.01.2020 17:00,-2.4,694.8,771.1,,44,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%, ,,,-5.0,-0.3,,,,,,30.0,-13.0,No precipitation,6,,,,
07.01.2020 14:00,-1.2,694.1,770.1,-1.5,42,Wind blowing from the north-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,-1.1,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
07.01.2020 11:00,-1.9,695.6,772.1,,45,Wind blowing from the north,1,,7,100%., ,,,-5.0,-1.1,,,2500 or more  or no clouds.,,,27.0,-12.3,No precipitation,6,,,,
07.01.2020 08:00,-3.8,694.8,771.3,,53,Wind blowing from the north-northwest,2,,7,100%., ,,,,,,,2500 or more  or no clouds.,,,19.0,-12.0,No precipitation,6,,,,
07.01.2020 05:00,-3.9,693.3,769.4,,56,Wind blowing from the north,3,,7,, ,,,-5.3,-1.1,,,,,,26.0,-11.4,No precipitation,6,,,,
07.01.2020 02:00,-3.4,694.6,770.7,,63,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-1.1,,,2500 or more  or no clouds.,,,15.0,-9.6,No precipitation,12,,,,
06.01.2020 20:00,-3.6,694.6,771.1,1.0,85,Wind blowing from the south,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-1.1,,,2500 or more  or no clouds.,,,3.3,-5.8,No precipitation,12,,,,
06.01.2020 17:00,-2.1,693.6,769.9,,77,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-1.1,,,,,,5.0,-5.6,No precipitation,6,,,,
06.01.2020 14:00,-2.0,694.4,770.6,-1.4,78,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-1.1,,,2500 or more  or no clouds.,,,4.7,-5.3,No precipitation,12,,,,
06.01.2020 11:00,-3.4,695.8,772.3,,90,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-2.9,,,,,,2.5,-4.9,No precipitation,6,,,,
06.01.2020 08:00,-4.8,694.8,771.4,0.0,89,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-2.9,,,2500 or more  or no clouds.,,,2.5,-6.3,1.0,12,,,,
06.01.2020 05:00,-4.6,694.8,771.4,,88,Wind blowing from the west-northwest,1,,2,,Mist. ,,,-5.8,-2.9,,,,,,4.0,-6.3,0.3,6,,,,
06.01.2020 02:00,-3.8,695.9,772.5,,89,Wind blowing from the east-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.9,,,2500 or more  or no clouds.,,,2.9,-5.3,7.0,12,,,,
05.01.2020 20:00,-3.3,695.9,772.6,0.2,88,Wind blowing from the north-northwest,1,,3,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.3,-2.6,,,2500 or more  or no clouds.,,,3.1,-5.0,9.0,12,,,,
05.01.2020 17:00,-3.4,695.7,772.5,,88,Wind blowing from the north-northwest,2,,3,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.3,,,,2500 or more  or no clouds.,,,1.7,-5.2,5.0,6,,,,
05.01.2020 14:00,-3.2,695.8,772.6,,84,Wind blowing from the north-northwest,2,,,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,,,,2500 or more  or no clouds.,,,1.5,-5.5,3.0,6,,,,
05.01.2020 11:00,-3.7,697.6,774.4,,82,Wind blowing from the east-southeast,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,,,,2500 or more  or no clouds.,,,1.9,-6.3,1.0,6,,,,
05.01.2020 08:00,-4.5,697.0,773.8,0.2,51,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,,,,2500 or more  or no clouds.,,,10.0,-13.3,No precipitation,12,,,,
05.01.2020 05:00,-5.7,696.8,772.9,,50,Wind blowing from the north,1,,3,, ,,,-9.3,5.0,,,,,,14.0,-14.5,No precipitation,6,,,,
05.01.2020 02:00,-5.7,697.0,772.9,,47,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.0,,,2500 or more  or no clouds.,,,8.0,-15.2,No precipitation,12,,,,
04.01.2020 20:00,-2.7,696.6,773.9,1.0,41,Wind blowing from the north,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.0,,,1000-1500,,,4.8,-14.4,No precipitation,12,,,,
04.01.2020 17:00,2.8,695.6,771.9,,25,Wind blowing from the south-east,1,,3,70 – 80%., ,,,-9.3,5.0,,,1000-1500,,,7.0,-15.3,No precipitation,6,,,,
04.01.2020 14:00,3.5,696.1,772.3,-2.1,24,Wind blowing from the south,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.8,,,2500 or more  or no clouds.,,,12.0,-15.2,No precipitation,12,,,,
04.01.2020 11:00,-2.1,698.2,775.0,,38,Wind blowing from the south-southeast,1,,2,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.8,,,1000-1500,,,6.0,-14.5,No precipitation,6,,,,
04.01.2020 08:00,-9.2,697.3,774.6,0.3,62,Wind blowing from the north-east,1,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,4.8,,,1000-1500,,,5.0,-15.3,No precipitation,12,,,,
04.01.2020 05:00,-8.1,697.0,773.4,,57,Wind blowing from the north-northwest,1,,2,,Haze. ,,,-10.7,4.8,,,,,,6.0,-15.3,No precipitation,6,,,,
04.01.2020 02:00,-7.3,697.1,773.2,,52,Wind blowing from the north-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.8,,,2500 or more  or no clouds.,,,7.0,-15.5,No precipitation,12,,,,
03.01.2020 20:00,-1.9,696.9,774.3,0.2,36,Wind blowing from the north-northwest,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.8,,,2500 or more  or no clouds.,,,4.4,-15.0,No precipitation,12,,,,
03.01.2020 17:00,2.7,696.7,773.2,,23,Wind blowing from the north-northeast,0,,3,70 – 80%., ,,,-10.7,4.8,,,2500 or more  or no clouds.,,,9.0,-16.4,No precipitation,6,,,,
03.01.2020 14:00,3.9,697.0,773.2,-2.2,17,Wind blowing from the south,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.0,,,2500 or more  or no clouds.,,,9.0,-18.9,No precipitation,12,,,,
03.01.2020 11:00,-2.8,699.2,776.5,,35,Wind blowing from the south-southeast,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.1,,,2500 or more  or no clouds.,,,5.0,-16.1,No precipitation,6,,,,
03.01.2020 08:00,-9.9,698.9,777.0,0.3,57,Wind blowing from the east-northeast,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.1,,,2500 or more  or no clouds.,,,6.0,-16.8,No precipitation,12,,,,
03.01.2020 05:00,-9.1,698.6,775.6,,50,Wind blowing from the north,1,,3,,Haze. ,,,-11.2,3.1,,,,,,4.9,-17.6,No precipitation,6,,,,
03.01.2020 02:00,-7.3,698.4,775.0,,45,Wind blowing from the west-northwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.1,,,2500 or more  or no clouds.,,,4.6,-17.2,No precipitation,12,,,,
02.01.2020 20:00,-4.8,698.4,776.5,1.1,32,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.1,,,2500 or more  or no clouds.,,,5.0,-19.0,No precipitation,12,,,,
02.01.2020 17:00,1.6,697.3,774.3,,19,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%, ,,,-11.2,3.1,,,,,,13.0,-19.6,No precipitation,6,,,,
02.01.2020 14:00,1.4,697.4,774.1,-2.3,16,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.5,,,2500 or more  or no clouds.,,,14.0,-21.7,No precipitation,12,,,,
02.01.2020 11:00,-4.5,699.7,777.3,,32,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,0.3,,,,,,6.0,-18.7,No precipitation,6,,,,
02.01.2020 08:00,-10.5,699.3,777.7,,46,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,-13.8,0.3,,,,,,7.0,-20.1,No precipitation,6,,,,
02.01.2020 05:00,-10.5,698.6,776.2,,39,Wind blowing from the west-northwest,1,,4,, ,,,-14.1,0.3,,,,,,10.0,-21.8,No precipitation,6,,,,
02.01.2020 02:00,-7.9,698.2,775.4,,32,Wind blowing from the east,1,,4,, ,,,-14.1,0.3,,,,,,10.0,-21.7,No precipitation,6,,,,
01.01.2020 20:00,-6.3,697.5,776.2,,20,Wind blowing from the west-northwest,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,0.3,,,2500 or more  or no clouds.,,,6.0,-25.6,No precipitation,12,,,,
01.01.2020 17:00,-1.4,696.4,774.1,,11,Wind blowing from the south-southeast,1,,3,50%., ,,,-14.1,0.3,,,2500 or more  or no clouds.,,,27.0,-28.1,No precipitation,6,,,,
01.01.2020 14:00,-1.6,696.4,774.1,-2.5,8,Wind blowing from the north-northwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.6,,,1000-1500,,,22.0,-31.7,No precipitation,12,,,,
01.01.2020 11:00,-8.1,698.9,777.7,,24,Wind blowing from the east-southeast,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-6.0,,,1000-1500,,,7.0,-25.1,No precipitation,6,,,,
01.01.2020 08:00,-13.8,698.3,777.7,0.4,37,Wind blowing from the north-northwest,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-6.0,,,2500 or more  or no clouds.,,,10.0,-25.4,No precipitation,12,,,,
01.01.2020 05:00,-13.3,697.9,776.8,,34,Wind blowing from the north-northeast,0,,3,, ,,,-18.9,-6.0,,,,,,8.0,-25.9,No precipitation,6,,,,
01.01.2020 02:00,-12.2,698.2,777.0,,28,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-6.0,,,2500 or more  or no clouds.,,,9.0,-27.0,No precipitation,12,,,,
31.12.2019 20:00,-9.6,698.5,778.6,,20,Wind blowing from the north-west,1,,3,no clouds, ,,,-18.9,-6.0,,,,,,15.0,-28.4,No precipitation,6,,,,
