Local time in Ruili,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 20:00,18.4,696.0,761.5,1.1,66,Wind blowing from the south-southwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.2,,,1000-1500,,,20.0,11.9,No precipitation,12,,,,
09.01.2020 17:00,24.0,694.9,759.7,,50,Wind blowing from the south-west,2,,4,10%  or less  but not 0, ,,,11.7,24.2,,,1000-1500,,,19.0,12.9,No precipitation,6,,,,
09.01.2020 14:00,19.5,696.5,761.8,-2.4,68,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,22.3,,,2500 or more  or no clouds.,,,7.0,13.4,No precipitation,12,,,,
09.01.2020 11:00,13.8,698.9,765.0,,88,Wind blowing from the south-east,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,,,,600-1000,,,3.0,11.8,No precipitation,6,,,,
09.01.2020 08:00,12.2,697.1,763.0,0.4,95,Wind blowing from the north,0,,2,100%.,Fog or ice fog  sky invisible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,22.3,,,2500 or more  or no clouds.,,,0.3,11.4,No precipitation,12,,,,
09.01.2020 05:00,12.4,696.7,761.8,,93,Calm  no wind,0,,,,Mist. ,,,11.0,22.3,,,,,,4.7,11.3,No precipitation,6,,,,
09.01.2020 02:00,13.1,697.7,763.5,,93,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,22.3,,,2500 or more  or no clouds.,,,5.0,12.0,No precipitation,12,,,,
08.01.2020 20:00,16.4,696.4,762.2,0.9,85,Wind blowing from the north,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,22.3,,,1000-1500,,,15.0,13.9,No precipitation,12,,,,
08.01.2020 17:00,21.6,695.5,760.6,,56,Wind blowing from the south-west,1,,4,10%  or less  but not 0, ,,,10.9,21.9,,,1000-1500,,,13.0,12.5,No precipitation,6,,,,
08.01.2020 14:00,16.1,697.2,763.1,-2.1,75,Wind blowing from the west,1,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,22.9,,,600-1000,,,6.0,11.7,No precipitation,12,,,,
08.01.2020 11:00,12.7,699.3,765.7,,89,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,,,,300-600,,,4.2,10.9,No precipitation,6,,,,
08.01.2020 08:00,11.1,697.6,763.6,0.6,94,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,22.9,,,600-1000,,,1.6,10.2,No precipitation,12,,,,
08.01.2020 05:00,11.0,697.0,762.4,,94,Calm  no wind,0,,,,Mist. ,,,8.9,22.9,,,,,,6.0,10.1,No precipitation,6,,,,
08.01.2020 02:00,12.0,697.5,763.3,,94,Wind blowing from the south-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,22.9,,,2500 or more  or no clouds.,,,5.0,11.1,No precipitation,12,,,,
07.01.2020 20:00,16.2,695.6,761.6,0.7,85,Wind blowing from the north-northwest,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,22.9,,,600-1000,,,5.0,13.7,No precipitation,12,,,,
07.01.2020 17:00,21.7,694.9,760.2,,54,Wind blowing from the south-west,2,,4,20–30%., ,,,8.9,22.9,,,1000-1500,,,12.0,12.0,No precipitation,6,,,,
07.01.2020 14:00,17.1,696.8,762.7,-2.5,65,Wind blowing from the north-west,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,21.9,,,1000-1500,,,8.0,10.5,No precipitation,12,,,,
07.01.2020 11:00,11.9,699.3,765.8,,86,Wind blowing from the west,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,600-1000,,,5.0,9.6,No precipitation,6,,,,
07.01.2020 08:00,9.7,697.8,764.2,0.2,94,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,21.9,,,600-1000,,,5.0,8.8,No precipitation,12,,,,
07.01.2020 05:00,9.5,697.6,763.1,,95,Wind blowing from the east,0,,4,,Mist. ,,,9.1,21.9,,,,,,6.0,8.7,No precipitation,6,,,,
07.01.2020 02:00,10.2,698.0,763.7,,92,Wind blowing from the west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.9,,,2500 or more  or no clouds.,,,6.0,9.0,No precipitation,12,,,,
06.01.2020 20:00,15.1,697.6,763.7,0.9,73,Wind blowing from the north,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,21.9,,,1000-1500,,,13.0,10.3,No precipitation,12,,,,
06.01.2020 17:00,21.5,696.7,761.8,,41,Wind blowing from the south-west,2,,6,10%  or less  but not 0, ,,,11.5,21.9,,,1000-1500,,,28.0,7.7,No precipitation,6,,,,
06.01.2020 14:00,20.3,698.2,763.6,-1.6,58,Wind blowing from the south-southwest,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,20.3,,,1000-1500,,,15.0,11.8,3.0,12,,,,
06.01.2020 11:00,15.3,699.8,765.8,,83,Wind blowing from the south,2,,3,20–30%., ,,,11.5,15.9,,,1000-1500,,,9.0,12.4,No precipitation,6,,,,
06.01.2020 08:00,11.6,697.6,763.9,1.5,94,Wind blowing from the north-northwest,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,15.9,,,600-1000,,,5.0,10.7,3.0,12,,,,
06.01.2020 05:00,13.0,696.1,761.9,,93,Wind blowing from the south-west,0,,2,,Rain (not freezing) not falling as shower(s). ,,,13.0,15.9,,,,,,8.0,11.9,3.0,6,,,,
06.01.2020 02:00,13.3,696.3,762.0,,91,Wind blowing from the west-northwest,0,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,15.9,,,,,,6.0,11.9,No precipitation,6,,,,
05.01.2020 20:00,14.3,696.9,762.7,1.1,89,Wind blowing from the east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,15.9,,,2500 or more  or no clouds.,,,6.0,12.5,18.0,12,,,,
05.01.2020 17:00,14.7,695.8,761.5,,84,Wind blowing from the north-east,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,,,,,,,10.0,12.0,7.0,6,,,,
05.01.2020 14:00,15.5,695.8,761.2,-1.6,92,Wind blowing from the west-southwest,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,17.4,,,2500 or more  or no clouds.,,,3.8,14.2,15.0,12,,,,
05.01.2020 11:00,14.7,697.4,763.1,,93,Wind blowing from the south-southeast,2,,4,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,,,,600-1000,,,2.2,13.6,11.0,6,,,,
05.01.2020 08:00,14.2,696.5,762.1,0.4,93,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,17.4,,,1000-1500,,,6.0,13.1,3.0,12,,,,
05.01.2020 05:00,14.6,696.1,761.4,,93,Wind blowing from the south-southeast,1,,3,,Mist. ,,,14.5,17.4,,,,,,7.0,13.5,0.7,6,,,,
05.01.2020 02:00,15.0,697.0,762.7,,93,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.4,,,2500 or more  or no clouds.,,,7.0,13.9,3.0,12,,,,
04.01.2020 20:00,15.5,697.0,762.6,0.7,91,Wind blowing from the north-northeast,0,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,19.2,,,1000-1500,,,4.8,14.0,8.0,12,,,,
04.01.2020 17:00,17.3,696.3,761.5,,75,Wind blowing from the east,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,,,,1000-1500,,,30.0,12.8,4.0,6,,,,
04.01.2020 14:00,14.7,698.2,763.9,-1.9,90,Wind blowing from the south,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,,,,1000-1500,,,23.0,13.1,17.0,12,,,,
04.01.2020 11:00,15.0,700.1,765.8,,92,Wind blowing from the west-southwest,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,,,,1000-1500,,,13.0,13.7,8.0,6,,,,
04.01.2020 08:00,14.7,697.8,763.0,1.1,92,Wind blowing from the west-northwest,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.5,,,600-1000,,,21.0,13.4,11.0,12,,,,
04.01.2020 05:00,15.9,696.7,761.3,,92,Wind blowing from the west,1,,6,,Rain (not freezing) not falling as shower(s). ,,,14.5,22.5,,,,,,14.0,14.6,6.0,6,,,,
04.01.2020 02:00,16.5,697.6,762.4,,92,Wind blowing from the east-northeast,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.5,,,2500 or more  or no clouds.,,,3.9,15.2,No precipitation,12,,,,
03.01.2020 20:00,19.2,697.3,762.5,0.8,82,Wind blowing from the east,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.5,,,2500 or more  or no clouds.,,,5.0,16.1,No precipitation,12,,,,
03.01.2020 17:00,22.3,696.5,761.2,,63,Wind blowing from the east-northeast,1,,,100%., ,,,14.5,22.5,,,1000-1500,,,11.0,14.9,No precipitation,6,,,,
03.01.2020 14:00,21.1,698.9,764.0,-2.6,65,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,21.1,,,2500 or more  or no clouds.,,,16.0,14.3,No precipitation,12,,,,
03.01.2020 11:00,17.3,701.5,767.2,,82,Wind blowing from the south-east,1,,2,90  or more  but not 100%, ,,,14.5,19.9,,,,,,9.0,14.2,No precipitation,6,,,,
03.01.2020 08:00,14.7,700.1,765.8,0.1,93,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,19.9,,,600-1000,,,2.4,13.6,No precipitation,12,,,,
03.01.2020 05:00,15.3,700.0,765.4,,93,Wind blowing from the north-northwest,1,,2,,Mist. ,,,14.7,19.9,,,,,,5.0,14.2,No precipitation,6,,,,
03.01.2020 02:00,15.4,700.7,766.3,,93,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,19.9,,,2500 or more  or no clouds.,,,5.0,14.3,No precipitation,12,,,,
02.01.2020 20:00,17.1,700.8,766.6,0.2,90,Calm  no wind,0,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,19.9,,,600-1000,,,10.0,15.4,0.6,12,,,,
02.01.2020 17:00,19.3,700.6,766.1,,76,Wind blowing from the south-west,1,,3,90  or more  but not 100%, ,,,14.7,23.6,,,600-1000,,,10.0,15.0,No precipitation,6,,,,
02.01.2020 14:00,18.3,701.9,767.5,-1.9,79,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,,,,600-1000,,,10.0,14.6,1.0,12,,,,
02.01.2020 11:00,16.0,703.8,769.9,,91,Wind blowing from the east,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,,,,600-1000,,,4.9,14.5,1.0,6,,,,
02.01.2020 08:00,15.1,702.0,767.7,0.8,95,Wind blowing from the south,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,23.6,,,600-1000,,,3.8,14.3,11.0,12,,,,
02.01.2020 05:00,15.3,701.2,766.3,,94,Wind blowing from the west-northwest,1,,9,,Mist. ,,,12.0,23.6,,,,,,4.9,14.3,2.0,6,,,,
02.01.2020 02:00,15.5,702.4,768.1,,93,Wind blowing from the south,0,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,23.6,,,2500 or more  or no clouds.,,,13.0,14.4,10.0,12,,,,
01.01.2020 20:00,18.3,699.7,765.5,0.6,83,Wind blowing from the north,0,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,23.6,,,2500 or more  or no clouds.,,,3.7,15.4,No precipitation,12,,,,
01.01.2020 17:00,23.3,699.1,764.4,,54,Wind blowing from the west-northwest,1,,5,, ,,,12.0,23.8,,,,,,11.0,13.5,No precipitation,6,,,,
01.01.2020 14:00,19.0,701.3,767.2,-2.1,68,Wind blowing from the west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,23.8,,,2500 or more  or no clouds.,,,5.0,13.0,No precipitation,12,,,,
01.01.2020 11:00,13.9,703.4,769.9,,92,Wind blowing from the west-northwest,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,600-1000,,,2.4,12.6,No precipitation,6,,,,
01.01.2020 08:00,12.5,701.9,768.1,1.2,95,Wind blowing from the east,1,,2,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,23.8,,,600-1000,,,2.6,11.7,No precipitation,12,,,,
01.01.2020 05:00,12.1,700.7,766.1,,94,Wind blowing from the east,1,,2,,Mist. ,,,8.8,23.8,,,,,,3.3,11.2,No precipitation,6,,,,
01.01.2020 02:00,13.0,700.8,766.6,,91,Wind blowing from the north-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,23.8,,,2500 or more  or no clouds.,,,3.5,11.6,No precipitation,12,,,,
31.12.2019 20:00,17.2,699.4,765.8,1.2,80,Wind blowing from the south-west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,23.8,,,1000-1500,,,15.0,13.7,No precipitation,12,,,,
31.12.2019 17:00,23.1,698.2,763.7,,48,Wind blowing from the west,1,,3,60%., ,,,8.8,23.1,,,1000-1500,,,11.0,11.5,No precipitation,6,,,,
31.12.2019 14:00,18.6,700.6,766.6,-2.0,63,Wind blowing from the south-southwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,22.3,,,1000-1500,,,8.0,11.4,No precipitation,12,,,,
31.12.2019 11:00,10.4,702.6,769.6,,95,Wind blowing from the west-southwest,1,,3,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,600-1000,,,1.6,9.6,No precipitation,6,,,,
31.12.2019 08:00,8.9,701.2,767.9,1.2,96,Wind blowing from the north,0,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,22.3,,,2500 or more  or no clouds.,,,0.1,8.3,No precipitation,12,,,,
31.12.2019 05:00,9.6,700.0,765.7,,94,Wind blowing from the west-southwest,0,,3,,Mist. ,,,7.9,22.3,,,,,,3.4,8.7,No precipitation,6,,,,
31.12.2019 02:00,11.2,700.0,766.1,,92,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,22.3,,,2500 or more  or no clouds.,,,4.3,9.9,No precipitation,12,,,,
