Local time in Da Qaidam,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 23:00,-14.9,518.7,778.2,,65,Calm  no wind,0,,,, ,,,-16.6,-6.6,,,,,,30.0,-20.0,No precipitation,6,,,,
10.01.2020 20:00,-14.5,519.0,778.8,0.5,60,Calm  no wind,0,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-6.6,,,2500 or more  or no clouds.,,,30.0,-20.7,0.5,12,,,,
10.01.2020 17:00,-7.1,518.5,773.0,,37,Wind blowing from the south-southwest,1,,5,40%., ,,,-15.5,-4.0,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,6,,,,
10.01.2020 14:00,-8.0,518.5,775.6,0.2,46,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-3.3,,,,,,30.0,-17.8,3.0,12,,,,
10.01.2020 11:00,-12.2,518.3,775.9,,71,Wind blowing from the east-southeast,0,,5,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,,,,2500 or more  or no clouds.,,,30.0,-16.5,3.0,6,,,,
10.01.2020 08:00,-12.9,516.8,772.0,1.4,85,Wind blowing from the north,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.3,,,2500 or more  or no clouds.,,,1.0,-14.9,3.0,12,,,,
10.01.2020 05:00,-11.7,515.4,766.6,,83,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-16.8,-3.3,,,,,,1.7,-14.1,0.8,6,,,,
10.01.2020 02:00,-15.4,515.0,769.0,-0.1,70,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.3,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
09.01.2020 23:00,-12.1,515.1,770.2,,54,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-19.5,,,,,,
09.01.2020 20:00,-8.5,513.8,768.8,1.1,50,Wind blowing from the north-northeast,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.3,,,2500 or more  or no clouds.,,,29.0,-17.1,No precipitation,12,,,,
09.01.2020 17:00,-3.9,512.7,762.6,,39,Wind blowing from the north-northeast,1,,4,70 – 80%., ,,,-16.8,-3.3,,,1000-1500,,,30.0,-15.8,No precipitation,6,,,,
09.01.2020 14:00,-5.7,513.4,763.3,-1.3,43,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.4,,,,,,30.0,-16.3,No precipitation,12,,,,
09.01.2020 11:00,-10.7,514.7,767.6,,60,Wind blowing from the south,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-17.0,,,,,,
09.01.2020 08:00,-15.3,513.6,768.7,-0.3,66,Wind blowing from the north-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-3.4,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
09.01.2020 05:00,-11.8,513.9,764.8,,57,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,-18.6,,,,,,
09.01.2020 02:00,-9.4,513.6,764.6,-0.1,48,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.4,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
08.01.2020 23:00,-8.6,513.7,767.7,,44,Wind blowing from the south-east,1,,,, ,,,,,,,,,,30.0,-18.7,,,,,,
08.01.2020 20:00,-8.7,513.6,771.4,0.6,51,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-3.4,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
08.01.2020 17:00,-4.7,513.0,767.2,,33,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%, ,,,-20.0,-3.4,,,,,,30.0,-18.5,No precipitation,6,,,,
08.01.2020 14:00,-7.6,513.5,768.3,-1.4,37,Wind blowing from the north,0,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-6.3,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
08.01.2020 11:00,-13.4,514.9,773.1,,64,Calm  no wind,0,,,50%., ,,,,,,,2500 or more  or no clouds.,,,24.0,-18.9,,,,,,
08.01.2020 08:00,-20.0,514.2,774.8,,68,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-6.3,,,,,,30.0,-24.4,No precipitation,12,,,,
08.01.2020 05:00,-18.3,514.4,770.5,,67,Wind blowing from the north,1,,4,, ,,,-21.8,-6.3,,,,,,30.0,-22.9,No precipitation,6,,,,
08.01.2020 02:00,-16.0,515.1,770.5,-0.8,61,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-6.3,,,2500 or more  or no clouds.,,,24.0,-21.8,No precipitation,12,,,,
07.01.2020 23:00,-14.8,515.9,776.2,,65,Wind blowing from the east,1,,,, ,,,,,,,,,,30.0,-19.9,,,,,,
07.01.2020 20:00,-12.8,515.3,777.0,0.0,65,Wind blowing from the east-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-6.3,,,2500 or more  or no clouds.,,,26.0,-18.0,No precipitation,12,,,,
07.01.2020 17:00,-6.8,515.3,772.5,,50,Calm  no wind,0,,,90  or more  but not 100%, ,,,-21.8,-6.3,,,,,,30.0,-15.7,No precipitation,6,,,,
07.01.2020 14:00,-7.3,516.0,773.1,-0.9,47,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-6.2,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
07.01.2020 11:00,-16.2,516.9,778.4,,69,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,28.0,-20.6,,,,,,
07.01.2020 08:00,-21.0,516.7,779.8,-0.1,79,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-6.2,,,,,,22.0,-23.7,No precipitation,12,,,,
07.01.2020 05:00,-19.4,516.8,775.0,,72,Calm  no wind,0,,,, ,,,-19.4,-6.2,,,,,,22.0,-23.2,No precipitation,6,,,,
07.01.2020 02:00,-18.2,517.6,775.6,-0.4,76,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-6.2,,,2500 or more  or no clouds.,,,30.0,-21.4,0.1,12,,,,
06.01.2020 23:00,-15.8,518.0,776.7,,75,Wind blowing from the north-east,2,,,, ,,,-16.3,-6.2,,,,,,30.0,-19.2,No precipitation,6,,,,
06.01.2020 20:00,-13.8,518.0,777.0,0.6,69,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-6.2,,,,,,30.0,-18.3,0.8,12,,,,
06.01.2020 17:00,-7.4,517.4,772.9,,69,Wind blowing from the north-east,1,,,40%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-4.4,,,1000-1500,,,29.0,-12.1,0.4,6,,,,
06.01.2020 14:00,-7.3,517.2,770.9,,71,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-4.3,,,2500 or more  or no clouds.,,,18.0,-11.7,0.7,12,,,,
06.01.2020 11:00,-10.7,517.5,773.8,,81,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.7,,,,2500 or more  or no clouds.,,,3.1,-13.3,0.4,6,,,,
06.01.2020 08:00,-13.2,516.2,771.4,0.4,85,Wind blowing from the east-northeast,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-4.3,,,2500 or more  or no clouds.,,,8.0,-15.2,No precipitation,12,,,,
06.01.2020 05:00,-14.2,515.8,768.9,,82,Calm  no wind,0,,,, ,,,-15.1,-4.3,,,,,,30.0,-16.6,No precipitation,6,,,,
06.01.2020 02:00,-11.3,515.9,767.4,-0.1,78,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-4.3,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
05.01.2020 23:00,-12.2,516.0,771.1,,67,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,20.0,-17.1,,,,,,
05.01.2020 20:00,-8.8,515.4,770.6,1.2,60,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-4.3,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
05.01.2020 17:00,-4.4,514.2,764.5,,37,Wind blowing from the north-east,0,,5,90  or more  but not 100%, ,,,-15.1,-2.5,,,,,,30.0,-16.9,No precipitation,6,,,,
05.01.2020 14:00,-4.4,514.3,763.1,,48,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-2.3,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
05.01.2020 11:00,-9.9,514.8,767.1,,74,Calm  no wind,0,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-13.7,,,,,,
05.01.2020 08:00,-13.8,513.9,767.1,0.5,74,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.3,,,,,,30.0,-17.4,No precipitation,12,,,,
05.01.2020 05:00,-10.8,513.4,762.4,,82,Wind blowing from the north-west,1,,3,, ,,,-13.6,-2.3,,,,,,30.0,-13.3,No precipitation,6,,,,
05.01.2020 02:00,-7.8,513.5,761.7,0.0,53,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-2.3,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
04.01.2020 23:00,-8.3,513.5,766.9,,54,Wind blowing from the north-east,1,,,, ,,,,,,,,,,30.0,-16.0,,,,,,
04.01.2020 20:00,-6.8,513.4,766.2,0.5,66,Wind blowing from the west,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-2.3,,,2500 or more  or no clouds.,,,9.0,-12.1,No precipitation,12,,,,
04.01.2020 17:00,-2.5,512.9,761.1,,34,Wind blowing from the north-east,1,,4,, ,,,-14.0,-2.1,,,,,,30.0,-16.2,No precipitation,6,,,,
04.01.2020 14:00,-4.1,514.2,764.2,-1.6,29,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.3,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
04.01.2020 11:00,-12.8,515.8,771.7,,60,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,30.0,-19.1,,,,,,
04.01.2020 08:00,-13.4,515.6,768.4,-0.5,65,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-1.3,,,,,,30.0,-18.6,No precipitation,12,,,,
04.01.2020 05:00,-9.9,516.1,765.7,,44,Wind blowing from the east-northeast,1,,5,, ,,,-20.2,-1.3,,,,,,20.0,-19.9,No precipitation,6,,,,
04.01.2020 02:00,-10.5,517.0,769.0,-0.1,48,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-1.3,,,2500 or more  or no clouds.,,,28.0,-19.6,No precipitation,12,,,,
03.01.2020 23:00,-10.6,517.1,773.4,,46,Wind blowing from the north-west,1,,5,, ,,,-20.2,-1.3,,,,,,17.0,-20.2,No precipitation,6,,,,
03.01.2020 20:00,-4.9,518.2,775.4,,25,Wind blowing from the east,3,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-1.3,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
03.01.2020 17:00,-2.1,518.7,772.0,,23,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%, ,,,-20.2,-1.3,,,,,,30.0,-20.5,No precipitation,6,,,,
03.01.2020 14:00,-5.0,519.9,775.6,-1.3,32,Wind blowing from the north-east,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.4,,,,,,30.0,-19.2,No precipitation,12,,,,
03.01.2020 11:00,-12.6,521.2,777.9,,44,Calm  no wind,0,,,no clouds, ,,,,,,,,,,22.0,-22.3,,,,,,
03.01.2020 08:00,-18.8,520.8,781.3,-0.1,67,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-4.5,,,,,,30.0,-23.4,No precipitation,12,,,,
03.01.2020 05:00,-14.3,520.9,776.9,,50,Wind blowing from the east-northeast,2,,,, ,,,-17.9,-4.5,,,,,,30.0,-22.5,No precipitation,6,,,,
03.01.2020 02:00,-14.7,521.2,778.5,-0.6,57,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-4.5,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
02.01.2020 23:00,-7.6,521.8,778.6,,40,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,13.0,-18.9,,,,,,
02.01.2020 20:00,-8.5,520.9,780.3,,58,Wind blowing from the east-northeast,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-4.5,,,2500 or more  or no clouds.,,,25.0,-15.3,No precipitation,12,,,,
02.01.2020 17:00,-5.0,520.2,777.3,,43,Calm  no wind,0,,,100%., ,,,-17.9,1.1,,,1000-1500,,,30.0,-15.9,No precipitation,6,,,,
02.01.2020 14:00,-6.6,520.5,777.0,-1.1,39,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,1.2,,,1000-1500,,,25.0,-18.3,No precipitation,12,,,,
02.01.2020 11:00,-12.3,521.6,780.4,,58,Wind blowing from the west-northwest,1,,,90  or more  but not 100%, ,,,,,,,,,,25.0,-18.9,,,,,,
02.01.2020 08:00,-16.6,521.1,779.9,0.3,68,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,1.2,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
02.01.2020 05:00,-16.8,520.8,774.7,,62,Wind blowing from the north,2,,,, ,,,,,,,,,,24.0,-22.5,,,,,,
02.01.2020 02:00,-14.1,520.3,775.3,0.7,53,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,1.2,,,2500 or more  or no clouds.,,,20.0,-21.6,No precipitation,12,,,,
01.01.2020 23:00,-11.3,519.6,777.5,,50,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,15.0,-19.7,,,,,,
01.01.2020 20:00,-7.6,518.6,776.9,,39,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,1.2,,,2500 or more  or no clouds.,,,18.0,-19.2,No precipitation,12,,,,
