Local time in Chenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 17:00,9.5,731.0,764.5,,75,Wind blowing from the north-northwest,5,,,100%., ,,,,,,,1000-1500,,,30.0,5.3,,,,,,
09.01.2020 14:00,11.1,731.5,764.9,-1.9,72,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,11.3,,,2500 or more  or no clouds.,,,30.0,6.2,No precipitation,12,,,,
09.01.2020 11:00,7.8,733.4,767.2,,91,Wind blowing from the north-northwest,2,,8,100%., ,,,6.4,,,,1000-1500,,,30.0,6.4,No precipitation,6,,,,
09.01.2020 08:00,7.0,732.6,766.3,1.1,99,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,6.9,No precipitation,12,,,,
09.01.2020 05:00,7.2,731.5,765.0,,98,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,6.9,,,,,,
09.01.2020 02:00,7.0,731.9,765.5,-0.7,98,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.8,,,2500 or more  or no clouds.,,,30.0,6.7,No precipitation,12,,,,
08.01.2020 23:00,6.7,732.6,766.4,,99,Wind blowing from the north-northwest,4,,5,, ,,,4.5,10.8,,,,,,30.0,6.6,No precipitation,6,,,,
08.01.2020 20:00,7.8,732.4,766.2,0.2,90,Wind blowing from the north,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.8,,,1500-2000,,,30.0,6.3,No precipitation,12,,,,
08.01.2020 17:00,10.2,732.2,765.9,,75,Calm  no wind,0,,,, ,,,,,,,,,,30.0,6.0,,,,,,
08.01.2020 14:00,8.2,733.9,767.7,-2.5,84,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.4,,,600-1000,,,30.0,5.7,Trace of precipitation,12,,,,
08.01.2020 11:00,6.3,736.4,770.3,,95,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,300-600,,,30.0,5.6,,,,,,
08.01.2020 08:00,4.8,736.6,770.6,0.0,99,Wind blowing from the north-northwest,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,11.9,,,300-600,,,30.0,4.7,Trace of precipitation,12,,,,
08.01.2020 05:00,4.8,736.6,770.4,,97,Wind blowing from the north-northwest,3,,8,, ,,,4.8,,,,,,,30.0,4.4,No precipitation,6,,,,
08.01.2020 02:00,5.4,736.2,770.0,-0.4,99,Wind blowing from the north-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,2500 or more  or no clouds.,,,30.0,5.3,No precipitation,12,,,,
07.01.2020 23:00,7.8,736.6,770.5,,89,Wind blowing from the north-northwest,4,,10,, ,,,7.5,,,,,,,30.0,6.1,No precipitation,6,,,,
07.01.2020 20:00,8.1,735.0,768.5,1.2,94,Wind blowing from the north-northwest,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,1000-1500,,,30.0,7.2,0.9,12,,,,
07.01.2020 17:00,10.2,733.8,766.6,,91,Wind blowing from the north,3,,16,100%., ,,,7.5,21.1,,,1500-2000,,,30.0,8.8,No precipitation,6,,,,
07.01.2020 14:00,9.7,733.7,766.6,-1.1,97,Wind blowing from the north,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.1,,,2500 or more  or no clouds.,,,30.0,9.2,1.0,12,,,,
07.01.2020 11:00,7.8,734.8,767.8,,99,Wind blowing from the north,7,,16,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,23.3,,,300-600,,,4.5,7.7,1.0,6,,,,
07.01.2020 08:00,11.3,733.2,765.9,4.7,95,Wind blowing from the north,3,,16,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,23.3,,,300-600,,,30.0,10.5,0.2,12,,,,
07.01.2020 05:00,19.8,728.5,760.5,,69,Wind blowing from the south-southeast,10,,16,, ,,,17.9,23.3,,,,,,30.0,14.0,No precipitation,6,,,,
07.01.2020 02:00,19.4,727.2,759.1,-2.3,70,Wind blowing from the south,10,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,23.3,,,2500 or more  or no clouds.,,,30.0,13.8,No precipitation,12,,,,
06.01.2020 23:00,19.6,729.5,761.5,,72,Wind blowing from the south-southeast,9,,16,, ,,,17.1,23.3,,,,,,30.0,14.4,No precipitation,6,,,,
06.01.2020 20:00,19.9,729.1,761.3,,70,Wind blowing from the south,9,,16,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,23.3,,,2500 or more  or no clouds.,,,30.0,14.3,No precipitation,12,,,,
06.01.2020 17:00,21.1,728.9,761.0,,66,Wind blowing from the south,6,,,40%., ,,,,,,,1500-2000,,,30.0,14.5,,,,,,
06.01.2020 14:00,21.9,729.9,762.0,-2.8,62,Wind blowing from the south-southeast,11,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,24.1,,,2500 or more  or no clouds.,,,30.0,14.3,No precipitation,12,,,,
06.01.2020 11:00,23.2,732.7,764.8,,59,Wind blowing from the south-southeast,8,,16,70 – 80%., ,,,14.0,24.2,,,600-1000,,,30.0,14.8,No precipitation,6,,,,
06.01.2020 08:00,18.2,732.1,764.5,1.2,72,Wind blowing from the south-southeast,8,,16,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,30.0,13.1,No precipitation,12,,,,
06.01.2020 05:00,18.6,730.9,763.0,,69,Wind blowing from the south-southeast,11,,,, ,,,,,,,,,,30.0,12.8,,,,,,
06.01.2020 02:00,17.6,732.0,764.1,-0.6,72,Wind blowing from the south-southeast,8,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,24.2,,,2500 or more  or no clouds.,,,30.0,12.5,No precipitation,12,,,,
05.01.2020 23:00,18.3,732.6,765.2,,67,Wind blowing from the south,7,,,, ,,,6.2,24.2,,,,,,30.0,12.1,No precipitation,6,,,,
05.01.2020 20:00,19.9,731.5,764.4,1.8,57,Wind blowing from the south,8,,18,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,24.2,,,2500 or more  or no clouds.,,,30.0,11.1,No precipitation,12,,,,
05.01.2020 17:00,22.8,729.7,762.4,,51,Wind blowing from the south,8,,,, ,,,,,,,,,,30.0,12.1,,,,,,
05.01.2020 14:00,23.9,730.5,763.1,-2.9,46,Wind blowing from the south-southeast,10,,14,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,24.2,,,2500 or more  or no clouds.,,,30.0,11.6,No precipitation,12,,,,
05.01.2020 11:00,14.0,733.4,766.7,,72,Wind blowing from the north-northwest,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,14.6,,,2500 or more  or no clouds.,,,30.0,9.0,No precipitation,6,,,,
05.01.2020 08:00,6.3,732.4,766.2,-0.1,99,Wind blowing from the north,3,,5,70 – 80%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,1000-1500,,,0.6,6.2,No precipitation,12,,,,
05.01.2020 05:00,6.4,732.5,766.1,,99,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,25.0,6.3,,,,,,
05.01.2020 02:00,7.1,733.8,767.5,-0.7,99,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.6,,,2500 or more  or no clouds.,,,30.0,7.0,No precipitation,12,,,,
04.01.2020 23:00,7.3,734.5,768.3,,95,Wind blowing from the north,1,,5,, ,,,5.0,10.6,,,,,,30.0,6.6,No precipitation,6,,,,
04.01.2020 20:00,7.2,734.3,768.2,0.9,95,Wind blowing from the north-northwest,4,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.6,,,1000-1500,,,30.0,6.5,No precipitation,12,,,,
04.01.2020 17:00,9.4,733.4,767.2,,83,Wind blowing from the north-east,3,,,20–30%., ,,,,,,,1500-2000,,,30.0,6.7,,,,,,
04.01.2020 14:00,9.2,734.1,767.8,-2.8,83,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,11.4,,,2500 or more  or no clouds.,,,30.0,6.5,No precipitation,12,,,,
04.01.2020 11:00,6.7,736.9,770.8,,99,Wind blowing from the north,3,,6,, ,,,5.0,,,,,,,30.0,6.6,No precipitation,6,,,,
04.01.2020 08:00,5.3,736.2,770.2,0.3,99,Wind blowing from the north,1,,7,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,,,,1500-2000,,,0.6,5.2,No precipitation,12,,,,
04.01.2020 05:00,5.2,735.9,769.7,,99,Wind blowing from the north-northwest,3,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,5.1,12.5,,,,,,0.5,5.1,No precipitation,6,,,,
04.01.2020 02:00,5.4,736.8,770.5,-0.1,99,Wind blowing from the north,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,12.5,,,2500 or more  or no clouds.,,,5.0,5.3,No precipitation,12,,,,
03.01.2020 23:00,6.1,736.9,770.8,,97,Wind blowing from the north,4,,8,, ,,,6.0,12.5,,,,,,30.0,5.7,No precipitation,6,,,,
03.01.2020 20:00,6.7,736.5,770.5,,92,Wind blowing from the north,4,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,12.5,,,2500 or more  or no clouds.,,,30.0,5.5,No precipitation,12,,,,
03.01.2020 17:00,9.2,735.1,768.9,,83,Calm  no wind,0,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,6.5,,,,,,
03.01.2020 14:00,11.3,735.4,769.0,-1.9,73,Wind blowing from the north,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,16.0,,,2500 or more  or no clouds.,,,30.0,6.6,No precipitation,12,,,,
03.01.2020 11:00,8.7,737.3,771.1,,98,Wind blowing from the north,1,,5,90  or more  but not 100%, ,,,6.0,,,,1500-2000,,,30.0,8.4,No precipitation,6,,,,
03.01.2020 08:00,6.0,737.3,771.1,1.0,99,Wind blowing from the north-northwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,16.0,,,1500-2000,,,1.7,5.9,No precipitation,12,,,,
03.01.2020 05:00,6.4,736.3,769.9,,99,Wind blowing from the north,4,,6,, ,,,6.4,16.0,,,,,,30.0,6.3,No precipitation,6,,,,
03.01.2020 02:00,7.1,736.2,769.6,-0.3,99,Wind blowing from the north,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,16.0,,,2500 or more  or no clouds.,,,30.0,7.0,No precipitation,12,,,,
02.01.2020 23:00,8.6,736.5,770.1,,94,Wind blowing from the north,2,,6,, ,,,8.6,16.0,,,,,,30.0,7.7,No precipitation,6,,,,
02.01.2020 20:00,10.4,736.3,769.9,1.2,86,Wind blowing from the north,5,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,16.0,,,1500-2000,,,30.0,8.2,No precipitation,12,,,,
02.01.2020 17:00,14.1,735.1,768.4,,78,Wind blowing from the north,4,,,, ,,,,,,,,,,30.0,10.3,,,,,,
02.01.2020 14:00,15.2,735.4,768.7,-2.1,73,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,15.2,,,2500 or more  or no clouds.,,,30.0,10.4,No precipitation,12,,,,
02.01.2020 11:00,10.8,737.5,771.1,,97,Calm  no wind,0,,,100%., ,,,6.6,13.6,,,1500-2000,,,30.0,10.3,No precipitation,6,,,,
02.01.2020 08:00,8.9,736.9,770.4,,99,Wind blowing from the north,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.6,,,2500 or more  or no clouds.,,,30.0,8.8,No precipitation,12,,,,
02.01.2020 05:00,8.8,735.5,768.9,,99,Wind blowing from the north-east,1,,6,,Mist. ,,,5.0,13.6,,,,,,1.4,8.7,No precipitation,6,,,,
02.01.2020 02:00,9.4,735.9,769.3,,99,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,13.6,,,2500 or more  or no clouds.,,,30.0,9.3,No precipitation,12,,,,
01.01.2020 23:00,9.4,736.1,769.9,,99,Wind blowing from the north,3,,5,, ,,,4.9,13.6,,,,,,30.0,9.3,No precipitation,6,,,,
01.01.2020 20:00,12.2,735.4,769.0,,89,Wind blowing from the north-northwest,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,13.6,,,2500 or more  or no clouds.,,,30.0,10.4,No precipitation,12,,,,
01.01.2020 17:00,13.0,734.5,768.1,,83,Wind blowing from the north-northeast,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,10.2,,,,,,
01.01.2020 14:00,12.1,735.7,769.3,-2.7,99,Wind blowing from the north,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,12.1,,,2500 or more  or no clouds.,,,30.0,11.9,No precipitation,12,,,,
01.01.2020 11:00,6.6,738.4,772.6,,99,Wind blowing from the north-northwest,3,,8,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,6.9,,,,,,0.9,6.5,No precipitation,6,,,,
01.01.2020 08:00,5.3,738.7,772.9,0.3,99,Wind blowing from the north-northwest,3,,8,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,,,,300-600,,,0.3,5.2,0.2,12,,,,
01.01.2020 05:00,5.0,738.4,772.6,,99,Wind blowing from the north,2,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,4.9,,,,,,,0.3,4.9,No precipitation,6,,,,
01.01.2020 02:00,5.2,738.6,772.7,,99,Wind blowing from the north,2,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,7.1,,,2500 or more  or no clouds.,,,0.3,5.1,0.6,12,,,,
31.12.2019 23:00,5.5,740.2,774.4,,99,Wind blowing from the north,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.4,8.1,,,,,,0.3,5.4,0.4,6,,,,
31.12.2019 20:00,5.5,740.0,774.2,0.5,99,Wind blowing from the north,2,,7,,Drizzle  not freezing  intermittent  heavy (dense) at time of observation. ,Rain.,Fog or ice fog or thick haze.,5.5,9.1,,,2500 or more  or no clouds.,,,0.3,5.4,1.0,12,,,,
31.12.2019 17:00,5.7,739.5,773.6,,99,Wind blowing from the north,5,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,5.7,,,,300-600,,,0.4,5.6,0.4,6,,,,
31.12.2019 14:00,6.4,740.0,774.1,-2.3,99,Wind blowing from the north,5,,9,100%.,Drizzle  not freezing  intermittent  heavy (dense) at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.4,,,,300-600,,,0.4,6.3,4.0,12,,,,
31.12.2019 11:00,6.9,742.3,776.4,,99,Wind blowing from the north,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,6.6,,,,,,,0.5,6.8,3.0,6,,,,
31.12.2019 08:00,6.6,742.0,776.0,1.2,99,Wind blowing from the north,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,6.6,,,,300-600,,,0.6,6.5,8.0,12,,,,
