Local time in Jixi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 14:00,-8.6,737.7,764.4,-0.1,56,Wind blowing from the west,6,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-6.8,,,2500 or more  or no clouds.,,,19.0,-15.8,No precipitation,12,,,,
11.01.2020 11:00,-10.0,737.8,764.5,,64,Wind blowing from the south-west,7,,9,no clouds, ,,,-16.3,-6.4,,,,,,12.0,-15.5,No precipitation,6,,,,
11.01.2020 08:00,-15.8,738.2,765.1,0.9,80,Wind blowing from the west-southwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-6.4,,,2500 or more  or no clouds.,,,7.0,-18.5,No precipitation,12,,,,
11.01.2020 05:00,-15.4,737.3,764.1,,84,Wind blowing from the south-west,3,,5,, ,,,-15.7,-6.4,,,,,,8.0,-17.5,No precipitation,6,,,,
11.01.2020 02:00,-14.7,737.8,764.5,-0.3,81,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-6.4,,,2500 or more  or no clouds.,,,11.0,-17.2,No precipitation,12,,,,
10.01.2020 23:00,-13.0,738.1,764.8,,79,Wind blowing from the west-southwest,1,,,, ,,,-14.5,-6.4,,,,,,10.0,-15.9,No precipitation,6,,,,
10.01.2020 20:00,-11.2,738.4,765.3,-0.1,69,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-6.4,,,,,,12.0,-15.9,No precipitation,12,,,,
10.01.2020 17:00,-9.4,738.5,765.3,,63,Wind blowing from the south-west,3,,7,20–30%., ,,,-14.5,-6.4,,,2500 or more  or no clouds.,,,10.0,-15.3,No precipitation,6,,,,
10.01.2020 14:00,-6.9,738.9,765.5,-1.3,55,Wind blowing from the south-west,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.6,,,2500 or more  or no clouds.,,,14.0,-14.6,No precipitation,12,,,,
10.01.2020 11:00,-9.5,740.2,766.9,,64,Wind blowing from the west-southwest,4,,7,90  or more  but not 100%, ,,,-14.5,-5.6,,,2500 or more  or no clouds.,,,14.0,-15.2,No precipitation,6,,,,
10.01.2020 08:00,-14.0,741.4,768.4,0.3,80,Wind blowing from the west-northwest,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.6,,,2500 or more  or no clouds.,,,9.0,-16.8,No precipitation,12,,,,
10.01.2020 05:00,-14.1,741.1,767.8,,80,Wind blowing from the west,4,,8,, ,,,-14.6,-5.6,,,,,,13.0,-16.9,No precipitation,6,,,,
10.01.2020 02:00,-13.0,741.5,768.1,0.1,77,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.6,,,2500 or more  or no clouds.,,,10.0,-16.2,No precipitation,12,,,,
09.01.2020 23:00,-11.5,741.4,768.1,,74,Wind blowing from the west-southwest,4,,,, ,,,-14.6,-5.6,,,,,,14.0,-15.2,No precipitation,6,,,,
09.01.2020 20:00,-10.2,741.4,768.3,0.6,67,Wind blowing from the west-southwest,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.6,,,2500 or more  or no clouds.,,,12.0,-15.2,No precipitation,12,,,,
09.01.2020 17:00,-7.8,740.8,767.5,,62,Wind blowing from the south-west,6,,8,10%  or less  but not 0, ,,,-14.6,-5.6,,,2500 or more  or no clouds.,,,13.0,-13.8,No precipitation,6,,,,
09.01.2020 14:00,-5.8,740.3,766.9,-0.3,54,Wind blowing from the south-west,5,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-4.4,,,2500 or more  or no clouds.,,,20.0,-13.8,No precipitation,12,,,,
09.01.2020 11:00,-8.1,740.6,767.2,,63,Wind blowing from the west,5,,8,10%  or less  but not 0, ,,,-14.6,-3.7,,,2500 or more  or no clouds.,,,13.0,-13.9,No precipitation,6,,,,
09.01.2020 08:00,-14.1,741.1,768.0,1.1,84,Wind blowing from the west,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.7,,,2500 or more  or no clouds.,,,6.0,-16.2,No precipitation,12,,,,
09.01.2020 05:00,-12.3,740.0,766.6,,80,Wind blowing from the west,3,,6,, ,,,-13.0,-3.7,,,,,,6.0,-15.0,No precipitation,6,,,,
09.01.2020 02:00,-11.5,739.9,766.3,0.6,80,Wind blowing from the west-southwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-3.7,,,2500 or more  or no clouds.,,,15.0,-14.3,No precipitation,12,,,,
08.01.2020 23:00,-11.2,739.3,765.9,,78,Wind blowing from the west,2,,6,, ,,,-11.9,-3.7,,,,,,12.0,-14.3,No precipitation,6,,,,
08.01.2020 20:00,-9.9,738.9,765.4,0.3,83,Wind blowing from the south-southwest,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-3.7,,,2500 or more  or no clouds.,,,10.0,-12.2,Trace of precipitation,12,,,,
08.01.2020 17:00,-7.0,738.6,765.0,,71,Wind blowing from the west-northwest,4,,5,60%., ,,,-12.6,-3.7,,,2500 or more  or no clouds.,,,18.0,-11.4,No precipitation,6,,,,
08.01.2020 14:00,-4.4,738.1,764.4,-0.2,59,Wind blowing from the north-northwest,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-3.7,,,2500 or more  or no clouds.,,,9.0,-11.2,Trace of precipitation,12,,,,
08.01.2020 11:00,-6.6,738.3,764.8,,72,Wind blowing from the west,3,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-6.6,,,2500 or more  or no clouds.,,,9.0,-10.8,Trace of precipitation,6,,,,
08.01.2020 08:00,-8.7,739.2,765.9,,86,Wind blowing from the west-northwest,3,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-8.7,,,2500 or more  or no clouds.,,,6.0,-10.6,No precipitation,12,,,,
08.01.2020 05:00,-9.8,738.7,765.4,,88,Wind blowing from the west,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-12.6,-9.2,,,,,,4.7,-11.4,No precipitation,6,,,,
08.01.2020 02:00,-11.0,740.1,766.8,-1.1,88,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-9.2,,,2500 or more  or no clouds.,,,4.6,-12.6,0.5,12,,,,
07.01.2020 23:00,-11.6,741.2,768.0,,88,Calm  no wind,0,,,,Mist. ,,,-12.6,-9.2,,,,,,4.0,-13.2,0.2,6,,,,
07.01.2020 20:00,-12.3,742.3,769.3,-0.8,88,Wind blowing from the north-east,2,,4,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-9.2,,,2500 or more  or no clouds.,,,3.8,-13.9,0.8,12,,,,
07.01.2020 17:00,-10.5,743.1,769.9,,86,Wind blowing from the east-northeast,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.0,-9.2,,,2500 or more  or no clouds.,,,5.0,-12.4,0.5,6,,,,
07.01.2020 14:00,-9.8,743.3,770.2,-0.9,83,Wind blowing from the east-northeast,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.0,-6.3,,,2500 or more  or no clouds.,,,3.8,-12.1,0.3,12,,,,
07.01.2020 11:00,-10.2,744.2,771.1,,78,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.0,,,,2500 or more  or no clouds.,,,6.0,-13.3,0.1,6,,,,
07.01.2020 08:00,-11.5,745.2,772.1,0.0,74,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,8.0,-15.2,Trace of precipitation,12,,,,
07.01.2020 05:00,-11.7,745.2,772.1,,70,Wind blowing from the east-southeast,2,,7,, ,,,,,,,,,,13.0,-16.1,No precipitation,6,,,,
07.01.2020 02:00,-11.7,745.6,772.3,-0.6,74,Wind blowing from the east,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-5.6,,,2500 or more  or no clouds.,,,11.0,-15.4,No precipitation,12,,,,
06.01.2020 23:00,-11.3,746.2,773.0,,73,Wind blowing from the east,4,,,, ,,,-15.9,-5.6,,,,,,12.0,-15.2,No precipitation,6,,,,
06.01.2020 20:00,-10.8,746.8,774.0,0.0,73,Wind blowing from the east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-5.6,,,2500 or more  or no clouds.,,,11.0,-14.7,No precipitation,12,,,,
06.01.2020 17:00,-9.8,746.8,773.9,,74,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%, ,,,-15.9,-5.6,,,2500 or more  or no clouds.,,,9.0,-13.6,No precipitation,6,,,,
06.01.2020 14:00,-6.2,746.8,773.6,,58,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-5.6,,,2500 or more  or no clouds.,,,12.0,-13.3,No precipitation,12,,,,
06.01.2020 11:00,-7.7,747.5,774.4,,59,Calm  no wind,0,,,20–30%., ,,,-15.9,-5.8,,,2500 or more  or no clouds.,,,9.0,-14.5,No precipitation,6,,,,
06.01.2020 08:00,-14.6,748.0,775.2,0.4,81,Wind blowing from the west-southwest,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-5.8,,,2500 or more  or no clouds.,,,9.0,-17.1,No precipitation,12,,,,
06.01.2020 05:00,-13.3,747.6,774.6,,77,Wind blowing from the west-northwest,3,,7,,Haze. ,,,-16.3,-5.8,,,,,,4.9,-16.5,No precipitation,6,,,,
06.01.2020 02:00,-12.0,747.1,773.9,0.3,72,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-5.8,,,2500 or more  or no clouds.,,,17.0,-16.0,No precipitation,12,,,,
05.01.2020 23:00,-11.9,746.8,773.7,,70,Wind blowing from the west,5,,,, ,,,-16.3,-5.8,,,,,,13.0,-16.3,No precipitation,6,,,,
05.01.2020 20:00,-9.8,747.1,774.3,0.8,63,Wind blowing from the west,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-5.8,,,2500 or more  or no clouds.,,,12.0,-15.5,No precipitation,12,,,,
05.01.2020 17:00,-7.8,746.3,773.2,,55,Wind blowing from the west,3,,10,no clouds, ,,,-16.3,-5.8,,,,,,15.0,-15.3,No precipitation,6,,,,
05.01.2020 14:00,-6.1,745.9,772.8,,49,Wind blowing from the south-west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-5.9,,,,,,17.0,-15.3,No precipitation,12,,,,
05.01.2020 11:00,-9.3,746.2,773.2,,53,Wind blowing from the south-west,5,,10,10%  or less  but not 0, ,,,-16.3,-7.1,,,2500 or more  or no clouds.,,,16.0,-17.1,No precipitation,6,,,,
05.01.2020 08:00,-15.2,746.2,773.4,1.0,69,Wind blowing from the west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,,,,,,,10.0,-19.6,No precipitation,12,,,,
05.01.2020 05:00,-13.8,745.2,772.2,,70,Wind blowing from the south-west,5,,9,, ,,,-16.5,-7.1,,,,,,9.0,-18.1,No precipitation,6,,,,
05.01.2020 02:00,-14.1,744.6,771.4,1.0,66,Wind blowing from the south-west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.1,,,2500 or more  or no clouds.,,,16.0,-19.2,No precipitation,12,,,,
04.01.2020 23:00,-12.9,743.6,770.5,,59,Wind blowing from the south-west,4,,,, ,,,-16.8,-7.1,,,,,,18.0,-19.4,No precipitation,6,,,,
04.01.2020 20:00,-12.2,742.7,769.9,1.2,57,Wind blowing from the south-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.1,,,,,,17.0,-19.0,No precipitation,12,,,,
04.01.2020 17:00,-9.6,741.5,768.4,,49,Wind blowing from the west-southwest,3,,9,no clouds, ,,,-16.8,-7.1,,,,,,20.0,-18.3,No precipitation,6,,,,
04.01.2020 14:00,-7.2,740.5,767.3,-0.1,40,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.1,,,,,,24.0,-18.5,No precipitation,12,,,,
04.01.2020 11:00,-9.5,740.6,767.4,,50,Wind blowing from the south-west,5,,7,no clouds, ,,,-16.8,-7.7,,,,,,19.0,-18.2,No precipitation,6,,,,
04.01.2020 08:00,-15.0,740.5,767.5,0.6,64,Wind blowing from the west-southwest,4,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.7,,,2500 or more  or no clouds.,,,12.0,-20.3,No precipitation,12,,,,
04.01.2020 05:00,-14.9,739.9,766.8,,64,Wind blowing from the west-southwest,2,,10,, ,,,-16.8,-7.7,,,,,,14.0,-20.2,No precipitation,6,,,,
04.01.2020 02:00,-15.3,740.2,767.1,0.0,65,Wind blowing from the west-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-7.7,,,2500 or more  or no clouds.,,,15.0,-20.4,No precipitation,12,,,,
03.01.2020 23:00,-13.2,740.2,766.9,,57,Wind blowing from the west-southwest,3,,,, ,,,-14.8,-7.7,,,,,,18.0,-19.9,No precipitation,6,,,,
03.01.2020 20:00,-12.1,740.1,767.1,,55,Wind blowing from the west-southwest,6,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-7.7,,,2500 or more  or no clouds.,,,16.0,-19.3,No precipitation,12,,,,
03.01.2020 17:00,-10.2,739.6,766.5,,49,Wind blowing from the west,4,,12,no clouds, ,,,-14.8,-7.7,,,,,,11.0,-18.9,No precipitation,6,,,,
03.01.2020 14:00,-7.7,738.3,764.9,-0.6,45,Wind blowing from the west-southwest,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-7.7,,,,,,20.0,-17.8,No precipitation,12,,,,
03.01.2020 11:00,-9.8,738.9,765.6,,47,Wind blowing from the west-southwest,7,,13,no clouds, ,,,-14.8,-8.5,,,,,,17.0,-19.0,No precipitation,6,,,,
03.01.2020 08:00,-14.5,739.9,766.8,0.9,54,Wind blowing from the west-southwest,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-8.5,,,,,,14.0,-21.8,No precipitation,12,,,,
03.01.2020 05:00,-13.8,739.0,765.7,,51,Wind blowing from the west-southwest,9,,13,, ,,,-18.8,-8.5,,,,,,21.0,-21.8,No precipitation,6,,,,
03.01.2020 02:00,-13.6,739.3,766.1,0.3,49,Wind blowing from the west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.5,,,2500 or more  or no clouds.,,,24.0,-22.0,No precipitation,12,,,,
02.01.2020 23:00,-12.3,739.0,765.8,,45,Wind blowing from the south-west,7,,,, ,,,,-8.5,,,,,,25.0,-21.8,No precipitation,6,,,,
02.01.2020 20:00,-11.0,739.3,766.2,,40,Wind blowing from the south-west,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.5,,,,,,23.0,-22.0,No precipitation,12,,,,
02.01.2020 17:00,-9.7,739.6,766.6,,35,Wind blowing from the south-west,6,,13,no clouds, ,,,-18.8,-8.5,,,,,,18.0,-22.3,No precipitation,6,,,,
