Local time in Shangzhi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 08:00,-13.1,752.4,771.5,1.2,81,Wind blowing from the west-southwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,4.1,-15.7,No precipitation,12,,,,
09.01.2020 05:00,-13.7,751.2,770.2,,82,Wind blowing from the south-west,2,,6,,Mist. ,,,-15.9,-6.9,,,,,,5.0,-16.1,No precipitation,6,,,,
09.01.2020 02:00,-13.7,751.0,769.9,,81,Wind blowing from the south-west,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.9,,,2500 or more  or no clouds.,,,4.6,-16.3,No precipitation,12,,,,
08.01.2020 20:00,-14.0,749.9,768.9,1.0,82,Wind blowing from the west-southwest,4,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-6.9,,,2500 or more  or no clouds.,,,4.6,-16.4,No precipitation,12,,,,
08.01.2020 17:00,-11.0,748.9,767.8,,75,Wind blowing from the south-east,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-6.9,,,,,,1.8,-14.6,No precipitation,6,,,,
08.01.2020 14:00,-7.4,748.1,766.9,-0.1,63,Wind blowing from the south,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-7.0,,,2500 or more  or no clouds.,,,14.0,-13.4,No precipitation,12,,,,
08.01.2020 11:00,-8.9,748.2,767.0,,65,Wind blowing from the east-northeast,1,,9,90  or more  but not 100%, ,,,-13.1,-8.5,,,,,,8.0,-14.3,No precipitation,6,,,,
08.01.2020 08:00,-11.5,748.3,767.2,1.0,73,Wind blowing from the east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,,,,2500 or more  or no clouds.,,,6.0,-15.5,No precipitation,12,,,,
08.01.2020 05:00,-12.0,747.3,766.1,,71,Wind blowing from the north-east,2,,9,, ,,,-13.1,-8.5,,,,,,22.0,-16.2,No precipitation,6,,,,
08.01.2020 02:00,-12.1,748.2,766.9,,72,Wind blowing from the north-east,5,,9,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-8.5,,,,,,20.0,-16.1,No precipitation,6,,,,
07.01.2020 20:00,-11.5,749.9,768.8,-0.5,84,Wind blowing from the north-east,5,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-8.5,,,2500 or more  or no clouds.,,,7.0,-13.7,0.1,12,,,,
07.01.2020 17:00,-10.1,750.4,769.3,,82,Wind blowing from the north-east,3,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-8.5,,,,,,4.3,-12.6,0.1,6,,,,
07.01.2020 14:00,-8.6,750.7,769.6,-0.9,77,Wind blowing from the north-east,1,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-8.4,,,2500 or more  or no clouds.,,,5.0,-11.9,0.2,12,,,,
07.01.2020 11:00,-9.9,751.6,770.5,,74,Wind blowing from the north-east,2,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-8.4,,,,,,4.7,-13.7,0.1,6,,,,
07.01.2020 08:00,-11.1,752.2,771.1,,79,Wind blowing from the north-east,3,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,5.0,-14.0,0.1,6,,,,
07.01.2020 05:00,-10.4,751.9,770.7,,78,Wind blowing from the north-east,2,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,,,,,,,,4.9,-13.5,No precipitation,6,,,,
07.01.2020 02:00,-10.5,752.0,770.8,,78,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.4,,,2500 or more  or no clouds.,,,8.0,-13.7,No precipitation,12,,,,
06.01.2020 20:00,-10.2,752.8,771.9,0.1,77,Wind blowing from the north-east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.4,,,2500 or more  or no clouds.,,,8.0,-13.5,No precipitation,12,,,,
06.01.2020 17:00,-9.8,752.7,771.9,,77,Wind blowing from the north-east,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.4,,,,,,4.8,-13.1,No precipitation,6,,,,
06.01.2020 14:00,-8.6,752.5,771.7,-1.3,70,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-5.9,,,2500 or more  or no clouds.,,,8.0,-13.1,No precipitation,12,,,,
06.01.2020 11:00,-12.0,753.8,773.2,,81,Wind blowing from the north-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-5.9,,,,,,5.0,-14.7,No precipitation,6,,,,
06.01.2020 08:00,-15.8,754.3,773.8,-0.9,85,Wind blowing from the west-northwest,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-5.9,,,2500 or more  or no clouds.,,,2.7,-17.7,No precipitation,12,,,,
06.01.2020 05:00,-19.9,755.2,774.6,,82,Wind blowing from the west-southwest,1,,2,,Mist. ,,,-24.5,-5.9,,,,,,2.3,-22.2,No precipitation,6,,,,
06.01.2020 02:00,-21.3,755.8,775.0,,81,Wind blowing from the east-southeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.9,,,2500 or more  or no clouds.,,,3.6,-23.7,No precipitation,12,,,,
05.01.2020 20:00,-17.2,756.2,775.9,-0.4,84,Wind blowing from the west-southwest,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.9,,,,,,2.2,-19.3,No precipitation,12,,,,
05.01.2020 17:00,-11.8,756.6,776.1,,73,Wind blowing from the west-southwest,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.9,,,,,,1.2,-15.7,No precipitation,6,,,,
05.01.2020 14:00,-6.2,755.6,774.8,,59,Wind blowing from the west-southwest,3,,6,no clouds, ,,,-24.5,-6.2,,,,,,10.0,-12.9,No precipitation,6,,,,
05.01.2020 11:00,-11.8,756.7,776.0,,79,Wind blowing from the south-southwest,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-8.8,,,,,,3.1,-14.7,No precipitation,6,,,,
05.01.2020 08:00,-23.4,756.7,776.5,0.4,80,Wind blowing from the south,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-8.8,,,2500 or more  or no clouds.,,,1.3,-25.9,No precipitation,12,,,,
05.01.2020 05:00,-23.2,756.3,775.9,,79,Calm  no wind,0,,,,Haze. ,,,-23.2,-8.8,,,,,,2.2,-25.8,No precipitation,6,,,,
05.01.2020 02:00,-20.8,756.1,775.4,,81,Wind blowing from the south-southeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-8.8,,,2500 or more  or no clouds.,,,1.4,-23.2,No precipitation,12,,,,
04.01.2020 20:00,-17.4,754.1,773.6,2.0,84,Wind blowing from the west-southwest,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-8.8,,,,,,1.7,-19.5,No precipitation,12,,,,
04.01.2020 17:00,-13.8,752.1,771.5,,77,Wind blowing from the south-west,2,,8,no clouds,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-8.8,,,,,,1.7,-17.0,No precipitation,6,,,,
04.01.2020 14:00,-8.9,750.7,769.9,0.0,69,Wind blowing from the west-southwest,4,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-8.8,,,,,,3.8,-13.7,No precipitation,12,,,,
04.01.2020 11:00,-11.0,750.7,769.8,,71,Wind blowing from the south-west,3,,5,no clouds, ,,,-21.2,-11.0,,,,,,2.5,-15.2,No precipitation,6,,,,
04.01.2020 08:00,-17.5,750.7,770.0,0.7,85,Wind blowing from the west-southwest,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-11.7,,,2500 or more  or no clouds.,,,1.5,-19.5,No precipitation,12,,,,
04.01.2020 05:00,-20.8,750.0,769.4,,82,Wind blowing from the south-west,1,,3,,Mist. ,,,-25.2,-11.7,,,,,,1.3,-23.1,No precipitation,6,,,,
04.01.2020 02:00,-18.8,749.8,769.0,,83,Wind blowing from the south-west,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-11.7,,,2500 or more  or no clouds.,,,1.5,-21.0,No precipitation,12,,,,
03.01.2020 20:00,-17.1,751.0,770.6,-0.3,79,Wind blowing from the south-west,1,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-11.7,,,,,,1.5,-19.9,No precipitation,12,,,,
03.01.2020 17:00,-15.5,751.3,770.8,,72,Wind blowing from the south,2,,10,no clouds,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-11.7,,,,,,3.4,-19.4,No precipitation,6,,,,
03.01.2020 14:00,-11.9,750.3,769.6,-0.4,62,Wind blowing from the west-southwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-11.7,,,,,,9.0,-17.7,No precipitation,12,,,,
03.01.2020 11:00,-13.0,750.7,769.9,,65,Wind blowing from the south-west,4,,6,no clouds, ,,,-25.2,-11.9,,,,,,5.0,-18.2,No precipitation,6,,,,
03.01.2020 08:00,-23.0,750.7,770.2,0.4,81,Wind blowing from the east-southeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-11.9,,,,,,1.5,-25.4,No precipitation,12,,,,
03.01.2020 05:00,-23.4,750.3,769.9,,78,Wind blowing from the south,1,,5,,Haze. ,,,-25.9,-11.9,,,,,,1.6,-26.2,No precipitation,6,,,,
03.01.2020 02:00,-20.7,751.0,770.4,,77,Wind blowing from the south-west,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-11.9,,,2500 or more  or no clouds.,,,4.0,-23.7,No precipitation,12,,,,
02.01.2020 20:00,-16.6,751.0,770.5,-0.6,61,Wind blowing from the south,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-11.9,,,,,,7.0,-22.4,No precipitation,12,,,,
02.01.2020 17:00,-16.0,751.6,771.2,,59,Wind blowing from the south-southwest,2,,7,no clouds, ,,,-25.9,-11.9,,,,,,2.9,-22.2,No precipitation,6,,,,
02.01.2020 14:00,-12.3,751.7,771.1,-1.1,48,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-11.9,,,,,,7.0,-21.1,No precipitation,12,,,,
02.01.2020 11:00,-16.7,752.8,772.3,,63,Wind blowing from the south-west,3,,5,no clouds, ,,,-25.9,-16.1,,,,,,5.0,-22.1,No precipitation,6,,,,
02.01.2020 08:00,-22.1,753.8,773.6,,78,Wind blowing from the west-southwest,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,,,,,,,2.2,-24.9,No precipitation,6,,,,
02.01.2020 05:00,-24.8,753.8,773.6,,78,Wind blowing from the east-southeast,1,,5,,Haze. ,,,-24.9,-16.1,,,,,,4.3,-27.5,No precipitation,6,,,,
02.01.2020 02:00,-23.3,754.6,774.2,,77,Wind blowing from the south-west,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-16.1,,,,,,4.2,-26.2,No precipitation,6,,,,
01.01.2020 20:00,-22.1,755.6,775.6,,72,Wind blowing from the west-southwest,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-16.1,,,2500 or more  or no clouds.,,,3.3,-25.8,No precipitation,12,,,,
01.01.2020 17:00,-19.2,755.4,775.2,,63,Wind blowing from the west-southwest,3,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-16.1,,,,,,3.1,-24.6,No precipitation,6,,,,
01.01.2020 14:00,-16.6,754.6,774.3,-0.5,53,Wind blowing from the south-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-16.1,,,2500 or more  or no clouds.,,,9.0,-23.9,No precipitation,12,,,,
01.01.2020 11:00,-18.9,755.1,774.7,,66,Wind blowing from the west-southwest,6,,9,no clouds, ,,,-24.9,-17.1,,,,,,6.0,-23.7,No precipitation,6,,,,
01.01.2020 08:00,-23.5,754.7,774.5,1.3,79,Wind blowing from the south-west,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-17.1,,,2500 or more  or no clouds.,,,2.5,-26.1,No precipitation,12,,,,
01.01.2020 05:00,-24.2,753.4,773.2,,78,Wind blowing from the south-west,3,,7,,Haze. ,,,-28.6,-17.1,,,,,,4.4,-26.9,No precipitation,6,,,,
01.01.2020 02:00,-23.0,752.9,772.6,,75,Wind blowing from the south-west,3,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-17.1,,,2500 or more  or no clouds.,,,5.0,-26.2,No precipitation,12,,,,
31.12.2019 20:00,-20.3,751.8,771.7,,68,Wind blowing from the south,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-17.1,,,,,,7.0,-24.7,No precipitation,6,,,,
31.12.2019 17:00,-18.3,751.8,771.7,,62,Wind blowing from the west-southwest,3,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-17.1,,,,,,3.7,-23.8,No precipitation,6,,,,
31.12.2019 14:00,-17.8,752.0,771.8,-1.9,62,Wind blowing from the west-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-17.8,,,2500 or more  or no clouds.,,,11.0,-23.3,No precipitation,12,,,,
31.12.2019 11:00,-21.6,753.9,773.9,,72,Wind blowing from the west-southwest,6,,8,90  or more  but not 100%, ,,,-29.4,-20.9,,,,,,7.0,-25.3,No precipitation,6,,,,
31.12.2019 08:00,-26.6,755.0,775.2,0.5,76,Wind blowing from the south,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-20.9,,,2500 or more  or no clouds.,,,3.8,-29.6,No precipitation,12,,,,
31.12.2019 05:00,-27.9,754.5,774.6,,76,Wind blowing from the west-southwest,4,,7,,Haze. ,,,-29.4,-20.9,,,,,,5.0,-30.8,No precipitation,6,,,,
31.12.2019 02:00,-27.8,755.0,775.0,,76,Wind blowing from the west-southwest,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.8,-20.7,,,2500 or more  or no clouds.,,,4.9,-30.7,0.1,12,,,,
