Local time in Weichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 02:00,-14.5,689.0,772.8,,73,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-2.7,,,2500 or more  or no clouds.,,,19.0,-18.3,No precipitation,12,,,,
09.01.2020 20:00,-9.3,688.9,774.8,1.1,53,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-2.7,,,,,,23.0,-17.3,No precipitation,12,,,,
09.01.2020 17:00,-5.9,687.8,772.5,,43,Wind blowing from the north,2,,5,no clouds, ,,,-21.4,-2.7,,,,,,13.0,-16.5,No precipitation,6,,,,
09.01.2020 14:00,-3.9,687.7,771.8,-2.2,33,Wind blowing from the south-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-3.0,,,2500 or more  or no clouds.,,,19.0,-17.8,No precipitation,12,,,,
09.01.2020 11:00,-12.7,689.9,775.2,,53,Wind blowing from the west,1,,7,no clouds, ,,,-21.4,-3.0,,,,,,10.0,-20.3,No precipitation,6,,,,
09.01.2020 08:00,-21.4,690.3,776.6,0.0,77,Wind blowing from the north-northeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-3.0,,,2500 or more  or no clouds.,,,10.0,-24.4,No precipitation,12,,,,
09.01.2020 05:00,-18.7,690.3,775.3,,72,Wind blowing from the north,2,,7,, ,,,-18.7,-3.0,,,,,,30.0,-22.5,No precipitation,6,,,,
09.01.2020 02:00,-16.9,690.6,775.0,,67,Wind blowing from the north,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-3.0,,,2500 or more  or no clouds.,,,29.0,-21.7,No precipitation,12,,,,
08.01.2020 20:00,-11.0,690.6,775.7,0.8,54,Wind blowing from the north-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.0,,,,,,30.0,-18.5,No precipitation,12,,,,
08.01.2020 17:00,-6.3,689.8,774.0,,47,Wind blowing from the north-northwest,1,,6,no clouds, ,,,-14.6,-3.0,,,,,,25.0,-15.8,No precipitation,6,,,,
08.01.2020 14:00,-3.8,689.1,772.7,-1.5,42,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.6,,,,,,30.0,-15.1,No precipitation,12,,,,
08.01.2020 11:00,-8.2,690.6,775.1,,50,Wind blowing from the north-northwest,2,,6,20–30%., ,,,-14.6,-2.6,,,2500 or more  or no clouds.,,,29.0,-17.0,No precipitation,6,,,,
08.01.2020 08:00,-14.2,690.4,775.3,1.1,66,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-2.6,,,,,,23.0,-19.3,No precipitation,12,,,,
08.01.2020 05:00,-14.1,689.3,773.3,,67,Wind blowing from the north-northeast,3,,7,, ,,,-16.5,-2.6,,,,,,30.0,-18.9,No precipitation,6,,,,
08.01.2020 02:00,-13.5,689.8,773.5,,67,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-2.6,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
07.01.2020 20:00,-9.9,688.9,774.1,0.6,54,Wind blowing from the north-northeast,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-2.6,,,2500 or more  or no clouds.,,,23.0,-17.5,No precipitation,12,,,,
07.01.2020 17:00,-5.2,688.3,772.1,,38,Wind blowing from the north,1,,7,70 – 80%., ,,,-16.5,-2.6,,,2500 or more  or no clouds.,,,27.0,-17.3,No precipitation,6,,,,
07.01.2020 14:00,-3.9,688.5,772.0,-1.7,37,Wind blowing from the north,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-1.5,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
07.01.2020 11:00,-11.1,690.2,774.8,,57,Wind blowing from the north-northeast,3,,7,40%., ,,,-16.5,,,,2500 or more  or no clouds.,,,14.0,-18.1,No precipitation,6,,,,
07.01.2020 08:00,-16.3,690.4,775.5,0.0,72,Wind blowing from the north-northeast,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-1.2,,,2500 or more  or no clouds.,,,22.0,-20.2,No precipitation,12,,,,
07.01.2020 05:00,-13.7,690.4,774.5,,65,Wind blowing from the north-northeast,4,,7,, ,,,-13.9,-1.2,,,,,,30.0,-18.9,No precipitation,6,,,,
07.01.2020 02:00,-13.6,690.6,774.1,,69,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-1.2,,,2500 or more  or no clouds.,,,24.0,-18.1,No precipitation,12,,,,
06.01.2020 20:00,-8.5,689.8,773.6,0.9,62,Wind blowing from the north,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-1.2,,,,,,23.0,-14.5,No precipitation,12,,,,
06.01.2020 17:00,-5.2,688.9,771.7,,54,Wind blowing from the north,2,,10,40%., ,,,-9.8,-1.2,,,600-1000,,,27.0,-13.1,No precipitation,6,,,,
06.01.2020 14:00,-1.7,687.4,769.4,-0.8,46,Wind blowing from the west,4,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-1.2,,,600-1000,,,24.0,-11.8,0.7,12,,,,
06.01.2020 11:00,-4.6,688.2,770.7,,76,Wind blowing from the west-southwest,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-2.0,,,600-1000,,,2.6,-8.2,0.2,6,,,,
06.01.2020 08:00,-9.6,687.9,771.1,0.1,89,Wind blowing from the north,0,,3,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.0,,,2500 or more  or no clouds.,,,6.0,-11.1,3.0,12,,,,
06.01.2020 05:00,-7.3,687.8,770.2,,91,Wind blowing from the north,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-2.0,,,,,,3.3,-8.5,2.0,6,,,,
06.01.2020 02:00,-6.9,689.0,771.4,,90,Wind blowing from the south-east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.0,,,2500 or more  or no clouds.,,,1.4,-8.3,2.0,12,,,,
05.01.2020 20:00,-6.1,690.3,775.2,0.1,57,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-2.0,,,2500 or more  or no clouds.,,,12.0,-13.4,No precipitation,12,,,,
05.01.2020 17:00,-3.5,690.2,774.6,,46,Wind blowing from the south-southeast,0,,4,100%., ,,,-18.1,-2.0,,,2500 or more  or no clouds.,,,12.0,-13.5,No precipitation,6,,,,
05.01.2020 14:00,-2.9,690.7,774.7,-2.1,42,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,1.3,,,2500 or more  or no clouds.,,,13.0,-14.0,No precipitation,12,,,,
05.01.2020 11:00,-10.1,692.8,777.5,,58,Wind blowing from the west,1,,5,70 – 80%., ,,,-18.1,,,,2500 or more  or no clouds.,,,9.0,-16.8,No precipitation,6,,,,
05.01.2020 08:00,-18.1,693.1,778.6,0.4,78,Wind blowing from the north,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,,,,2500 or more  or no clouds.,,,18.0,-21.0,No precipitation,12,,,,
05.01.2020 05:00,-17.6,692.7,777.4,,80,Wind blowing from the north-northeast,2,,5,, ,,,-17.7,1.3,,,,,,17.0,-20.2,No precipitation,6,,,,
05.01.2020 02:00,-15.6,692.9,776.7,,79,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,1.3,,,2500 or more  or no clouds.,,,15.0,-18.4,No precipitation,12,,,,
04.01.2020 20:00,-7.5,692.2,776.7,0.9,56,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,1.3,,,,,,24.0,-14.8,No precipitation,12,,,,
04.01.2020 17:00,-3.4,691.3,775.1,,46,Wind blowing from the north-northeast,1,,5,no clouds, ,,,-17.0,1.3,,,,,,17.0,-13.4,No precipitation,6,,,,
04.01.2020 14:00,0.3,690.8,774.5,-1.3,32,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,0.4,,,,,,16.0,-14.5,No precipitation,12,,,,
04.01.2020 11:00,-5.7,692.1,776.5,,46,Wind blowing from the north-northwest,1,,5,no clouds, ,,,-17.0,0.4,,,,,,18.0,-15.5,No precipitation,6,,,,
04.01.2020 08:00,-12.6,691.8,776.5,1.0,67,Wind blowing from the north-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,0.4,,,,,,25.0,-17.6,No precipitation,12,,,,
04.01.2020 05:00,-13.1,690.8,774.5,,68,Wind blowing from the north-northeast,2,,5,, ,,,-20.3,0.4,,,,,,25.0,-17.8,No precipitation,6,,,,
04.01.2020 02:00,-16.7,690.7,774.4,,80,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,0.4,,,2500 or more  or no clouds.,,,13.0,-19.3,No precipitation,12,,,,
03.01.2020 20:00,-9.5,690.7,776.3,0.2,54,Wind blowing from the north-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,0.4,,,,,,19.0,-17.1,No precipitation,12,,,,
03.01.2020 17:00,-3.5,690.5,775.3,,37,Wind blowing from the north-northwest,1,,6,no clouds, ,,,-20.3,0.4,,,,,,29.0,-16.1,No precipitation,6,,,,
03.01.2020 14:00,0.0,690.0,773.5,-1.6,29,Wind blowing from the west,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,0.4,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
03.01.2020 11:00,-10.1,691.6,776.5,,46,Wind blowing from the south-west,1,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-3.1,,,2500 or more  or no clouds.,,,5.0,-19.5,No precipitation,6,,,,
03.01.2020 08:00,-18.3,692.3,778.4,0.5,75,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-3.1,,,,,,12.0,-21.6,No precipitation,12,,,,
03.01.2020 05:00,-20.1,691.8,777.3,,77,Wind blowing from the north-east,1,,5,, ,,,-20.1,-3.1,,,,,,27.0,-23.1,No precipitation,6,,,,
03.01.2020 02:00,-15.9,692.2,776.5,,59,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-3.1,,,2500 or more  or no clouds.,,,23.0,-22.1,No precipitation,12,,,,
02.01.2020 20:00,-11.1,692.7,778.9,0.8,48,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-3.1,,,,,,21.0,-20.0,No precipitation,12,,,,
02.01.2020 17:00,-6.3,691.9,777.3,,34,Wind blowing from the north,2,,7,no clouds, ,,,-19.8,-3.1,,,,,,30.0,-19.6,No precipitation,6,,,,
02.01.2020 14:00,-3.1,692.0,776.6,-0.8,25,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-3.1,,,,,,30.0,-20.4,No precipitation,12,,,,
02.01.2020 11:00,-5.9,692.8,777.6,,35,Wind blowing from the north-west,2,,7,no clouds, ,,,-19.8,-3.6,,,,,,25.0,-18.9,No precipitation,6,,,,
02.01.2020 08:00,-18.5,692.2,778.4,0.9,78,Wind blowing from the south,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-3.6,,,,,,2.7,-21.4,No precipitation,12,,,,
02.01.2020 05:00,-19.1,691.3,776.8,,82,Calm  no wind,0,,,,Mist. ,,,-25.3,-3.6,,,,,,6.0,-21.4,No precipitation,6,,,,
02.01.2020 02:00,-18.1,691.3,776.2,,80,Wind blowing from the south-southeast,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-3.6,,,2500 or more  or no clouds.,,,7.0,-20.7,No precipitation,12,,,,
01.01.2020 20:00,-11.4,690.5,777.7,0.7,59,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-3.6,,,,,,6.0,-17.8,No precipitation,12,,,,
01.01.2020 17:00,-8.2,689.8,776.1,,44,Wind blowing from the east,1,,4,70 – 80%., ,,,-25.3,-3.6,,,2500 or more  or no clouds.,,,11.0,-18.3,No precipitation,6,,,,
01.01.2020 14:00,-5.6,689.6,775.2,-1.9,29,Wind blowing from the south-west,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-5.6,,,2500 or more  or no clouds.,,,11.0,-20.8,No precipitation,12,,,,
01.01.2020 11:00,-15.3,691.5,778.9,,45,Wind blowing from the west-northwest,1,,5,no clouds, ,,,-25.3,-9.4,,,,,,9.0,-24.6,No precipitation,6,,,,
01.01.2020 08:00,-25.2,691.9,780.7,0.6,72,Wind blowing from the north-northeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,,,,2500 or more  or no clouds.,,,20.0,-28.8,No precipitation,12,,,,
01.01.2020 05:00,-23.8,691.3,778.8,,67,Wind blowing from the north-northeast,1,,5,, ,,,-26.4,-9.4,,,,,,22.0,-28.2,No precipitation,6,,,,
01.01.2020 02:00,-23.0,691.9,778.7,,65,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-9.4,,,2500 or more  or no clouds.,,,12.0,-27.8,No precipitation,12,,,,
31.12.2019 20:00,-19.7,691.0,779.9,0.3,54,Wind blowing from the south-east,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-9.4,,,2500 or more  or no clouds.,,,12.0,-26.6,No precipitation,12,,,,
31.12.2019 17:00,-14.3,690.7,778.1,,40,Wind blowing from the south-east,1,,5,no clouds, ,,,-26.4,-9.4,,,,,,13.0,-25.0,No precipitation,6,,,,
31.12.2019 14:00,-10.7,690.9,777.4,-2.6,28,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-10.7,,,,,,19.0,-25.7,No precipitation,12,,,,
