Local time in Qionghai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 14:00,25.2,758.3,760.5,-2.0,76,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,26.7,,,600-1000,,,18.0,20.7,No precipitation,12,,,,
10.01.2020 11:00,25.0,760.3,762.5,,78,Wind blowing from the east,5,,8,90  or more  but not 100%, ,,,20.1,27.1,,,600-1000,,,14.0,20.9,No precipitation,6,,,,
10.01.2020 08:00,21.0,759.8,762.0,1.3,96,Wind blowing from the north-northwest,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,600-1000,,,3.6,20.3,No precipitation,12,,,,
10.01.2020 05:00,20.5,758.5,760.6,,96,Wind blowing from the north-northwest,1,,7,,Rain (not freezing) not falling as shower(s). ,,,19.0,27.1,,,,,,4.3,19.8,No precipitation,6,,,,
10.01.2020 02:00,20.9,758.8,760.9,-0.4,95,Wind blowing from the north-west,0,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.1,,,2500 or more  or no clouds.,,,6.0,20.1,No precipitation,12,,,,
09.01.2020 23:00,21.4,759.2,761.3,,93,Calm  no wind,0,,,, ,,,19.0,27.1,,,,,,8.0,20.2,No precipitation,6,,,,
09.01.2020 20:00,22.6,759.0,761.2,0.5,88,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.1,,,600-1000,,,11.0,20.5,No precipitation,12,,,,
09.01.2020 17:00,24.8,758.5,760.7,,78,Wind blowing from the east,4,,7,70 – 80%., ,,,19.0,27.1,,,600-1000,,,18.0,20.7,No precipitation,6,,,,
09.01.2020 14:00,26.2,759.4,761.5,-2.1,68,Wind blowing from the east-southeast,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.1,,,600-1000,,,25.0,19.8,No precipitation,12,,,,
09.01.2020 11:00,25.5,761.5,763.6,,71,Wind blowing from the east,1,,3,70 – 80%., ,,,19.0,26.9,,,600-1000,,,14.0,19.9,No precipitation,6,,,,
09.01.2020 08:00,19.1,760.6,762.7,0.6,96,Wind blowing from the north,0,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,,,,600-1000,,,2.7,18.4,No precipitation,12,,,,
09.01.2020 05:00,19.6,760.0,762.2,,96,Wind blowing from the north,1,,7,,Mist. ,,,19.0,26.9,,,,,,3.5,18.9,No precipitation,6,,,,
09.01.2020 02:00,20.5,760.4,762.6,-0.8,94,Wind blowing from the west,1,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,26.9,,,2500 or more  or no clouds.,,,4.6,19.5,No precipitation,12,,,,
08.01.2020 23:00,20.8,761.2,763.3,,91,Calm  no wind,0,,,,Mist. ,,,19.0,26.9,,,,,,6.0,19.3,No precipitation,6,,,,
08.01.2020 20:00,21.5,760.7,762.9,0.7,86,Wind blowing from the east-northeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,26.9,,,600-1000,,,11.0,19.1,No precipitation,12,,,,
08.01.2020 17:00,24.7,760.0,762.2,,68,Wind blowing from the east-northeast,3,,7,10%  or less  but not 0, ,,,19.0,26.9,,,600-1000,,,23.0,18.4,No precipitation,6,,,,
08.01.2020 14:00,26.7,760.3,762.5,-2.4,56,Wind blowing from the east,5,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.5,,,600-1000,,,26.0,17.2,No precipitation,12,,,,
08.01.2020 11:00,23.4,762.7,764.9,,83,Wind blowing from the north,2,,4,70 – 80%., ,,,19.0,27.7,,,600-1000,,,11.0,20.3,No precipitation,6,,,,
08.01.2020 08:00,19.6,761.6,763.8,1.0,97,Wind blowing from the north,0,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.7,,,600-1000,,,3.3,19.1,No precipitation,12,,,,
08.01.2020 05:00,19.2,760.6,762.8,,96,Calm  no wind,0,,,,Mist. ,,,19.2,27.7,,,,,,4.0,18.5,No precipitation,6,,,,
08.01.2020 02:00,20.3,761.2,763.3,-0.2,96,Wind blowing from the east,0,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,27.7,,,2500 or more  or no clouds.,,,3.7,19.6,No precipitation,12,,,,
07.01.2020 23:00,21.3,761.4,763.6,,93,Wind blowing from the north-west,0,,8,, ,,,21.3,27.7,,,,,,8.0,20.1,No precipitation,6,,,,
07.01.2020 20:00,22.5,760.5,762.7,1.3,89,Wind blowing from the east,1,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,27.7,,,600-1000,,,11.0,20.6,No precipitation,12,,,,
07.01.2020 17:00,24.9,759.2,761.3,,78,Wind blowing from the east-northeast,5,,8,70 – 80%., ,,,21.9,27.7,,,600-1000,,,21.0,20.8,No precipitation,6,,,,
07.01.2020 14:00,26.8,759.2,761.3,-2.3,68,Wind blowing from the east-southeast,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,27.7,,,600-1000,,,23.0,20.4,0.7,12,,,,
07.01.2020 11:00,26.4,761.5,763.6,,72,Wind blowing from the south-southeast,2,,5,70 – 80%., ,,,21.9,26.6,,,600-1000,,,23.0,20.9,0.7,6,,,,
07.01.2020 08:00,22.0,760.8,763.0,0.8,95,Wind blowing from the west,1,,5,50%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,,,600-1000,,,4.8,21.2,0.7,12,,,,
07.01.2020 05:00,22.5,760.0,762.1,,90,Wind blowing from the north,1,,7,, ,,,20.9,26.6,,,,,,14.0,20.8,No precipitation,6,,,,
07.01.2020 02:00,22.8,759.2,761.3,-1.6,89,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.6,,,2500 or more  or no clouds.,,,15.0,20.9,No precipitation,12,,,,
06.01.2020 23:00,22.4,760.8,763.0,,92,Wind blowing from the east,1,,7,, ,,,20.9,26.6,,,,,,11.0,21.0,No precipitation,6,,,,
06.01.2020 20:00,22.6,760.3,762.4,0.7,92,Wind blowing from the east-southeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.6,,,600-1000,,,10.0,21.2,Trace of precipitation,12,,,,
06.01.2020 17:00,24.8,759.6,761.8,,79,Wind blowing from the east,4,,6,70 – 80%., ,,,20.9,26.6,,,600-1000,,,16.0,20.9,Trace of precipitation,6,,,,
06.01.2020 14:00,25.1,760.4,762.6,-2.1,76,Wind blowing from the east,3,,6,70 – 80%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.6,,,300-600,,,15.0,20.6,2.0,12,,,,
06.01.2020 11:00,24.1,762.5,764.7,,87,Wind blowing from the north-west,1,,4,90  or more  but not 100%, ,,,20.9,25.7,,,600-1000,,,13.0,21.8,1.0,6,,,,
06.01.2020 08:00,21.2,761.7,763.9,1.3,96,Wind blowing from the west-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,3.2,20.5,2.0,12,,,,
06.01.2020 05:00,21.1,760.4,762.6,,95,Wind blowing from the north-west,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.9,25.7,,,,,,5.0,20.3,0.9,6,,,,
06.01.2020 02:00,21.4,761.0,763.2,-0.8,93,Wind blowing from the north,1,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,25.7,,,2500 or more  or no clouds.,,,7.0,20.2,No precipitation,12,,,,
05.01.2020 23:00,21.8,761.8,764.0,,89,Wind blowing from the north,1,,8,, ,,,17.9,25.7,,,,,,9.0,19.9,No precipitation,6,,,,
05.01.2020 20:00,21.7,761.5,763.7,0.9,89,Wind blowing from the north-east,1,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,25.7,,,600-1000,,,10.0,19.8,No precipitation,12,,,,
05.01.2020 17:00,23.9,760.6,762.8,,77,Wind blowing from the east,4,,8,70 – 80%., ,,,17.9,25.7,,,600-1000,,,14.0,19.6,No precipitation,6,,,,
05.01.2020 14:00,24.7,761.0,763.2,-1.9,72,Wind blowing from the east,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,25.7,,,600-1000,,,21.0,19.3,No precipitation,12,,,,
05.01.2020 11:00,24.1,762.9,765.1,,72,Wind blowing from the east,4,,8,70 – 80%., ,,,17.9,24.4,,,600-1000,,,22.0,18.7,No precipitation,6,,,,
05.01.2020 08:00,18.3,762.2,764.4,0.7,96,Wind blowing from the west-northwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,24.3,,,600-1000,,,4.2,17.7,No precipitation,12,,,,
05.01.2020 05:00,18.5,761.5,763.6,,94,Wind blowing from the north-northeast,1,,7,,Mist. ,,,18.5,24.3,,,,,,6.0,17.5,No precipitation,6,,,,
05.01.2020 02:00,19.3,761.9,764.1,-0.5,93,Wind blowing from the north-northwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.3,,,2500 or more  or no clouds.,,,7.0,18.1,No precipitation,12,,,,
04.01.2020 23:00,20.0,762.4,764.6,,89,Wind blowing from the north-northeast,1,,8,, ,,,19.1,24.3,,,,,,11.0,18.1,No precipitation,6,,,,
04.01.2020 20:00,21.1,762.1,764.2,1.2,84,Wind blowing from the north-northeast,1,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.3,,,600-1000,,,14.0,18.3,Trace of precipitation,12,,,,
04.01.2020 17:00,23.2,760.9,763.1,,75,Wind blowing from the east,4,,8,90  or more  but not 100%, ,,,19.1,24.3,,,600-1000,,,19.0,18.5,No precipitation,6,,,,
04.01.2020 14:00,23.6,761.8,763.9,-1.8,74,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.6,,,600-1000,,,22.0,18.7,Trace of precipitation,12,,,,
04.01.2020 11:00,23.9,763.6,765.7,,77,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%, ,,,19.1,24.8,,,600-1000,,,14.0,19.6,No precipitation,6,,,,
04.01.2020 08:00,19.1,763.0,765.1,1.0,96,Wind blowing from the north-west,0,,4,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,600-1000,,,3.1,18.4,Trace of precipitation,12,,,,
04.01.2020 05:00,19.6,762.0,764.2,,95,Wind blowing from the north-northwest,1,,7,,Mist. ,,,19.5,24.8,,,,,,4.8,18.8,No precipitation,6,,,,
04.01.2020 02:00,20.1,762.9,765.1,-1.0,93,Wind blowing from the north,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,24.8,,,2500 or more  or no clouds.,,,5.0,18.9,No precipitation,12,,,,
03.01.2020 23:00,20.0,763.9,766.1,,93,Wind blowing from the north,2,,9,,Mist. ,,,19.6,24.8,,,,,,6.0,18.8,No precipitation,6,,,,
03.01.2020 20:00,21.3,763.6,765.7,0.7,88,Wind blowing from the north-east,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,24.8,,,600-1000,,,11.0,19.2,No precipitation,12,,,,
03.01.2020 17:00,22.9,762.9,765.1,,78,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%, ,,,19.6,24.8,,,600-1000,,,18.0,18.9,No precipitation,6,,,,
03.01.2020 14:00,24.6,763.3,765.4,-2.0,69,Wind blowing from the east-northeast,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,24.8,,,600-1000,,,22.0,18.5,No precipitation,12,,,,
03.01.2020 11:00,22.8,765.3,767.5,,78,Wind blowing from the east-northeast,4,,7,70 – 80%., ,,,19.6,23.6,,,600-1000,,,14.0,18.8,No precipitation,6,,,,
03.01.2020 08:00,19.8,764.1,766.3,0.6,95,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,23.6,,,600-1000,,,4.7,19.0,No precipitation,12,,,,
03.01.2020 05:00,19.9,763.5,765.7,,93,Wind blowing from the north,1,,8,, ,,,19.8,23.6,,,,,,9.0,18.7,No precipitation,6,,,,
03.01.2020 02:00,20.7,764.3,766.5,-0.9,88,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,23.6,,,2500 or more  or no clouds.,,,14.0,18.6,No precipitation,12,,,,
02.01.2020 23:00,21.6,765.2,767.4,,83,Wind blowing from the east-northeast,3,,9,, ,,,20.0,23.6,,,,,,18.0,18.6,No precipitation,6,,,,
02.01.2020 20:00,21.6,764.8,767.0,0.8,85,Wind blowing from the east-northeast,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,23.6,,,600-1000,,,16.0,19.0,1.0,12,,,,
02.01.2020 17:00,22.4,764.0,766.2,,80,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%, ,,,20.0,23.6,,,600-1000,,,18.0,18.8,0.1,6,,,,
02.01.2020 14:00,23.4,764.6,766.8,-2.0,77,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,23.6,,,600-1000,,,18.0,19.1,1.0,12,,,,
02.01.2020 11:00,21.0,766.6,768.7,,93,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,23.0,,,300-600,,,4.7,19.8,1.0,6,,,,
02.01.2020 08:00,20.1,765.8,768.0,1.2,93,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,23.0,,,300-600,,,5.0,18.9,0.2,12,,,,
02.01.2020 05:00,20.3,764.6,766.8,,90,Wind blowing from the north,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,20.2,23.0,,,,,,12.0,18.6,No precipitation,6,,,,
02.01.2020 02:00,20.8,765.1,767.2,-0.9,89,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,23.0,,,2500 or more  or no clouds.,,,12.0,18.9,0.3,12,,,,
01.01.2020 23:00,21.2,766.0,768.1,,89,Wind blowing from the east-northeast,3,,11,,Rain (not freezing) not falling as shower(s). ,,,20.7,23.0,,,,,,12.0,19.3,No precipitation,6,,,,
01.01.2020 20:00,21.8,765.8,768.0,1.3,86,Wind blowing from the east-northeast,3,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,23.0,,,300-600,,,14.0,19.4,0.3,12,,,,
01.01.2020 17:00,21.7,764.5,766.7,,87,Wind blowing from the east-northeast,4,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,23.0,,,300-600,,,16.0,19.4,0.3,6,,,,
01.01.2020 14:00,22.7,764.8,766.9,-1.9,80,Wind blowing from the east-northeast,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,23.8,,,600-1000,,,25.0,19.1,0.1,12,,,,
01.01.2020 11:00,22.5,766.7,768.9,,81,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%, ,,,20.7,23.9,,,600-1000,,,22.0,19.1,0.1,6,,,,
01.01.2020 08:00,21.4,765.8,768.0,1.0,86,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,23.9,,,600-1000,,,18.0,19.0,0.5,12,,,,
01.01.2020 05:00,20.9,764.8,766.9,,89,Wind blowing from the north-east,4,,9,, ,,,20.7,23.9,,,,,,8.0,19.0,No precipitation,6,,,,
01.01.2020 02:00,21.2,765.2,767.4,-0.5,87,Wind blowing from the north-east,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,23.9,,,2500 or more  or no clouds.,,,9.0,19.0,0.8,12,,,,
31.12.2019 23:00,22.0,765.7,767.8,,84,Wind blowing from the east-northeast,5,,11,, ,,,21.6,23.9,,,,,,11.0,19.2,0.8,6,,,,
31.12.2019 20:00,21.9,764.8,767.0,1.2,88,Wind blowing from the east-northeast,4,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,23.9,,,600-1000,,,11.0,19.8,0.6,12,,,,
