Local time in Haikou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 17:00,24.5,753.9,759.5,,79,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,21.6,26.5,,,300-600,,,16.0,20.6,No precipitation,6,,,,
10.01.2020 14:00,24.3,754.8,760.4,-2.2,81,Wind blowing from the north-east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,26.5,,,300-600,,,12.0,20.8,No precipitation,12,,,,
10.01.2020 11:00,25.0,757.0,762.7,,72,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,21.6,26.1,,,300-600,,,20.0,19.6,No precipitation,6,,,,
10.01.2020 08:00,21.8,756.4,762.1,1.5,93,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,8.0,20.6,No precipitation,12,,,,
10.01.2020 05:00,21.7,754.9,760.6,,93,Wind blowing from the east-southeast,2,,8,, ,,,19.4,,,,,,,8.0,20.5,No precipitation,6,,,,
10.01.2020 02:00,21.9,755.4,761.0,-0.5,92,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,26.1,,,2500 or more  or no clouds.,,,8.0,20.5,No precipitation,12,,,,
09.01.2020 23:00,22.1,755.9,761.5,,90,Wind blowing from the east,3,,8,, ,,,19.4,26.1,,,,,,10.0,20.4,No precipitation,6,,,,
09.01.2020 20:00,22.1,755.4,761.1,0.2,89,Wind blowing from the east,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,26.1,,,300-600,,,10.0,20.2,No precipitation,12,,,,
09.01.2020 17:00,23.4,755.2,760.9,,83,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%, ,,,19.4,26.1,,,300-600,,,13.0,20.3,No precipitation,6,,,,
09.01.2020 14:00,25.0,756.0,761.7,-2.4,79,Wind blowing from the north-northeast,5,,7,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,26.2,,,300-600,,,16.0,21.1,No precipitation,12,,,,
09.01.2020 11:00,25.1,758.4,764.1,,73,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,26.2,,,300-600,,,21.0,19.9,No precipitation,6,,,,
09.01.2020 08:00,19.4,757.3,763.0,0.7,97,Wind blowing from the east-southeast,0,,7,50%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,300-600,,,0.8,18.9,No precipitation,12,,,,
09.01.2020 05:00,20.2,756.6,762.3,,95,Wind blowing from the east,1,,8,,Mist. ,,,19.3,26.2,,,,,,4.1,19.4,No precipitation,6,,,,
09.01.2020 02:00,20.6,757.0,762.7,-0.6,93,Wind blowing from the east,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.2,,,2500 or more  or no clouds.,,,4.2,19.4,No precipitation,12,,,,
08.01.2020 23:00,21.0,757.6,763.3,,90,Wind blowing from the east,3,,8,,Mist. ,,,19.3,26.2,,,,,,3.9,19.3,No precipitation,6,,,,
08.01.2020 20:00,21.4,757.2,762.9,0.8,84,Wind blowing from the east,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.2,,,300-600,,,10.0,18.6,No precipitation,12,,,,
08.01.2020 17:00,23.8,756.4,762.1,,75,Wind blowing from the east,4,,8,20–30%., ,,,19.3,26.2,,,300-600,,,18.0,19.1,No precipitation,6,,,,
08.01.2020 14:00,25.5,757.1,762.8,-2.3,68,Wind blowing from the north-east,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.1,,,300-600,,,21.0,19.2,No precipitation,12,,,,
08.01.2020 11:00,22.7,759.4,765.1,,86,Wind blowing from the north-east,3,,6,90  or more  but not 100%, ,,,19.3,,,,300-600,,,13.0,20.2,No precipitation,6,,,,
08.01.2020 08:00,19.6,758.3,764.0,1.0,95,Wind blowing from the north,0,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,2500 or more  or no clouds.,,,11.0,18.8,No precipitation,12,,,,
08.01.2020 05:00,20.5,757.3,763.0,,89,Wind blowing from the east,2,,6,, ,,,20.3,27.5,,,,,,18.0,18.6,No precipitation,6,,,,
08.01.2020 02:00,20.4,757.6,763.3,0.0,92,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,27.5,,,2500 or more  or no clouds.,,,14.0,19.1,No precipitation,12,,,,
07.01.2020 23:00,20.8,757.6,763.3,,94,Wind blowing from the south-east,2,,10,,Mist. ,,,20.8,27.5,,,,,,5.0,19.8,No precipitation,6,,,,
07.01.2020 20:00,22.5,757.0,762.7,1.1,87,Wind blowing from the east,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,27.5,,,300-600,,,14.0,20.2,No precipitation,12,,,,
07.01.2020 17:00,24.0,755.9,761.6,,80,Wind blowing from the east,3,,10,20–30%., ,,,21.1,27.5,,,300-600,,,18.0,20.3,No precipitation,6,,,,
07.01.2020 14:00,24.3,756.4,762.1,-1.6,82,Wind blowing from the north-northeast,4,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,27.5,,,300-600,,,13.0,21.0,No precipitation,12,,,,
07.01.2020 11:00,25.9,758.0,763.6,,72,Wind blowing from the east-southeast,3,,8,20–30%., ,,,21.1,25.9,,,300-600,,,26.0,20.5,No precipitation,6,,,,
07.01.2020 08:00,21.3,757.1,762.8,0.5,96,Wind blowing from the south-east,2,,8,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,25.5,,,300-600,,,6.0,20.6,No precipitation,12,,,,
07.01.2020 05:00,21.9,756.6,762.2,,93,Wind blowing from the east,1,,8,, ,,,21.3,25.5,,,,,,13.0,20.7,No precipitation,6,,,,
07.01.2020 02:00,21.7,756.2,761.8,-1.2,93,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,25.5,,,2500 or more  or no clouds.,,,13.0,20.5,No precipitation,12,,,,
06.01.2020 23:00,22.5,757.4,763.0,,90,Wind blowing from the east-southeast,3,,8,, ,,,21.2,25.5,,,,,,14.0,20.8,No precipitation,6,,,,
06.01.2020 20:00,23.0,756.7,762.4,0.9,85,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,25.5,,,300-600,,,16.0,20.3,No precipitation,12,,,,
06.01.2020 17:00,25.0,755.8,761.4,,78,Wind blowing from the east,3,,7,70 – 80%., ,,,21.2,25.5,,,300-600,,,18.0,20.9,No precipitation,6,,,,
06.01.2020 14:00,25.2,757.0,762.7,-2.3,78,Wind blowing from the north-east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,25.5,,,300-600,,,13.0,21.1,No precipitation,12,,,,
06.01.2020 11:00,25.1,759.3,765.0,,73,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,21.2,26.7,,,300-600,,,19.0,19.9,No precipitation,6,,,,
06.01.2020 08:00,21.8,758.2,763.9,1.0,93,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,8.0,20.6,No precipitation,12,,,,
06.01.2020 05:00,21.3,757.2,762.9,,93,Wind blowing from the east,2,,8,, ,,,19.3,,,,,,,8.0,20.1,No precipitation,6,,,,
06.01.2020 02:00,21.4,757.9,763.6,-0.6,91,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.7,,,2500 or more  or no clouds.,,,9.0,19.9,No precipitation,12,,,,
05.01.2020 23:00,21.3,758.5,764.2,,89,Wind blowing from the east,3,,9,, ,,,19.3,26.7,,,,,,10.0,19.4,No precipitation,6,,,,
05.01.2020 20:00,21.7,758.0,763.7,1.0,86,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.7,,,300-600,,,13.0,19.3,No precipitation,12,,,,
05.01.2020 17:00,22.8,757.0,762.7,,83,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%, ,,,19.3,26.7,,,300-600,,,14.0,19.8,No precipitation,6,,,,
05.01.2020 14:00,25.1,757.6,763.3,-1.9,72,Wind blowing from the east-northeast,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.7,,,300-600,,,20.0,19.7,No precipitation,12,,,,
05.01.2020 11:00,23.7,759.5,765.2,,73,Wind blowing from the east,5,,9,70 – 80%., ,,,19.3,25.0,,,300-600,,,20.0,18.6,No precipitation,6,,,,
05.01.2020 08:00,19.9,758.7,764.4,1.1,91,Wind blowing from the east,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,300-600,,,9.0,18.4,No precipitation,12,,,,
05.01.2020 05:00,19.7,757.6,763.3,,89,Wind blowing from the east,3,,8,, ,,,19.5,25.0,,,,,,12.0,17.8,No precipitation,6,,,,
05.01.2020 02:00,20.2,758.4,764.1,-0.7,88,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.0,,,2500 or more  or no clouds.,,,13.0,18.1,No precipitation,12,,,,
04.01.2020 23:00,20.7,759.1,764.8,,80,Wind blowing from the east,3,,8,, ,,,19.5,25.0,,,,,,23.0,17.1,No precipitation,6,,,,
04.01.2020 20:00,21.3,758.5,764.2,1.2,78,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.0,,,300-600,,,21.0,17.3,No precipitation,12,,,,
04.01.2020 17:00,23.4,757.3,763.0,,73,Wind blowing from the east,4,,8,40%., ,,,19.5,25.0,,,300-600,,,24.0,18.3,No precipitation,6,,,,
04.01.2020 14:00,24.4,758.2,763.9,-2.0,69,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.0,,,300-600,,,30.0,18.3,No precipitation,12,,,,
04.01.2020 11:00,23.5,760.2,765.9,,74,Wind blowing from the east,4,,7,60%., ,,,19.5,25.6,,,300-600,,,24.0,18.6,No precipitation,6,,,,
04.01.2020 08:00,19.8,759.7,765.4,1.2,95,Wind blowing from the east,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,,,,300-600,,,8.0,19.0,No precipitation,12,,,,
04.01.2020 05:00,19.8,758.5,764.2,,93,Wind blowing from the east,2,,9,, ,,,19.4,25.6,,,,,,9.0,18.6,No precipitation,6,,,,
04.01.2020 02:00,20.0,759.4,765.1,-1.2,92,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,25.6,,,2500 or more  or no clouds.,,,8.0,18.7,No precipitation,12,,,,
03.01.2020 23:00,20.5,760.6,766.3,,89,Wind blowing from the east,3,,9,, ,,,19.3,25.6,,,,,,10.0,18.6,No precipitation,6,,,,
03.01.2020 20:00,20.9,760.1,765.9,0.7,86,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,25.6,,,300-600,,,13.0,18.5,No precipitation,12,,,,
03.01.2020 17:00,22.4,759.4,765.1,,78,Wind blowing from the east,4,,9,90  or more  but not 100%, ,,,19.3,25.6,,,300-600,,,19.0,18.4,No precipitation,6,,,,
03.01.2020 14:00,24.5,759.7,765.4,-1.9,66,Wind blowing from the east,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,25.6,,,300-600,,,27.0,17.7,No precipitation,12,,,,
03.01.2020 11:00,24.2,761.6,767.3,,68,Wind blowing from the east,4,,7,20–30%., ,,,19.3,25.3,,,300-600,,,22.0,17.9,No precipitation,6,,,,
03.01.2020 08:00,20.4,760.8,766.6,0.7,88,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,300-600,,,13.0,18.3,No precipitation,12,,,,
03.01.2020 05:00,19.4,760.1,765.8,,92,Wind blowing from the east,2,,8,, ,,,19.3,25.3,,,,,,11.0,18.1,No precipitation,6,,,,
03.01.2020 02:00,19.8,760.7,766.4,-0.9,90,Wind blowing from the east-southeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,25.3,,,2500 or more  or no clouds.,,,13.0,18.1,No precipitation,12,,,,
02.01.2020 23:00,20.3,761.6,767.3,,87,Wind blowing from the east,3,,8,, ,,,19.7,25.3,,,,,,16.0,18.1,No precipitation,6,,,,
02.01.2020 20:00,21.1,761.2,767.0,0.9,83,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,25.3,,,300-600,,,19.0,18.1,No precipitation,12,,,,
02.01.2020 17:00,23.1,760.3,766.0,,71,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,19.7,25.3,,,300-600,,,26.0,17.6,No precipitation,6,,,,
02.01.2020 14:00,24.8,760.9,766.6,-2.4,65,Wind blowing from the east,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,25.1,,,300-600,,,29.0,17.8,No precipitation,12,,,,
02.01.2020 11:00,22.6,763.3,769.0,,79,Wind blowing from the east,3,,8,90  or more  but not 100%, ,,,19.7,22.6,,,300-600,,,22.0,18.8,No precipitation,6,,,,
02.01.2020 08:00,20.5,762.7,768.4,1.2,89,Wind blowing from the east,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,,,,300-600,,,16.0,18.6,No precipitation,12,,,,
02.01.2020 05:00,19.9,761.5,767.2,,91,Wind blowing from the east-northeast,2,,8,, ,,,19.9,,,,,,,15.0,18.4,No precipitation,6,,,,
02.01.2020 02:00,20.2,761.8,767.5,-0.9,88,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,21.6,,,2500 or more  or no clouds.,,,19.0,18.1,0.2,12,,,,
01.01.2020 23:00,20.1,762.7,768.4,,89,Wind blowing from the east,3,,9,, ,,,19.9,21.6,,,,,,15.0,18.2,Trace of precipitation,6,,,,
01.01.2020 20:00,19.9,762.6,768.4,,93,Wind blowing from the east,3,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,21.6,,,300-600,,,8.0,18.7,0.2,12,,,,
01.01.2020 17:00,20.2,761.5,767.2,,92,Wind blowing from the east,4,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,21.6,,,300-600,,,11.0,18.9,0.2,6,,,,
