Local time in Sanya (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 17:00,21.3,723.5,759.7,,96,Wind blowing from the east,6,,10,, ,,,18.2,24.9,,,,,,15.0,20.6,No precipitation,6,,,,
11.01.2020 14:00,23.4,724.0,760.1,-1.8,83,Wind blowing from the east-southeast,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.9,,,2500 or more  or no clouds.,,,19.0,20.3,No precipitation,12,,,,
11.01.2020 11:00,24.3,725.8,761.8,,70,Wind blowing from the east-northeast,4,,11,90  or more  but not 100%, ,,,18.2,24.5,,,,,,30.0,18.5,No precipitation,6,,,,
11.01.2020 08:00,18.8,724.7,761.1,1.1,95,Wind blowing from the north-east,6,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,300-600,,,19.0,18.0,No precipitation,12,,,,
11.01.2020 05:00,18.6,723.6,759.8,,100,Wind blowing from the north-east,8,,11,,Mist. ,,,18.6,24.3,,,,,,7.0,18.6,No precipitation,6,,,,
11.01.2020 02:00,19.1,724.3,760.4,-0.3,100,Wind blowing from the east-northeast,6,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.3,,,2500 or more  or no clouds.,,,5.0,19.1,No precipitation,12,,,,
10.01.2020 23:00,19.6,724.6,760.8,,100,Wind blowing from the east,6,,10,,Mist. ,,,18.7,24.3,,,,,,6.0,19.6,No precipitation,6,,,,
10.01.2020 20:00,19.8,724.1,760.4,0.6,100,Wind blowing from the east,7,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.3,,,200-300,,,20.0,19.8,No precipitation,12,,,,
10.01.2020 17:00,21.9,723.5,759.7,,91,Wind blowing from the east,5,,9,90  or more  but not 100%, ,,,18.7,24.3,,,,,,19.0,20.4,No precipitation,6,,,,
10.01.2020 14:00,23.2,724.4,760.5,-1.8,82,Wind blowing from the east,5,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.3,,,300-600,,,20.0,20.0,0.1,12,,,,
10.01.2020 11:00,22.0,726.2,762.4,,87,Wind blowing from the north-east,5,,9,90  or more  but not 100%, ,,,18.7,24.4,,,,,,20.0,19.7,No precipitation,6,,,,
10.01.2020 08:00,19.2,725.5,761.8,1.1,100,Wind blowing from the north-east,5,,11,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,300-600,,,20.0,19.2,0.3,12,,,,
10.01.2020 05:00,19.2,724.4,760.6,,100,Wind blowing from the east-northeast,5,,12,,Mist. ,,,18.6,,,,,,,5.0,19.2,0.3,6,,,,
10.01.2020 02:00,19.5,724.7,760.8,-0.4,100,Wind blowing from the east-northeast,5,,12,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,24.4,,,2500 or more  or no clouds.,,,2.1,19.5,0.2,12,,,,
09.01.2020 23:00,20.1,725.1,761.2,,100,Wind blowing from the east-northeast,4,,12,, ,,,18.6,24.4,,,,,,8.0,20.1,No precipitation,6,,,,
09.01.2020 20:00,20.1,724.7,761.1,0.4,100,Wind blowing from the east,8,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,24.4,,,2500 or more  or no clouds.,,,20.0,20.1,No precipitation,12,,,,
09.01.2020 17:00,21.1,724.3,760.6,,94,Wind blowing from the east,7,,10,40%., ,,,18.6,24.4,,,300-600,,,18.0,20.1,No precipitation,6,,,,
09.01.2020 14:00,23.4,725.3,761.5,-2.0,78,Wind blowing from the east-southeast,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,24.4,,,2500 or more  or no clouds.,,,23.0,19.3,No precipitation,12,,,,
09.01.2020 11:00,23.6,727.3,763.5,,78,Wind blowing from the north-east,6,,14,90  or more  but not 100%, ,,,18.6,23.9,,,,,,23.0,19.5,No precipitation,6,,,,
09.01.2020 08:00,19.1,726.2,762.7,0.7,100,Wind blowing from the north-east,8,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,200-300,,,15.0,19.1,No precipitation,12,,,,
09.01.2020 05:00,18.6,725.5,761.9,,100,Wind blowing from the east-northeast,7,,14,, ,,,18.6,23.9,,,,,,9.0,18.6,No precipitation,6,,,,
09.01.2020 02:00,19.0,726.1,762.3,-0.4,100,Wind blowing from the east-northeast,7,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,23.9,,,2500 or more  or no clouds.,,,11.0,19.0,No precipitation,12,,,,
08.01.2020 23:00,19.2,726.5,762.7,,100,Wind blowing from the east-northeast,9,,14,, ,,,18.7,23.9,,,,,,12.0,19.2,No precipitation,6,,,,
08.01.2020 20:00,19.8,726.0,762.4,0.7,95,Wind blowing from the east-northeast,9,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,23.9,,,300-600,,,18.0,19.0,No precipitation,12,,,,
08.01.2020 17:00,21.0,725.3,761.6,,84,Wind blowing from the east,7,,14,, ,,,18.7,23.9,,,,,,26.0,18.2,No precipitation,6,,,,
08.01.2020 14:00,22.7,725.9,762.1,-2.0,77,Wind blowing from the east,7,,14,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,25.0,,,300-600,,,26.0,18.5,No precipitation,12,,,,
08.01.2020 11:00,23.5,727.9,764.2,,66,Wind blowing from the north-east,8,,14,, ,,,18.7,25.0,,,,,,30.0,16.8,No precipitation,6,,,,
08.01.2020 08:00,19.8,726.7,763.1,,91,Wind blowing from the north-east,9,,14,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,300-600,,,24.0,18.3,No precipitation,12,,,,
08.01.2020 05:00,19.0,726.0,762.3,,100,Wind blowing from the east-northeast,6,,11,,Fog or ice fog. ,,,19.0,25.0,,,,,,3.8,19.0,No precipitation,6,,,,
08.01.2020 02:00,20.3,726.9,763.0,-0.3,100,Wind blowing from the east,4,,10,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.0,,,2500 or more  or no clouds.,,,0.2,20.3,No precipitation,12,,,,
07.01.2020 23:00,20.5,727.2,763.4,,100,Wind blowing from the east,5,,9,,Mist. ,,,19.0,25.0,,,,,,2.2,20.5,No precipitation,6,,,,
07.01.2020 20:00,20.4,726.3,762.7,1.2,100,Wind blowing from the east,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.0,,,2500 or more  or no clouds.,,,21.0,20.4,No precipitation,12,,,,
07.01.2020 17:00,22.2,725.1,761.3,,92,Wind blowing from the south-east,2,,8,50%., ,,,19.0,25.0,,,300-600,,,17.0,20.8,No precipitation,6,,,,
07.01.2020 14:00,24.1,725.5,761.5,-2.2,79,Wind blowing from the east,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,24.1,,,300-600,,,25.0,20.2,No precipitation,12,,,,
07.01.2020 11:00,22.2,727.7,764.0,,91,Wind blowing from the east,5,,11,70 – 80%., ,,,19.0,24.2,,,300-600,,,19.0,20.7,No precipitation,6,,,,
07.01.2020 08:00,19.5,726.7,763.2,0.9,100,Wind blowing from the east,4,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,,,,2500 or more  or no clouds.,,,6.0,19.5,No precipitation,12,,,,
07.01.2020 05:00,19.4,725.8,762.1,,100,Wind blowing from the north-east,5,,12,,Fog or ice fog. ,,,18.9,,,,,,,2.3,19.4,No precipitation,6,,,,
07.01.2020 02:00,19.9,725.4,761.5,,100,Wind blowing from the east,6,,12,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.2,,,2500 or more  or no clouds.,,,0.3,19.9,No precipitation,12,,,,
06.01.2020 23:00,20.3,726.3,762.4,,100,Wind blowing from the east,8,,12,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,18.5,24.2,,,,,,0.1,20.3,No precipitation,6,,,,
06.01.2020 20:00,20.1,726.0,762.4,0.6,100,Wind blowing from the east,9,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.2,,,2500 or more  or no clouds.,,,20.0,20.1,No precipitation,12,,,,
06.01.2020 17:00,21.3,725.4,761.7,,99,Wind blowing from the east,6,,11,60%., ,,,18.5,24.2,,,300-600,,,11.0,21.1,No precipitation,6,,,,
06.01.2020 14:00,23.5,726.4,762.6,,84,Wind blowing from the east,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.2,,,300-600,,,19.0,20.6,No precipitation,12,,,,
06.01.2020 11:00,22.8,728.4,764.8,,86,Wind blowing from the east,4,,13,50%., ,,,18.5,23.1,,,300-600,,,19.0,20.3,No precipitation,6,,,,
06.01.2020 08:00,19.8,727.3,763.8,1.2,99,Wind blowing from the east-northeast,6,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,,,,2500 or more  or no clouds.,,,17.0,19.6,No precipitation,12,,,,
06.01.2020 05:00,18.9,726.1,762.4,,100,Wind blowing from the east-northeast,7,,14,, ,,,17.6,23.1,,,,,,13.0,18.9,No precipitation,6,,,,
06.01.2020 02:00,19.0,726.7,763.0,-0.6,100,Wind blowing from the north-east,8,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,23.1,,,2500 or more  or no clouds.,,,12.0,19.0,No precipitation,12,,,,
05.01.2020 23:00,19.2,727.3,763.6,,100,Wind blowing from the east-northeast,8,,15,, ,,,17.6,23.1,,,,,,12.0,19.2,No precipitation,6,,,,
05.01.2020 20:00,19.6,726.7,763.3,0.4,97,Wind blowing from the east-northeast,9,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,23.1,,,200-300,,,15.0,19.1,No precipitation,12,,,,
05.01.2020 17:00,21.5,726.3,762.7,,78,Wind blowing from the east-northeast,4,,16,, ,,,17.6,23.1,,,,,,26.0,17.5,No precipitation,6,,,,
05.01.2020 14:00,22.8,726.7,763.0,,77,Wind blowing from the north-east,5,,16,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,23.1,,,300-600,,,25.0,18.6,No precipitation,12,,,,
05.01.2020 11:00,21.3,728.5,765.0,,85,Wind blowing from the east-northeast,8,,16,, ,,,17.6,23.3,,,,,,17.0,18.7,No precipitation,6,,,,
05.01.2020 08:00,18.1,727.4,764.0,1.0,99,Wind blowing from the east-northeast,9,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,,,,300-600,,,13.0,17.9,No precipitation,12,,,,
05.01.2020 05:00,18.1,726.4,763.0,,94,Wind blowing from the east-northeast,10,,16,, ,,,17.9,23.3,,,,,,21.0,17.1,No precipitation,6,,,,
05.01.2020 02:00,18.1,727.0,763.4,-0.5,94,Wind blowing from the north-east,9,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,23.3,,,2500 or more  or no clouds.,,,21.0,17.1,No precipitation,12,,,,
04.01.2020 23:00,18.8,727.5,763.9,,100,Wind blowing from the east-northeast,7,,15,, ,,,18.2,23.3,,,,,,10.0,18.8,No precipitation,6,,,,
04.01.2020 20:00,19.2,727.2,763.7,1.3,100,Wind blowing from the east-northeast,7,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,23.3,,,2500 or more  or no clouds.,,,12.0,19.2,No precipitation,12,,,,
04.01.2020 17:00,20.1,725.9,762.4,,91,Wind blowing from the east-northeast,8,,13,60%., ,,,18.2,23.3,,,300-600,,,18.0,18.6,No precipitation,6,,,,
04.01.2020 14:00,22.4,727.3,763.6,-1.6,84,Wind blowing from the east-northeast,6,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,23.3,,,300-600,,,20.0,19.6,No precipitation,12,,,,
04.01.2020 11:00,21.7,728.9,765.4,,85,Wind blowing from the east-northeast,7,,15,70 – 80%., ,,,18.2,22.9,,,300-600,,,21.0,19.1,No precipitation,6,,,,
04.01.2020 08:00,18.9,728.1,764.7,0.8,99,Wind blowing from the east-northeast,7,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,300-600,,,15.0,18.7,No precipitation,12,,,,
04.01.2020 05:00,18.7,727.3,763.8,,96,Wind blowing from the north-east,7,,15,, ,,,18.2,22.9,,,,,,20.0,18.0,No precipitation,6,,,,
04.01.2020 02:00,18.5,728.2,764.7,-0.9,96,Wind blowing from the north-east,8,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,22.9,,,2500 or more  or no clouds.,,,18.0,17.9,No precipitation,12,,,,
03.01.2020 23:00,18.5,729.1,765.6,,100,Wind blowing from the north-east,7,,15,, ,,,18.2,22.9,,,,,,13.0,18.5,No precipitation,6,,,,
03.01.2020 20:00,19.2,728.5,765.1,0.4,99,Wind blowing from the north-east,9,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,22.9,,,300-600,,,17.0,19.0,No precipitation,12,,,,
03.01.2020 17:00,21.1,728.1,764.5,,82,Wind blowing from the east-northeast,6,,15,60%., ,,,18.2,22.9,,,300-600,,,15.0,17.9,No precipitation,6,,,,
03.01.2020 14:00,21.5,728.8,765.2,-1.5,78,Wind blowing from the east-northeast,8,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,22.9,,,300-600,,,27.0,17.5,No precipitation,12,,,,
03.01.2020 11:00,21.5,730.3,766.9,,81,Wind blowing from the east-northeast,7,,13,, ,,,18.2,22.7,,,,,,24.0,18.1,No precipitation,6,,,,
03.01.2020 08:00,19.1,729.4,766.0,0.6,93,Wind blowing from the north-east,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,2500 or more  or no clouds.,,,21.0,17.9,No precipitation,12,,,,
03.01.2020 05:00,18.5,728.8,765.4,,100,Wind blowing from the north-east,7,,16,, ,,,18.2,,,,,,,11.0,18.5,No precipitation,6,,,,
03.01.2020 02:00,18.7,729.7,766.1,-0.7,100,Wind blowing from the north-east,8,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,22.7,,,2500 or more  or no clouds.,,,11.0,18.7,No precipitation,12,,,,
02.01.2020 23:00,19.1,730.4,766.9,,100,Wind blowing from the east-northeast,7,,16,, ,,,18.4,22.7,,,,,,11.0,19.1,No precipitation,6,,,,
02.01.2020 20:00,19.2,729.7,766.3,,98,Wind blowing from the east-northeast,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,22.7,,,2500 or more  or no clouds.,,,14.0,18.9,No precipitation,12,,,,
