Local time in Tailai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 05:00,-20.4,753.4,767.4,,79,Wind blowing from the south,2,,3,,Haze. ,,,-23.4,-5.7,,,,,,7.0,-23.1,No precipitation,6,,,,
10.01.2020 02:00,-18.5,754.0,768.0,,80,Wind blowing from the south,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-5.7,,,2500 or more  or no clouds.,,,5.0,-21.1,No precipitation,12,,,,
09.01.2020 20:00,-15.2,755.1,769.3,-0.4,75,Wind blowing from the south-southwest,2,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-5.7,,,2500 or more  or no clouds.,,,5.0,-18.6,No precipitation,12,,,,
09.01.2020 17:00,-10.5,755.5,769.7,,62,Wind blowing from the south,2,,3,40%., ,,,-23.8,-5.7,,,2500 or more  or no clouds.,,,9.0,-16.4,No precipitation,6,,,,
09.01.2020 14:00,-7.8,755.5,769.6,-0.9,53,Wind blowing from the south,2,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-5.7,,,2500 or more  or no clouds.,,,11.0,-15.7,No precipitation,12,,,,
09.01.2020 11:00,-10.6,756.4,770.6,,65,Wind blowing from the west-northwest,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-7.8,,,2500 or more  or no clouds.,,,5.0,-15.9,No precipitation,6,,,,
09.01.2020 08:00,-19.5,756.7,771.0,0.6,78,Wind blowing from the south,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,,,,2500 or more  or no clouds.,,,5.0,-22.4,No precipitation,12,,,,
09.01.2020 05:00,-23.0,756.1,770.3,,75,Wind blowing from the south-west,1,,3,,Haze. ,,,-23.8,-7.8,,,,,,5.0,-26.2,No precipitation,6,,,,
09.01.2020 02:00,-23.5,756.4,770.5,,75,Wind blowing from the north-northeast,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-7.8,,,2500 or more  or no clouds.,,,3.5,-26.7,No precipitation,12,,,,
08.01.2020 20:00,-19.6,756.1,770.4,0.4,77,Wind blowing from the north-northwest,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-7.8,,,,,,5.0,-22.6,No precipitation,12,,,,
08.01.2020 17:00,-11.8,755.7,769.6,,67,Wind blowing from the north,1,,8,no clouds, ,,,-15.6,-7.8,,,,,,8.0,-16.7,No precipitation,6,,,,
08.01.2020 14:00,-7.9,755.2,769.0,-0.9,58,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-7.8,,,,,,12.0,-14.9,No precipitation,12,,,,
08.01.2020 11:00,-10.0,756.1,770.0,,66,Wind blowing from the north,4,,8,no clouds, ,,,-15.6,-9.0,,,,,,13.0,-15.3,No precipitation,6,,,,
08.01.2020 08:00,-15.5,756.2,770.2,0.5,74,Wind blowing from the north-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-9.0,,,,,,18.0,-19.1,No precipitation,12,,,,
08.01.2020 05:00,-12.0,755.7,769.6,,70,Calm  no wind,0,,,,Snow not falling as shower(s). ,,,-13.4,-9.0,,,,,,19.0,-16.4,No precipitation,6,,,,
08.01.2020 02:00,-13.2,756.3,770.2,,76,Wind blowing from the north,4,,10,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-9.0,,,,,,24.0,-16.5,No precipitation,6,,,,
07.01.2020 20:00,-11.5,757.0,771.0,-0.1,76,Wind blowing from the north-northeast,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-9.0,,,2500 or more  or no clouds.,,,11.0,-14.9,No precipitation,12,,,,
07.01.2020 17:00,-10.8,757.1,771.0,,75,Wind blowing from the north,5,,12,50%., ,,,-12.9,-9.0,,,2500 or more  or no clouds.,,,11.0,-14.4,No precipitation,6,,,,
07.01.2020 14:00,-9.3,756.6,770.4,-0.7,72,Wind blowing from the north,7,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-9.0,,,2500 or more  or no clouds.,,,10.0,-13.4,No precipitation,12,,,,
07.01.2020 11:00,-9.8,757.3,771.1,,74,Wind blowing from the north,6,,8,no clouds, ,,,-12.9,-9.8,,,,,,7.0,-13.6,No precipitation,6,,,,
07.01.2020 08:00,-12.3,757.3,771.3,,82,Wind blowing from the north,4,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-10.0,,,,,,5.0,-14.7,No precipitation,6,,,,
07.01.2020 05:00,-11.2,756.5,770.4,,81,Wind blowing from the north-northwest,5,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-10.0,,,,,,2.7,-13.8,No precipitation,6,,,,
07.01.2020 02:00,-10.6,756.5,770.4,,81,Wind blowing from the north-northwest,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.0,,,2500 or more  or no clouds.,,,2.3,-13.2,1.0,12,,,,
06.01.2020 20:00,-11.5,756.2,770.2,0.6,82,Wind blowing from the north,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-10.0,,,2500 or more  or no clouds.,,,1.2,-14.0,1.0,12,,,,
06.01.2020 17:00,-10.7,755.6,769.6,,82,Wind blowing from the north,3,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-9.8,,,2500 or more  or no clouds.,,,0.9,-13.2,0.3,6,,,,
06.01.2020 14:00,-10.9,755.8,769.7,-0.2,74,Wind blowing from the north,4,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,,,,2500 or more  or no clouds.,,,1.5,-14.6,No precipitation,12,,,,
06.01.2020 11:00,-12.0,756.0,770.0,,79,Wind blowing from the north-east,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,,,,2500 or more  or no clouds.,,,1.9,-14.9,No precipitation,6,,,,
06.01.2020 08:00,-14.1,757.3,771.4,0.4,83,Wind blowing from the north,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.8,-16.4,No precipitation,12,,,,
06.01.2020 05:00,-13.9,756.9,770.8,,82,Wind blowing from the north-east,1,,,,Mist. ,,,-17.7,-3.1,,,,,,2.0,-16.3,No precipitation,6,,,,
06.01.2020 02:00,-14.8,757.9,771.7,,81,Wind blowing from the south-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-3.1,,,2500 or more  or no clouds.,,,4.1,-17.3,No precipitation,12,,,,
05.01.2020 20:00,-13.2,758.1,772.3,-0.4,78,Wind blowing from the south-southeast,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-3.1,,,2500 or more  or no clouds.,,,8.0,-16.2,No precipitation,12,,,,
05.01.2020 17:00,-9.8,758.5,772.5,,71,Wind blowing from the south,2,,5,20–30%., ,,,-18.9,-3.1,,,2500 or more  or no clouds.,,,10.0,-14.1,No precipitation,6,,,,
05.01.2020 14:00,-3.2,757.6,771.5,,51,Wind blowing from the south-west,2,,4,no clouds, ,,,-18.9,-3.1,,,,,,11.0,-11.9,No precipitation,6,,,,
05.01.2020 11:00,-7.4,758.9,772.9,,62,Wind blowing from the south-southwest,2,,4,no clouds, ,,,-18.9,-7.0,,,,,,9.0,-13.6,No precipitation,6,,,,
05.01.2020 08:00,-17.7,758.7,772.9,0.8,76,Wind blowing from the south,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,,,,2500 or more  or no clouds.,,,8.0,-20.9,No precipitation,12,,,,
05.01.2020 05:00,-16.7,757.9,771.9,,79,Wind blowing from the south,2,,4,, ,,,-21.9,-7.0,,,,,,11.0,-19.5,No precipitation,6,,,,
05.01.2020 02:00,-18.5,758.0,772.0,,78,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-7.0,,,2500 or more  or no clouds.,,,7.0,-21.4,No precipitation,12,,,,
04.01.2020 20:00,-14.5,757.9,772.1,0.7,76,Wind blowing from the south-southwest,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-7.0,,,,,,8.0,-17.8,No precipitation,12,,,,
04.01.2020 17:00,-11.1,757.2,771.3,,67,Wind blowing from the south,2,,4,no clouds, ,,,-22.0,-7.0,,,,,,5.0,-16.0,No precipitation,6,,,,
04.01.2020 14:00,-7.2,756.7,770.7,-0.3,52,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-7.0,,,,,,20.0,-15.4,No precipitation,12,,,,
04.01.2020 11:00,-10.1,757.0,771.1,,64,Wind blowing from the west-northwest,2,,3,no clouds, ,,,-22.0,-7.4,,,,,,12.0,-15.6,No precipitation,6,,,,
04.01.2020 08:00,-21.4,756.4,770.5,1.5,76,Wind blowing from the west-northwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-7.4,,,,,,4.6,-24.5,No precipitation,12,,,,
04.01.2020 05:00,-20.1,754.9,769.0,,78,Wind blowing from the north-northwest,1,,3,,Haze. ,,,-25.1,-7.4,,,,,,5.0,-22.9,No precipitation,6,,,,
04.01.2020 02:00,-21.5,754.0,768.1,,77,Wind blowing from the north-northwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-7.4,,,2500 or more  or no clouds.,,,6.0,-24.5,No precipitation,12,,,,
03.01.2020 20:00,-13.0,753.5,767.8,-0.9,68,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-7.4,,,,,,8.0,-17.7,No precipitation,12,,,,
03.01.2020 17:00,-11.8,754.4,768.7,,63,Wind blowing from the south-southwest,2,,4,no clouds, ,,,-25.1,-7.4,,,,,,11.0,-17.4,No precipitation,6,,,,
03.01.2020 14:00,-7.8,754.6,768.7,-0.9,49,Wind blowing from the south-west,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-7.4,,,2500 or more  or no clouds.,,,19.0,-16.7,No precipitation,12,,,,
03.01.2020 11:00,-11.6,755.5,769.6,,59,Wind blowing from the west-northwest,2,,3,no clouds, ,,,-25.1,-7.4,,,,,,8.0,-18.0,No precipitation,6,,,,
03.01.2020 08:00,-24.8,755.6,769.9,0.7,74,Wind blowing from the south-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-7.4,,,,,,6.0,-28.1,No precipitation,12,,,,
03.01.2020 05:00,-24.3,754.9,769.1,,73,Calm  no wind,0,,,, ,,,-25.3,-7.4,,,,,,16.0,-27.8,No precipitation,6,,,,
03.01.2020 02:00,-21.1,754.9,768.9,,73,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-7.4,,,2500 or more  or no clouds.,,,14.0,-24.7,No precipitation,12,,,,
02.01.2020 20:00,-14.8,754.6,768.9,-0.2,64,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-7.4,,,,,,12.0,-20.1,No precipitation,12,,,,
02.01.2020 17:00,-11.5,754.8,768.9,,57,Wind blowing from the south-southwest,3,,5,no clouds, ,,,-25.3,-7.4,,,,,,7.0,-18.3,No precipitation,6,,,,
02.01.2020 14:00,-8.1,754.9,768.9,-1.2,43,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-8.1,,,,,,30.0,-18.5,No precipitation,12,,,,
02.01.2020 11:00,-14.1,756.1,770.3,,52,Wind blowing from the west-northwest,3,,4,no clouds, ,,,-25.3,-10.7,,,,,,10.0,-22.0,No precipitation,6,,,,
02.01.2020 08:00,-24.3,756.8,771.2,,75,Wind blowing from the south-southwest,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-10.7,,,,,,5.0,-27.5,No precipitation,6,,,,
02.01.2020 05:00,-21.3,756.4,770.7,,75,Wind blowing from the south-southwest,2,,4,, ,,,-26.5,-10.7,,,,,,9.0,-24.6,No precipitation,6,,,,
02.01.2020 02:00,-19.9,757.3,771.4,,69,Wind blowing from the south-southwest,3,,4,, ,,,-26.5,-10.7,,,,,,8.0,-24.1,No precipitation,6,,,,
01.01.2020 20:00,-17.6,759.1,773.6,,68,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-10.7,,,,,,6.0,-22.1,No precipitation,12,,,,
01.01.2020 17:00,-15.8,759.4,773.9,,62,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-26.5,-10.7,,,,,,13.0,-21.4,No precipitation,6,,,,
01.01.2020 14:00,-10.7,759.1,773.3,-0.6,43,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-10.7,,,,,,23.0,-20.9,No precipitation,12,,,,
01.01.2020 11:00,-15.1,759.7,774.0,,48,Wind blowing from the west-northwest,3,,5,no clouds, ,,,-26.5,-13.2,,,,,,18.0,-23.7,No precipitation,6,,,,
01.01.2020 08:00,-25.6,759.7,774.4,0.6,72,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,,,,,,,7.0,-29.2,No precipitation,12,,,,
01.01.2020 05:00,-25.1,759.1,773.7,,69,Wind blowing from the west,2,,4,, ,,,-25.1,-13.2,,,,,,28.0,-29.1,No precipitation,6,,,,
01.01.2020 02:00,-21.7,758.7,772.9,,59,Wind blowing from the west-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-13.2,,,2500 or more  or no clouds.,,,22.0,-27.6,No precipitation,12,,,,
31.12.2019 20:00,-23.5,756.7,771.1,,72,Wind blowing from the south-southwest,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-13.2,,,,,,3.2,-27.1,No precipitation,6,,,,
31.12.2019 17:00,-19.8,755.9,770.3,,60,Wind blowing from the west-southwest,1,,7,no clouds, ,,,-25.3,-13.2,,,,,,14.0,-25.6,No precipitation,6,,,,
31.12.2019 14:00,-13.4,754.9,769.2,-0.6,40,Wind blowing from the west-northwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-13.2,,,,,,30.0,-24.1,No precipitation,12,,,,
31.12.2019 11:00,-15.6,755.5,769.9,,49,Wind blowing from the west,4,,7,no clouds, ,,,-25.3,-15.6,,,,,,27.0,-23.9,No precipitation,6,,,,
31.12.2019 08:00,-19.9,757.2,771.7,-0.9,54,Wind blowing from the south-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-17.1,,,2500 or more  or no clouds.,,,10.0,-26.8,No precipitation,12,,,,
31.12.2019 05:00,-23.0,758.1,772.6,,60,Wind blowing from the west-southwest,3,,6,, ,,,-26.2,-17.1,,,,,,30.0,-28.6,No precipitation,6,,,,
31.12.2019 02:00,-23.2,759.6,774.0,,56,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-17.1,,,2500 or more  or no clouds.,,,29.0,-29.5,No precipitation,12,,,,
