Local time in Xingtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 11:00,-2.0,754.7,772.4,,99,Wind blowing from the west,1,,5,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-4.3,,,,2500 or more  or no clouds.,,,0.4,-2.1,No precipitation,6,,,,
09.01.2020 08:00,-3.9,754.0,771.8,0.0,99,Wind blowing from the west-northwest,2,,5,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,,,,2500 or more  or no clouds.,,,less than 0.1,-4.0,No precipitation,12,,,,
09.01.2020 05:00,-2.9,754.0,771.6,,99,Wind blowing from the west,2,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-4.4,3.9,,,,,,0.6,-3.0,No precipitation,6,,,,
09.01.2020 02:00,-3.2,754.3,771.9,-0.6,99,Wind blowing from the south-southwest,1,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,3.9,,,2500 or more  or no clouds.,,,0.4,-3.3,No precipitation,12,,,,
08.01.2020 23:00,-2.7,754.9,772.4,,99,Wind blowing from the south-east,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-4.4,3.9,,,,,,less than 0.1,-2.8,No precipitation,6,,,,
08.01.2020 20:00,-3.0,755.1,772.9,0.5,99,Wind blowing from the east-northeast,1,,7,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,3.9,,,2500 or more  or no clouds.,,,less than 0.1,-3.1,No precipitation,12,,,,
08.01.2020 17:00,0.6,754.6,772.2,,84,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,3.9,,,2500 or more  or no clouds.,,,1.8,-1.8,No precipitation,6,,,,
08.01.2020 14:00,3.6,754.4,771.9,-1.9,64,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,3.9,,,2500 or more  or no clouds.,,,3.7,-2.6,No precipitation,12,,,,
08.01.2020 11:00,2.3,756.3,773.8,,74,Wind blowing from the south-east,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.5,,,2500 or more  or no clouds.,,,4.8,-2.0,No precipitation,6,,,,
08.01.2020 08:00,-3.6,755.2,772.9,1.2,84,Wind blowing from the west-northwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.2,,,2500 or more  or no clouds.,,,9.0,-5.9,No precipitation,12,,,,
08.01.2020 05:00,-3.6,754.0,771.6,,92,Wind blowing from the west-northwest,3,,6,,Mist. ,,,-3.9,2.4,,,,,,6.0,-4.7,No precipitation,6,,,,
08.01.2020 02:00,-2.4,754.0,771.6,0.4,96,Wind blowing from the west,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,2.4,,,2500 or more  or no clouds.,,,4.3,-2.9,0.8,12,,,,
07.01.2020 23:00,-1.4,753.6,771.1,,99,Wind blowing from the west-northwest,3,,12,,Mist. ,,,-2.3,2.4,,,,,,2.8,-1.5,No precipitation,6,,,,
07.01.2020 20:00,-0.8,753.0,770.5,0.5,99,Wind blowing from the west-northwest,3,,,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,2.4,,,2500 or more  or no clouds.,,,2.0,-0.9,3.0,12,,,,
07.01.2020 17:00,0.1,752.5,769.9,,99,Wind blowing from the south-west,1,,14,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,2.4,,,2500 or more  or no clouds.,,,1.8,0.0,2.0,6,,,,
07.01.2020 14:00,-0.1,751.8,769.3,-0.9,99,Wind blowing from the north,6,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,2.4,,,2500 or more  or no clouds.,,,2.0,-0.2,2.0,12,,,,
07.01.2020 11:00,-0.3,752.7,770.2,,99,Wind blowing from the north-northwest,7,,14,no clouds,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.4,,,,,,1.0,-0.4,0.8,6,,,,
07.01.2020 08:00,2.1,751.4,768.8,0.7,68,Wind blowing from the north-northwest,6,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,2.4,,,2500 or more  or no clouds.,,,11.0,-3.2,No precipitation,12,,,,
07.01.2020 05:00,2.3,750.7,768.1,,70,Wind blowing from the north,5,,7,,Mist. ,,,-4.7,2.4,,,,,,5.0,-2.6,No precipitation,6,,,,
07.01.2020 02:00,-0.8,751.3,768.7,-0.8,97,Wind blowing from the north,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.8,,,2500 or more  or no clouds.,,,1.0,-1.2,No precipitation,12,,,,
06.01.2020 23:00,-0.1,752.1,769.6,,92,Wind blowing from the north,2,,5,,Mist. ,,,-4.7,0.8,,,,,,1.7,-1.2,No precipitation,6,,,,
06.01.2020 20:00,-0.6,751.6,769.2,0.6,96,Wind blowing from the west-northwest,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,0.8,,,2500 or more  or no clouds.,,,1.5,-1.2,No precipitation,12,,,,
06.01.2020 17:00,0.4,751.0,768.6,,92,Wind blowing from the north-west,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,0.8,,,2500 or more  or no clouds.,,,2.2,-0.7,No precipitation,6,,,,
06.01.2020 14:00,0.4,751.3,768.7,-1.8,94,Wind blowing from the north,2,,6,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,0.4,,,2500 or more  or no clouds.,,,2.2,-0.5,No precipitation,12,,,,
06.01.2020 11:00,-1.6,753.1,770.7,,99,Wind blowing from the north-west,2,,7,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,0.1,,,2500 or more  or no clouds.,,,0.9,-1.7,No precipitation,6,,,,
06.01.2020 08:00,-4.3,752.8,770.5,0.4,99,Wind blowing from the west-northwest,2,,8,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-4.4,2.6,,,2500 or more  or no clouds.,,,0.6,-4.4,0.6,12,,,,
06.01.2020 05:00,-2.5,752.4,770.0,,99,Wind blowing from the north-west,2,,8,,Mist. ,,,-2.5,2.9,,,,,,1.3,-2.6,No precipitation,6,,,,
06.01.2020 02:00,-0.1,753.8,771.4,-0.7,98,Wind blowing from the north-northwest,4,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,2500 or more  or no clouds.,,,2.3,-0.4,5.0,12,,,,
05.01.2020 23:00,-0.4,754.5,772.0,,99,Wind blowing from the north,4,,8,,Intermittent fall of snowflakes  moderate at time of observation. ,,,-0.8,,,,,,,0.8,-0.5,2.0,6,,,,
05.01.2020 20:00,-0.4,754.6,772.0,0.2,99,Wind blowing from the north,5,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-0.8,2.9,,,2500 or more  or no clouds.,,,0.8,-0.5,5.0,12,,,,
05.01.2020 17:00,-0.8,754.4,771.9,,99,Wind blowing from the north,5,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-0.8,4.5,,,2500 or more  or no clouds.,,,0.5,-0.9,4.0,6,,,,
05.01.2020 14:00,-0.7,754.6,772.1,-1.6,99,Wind blowing from the north-northeast,3,,8,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-0.7,7.2,,,2500 or more  or no clouds.,,,0.3,-0.8,2.0,12,,,,
05.01.2020 11:00,0.0,756.2,773.8,,97,Wind blowing from the north,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-0.1,7.2,,,2500 or more  or no clouds.,,,0.6,-0.4,0.1,6,,,,
05.01.2020 08:00,2.6,755.5,772.9,0.4,50,Wind blowing from the north-northeast,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,2500 or more  or no clouds.,,,3.0,-7.0,No precipitation,12,,,,
05.01.2020 05:00,2.5,755.1,772.4,,56,Wind blowing from the north-northwest,2,,4,,Haze. ,,,-1.5,7.2,,,,,,2.2,-5.4,No precipitation,6,,,,
05.01.2020 02:00,1.1,755.2,772.6,-0.6,56,Wind blowing from the west-northwest,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.2,,,2500 or more  or no clouds.,,,2.6,-6.7,No precipitation,12,,,,
04.01.2020 23:00,1.4,755.8,773.2,,57,Wind blowing from the west-northwest,2,,5,,Haze. ,,,-1.5,7.2,,,,,,2.5,-6.4,No precipitation,6,,,,
04.01.2020 20:00,1.9,755.0,772.6,1.1,57,Wind blowing from the west-northwest,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.2,,,2500 or more  or no clouds.,,,2.3,-5.9,No precipitation,12,,,,
04.01.2020 17:00,4.5,753.9,771.3,,51,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.2,,,2500 or more  or no clouds.,,,2.2,-4.8,No precipitation,6,,,,
04.01.2020 14:00,7.1,753.4,770.7,-1.5,39,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,8.1,,,2500 or more  or no clouds.,,,3.0,-5.9,No precipitation,12,,,,
04.01.2020 11:00,4.4,754.9,772.2,,42,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,8.1,,,2500 or more  or no clouds.,,,4.0,-7.4,No precipitation,6,,,,
04.01.2020 08:00,-0.7,753.8,771.2,1.4,60,Wind blowing from the north-west,3,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.1,,,2500 or more  or no clouds.,,,3.6,-7.5,No precipitation,12,,,,
04.01.2020 05:00,-0.1,752.4,769.7,,60,Wind blowing from the west-northwest,2,,5,,Haze. ,,,-3.0,8.1,,,,,,3.5,-7.1,No precipitation,6,,,,
04.01.2020 02:00,1.2,753.1,770.3,,54,Wind blowing from the west-northwest,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.1,,,,,,3.5,-7.1,No precipitation,6,,,,
03.01.2020 23:00,2.8,753.4,770.7,,50,Wind blowing from the west,1,,7,,Haze. ,,,-3.4,8.1,,,,,,3.7,-6.6,No precipitation,6,,,,
03.01.2020 20:00,3.5,753.4,770.9,-0.1,48,Wind blowing from the south,1,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,8.1,,,2500 or more  or no clouds.,,,3.9,-6.7,No precipitation,12,,,,
03.01.2020 17:00,5.0,753.5,770.9,,41,Wind blowing from the south-southeast,3,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,8.1,,,2500 or more  or no clouds.,,,3.9,-7.2,No precipitation,6,,,,
03.01.2020 14:00,7.8,753.8,771.2,-1.9,33,Wind blowing from the south-east,4,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.9,,,2500 or more  or no clouds.,,,3.2,-7.5,No precipitation,12,,,,
03.01.2020 11:00,3.9,755.7,773.2,,37,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,5.0,,,2500 or more  or no clouds.,,,5.0,-9.5,No precipitation,6,,,,
03.01.2020 08:00,-1.5,755.7,773.3,0.1,48,Wind blowing from the south-southeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,-11.3,No precipitation,12,,,,
03.01.2020 05:00,-1.8,755.6,773.2,,46,Wind blowing from the west,1,,5,,Haze. ,,,-5.9,5.0,,,,,,6.0,-11.9,No precipitation,6,,,,
03.01.2020 02:00,-3.0,756.0,773.5,-0.5,48,Wind blowing from the west-northwest,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.0,,,2500 or more  or no clouds.,,,5.0,-12.5,No precipitation,12,,,,
02.01.2020 23:00,-1.7,756.5,774.1,,44,Wind blowing from the west,2,,6,,Haze. ,,,-5.9,5.0,,,,,,6.0,-12.6,No precipitation,6,,,,
02.01.2020 20:00,-1.0,756.3,774.1,0.8,40,Wind blowing from the west,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.0,,,2500 or more  or no clouds.,,,5.0,-12.9,No precipitation,12,,,,
02.01.2020 17:00,2.9,755.5,773.1,,30,Wind blowing from the south-east,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.0,,,2500 or more  or no clouds.,,,7.0,-13.0,No precipitation,6,,,,
02.01.2020 14:00,4.6,755.2,772.8,-2.3,24,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.0,,,2500 or more  or no clouds.,,,8.0,-14.2,No precipitation,12,,,,
02.01.2020 11:00,1.6,757.5,775.2,,26,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-5.9,2.1,,,2500 or more  or no clouds.,,,9.0,-15.8,No precipitation,6,,,,
02.01.2020 08:00,-5.9,756.9,774.8,1.1,47,Wind blowing from the west-northwest,4,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,0.4,,,2500 or more  or no clouds.,,,10.0,-15.4,No precipitation,12,,,,
02.01.2020 05:00,-5.7,755.8,773.5,,46,Wind blowing from the west-northwest,3,,4,, ,,,-5.9,0.4,,,,,,11.0,-15.5,No precipitation,6,,,,
02.01.2020 02:00,-3.9,756.2,773.9,-0.2,39,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,0.4,,,2500 or more  or no clouds.,,,11.0,-16.1,No precipitation,12,,,,
01.01.2020 23:00,-4.0,756.4,774.2,,40,Wind blowing from the west,2,,5,, ,,,-5.9,0.4,,,,,,8.0,-15.6,No precipitation,6,,,,
01.01.2020 20:00,-3.1,755.9,773.8,,39,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,0.4,,,2500 or more  or no clouds.,,,9.0,-15.1,No precipitation,12,,,,
01.01.2020 17:00,-0.4,755.4,773.1,,27,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%, ,,,-5.9,0.4,,,2500 or more  or no clouds.,,,12.0,-17.1,No precipitation,6,,,,
01.01.2020 14:00,0.2,754.9,772.6,-2.3,25,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,0.2,,,2500 or more  or no clouds.,,,12.0,-17.5,No precipitation,12,,,,
01.01.2020 11:00,-0.6,757.2,774.9,,23,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%, ,,,-5.9,0.2,,,2500 or more  or no clouds.,,,14.0,-19.2,No precipitation,6,,,,
01.01.2020 08:00,-5.9,756.3,774.1,0.6,40,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,0.2,,,,,,15.0,-17.3,No precipitation,12,,,,
01.01.2020 05:00,-4.1,755.7,773.5,,32,Wind blowing from the north-northwest,3,,9,, ,,,,0.2,,,,,,17.0,-18.4,No precipitation,6,,,,
01.01.2020 02:00,-3.3,755.8,773.5,-0.7,33,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.2,,,2500 or more  or no clouds.,,,19.0,-17.3,No precipitation,12,,,,
