Local time in Hohhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 05:00,-14.0,670.1,778.5,,84,Wind blowing from the north,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-9.9,,,,,,1.6,-16.1,No precipitation,6,,,,
10.01.2020 02:00,-13.8,670.4,778.4,0.8,84,Wind blowing from the north,2,,5,,Intermittent fall of snowflakes  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-9.9,,,2500 or more  or no clouds.,,,0.8,-15.9,No precipitation,12,,,,
09.01.2020 23:00,-13.3,669.6,778.0,,86,Wind blowing from the west-northwest,2,,5,,Snow not falling as shower(s). ,,,,-9.9,,,,,,1.6,-15.1,No precipitation,6,,,,
09.01.2020 20:00,-12.5,669.1,778.7,0.5,83,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-9.9,,,2500 or more  or no clouds.,,,1.7,-14.8,No precipitation,12,,,,
09.01.2020 17:00,-11.5,668.6,777.2,,82,Wind blowing from the south,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-7.0,,,,,,2.3,-14.0,No precipitation,6,,,,
09.01.2020 14:00,-10.1,667.9,775.6,-1.6,69,Wind blowing from the south,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-5.4,,,2500 or more  or no clouds.,,,2.2,-14.7,No precipitation,12,,,,
09.01.2020 11:00,-13.1,669.5,778.0,,74,Wind blowing from the east-southeast,2,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-5.4,,,2500 or more  or no clouds.,,,2.3,-16.8,No precipitation,6,,,,
09.01.2020 08:00,-19.2,668.9,778.4,0.1,78,Wind blowing from the south-east,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.4,,,,,,5.0,-22.1,No precipitation,12,,,,
09.01.2020 05:00,-16.3,668.8,776.5,,82,Wind blowing from the north,1,,4,,Mist. ,,,-16.6,-5.4,,,,,,5.0,-18.7,No precipitation,6,,,,
09.01.2020 02:00,-14.6,668.8,775.9,0.0,74,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.4,,,2500 or more  or no clouds.,,,15.0,-18.2,No precipitation,12,,,,
08.01.2020 23:00,-13.7,668.8,776.2,,73,Wind blowing from the north-west,3,,5,, ,,,-16.6,-5.4,,,,,,9.0,-17.5,No precipitation,6,,,,
08.01.2020 20:00,-12.3,668.9,777.7,0.1,71,Wind blowing from the north-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.4,,,,,,9.0,-16.5,No precipitation,12,,,,
08.01.2020 17:00,-6.9,668.8,776.2,,60,Wind blowing from the south-southwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-4.4,,,,,,4.6,-13.4,No precipitation,6,,,,
08.01.2020 14:00,-6.1,668.7,775.7,-1.6,51,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-2.5,,,,,,7.0,-14.8,No precipitation,12,,,,
08.01.2020 11:00,-8.6,670.3,777.9,,57,Wind blowing from the east-southeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-2.5,,,,,,7.0,-15.6,No precipitation,6,,,,
08.01.2020 08:00,-15.8,670.1,778.9,0.0,77,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,,,,,,,18.0,-18.9,No precipitation,12,,,,
08.01.2020 05:00,-15.6,670.1,777.2,,75,Wind blowing from the north-northwest,2,,4,, ,,,-16.1,-2.5,,,,,,25.0,-19.0,No precipitation,6,,,,
08.01.2020 02:00,-14.3,669.8,776.5,-0.3,74,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-2.5,,,2500 or more  or no clouds.,,,29.0,-17.9,No precipitation,12,,,,
07.01.2020 23:00,-13.6,670.1,777.1,,78,Wind blowing from the north-west,1,,4,, ,,,-14.1,-2.5,,,,,,16.0,-16.6,No precipitation,6,,,,
07.01.2020 20:00,-11.7,669.5,776.5,1.0,81,Wind blowing from the south,1,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.5,,,,,,2.5,-14.3,No precipitation,12,,,,
07.01.2020 17:00,-4.3,668.5,773.5,,58,Wind blowing from the south,2,,11,70 – 80%., ,,,-8.4,-2.5,,,2500 or more  or no clouds.,,,10.0,-11.5,No precipitation,6,,,,
07.01.2020 14:00,-3.9,668.5,773.5,-1.1,50,Wind blowing from the south-southeast,2,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-2.6,,,2500 or more  or no clouds.,,,13.0,-12.8,No precipitation,12,,,,
07.01.2020 11:00,-5.6,669.6,775.3,,52,Wind blowing from the east-southeast,2,,12,40%., ,,,-8.4,-2.6,,,2500 or more  or no clouds.,,,20.0,-14.1,No precipitation,6,,,,
07.01.2020 08:00,-8.3,668.6,774.4,0.7,57,Wind blowing from the north,5,,19,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
07.01.2020 05:00,-6.5,667.9,772.8,,50,Wind blowing from the north,7,,19,, ,,,-7.9,-2.6,,,,,,30.0,-15.2,No precipitation,6,,,,
07.01.2020 02:00,-7.5,669.4,774.3,-0.4,55,Wind blowing from the north-northwest,5,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-2.5,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
06.01.2020 23:00,-7.9,669.8,775.3,,58,Wind blowing from the north,9,,19,, ,,,-7.9,-2.5,,,,,,30.0,-14.7,No precipitation,6,,,,
06.01.2020 20:00,-6.6,668.7,774.0,0.2,56,Wind blowing from the north,9,,15,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,-2.5,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
06.01.2020 17:00,-4.5,668.5,773.0,,52,Wind blowing from the north,7,,16,90  or more  but not 100%, ,,,-6.3,-2.2,,,,,,30.0,-12.9,No precipitation,6,,,,
06.01.2020 14:00,-2.8,667.5,771.2,-1.5,50,Wind blowing from the north,7,,16,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-0.9,,,2500 or more  or no clouds.,,,30.0,-11.8,0.1,12,,,,
06.01.2020 11:00,-4.6,669.0,773.3,,54,Calm  no wind,0,,,50%., ,,,-6.3,1.5,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,6,,,,
06.01.2020 08:00,-5.9,667.5,771.8,0.7,63,Wind blowing from the north,6,,16,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.5,,,2500 or more  or no clouds.,,,30.0,-11.8,2.0,12,,,,
06.01.2020 05:00,-4.2,666.8,770.5,,66,Wind blowing from the north,9,,14,, ,,,,,,,,,,30.0,-9.6,0.8,6,,,,
06.01.2020 02:00,-3.1,666.9,770.2,-0.1,92,Wind blowing from the north-west,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.5,,,2500 or more  or no clouds.,,,1.6,-4.2,4.0,12,,,,
05.01.2020 23:00,-3.0,667.0,770.2,,92,Wind blowing from the north-northwest,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,,1.5,,,,,,1.3,-4.1,2.0,6,,,,
05.01.2020 20:00,-2.8,666.7,771.1,0.4,93,Wind blowing from the north-west,2,,9,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-7.7,1.5,,,2500 or more  or no clouds.,,,0.9,-3.8,2.0,12,,,,
05.01.2020 17:00,-2.2,666.3,770.6,,88,Wind blowing from the east,1,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.7,1.5,,,2500 or more  or no clouds.,,,1.5,-3.9,1.0,6,,,,
05.01.2020 14:00,-0.9,666.4,770.3,-0.9,66,Wind blowing from the south,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,1.5,,,2500 or more  or no clouds.,,,6.0,-6.6,No precipitation,12,,,,
05.01.2020 11:00,-0.9,667.3,771.1,,45,Wind blowing from the north-west,3,,6,100%., ,,,-7.7,0.1,,,2500 or more  or no clouds.,,,16.0,-11.6,No precipitation,6,,,,
05.01.2020 08:00,-6.5,667.4,772.5,0.1,59,Wind blowing from the north-west,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,18.0,-13.2,No precipitation,12,,,,
05.01.2020 05:00,-7.5,667.3,772.0,,64,Wind blowing from the north-west,3,,6,, ,,,-13.6,0.1,,,,,,25.0,-13.3,No precipitation,6,,,,
05.01.2020 02:00,-6.3,667.3,771.4,-0.7,54,Wind blowing from the north-west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,0.1,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
04.01.2020 23:00,-5.2,668.0,772.7,,53,Wind blowing from the north-west,5,,6,, ,,,-13.6,0.1,,,,,,30.0,-13.5,No precipitation,6,,,,
04.01.2020 20:00,-5.9,668.5,775.1,0.0,54,Wind blowing from the north-west,5,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,0.1,,,,,,16.0,-13.9,No precipitation,12,,,,
04.01.2020 17:00,-2.9,668.5,774.3,,54,Wind blowing from the north-west,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,0.1,,,,,,5.0,-11.1,No precipitation,6,,,,
04.01.2020 14:00,-1.2,669.4,774.8,-1.2,47,Wind blowing from the south-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-1.2,,,,,,4.6,-11.3,No precipitation,12,,,,
04.01.2020 11:00,-5.0,670.6,776.8,,53,Wind blowing from the east-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-4.1,,,,,,4.0,-13.1,No precipitation,6,,,,
04.01.2020 08:00,-13.1,670.5,778.2,0.3,79,Wind blowing from the north-west,3,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-4.1,,,,,,3.5,-16.0,No precipitation,12,,,,
04.01.2020 05:00,-12.3,670.2,777.2,,79,Wind blowing from the north-northwest,3,,4,,Haze. ,,,-14.9,-4.1,,,,,,4.3,-15.3,No precipitation,6,,,,
04.01.2020 02:00,-11.6,670.8,777.2,-0.3,77,Wind blowing from the north-west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-4.1,,,2500 or more  or no clouds.,,,2.9,-14.8,No precipitation,12,,,,
03.01.2020 23:00,-10.4,671.1,778.0,,75,Wind blowing from the north-northwest,3,,5,,Haze. ,,,-14.9,-4.1,,,,,,2.7,-14.1,No precipitation,6,,,,
03.01.2020 20:00,-9.3,670.9,778.9,-0.3,70,Wind blowing from the north-northwest,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-4.1,,,2500 or more  or no clouds.,,,2.6,-13.9,No precipitation,12,,,,
03.01.2020 17:00,-7.0,671.2,778.7,,65,Wind blowing from the north-northwest,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-4.1,,,2500 or more  or no clouds.,,,1.9,-12.5,No precipitation,6,,,,
03.01.2020 14:00,-4.5,671.2,777.8,-1.4,58,Wind blowing from the south,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.8,,,,,,2.5,-11.5,No precipitation,12,,,,
03.01.2020 11:00,-7.5,672.6,779.9,,66,Wind blowing from the east-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.8,,,,,,3.0,-12.9,No precipitation,6,,,,
03.01.2020 08:00,-13.9,672.2,780.4,0.2,83,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,,,,2500 or more  or no clouds.,,,3.0,-16.2,No precipitation,12,,,,
03.01.2020 05:00,-13.8,672.0,779.1,,84,Wind blowing from the north-west,2,,4,,Mist. ,,,-14.3,-1.8,,,,,,2.5,-15.9,No precipitation,6,,,,
03.01.2020 02:00,-12.0,671.9,778.3,-0.4,79,Wind blowing from the north-west,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-1.8,,,2500 or more  or no clouds.,,,3.2,-14.9,No precipitation,12,,,,
02.01.2020 23:00,-11.7,672.3,779.8,,81,Wind blowing from the north-west,2,,6,,Haze. ,,,-13.5,-1.8,,,,,,2.4,-14.3,No precipitation,6,,,,
02.01.2020 20:00,-9.4,672.1,780.0,1.1,68,Wind blowing from the north,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-1.8,,,2500 or more  or no clouds.,,,4.6,-14.2,No precipitation,12,,,,
02.01.2020 17:00,-4.7,671.0,777.7,,59,Wind blowing from the south,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-1.8,,,,,,3.7,-11.5,No precipitation,6,,,,
02.01.2020 14:00,-3.4,670.9,777.3,-1.5,44,Wind blowing from the south-east,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-3.4,,,2500 or more  or no clouds.,,,7.0,-13.9,No precipitation,12,,,,
02.01.2020 11:00,-8.6,672.4,780.0,,58,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-3.7,,,,,,5.0,-15.4,No precipitation,6,,,,
02.01.2020 08:00,-12.8,672.2,780.1,0.8,68,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-3.7,,,2500 or more  or no clouds.,,,9.0,-17.5,No precipitation,12,,,,
02.01.2020 05:00,-12.5,671.4,778.3,,65,Wind blowing from the north-west,2,,5,, ,,,-17.1,-3.7,,,,,,12.0,-17.7,No precipitation,6,,,,
02.01.2020 02:00,-12.6,671.3,778.1,0.1,61,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-3.7,,,2500 or more  or no clouds.,,,14.0,-18.6,No precipitation,12,,,,
01.01.2020 23:00,-11.9,671.2,778.6,,55,Wind blowing from the north-west,3,,4,, ,,,-17.1,-3.7,,,,,,19.0,-19.1,No precipitation,6,,,,
01.01.2020 20:00,-9.1,670.5,778.8,,44,Wind blowing from the north-northwest,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-3.7,,,2500 or more  or no clouds.,,,13.0,-19.1,No precipitation,12,,,,
01.01.2020 17:00,-5.7,669.4,777.0,,41,Wind blowing from the north-west,1,,4,no clouds, ,,,-17.1,-3.7,,,,,,8.0,-16.9,No precipitation,6,,,,
01.01.2020 14:00,-4.8,669.6,776.9,-1.2,28,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-4.8,,,,,,11.0,-20.5,No precipitation,12,,,,
