Local time in Heyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 08:00,13.6,758.8,765.3,0.8,74,Wind blowing from the north,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,24.7,,,1000-1500,,,29.0,9.0,No precipitation,12,,,,
09.01.2020 05:00,13.9,758.0,764.4,,70,Wind blowing from the north-northeast,2,,4,, ,,,13.4,24.7,,,,,,30.0,8.5,No precipitation,6,,,,
09.01.2020 02:00,14.6,757.9,764.3,-0.7,73,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,24.7,,,2500 or more  or no clouds.,,,30.0,9.8,No precipitation,12,,,,
08.01.2020 23:00,16.7,758.6,765.1,,59,Wind blowing from the north-east,1,,5,, ,,,15.7,24.7,,,,,,30.0,8.6,No precipitation,6,,,,
08.01.2020 20:00,19.4,758.2,764.7,0.9,48,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,24.7,,,,,,30.0,8.1,No precipitation,12,,,,
08.01.2020 17:00,24.0,757.3,763.6,,38,Wind blowing from the east-southeast,1,,10,no clouds, ,,,15.7,27.7,,,,,,30.0,8.8,No precipitation,6,,,,
08.01.2020 14:00,22.9,758.0,764.4,-3.4,40,Wind blowing from the east-southeast,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,28.6,,,,,,30.0,8.6,No precipitation,12,,,,
08.01.2020 11:00,19.1,761.4,767.8,,49,Wind blowing from the north-east,2,,11,no clouds, ,,,15.7,,,,,,,30.0,8.1,No precipitation,6,,,,
08.01.2020 08:00,15.9,761.0,767.5,,57,Wind blowing from the east-northeast,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,28.6,,,,,,30.0,7.4,No precipitation,12,,,,
08.01.2020 05:00,17.5,759.6,765.9,,58,Wind blowing from the north,3,,11,, ,,,17.5,28.6,,,,,,30.0,9.1,No precipitation,6,,,,
08.01.2020 02:00,19.7,758.5,764.8,0.6,74,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,28.6,,,2500 or more  or no clouds.,,,29.0,14.9,No precipitation,12,,,,
07.01.2020 23:00,19.9,757.9,764.2,,88,Wind blowing from the east,1,,,, ,,,18.8,28.6,,,,,,24.0,17.8,No precipitation,6,,,,
07.01.2020 20:00,22.4,756.2,762.6,1.0,73,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,28.6,,,,,,22.0,17.3,No precipitation,12,,,,
07.01.2020 17:00,27.8,755.2,761.5,,48,Wind blowing from the west,1,,5,no clouds, ,,,18.8,28.6,,,,,,30.0,15.7,No precipitation,6,,,,
07.01.2020 14:00,27.0,755.8,762.1,-2.6,52,Wind blowing from the west-southwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,27.2,,,600-1000,,,30.0,16.3,Trace of precipitation,12,,,,
07.01.2020 11:00,23.5,758.4,764.7,,67,Wind blowing from the south-west,3,,4,90  or more  but not 100%, ,,,18.8,26.1,,Sky obscured by fog and/or other meteorological phenomena.,,,,30.0,17.0,No precipitation,6,,,,
07.01.2020 08:00,19.4,758.1,764.5,1.4,94,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,26.1,,,2500 or more  or no clouds.,,,16.0,18.4,Trace of precipitation,12,,,,
07.01.2020 05:00,19.5,756.7,763.0,,90,Wind blowing from the north-east,1,,4,, ,,,19.3,26.1,,,,,,22.0,17.8,No precipitation,6,,,,
07.01.2020 02:00,20.4,757.2,763.5,0.2,84,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.1,,,2500 or more  or no clouds.,,,23.0,17.6,No precipitation,12,,,,
06.01.2020 23:00,21.2,757.0,763.3,,74,Wind blowing from the south-west,1,,4,, ,,,19.3,26.1,,,,,,30.0,16.3,No precipitation,6,,,,
06.01.2020 20:00,22.9,757.0,763.3,0.6,68,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.1,,,2500 or more  or no clouds.,,,24.0,16.6,No precipitation,12,,,,
06.01.2020 17:00,25.1,756.4,762.7,,57,Wind blowing from the south-east,2,,3,90  or more  but not 100%, ,,,19.3,26.1,,,,,,30.0,15.9,No precipitation,6,,,,
06.01.2020 14:00,25.4,757.4,763.7,,56,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,25.7,,,2500 or more  or no clouds.,,,30.0,15.9,No precipitation,12,,,,
06.01.2020 11:00,22.8,760.0,766.3,,65,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,19.3,25.4,,,,,,30.0,15.8,No precipitation,6,,,,
06.01.2020 08:00,19.5,759.9,766.3,1.1,87,Wind blowing from the north-east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,20.0,17.2,No precipitation,12,,,,
06.01.2020 05:00,19.6,758.8,765.2,,87,Wind blowing from the east,1,,3,, ,,,15.1,25.4,,,,,,20.0,17.3,No precipitation,6,,,,
06.01.2020 02:00,19.9,759.0,765.4,-0.4,81,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.4,,,2500 or more  or no clouds.,,,19.0,16.5,No precipitation,12,,,,
05.01.2020 23:00,20.6,759.4,765.7,,75,Calm  no wind,0,,,, ,,,15.1,25.4,,,,,,21.0,16.0,No precipitation,6,,,,
05.01.2020 20:00,21.3,759.2,765.7,1.1,65,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.4,,,2500 or more  or no clouds.,,,18.0,14.4,No precipitation,12,,,,
05.01.2020 17:00,23.3,758.1,764.5,,52,Wind blowing from the west,2,,4,90  or more  but not 100%, ,,,15.1,25.4,,,,,,22.0,12.9,No precipitation,6,,,,
05.01.2020 14:00,24.2,758.5,764.9,,51,Wind blowing from the west,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,26.0,,,2500 or more  or no clouds.,,,28.0,13.4,No precipitation,12,,,,
05.01.2020 11:00,20.9,760.6,766.9,,71,Wind blowing from the west,1,,3,20–30%., ,,,15.1,26.0,,,2500 or more  or no clouds.,,,12.0,15.4,No precipitation,6,,,,
05.01.2020 08:00,15.3,760.5,766.9,1.2,99,Wind blowing from the north-east,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,26.0,,,2500 or more  or no clouds.,,,6.0,15.1,No precipitation,12,,,,
05.01.2020 05:00,15.7,759.3,765.7,,99,Wind blowing from the north-east,1,,2,, ,,,13.7,26.0,,,,,,8.0,15.5,No precipitation,6,,,,
05.01.2020 02:00,17.5,759.4,765.8,0.0,91,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,26.0,,,2500 or more  or no clouds.,,,10.0,16.0,No precipitation,12,,,,
04.01.2020 23:00,18.6,759.4,765.8,,88,Wind blowing from the east,1,,3,, ,,,13.7,26.0,,,,,,13.0,16.5,No precipitation,6,,,,
04.01.2020 20:00,20.7,758.6,765.1,1.3,74,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,26.0,,,2500 or more  or no clouds.,,,11.0,15.9,No precipitation,12,,,,
04.01.2020 17:00,24.8,757.3,763.6,,51,Wind blowing from the south-southwest,1,,3,20–30%., ,,,13.7,26.0,,Sky obscured by fog and/or other meteorological phenomena.,1500-2000,,,23.0,13.9,No precipitation,6,,,,
04.01.2020 14:00,25.2,757.9,764.3,-3.2,53,Wind blowing from the east-northeast,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,25.2,,,1500-2000,,,16.0,14.9,No precipitation,12,,,,
04.01.2020 11:00,19.5,761.1,767.5,,78,Wind blowing from the north-northwest,1,,2,no clouds, ,,,13.7,24.2,,,,,,9.0,15.5,No precipitation,6,,,,
04.01.2020 08:00,14.0,761.0,767.5,1.3,100,Wind blowing from the north,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,24.2,,,2500 or more  or no clouds.,,,8.0,14.0,No precipitation,12,,,,
04.01.2020 05:00,14.0,759.7,766.2,,100,Calm  no wind,0,,,, ,,,12.9,24.2,,,,,,9.0,14.0,No precipitation,6,,,,
04.01.2020 02:00,15.4,760.0,766.5,-0.6,97,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,24.2,,,2500 or more  or no clouds.,,,11.0,15.0,No precipitation,12,,,,
03.01.2020 23:00,16.8,760.6,767.1,,93,Calm  no wind,0,,,, ,,,12.9,24.2,,,,,,11.0,15.6,No precipitation,6,,,,
03.01.2020 20:00,18.6,760.4,766.9,1.1,80,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,24.2,,,2500 or more  or no clouds.,,,12.0,15.0,No precipitation,12,,,,
03.01.2020 17:00,23.6,759.3,765.7,,53,Wind blowing from the west-southwest,1,,3,no clouds, ,,,12.9,24.2,,,,,,20.0,13.4,No precipitation,6,,,,
03.01.2020 14:00,21.6,760.1,766.6,-3.0,62,Wind blowing from the west-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,21.7,,,,,,14.0,14.0,No precipitation,12,,,,
03.01.2020 11:00,17.9,763.1,769.6,,81,Wind blowing from the south-east,1,,2,90  or more  but not 100%, ,,,12.9,20.4,,,,,,10.0,14.6,No precipitation,6,,,,
03.01.2020 08:00,13.5,763.1,769.6,1.3,99,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,20.4,,,1500-2000,,,7.0,13.3,No precipitation,12,,,,
03.01.2020 05:00,13.3,761.8,768.3,,99,Wind blowing from the east-northeast,1,,3,,Mist. ,,,12.9,20.4,,,,,,7.0,13.1,No precipitation,6,,,,
03.01.2020 02:00,13.4,761.7,768.2,-0.4,100,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,20.4,,,2500 or more  or no clouds.,,,6.0,13.4,No precipitation,12,,,,
02.01.2020 23:00,15.0,762.1,768.6,,97,Wind blowing from the east-northeast,1,,,, ,,,14.0,20.4,,,,,,9.0,14.5,No precipitation,6,,,,
02.01.2020 20:00,17.5,762.2,768.7,,79,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,20.4,,,2500 or more  or no clouds.,,,12.0,13.8,No precipitation,12,,,,
02.01.2020 17:00,19.2,761.8,768.2,,68,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,13.9,20.4,,,,,,15.0,13.1,No precipitation,6,,,,
02.01.2020 14:00,19.1,762.4,768.9,-2.4,67,Wind blowing from the west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,19.2,,,1500-2000,,,19.0,12.8,No precipitation,12,,,,
02.01.2020 11:00,17.6,764.8,771.4,,75,Wind blowing from the south-west,1,,2,100%., ,,,13.9,18.5,,,1500-2000,,,13.0,13.1,No precipitation,6,,,,
02.01.2020 08:00,14.7,764.5,771.0,1.4,93,Wind blowing from the north-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,,,,1500-2000,,,10.0,13.5,No precipitation,12,,,,
02.01.2020 05:00,14.6,763.1,769.6,,93,Wind blowing from the east-northeast,1,,3,, ,,,13.0,18.5,,,,,,14.0,13.4,No precipitation,6,,,,
02.01.2020 02:00,14.5,763.1,769.6,-0.6,91,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,18.5,,,2500 or more  or no clouds.,,,14.0,13.0,No precipitation,12,,,,
01.01.2020 23:00,14.2,763.7,770.2,,92,Wind blowing from the east,1,,4,, ,,,13.0,18.5,,,,,,13.0,12.9,No precipitation,6,,,,
01.01.2020 20:00,14.9,763.6,770.1,,85,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,18.5,,,2500 or more  or no clouds.,,,12.0,12.4,No precipitation,12,,,,
01.01.2020 17:00,18.2,762.5,769.0,,64,Wind blowing from the south-east,1,,4,no clouds, ,,,13.0,18.5,,,,,,21.0,11.2,No precipitation,6,,,,
01.01.2020 14:00,17.2,763.8,770.3,-2.0,64,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,17.7,,,600-1000,,,12.0,10.3,No precipitation,12,,,,
01.01.2020 11:00,15.4,765.8,772.3,,71,Wind blowing from the north-east,2,,5,100%., ,,,13.0,18.3,,,1500-2000,,,11.0,10.1,No precipitation,6,,,,
01.01.2020 08:00,13.6,765.8,772.4,1.5,76,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,,,,600-1000,,,9.0,9.4,No precipitation,12,,,,
01.01.2020 05:00,13.2,764.3,770.8,,76,Wind blowing from the east-northeast,2,,7,, ,,,13.2,18.9,,,,,,9.0,9.0,No precipitation,6,,,,
01.01.2020 02:00,14.1,764.6,771.1,-0.6,71,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,20.4,,,2500 or more  or no clouds.,,,11.0,8.9,No precipitation,12,,,,
31.12.2019 23:00,14.5,765.2,771.7,,68,Wind blowing from the north-northeast,2,,9,, ,,,14.5,21.0,,,,,,13.0,8.6,No precipitation,6,,,,
31.12.2019 20:00,15.3,764.6,771.1,1.3,66,Wind blowing from the north-east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,21.2,,,2500 or more  or no clouds.,,,17.0,8.9,No precipitation,12,,,,
31.12.2019 17:00,16.8,763.3,769.7,,62,Wind blowing from the east-northeast,3,,9,100%., ,,,16.8,,,,1500-2000,,,22.0,9.4,No precipitation,6,,,,
31.12.2019 14:00,17.5,763.6,770.0,-2.0,61,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,,,,1500-2000,,,22.0,9.9,No precipitation,12,,,,
31.12.2019 11:00,17.9,765.6,772.0,,60,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%, ,,,17.0,26.6,,,,,,22.0,10.0,No precipitation,6,,,,
31.12.2019 08:00,17.4,764.4,770.8,2.1,60,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,26.6,,,600-1000,,,17.0,9.5,No precipitation,12,,,,
