Local time in Suifenhe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 08:00,-11.6,713.0,767.5,1.3,83,Wind blowing from the west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,,,,2500 or more  or no clouds.,,,16.0,-13.9,No precipitation,12,,,,
09.01.2020 05:00,-10.9,711.7,765.9,,84,Wind blowing from the west,4,,8,, ,,,-10.9,-3.9,,,,,,23.0,-13.1,No precipitation,6,,,,
09.01.2020 02:00,-9.7,711.8,765.4,,89,Wind blowing from the west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-3.9,,,2500 or more  or no clouds.,,,21.0,-11.2,No precipitation,12,,,,
08.01.2020 20:00,-9.3,711.1,764.9,0.7,79,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-3.9,,,,,,16.0,-12.3,0.1,12,,,,
08.01.2020 17:00,-8.0,710.4,764.2,,82,Wind blowing from the west-northwest,3,,6,90  or more  but not 100%, ,,,-9.4,-3.9,,,,,,11.0,-10.5,No precipitation,6,,,,
08.01.2020 14:00,-4.6,709.9,763.3,0.0,46,Wind blowing from the north-west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-3.9,,,2500 or more  or no clouds.,,,30.0,-14.5,0.6,12,,,,
08.01.2020 11:00,-5.0,709.9,763.4,,54,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%, ,,,-9.4,-5.0,,,,,,30.0,-12.9,0.2,6,,,,
08.01.2020 08:00,-7.2,710.5,764.2,0.5,91,Wind blowing from the north,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-7.2,,,2500 or more  or no clouds.,,,11.0,-8.4,2.0,12,,,,
08.01.2020 05:00,-8.2,710.0,763.9,,92,Wind blowing from the east-northeast,0,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-8.0,,,,,,11.0,-9.3,1.0,6,,,,
08.01.2020 02:00,-8.6,711.4,765.2,,92,Wind blowing from the east,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.1,,,2500 or more  or no clouds.,,,5.0,-9.7,3.0,12,,,,
07.01.2020 20:00,-8.7,714.0,768.4,-0.8,92,Wind blowing from the east,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-8.1,,,2500 or more  or no clouds.,,,5.0,-9.8,3.0,12,,,,
07.01.2020 17:00,-9.1,714.8,769.3,,92,Wind blowing from the east,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.3,-8.1,,,2500 or more  or no clouds.,,,3.2,-10.2,2.0,6,,,,
07.01.2020 14:00,-8.2,715.2,769.6,-0.9,89,Wind blowing from the east-southeast,2,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-7.1,,,2500 or more  or no clouds.,,,6.0,-9.7,2.0,12,,,,
07.01.2020 11:00,-9.0,716.1,770.6,,87,Wind blowing from the east,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-6.4,,,2500 or more  or no clouds.,,,3.6,-10.8,0.9,6,,,,
07.01.2020 08:00,-10.8,717.1,771.9,0.1,89,Wind blowing from the east-southeast,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,-12.3,0.5,12,,,,
07.01.2020 05:00,-10.7,717.0,771.7,,80,Wind blowing from the east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,,,,,,,,9.0,-13.5,No precipitation,6,,,,
07.01.2020 02:00,-10.4,717.4,771.7,,69,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-6.4,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
06.01.2020 20:00,-10.7,718.9,774.1,-0.3,72,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-6.4,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
06.01.2020 17:00,-10.0,719.2,774.4,,72,Wind blowing from the east,2,,6,100%., ,,,-14.6,-6.4,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,6,,,,
06.01.2020 14:00,-7.1,719.0,773.7,-0.5,58,Wind blowing from the east-southeast,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.9,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
06.01.2020 11:00,-6.5,719.5,773.9,,54,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,-14.6,-5.9,,,,,,30.0,-14.3,No precipitation,6,,,,
06.01.2020 08:00,-13.3,720.1,775.2,0.4,80,Wind blowing from the north-west,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.9,,,2500 or more  or no clouds.,,,17.0,-16.0,No precipitation,12,,,,
06.01.2020 05:00,-13.7,719.7,774.7,,78,Wind blowing from the north-west,2,,9,, ,,,-14.2,-5.9,,,,,,22.0,-16.7,No precipitation,6,,,,
06.01.2020 02:00,-12.0,719.4,774.0,,68,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-5.9,,,2500 or more  or no clouds.,,,30.0,-16.7,0.1,12,,,,
05.01.2020 20:00,-8.3,719.7,774.7,1.0,56,Wind blowing from the west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-5.9,,,,,,30.0,-15.7,No precipitation,12,,,,
05.01.2020 17:00,-7.8,718.7,773.7,,53,Wind blowing from the west,4,,12,no clouds, ,,,-14.3,-5.9,,,,,,30.0,-15.7,No precipitation,6,,,,
05.01.2020 14:00,-6.1,718.3,772.9,0.0,47,Wind blowing from the west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-6.1,,,,,,30.0,-15.6,No precipitation,12,,,,
05.01.2020 11:00,-8.6,718.3,773.2,,53,Wind blowing from the west,5,,12,no clouds, ,,,-14.3,-8.3,,,,,,30.0,-16.5,No precipitation,6,,,,
05.01.2020 08:00,-13.1,717.8,773.0,1.0,62,Wind blowing from the west,6,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-8.3,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
05.01.2020 05:00,-14.2,716.8,772.0,,73,Wind blowing from the west,6,,,, ,,,-14.3,-8.3,,,,,,20.0,-18.1,No precipitation,6,,,,
05.01.2020 02:00,-13.3,716.5,771.3,,77,Wind blowing from the west,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-8.3,,,2500 or more  or no clouds.,,,15.0,-16.5,No precipitation,12,,,,
04.01.2020 20:00,-11.1,714.2,769.0,0.7,63,Wind blowing from the west-northwest,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-8.3,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
04.01.2020 17:00,-10.3,713.5,768.3,,59,Wind blowing from the west,3,,10,20–30%., ,,,-13.5,-8.3,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,6,,,,
04.01.2020 14:00,-8.4,712.7,767.2,0.4,49,Wind blowing from the west-northwest,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-8.3,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
04.01.2020 11:00,-9.4,712.3,766.9,,54,Wind blowing from the west,4,,8,50%., ,,,-13.5,-8.8,,,2500 or more  or no clouds.,,,26.0,-17.0,No precipitation,6,,,,
04.01.2020 08:00,-12.2,712.4,767.0,0.5,63,Wind blowing from the west,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-8.8,,,2500 or more  or no clouds.,,,23.0,-17.8,No precipitation,12,,,,
04.01.2020 05:00,-13.4,711.9,766.6,,64,Wind blowing from the west-northwest,3,,12,, ,,,-14.9,-8.8,,,,,,30.0,-18.9,No precipitation,6,,,,
04.01.2020 02:00,-12.8,712.3,766.8,,61,Wind blowing from the west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-8.8,,,2500 or more  or no clouds.,,,30.0,-18.9,0.1,12,,,,
03.01.2020 20:00,-10.9,712.0,766.8,0.5,53,Wind blowing from the west,7,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-8.8,,,,,,30.0,-18.8,No precipitation,12,,,,
03.01.2020 17:00,-10.5,711.5,766.3,,51,Wind blowing from the west,6,,16,no clouds, ,,,-14.9,-8.8,,,,,,30.0,-18.7,No precipitation,6,,,,
03.01.2020 14:00,-9.1,711.0,765.6,-0.3,45,Wind blowing from the west-northwest,7,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-8.2,,,,,,30.0,-18.9,No precipitation,12,,,,
03.01.2020 11:00,-10.3,711.3,765.9,,46,Wind blowing from the west,6,,12,no clouds, ,,,-14.9,-8.2,,,,,,30.0,-19.7,No precipitation,6,,,,
03.01.2020 08:00,-14.4,712.2,767.2,0.7,54,Wind blowing from the west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-8.2,,,,,,30.0,-21.7,No precipitation,12,,,,
03.01.2020 05:00,-14.8,711.5,766.3,,55,Wind blowing from the west,6,,11,, ,,,-15.8,-8.2,,,,,,30.0,-22.0,No precipitation,6,,,,
03.01.2020 02:00,-14.4,711.4,766.0,,52,Wind blowing from the west,6,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-8.2,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
02.01.2020 20:00,-12.0,712.1,767.2,-0.5,41,Wind blowing from the west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-8.2,,,,,,30.0,-22.6,0.1,12,,,,
02.01.2020 17:00,-10.2,712.6,767.5,,35,Wind blowing from the west,5,,,no clouds, ,,,-16.7,-8.2,,,,,,30.0,-22.8,No precipitation,6,,,,
02.01.2020 14:00,-8.2,712.9,767.7,-0.9,29,Wind blowing from the west,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-8.2,,,,,,30.0,-23.1,No precipitation,12,,,,
02.01.2020 11:00,-11.5,713.8,769.0,,36,Wind blowing from the west,7,,15,no clouds, ,,,-16.7,-11.5,,,,,,30.0,-23.6,No precipitation,6,,,,
02.01.2020 08:00,-15.4,714.7,770.4,0.8,44,Wind blowing from the west,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-13.7,,,,,,30.0,-24.9,No precipitation,12,,,,
02.01.2020 05:00,-15.5,713.9,769.5,,42,Wind blowing from the west,7,,15,, ,,,,-13.7,,,,,,30.0,-25.5,No precipitation,6,,,,
02.01.2020 02:00,-16.5,714.6,770.2,,46,Wind blowing from the west,7,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-13.7,,,2500 or more  or no clouds.,,,30.0,-25.4,No precipitation,12,,,,
01.01.2020 20:00,-16.2,714.9,771.0,0.7,47,Wind blowing from the west,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-13.7,,,,,,30.0,-24.9,No precipitation,12,,,,
01.01.2020 17:00,-15.3,714.2,770.3,,47,Wind blowing from the west,6,,16,no clouds, ,,,-19.8,-13.7,,,,,,30.0,-24.1,No precipitation,6,,,,
01.01.2020 14:00,-13.7,713.2,769.0,0.0,42,Wind blowing from the west,7,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-13.7,,,,,,30.0,-23.9,No precipitation,12,,,,
01.01.2020 11:00,-15.5,713.2,769.1,,46,Wind blowing from the west,7,,16,no clouds, ,,,-19.8,-15.4,,,,,,30.0,-24.5,No precipitation,6,,,,
01.01.2020 08:00,-18.6,713.5,769.8,1.2,59,Wind blowing from the west,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-17.7,,,,,,30.0,-24.6,No precipitation,12,,,,
01.01.2020 05:00,-19.6,712.3,768.6,,62,Wind blowing from the west,7,,12,, ,,,,-17.7,,,,,,30.0,-25.0,No precipitation,6,,,,
01.01.2020 02:00,-19.2,712.9,769.2,,56,Wind blowing from the west,6,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-17.7,,,2500 or more  or no clouds.,,,30.0,-25.8,No precipitation,12,,,,
31.12.2019 20:00,-18.7,712.2,768.9,-0.4,54,Wind blowing from the west,6,,18,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-17.7,,,2500 or more  or no clouds.,,,30.0,-25.7,No precipitation,12,,,,
31.12.2019 17:00,-18.2,712.6,769.5,,49,Wind blowing from the west,7,,18,50%., ,,,-25.2,-16.8,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,6,,,,
31.12.2019 14:00,-18.1,712.3,769.0,-0.7,47,Wind blowing from the west,8,,18,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-13.4,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
31.12.2019 11:00,-19.6,713.0,769.6,,52,Wind blowing from the west,8,,18,10%  or less  but not 0, ,,,-25.2,-11.7,,,2500 or more  or no clouds.,,,28.0,-27.0,No precipitation,6,,,,
31.12.2019 08:00,-22.9,712.9,769.6,0.3,65,Wind blowing from the west,7,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,,,,,,,30.0,-27.7,0.1,12,,,,
31.12.2019 05:00,-24.5,712.6,769.3,,66,Wind blowing from the west,10,,18,,Intermittent fall of snowflakes  slight at time of observation. ,,,-25.2,-6.3,,,,,,19.0,-29.0,No precipitation,6,,,,
31.12.2019 02:00,-24.1,712.5,768.7,,62,Wind blowing from the west,7,,18,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,,,,2500 or more  or no clouds.,,,30.0,-29.3,0.3,12,,,,
