Local time in Lenghu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 02:00,-10.2,542.7,767.8,0.7,47,Wind blowing from the west,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-3.5,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
09.01.2020 23:00,-10.1,542.0,771.5,,48,Wind blowing from the west,6,,,, ,,,,,,,,,,21.0,-19.0,,,,,,
09.01.2020 20:00,-10.3,541.5,771.2,1.0,49,Wind blowing from the west,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-3.5,,,2500 or more  or no clouds.,,,29.0,-19.0,No precipitation,12,,,,
09.01.2020 17:00,-4.5,540.5,765.4,,37,Wind blowing from the west-northwest,4,,11,, ,,,-15.0,-3.0,,,,,,30.0,-17.0,No precipitation,6,,,,
09.01.2020 14:00,-4.1,540.6,764.8,-1.2,37,Wind blowing from the south,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-1.4,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
09.01.2020 11:00,-13.6,541.8,770.7,,45,Wind blowing from the south-east,1,,,, ,,,,,,,,,,30.0,-23.0,,,,,,
09.01.2020 08:00,-14.3,540.9,769.3,0.0,48,Wind blowing from the north-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-1.4,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
09.01.2020 05:00,-11.1,540.9,765.3,,39,Wind blowing from the west-northwest,2,,9,, ,,,-19.4,-1.4,,,,,,30.0,-22.3,No precipitation,6,,,,
09.01.2020 02:00,-10.0,541.0,765.6,0.1,38,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-1.4,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
08.01.2020 23:00,-8.9,540.9,768.9,,33,Wind blowing from the north-west,4,,,, ,,,,,,,,,,30.0,-22.3,,,,,,
08.01.2020 20:00,-8.3,540.6,770.5,0.5,32,Wind blowing from the west-northwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-1.4,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
08.01.2020 17:00,-3.0,540.1,766.9,,18,Wind blowing from the west,2,,5,, ,,,-19.4,-1.4,,,,,,24.0,-24.0,No precipitation,6,,,,
08.01.2020 14:00,-4.6,540.7,767.5,-1.4,19,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-3.3,,,2500 or more  or no clouds.,,,30.0,-24.7,No precipitation,12,,,,
08.01.2020 11:00,-12.6,542.1,771.8,,40,Wind blowing from the south-southwest,0,,,, ,,,,,,,,,,22.0,-23.4,,,,,,
08.01.2020 08:00,-17.4,541.4,772.1,,57,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-3.3,,,2500 or more  or no clouds.,,,19.0,-23.9,No precipitation,12,,,,
08.01.2020 05:00,-16.7,541.6,769.3,,57,Wind blowing from the north-northwest,2,,7,, ,,,-19.2,-3.3,,,,,,30.0,-23.2,No precipitation,6,,,,
08.01.2020 02:00,-14.8,542.2,770.2,-0.7,62,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-3.3,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
07.01.2020 23:00,-11.5,542.9,774.2,,43,Wind blowing from the north-west,3,,,, ,,,,,,,,,,30.0,-21.6,,,,,,
07.01.2020 20:00,-9.1,542.6,773.5,0.2,39,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-3.3,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
07.01.2020 17:00,-3.7,542.4,770.8,,28,Wind blowing from the north-northeast,4,,6,, ,,,-19.2,-3.3,,,,,,30.0,-19.6,No precipitation,6,,,,
07.01.2020 14:00,-5.7,543.3,770.8,-1.2,32,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-3.4,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
07.01.2020 11:00,-14.9,544.5,777.1,,69,Wind blowing from the north,1,,,, ,,,,,,,,,,28.0,-19.3,,,,,,
07.01.2020 08:00,-16.8,543.9,775.8,0.0,72,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-3.4,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
07.01.2020 05:00,-17.5,543.9,773.0,,70,Wind blowing from the west-southwest,1,,4,, ,,,-18.6,-3.4,,,,,,30.0,-21.7,No precipitation,6,,,,
07.01.2020 02:00,-13.1,544.5,772.6,-0.5,68,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-3.4,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
06.01.2020 23:00,-12.8,545.0,777.0,,69,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-17.3,,,,,,
06.01.2020 20:00,-10.0,544.5,776.5,0.1,32,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-3.4,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
06.01.2020 17:00,-3.7,544.4,774.1,,25,Wind blowing from the south-west,2,,5,, ,,,-19.2,-3.4,,,,,,25.0,-20.9,No precipitation,6,,,,
06.01.2020 14:00,-5.5,544.6,774.1,,35,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.9,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
06.01.2020 11:00,-13.2,544.8,777.2,,51,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-21.2,,,,,,
06.01.2020 08:00,-16.4,543.6,774.5,0.4,64,Wind blowing from the south-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.9,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
06.01.2020 05:00,-18.5,543.2,772.6,,67,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,30.0,-23.1,,,,,,
06.01.2020 02:00,-16.0,542.9,770.8,0.1,46,Wind blowing from the east-southeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-2.9,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
05.01.2020 23:00,-13.9,542.8,773.5,,44,Wind blowing from the south,1,,,, ,,,,,,,,,,30.0,-23.5,,,,,,
05.01.2020 20:00,-8.5,542.4,773.2,1.1,33,Wind blowing from the west,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-2.9,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
05.01.2020 17:00,-3.9,541.3,768.4,,21,Wind blowing from the west,6,,11,, ,,,-18.2,1.0,,,,,,14.0,-23.0,No precipitation,6,,,,
05.01.2020 14:00,-3.8,541.5,765.7,,21,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,1.5,,,2500 or more  or no clouds.,,,28.0,-23.0,No precipitation,12,,,,
05.01.2020 11:00,-11.3,542.0,770.1,,36,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,30.0,-23.4,,,,,,
05.01.2020 08:00,-17.1,540.7,768.7,0.4,55,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,1.5,,,2500 or more  or no clouds.,,,27.0,-24.0,No precipitation,12,,,,
05.01.2020 05:00,-15.4,540.3,764.5,,59,Wind blowing from the south-southwest,2,,6,, ,,,-15.7,1.5,,,,,,30.0,-21.6,No precipitation,6,,,,
05.01.2020 02:00,-9.5,540.3,762.1,-0.3,31,Wind blowing from the north-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.5,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
04.01.2020 23:00,-9.6,540.6,766.9,,44,Wind blowing from the north-west,2,,,, ,,,,,,,,,,30.0,-19.8,,,,,,
04.01.2020 20:00,-4.6,540.3,766.9,0.5,33,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.5,,,2500 or more  or no clouds.,,,23.0,-18.4,No precipitation,12,,,,
04.01.2020 17:00,1.0,539.8,762.8,,19,Wind blowing from the north-east,4,,8,, ,,,-15.5,1.5,,,,,,30.0,-20.1,No precipitation,6,,,,
04.01.2020 14:00,0.2,540.9,763.3,-1.8,18,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,0.2,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
04.01.2020 11:00,-8.9,542.7,770.1,,37,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,-21.0,,,,,,
04.01.2020 08:00,-14.6,542.4,772.1,-0.9,53,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-1.6,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
04.01.2020 05:00,-13.4,543.3,769.2,,50,Wind blowing from the west-northwest,1,,4,, ,,,-20.9,-1.6,,,,,,30.0,-21.6,No precipitation,6,,,,
04.01.2020 02:00,-10.6,543.8,770.0,-0.8,39,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-1.6,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
03.01.2020 23:00,-9.8,544.6,774.9,,39,Wind blowing from the north-west,3,,4,, ,,,-20.9,-1.6,,,,,,30.0,-21.2,No precipitation,6,,,,
03.01.2020 20:00,-9.0,544.8,778.0,,34,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-1.6,,,2500 or more  or no clouds.,,,24.0,-22.0,No precipitation,12,,,,
03.01.2020 17:00,-2.0,545.4,775.3,,20,Wind blowing from the north-east,1,,4,, ,,,-20.9,-1.6,,,,,,27.0,-22.0,No precipitation,6,,,,
03.01.2020 14:00,-4.9,547.2,778.3,-1.2,27,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-2.6,,,2500 or more  or no clouds.,,,26.0,-21.0,No precipitation,12,,,,
03.01.2020 11:00,-13.2,548.4,782.7,,50,Wind blowing from the north-east,0,,,, ,,,,,,,,,,19.0,-21.4,,,,,,
03.01.2020 08:00,-19.5,547.9,782.3,-0.1,64,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-2.6,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
03.01.2020 05:00,-19.8,548.0,779.8,,60,Wind blowing from the south-southwest,0,,4,, ,,,-19.8,-2.6,,,,,,30.0,-25.6,No precipitation,6,,,,
03.01.2020 02:00,-17.6,548.1,779.2,-0.9,51,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-2.6,,,2500 or more  or no clouds.,,,28.0,-25.3,No precipitation,12,,,,
02.01.2020 23:00,-14.5,549.0,783.4,,41,Wind blowing from the south,1,,,, ,,,,,,,,,,30.0,-24.9,,,,,,
02.01.2020 20:00,-8.8,548.5,783.1,,30,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-2.6,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
02.01.2020 17:00,-3.5,547.8,777.9,,23,Wind blowing from the west,3,,4,, ,,,-19.6,-2.6,,,,,,30.0,-21.7,No precipitation,6,,,,
02.01.2020 14:00,-4.1,548.0,776.9,-0.9,24,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-3.1,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
02.01.2020 11:00,-13.1,548.9,781.6,,48,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,27.0,-21.8,,,,,,
02.01.2020 08:00,-19.2,548.4,782.7,0.6,58,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-3.1,,,2500 or more  or no clouds.,,,30.0,-25.4,No precipitation,12,,,,
02.01.2020 05:00,-16.6,547.8,778.3,,62,Wind blowing from the south-west,1,,,, ,,,,,,,,,,30.0,-22.2,,,,,,
02.01.2020 02:00,-13.4,547.5,777.0,0.5,36,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-3.1,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
01.01.2020 23:00,-11.2,547.0,780.0,,32,Wind blowing from the north-west,2,,,, ,,,,,,,,,,30.0,-24.6,,,,,,
01.01.2020 20:00,-8.4,546.0,779.2,,29,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-3.1,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
01.01.2020 17:00,-4.2,544.5,773.5,,21,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,30.0,-23.3,,,,,,
01.01.2020 14:00,-5.7,544.0,773.3,0.1,24,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-0.5,,,2500 or more  or no clouds.,,,29.0,-23.1,No precipitation,12,,,,
01.01.2020 11:00,-15.1,543.9,776.8,,51,Wind blowing from the north,1,,,, ,,,,,,,,,,25.0,-23.0,,,,,,
01.01.2020 08:00,-19.3,543.0,775.9,0.6,61,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-0.5,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
01.01.2020 05:00,-16.1,542.4,768.5,,57,Wind blowing from the south-southeast,1,,5,, ,,,-18.4,-0.5,,,,,,30.0,-22.7,No precipitation,6,,,,
01.01.2020 02:00,-15.9,542.5,770.4,,52,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-0.5,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
31.12.2019 23:00,-13.5,542.7,773.8,,44,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,23.0,-23.2,,,,,,
31.12.2019 20:00,-9.9,542.4,773.3,-0.3,27,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-0.5,,,2500 or more  or no clouds.,,,26.0,-25.4,No precipitation,12,,,,
31.12.2019 17:00,-0.6,542.7,769.6,,15,Wind blowing from the north-northwest,1,,6,, ,,,-18.4,-0.6,,,,,,27.0,-24.1,No precipitation,6,,,,
31.12.2019 14:00,-4.1,543.9,772.8,-1.7,20,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-1.6,,,2500 or more  or no clouds.,,,20.0,-23.8,No precipitation,12,,,,
