Local time in Jinghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 17:00,-11.0,742.3,775.1,,69,Wind blowing from the east-northeast,1,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-10.8,,,2500 or more  or no clouds.,,,4.0,-15.7,Trace of precipitation,6,,,,
10.01.2020 14:00,-12.9,742.9,775.9,-0.7,74,Wind blowing from the north,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-12.4,,,1500-2000,,,3.4,-16.6,Trace of precipitation,12,,,,
10.01.2020 11:00,-15.2,743.6,776.7,,83,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-12.6,,,1500-2000,,,2.4,-17.4,Trace of precipitation,6,,,,
10.01.2020 08:00,-19.4,743.2,776.5,-0.2,82,Wind blowing from the south,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-12.6,,,1500-2000,,,3.3,-21.7,Trace of precipitation,12,,,,
10.01.2020 05:00,-15.6,743.4,776.4,,80,Wind blowing from the north,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-17.8,-12.6,,,,,,2.7,-18.3,No precipitation,6,,,,
10.01.2020 02:00,-14.4,743.8,776.8,,80,Wind blowing from the north,2,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.6,,,2500 or more  or no clouds.,,,2.8,-17.1,No precipitation,12,,,,
09.01.2020 20:00,-14.1,744.3,777.5,0.7,78,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-12.6,,,1500-2000,,,2.5,-17.1,Trace of precipitation,12,,,,
09.01.2020 17:00,-12.9,743.6,776.6,,70,Wind blowing from the north-northeast,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-17.8,-12.6,,,1500-2000,,,3.1,-17.2,No precipitation,6,,,,
09.01.2020 14:00,-13.8,744.3,777.4,-1.1,75,Wind blowing from the north,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-12.8,,,1500-2000,,,2.3,-17.3,Trace of precipitation,12,,,,
09.01.2020 11:00,-16.3,745.4,778.7,,83,Wind blowing from the west-northwest,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-12.8,,,1500-2000,,,2.2,-18.5,No precipitation,6,,,,
09.01.2020 08:00,-16.5,744.3,777.5,-0.3,83,Wind blowing from the east-southeast,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-12.8,,,1500-2000,,,2.5,-18.8,No precipitation,12,,,,
09.01.2020 05:00,-15.2,744.6,777.7,,78,Wind blowing from the north-northeast,1,,3,,Mist. ,,,-19.0,-12.8,,,,,,3.0,-18.2,No precipitation,6,,,,
09.01.2020 02:00,-15.0,745.0,778.2,,77,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.8,,,2500 or more  or no clouds.,,,3.1,-18.1,No precipitation,12,,,,
08.01.2020 20:00,-14.4,745.2,778.5,0.8,76,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-12.8,,,1500-2000,,,3.1,-17.7,Trace of precipitation,12,,,,
08.01.2020 17:00,-13.1,744.4,777.7,,69,Wind blowing from the north,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-12.2,,,1500-2000,,,3.2,-17.6,No precipitation,6,,,,
08.01.2020 14:00,-14.1,745.1,778.6,-7.3,71,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-12.2,,,1500-2000,,,2.7,-18.2,Trace of precipitation,12,,,,
08.01.2020 11:00,,752.4,784.9,,,Wind blowing from the north-northwest,1,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,,,,1500-2000,,,2.3,,Trace of precipitation,6,,,,
08.01.2020 08:00,-17.1,744.9,778.3,0.1,82,Wind blowing from the west-southwest,1,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-12.2,,,1500-2000,,,2.3,-19.4,Trace of precipitation,12,,,,
08.01.2020 05:00,-19.0,744.8,778.1,,83,Wind blowing from the west-southwest,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.3,-12.2,,,,,,2.2,-21.2,No precipitation,6,,,,
08.01.2020 02:00,-19.5,744.6,778.0,,80,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-12.2,,,2500 or more  or no clouds.,,,3.1,-22.1,No precipitation,12,,,,
07.01.2020 20:00,-15.5,744.4,778.0,1.1,78,Wind blowing from the north-east,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-12.2,,,2500 or more  or no clouds.,,,3.0,-18.5,Trace of precipitation,12,,,,
07.01.2020 17:00,-12.4,743.3,776.5,,74,Wind blowing from the north,2,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-11.0,,,1500-2000,,,3.7,-16.1,Trace of precipitation,6,,,,
07.01.2020 14:00,-14.5,743.5,776.8,0.0,79,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-11.0,,,1500-2000,,,3.4,-17.3,Trace of precipitation,12,,,,
07.01.2020 11:00,-18.9,743.5,777.1,,81,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,,,,1500-2000,,,3.0,-21.3,Trace of precipitation,6,,,,
07.01.2020 08:00,-19.5,742.1,775.4,0.5,80,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-11.0,,,1500-2000,,,3.8,-22.1,No precipitation,12,,,,
07.01.2020 05:00,-19.1,741.6,774.7,,80,Wind blowing from the south,1,,3,,Mist. ,,,-19.2,-11.0,,,,,,3.6,-21.7,No precipitation,6,,,,
07.01.2020 02:00,-18.2,741.2,774.3,,83,Wind blowing from the south-east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-11.0,,,2500 or more  or no clouds.,,,3.4,-20.4,No precipitation,12,,,,
06.01.2020 20:00,-13.9,740.9,773.8,0.7,80,Wind blowing from the north,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-11.0,,,1500-2000,,,3.6,-16.7,Trace of precipitation,12,,,,
06.01.2020 17:00,-11.1,740.2,772.8,,69,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-10.9,,,1500-2000,,,4.3,-15.7,No precipitation,6,,,,
06.01.2020 14:00,-12.9,741.3,774.1,-0.6,73,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,,,,1500-2000,,,3.3,-16.7,Trace of precipitation,12,,,,
06.01.2020 11:00,-14.2,741.9,774.7,,82,Wind blowing from the south-west,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,,,,1500-2000,,,2.4,-16.6,Trace of precipitation,6,,,,
06.01.2020 08:00,-14.1,741.2,774.0,0.0,84,Wind blowing from the north-west,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-10.4,,,1500-2000,,,2.6,-16.2,Trace of precipitation,12,,,,
06.01.2020 05:00,-14.0,741.2,773.9,,85,Wind blowing from the west-southwest,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-14.0,-10.4,,,,,,2.5,-16.0,No precipitation,6,,,,
06.01.2020 02:00,-13.4,742.0,774.7,,85,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-10.4,,,2500 or more  or no clouds.,,,2.5,-15.4,Trace of precipitation,12,,,,
05.01.2020 20:00,-12.2,743.5,776.3,0.6,81,Wind blowing from the west-northwest,3,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-10.4,,,1500-2000,,,3.1,-14.8,Trace of precipitation,12,,,,
05.01.2020 17:00,-10.9,742.9,775.6,,75,Wind blowing from the north-northwest,2,,3,50%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-9.5,,,1500-2000,,,4.1,-14.5,Trace of precipitation,6,,,,
05.01.2020 14:00,-11.4,744.2,776.9,-0.7,74,Wind blowing from the north-northwest,1,,2,20–30%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-8.9,,,2500 or more  or no clouds.,,,3.6,-15.1,No precipitation,12,,,,
05.01.2020 11:00,-13.6,744.9,777.8,,84,Wind blowing from the west-northwest,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,,,,,,,2.6,-15.7,No precipitation,6,,,,
05.01.2020 08:00,-13.0,744.1,776.9,0.3,83,Wind blowing from the west,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-8.9,,,1500-2000,,,3.2,-15.3,Trace of precipitation,12,,,,
05.01.2020 05:00,-13.1,743.8,776.5,,82,Wind blowing from the north-northwest,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-13.1,-8.9,,,,,,3.2,-15.5,No precipitation,6,,,,
05.01.2020 02:00,-12.2,743.7,776.2,,81,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-8.9,,,2500 or more  or no clouds.,,,3.8,-14.8,No precipitation,12,,,,
04.01.2020 20:00,-10.9,743.5,776.1,1.3,76,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-8.9,,,1500-2000,,,4.6,-14.3,Trace of precipitation,12,,,,
04.01.2020 17:00,-9.5,742.2,774.6,,77,Wind blowing from the north-east,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-8.6,,,1500-2000,,,3.8,-12.9,No precipitation,6,,,,
04.01.2020 14:00,-9.3,742.7,775.1,-0.2,74,Wind blowing from the north,2,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-8.5,,,1500-2000,,,4.1,-13.1,Trace of precipitation,12,,,,
04.01.2020 11:00,-11.3,742.9,775.5,,85,Wind blowing from the north-east,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,,,,1500-2000,,,2.3,-13.3,No precipitation,6,,,,
04.01.2020 08:00,-10.9,742.3,774.7,0.2,86,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-8.5,,,1500-2000,,,2.8,-12.8,Trace of precipitation,12,,,,
04.01.2020 05:00,-10.7,742.1,774.5,,86,Wind blowing from the west-northwest,1,,3,,Snow not falling as shower(s). ,,,-11.5,-8.5,,,,,,2.6,-12.6,No precipitation,6,,,,
04.01.2020 02:00,-10.4,742.0,774.4,,83,Wind blowing from the west-northwest,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-8.5,,,2500 or more  or no clouds.,,,3.1,-12.7,Trace of precipitation,12,,,,
03.01.2020 20:00,-9.5,742.0,774.5,0.6,77,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-8.5,,,1500-2000,,,3.3,-12.8,Trace of precipitation,12,,,,
03.01.2020 17:00,-8.6,741.4,773.7,,73,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-6.5,,,1500-2000,,,3.1,-12.6,Trace of precipitation,6,,,,
03.01.2020 14:00,-9.4,742.3,774.7,-0.8,77,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-6.2,,,1500-2000,,,2.7,-12.8,Trace of precipitation,12,,,,
03.01.2020 11:00,-11.4,743.1,775.6,,81,Wind blowing from the north-west,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,,,,1500-2000,,,2.6,-14.0,Trace of precipitation,6,,,,
03.01.2020 08:00,-11.5,742.9,775.3,-0.6,80,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-6.2,,,1500-2000,,,2.8,-14.3,No precipitation,12,,,,
03.01.2020 05:00,-10.7,743.5,775.8,,80,Wind blowing from the west-southwest,1,,,,Mist. ,,,-10.7,-6.2,,,,,,2.7,-13.5,No precipitation,6,,,,
03.01.2020 02:00,-10.1,744.0,776.3,,78,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-6.2,,,2500 or more  or no clouds.,,,3.0,-13.2,No precipitation,12,,,,
02.01.2020 20:00,-9.1,744.3,776.6,0.5,74,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,-6.1,,,1500-2000,,,3.7,-13.0,Trace of precipitation,12,,,,
02.01.2020 17:00,-6.5,743.8,775.9,,71,Wind blowing from the north-northeast,1,,,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-5.0,,,1500-2000,,,5.0,-10.9,No precipitation,6,,,,
02.01.2020 14:00,-7.7,744.4,776.7,-0.5,77,Wind blowing from the east,1,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,,,,1500-2000,,,4.3,-11.0,Trace of precipitation,12,,,,
