Local time in Dengqen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.01.2020 05:00,-16.0,478.6,778.4,,51,Wind blowing from the west,1,,11,, ,,,-18.3,-4.8,,,,,,30.0,-23.8,No precipitation,6,,,,
12.01.2020 02:00,-14.1,478.2,777.6,0.0,41,Wind blowing from the west-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-4.8,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,12,,,,
11.01.2020 23:00,-12.5,478.2,780.1,,35,Wind blowing from the west,1,,12,, ,,,-18.3,-4.8,,,,,,18.0,-24.8,No precipitation,6,,,,
11.01.2020 20:00,-9.1,477.9,781.6,0.4,26,Wind blowing from the west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-4.8,,,,,,7.0,-25.1,No precipitation,12,,,,
11.01.2020 17:00,-5.1,477.5,776.3,,16,Wind blowing from the west-northwest,6,,12,no clouds, ,,,-18.3,-4.3,,,,,,30.0,-27.1,No precipitation,6,,,,
11.01.2020 14:00,-6.7,477.9,776.6,-1.3,18,Wind blowing from the north-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-3.5,,,,,,22.0,-27.1,No precipitation,12,,,,
11.01.2020 11:00,-12.1,479.2,780.9,,26,Wind blowing from the north-east,1,,5,no clouds, ,,,-18.3,-3.3,,,,,,26.0,-27.7,No precipitation,6,,,,
11.01.2020 08:00,-18.0,478.2,781.6,0.3,47,Wind blowing from the west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-3.3,,,,,,30.0,-26.6,No precipitation,12,,,,
11.01.2020 05:00,-15.6,477.9,776.5,,37,Wind blowing from the west,2,,11,, ,,,-15.9,-3.3,,,,,,30.0,-27.0,No precipitation,6,,,,
11.01.2020 02:00,-13.6,478.3,775.6,-0.2,31,Wind blowing from the north-northwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-3.3,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,12,,,,
10.01.2020 23:00,-11.1,478.5,774.7,,27,Wind blowing from the west,2,,17,, ,,,-11.1,-3.3,,,,,,26.0,-26.4,No precipitation,6,,,,
10.01.2020 20:00,-8.6,477.5,774.4,1.4,21,Wind blowing from the north-west,4,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-1.1,,,,,,17.0,-27.0,No precipitation,12,,,,
10.01.2020 17:00,-4.4,476.1,769.1,,16,Wind blowing from the north-west,7,,17,10%  or less  but not 0, ,,,-10.0,1.1,,,1000-1500,,,30.0,-26.5,No precipitation,6,,,,
10.01.2020 14:00,-4.2,475.5,766.4,0.6,22,Wind blowing from the west-northwest,7,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.5,,,2500 or more  or no clouds.,,,28.0,-22.8,No precipitation,12,,,,
10.01.2020 11:00,-4.8,474.9,763.8,,28,Wind blowing from the west-northwest,7,,16,20–30%., ,,,-10.0,1.6,,,1000-1500,,,16.0,-20.5,No precipitation,6,,,,
10.01.2020 08:00,-9.4,472.4,761.2,0.8,58,Wind blowing from the north-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.6,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
10.01.2020 05:00,-9.1,471.6,758.2,,57,Wind blowing from the west-northwest,1,,11,, ,,,-11.3,1.6,,,,,,30.0,-16.1,No precipitation,6,,,,
10.01.2020 02:00,-6.7,471.4,756.4,0.0,46,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.6,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
09.01.2020 23:00,-3.6,471.4,758.1,,34,Wind blowing from the east-northeast,2,,12,, ,,,-11.3,1.6,,,,,,30.0,-17.2,No precipitation,6,,,,
09.01.2020 20:00,-1.1,470.6,759.2,0.9,25,Wind blowing from the south-southwest,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.6,,,1000-1500,,,22.0,-18.6,No precipitation,12,,,,
09.01.2020 17:00,1.1,469.7,754.9,,21,Wind blowing from the south-southwest,3,,12,90  or more  but not 100%, ,,,-11.3,1.6,,,,,,30.0,-18.8,No precipitation,6,,,,
09.01.2020 14:00,1.3,471.5,756.4,-2.5,21,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.6,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
09.01.2020 11:00,-4.5,474.0,762.6,,36,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-11.3,1.6,,,,,,15.0,-17.3,No precipitation,6,,,,
09.01.2020 08:00,-10.8,473.4,765.7,0.1,54,Wind blowing from the north-west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,1.6,,,,,,30.0,-18.3,No precipitation,12,,,,
09.01.2020 05:00,-8.7,473.3,760.7,,51,Wind blowing from the north-northwest,1,,8,, ,,,-9.9,1.6,,,,,,30.0,-17.2,No precipitation,6,,,,
09.01.2020 02:00,-6.7,473.7,761.3,0.0,48,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.6,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
08.01.2020 23:00,-4.3,473.7,762.4,,39,Wind blowing from the west-northwest,1,,8,, ,,,-10.1,1.6,,,,,,17.0,-16.2,No precipitation,6,,,,
08.01.2020 20:00,-4.2,472.7,763.3,0.8,43,Wind blowing from the north-northwest,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.6,,,1000-1500,,,6.0,-14.9,No precipitation,12,,,,
08.01.2020 17:00,1.2,471.9,758.7,,23,Wind blowing from the east-southeast,3,,7,50%., ,,,-10.1,1.6,,,1000-1500,,,30.0,-17.7,No precipitation,6,,,,
08.01.2020 14:00,-0.8,473.0,762.4,-2.0,28,Wind blowing from the south-southeast,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.8,,,1000-1500,,,23.0,-17.0,No precipitation,12,,,,
08.01.2020 11:00,-4.9,475.0,767.5,,45,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,-10.1,0.8,,,,,,25.0,-15.0,No precipitation,6,,,,
08.01.2020 08:00,-8.8,474.3,766.2,0.3,51,Wind blowing from the north,0,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,0.8,,,1000-1500,,,30.0,-17.3,No precipitation,12,,,,
08.01.2020 05:00,-9.2,474.0,763.0,,48,Wind blowing from the west,0,,8,, ,,,-14.0,0.8,,,,,,30.0,-18.2,No precipitation,6,,,,
08.01.2020 02:00,-10.1,474.5,766.3,0.1,49,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,0.8,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
07.01.2020 23:00,-8.7,474.4,769.2,,51,Wind blowing from the west,1,,8,, ,,,-14.0,0.8,,,,,,15.0,-17.2,No precipitation,6,,,,
07.01.2020 20:00,-4.5,473.1,767.4,0.9,38,Wind blowing from the west-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,0.8,,,,,,13.0,-16.7,No precipitation,12,,,,
07.01.2020 17:00,0.1,472.2,761.2,,23,Wind blowing from the west-northwest,3,,5,20–30%., ,,,-14.0,0.8,,,1000-1500,,,28.0,-18.6,No precipitation,6,,,,
07.01.2020 14:00,-3.1,474.2,766.2,-2.2,27,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.1,,,,,,24.0,-19.5,No precipitation,12,,,,
07.01.2020 11:00,-8.9,476.4,772.0,,41,Wind blowing from the north-northwest,1,,5,70 – 80%., ,,,-14.0,-4.4,,,1000-1500,,,21.0,-19.8,No precipitation,6,,,,
07.01.2020 08:00,-13.5,476.0,773.8,-0.1,58,Wind blowing from the north-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-4.4,,,,,,28.0,-20.0,No precipitation,12,,,,
07.01.2020 05:00,-10.9,476.1,770.5,,48,Wind blowing from the west,1,,8,, ,,,-11.7,-4.4,,,,,,30.0,-19.8,No precipitation,6,,,,
07.01.2020 02:00,-10.6,476.8,771.8,-0.3,46,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-4.4,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
06.01.2020 23:00,-8.1,477.1,772.7,,42,Wind blowing from the south-west,2,,10,, ,,,-10.5,-4.4,,,,,,29.0,-19.0,No precipitation,6,,,,
06.01.2020 20:00,-7.1,476.4,771.7,0.6,26,Wind blowing from the north-west,3,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-3.9,,,2500 or more  or no clouds.,,,8.0,-23.4,No precipitation,12,,,,
06.01.2020 17:00,-4.6,475.8,768.4,,17,Wind blowing from the north-west,4,,14,90  or more  but not 100%, ,,,-10.5,-2.8,,,,,,27.0,-26.0,No precipitation,6,,,,
06.01.2020 14:00,-5.1,476.4,769.2,-0.5,20,Wind blowing from the north-west,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.5,,,2500 or more  or no clouds.,,,25.0,-24.6,No precipitation,12,,,,
06.01.2020 11:00,-8.2,476.9,771.0,,37,Wind blowing from the north-west,5,,14,70 – 80%., ,,,-10.5,,,,1000-1500,,,16.0,-20.3,No precipitation,6,,,,
06.01.2020 08:00,-9.3,474.8,766.9,1.9,50,Wind blowing from the north-west,7,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,0.9,,,2500 or more  or no clouds.,,,25.0,-18.0,No precipitation,12,,,,
06.01.2020 05:00,-8.5,472.9,763.5,,49,Wind blowing from the north-northwest,3,,13,, ,,,-8.6,0.9,,,,,,30.0,-17.3,No precipitation,6,,,,
06.01.2020 02:00,-7.8,472.4,759.4,1.1,60,Wind blowing from the west-northwest,6,,13,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.9,,,2500 or more  or no clouds.,,,30.0,-14.2,Trace of precipitation,12,,,,
05.01.2020 23:00,-6.1,471.3,759.1,,39,Wind blowing from the south,1,,13,, ,,,-10.1,0.9,,,,,,21.0,-17.8,No precipitation,6,,,,
05.01.2020 20:00,-3.9,470.2,758.0,1.2,27,Wind blowing from the east,1,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.9,,,2500 or more  or no clouds.,,,19.0,-20.2,Trace of precipitation,12,,,,
05.01.2020 17:00,-4.2,469.0,756.7,,61,Wind blowing from the south-east,4,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.9,,,600-1000,,,20.0,-10.6,Trace of precipitation,6,,,,
05.01.2020 14:00,0.0,468.9,755.2,-1.8,22,Wind blowing from the south-southeast,3,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.9,,,1000-1500,,,30.0,-19.2,No precipitation,12,,,,
05.01.2020 11:00,-4.0,470.7,759.4,,44,Wind blowing from the south-east,2,,4,90  or more  but not 100%, ,,,-10.1,0.6,,,1000-1500,,,15.0,-14.5,No precipitation,6,,,,
05.01.2020 08:00,-7.1,470.2,757.3,-0.2,58,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.6,,,1000-1500,,,11.0,-14.0,No precipitation,12,,,,
05.01.2020 05:00,-7.7,470.4,756.0,,58,Wind blowing from the west-northwest,1,,12,, ,,,-10.5,0.6,,,,,,30.0,-14.7,No precipitation,6,,,,
05.01.2020 02:00,-9.8,471.1,759.7,-0.3,57,Wind blowing from the west-northwest,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.6,,,2500 or more  or no clouds.,,,30.0,-16.9,Trace of precipitation,12,,,,
04.01.2020 23:00,-7.9,471.4,761.3,,46,Wind blowing from the north-west,1,,12,,Haze. ,,,-10.5,0.6,,,,,,5.0,-17.5,No precipitation,6,,,,
04.01.2020 20:00,-2.9,471.3,761.0,1.1,27,Wind blowing from the south-southeast,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.6,,,2500 or more  or no clouds.,,,6.0,-19.3,No precipitation,12,,,,
04.01.2020 17:00,0.2,470.2,756.1,,21,Wind blowing from the south,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.6,,,,,,19.0,-19.6,No precipitation,6,,,,
04.01.2020 14:00,-1.5,471.7,758.2,-2.5,46,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.3,,,2500 or more  or no clouds.,,,29.0,-11.6,No precipitation,12,,,,
04.01.2020 11:00,-5.2,474.2,763.9,,56,Wind blowing from the west,1,,5,20–30%., ,,,-10.5,0.3,,,1000-1500,,,15.0,-12.8,No precipitation,6,,,,
04.01.2020 08:00,-9.9,474.1,764.6,-0.1,64,Wind blowing from the north-northwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.3,,,1000-1500,,,30.0,-15.4,No precipitation,12,,,,
04.01.2020 05:00,-8.3,474.2,762.9,,66,Wind blowing from the west,1,,8,, ,,,-11.3,0.3,,,,,,30.0,-13.5,No precipitation,6,,,,
04.01.2020 02:00,-6.0,474.6,762.5,-0.6,59,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.3,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
03.01.2020 23:00,-4.9,475.2,765.8,,53,Wind blowing from the north-west,2,,8,, ,,,-11.3,0.3,,,,,,30.0,-13.0,No precipitation,6,,,,
03.01.2020 20:00,-1.6,476.1,768.4,0.0,37,Wind blowing from the south,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.3,,,2500 or more  or no clouds.,,,6.0,-14.4,No precipitation,12,,,,
03.01.2020 17:00,-0.4,476.1,766.3,,35,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%, ,,,-11.3,0.3,,,,,,14.0,-14.3,No precipitation,6,,,,
03.01.2020 14:00,-1.0,477.6,766.9,-1.7,36,Wind blowing from the south-west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.1,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
03.01.2020 11:00,-5.6,479.3,771.0,,61,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%, ,,,-11.3,0.1,,,,,,8.0,-12.1,No precipitation,6,,,,
03.01.2020 08:00,-10.8,478.2,771.1,0.8,81,Wind blowing from the east-northeast,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,0.1,,,2500 or more  or no clouds.,,,10.0,-13.4,No precipitation,12,,,,
03.01.2020 05:00,-8.8,477.4,768.1,,82,Wind blowing from the north-west,1,,10,, ,,,-14.6,0.1,,,,,,30.0,-11.3,No precipitation,6,,,,
03.01.2020 02:00,-5.4,477.4,767.8,-0.2,78,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.1,,,2500 or more  or no clouds.,,,30.0,-8.6,No precipitation,12,,,,
