Local time in Changbai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 02:00,-13.6,697.8,771.4,,86,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-6.9,,,2500 or more  or no clouds.,,,9.0,-15.5,No precipitation,12,,,,
09.01.2020 20:00,-12.0,697.6,771.7,0.9,81,Wind blowing from the north-northeast,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-5.6,,,600-1000,,,12.0,-14.6,No precipitation,12,,,,
09.01.2020 17:00,-12.3,696.7,770.5,,81,Wind blowing from the north-east,1,,4,50%., ,,,-12.3,-4.3,,,600-1000,,,30.0,-14.9,No precipitation,6,,,,
09.01.2020 14:00,-7.6,696.1,769.0,-0.6,62,Wind blowing from the east,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.4,,,600-1000,,,30.0,-13.7,0.4,12,,,,
09.01.2020 11:00,-8.9,696.7,769.6,,65,Wind blowing from the south-east,1,,,, ,,,-11.7,,,,,,,15.0,-14.4,0.3,6,,,,
09.01.2020 08:00,-11.7,696.7,769.7,1.4,76,Wind blowing from the west,2,,7,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.2,,,600-1000,,,29.0,-15.1,0.3,12,,,,
09.01.2020 05:00,-10.6,695.3,767.8,,79,Wind blowing from the west-southwest,1,,7,,Haze. ,,,-10.7,-2.2,,,,,,6.0,-13.6,0.3,6,,,,
09.01.2020 02:00,-9.2,694.9,766.9,,75,Wind blowing from the west,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-2.2,,,2500 or more  or no clouds.,,,5.0,-12.9,1.0,12,,,,
08.01.2020 20:00,-5.6,692.9,764.5,1.0,82,Wind blowing from the west-southwest,3,,5,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,-2.2,,,600-1000,,,11.0,-8.2,1.0,12,,,,
08.01.2020 17:00,-4.3,691.9,763.1,,87,Wind blowing from the west-southwest,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,-2.2,,,600-1000,,,2.6,-6.2,0.6,6,,,,
08.01.2020 14:00,-2.5,690.9,761.8,0.3,77,Wind blowing from the west-southwest,2,,4,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,-1.6,,,600-1000,,,28.0,-6.1,5.0,12,,,,
08.01.2020 11:00,-3.4,690.6,761.5,,79,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,-1.6,,,600-1000,,,30.0,-6.6,2.0,6,,,,
08.01.2020 08:00,-4.9,690.0,761.1,2.2,95,Wind blowing from the south-west,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.7,-5.6,10.0,12,,,,
08.01.2020 05:00,-4.4,687.8,758.5,,91,Wind blowing from the north-northeast,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-1.6,,,,,,1.1,-5.7,5.0,6,,,,
08.01.2020 02:00,-4.2,686.8,757.2,,97,Wind blowing from the west,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-1.6,,,2500 or more  or no clouds.,,,3.2,-4.6,6.0,12,,,,
07.01.2020 20:00,-4.0,690.3,761.8,-1.6,94,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-1.6,,,600-1000,,,1.5,-4.9,1.0,12,,,,
07.01.2020 17:00,-2.7,691.9,763.5,,73,Wind blowing from the west-southwest,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-1.6,,,600-1000,,,4.1,-7.0,No precipitation,6,,,,
07.01.2020 14:00,-2.0,692.8,764.5,-2.1,61,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-2.0,,,600-1000,,,5.0,-8.6,No precipitation,12,,,,
07.01.2020 11:00,-4.1,694.9,767.0,,64,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-4.1,,,600-1000,,,5.0,-10.0,No precipitation,6,,,,
07.01.2020 08:00,-7.6,696.7,769.6,0.2,74,Wind blowing from the north,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.6,,,600-1000,,,4.8,-11.5,No precipitation,12,,,,
07.01.2020 05:00,-8.3,696.5,769.5,,78,Calm  no wind,0,,,,Haze. ,,,,-8.3,,,,,,4.7,-11.5,No precipitation,6,,,,
07.01.2020 02:00,-8.4,697.3,770.4,,76,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.4,,,2500 or more  or no clouds.,,,4.3,-11.9,No precipitation,12,,,,
06.01.2020 20:00,-9.2,698.6,773.4,-0.5,70,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-8.9,,,600-1000,,,8.0,-13.7,No precipitation,12,,,,
06.01.2020 17:00,-9.4,699.1,774.1,,69,Wind blowing from the west-southwest,0,,3,50%., ,,,-20.0,-8.9,,,600-1000,,,9.0,-14.1,No precipitation,6,,,,
06.01.2020 14:00,-9.8,699.2,774.1,-1.8,64,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-6.0,,,2500 or more  or no clouds.,,,12.0,-15.4,No precipitation,12,,,,
06.01.2020 11:00,-13.7,701.0,776.5,,71,Calm  no wind,0,,,90  or more  but not 100%, ,,,-20.0,-6.0,,,,,,8.0,-17.9,No precipitation,6,,,,
06.01.2020 08:00,-18.8,702.4,778.4,0.0,83,Wind blowing from the east-northeast,0,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,,,,600-1000,,,30.0,-21.0,No precipitation,12,,,,
06.01.2020 05:00,-19.2,702.4,778.0,,83,Wind blowing from the north-northeast,1,,3,, ,,,-21.0,-6.0,,,,,,30.0,-21.4,No precipitation,6,,,,
06.01.2020 02:00,-18.3,702.7,777.5,,83,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-6.0,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
05.01.2020 20:00,-15.2,703.0,779.3,0.5,83,Wind blowing from the north-east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-6.0,,,600-1000,,,22.0,-17.5,No precipitation,12,,,,
05.01.2020 17:00,-11.6,702.5,778.3,,74,Wind blowing from the north-northeast,1,,3,no clouds, ,,,-21.0,-6.0,,,,,,26.0,-15.4,No precipitation,6,,,,
05.01.2020 14:00,-7.5,702.0,776.8,-1.0,55,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-4.3,,,,,,30.0,-15.1,No precipitation,12,,,,
05.01.2020 11:00,-13.2,703.0,778.4,,60,Wind blowing from the south,1,,4,no clouds, ,,,-21.0,-4.2,,,,,,24.0,-19.4,No precipitation,6,,,,
05.01.2020 08:00,-19.5,703.7,779.5,1.4,81,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-4.2,,,,,,27.0,-22.0,No precipitation,12,,,,
05.01.2020 05:00,-20.1,702.3,777.4,,82,Wind blowing from the north-east,1,,4,, ,,,-21.4,-4.2,,,,,,30.0,-22.4,No precipitation,6,,,,
05.01.2020 02:00,-18.3,701.5,775.8,,83,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-4.2,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
04.01.2020 20:00,-12.1,698.9,774.3,1.3,80,Wind blowing from the north,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-4.2,,,,,,30.0,-14.9,No precipitation,12,,,,
04.01.2020 17:00,-7.3,697.6,772.1,,61,Wind blowing from the west,2,,8,no clouds, ,,,-21.4,-4.2,,,,,,30.0,-13.7,No precipitation,6,,,,
04.01.2020 14:00,-4.3,696.2,770.0,-0.5,51,Wind blowing from the west-southwest,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-4.2,,,600-1000,,,30.0,-13.1,No precipitation,12,,,,
04.01.2020 11:00,-12.8,696.7,771.6,,63,Wind blowing from the south-southwest,2,,4,50%., ,,,-21.4,-5.0,,,2500 or more  or no clouds.,,,10.0,-18.5,No precipitation,6,,,,
04.01.2020 08:00,-19.8,697.4,772.9,0.8,81,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-5.0,,,600-1000,,,29.0,-22.3,No precipitation,12,,,,
04.01.2020 05:00,-20.2,696.6,771.2,,81,Wind blowing from the north-east,1,,5,, ,,,-25.0,-5.0,,,,,,30.0,-22.7,No precipitation,6,,,,
04.01.2020 02:00,-19.2,696.4,770.7,,83,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-5.0,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
03.01.2020 20:00,-13.5,696.7,772.6,-0.3,78,Wind blowing from the north-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-5.0,,,600-1000,,,30.0,-16.6,No precipitation,12,,,,
03.01.2020 17:00,-8.6,697.0,772.3,,59,Wind blowing from the west,1,,3,20–30%., ,,,-25.0,-5.0,,,600-1000,,,30.0,-15.3,No precipitation,6,,,,
03.01.2020 14:00,-7.6,696.2,770.9,-1.7,45,Wind blowing from the west-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-7.6,,,600-1000,,,12.0,-17.7,No precipitation,12,,,,
03.01.2020 11:00,-15.3,697.9,773.7,,55,Wind blowing from the west-southwest,0,,3,20–30%., ,,,-25.0,-10.5,,,600-1000,,,13.0,-22.4,No precipitation,6,,,,
03.01.2020 08:00,-23.4,698.9,775.7,0.5,79,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-10.5,,,,,,30.0,-26.1,No precipitation,12,,,,
03.01.2020 05:00,-24.1,698.4,774.8,,80,Wind blowing from the north-east,2,,,, ,,,-25.5,-10.5,,,,,,30.0,-26.6,No precipitation,6,,,,
03.01.2020 02:00,-22.0,698.5,774.0,,79,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-10.5,,,2500 or more  or no clouds.,,,30.0,-24.7,No precipitation,12,,,,
02.01.2020 20:00,-17.6,698.6,775.5,0.4,77,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-10.5,,,,,,17.0,-20.7,No precipitation,12,,,,
02.01.2020 17:00,-14.8,698.2,774.5,,65,Wind blowing from the south-southwest,0,,3,no clouds, ,,,-25.5,-10.5,,,,,,30.0,-20.0,No precipitation,6,,,,
02.01.2020 14:00,-10.8,697.9,773.4,-1.8,47,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-7.2,,,,,,30.0,-20.1,No precipitation,12,,,,
02.01.2020 11:00,-17.4,699.7,776.1,,58,Wind blowing from the south-southwest,1,,3,no clouds, ,,,-25.5,-7.2,,,,,,22.0,-23.8,No precipitation,6,,,,
02.01.2020 08:00,-24.0,701.2,778.2,0.8,78,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-7.2,,,,,,30.0,-26.8,No precipitation,12,,,,
02.01.2020 05:00,-24.1,700.4,776.7,,80,Wind blowing from the north-northeast,2,,4,, ,,,-26.6,-7.2,,,,,,30.0,-26.6,No precipitation,6,,,,
02.01.2020 02:00,-22.1,700.6,775.9,,80,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-7.2,,,2500 or more  or no clouds.,,,30.0,-24.7,No precipitation,12,,,,
01.01.2020 20:00,-17.1,700.2,777.3,0.2,75,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-7.2,,,,,,30.0,-20.5,No precipitation,12,,,,
01.01.2020 17:00,-12.4,700.0,776.5,,58,Wind blowing from the east-northeast,2,,,, ,,,-26.6,-7.2,,,,,,30.0,-19.1,No precipitation,6,,,,
01.01.2020 14:00,-7.9,699.0,774.6,-1.0,39,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-7.9,,,,,,30.0,-19.4,No precipitation,12,,,,
01.01.2020 11:00,-16.4,700.0,776.8,,56,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-26.6,-14.9,,,,,,10.0,-23.1,No precipitation,6,,,,
01.01.2020 08:00,-24.7,701.0,778.9,1.2,79,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.1,,,,,,,30.0,-27.3,No precipitation,12,,,,
01.01.2020 05:00,-26.2,699.8,777.4,,79,Wind blowing from the north-east,1,,4,, ,,,-27.7,-14.9,,,,,,30.0,-28.8,No precipitation,6,,,,
01.01.2020 02:00,-25.2,699.4,776.2,,79,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-14.9,,,2500 or more  or no clouds.,,,30.0,-27.8,No precipitation,12,,,,
31.12.2019 20:00,-22.0,698.8,776.9,0.0,72,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-14.9,,,,,,30.0,-25.7,No precipitation,12,,,,
31.12.2019 17:00,-18.9,698.8,775.6,,58,Wind blowing from the north-northeast,2,,6,no clouds, ,,,-27.7,-11.2,,,,,,30.0,-25.2,No precipitation,6,,,,
31.12.2019 14:00,-15.0,699.4,775.6,-1.4,39,Wind blowing from the south,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,,,,,,,30.0,-25.8,No precipitation,12,,,,
31.12.2019 11:00,-18.9,700.8,777.5,,53,Wind blowing from the east-northeast,2,,11,no clouds, ,,,-27.7,,,,,,,30.0,-26.2,No precipitation,6,,,,
31.12.2019 08:00,-27.1,701.6,779.1,0.9,76,Wind blowing from the north-northeast,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,,,,,,,30.0,-30.1,No precipitation,12,,,,
