Local time in Zhongxiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 20:00,1.9,759.1,769.5,0.6,99,Wind blowing from the north-northwest,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.5,,,2500 or more  or no clouds.,,,2.2,1.8,3.0,12,,,,
09.01.2020 17:00,2.1,758.5,768.8,,99,Wind blowing from the north-northwest,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,4.0,,,2500 or more  or no clouds.,,,3.2,2.0,,,,,,
09.01.2020 14:00,2.2,758.0,768.4,-2.2,99,Wind blowing from the north-northwest,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,2500 or more  or no clouds.,,,3.7,2.1,8.0,12,,,,
09.01.2020 11:00,1.2,760.2,770.5,,99,Wind blowing from the north-northwest,4,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,1.0,,,,2500 or more  or no clouds.,,,3.5,1.1,4.0,6,,,,
09.01.2020 08:00,1.0,759.2,769.6,0.4,99,Wind blowing from the north-northwest,3,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,5.0,,,2500 or more  or no clouds.,,,0.6,0.9,18.0,12,,,,
09.01.2020 05:00,1.0,758.8,769.1,,99,Wind blowing from the north-west,4,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,1.0,5.0,,,,,,0.3,0.9,7.0,6,,,,
09.01.2020 02:00,1.1,759.4,769.6,,99,Wind blowing from the north-northwest,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,5.0,,,2500 or more  or no clouds.,,,0.6,1.0,15.0,12,,,,
08.01.2020 20:00,2.5,760.3,770.6,0.3,99,Wind blowing from the north-northwest,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,6.4,,,2500 or more  or no clouds.,,,1.5,2.4,5.0,12,,,,
08.01.2020 17:00,4.0,760.0,770.2,,99,Wind blowing from the north-northwest,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,2.6,3.9,2.0,6,,,,
08.01.2020 14:00,4.0,760.3,770.5,-2.2,99,Wind blowing from the north-northwest,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,1.5,3.9,2.0,12,,,,
08.01.2020 11:00,5.0,762.5,772.8,,86,Wind blowing from the north,1,,5,100%., ,,,4.2,,,,2500 or more  or no clouds.,,,8.0,2.9,No precipitation,6,,,,
08.01.2020 08:00,4.6,761.8,772.0,0.6,94,Wind blowing from the south-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,2500 or more  or no clouds.,,,5.0,3.7,No precipitation,12,,,,
08.01.2020 05:00,4.8,761.2,771.4,,91,Wind blowing from the south-east,1,,,, ,,,,,,,,,,8.0,3.5,,,,,,
08.01.2020 02:00,4.4,762.3,772.5,,98,Wind blowing from the east-southeast,3,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,9.6,,,2500 or more  or no clouds.,,,4.6,4.1,No precipitation,12,,,,
07.01.2020 20:00,6.3,760.3,770.5,1.5,83,Wind blowing from the north-east,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,9.6,,,2500 or more  or no clouds.,,,11.0,3.6,No precipitation,12,,,,
07.01.2020 17:00,8.7,758.8,769.0,,79,Wind blowing from the west-northwest,0,,7,100%., ,,,1.9,9.6,,,2500 or more  or no clouds.,,,10.0,5.3,No precipitation,6,,,,
07.01.2020 14:00,8.9,758.4,768.6,-0.1,77,Wind blowing from the north-northwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,9.2,,,2500 or more  or no clouds.,,,12.0,5.1,2.0,12,,,,
07.01.2020 11:00,6.7,758.5,768.7,,90,Wind blowing from the north-northwest,2,,11,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,6.7,,,2500 or more  or no clouds.,,,6.0,5.2,No precipitation,6,,,,
07.01.2020 08:00,3.6,757.3,767.5,1.5,99,Wind blowing from the north-northwest,3,,11,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,4.9,,,2500 or more  or no clouds.,,,3.0,3.5,20.0,12,,,,
07.01.2020 05:00,2.9,755.8,766.0,,99,Wind blowing from the north-west,3,,11,,Mist. ,,,1.9,4.9,,,,,,3.2,2.8,15.0,6,,,,
07.01.2020 02:00,2.4,755.1,765.3,,99,Wind blowing from the north-northwest,5,,11,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,5.0,,,2500 or more  or no clouds.,,,1.7,2.3,27.0,12,,,,
06.01.2020 20:00,4.1,755.3,765.5,1.0,99,Wind blowing from the north-northwest,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,2500 or more  or no clouds.,,,1.5,4.0,13.0,12,,,,
06.01.2020 17:00,4.4,754.3,764.5,,99,Wind blowing from the north-northwest,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,1.3,4.3,3.0,6,,,,
06.01.2020 14:00,4.7,755.1,765.3,-2.8,99,Wind blowing from the north-northwest,5,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,1.3,4.6,13.0,12,,,,
06.01.2020 11:00,4.5,757.9,768.1,,99,Wind blowing from the north-northwest,5,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,2.0,4.4,9.0,6,,,,
06.01.2020 08:00,4.3,757.3,767.4,1.1,99,Wind blowing from the north-west,5,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,4.3,8.5,,,2500 or more  or no clouds.,,,1.5,4.2,12.0,12,,,,
06.01.2020 05:00,4.5,756.2,766.3,,99,Wind blowing from the north-west,5,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.5,8.5,,,,,,2.0,4.4,5.0,6,,,,
06.01.2020 02:00,5.0,756.6,766.7,,99,Wind blowing from the north-west,4,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,8.5,,,2500 or more  or no clouds.,,,1.2,4.9,4.0,12,,,,
05.01.2020 20:00,8.5,756.1,766.2,1.5,99,Wind blowing from the north-west,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,6.3,8.5,,,300-600,,,0.3,8.4,4.0,12,,,,
05.01.2020 17:00,8.2,754.6,764.7,,99,Wind blowing from the north-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.3,8.3,,,300-600,,,0.3,8.1,1.0,6,,,,
05.01.2020 14:00,7.8,754.7,764.8,-2.2,99,Wind blowing from the north-west,2,,4,100%.,Drizzle  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.3,8.7,,,300-600,,,0.5,7.7,6.0,12,,,,
05.01.2020 11:00,7.4,756.9,767.0,,99,Wind blowing from the north-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,6.3,8.8,,,300-600,,,0.1,7.3,4.0,6,,,,
05.01.2020 08:00,6.6,756.5,766.6,0.6,99,Wind blowing from the north-northwest,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,,,,,2500 or more  or no clouds.,,,0.1,6.5,4.0,12,,,,
05.01.2020 05:00,6.4,755.9,766.0,,99,Wind blowing from the north-northwest,2,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.7,8.8,,,,,,0.1,6.3,1.0,6,,,,
05.01.2020 02:00,6.3,757.1,767.2,,99,Wind blowing from the north,0,,2,,Drizzle  not freezing  intermittent  heavy (dense) at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.7,8.8,,,2500 or more  or no clouds.,,,0.1,6.2,1.0,12,,,,
04.01.2020 20:00,7.0,759.1,769.3,0.6,95,Wind blowing from the south-west,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.8,,,2500 or more  or no clouds.,,,1.7,6.3,0.5,12,,,,
04.01.2020 17:00,8.3,758.5,768.6,,78,Wind blowing from the south-southwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.8,,,2500 or more  or no clouds.,,,3.5,4.7,No precipitation,6,,,,
04.01.2020 14:00,8.8,759.0,769.1,-2.1,78,Wind blowing from the south,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.8,,,2500 or more  or no clouds.,,,3.7,5.2,No precipitation,12,,,,
04.01.2020 11:00,7.4,761.1,771.3,,86,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,7.4,,,2500 or more  or no clouds.,,,3.0,5.2,No precipitation,6,,,,
04.01.2020 08:00,4.9,760.6,770.8,0.9,99,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,6.5,,,2500 or more  or no clouds.,,,1.2,4.8,No precipitation,12,,,,
04.01.2020 05:00,5.0,759.7,769.9,,99,Wind blowing from the south,1,,3,,Mist. ,,,4.9,6.5,,,,,,1.3,4.9,No precipitation,6,,,,
04.01.2020 02:00,5.6,760.8,771.0,,95,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,6.5,,,2500 or more  or no clouds.,,,2.6,4.9,No precipitation,12,,,,
03.01.2020 20:00,5.8,761.7,771.9,1.0,97,Wind blowing from the north-west,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,6.5,,,2500 or more  or no clouds.,,,2.0,5.4,1.0,12,,,,
03.01.2020 17:00,5.8,760.7,770.9,,96,Wind blowing from the north-northwest,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,6.5,,,2500 or more  or no clouds.,,,2.1,5.2,1.0,6,,,,
03.01.2020 14:00,5.3,761.3,771.5,-1.5,98,Wind blowing from the north-northwest,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,6.5,,,2500 or more  or no clouds.,,,1.6,5.0,1.0,12,,,,
03.01.2020 11:00,6.4,762.8,773.0,,84,Wind blowing from the north-west,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,6.5,,,2500 or more  or no clouds.,,,3.9,3.9,No precipitation,6,,,,
03.01.2020 08:00,5.3,762.4,772.6,0.7,81,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,4.7,2.3,No precipitation,12,,,,
03.01.2020 05:00,5.3,761.7,771.9,,84,Wind blowing from the north-northwest,3,,7,,Mist. ,,,,6.0,,,,,,4.4,2.7,No precipitation,6,,,,
03.01.2020 02:00,5.2,762.1,772.4,,90,Wind blowing from the north-west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.0,,,2500 or more  or no clouds.,,,3.5,3.7,No precipitation,12,,,,
02.01.2020 20:00,5.3,762.6,772.9,1.0,85,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,6.0,,,2500 or more  or no clouds.,,,4.0,3.0,No precipitation,12,,,,
02.01.2020 17:00,5.8,761.6,771.9,,80,Wind blowing from the north,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,6.0,,,2500 or more  or no clouds.,,,5.0,2.6,No precipitation,6,,,,
02.01.2020 14:00,5.7,761.8,772.1,-2.1,79,Wind blowing from the north-northwest,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,5.7,,,2500 or more  or no clouds.,,,5.0,2.3,No precipitation,12,,,,
02.01.2020 11:00,4.7,763.9,774.2,,83,Wind blowing from the north-northwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,4.8,,,2500 or more  or no clouds.,,,4.5,2.1,No precipitation,6,,,,
02.01.2020 08:00,3.7,762.8,773.2,1.3,85,Wind blowing from the north-northwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,1.3,No precipitation,12,,,,
02.01.2020 05:00,3.7,761.5,771.7,,70,Wind blowing from the north-northwest,4,,6,,Haze. ,,,,4.3,,,,,,6.0,-1.3,No precipitation,6,,,,
02.01.2020 02:00,3.9,761.5,771.8,,83,Wind blowing from the north-northwest,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.3,,,2500 or more  or no clouds.,,,4.2,1.3,No precipitation,12,,,,
01.01.2020 20:00,3.8,761.8,772.2,1.2,83,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,4.8,,,2500 or more  or no clouds.,,,5.0,1.2,No precipitation,12,,,,
01.01.2020 17:00,4.2,760.6,770.8,,65,Wind blowing from the north,2,,4,100%., ,,,2.7,5.2,,,2500 or more  or no clouds.,,,11.0,-1.8,No precipitation,6,,,,
01.01.2020 14:00,4.2,760.5,770.8,-2.3,56,Wind blowing from the north-northwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,5.7,,,2500 or more  or no clouds.,,,14.0,-3.8,No precipitation,12,,,,
01.01.2020 11:00,3.5,762.8,773.1,,51,Wind blowing from the north-west,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,15.0,-5.9,,,,,,
01.01.2020 08:00,2.8,763.0,773.4,0.6,57,Wind blowing from the north-northwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.7,,,2500 or more  or no clouds.,,,21.0,-4.9,No precipitation,12,,,,
01.01.2020 05:00,3.1,762.4,772.7,,63,Wind blowing from the north-west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,,5.7,,,,,,15.0,-3.3,No precipitation,6,,,,
01.01.2020 02:00,3.6,763.7,774.0,,51,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.7,,,2500 or more  or no clouds.,,,25.0,-5.6,No precipitation,12,,,,
31.12.2019 20:00,4.7,765.3,775.7,0.1,42,Wind blowing from the north-west,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.4,,,2500 or more  or no clouds.,,,22.0,-7.4,No precipitation,12,,,,
31.12.2019 17:00,5.2,765.2,775.6,,39,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,27.0,-7.6,,,,,,
31.12.2019 14:00,5.2,766.8,777.1,-3.1,37,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.0,,,2500 or more  or no clouds.,,,27.0,-8.6,No precipitation,12,,,,
31.12.2019 11:00,3.0,769.9,780.4,,41,Wind blowing from the north-west,4,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-9.0,,,,,,
31.12.2019 08:00,-1.2,770.3,780.7,0.7,65,Wind blowing from the north-northwest,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.2,,,2500 or more  or no clouds.,,,21.0,-7.1,No precipitation,12,,,,
31.12.2019 05:00,1.1,769.6,780.0,,54,Wind blowing from the north-northwest,3,,7,, ,,,1.1,12.2,,,,,,16.0,-7.2,No precipitation,6,,,,
31.12.2019 02:00,2.1,768.9,779.2,,73,Wind blowing from the north-northwest,3,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,12.2,,,2500 or more  or no clouds.,,,6.0,-2.2,No precipitation,12,,,,
