Local time in Wulate Zhongqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 14:00,-8.3,655.9,775.5,-1.3,62,Wind blowing from the south-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-6.6,,,,,,9.0,-14.3,No precipitation,12,,,,
09.01.2020 11:00,-10.8,657.2,777.6,,66,Wind blowing from the east-southeast,1,,2,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-6.6,,,,,,4.3,-15.9,No precipitation,6,,,,
09.01.2020 08:00,-19.7,656.3,777.8,0.0,82,Wind blowing from the north,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,,,,,,,2.7,-22.0,No precipitation,12,,,,
09.01.2020 05:00,-18.4,656.3,775.9,,80,Wind blowing from the east-northeast,1,,2,,Mist. ,,,-19.6,-6.6,,,,,,7.0,-21.0,No precipitation,6,,,,
09.01.2020 02:00,-18.0,656.7,776.1,-0.1,81,Wind blowing from the east-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.6,,,2500 or more  or no clouds.,,,2.6,-20.5,No precipitation,12,,,,
08.01.2020 23:00,-17.9,656.8,777.1,,76,Wind blowing from the east,1,,4,,Mist. ,,,-19.6,-6.6,,,,,,1.5,-21.2,No precipitation,6,,,,
08.01.2020 20:00,-14.2,656.6,777.9,0.7,78,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.6,,,,,,1.4,-17.2,No precipitation,12,,,,
08.01.2020 17:00,-8.0,655.9,774.7,,62,Wind blowing from the south,1,,4,no clouds, ,,,-19.6,-6.4,,,,,,11.0,-14.0,No precipitation,6,,,,
08.01.2020 14:00,-7.2,656.1,775.2,,60,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-3.3,,,,,,13.0,-13.8,No precipitation,12,,,,
08.01.2020 11:00,-10.4,657.3,777.1,,68,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-3.3,,,,,,15.0,-15.3,No precipitation,6,,,,
08.01.2020 08:00,-18.7,656.9,778.3,-0.5,84,Wind blowing from the east-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,,,,,,,1.2,-20.7,No precipitation,12,,,,
08.01.2020 05:00,-15.0,657.4,775.9,,74,Wind blowing from the north-east,2,,,, ,,,-18.0,-3.3,,,,,,30.0,-18.6,No precipitation,6,,,,
08.01.2020 02:00,-17.1,657.6,776.4,-0.2,81,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-3.3,,,2500 or more  or no clouds.,,,3.1,-19.6,No precipitation,12,,,,
07.01.2020 23:00,-16.1,657.8,776.9,,83,Calm  no wind,0,,,,Mist. ,,,-18.0,-3.3,,,,,,1.5,-18.3,No precipitation,6,,,,
07.01.2020 20:00,-14.2,657.4,778.5,0.5,78,Wind blowing from the east-southeast,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-3.3,,,2500 or more  or no clouds.,,,3.2,-17.2,No precipitation,12,,,,
07.01.2020 17:00,-6.3,656.9,775.9,,60,Wind blowing from the south-west,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-3.3,,,2500 or more  or no clouds.,,,3.1,-12.8,No precipitation,6,,,,
07.01.2020 14:00,-5.0,656.9,774.5,,53,Wind blowing from the west-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-4.0,,,2500 or more  or no clouds.,,,23.0,-13.3,No precipitation,12,,,,
07.01.2020 11:00,-7.0,658.0,775.3,,50,Wind blowing from the south-southeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.5,,,,,,2.3,-15.7,No precipitation,6,,,,
07.01.2020 08:00,-17.0,657.5,777.1,0.1,74,Wind blowing from the west,1,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.5,,,2500 or more  or no clouds.,,,3.0,-20.5,No precipitation,12,,,,
07.01.2020 05:00,-16.9,657.4,776.8,,79,Calm  no wind,0,,,, ,,,-17.0,-5.5,,,,,,10.0,-19.7,No precipitation,6,,,,
07.01.2020 02:00,-12.6,658.2,776.4,-0.4,75,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-5.5,,,2500 or more  or no clouds.,,,19.0,-16.1,No precipitation,12,,,,
06.01.2020 23:00,-8.5,658.6,776.3,,65,Wind blowing from the north,1,,8,, ,,,-10.0,-5.5,,,,,,26.0,-13.9,No precipitation,6,,,,
06.01.2020 20:00,-8.2,658.4,776.2,0.2,62,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-5.5,,,,,,18.0,-14.2,No precipitation,12,,,,
06.01.2020 17:00,-7.3,658.2,775.7,,62,Wind blowing from the north-northeast,3,,12,no clouds, ,,,-9.9,-4.5,,,,,,30.0,-13.5,No precipitation,6,,,,
06.01.2020 14:00,-6.7,657.1,774.3,-1.1,59,Wind blowing from the north-west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,,,,,,,30.0,-13.4,No precipitation,12,,,,
06.01.2020 11:00,-8.5,658.2,775.5,,61,Wind blowing from the north,2,,12,no clouds, ,,,-9.9,,,,,,,30.0,-14.7,No precipitation,6,,,,
06.01.2020 08:00,-8.8,656.8,773.6,0.5,64,Wind blowing from the north,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-2.3,,,,,,30.0,-14.4,No precipitation,12,,,,
06.01.2020 05:00,-8.9,656.3,772.9,,67,Wind blowing from the north-northwest,2,,12,, ,,,-9.2,-2.3,,,,,,30.0,-13.9,No precipitation,6,,,,
06.01.2020 02:00,-8.9,656.6,772.9,0.6,65,Wind blowing from the north,4,,12,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-2.3,,,2500 or more  or no clouds.,,,30.0,-14.3,2.0,12,,,,
05.01.2020 23:00,-6.8,656.0,771.7,,61,Wind blowing from the north-west,5,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.7,-2.3,,,,,,13.0,-13.1,0.1,6,,,,
05.01.2020 20:00,-5.5,655.0,771.4,0.9,71,Wind blowing from the north-northwest,4,,9,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-11.7,-2.3,,,2500 or more  or no clouds.,,,16.0,-9.9,3.0,12,,,,
05.01.2020 17:00,-4.6,654.1,769.9,,82,Wind blowing from the north,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-11.7,-2.3,,,2500 or more  or no clouds.,,,2.0,-7.2,3.0,6,,,,
05.01.2020 14:00,-3.3,653.5,769.2,,89,Wind blowing from the north-northwest,2,,4,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-11.7,-2.0,,,2500 or more  or no clouds.,,,0.4,-4.9,1.0,12,,,,
05.01.2020 11:00,-3.1,654.6,771.0,,64,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.0,,,1000-1500,,,1.0,-9.1,No precipitation,6,,,,
05.01.2020 08:00,-8.7,653.8,770.2,-0.1,77,Wind blowing from the north-west,0,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.0,,,1000-1500,,,1.1,-12.0,No precipitation,12,,,,
05.01.2020 05:00,-7.8,653.9,769.3,,72,Calm  no wind,0,,,,Haze. ,,,-17.1,-2.0,,,,,,3.4,-12.0,No precipitation,6,,,,
05.01.2020 02:00,-8.6,654.4,770.2,-0.6,70,Wind blowing from the north-east,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.0,,,2500 or more  or no clouds.,,,7.0,-13.1,No precipitation,12,,,,
04.01.2020 23:00,-11.2,655.0,772.5,,80,Wind blowing from the west,1,,3,,Mist. ,,,-17.1,-2.0,,,,,,1.3,-14.0,No precipitation,6,,,,
04.01.2020 20:00,-6.2,654.8,773.3,-0.5,71,Wind blowing from the east-northeast,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.0,,,2500 or more  or no clouds.,,,4.5,-10.6,No precipitation,12,,,,
04.01.2020 17:00,-2.7,655.3,772.7,,62,Wind blowing from the east-northeast,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.0,,,2500 or more  or no clouds.,,,4.6,-9.0,No precipitation,6,,,,
04.01.2020 14:00,-3.4,656.5,774.4,-1.7,53,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-3.3,,,,,,9.0,-11.8,No precipitation,12,,,,
04.01.2020 11:00,-7.7,658.2,776.9,,66,Wind blowing from the east-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-5.8,,,,,,4.9,-13.1,No precipitation,6,,,,
04.01.2020 08:00,-16.8,657.9,778.0,0.1,80,Wind blowing from the east-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-5.8,,,,,,0.8,-19.4,No precipitation,12,,,,
04.01.2020 05:00,-15.3,657.8,776.7,,77,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-18.0,-5.8,,,,,,3.7,-18.4,No precipitation,6,,,,
04.01.2020 02:00,-15.3,658.5,777.3,-0.7,79,Wind blowing from the south,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.8,,,2500 or more  or no clouds.,,,2.1,-18.1,No precipitation,12,,,,
03.01.2020 23:00,-13.5,659.2,778.3,,76,Wind blowing from the east-northeast,1,,3,,Haze. ,,,-18.0,-5.8,,,,,,2.6,-16.8,No precipitation,6,,,,
03.01.2020 20:00,-10.6,659.0,779.6,,75,Wind blowing from the north,0,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.8,,,2500 or more  or no clouds.,,,1.8,-14.3,No precipitation,12,,,,
03.01.2020 17:00,-7.0,658.7,778.3,,60,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.8,,,2500 or more  or no clouds.,,,5.0,-13.5,No precipitation,6,,,,
03.01.2020 14:00,-6.1,659.0,777.9,-1.1,54,Wind blowing from the south,1,,3,60%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.7,,,2500 or more  or no clouds.,,,9.0,-14.1,No precipitation,12,,,,
03.01.2020 11:00,-8.6,660.1,779.8,,56,Wind blowing from the north-east,2,,,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-4.5,,,,,,14.0,-15.8,No precipitation,6,,,,
03.01.2020 08:00,-17.8,660.0,781.3,0.2,79,Wind blowing from the north-northeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,,,,,,,0.8,-20.6,No precipitation,12,,,,
03.01.2020 05:00,-17.4,659.8,779.3,,75,Wind blowing from the east,0,,4,,Haze. ,,,-17.4,-4.5,,,,,,5.0,-20.8,No precipitation,6,,,,
03.01.2020 02:00,-15.3,660.1,779.1,-0.4,74,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-4.5,,,2500 or more  or no clouds.,,,12.0,-19.0,No precipitation,12,,,,
02.01.2020 23:00,-15.3,660.5,780.1,,75,Wind blowing from the east-northeast,1,,,,Haze. ,,,-18.0,-4.5,,,,,,1.9,-18.7,No precipitation,6,,,,
02.01.2020 20:00,-12.8,660.6,780.7,1.2,74,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-4.5,,,,,,1.8,-16.5,No precipitation,12,,,,
02.01.2020 17:00,-6.1,659.4,778.6,,55,Wind blowing from the north-east,1,,4,40%., ,,,-18.0,-4.5,,,2500 or more  or no clouds.,,,12.0,-13.7,No precipitation,6,,,,
02.01.2020 14:00,-6.0,659.2,778.6,-1.3,52,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-4.5,,,2500 or more  or no clouds.,,,17.0,-14.3,No precipitation,12,,,,
02.01.2020 11:00,-7.7,660.5,780.2,,54,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,-18.0,-6.7,,,2500 or more  or no clouds.,,,10.0,-15.6,No precipitation,6,,,,
02.01.2020 08:00,-12.5,659.7,779.5,0.3,65,Wind blowing from the north-east,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-6.7,,,2500 or more  or no clouds.,,,0.7,-17.7,No precipitation,12,,,,
02.01.2020 05:00,-16.5,659.4,779.0,,75,Wind blowing from the east,1,,3,,Haze. ,,,-21.5,-6.7,,,,,,5.0,-19.9,No precipitation,6,,,,
02.01.2020 02:00,-17.2,659.4,779.2,,74,Wind blowing from the south-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-6.7,,,2500 or more  or no clouds.,,,2.2,-20.7,No precipitation,12,,,,
01.01.2020 23:00,-15.9,659.3,779.7,,72,Wind blowing from the east,1,,4,,Haze. ,,,-21.5,-6.7,,,,,,0.9,-19.8,No precipitation,6,,,,
01.01.2020 20:00,-12.4,658.8,780.6,,63,Wind blowing from the south-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-6.7,,,,,,1.4,-18.0,No precipitation,12,,,,
01.01.2020 17:00,-7.5,657.5,777.7,,41,Wind blowing from the east,1,,4,no clouds, ,,,-21.5,-6.7,,,,,,12.0,-18.5,No precipitation,6,,,,
01.01.2020 14:00,-7.5,657.5,778.0,-0.6,37,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-7.5,,,,,,14.0,-19.7,No precipitation,12,,,,
01.01.2020 11:00,-11.2,658.1,779.3,,47,Wind blowing from the north-east,2,,,no clouds, ,,,-21.5,-10.7,,,,,,8.0,-20.3,No precipitation,6,,,,
01.01.2020 08:00,-20.8,657.2,780.1,0.4,73,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,,,,,,,0.8,-24.4,No precipitation,12,,,,
01.01.2020 05:00,-20.4,656.8,778.0,,71,Calm  no wind,0,,,,Haze. ,,,-24.6,-10.7,,,,,,4.2,-24.4,No precipitation,6,,,,
01.01.2020 02:00,-21.4,657.1,778.6,,72,Wind blowing from the east,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-10.7,,,2500 or more  or no clouds.,,,2.7,-25.1,No precipitation,12,,,,
31.12.2019 23:00,-20.1,657.2,779.2,,70,Calm  no wind,0,,,,Haze. ,,,-24.6,-10.7,,,,,,0.8,-24.2,No precipitation,6,,,,
31.12.2019 20:00,-17.9,657.3,781.0,0.2,60,Wind blowing from the west-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-10.7,,,,,,0.6,-23.8,No precipitation,12,,,,
31.12.2019 17:00,-12.4,657.1,778.9,,31,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-24.6,-10.7,,,,,,14.0,-26.1,No precipitation,6,,,,
31.12.2019 14:00,-12.1,657.4,779.3,-2.2,30,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-11.6,,,,,,20.0,-26.2,No precipitation,12,,,,
